philippe	philippe	philippa	phili	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
svetom	world	svet	world	N;INAN;INS;MASC;SG	PROPN;NOM;SG
svetom	maailmaan	svet	maailma	N;INAN;INS;MASC;SG	N;IN+ALL;SG
nahrávanie	ladataan	nahrávanie	ladata	N;NOM;NEUT;SG	V;IND;PRS;FIN;PASS
nahrávanie	ladata	nahrávanie	ladata	N;NOM;NEUT;SG	V;SG;NFIN;ACT
nahrávanie	lataa	nahrávanie	lata	N;NOM;NEUT;SG	V;IMP;SG;2;FIN;ACT
nahrávanie	tallentaa	nahrávanie	tallentaa	N;NOM;NEUT;SG	V;IND;SG;FIN;ACT
nahrávanie	kirjataan	nahrávanie	kirjata	N;NOM;NEUT;SG	V;IND;PRS;FIN;PASS
záchranu	pelastaa	záchrana	pelastaa	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
záchranu	pelastus	záchrana	pelastus	N;ACC;FEM;SG	N;NOM;SG
záchranu	pelastaminen	záchrana	pelastaminen	N;ACC;FEM;SG	N;NOM;SG
wood	puu	wood	puu	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
wood	puuta	wood	puu	PROPN;ANIM;NOM;MASC;SG	N;PRT;SG
wood	puusta	wood	puu	PROPN;ANIM;NOM;MASC;SG	N;IN+ABL;SG
dutiny	reikiä	dutina	reikä	N;NOM;FEM;PL	N;PRT;PL
mer	mer	mer	mer	N;INAN;NOM;MASC;SG	INTJ
organické	orgaanista	organický	orgaani	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
organické	orgaaniset	organický	orgaaninen	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
portálu	portaali	portál	portaali	N;INAN;GEN;MASC;SG	N;NOM;SG
portálu	portti	portál	portti	N;INAN;GEN;MASC;SG	N;NOM;SG
vyvinuli	kehittynyt	vyvinúť	kehittyä	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
vyvinuli	kehittyi	vyvinúť	kehittyä	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
skutočné	real	skutočný	real	ADJ;NOM;NEUT;SG	
skutočné	todellista	skutočný	todellinen	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
skutočné	aidon	skutočný	aito	ADJ;NOM;NEUT;SG	ADJ;GEN;SG
skutočné	aidot	skutočný	aito	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
skutočné	aitoa	skutočný	aito	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
skutočné	varsinaista	skutočný	varsinainen	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
skutočné	todelliset	skutočný	todellinen	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
návštevy	vierailijoita	návšteva	vierailija	N;NOM;FEM;PL	N;PRT;PL
návštevy	kävijöitä	návšteva	kävijä	N;NOM;FEM;PL	N;PRT;PL
návštevy	vieraita	návšteva	vieras	N;NOM;FEM;PL	N;PRT;PL
návštevy	vierailun	návšteva	vierailu	N;NOM;FEM;PL	N;GEN;SG
návštevy	vierailu	návšteva	vierailu	N;NOM;FEM;PL	N;NOM;SG
návštevy	käymään	návšteva	käydä	N;NOM;FEM;PL	V;IN+ALL;SG;NFIN;ACT
návštevy	käy	návšteva	käydä	N;NOM;FEM;PL	V;IMP;SG;2;FIN;ACT
návštevy	käynti	návšteva	käynti	N;NOM;FEM;PL	N;NOM;SG
návštevy	vierailuja	návšteva	vierailu	N;NOM;FEM;PL	N;PRT;PL
citát	lainata	citát	lainata	N;INAN;NOM;MASC;SG	V;SG;NFIN;ACT
odborov	liitot	odbor	liitto	N;INAN;GEN;MASC;PL	N;NOM;PL
štvrté	neljänneksi	štvrť	neljäs	ADJ;NOM;NEUT;SG	ADJ;TRANS;SG
vzduchom	ilmassa	vzduch	ilma	N;INAN;INS;MASC;SG	N;IN+ESS;SG
jonas	jonas	jonas	jonas	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
barry	barry	barra	barry	N;NOM;FEM;SG	PROPN;NOM;SG
barry	barryn	barra	barry	N;NOM;FEM;SG	N;GEN;SG
licencie	todistusten	licencia	todistus	N;NOM;FEM;PL	N;GEN;PL
licencie	lisenssien	licencia	lisenssi	N;NOM;FEM;PL	N;GEN;PL
licencie	lupakirjan	licencia	lupa#kirja	N;NOM;FEM;PL	N;GEN;SG
licencie	lisenssi	licencia	lisenssi	N;NOM;FEM;PL	N;NOM;SG
licencie	lisensointi	licencia	lisensointi	N;NOM;FEM;PL	N;NOM;SG
licencie	lisenssi	licencia	lisenssi	N;NOM;FEM;PL	N;NOM;SG
nákladu	lastia	náklad	lasti	N;INAN;GEN;MASC;SG	N;PRT;SG
nákladu	lasti	náklad	lasti	N;INAN;GEN;MASC;SG	N;NOM;SG
nákladu	rahti	náklad	rahti	N;INAN;GEN;MASC;SG	N;NOM;SG
nákladu	rahtia	náklad	rahti	N;INAN;GEN;MASC;SG	N;PRT;SG
hlboké	syvälle	hlboký	syvä	ADJ;NOM;NEUT;SG	ADJ;AT+ALL;SG
hlboké	syvällä	hlboký	syvä	ADJ;NOM;NEUT;SG	ADJ;AT+ESS
;SG
hlboké	syvät	hlboký	syvä	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
hlboké	deep	hlboký	deep	ADJ;NOM;NEUT;SG	
odhad	arvioidut	odhad	arvioida	N;INAN;NOM;MASC;SG	V;NOM;PL;V.PTCP;PASS
odhad	arviolta	odhad	arvio	N;INAN;NOM;MASC;SG	N;AT+ABL;SG
odhad	arvioitu	odhad	arvioida	N;INAN;NOM;MASC;SG	V;NOM;SG;V.PTCP;PASS
odhad	arvioi	odhad	arvioida	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
odhad	arvion	odhad	arvio	N;INAN;NOM;MASC;SG	N;GEN;SG
vojnový	sodan	vojnový	sota	ADJ;ANIM;NOM;MASC;SG	N;GEN;SG
vojnový	sotaa	vojnový	sota	ADJ;ANIM;NOM;MASC;SG	N;PRT;SG
vojnový	sota	vojnový	sota	ADJ;ANIM;NOM;MASC;SG	N;NOM;SG
koalície	koalitio	koalícia	koalitio	N;NOM;FEM;PL	N;NOM;SG
charakteristiky	ominaisuuksia	charakteristika	ominaisuus	N;NOM;FEM;PL	N;PRT;PL
briti	britti	brit	britti	N;ANIM;NOM;MASC;PL	N;NOM;SG
briti	brittiläinen	brit	brittiläinen	N;ANIM;NOM;MASC;PL	ADJ;NOM;SG
briti	britannian	brit	britannia	N;ANIM;NOM;MASC;PL	N;GEN;SG
čínske	kiinalaiset	čínsky	kiina#lainen	ADJ;NOM;NEUT;SG	N;NOM;PL
čínske	kiinan	čínsky	kiina	ADJ;NOM;NEUT;SG	N;GEN;SG
čínske	kiina	čínsky	kiina	ADJ;NOM;NEUT;SG	N;NOM;SG
čínske	kiinalaista	čínsky	kiinalainen	ADJ;NOM;NEUT;SG	N;PRT;SG
mama	mamma	mama	mamma	N;NOM;FEM;SG	INTJ
zisku	voittoa	ziska	voitto	N;INAN;GEN;MASC;SG	N;PRT;SG
zisku	voitto	ziska	voitto	N;INAN;GEN;MASC;SG	N;NOM;SG
zisku	voitot	ziska	voitto	N;INAN;GEN;MASC;SG	N;NOM;PL
zisku	tuotto	ziska	tuotto	N;INAN;GEN;MASC;SG	N;NOM;SG
zaznamenané	kirjatut	zaznamenaný	kirjata	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
zaznamenané	kirjattu	zaznamenaný	kirjata	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
zaznamenané	kirjataan	zaznamenaný	kirjata	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IND;PRS;FIN;PASS
zaznamenané	merkille	zaznamenaný	merkki	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	N;AT+ALL;SG
zaznamenané	huomioitu	zaznamenaný	huomioida	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
prepustený	julkaistu	prepustený	julkaista	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
prepustený	vapautuu	prepustený	vapautua	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;IND;SG;3;PRS;FIN;ACT
prepustený	luovutettu	prepustený	luovuttaa	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
prepustený	vapautettu	prepustený	vapauttaa	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
väzení	vankilassa	väzenie	vankila	N;NOM;NEUT;SG	N;IN+ESS;SG
centrálne	keskeisellä	centrálne	keskeinen	ADV	ADJ;AT+ESS
;SG
porážku	tappio	porážka	tappio	N;ACC;FEM;SG	N;NOM;SG
porážku	tappion	porážka	tappio	N;ACC;FEM;SG	N;GEN;SG
porážku	häviö	porážka	häviö	N;ACC;FEM;SG	N;NOM;SG
budúci	seuraava	budúci	seuraava	N;ANIM;NOM;MASC;SG	ADJ;NOM;SG
budúci	seuraavaksi	budúci	seuraavaksi	N;ANIM;NOM;MASC;SG	ADV
harvard	harvardin	harvard	harvardi	N;ANIM;NOM;MASC;SG	N;GEN;SG
harvard	harvard	harvard	harvard	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
harvard	harvardiin	harvard	harvardi	N;ANIM;NOM;MASC;SG	N;IN+ALL;SG
harvard	harvardissa	harvard	harvardi	N;ANIM;NOM;MASC;SG	N;IN+ESS;SG
olympic	olympia	olympica	olympi	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;CMPR;SG
olympic	olympic	olympica	olympic	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
nepriateľov	vihollisia	nepriateľ	vihollinen	N;ANIM;ACC;MASC;PL	N;PRT;PL
nepriateľov	viholliset	nepriateľ	vihollinen	N;ANIM;ACC;MASC;PL	N;NOM;PL
geometria	geometrian	geometria	geometria	N;NOM;FEM;SG	N;GEN;SG
reprezentácia	edustuksen	reprezentácia	edustus	N;NOM;FEM;SG	N;GEN;SG
priatelia	ystäviä	priateľ	ystävä	N;ANIM;NOM;MASC;PL	N;PRT;PL
priatelia	kavereita	priateľ	kaveri	N;ANIM;NOM;MASC;PL	N;PRT;PL
verše	säkeitä	verš	säkeä	N;INAN;NOM;MASC;PL	N;PRT;PL
socialistická	sosialistit	socialistický	sosialisti	ADJ;NOM;FEM;SG	N;NOM;PL
prince	prinssi	princť	prinssi	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
prince	prince	princť	prince	PROPN;ANIM;NOM;MASC;SG	
prince	ruhtinas	princť	ruhtinas	PROPN;ANIM;NOM;MASC;SG	N;FRML;SG
vrtuľníky	helikoptereita	vrtuľník	helikopteri	N;INAN;NOM;MASC;PL	N;PRT;PL
titan	titan	titan	titta	N;INAN;NOM;MASC;SG	
cook	cook	cook	cook	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
cook	kokki	cook	kokki	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
diely	osia	diely	osa	N;NOM;FEM;PL	N;PRT;PL
diely	leikkauksia	diely	leikkaus	N;NOM;FEM;PL	N;PRT;PL
charlotte	charlotte	charlotie	charlotte	N;NOM;FEM;PL	
charlotte	lotta	charlotie	lotta	N;NOM;FEM;PL	N;NOM;SG
matthew	matthew	matthew	matthew	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
emanuel	emanuel	emanuel	emanuel	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
oskar	oscarin	oskar	oscari	N;ANIM;NOM;MASC;SG	N;GEN;SG
predstavenie	suorituskyvyn	predstavenie	suoritus#kyky	N;NOM;NEUT;SG	N;GEN;SG
predstavenie	suorituskykyä	predstavenie	suoritus#kyky	N;NOM;NEUT;SG	N;PRT;SG
predstavenie	näytä	predstavenie	näyttää	N;NOM;NEUT;SG	V;IMP;SG;2;FIN;ACT
vraždy	murha	vražda	murha	N;NOM;FEM;PL	N;NOM;SG
vraždy	murha	vražda	murha	N;NOM;FEM;PL	N;NOM;SG
vraždy	murhaa	vražda	murha	N;NOM;FEM;PL	N;PRT;SG
vraždy	murhia	vražda	murha	N;NOM;FEM;PL	N;PRT;PL
podvozok	alusta	podvozok	alku	N;INAN;NOM;MASC;SG	N;IN+ABL;SG
podvozok	alustan	podvozok	alusta	N;INAN;NOM;MASC;SG	N;GEN;SG
podvozok	telin	podvozok	teli	N;INAN;NOM;MASC;SG	N;GEN;SG
lisa	lisa	lis	lisa	PROPN;NOM;FEM;SG	PROPN;NOM;SG
