múzeá	muzeele	múzeum	muzeu	N;NOM;NEUT;PL	N;DEF;FEM;PL
demokracia	democratie	demokracia	democratie	N;NOM;FEM;SG	N;INDF;FEM;SG
demokracia	democratia	demokracia	democratie	N;NOM;FEM;SG	N;DEF;FEM;SG
kus	bucata	kus	bucată	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
kus	piesa	kus	piesă	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
kus	bucata	kus	bucată	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
možná	posibile	možný	posibil	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
možná	posibil	možný	posibil	ADJ;NOM;FEM;SG	ADV
možná	posibila	možný	posibil	ADJ;NOM;FEM;SG	ADJ;DEF;FEM;SG
možná	posibila	možný	posibil	ADJ;NOM;FEM;SG	ADJ;DEF;FEM;SG
slávny	celebra	slávny	celebra	ADJ;ANIM;NOM;MASC;SG	ADJ;DEF;FEM;SG
slávny	faimoasa	slávny	faimos	ADJ;ANIM;NOM;MASC;SG	ADJ;DEF;FEM;SG
brazílie	brazilia	brazília	brazilie	N;NOM;FEM;PL	PROPN
nezávislých	independent	nezávislý	independent	ADJ;ANIM;GEN;MASC;PL	ADV
nezávislých	independenta	nezávislý	independent	ADJ;ANIM;GEN;MASC;PL	N;DEF;FEM;SG
nezávislých	independenta	nezávislý	independent	ADJ;ANIM;GEN;MASC;PL	N;DEF;FEM;SG
planétu	planeta	planéta	planetă	N;ACC;FEM;SG	N;DEF;FEM;SG
planétu	planeta	planéta	planetă	N;ACC;FEM;SG	N;DEF;FEM;SG
spoločenský	sociale	spoločenský	social	ADJ;ANIM;NOM;MASC;SG	ADJ;INDF;FEM;PL
spoločenský	sociala	spoločenský	socială	ADJ;ANIM;NOM;MASC;SG	N;DEF;FEM;SG
spoločenský	sociala	spoločenský	socială	ADJ;ANIM;NOM;MASC;SG	N;DEF;FEM;SG
spoločenský	socializare	spoločenský	socializare	ADJ;ANIM;NOM;MASC;SG	N;INDF;FEM;SG
spoločenský	social	spoločenský	social	ADJ;ANIM;NOM;MASC;SG	ADV
postupnosť	secventa	postupnosť	secventa	N;NOM;FEM;SG	N;DEF;FEM;SG
arnold	arnold	arnold	arnold	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
usporiadané	aranjata	usporiadaný	aranjat	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	N;DEF;FEM;SG
usporiadané	aranjate	usporiadaný	aranja	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
reaguje	receptiv	reagovať	receptiv	V;IPFV;IND;SG;3;POS;PRS;FIN	ADV
harold	harold	harold	harold	PROPN;ANIM;NOM;MASC;SG	PROPN
studio	studio	studio	studio	INTJ	N;INDF;MASC;SG
studio	studioul	studio	studio	INTJ	N;DEF;MASC;SG
bohuslav	bohuslav	bohuslav	bohuslav	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
kódy	codurile	kód	cod	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
podporovať	suport	podporovať	suport	V;IPFV;POS;NFIN	N;INDF;MASC;SG
podporovať	sprijin	podporovať	sprijin	V;IPFV;POS;NFIN	N;INDF;MASC;SG
podporovať	sprijinul	podporovať	sprijin	V;IPFV;POS;NFIN	N;DEF;MASC;SG
koryto	albia	koryto	albia	N;NOM;NEUT;SG	N;DEF;FEM;SG
ľudmila	ludmilla	ľudmiť	ludmillă	N;ANIM;NOM;MASC;SG	N;DEF;FEM;SG
ľudmila	ludmila	ľudmiť	ludmilă	N;ANIM;NOM;MASC;SG	N;DEF;FEM;SG
akt	actul	akt	act	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
akt	actioneaza	akt	actiona	N;INAN;NOM;MASC;SG	V;IND;SG;3;IPFV;FIN
sultán	sultanul	sultán	sultan	N;ANIM;NOM;MASC;SG	N;DEF;MASC;SG
nepriamo	indirecta	nepriamo	indirecta	ADV	ADJ;DEF;FEM;SG
nepriamo	indirecte	nepriamo	indirect	ADV	ADJ;INDF;FEM;PL
povedomia	sensibilizare	povedomie	sensibilizare	N;NOM;NEUT;PL	N;INDF;FEM;SG
modelka	modelul	modelka	model	N;NOM;FEM;SG	N;DEF;MASC;SG
občianskeho	civica	občiansky	civica	ADJ;GEN;NEUT;SG	N;DEF;FEM;SG
občianskeho	civice	občiansky	civic	ADJ;GEN;NEUT;SG	ADJ;INDF;FEM;PL
blízkom	mijloc	blízky	mijloc	ADJ;INS;NEUT;SG	N;INDF;MASC;SG
vlk	wolf	vlk	wolf	N;ANIM;NOM;MASC;SG	PROPN
vlk	lupul	vlk	lup	N;ANIM;NOM;MASC;SG	N;DEF;MASC;SG
volkswagen	volkswagen	volkswagen	volkswagen	N;NOM;FEM;SG	PROPN
chemická	chimice	chemický	chimic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
comba	comba	comba	combă	N;INAN;NOM;MASC;SG	
zur	zur	zur	zur	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
kongresu	congresului	kongresa	congres	N;INAN;GEN;MASC;SG	N;DEF;MASC;SG
kongresu	congresul	kongresa	congres	N;INAN;GEN;MASC;SG	N;DEF;MASC;SG
lászló	lászló	lászló	lászló	N;ANIM;NOM;MASC;SG	PROPN
robot	robotul	robot	robot	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
námornej	maritima	námorný	maritim	ADJ;GEN;FEM;SG	ADJ;DEF;FEM;SG
námornej	maritime	námorný	maritim	ADJ;GEN;FEM;SG	ADJ;INDF;FEM;PL
pevný	solida	pevný	solidă	ADJ;ANIM;NOM;MASC;SG	ADJ;DEF;FEM;SG
pevný	solide	pevný	solid	ADJ;ANIM;NOM;MASC;SG	ADJ;INDF;FEM;PL
alexandrovič	alexandrovici	alexandrovič	alexandrovic	N;ANIM;NOM;MASC;SG	N;INDF;MASC;PL
zahraničné	straine	zahraničný	strain	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
zahraničné	straina	zahraničný	straină	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
zahraničné	strainatate	zahraničný	strainatate	ADJ;NOM;NEUT;SG	N;INDF;FEM;SG
stuttgart	stuttgart	stuttgart	stuttgart	PROPN;INAN;NOM;MASC;SG	PROPN
kovy	metalul	kova	metal	N;INAN;NOM;MASC;PL	N;DEF;MASC;SG
kovy	metalic	kova	metalic	N;INAN;NOM;MASC;PL	ADJ;INDF;MASC;SG
kovy	metal	kova	metal	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
kovy	metalele	kova	metală	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
hamburg	hamburg	hamburg	hamburg	N;INAN;NOM;MASC;SG	PROPN
oslobodenie	scutire	oslobodenie	scutire	N;NOM;NEUT;SG	N;INDF;FEM;SG
oslobodenie	scutirea	oslobodenie	scutire	N;NOM;NEUT;SG	N;DEF;FEM;SG
oslobodenie	eliberare	oslobodenie	eliberare	N;NOM;NEUT;SG	N;INDF;FEM;SG
oslobodenie	eliberarea	oslobodenie	eliberare	N;NOM;NEUT;SG	N;DEF;FEM;SG
bydlisko	rezidente	bydlisko	rezidentă	N;NOM;NEUT;SG	ADJ;INDF;FEM;PL
bydlisko	rezidenta	bydlisko	rezident	N;NOM;NEUT;SG	N;DEF;FEM;SG
bydlisko	resedinta	bydlisko	resedinta	N;NOM;NEUT;SG	N;DEF;FEM;SG
bydlisko	resedinta	bydlisko	resedinta	N;NOM;NEUT;SG	N;DEF;FEM;SG
bydlisko	resedinta	bydlisko	resedinta	N;NOM;NEUT;SG	N;DEF;FEM;SG
bydlisko	domiciliul	bydlisko	domiciliu	N;NOM;NEUT;SG	N;DEF;MASC;SG
mag	mag	mag	mag		N;INDF;MASC;SG
bobby	bobby	bobba	bobby	N;ANIM;NOM;MASC;SG	PROPN
náhodou	accidental	náhodou	accidental	PART	ADV
napísali	scrisa	napísať	scrisa	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;DEF;FEM;SG
napísali	scris	napísať	scris	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	N;INDF;MASC;SG
napísali	scrise	napísať	scrie	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
napísali	scrisa	napísať	scrisa	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;DEF;FEM;SG
napísali	scria	napísať	scrie	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
tiger	tigrul	tiger	tigru	N;ANIM;NOM;MASC;SG	N;DEF;MASC;SG
detaily	detaliile	detail	detaliu	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
kolektív	colective	kolektie	colectiv	N;ANIM;NOM;MASC;SG	ADJ;INDF;FEM;PL
kolektív	colectiva	kolektie	colectiva	N;ANIM;NOM;MASC;SG	ADJ;DEF;FEM;SG
kolektív	colectivul	kolektie	colectiv	N;ANIM;NOM;MASC;SG	N;DEF;MASC;SG
kolektív	colectiv	kolektie	colectiv	N;ANIM;NOM;MASC;SG	ADJ;INDF;MASC;SG
philippe	philippe	philippa	philippe	PROPN;ANIM;NOM;MASC;SG	PROPN
ľad	gheata	ľad	gheată	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
ľad	gheata	ľad	gheată	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
ľad	gheata	ľad	gheată	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
ľad	ice	ľad	ice	N;INAN;NOM;MASC;SG	
ľad	gheata	ľad	gheată	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
lese	woods	les	woods	N;INAN;ESS;MASC;SG	PROPN
lese	paduri	les	pad	N;INAN;ESS;MASC;SG	N;INDF;FEM;PL
lese	paduri	les	pad	N;INAN;ESS;MASC;SG	N;INDF;FEM;PL
lese	padure	les	padure	N;INAN;ESS;MASC;SG	N;INDF;FEM;SG
lese	padure	les	padure	N;INAN;ESS;MASC;SG	N;INDF;FEM;SG
mostov	podurile	most	pod	N;INAN;GEN;MASC;PL	N;DEF;FEM;PL
jadrovej	nucleare	jadrový	nuclear	ADJ;GEN;FEM;SG	ADJ;INDF;FEM;PL
jadrovej	nucleara	jadrový	nucleară	ADJ;GEN;FEM;SG	N;DEF;FEM;SG
jadrovej	nucleara	jadrový	nucleară	ADJ;GEN;FEM;SG	N;DEF;FEM;SG
odolnosť	soliditatea	odolnosť	soliditate	N;NOM;FEM;SG	N;DEF;FEM;SG
odolnosť	rezistenta	odolnosť	rezistentă	N;NOM;FEM;SG	N;DEF;FEM;SG
odolnosť	rezistenta	odolnosť	rezistentă	N;NOM;FEM;SG	N;DEF;FEM;SG
odolnosť	rezistenta	odolnosť	rezistentă	N;NOM;FEM;SG	N;DEF;FEM;SG
jay	jay	jay	jay	PROPN;ANIM;NOM;MASC;SG	PROPN
podobnú	similara	podobný	similar	ADJ;ACC;FEM;SG	ADJ;DEF;FEM;SG
podobnú	similare	podobný	similar	ADJ;ACC;FEM;SG	ADJ;INDF;FEM;PL
teórií	teoriile	teória	teorie	N;GEN;FEM;PL	N;DEF;FEM;PL
čou	zhou	čo	zhou	PROPN;NOM;FEM;SG	PROPN
záhreb	zagreb	záhreb	zagreb	PROPN;INAN;NOM;MASC;SG	N;INDF;MASC;SG
leonardo	leonardo	leonardo	leonardo	N;ANIM;NOM;MASC;SG	PROPN
sľuby	promisiunile	sľub	promisiune	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
sľuby	juramintele	sľub	juramint	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
prepojenie	interconectare	prepojenie	interconectare	N;NOM;NEUT;SG	N;INDF;FEM;SG
súčet	sum	súčet	sum	N;INAN;NOM;MASC;SG	
súčet	suma	súčet	sumă	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
súčet	suma	súčet	sumă	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
umiestnenia	plasare	umiestnenie	plasare	N;NOM;NEUT;PL	N;INDF;FEM;SG
umiestnenia	plasarea	umiestnenie	plasare	N;NOM;NEUT;PL	N;DEF;FEM;SG
umiestnenia	localizare	umiestnenie	localizare	N;NOM;NEUT;PL	N;INDF;FEM;SG
umiestnenia	locatie	umiestnenie	locatie	N;NOM;NEUT;PL	N;INDF;FEM;SG
umiestnenia	locatia	umiestnenie	locatie	N;NOM;NEUT;PL	N;DEF;FEM;SG
umiestnenia	locatia	umiestnenie	locatie	N;NOM;NEUT;PL	N;DEF;FEM;SG
formátu	formatul	formát	format	N;INAN;GEN;MASC;SG	N;DEF;MASC;SG
záhrade	gradina	záhrada	gradină	N;DAT;FEM;SG	N;DEF;FEM;SG
záhrade	gradina	záhrada	gradină	N;DAT;FEM;SG	N;DEF;FEM;SG
záhrade	gradina	záhrada	gradină	N;DAT;FEM;SG	N;DEF;FEM;SG
záujmov	interesele	záujem	interes	N;INAN;GEN;MASC;PL	N;DEF;FEM;PL
derby	derby	derba	derby	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
bela	bela	belo	belă	N;NOM;FEM;SG	PROPN
sierra	sierra	sierra	sierră	N;NOM;FEM;SG	PROPN
prusko	prusia	prusko	prusie	N;NOM;NEUT;SG	N;DEF;FEM;SG
prusko	prusiei	prusko	prusie	N;NOM;NEUT;SG	PROPN;DEF;FEM;SG
portugalský	portugheza	portugalský	portugheza	ADJ;ANIM;NOM;MASC;SG	N;DEF;FEM;SG
portugalský	portugheza	portugalský	portugheza	ADJ;ANIM;NOM;MASC;SG	N;DEF;FEM;SG
case	case	cas	casă	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
case	cazul	cas	caz	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
vlakov	trenurile	vlak	tren	N;INAN;GEN;MASC;PL	N;DEF;FEM;PL
soľ	sarea	soľ	sare	N;NOM;FEM;SG	N;DEF;FEM;SG
soľ	sare	soľ	sare	N;NOM;FEM;SG	N;INDF;FEM;SG
miestni	localnici	miesto	localnic	N;ANIM;NOM;MASC;PL	ADJ;INDF;MASC;PL
miestni	localnicii	miesto	localnic	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
miestni	localnicilor	miesto	localnic	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
castle	castle	castľa	castle	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
castle	castel	castľa	castel	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
castle	castelul	castľa	castel	PROPN;ANIM;NOM;MASC;SG	N;DEF;MASC;SG
zjednotenie	unificarea	zjednotenie	unificare	N;NOM;NEUT;SG	N;DEF;FEM;SG
zjednotenie	unificare	zjednotenie	unificare	N;NOM;NEUT;SG	N;INDF;FEM;SG
zjednotenie	unificatoare	zjednotenie	unificator	N;NOM;NEUT;SG	ADJ;INDF;FEM
väzba	legare	väzba	legare	N;NOM;FEM;SG	N;INDF;FEM;SG
väzba	legarea	väzba	legare	N;NOM;FEM;SG	N;DEF;FEM;SG
väzba	lipire	väzba	lipire	N;NOM;FEM;SG	N;INDF;FEM;SG
väzba	lipirea	väzba	lipire	N;NOM;FEM;SG	N;DEF;FEM;SG
väzba	unire	väzba	unire	N;NOM;FEM;SG	N;INDF;FEM;SG
väzba	custodia	väzba	custodie	N;NOM;FEM;SG	N;DEF;FEM;SG
väzba	custodie	väzba	custodie	N;NOM;FEM;SG	N;INDF;FEM;SG
tradícia	traditia	tradícia	traditie	N;NOM;FEM;SG	N;DEF;FEM;SG
tradícia	traditie	tradícia	traditie	N;NOM;FEM;SG	N;INDF;FEM;SG
tradícia	traditie	tradícia	traditie	N;NOM;FEM;SG	N;INDF;FEM;SG
tradícia	traditia	tradícia	traditie	N;NOM;FEM;SG	N;DEF;FEM;SG
povesti	zvonurile	povesť	zvon	N;NOM;FEM;PL	N;DEF;FEM;PL
abovsko	abaúj	abovsko	abaúj	N;NOM;NEUT;SG	
nástupcu	succesorul	nástupca	succesor	N;ANIM;ACC;MASC;SG	N;DEF;MASC;SG
aktuálny	curentul	aktuálny	curent	ADJ;INAN;NOM;MASC;SG	N;DEF;MASC;SG
aktuálny	curent	aktuálny	curent	ADJ;INAN;NOM;MASC;SG	N;INDF;MASC;SG
aktuálny	curentului	aktuálny	curent	ADJ;INAN;NOM;MASC;SG	N;DEF;MASC;SG
aktuálny	actuala	aktuálny	actual	ADJ;INAN;NOM;MASC;SG	ADJ;DEF;FEM;SG
aktuálny	actualitate	aktuálny	actualitate	ADJ;INAN;NOM;MASC;SG	N;INDF;FEM;SG
aktuálny	topica	aktuálny	topică	ADJ;INAN;NOM;MASC;SG	N;DEF;FEM;SG
katalóg	catalogul	katalóg	catalog	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
katalóg	catalogul	katalóg	catalog	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
nelson	nelson	nelson	nelson	PROPN;ANIM;NOM;MASC;SG	PROPN
rastú	creste	rastý	creste	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
rastú	creasca	rastý	crească	V;IPFV;IND;PL;3;POS;PRS;FIN	N;DEF;FEM;SG
rastú	creste	rastý	creste	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
rastú	creste	rastý	creste	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
sčítanie	recensamantului	sčítanie	recensamant	N;NOM;NEUT;SG	N;DEF;MASC;SG
sčítanie	recensamantul	sčítanie	recensamant	N;NOM;NEUT;SG	N;DEF;MASC;SG
výklad	interpretarea	výklad	interpretare	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
výklad	interpretare	výklad	interpretare	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
výklad	interpreteaza	výklad	interpretează	N;INAN;NOM;MASC;SG	V;IND;SG;3;IPFV;FIN
výklad	interpreta	výklad	interpreta	N;INAN;NOM;MASC;SG	V;IND;SG;3;IPFV;FIN
znamenal	insemnat	znamenať	insemna	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	ADJ;INDF;MASC;SG
znamenal	insemna	znamenať	insemna	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
výzbroje	armamentul	výzbroj	armament	N;GEN;FEM;SG	N;DEF;MASC;SG
pozemné	terestre	pozemný	terestru	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
pozemné	terestra	pozemný	terestră	ADJ;NOM;NEUT;SG	N;DEF;FEM;SG
pozemné	sol	pozemný	sol	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
ondřejov	ondřejov	ondřej	ondřejov	PROPN;ANIM;NOM;MASC;SG	
pohľady	vizualizari	pohľad	vizualizar	N;INAN;NOM;MASC;PL	V;IND;PL;2;IPFV;FIN
pohľady	pareri	pohľad	parer	N;INAN;NOM;MASC;PL	
cestná	drum	cestný	drum	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
cestná	drumul	cestný	drum	ADJ;NOM;FEM;SG	N;DEF;MASC;SG
cestná	road	cestný	road	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
zásah	interventie	zásah	interventie	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
zásah	interventia	zásah	interventie	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
warner	warner	warner	warner		PROPN
zdravotné	medicala	zdravotný	medicală	ADJ;NOM;NEUT;SG	N;DEF;FEM;SG
zdravotné	medicale	zdravotný	medical	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
zdravotné	sanatate	zdravotný	sanata	ADJ;NOM;NEUT;SG	N;INDF;FEM;SG
zdravotné	sanatatea	zdravotný	sanatate	ADJ;NOM;NEUT;SG	N;DEF;FEM;SG
