que	той	que	той	CONJ	DET;NOM;MASC;SG
era	було	ser	бути	V;IND;SG;3;IPFV;FIN	V;IPFV;NEUT;IND;SG;PST;FIN
nacional	націонал	nacional	націонал	ADJ;SG	
nacional	національні	nacional	національний	ADJ;SG	ADJ;NOM;PL
nacional	насьйональ	nacional	насьйональ	ADJ;SG	N;INAN;NOM;MASC;SG
primera	перше	primero	перше	ADJ;FEM;SG	ADV
cuando	коли	cuando	коли	CONJ	ADV
estados	штати	estado	штати	N;MASC;PL	PROPN;INAN;NOM
utc	utc	utc	utc	N	
siglo	century	siglo	century	N;MASC;SG	
después	після	después	після	ADV	ADP;GEN
después	потому	después	потому	ADV	
españa	іспанії	españa	іспанія	N;FEM;SG	PROPN;INAN;GEN;FEM;SG
otros	інший	otro	інший	PRO;MASC;PL	DET;NOM;MASC;SG
otros	інша	otro	інший	PRO;MASC;PL	DET;NOM;FEM;SG
otros	інші	otro	інший	PRO;MASC;PL	DET;NOM;PL
otros	інше	otro	інший	PRO;MASC;PL	DET;NOM;NEUT;SG
otros	інших	otro	інший	PRO;MASC;PL	DET;GEN;PL
otros	інших	otro	інший	PRO;MASC;PL	DET;GEN;PL
otros	інші	otro	інший	PRO;MASC;PL	DET;NOM;PL
otros	іншими	otro	інший	PRO;MASC;PL	DET;INS;PL
gran	великі	gran	великий	ADJ;SG	ADJ;NOM;PL
gran	біг	gran	бігти	ADJ;SG	V;IPFV;MASC;IND;SG;PST;FIN
gran	чудово	gran	чудово	ADJ;SG	ADV
gran	гран	gran	гран	ADJ;SG	
gran	гран	gran	гран	ADJ;SG	
gran	гранд	gran	гранд	ADJ;SG	
gran	grand	gran	grand	ADJ;SG	
unidos	united	unido	united	ADJ;MASC;PL;V.PTCP	
unidos	юнайтед	unido	юнайтед	ADJ;MASC;PL;V.PTCP	PROPN;INAN;NOM;MASC;SG
puede	можна	poder	можна	V;IND;SG;3;PRS;FIN	ADV
uno	uno	uno	uno	PRO;MASC;SG	
uno	одна	uno	один	PRO;MASC;SG	NUM;NOM;FEM
uno	one	uno	one	PRO;MASC;SG	
uno	одне	uno	один	PRO;MASC;SG	DET;NOM;NEUT;SG
uno	один	uno	один	PRO;MASC;SG	NUM;NOM;MASC
primer	перше	primero	перше	ADJ;MASC;SG	ADV
había	мали	haber	мати	V;IND;SG;3;IPFV;FIN	V;IPFV;IND;PL;PST;FIN
había	мав	haber	мати	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;IND;SG;PST;FIN
mismo	збігається	mismo	збігатися	ADJ;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
mismo	однакові	mismo	однаковий	ADJ;MASC;SG	ADJ;NOM;PL
mismo	same	mismo	same	ADJ;MASC;SG	
mismo	самий	mismo	самий	ADJ;MASC;SG	DET;NOM;MASC;SG;REFL
nueva	нові	nuevo	новий	ADJ;FEM;SG	ADJ;NOM;PL
nueva	створити	nuevo	створити	ADJ;FEM;SG	V;PFV;NFIN
fueron	були	ser	бути	V;IND;PL;3;PST;FIN	V;IPFV;IND;PL;PST;FIN
historia	публікації	historia	публікація	N;FEM;SG	N;INAN;NOM;FEM;PL
historia	історії	historia	історія	N;FEM;SG	N;INAN;NOM;FEM;PL
club	club	club	club	N;MASC;SG	
eran	були	ser	бути	V;IND;PL;3;IPFV;FIN	V;IPFV;IND;PL;PST;FIN
cual	какой	cual	какой	PRO;SG	
cual	який	cual	який	PRO;SG	DET;NOM;MASC;SG
cual	які	cual	який	PRO;SG	DET;NOM;PL
cual	яке	cual	який	PRO;SG	DET;NOM;NEUT;SG
cual	яка	cual	який	PRO;SG	DET;NOM;FEM;SG
universidad	внз	universidad	внз	N;FEM;SG	
tres	втрьох	tres	втріх	NUM;PL	N;ANIM;NOM;MASC;PL
tres	трійка	tres	трійка	NUM;PL	N;INAN;NOM;FEM;SG
grupo	grupo	grupo	grupo	N;MASC;SG	
grupo	групова	grupo	груповий	N;MASC;SG	ADJ;NOM;FEM;SG
grupo	груповий	grupo	груповий	N;MASC;SG	ADJ;NOM;MASC;SG
general	загальні	general	загальний	N;SG	ADJ;NOM;PL
general	загальний	general	загальний	N;SG	ADJ;NOM;MASC;SG
general	загальне	general	загальний	N;SG	ADJ;NOM;NEUT;SG
aunque	щоправда	aunque	щоправда	CONJ	ADV
familia	сімей	familia	сім’я	N;FEM;SG	N;INAN;GEN;FEM;PL
familia	родин	familia	родина	N;FEM;SG	N;INAN;ACC;FEM;PL
familia	родини	familia	родина	N;FEM;SG	N;INAN;NOM;FEM;PL
familia	сімейний	familia	сімейний	N;FEM;SG	ADJ;NOM;MASC;SG
familia	сімейні	familia	сімейний	N;FEM;SG	ADJ;NOM;PL
además	плюс	además	плюс	ADV	
además	plus	además	plus	ADV	
todo	everything	todo	everything	PRO;MASC;SG	
todo	все	todo	все	PRO;MASC;SG	PRO;INAN;NOM;NEUT;SG
todo	усе	todo	усе	PRO;MASC;SG	PRO;INAN;NOM;NEUT;SG
todo	усі	todo	увесь	PRO;MASC;SG	DET;NOM;PL
todo	всі	todo	весь	PRO;MASC;SG	DET;NOM;PL
todo	все	todo	все	PRO;MASC;SG	PRO;INAN;NOM;NEUT;SG
todo	всіх	todo	всі	PRO;MASC;SG	PRO;ANIM;ACC
sur	південна	sur	південний	N;MASC;SG	ADJ;NOM;FEM;SG
sur	південний	sur	південний	N;MASC;SG	ADJ;NOM;MASC;SG
sur	сюр	sur	сюр	N;MASC;SG	
sur	південна	sur	південний	N;MASC;SG	ADJ;NOM;FEM;SG
sur	південний	sur	південний	N;MASC;SG	ADJ;NOM;MASC;SG
mayor	мажор	mayor	мажор	ADJ;SG	N;INAN;NOM;FEM;SG
mayor	майор	mayor	майор	ADJ;SG	N;ANIM;NOM;MASC;SG
partido	вечірки	partido	вечірка	N;MASC;SG	N;INAN;NOM;FEM;PL
partido	party	partido	party	N;MASC;SG	
partido	сірники	partido	сірник	N;MASC;SG	N;INAN;NOM;MASC;PL
contra	лічильник	contra	лічильник	ADP	N;INAN;NOM;MASC;SG
contra	проти	contra	проти	ADP	ADV
contra	contra	contra	contra	ADP	
encuentra	пошук	encontrar	пошук	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
encuentra	знайдіть	encontrar	знайти	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN
encuentra	find	encontrar	find	V;IND;SG;3;PRS;FIN	
encuentra	виявить	encontrar	виявити	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN
encuentra	знайде	encontrar	знайти	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN
otras	інший	otro	інший	PRO;FEM;PL	DET;NOM;MASC;SG
otras	інша	otro	інший	PRO;FEM;PL	DET;NOM;FEM;SG
otras	інші	otro	інший	PRO;FEM;PL	DET;NOM;PL
otras	інше	otro	інший	PRO;FEM;PL	DET;NOM;NEUT;SG
otras	інших	otro	інший	PRO;FEM;PL	DET;GEN;PL
otras	інших	otro	інший	PRO;FEM;PL	DET;GEN;PL
otras	інші	otro	інший	PRO;FEM;PL	DET;NOM;PL
otras	іншими	otro	інший	PRO;FEM;PL	DET;INS;PL
todos	everybody	todo	everybody	PRO;MASC;PL	
todos	усі	todo	увесь	PRO;MASC;PL	DET;NOM;PL
todos	усі	todo	увесь	PRO;MASC;PL	DET;NOM;PL
todos	всі	todo	весь	PRO;MASC;PL	DET;NOM;PL
todos	все	todo	все	PRO;MASC;PL	PRO;INAN;NOM;NEUT;SG
todos	всіх	todo	всі	PRO;MASC;PL	PRO;ANIM;ACC
todos	всім	todo	всі	PRO;MASC;PL	PRO;ANIM;DAT
todos	усіх	todo	увесь	PRO;MASC;PL	DET;GEN;PL
todos	усі	todo	увесь	PRO;MASC;PL	DET;NOM;PL
todos	усім	todo	усе	PRO;MASC;PL	PRO;INAN;INS;NEUT;SG
todos	всіх	todo	всі	PRO;MASC;PL	PRO;ANIM;ACC
juan	джон	juan	джон	PROPN	PROPN;ANIM;NOM;MASC;SG
juan	іоанн	juan	іоанно	PROPN	PROPN;ANIM;NOM;MASC;SG
juan	іван	juan	іван	PROPN	PROPN;ANIM;NOM;MASC;SG
juan	іванна	juan	іванний	PROPN	PROPN;ANIM;NOM;FEM;SG
juan	джоан	juan	джоан	PROPN	PROPN;ANIM;NOM;FEM;SG
sido	був	ser	бути	V;MASC;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
sido	було	ser	бути	V;MASC;SG;PST;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN
sido	були	ser	бути	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;PL;PST;FIN
josé	джозеф	josé	джозеф	PROPN	PROPN;ANIM;NOM;MASC;SG
josé	йосип	josé	йосип	PROPN	PROPN;ANIM;NOM;MASC;SG
josé	жозеф	josé	жозеф	PROPN	PROPN;ANIM;NOM;MASC;SG
josé	йозеф	josé	йозеф	PROPN	PROPN;ANIM;NOM;MASC;SG
josé	йозеф	josé	йозеф	PROPN	PROPN;ANIM;NOM;MASC;SG
josé	жозе	josé	жоза	PROPN	PROPN;ANIM;NOM;FEM;SG
josé	хосе	josé	хось	PROPN	PROPN;ANIM;NOM;FEM;SG
bajo	under	bajo	under	ADP	
bajo	низький	bajo	низький	ADP	ADJ;NOM;MASC;SG
bajo	низька	bajo	низький	ADP	ADJ;NOM;FEM;SG
bajo	low	bajo	low	ADP	
bajo	бахо	bajo	бахо	ADP	
bajo	бас	bajo	бас	ADP	PROPN;ANIM;NOM;MASC;SG
bajo	басс	bajo	басс	ADP	
serie	серії	serie	серія	N;FEM;SG	N;INAN;NOM;FEM;PL
serie	ряди	serie	ряд	N;FEM;SG	N;INAN;NOM;MASC;PL
serie	послідовний	serie	послідовний	N;FEM;SG	ADJ;NOM;MASC;SG
serie	серійний	serie	серійний	N;FEM;SG	ADJ;NOM;MASC;SG
cada	кожен	cada	кожний	DET;SG	DET;NOM;MASC;SG
cada	кожні	cada	кожний	DET;SG	NUM;NOM
cada	кожну	cada	кожний	DET;SG	DET;ACC;FEM;SG
cada	кожного	cada	кожний	DET;SG	DET;GEN;MASC;SG
cada	кожному	cada	кожний	DET;SG	PRO;INAN;DAT;NEUT;SG
cada	кожен	cada	кожний	DET;SG	DET;NOM;MASC;SG
cada	кожна	cada	кожний	DET;SG	DET;NOM;FEM;SG
norte	північна	norte	північний	N;MASC;SG	ADJ;NOM;FEM;SG
norte	норт	norte	норт	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
norte	північний	norte	північний	N;MASC;SG	ADJ;NOM;MASC;SG
norte	північна	norte	північний	N;MASC;SG	ADJ;NOM;FEM;SG
norte	північний	norte	північний	N;MASC;SG	ADJ;NOM;MASC;SG
norte	північне	norte	північний	N;MASC;SG	ADJ;NOM;NEUT;SG
norte	nord	norte	nord	N;MASC;SG	
río	ріо	río	ріо	N;MASC;SG	
méxico	мексики	méxico	мексик	N;MASC;SG	PROPN;INAN;GEN;FEM;SG
méxico	мексиці	méxico	мексика	N;MASC;SG	PROPN;INAN;DAT;FEM;SG
méxico	мексика	méxico	мексик	N;MASC;SG	PROPN;INAN;NOM;FEM;SG
han	маю	haber	мати	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN
han	маєш	haber	мати	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;2;PRS;FIN
han	have	haber	have	V;IND;PL;3;PRS;FIN	
han	хан	haber	хан	V;IND;PL;3;PRS;FIN	PROPN;ANIM;NOM;MASC;SG
han	хана	haber	хана	V;IND;PL;3;PRS;FIN	PROPN;ANIM;NOM;MASC;SG
argentina	аргентині	argentino	аргентина	ADJ;FEM;SG	N;INAN;DAT;FEM;SG
argentina	аргентина	argentino	аргентин	ADJ;FEM;SG	PROPN;INAN;NOM;FEM;SG
argentina	аргентини	argentino	аргентина	ADJ;FEM;SG	PROPN;INAN;NOM;FEM;SG
argentina	аргентини	argentino	аргентина	ADJ;FEM;SG	PROPN;INAN;NOM;FEM;SG
inglés	англійською	inglés	англійський	N;MASC;SG	ADJ;INS;FEM;SG
inglés	англійська	inglés	англійський	N;MASC;SG	ADJ;NOM;FEM;SG
nuevo	нові	nuevo	новий	ADJ;MASC;SG	ADJ;NOM;PL
nuevo	створити	nuevo	створити	ADJ;MASC;SG	V;PFV;NFIN
véase	див	véase	див.	V;SBJV;SG;3;PRS;FIN	
véase	бачите	véase	бачити	V;SBJV;SG;3;PRS;FIN	V;IPFV;IND;PL;2;PRS;FIN
véase	бачу	véase	бачити	V;SBJV;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN
junto	вздовж	junto	вздовж	ADJ	
junto	уздовж	junto	уздовж	ADJ	ADP;GEN
septiembre	вересні	septiembre	вересень	N	ADV
octubre	жовтні	octubre	жовтень	N	ADV
segunda	сегунда	segundo	сегунда	ADJ;FEM;SG	PROPN;INAN;NOM;MASC;SG
segunda	друга	segundo	друг	ADJ;FEM;SG	N;INAN;NOM;FEM;SG
segunda	секунда	segundo	секунда	ADJ;FEM;SG	N;INAN;NOM;FEM;SG
discusión	дискусії	discusión	дискусія	N;FEM;SG	N;INAN;NOM;FEM;PL
final	завершити	final	завершити	N;MASC;SG	V;PFV;NFIN
final	закінчити	final	закінчити	N;MASC;SG	V;PFV;NFIN
final	закінчиться	final	закінчитися	N;MASC;SG	V;PFV;IND;SG;3;FUT;FIN
final	остаточний	final	остаточний	N;MASC;SG	ADJ;NOM;MASC;SG
final	final	final	final	N;MASC;SG	
vida	лайф	vida	Лайф	N;FEM;SG	
vida	віда	vida	віда	N;FEM;SG	
vida	vida	vida	vida	N;FEM;SG	
personas	народ	persona	народ	N;FEM;PL	N;INAN;NOM;MASC;SG
español	іспанською	español	іспанський	N;MASC;SG	ADJ;INS;FEM;SG
español	іспанської	español	іспанський	N;MASC;SG	ADJ;GEN;FEM;SG
español	іспанська	español	іспанський	N;MASC;SG	ADJ;NOM;FEM;SG
centro	centro	centro	centro	N;MASC;SG	
julio	хуліо	julio	хуліо	N	PROPN;ANIM;NOM;FEM;SG
julio	юліус	julio	юліус	N	PROPN;ANIM;NOM;MASC;SG
julio	юлій	julio	юлій	N	PROPN;ANIM;NOM;MASC;SG
julio	липні	julio	липень	N	ADV
hay	хей	haber	хей	V;IND;SG;3;PRS;FIN	
hay	сіно	haber	сіно	V;IND;SG;3;PRS;FIN	N;INAN;NOM;NEUT;SG
lincoln	лінкольн	lincoln	лінкольн	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
país	країни	país	країна	N;MASC;SG	N;INAN;NOM;FEM;PL
país	кантрі	país	кантрі	N;MASC;SG	N;INAN;NOM;FEM;PL
mientras	поки	mientras	поки	CONJ	ADV
web	web	web	web	N;FEM;SG	
web	веб	web	вебти	N;FEM;SG	
internacional	internacional	internacional	internacional	ADJ;SG	
internacional	міжнародні	internacional	міжнародний	ADJ;SG	ADJ;NOM;PL
internacional	інтернаціонал	internacional	інтернаціонал	ADJ;SG	N;INAN;NOM;MASC;SG
santa	святі	santo	святий	ADJ;FEM;SG	ADJ;NOM;PL
santa	свята	santo	свято	ADJ;FEM;SG	N;INAN;NOM;NEUT;SG
santa	священні	santo	священня	ADJ;FEM;SG	ADJ;NOM;PL
santa	saint	santo	saint	ADJ;FEM;SG	
santa	сен	santo	сен	ADJ;FEM;SG	
santa	санта	santo	санта	ADJ;FEM;SG	PROPN;ANIM;NOM;FEM;SG
antes	перед	antes	перед	ADV	ADP;INS
antes	before	antes	before	ADV	
oficial	офіційні	oficial	офіційний	ADJ;SG	ADJ;NOM;PL
oficial	наглядач	oficial	наглядач	ADJ;SG	N;ANIM;NOM;MASC;SG
oficial	офіцер	oficial	офіцер	ADJ;SG	N;ANIM;NOM;MASC;SG
quien	хто	quien	хто	PRO;SG	PRO;ANIM;NOM;MASC;SG
quien	who	quien	who	PRO;SG	
mundo	світовий	mundo	світовий	N;MASC;SG	ADJ;NOM;MASC;SG
mundo	world	mundo	world	N;MASC;SG	
mundo	mundo	mundo	mundo	N;MASC;SG	
tanto	обоє	tanto	обоє	ADV	NUM;NOM
tanto	обидва	tanto	обидва	ADV	NUM;NOM;MASC
tanto	обох	tanto	обидва	ADV	NUM;ACC
tanto	обидві	tanto	обидва	ADV	NUM;NOM;FEM
tanto	обом	tanto	обоє	ADV	
mayo	травнева	mayo	травневий	N	ADJ;NOM;FEM;SG
mayo	травневі	mayo	травневий	N	ADJ;NOM;PL
mayo	травні	mayo	травень	N	ADV
mayo	майо	mayo	майо	N	
algunos	деякі	alguno	деякий	PRO;MASC;PL	DET;NOM;PL
algunos	якесь	alguno	якийсь	PRO;MASC;PL	DET;NOM;NEUT;SG
algunos	якийсь	alguno	якийсь	PRO;MASC;PL	DET;NOM;MASC;SG
algunos	трохи	alguno	трохи	PRO;MASC;PL	ADV
temporada	сезонні	temporada	сезонний	N;FEM;SG	ADJ;NOM;PL
temporada	season	temporada	season	N;FEM;SG	
mejor	краща	mejor	кращий	ADV	ADJ;NOM;RL;FEM;SG
mejor	better	mejor	better	ADV	
mejor	кращі	mejor	кращий	ADV	ADJ;NOM;RL;PL
mejor	кращий	mejor	кращий	ADV	ADJ;NOM;CMPR;MASC;SG
mejor	найкраща	mejor	найкращий	ADV	ADJ;NOM;RL;FEM;SG
mejor	найкращий	mejor	найкращий	ADV	ADJ;NOM;CMPR;MASC;SG
mejor	найкращі	mejor	найкращий	ADV	ADJ;NOM;RL;PL
marzo	березні	marzo	березень	N	ADV
siendo	проводиться	ser	проводитися	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN
siendo	будучи	ser	бути	V;V.MSDR	V;IPFV;PRS;V.CVB
siendo	буття	ser	буття	V;V.MSDR	N;INAN;NOM;NEUT;SG
madrid	madrid	madrid	madrid	N;MASC;SG	
madrid	мадрид	madrid	мадрид	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
madrid	ліверпуль	madrid	ліверпуль	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
enero	ян	enero	ян	N	PROPN;ANIM;NOM;MASC;SG
enero	січні	enero	січень	N	ADV
agosto	серпні	agosto	серпень	N	ADV
agosto	aug	agosto	aug	N	
diciembre	грудні	diciembre	грудний	N	ADV
otro	інший	otro	інший	PRO;MASC;SG	DET;NOM;MASC;SG
otro	інша	otro	інший	PRO;MASC;SG	DET;NOM;FEM;SG
otro	інші	otro	інший	PRO;MASC;SG	DET;NOM;PL
otro	інше	otro	інший	PRO;MASC;SG	DET;NOM;NEUT;SG
otro	інших	otro	інший	PRO;MASC;SG	DET;GEN;PL
otro	інший	otro	інший	PRO;MASC;SG	DET;NOM;MASC;SG
otro	інша	otro	інший	PRO;MASC;SG	DET;NOM;FEM;SG
estaba	був	estar	бути	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;IND;SG;PST;FIN
estaba	була	estar	бути	V;IND;SG;3;IPFV;FIN	V;IPFV;FEM;IND;SG;PST;FIN
estaba	було	estar	бути	V;IND;SG;3;IPFV;FIN	V;IPFV;NEUT;IND;SG;PST;FIN
estos	ці	este	цей	PRO;MASC;PL	DET;NOM;PL
abril	квітні	abril	квітний	N	ADV
total	усього	total	усе	ADJ;SG	PRO;INAN;GEN;NEUT;SG
total	всього	total	все	ADJ;SG	PRO;INAN;GEN;NEUT;SG
total	загалом	total	загалом	ADJ;SG	ADV
sistema	системи	sistema	система	N;MASC;SG	N;INAN;NOM;FEM;PL
sistema	системний	sistema	системний	N;MASC;SG	ADJ;NOM;MASC;SG
sistema	системне	sistema	системний	N;MASC;SG	ADJ;NOM;NEUT;SG
sistema	системна	sistema	системний	N;MASC;SG	ADJ;NOM;FEM;SG
maría	марі	maría	марий	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
maría	мері	maría	мера	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
maría	марія	maría	марія	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
real	реал	real	реал	ADJ;SG	
real	справжні	real	справжній	ADJ;SG	ADJ;NOM;PL
real	royal	real	royal	ADJ;SG	
real	рояль	real	рояль	ADJ;SG	N;INAN;NOM;MASC;SG
página	сторінки	página	сторінка	N;FEM;SG	N;INAN;NOM;FEM;PL
página	пейдж	página	пейдж	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
esto	цей	este	цей	PRO;SG	DET;NOM;MASC;SG
esto	ця	este	цей	PRO;SG	DET;NOM;FEM;SG
mundial	worldwide	mundial	worldwide	ADJ;SG	
mundial	світ	mundial	світ	ADJ;SG	N;INAN;NOM;MASC;SG
mundial	світе	mundial	світи	ADJ;SG	N;INAN;NOM;MASC;SG
mundial	world	mundial	world	ADJ;SG	
mundial	global	mundial	global	ADJ;SG	
mundial	загальні	mundial	загальний	ADJ;SG	ADJ;NOM;PL
música	музики	música	музика	N;FEM;SG	N;INAN;NOM;FEM;PL
música	музик	música	музик	N;FEM;SG	N;INAN;NOM;MASC;PL
música	музиці	música	музика	N;FEM;SG	N;INAN;DAT;FEM;PL
presidente	президенти	presidente	президент	N;MASC;SG	N;ANIM;NOM;MASC;PL
casa	хати	casa	хата	N;FEM;SG	N;INAN;NOM;FEM;PL
casa	домашній	casa	домашній	N;FEM;SG	ADJ;NOM;MASC;SG
casa	додому	casa	додому	N;FEM;SG	ADV
sólo	лише	sólo	лише	ADV	PART
sólo	тільки	sólo	тільки	ADV	PART
sólo	просто	sólo	просто	ADV	PART
debido	через	debido	через	ADJ	ADP;ACC
cuenta	кількість	contar	кількість	V;IND;SG;3;PRS;FIN	N;INAN;NOM;FEM;SG
cuenta	відлік	contar	відлік	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
cuenta	рахунок	contar	рахунок	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
cuenta	становитиме	contar	становити	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;FUT;FIN
junio	червні	junio	червень	N	ADV
febrero	лютий	febrero	лютий	N	ADJ;NOM;MASC;SG
ella	елла	él	елла	PRO;FEM;SG;3	PROPN;ANIM;NOM;FEM;SG
ella	ella	él	ella	PRO;FEM;SG;3	
ella	she	él	she	PRO;FEM;SG;3	
ella	her	él	her	PRO;FEM;SG;3	
pueden	можна	poder	можна	V;IND;PL;3;PRS;FIN	ADV
varios	різні	varios	різний	PRO;MASC;PL	ADJ;NOM;PL
varios	різне	varios	різний	PRO;MASC;PL	ADJ;NOM;NEUT;SG
varios	різноманітні	varios	різноманітний	PRO;MASC;PL	ADJ;NOM;PL
varios	різні	varios	різний	PRO;MASC;PL	ADJ;NOM;PL
varios	декілька	varios	декілька	PRO;MASC;PL	DET;NOM
francia	франції	francia	франція	PROPN	PROPN;INAN;GEN;FEM;SG
francia	франція	francia	франція	PROPN	PROPN;INAN;NOM;FEM;SG
francia	францію	francia	франція	PROPN	N;INAN;ACC;FEM;SG
solo	сама	solo	сам	ADV	DET;NOM;FEM;SG;REFL
solo	самі	solo	сам	ADV	DET;NOM;PL;REFL
solo	solo	solo	solo	ADV	
solo	соло	solo	соло	ADV	N;INAN;NOM;NEUT;SG
solo	лише	solo	лише	ADV	PART
solo	тільки	solo	тільки	ADV	PART
solo	просто	solo	просто	ADV	PART
chile	чилійський	chile	чилійський	PROPN	ADJ;NOM;MASC;SG
