von	from	von	from	ADP	
wie	jak	wie	jak	ADP	ADV
wie	like	wie	lik	ADP	
nur	tylko	nur	tylko	ADV	PART
nur	nur	nur	nur	ADV	N;NOM;MASC;SG
nur	tylko	nur	tylko	ADV	PART
noch	jeszcze	noch	jeszcze	ADV	PART
noch	acz	noch	acz	ADV	
noch	jeszcze	noch	jeszcze	ADV	PART
unter	unter	unter	unter	ADP	
hat	czapka	haben	czapki	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
hat	kapelusz	haben	kapelusz	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
artikel	artykułu	artikel	artykuł	ADJ	N;GEN;MASC;SG
artikel	artykul	artikel	artykul	ADJ	N;ACC;MASC;SG
artikel	artykuł	artikel	artykuł	ADJ	N;NOM;MASC;SG
artikel	elementy	artikel	element	ADJ	N;NOM;MASC;PL
artikel	artykuły	artikel	artykuł	ADJ	N;NOM;MASC;PL
artikel	pozycji	artikel	pozycja	ADJ	N;GEN;FEM;SG
artikel	przedmioty	artikel	przedmiot	ADJ	N;NOM;MASC;PL
artikel	pozycje	artikel	pozycja	ADJ	N;NOM;FEM;PL
artikel	wyroby	artikel	wyrób	ADJ	N;NOM;MASC;PL
artikel	artykułów	artikel	artykuł	ADJ	N;GEN;MASC;PL
artikel	artykuły	artikel	artykuł	ADJ	N;NOM;MASC;PL
man	mężczyzna	man	mężczyzna	PRO;NOM;INDF;SG	N;NOM;MASC;SG
man	człowiek	man	człowiek	PRO;NOM;INDF;SG	N;NOM;MASC;SG
man	man	man	mana	PRO;NOM;INDF;SG	
vor	front	vor	front	ADP	N;NOM;MASC;SG
vor	przodu	vor	przód	ADP	N;GEN;MASC;SG
vor	przód	vor	przód	ADP	V;IPFV;IND;SG;PRS;FIN;ACT
vor	pre	vor	pro	ADP	
vor	uprzednie	vor	uprzednie	ADP	
vor	zanim	vor	zanim	ADP	CONJ
vor	wcześniej	vor	wcześnie	ADP	ADV;CMPR
wurden	były	werden	być	V;IND;PL;3;PST;FIN;PASS	V;IPFV;MASC;IND;SG;PST;FIN;ACT
wurden	byli	werden	być	V;IND;PL;3;PST;FIN;PASS	V;IPFV;MASC;IND;PL;PST;FIN;ACT
sein	jego	sein	on	DET;NOM;MASC;SG	PRO;GEN;MASC;SG;3
sein	sein	sein	sein	DET;NOM;MASC;SG	
diese	tym	dies	to	PRO;NOM;FEM;SG	PRO;INS;NEUT;SG
diese	tych	dies	ten	PRO;NOM;FEM;SG	DET;GEN;MASC;PL
diese	te	dies	ten	PRO;NOM;FEM;SG	DET;NOM;MASC;PL
vom	od	vom	od		ADP
kann	majowe	können	majowy	V;IND;SG;3;PRS;FIN	ADJ;NOM;NEUT;SG
kann	maja	können	mieć	V;IND;SG;3;PRS;FIN	
kann	może	können	móc	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
kann	majowy	können	majowy	V;IND;SG;3;PRS;FIN	ADJ;NOM;MASC;SG
kann	maj	können	maj	V;IND;SG;3;PRS;FIN	
kann	można	können	można	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
kann	can	können	can	V;IND;SG;3;PRS;FIN	
seine	jego	sein	on	DET;NOM;FEM;SG	PRO;GEN;MASC;SG;3
seine	jego	sein	on	DET;NOM;FEM;SG	PRO;GEN;MASC;SG;3
seine	seine	sein	seiny	DET;NOM;FEM;SG	
dieser	tym	dies	to	PRO;NOM;MASC;SG	PRO;INS;NEUT;SG
jahr	roku	Jahr	rok	N;NOM;NEUT;SG	N;GEN;MASC;SG
wenn	kiedy	wenn	kiedy	CONJ	ADV
seiner	jego	sein	on	DET;NOM;MASC;SG	PRO;GEN;MASC;SG;3
seiner	jego	sein	on	DET;NOM;MASC;SG	PRO;GEN;MASC;SG;3
jahre	roku	jahren	rok	ADV	N;GEN;MASC;SG
jahre	rok	jahren	rok	ADV	N;NOM;MASC;SG
jahre	lat	jahren	rok	ADV	N;GEN;MASC;PL
jahre	lata	jahren	rok	ADV	N;NOM;MASC;PL
mai	majowe	mai	majowy	PROPN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
mai	maja	mai	mieć	PROPN;NOM;MASC;SG	
mai	może	mai	móc	PROPN;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
mai	majowy	mai	majowy	PROPN;NOM;MASC;SG	ADJ;NOM;MASC;SG
mai	maj	mai	maj	PROPN;NOM;MASC;SG	
mai	mai	mai	ja	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
isbn	isbn	isbn	isbny	;SG	
was	jakie	was	jaki	PRO;NOM;NEUT;SG	DET;ACC;MASC;SG
was	co	was	co	PRO;NOM;NEUT;SG	
zwischen	pośrednie	zwischen	pośrednie	ADP	ADJ;NOM;NEUT;SG
zwischen	pośredni	zwischen	pośredni	ADP	
zwischen	pośrednia	zwischen	pośredniać	ADP	ADJ;NOM;FEM;SG
zwischen	pomiędzy	zwischen	pomiędzy	ADP	
team	team	team	team	N;NOM;NEUT;SG	
team	drużyny	team	drużyna	N;NOM;NEUT;SG	N;ACC;FEM;PL
mehr	more	mehr	more	ADV	
gegen	kontra	gegen	kontry	ADP	
gegen	przeciw	gegen	przeciw	ADP	
waren	towarów	sein	towar	V;IND;PL;3;PST;FIN	N;GEN;MASC;PL
waren	towary	sein	towar	V;IND;PL;3;PST;FIN	N;NOM;MASC;PL
waren	były	sein	być	V;IND;PL;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
waren	byli	sein	być	V;IND;PL;3;PST;FIN	V;IPFV;MASC;IND;PL;PST;FIN;ACT
waren	towar	sein	towar	V;IND;PL;3;PST;FIN	N;ACC;MASC;SG
waren	towary	sein	towar	V;IND;PL;3;PST;FIN	N;NOM;MASC;PL
zeit	zeit	zeit	zeit	ADJ	
zeit	okres	zeit	okres	ADJ	N;NOM;MASC;SG
zeit	czasu	zeit	czas	ADJ	N;GEN;MASC;SG
zeit	czas	zeit	czas	ADJ	N;NOM;MASC;SG
stadt	miasta	staden	miasto		N;GEN;NEUT;SG
stadt	miejscowość	staden	miejscowość		N;NOM;FEM;SG
stadt	miasto	staden	miasto		N;NOM;NEUT;SG
stadt	miejscowość	staden	miejscowość		N;NOM;FEM;SG
stadt	miasta	staden	miasto		N;GEN;NEUT;SG
stadt	miasto	staden	miasto		N;NOM;NEUT;SG
stadt	miasta	staden	miasto		N;GEN;NEUT;SG
wieder	back	wieder	back	ADV	
wieder	wstecz	wieder	wstecz	ADV	
wieder	powrót	wieder	powrót	ADV	
wieder	zjednoczona	wieder	zjednoczyć	ADV	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
schon	juz	schon	juz	ADV	
schon	już	schon	już	ADV	PART
gibt	zwroty	geben	zwrót	V;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
deutscher	niemcy	deutsch	niemiec	ADJ	PROPN;NOM;MASC;PL
deutscher	deutscher	deutsch	deutscher	ADJ	
jahren	lat	jahren	rok	ADJ	N;GEN;MASC;PL
jahren	lata	jahren	rok	ADJ	N;NOM;MASC;PL
mal	raz	mal	raz	ADV	N;ACC;MASC;SG
mal	razy	mal	raz	ADV	N;ACC;MASC;PL
mal	times	mal	times	ADV	
mal	czasy	mal	czas	ADV	N;NOM;MASC;PL
mal	mal	mal	mala	ADV	
ersten	pierwszy	erst	pierwszy	ADJ;NOM;PL	ADJ;NOM;MASC;SG
ersten	pierwsze	erst	pierwszy	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
ersten	najpierw	erst	najpierw	ADJ;NOM;PL	ADV
ersten	pierwsza	erst	pierwszy	ADJ;NOM;PL	ADJ;NOM;FEM;SG
jedoch	jednak	jedoch	jednak	ADV	PART
jedoch	jednakże	jedoch	jednakże	ADV	
jedoch	jakkolwiek	jedoch	jakkolwiek	ADV	
jedoch	jednak	jedoch	jednak	ADV	PART
jedoch	jednakże	jedoch	jednakże	ADV	
jedoch	ale	jedoch	ale	ADV	CONJ
seed	nasienie	seed	nasienie		N;NOM;NEUT;SG
seed	nasiona	seed	nasiono		N;NOM;NEUT;PL
drei	drei	drei	dreń	NUM	
drei	trójki	drei	trójka	NUM	N;GEN;FEM;SG
deutschen	niemcy	deutsch	niemiec	ADJ	PROPN;NOM;MASC;PL
teil	część	teil	część	ADV	N;NOM;FEM;SG
berlin	berlin	berlin	berlin	PROPN;NOM;NEUT;SG	PROPN;NOM;MASC;SG
heute	today	heute	toda	ADV	
habe	got	haben	gotować	V;SBJV;SG;3;PRS;FIN	
habe	mam	haben	mieć	V;SBJV;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
habe	posiadać	haben	posiadać	V;SBJV;SG;3;PRS;FIN	V;IPFV;NFIN;ACT
habe	mają	haben	mieć	V;SBJV;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
habe	mieć	haben	mieć	V;SBJV;SG;3;PRS;FIN	V;IPFV;NFIN;ACT
alle	każdy	alle	każdy	PRO;NOM;INDF;PL	DET;NOM;MASC;SG
alle	wszyscy	alle	wszyscy	PRO;NOM;INDF;PL	PRO;NOM;MASC;PL
alle	wszystkie	alle	wszystek	PRO;NOM;INDF;PL	DET;NOM;MASC;PL
alle	wszystko	alle	wszystko	PRO;NOM;INDF;PL	PRO;NOM;NEUT;SG
alle	all	alle	all	PRO;NOM;INDF;PL	
alle	wszyscy	alle	wszyscy	PRO;NOM;INDF;PL	PRO;NOM;MASC;PL
alle	każdy	alle	każdy	PRO;NOM;INDF;PL	DET;NOM;MASC;SG
alle	wszyscy	alle	wszyscy	PRO;NOM;INDF;PL	PRO;NOM;MASC;PL
alle	alle	alle	alle	PRO;NOM;INDF;PL	V;IPFV;IMP;SG;2;FIN;ACT
während	podczas	während	podczas	CONJ	ADP
während	podczas	während	podczas	CONJ	ADP
ihre	ich	ihr	on	DET;NOM;FEM;SG	PRO;GEN;MASC;PL;3
ihre	jego	ihr	on	DET;NOM;FEM;SG	PRO;GEN;MASC;SG;3
ihre	twojego	ihr	twój	DET;NOM;FEM;SG	DET;GEN;MASC;SG;1
ihre	twoim	ihr	twój	DET;NOM;FEM;SG	DET;INS;MASC;SG;2
ihre	jej	ihr	on	DET;NOM;FEM;SG	PRO;GEN;FEM;SG;3
ihre	ją	ihr	on	DET;NOM;FEM;SG	PRO;ACC;FEM;SG;3
bereits	juz	bereits	juz	ADV	
bereits	już	bereits	już	ADV	PART
anderen	innych	ander	inny	ADJ;NOM;PL	ADJ;GEN;MASC;PL
anderen	inne	ander	inny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
anderen	pozostał	ander	pozostać	ADJ;NOM;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
anderen	inny	ander	inny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
anderen	inne	ander	inny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
anderen	pozostał	ander	pozostać	ADJ;NOM;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
später	pozniej	spät	pozno	ADJ	V;PFV;IND;SG;FIN;ACT
später	później	spät	późno	ADJ	ADV;CMPR
können	można	können	można	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN
können	can	können	can	V;IND;PL;3;PRS;FIN	
jan	jan	jan	jan	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
mir	mir	ich	mir	PRO;DAT;SG;1	
seinen	jego	sein	on	DET;ACC;MASC;SG	PRO;GEN;MASC;SG;3
ihr	ihr	ihr	ihr	PRO;NOM;MASC;SG	
ihr	ciebie	ihr	ty	PRO;NOM;MASC;SG	PRO;GEN;MASC;SG;2
ihr	twoje	ihr	twój	PRO;NOM;MASC;SG	DET;NOM;MASC;SG;2
ihr	twój	ihr	twój	PRO;NOM;MASC;SG	DET;NOM;MASC;SG;2
ihr	twoja	ihr	twój	PRO;NOM;MASC;SG	DET;NOM;FEM;SG;2
ihr	twojego	ihr	twój	PRO;NOM;MASC;SG	DET;GEN;MASC;SG;1
ihr	twoim	ihr	twój	PRO;NOM;MASC;SG	DET;INS;MASC;SG;2
ihr	jej	ihr	on	PRO;NOM;MASC;SG	PRO;GEN;FEM;SG;3
ihr	ją	ihr	on	PRO;NOM;MASC;SG	PRO;ACC;FEM;SG;3
gemeinde	parafia	gemeinde	parafia	N;NOM;FEM;SG	
gemeinde	parafii	gemeinde	parafia	N;NOM;FEM;SG	N;GEN;FEM;SG
gemeinde	gmin	gemeinde	gmina	N;NOM;FEM;SG	
gemeinde	gminy	gemeinde	gmina	N;NOM;FEM;SG	
gemeinde	gmina	gemeinde	gmina	N;NOM;FEM;SG	
gemeinde	społeczności	gemeinde	społeczność	N;NOM;FEM;SG	N;GEN;FEM;SG
gemeinde	wspólnoty	gemeinde	wspólnota	N;NOM;FEM;SG	N;GEN;FEM;SG
seinem	jego	sein	on	DET;DAT;MASC;SG	PRO;GEN;MASC;SG;3
erste	erste	erst	Erste	ADJ;NOM;FEM;PL	N;NOM;MASC;SG
erste	pierwszy	erst	pierwszy	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
erste	pierwsze	erst	pierwszy	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
erste	najpierw	erst	najpierw	ADJ;NOM;FEM;PL	ADV
erste	pierwsza	erst	pierwszy	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
liegt	kłamstwo	liegen	kłamstwo	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
liegt	kłamstwa	liegen	kłamstwo	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
august	sierpnia	augusten	sierpień	PROPN;NOM;MASC;SG	N;GEN;MASC;SG
august	augusta	augusten	augusta	PROPN;NOM;MASC;SG	
august	august	augusten	august	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
august	sierpień	augusten	sierpienie	PROPN;NOM;MASC;SG	
august	sierpień	augusten	sierpienie	PROPN;NOM;MASC;SG	
august	augustus	augusten	augustus	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
sollte	powinien	sollen	powinien	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PRS;FIN;ACT
sollte	powinny	sollen	powinien	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;PL;PRS;FIN;ACT
sollte	powinno	sollen	powinien	V;IND;SG;3;PST;FIN	V;IPFV;NEUT;IND;SG;PRS;FIN;ACT
sollte	powinna	sollen	powinien	V;IND;SG;3;PST;FIN	V;IPFV;FEM;IND;SG;PRS;FIN;ACT
deutschland	niemcami	deutschland	niemiec	PROPN;NOM	N;INS;MASC;PL
deutschland	niemcy	deutschland	niemiec	PROPN;NOM	PROPN;NOM;MASC;PL
ihm	go	er	on	PRO;DAT;MASC;SG;3	PRO;ACC;MASC;SG;3
ende	kończy	ende	kończyć	N;ACC;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
ende	końce	ende	konka	N;ACC;NEUT;SG	N;NOM;MASC;PL
ende	skończyć	ende	skończyć	N;ACC;NEUT;SG	V;PFV;NFIN;ACT
ende	koniec	ende	koniec	N;ACC;NEUT;SG	N;NOM;MASC;SG
ende	end	ende	end	N;ACC;NEUT;SG	
ende	zakończenie	ende	zakończyć	N;ACC;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
märz	marzec	märz	marzec	PROPN;NOM;MASC;SG	
märz	marca	märz	marza	PROPN;NOM;MASC;SG	
märz	marsz	märz	marsz	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
deutsche	niemiecka	deutsch	niemiecki	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
deutsche	niemcy	deutsch	niemiec	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;PL
deutsche	niemieckim	deutsch	niemiecki	ADJ;NOM;FEM;PL	ADJ;INS;MASC;SG
deutsche	niemieckie	deutsch	niemiecki	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
deutsche	niemiecki	deutsch	niemiecki	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
deutsche	deutsche	deutsch	deutsch	ADJ;NOM;FEM;PL	
band	pasmo	binden	pasmo		N;NOM;NEUT;SG
band	zespołu	binden	zespół		N;GEN;MASC;SG
band	zespół	binden	zespół		N;NOM;MASC;SG
band	taśma	binden	taśma		N;NOM;FEM;SG
band	wstążkę	binden	wstążka		N;ACC;FEM;SG
januar	styczeń	januar	styczenie	PROPN;NOM;MASC;SG	
januar	stycznia	januar	styczeń	PROPN;NOM;MASC;SG	N;GEN;MASC;SG
januar	styczniu	januar	styczeń	PROPN;NOM;MASC;SG	N;GEN;MASC;SG
doch	acz	doch	acz	ADV	
doch	jeszcze	doch	jeszcze	ADV	PART
doch	ale	doch	ale	ADV	CONJ
oktober	październik	oktober	październik	PROPN;NOM;SG	N;NOM;MASC;SG
oktober	października	oktober	październik	PROPN;NOM;SG	N;GEN;MASC;SG
oktober	październik	oktober	październik	PROPN;NOM;SG	N;NOM;MASC;SG
nov	listopada	nov	listopada		N;GEN;MASC;SG
ihn	ihn	er	ihn	PRO;ACC;MASC;SG;3	
kirche	kościoły	kirche	kościół		N;NOM;MASC;PL
kirche	kościoła	kirche	kościół		N;GEN;MASC;SG
kirche	kościół	kirche	kościół		N;NOM;MASC;SG
kirche	church	kirche	chury		V;IPFV;IND;SG;PRS;FIN;ACT
juni	jun	juni	jun	PROPN;NOM;MASC;SG	
juni	czerwiec	juni	czerwiec	PROPN;NOM;MASC;SG	
juni	czerwca	juni	czerwiec	PROPN;NOM;MASC;SG	N;GEN;MASC;SG
juni	june	juni	juny	PROPN;NOM;MASC;SG	
juni	czerwiec	juni	czerwiec	PROPN;NOM;MASC;SG	
konnte	mógł	können	móc	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
april	apr	april	apr	PROPN;NOM;MASC;SG	
april	kwiecień	april	kwiecienie	PROPN;NOM;MASC;SG	N;NOM;NEUT;SG
april	kwietnia	april	kwiecia	PROPN;NOM;MASC;SG	
april	april	april	april	PROPN;NOM;MASC;SG	
april	kwiecień	april	kwiecienie	PROPN;NOM;MASC;SG	N;NOM;NEUT;SG
september	wrzesień	september	wrzesień	PROPN;SG	
september	września	september	wrzesień	PROPN;SG	
september	sept	september	sept	PROPN;SG	
september	sep	september	sep	PROPN;SG	
selbst	nawet	selbst	nawet	ADV	PART
selbst	siebie	selbst	siebie	ADV	PRO;GEN;REFL
selbst	siebie	selbst	siebie	ADV	PRO;GEN;REFL
selbst	siebie	selbst	siebie	ADV	PRO;GEN;REFL
weitere	dalszy	weit	daleki	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR;MASC;SG
weitere	dalsze	weit	daleki	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR;NEUT;SG
weitere	more	weit	more	ADJ;NOM;FEM;PL	
weitere	bardziej	weit	bardzo	ADJ;NOM;FEM;PL	ADV;CMPR
weitere	więcej	weit	dużo	ADJ;NOM;FEM;PL	ADV;CMPR
juli	lipca	juli	lipiec	PROPN;NOM;MASC;SG	
juli	lipiec	juli	lipiec	PROPN;NOM;MASC;SG	
juli	juli	juli	julić	PROPN;NOM;MASC;SG	
andere	innych	ander	inny	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;PL
andere	inne	ander	inny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
andere	pozostał	ander	pozostać	ADJ;NOM;FEM;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
andere	inny	ander	inny	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
andere	inne	ander	inny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
andere	pozostał	ander	pozostać	ADJ;NOM;FEM;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
okt	październik	okt	październik		N;NOM;MASC;SG
kein	nie	kein	nie	PRO;NOM;INDF;MASC;SG;NEG	PART;NEG
geschichte	historia	geschicht	historia		N;NOM;FEM;SG
geschichte	opowieść	geschicht	opowieść		N;NOM;FEM;SG
geschichte	zdarzenie	geschicht	zdarzenie		N;NOM;NEUT;SG
geschichte	opowiadanie	geschicht	opowiadać		N;IPFV;NOM;NEUT;SG;POS;V.MSDR
geschichte	historia	geschicht	historia		N;NOM;FEM;SG
geschichte	historii	geschicht	historia		N;GEN;FEM;SG
geschichte	historię	geschicht	historia		N;ACC;FEM;SG
verlag	verlag	verliegen	verlag	N;NOM;MASC;SG	
verlag	wydawców	verliegen	wydawca	N;NOM;MASC;SG	N;ACC;MASC;PL
apr	kwiecień	apr	kwiecienie		N;NOM;NEUT;SG
jpg	jpg	jpg	jeść		
dezember	grudzień	dezember	grudzienie	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
dezember	grudnia	dezember	grudzień	PROPN;NOM;MASC;SG	
dezember	grudniu	dezember	grudzień	PROPN;NOM;MASC;SG	N;GEN;MASC;SG
dezember	grudzień	dezember	grudzienie	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
dezember	dec	dezember	dec	PROPN;NOM;MASC;SG	
dez	grudzień	dez	grudzienie		N;NOM;MASC;SG
universität	uniwersytety	universität	uniwersytet	ADJ	N;NOM;MASC;PL
universität	uniwersytetu	universität	uniwersytet	ADJ	N;GEN;MASC;SG
universität	university	universität	universit	ADJ	
universität	uczelnia	universität	uczelniać	ADJ	N;NOM;FEM;SG
universität	uniwersytet	universität	uniwersytet	ADJ	N;NOM;MASC;SG
platz	plac	platz	plac	ADV	N;NOM;MASC;SG
platz	plaza	platz	plaza	ADV	
platz	plac	platz	plac	ADV	N;NOM;MASC;SG
platz	kwadrat	platz	kwadrat	ADV	N;NOM;MASC;SG
platz	kwadratowy	platz	kwadratowy	ADV	ADJ;NOM;MASC;SG
platz	square	platz	squary	ADV	
platz	kwadratowe	platz	kwadratowy	ADV	ADJ;NOM;NEUT;SG
platz	miejsce	platz	miejsce	ADV	N;NOM;NEUT;SG
platz	platz	platz	platz	ADV	
platz	przestrzeni	platz	przestrzeń	ADV	N;GEN;FEM;SG
platz	kosmos	platz	kosmos	ADV	
platz	przestrzeń	platz	przestrzeń	ADV	N;NOM;FEM;SG
ihrer	ich	ihr	on	DET;NOM;MASC;SG	PRO;GEN;MASC;PL;3
ihrer	twojego	ihr	twój	DET;NOM;MASC;SG	DET;GEN;MASC;SG;1
ihrer	twoim	ihr	twój	DET;NOM;MASC;SG	DET;INS;MASC;SG;2
steht	stoiska	stehen	stoisko	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
november	listopada	november	listopada	PROPN	N;GEN;MASC;SG
november	listopadzie	november	listopad	PROPN	N;ACC;MASC;SG
november	listopad	november	listopad	PROPN	
november	listopada	november	listopada	PROPN	N;GEN;MASC;SG
november	listopad	november	listopad	PROPN	
liste	listy	lassen	list	N;NOM;FEM;SG	
liste	listę	lassen	lista	N;NOM;FEM;SG	N;ACC;FEM;SG
liste	listing	lassen	listing	N;NOM;FEM;SG	
kam	kam	kommen	kom	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;2;PRS;FIN;ACT
jahrhundert	wieku	jahrhundert	wiek	ADJ	N;GEN;MASC;SG
jahrhundert	wiek	jahrhundert	wiek	ADJ	N;NOM;MASC;SG
