van	from	van	from	ADP	
dan	ozaman	dan	oza	ADV	
dan	dan	dan	dan	ADV	
onder	aşağıda	onder	aşağı	ADP	ADJ;ESS;SG;3
onder	aşağı	onder	aşağ	ADP	
onder	aşağıya	onder	aşağı	ADP	ADJ;DAT;SG;3
onder	aşağıdan	onder	aşağı	ADP	ADJ;AT+ABL;SG;3
onder	altında	onder	alt	ADP	ADJ;ESS;SG;3
onder	altinda	onder	alt	ADP	ADJ;ESS;SG;3
onder	altına	onder	alt	ADP	ADJ;DAT;SG;3
team	kadro	team	kadro	N;NEUT;SG	
team	ekip	team	ekip	N;NEUT;SG	
team	manga	team	manga	N;NEUT;SG	
team	bölük	team	bölük	N;NEUT;SG	
team	takım	team	takım	N;NEUT;SG	
team	team	team	team	N;NEUT;SG	
team	ekip	team	ekip	N;NEUT;SG	
team	takım	team	takım	N;NEUT;SG	
nog	hâlâ	nog	hul	ADV	
nog	halen	nog	halen	ADV	
eerste	öncelikle	één	öncelik	ADJ	N;INS;SG;3
eerste	önce	één	önce	ADJ	
eerste	ilk	één	ilk	ADJ	
eerste	once	één	once	ADJ	
meer	gol	veel	gol	PRO	N;NOM;SG;3
meer	lake	veel	lake	PRO	N;NOM;SG;3
meer	göl	veel	göl	PRO	
meer	gölü	veel	göl	PRO	N;ACC;SG;3
meer	daha	veel	daha	PRO	ADV
meer	devamı	veel	devam	PRO	
meer	more	veel	more	PRO	
andere	diğeri	ander	diğer	ADJ	N;NOM;SG;3
andere	öteki	ander	öteki	ADJ	
andere	diger	ander	diger	ADJ	
andere	diger	ander	diger	ADJ	
andere	diğerleri	ander	diğer	ADJ	N;ACC;PL;3
andere	diğerlerini	ander	diğer	ADJ	N;ACC;PL;3
kan	can	kunnen	can	V;SG;PRS;FIN	
kan	kan	kunnen	kan	V;SG;PRS;FIN	
cet	cet	cet	cet		
geen	hiçbiri	geen	hiçbiri	DET	PRO;NOM;SG;3
geen	yok	geen	yok	DET	
geen	hiç	geen	hiç	DET	ADV
haar	sac	haar	sac	PRO;ACC;3	
haar	saçlar	haar	saç	PRO;ACC;3	N;NOM;PL;3
haar	saç	haar	saç	PRO;ACC;3	
haar	onun	haar	o	PRO;ACC;3	PRO;GEN;SG;3
jaar	yıllarca	jaar	yıllarca	N;NEUT;SG	ADV
jaar	yıllardır	jaar	yıl	N;NEUT;SG	V;IPFV;IND;PL;3;POS
jaar	yıllar	jaar	yıl	N;NEUT;SG	N;NOM;PL;3
jaar	yılların	jaar	yıl	N;NEUT;SG	N;GEN;PL;3
jaar	seneler	jaar	sene	N;NEUT;SG	
jaar	yıl	jaar	yıl	N;NEUT;SG	
jaar	yılı	jaar	yıl	N;NEUT;SG	
jaar	sene	jaar	sene	N;NEUT;SG	
twee	iki	twee	iki	NUM	
wat	ne	wat	ne	PRO;3	
deel	kısım	deel	kısım	N;NEUT;SG	
deel	bölüm	deel	bölüm	N;NEUT;SG	
deel	part	deel	part	N;NEUT;SG	
deel	kısmen	deel	kısmen	N;NEUT;SG	
deel	paylaşalım	deel	paylaş	N;NEUT;SG	V;PFV;OPT;PL;1;POS;PRS
deel	paylaşın	deel	paylaş	N;NEUT;SG	V;PFV;IMP;PL;2;POS;PRS
deel	paylaşma	deel	paylaş	N;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
externe	harici	extern	harici	ADJ	
overleg	istişareler	overleg	istiş	N;NEUT;SG	N;NOM;PL;3
tussen	arasında	tussen	ara	ADP	ADJ;ESS;SG;3
tussen	arasına	tussen	ara	ADP	ADJ;DAT;SG;3
tussen	arası	tussen	ara	ADP	ADJ;NOM;SG;3
tussen	arasındaki	tussen	ara	ADP	ADJ;ESS;SG;3
waar	nereye	waar	nere	ADV	PRO;DAT;SG;3
waar	nerde	waar	nere	ADV	
waar	nere	waar	nere	ADV	
waar	nerede	waar	nere	ADV	PRO;ESS;SG;3
waar	doğru	waar	doğru	ADV	
waar	dogru	waar	dogru	ADV	
waar	true	waar	tru	ADV	
waar	gerçek	waar	gerçek	ADV	
veel	birçok	veel	birçok	PRO	DET
veel	çok	veel	çok	PRO	
hun	onların	hun	o	PRO;ACC;3	PRO;GEN;PL;3
hun	onlarin	hun	o	PRO;ACC;3	
hun	hun	hun	hun	PRO;ACC;3	
staat	state	staan	state	V;SG;PRS;FIN	
staat	eyalet	staan	eyalet	V;SG;PRS;FIN	
staat	devlet	staan	devlet	V;SG;PRS;FIN	N;NOM;SG;3
tegen	karsi	tegen	karsi	ADP	
tegen	aleyhinde	tegen	aleyh	ADP	N;ESS;SG;3
tegen	karşı	tegen	karşı	ADP	
tweede	ikincisi	twee	ikinci	ADJ	NUM;NOM;SG;3
kunnen	can	kunnen	can	V;PL;PRS;FIN	
zie	görün	zien	görün	V;SG;PRS;FIN	V;PFV;IMP;PL;2;POS;PRS
tijdens	esnasında	tijdens	esna	ADP	N;ESS;SG;3
tijdens	sırasında	tijdens	sıra	ADP	N;ESS;SG;3
geslacht	cinsiyet	geslacht	cinsiyet	N;NEUT;SG	
geslacht	seks	geslacht	seks	N;NEUT;SG	
geslacht	sex	geslacht	sex	N;NEUT;SG	
zoals	like	zoals	like	CONJ	
zoals	beğen	zoals	beğen	CONJ	
zoals	gibi	zoals	gibi	CONJ	
grote	büyük	groot	büyük	ADJ	
grote	big	groot	big	ADJ	
grote	buyuk	groot	buyuk	ADJ	
grote	büyük	groot	büyük	ADJ	
grote	kocaman	groot	kocaman	ADJ	
bar	çubuk	bar	çubuk	N;MASC+FEM;SG	
aantal	rakam	aantal	rakam	N;NEUT;SG	
aantal	numara	aantal	numar	N;NEUT;SG	
aantal	sayı	aantal	say	N;NEUT;SG	
jaren	yıllarca	jaar	yıllarca	N;PL	ADV
jaren	yıllardır	jaar	yıl	N;PL	V;IPFV;IND;PL;3;POS
jaren	seneler	jaar	sene	N;PL	
later	sonradan	laat	sonradan	ADJ;CMPR	
later	sonra	laat	sonra	ADJ;CMPR	ADV
artikel	yazı	artikel	yazı	N;NEUT;SG	
via	aracılığıyla	via	aracılık	ADP	N;INS;SG;3
via	via	via	via	ADP	PROPN;NOM;SG;3
via	yoluyla	via	yol	ADP	N;INS;SG;3
via	üzerinden	via	üzer	ADP	N;AT+ABL;SG;3
gebied	bölge	gebied	bölge	N;NEUT;SG	
gebied	zone	gebied	zone	N;NEUT;SG	
gebied	bölge	gebied	bölge	N;NEUT;SG	
gebied	alan	gebied	al	N;NEUT;SG	V;PFV;IND;POS;PRS;V.PTCP
nederlandse	hollandalı	nederlands	hollandal	ADJ	
mei	may	mei	may	PROPN;MASC+FEM;SG	
mei	mayis	mei	mayis	PROPN;MASC+FEM;SG	
mei	mayıs	mei	mayıs	PROPN;MASC+FEM;SG	
mei	mei	mei	mei	PROPN;MASC+FEM;SG	
echter	ancak	echter	ancak	ADV	
alle	all	al	all	DET	
alle	hepsini	al	hepsi	DET	PRO;ACC;PL;3
alle	tamamı	al	tamam	DET	
alle	hepsi	al	hepsi	DET	PRO;NOM;PL;3
alle	tümü	al	tümü	DET	
stad	town	stad	town	N;MASC+FEM;SG	PROPN;NOM;SG;3
stad	kasaba	stad	kasaba	N;MASC+FEM;SG	
stad	şehir	stad	şehir	N;MASC+FEM;SG	
stad	sehir	stad	sehir	N;MASC+FEM;SG	
stad	city	stad	city	N;MASC+FEM;SG	PROPN;NOM;SG;3
stad	şehir	stad	şehir	N;MASC+FEM;SG	
lijst	liste	lijst	lis	N;MASC+FEM;SG	
hier	burada	hier	bura	ADV	N;ESS;SG;3
hier	burda	hier	bura	ADV	N;ESS;SG;3
omdat	cünkü	omdat	cünkü	CONJ	
omdat	çünkü	omdat	çünkü	CONJ	CONJ
links	bağlantılar	links	bağlantı	ADJ	N;NOM;PL;3
links	bağlar	links	bağla	ADJ	
links	bağlantıları	links	bağlantı	ADJ	N;NOM;PL;3
links	soldaki	links	soldaki	ADJ	
links	sol	links	sol	ADJ	
links	sola	links	sola	ADJ	
nederland	hollanda	nederland	hollan	N;NEUT;SG	
jan	jan	jan	jan	N;MASC+FEM;SG	
jan	ocak	jan	ocak	N;MASC+FEM;SG	
tijd	vakit	tijd	vakit	N;MASC+FEM;SG	
tijd	time	tijd	tim	N;MASC+FEM;SG	
weer	hava	weer	hava	ADV	
daar	orada	daar	ora	ADV	N;ESS;SG;3
daar	orda	daar	ora	ADV	N;ESS;SG;3
drie	three	drie	three	NUM	
vanaf	from	vanaf	from	ADP	
jpg	jpg	jpg	jpg	N;MASC+FEM;SG	
provincie	il	provincie	il	N;MASC+FEM;SG	
link	bağ	link	bağ	N;MASC+FEM;SG	
link	link	link	link	N;MASC+FEM;SG	
link	bağlantı	link	bağlantı	N;MASC+FEM;SG	
http	http	ht	http	N;MASC+FEM;SG	
der	der	de	de	DET;DEF	
alleen	yalnız	alleen	yalnız	ADV	
nederlands	hollandalı	nederland	hollandal	ADJ	
eeuw	yüzyıl	eeuw	yüzyıl	N;MASC+FEM;SG	
eeuw	asır	eeuw	asır	N;MASC+FEM;SG	
vlinder	kelebekler	vlinder	kelebek	N;MASC+FEM;SG	N;NOM;PL;3
per	per	per	per	ADP	
keversoort	böcek	keversoort	böcek	N;MASC+FEM;SG	
bekend	bilinir	bekend	bil	ADJ	V;IPFV;IND;SG;3;POS;PASS
bekend	bilinen	bekend	bil	ADJ	V;PFV;IND;POS;PRS;V.PTCP;PASS
bekend	tanıdık	bekend	tanı	ADJ	V;PFV;IND;PL;1;POS;PST
bekend	aşina	bekend	aş	ADJ	ADV
club	klüp	club	klüp	N;MASC+FEM;SG	
club	club	club	club	N;MASC+FEM;SG	
club	kulüp	club	kul	N;MASC+FEM;SG	
laatste	sonuncusu	laat	sonuncu	ADJ;RL	NUM;NOM;SG;3
laatste	last	laat	last	ADJ;RL	
laatste	sonuncu	laat	sonuncu	ADJ;RL	
laatste	son	laat	son	ADJ;RL	
samen	beraber	samen	beraber	ADV	
samen	beraberce	samen	beraberce	ADV	
samen	birlikte	samen	birlikte	ADV	
één	biri	één	biri	NUM	PRO;NOM;SG;3
één	bir	één	bir	NUM	
maakt	yapar	maken	yap	V;SG;PRS;FIN	V;IPFV;IND;SG;3;POS
behoort	aittir	behoren	ait	V;SG;PRS;FIN	
behoort	ait	behoren	ait	V;SG;PRS;FIN	
amerikaanse	amerikalı	amerikaans	amerikalı	ADJ	
amerikaanse	amerikan	amerikaans	amerikan	ADJ	
amerikaanse	american	amerikaans	american	ADJ	N;NOM;SG;3
enkele	bazı	enkele	bazı	PRO	DET
enkele	bazıları	enkele	bazı	PRO	
enkele	kimisi	enkele	kimi	PRO	
verder	devamı	verder	devam	ADJ;CMPR	
april	nişan	april	nişan	PROPN;MASC+FEM;SG	
april	nisan	april	nisan	PROPN;MASC+FEM;SG	
verschillende	farkli	verschillend	farkli	ADJ	
verschillende	değişik	verschillend	değişik	ADJ	
verschillende	birkaç	verschillend	birkaç	ADJ	DET
verschillende	birkaçı	verschillend	birkaçı	ADJ	PRO;NOM;PL;3
verschillende	çeşitli	verschillend	çeşitli	ADJ	
seizoen	mevsim	seizoen	mevsim	N;NEUT;SG	
seizoen	sezon	seizoen	sezon	N;NEUT;SG	
eigen	kendi	eigen	kendi	ADJ	PRO;NOM;SG;3;REFL
gaat	gider	gaan	gider	V;SG;PRS;FIN	
volgende	sonraki	volgen	sonraki	V;V.PTCP	
volgende	sırada	volgen	sıra	V;V.PTCP	N;ESS;SG;3
volgende	sıradaki	volgen	sıradaki	V;V.PTCP	
weg	uzakta	weg	uzak	ADV	ADJ;ESS;SG;3
weg	uzağa	weg	uzak	ADV	ADJ;DAT;SG;3
weg	uzak	weg	uzak	ADV	
weg	uzaklara	weg	uzak	ADV	ADJ;DAT;PL;3
weg	karayolu	weg	karayolu	ADV	N;NOM;SG;3
weg	yol	weg	yol	ADV	
insect	böcek	insect	böcek	N;NEUT;SG	
insect	hata	insect	hata	N;NEUT;SG	
insect	böcek	insect	böcek	N;NEUT;SG	
insect	bug	insect	bug	N;NEUT;SG	
film	film	film	film	N;MASC+FEM;SG	
film	film	film	film	N;MASC+FEM;SG	
zelf	self	zelf	self	ADV	
zelf	kendime	zelf	kendi	ADV	PRO;DAT;SG;1;REFL
zelf	kendimi	zelf	kendi	ADV	PRO;ACC;SG;1;REFL
zelf	kendim	zelf	kendi	ADV	PRO;NOM;SG;1;REFL
franse	fransızlar	frans	fransız	ADJ	N;NOM;PL;3
franse	fransız	frans	fransız	ADJ	
franse	fransızca	frans	fransızca	ADJ	
terug	geri	terug	geri	ADV	
terug	arka	terug	arka	ADV	
rond	çevresinde	rond	çevre	ADP	N;ESS;SG;3
rond	çevrede	rond	çevre	ADP	N;ESS;SG;3
rond	etrafta	rond	etraf	ADP	N;ESS;SG;3
rond	etrafında	rond	etraf	ADP	N;ESS;SG;3
rond	yuvarlak	rond	yuvarlak	ADP	
wikipedia	wikipedia	wikipedia	wikipe	N;MASC+FEM;SG	
wikipedia	vikipedi	wikipedia	vikip	N;MASC+FEM;SG	
land	ülke	land	ülke	N;NEUT;SG	
land	vatan	land	vat	N;NEUT;SG	
land	toprak	land	toprak	N;NEUT;SG	
land	arazi	land	arazi	N;NEUT;SG	
land	kara	land	kara	N;NEUT;SG	
land	land	land	la	N;NEUT;SG	PROPN;NOM;SG;3
werk	çalış	werk	çalış	N;NEUT;SG	
werk	çalışma	werk	çalış	N;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
werk	çalışmak	werk	çalış	N;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
juni	juni	juni	ju	PROPN;MASC+FEM;SG	
juni	june	juni	ju	PROPN;MASC+FEM;SG	
juni	haziran	juni	haziran	PROPN;MASC+FEM;SG	
goed	iyi	goed	iyi	ADJ	
duitse	alman	duits	al	ADJ	
duitse	almanca	duits	al	ADJ	ADV
bestand	dosya	bestand	dosya	N;NEUT;SG	
mensen	halk	mens	halk	N;PL	
mensen	millet	mens	millet	N;PL	
vaak	sıklıkla	vaak	sıklık	ADJ	
vaak	sıkça	vaak	sıkça	ADJ	
vaak	yaygın	vaak	yaygın	ADJ	
vaak	sıklıkla	vaak	sıklık	ADJ	
vaak	sıkça	vaak	sıkça	ADJ	
januari	ocak	januari	ocak	PROPN;MASC+FEM;SG	
orde	düzen	orde	düz	N;MASC+FEM;SG	
orde	emir	orde	imir	N;MASC+FEM;SG	
groot	büyük	groot	büyük	ADJ	
groot	big	groot	big	ADJ	
groot	buyuk	groot	buyuk	ADJ	
groot	büyük	groot	büyük	ADJ	
groot	kocaman	groot	kocaman	ADJ	
groot	harika	groot	harik	ADJ	
groot	groot	groot	groot	ADJ	
vooral	özellikle	vooral	özellikle	ADV	
vooral	özelliklede	vooral	özellikle	ADV	N;ESS;SG;3
vooral	bilhassa	vooral	bilhassa	ADV	
vooral	çoğunlukla	vooral	çoğunluk	ADV	N;INS;SG;3
vooral	genellikle	vooral	genellikle	ADV	
marine	donanma	marine	donan	N;MASC+FEM;SG	
kerk	church	kerk	church	N;MASC+FEM;SG	PROPN;NOM;SG;3
kerk	kilise	kerk	kili	N;MASC+FEM;SG	
regio	bölge	regio	bölge	N;MASC+FEM;SG	
oppervlakte	bölge	oppervlakte	bölge	N;MASC+FEM;SG	
oppervlakte	alan	oppervlakte	al	N;MASC+FEM;SG	V;PFV;IND;POS;PRS;V.PTCP
genoemd	adında	noemen	ad	V;V.PTCP	N;ESS;SG;3
september	eylül	september	eylül	PROPN;MASC+FEM;SG	
ongeveer	hakkında	ongeveer	hak	ADV	N;ESS;SG;3
ongeveer	yaklaşık	ongeveer	yaklaşık	ADV	
ongeveer	yaklaşık	ongeveer	yaklaşık	ADV	
php	php	php	php	N;MASC+FEM;SG	
juli	temmuz	juli	temmuz	PROPN;MASC+FEM;SG	
juli	juli	juli	juli	PROPN;MASC+FEM;SG	
dorp	köyü	dorp	köy	N;NEUT;SG	
dorp	köy	dorp	köy	N;NEUT;SG	
geraadpleegd	danıştı	raadplegen	danış	V;V.PTCP	
leven	life	leven	life	N;NEUT;SG	
leven	hayat	leven	hayat	N;NEUT;SG	
leven	ömür	leven	ömür	N;NEUT;SG	
leven	live	leven	live	N;NEUT;SG	
leven	yaşa	leven	yaşa	N;NEUT;SG	
leven	canlı	leven	canlı	N;NEUT;SG	
oktober	ekim	oktober	ekim	PROPN;MASC+FEM;SG	
binnen	içi	binnen	iç	ADP	
binnen	içeride	binnen	içeri	ADP	N;ESS;SG;3
binnen	içinde	binnen	içinde	ADP	ADV
binnen	içerde	binnen	içeri	ADP	N;ESS;SG;3
binnen	içinde	binnen	içinde	ADP	ADV
augustus	ağustos	augustus	ağustos	PROPN;MASC+FEM;SG	
augustus	august	augustus	august	PROPN;MASC+FEM;SG	
augustus	augustus	augustus	augustus	PROPN;MASC+FEM;SG	
maart	mart	maart	mart	PROPN;MASC+FEM;SG	
maart	marş	maart	marş	PROPN;MASC+FEM;SG	
maart	yürüyüş	maart	yürüyüş	PROPN;MASC+FEM;SG	
register	kayıt	register	kayıt	N;NEUT;SG	
zal	will	zullen	will	V;SG;PRS;FIN	
meter	metre	meter	metre	N;MASC+FEM;SG	
meter	metre	meter	metre	N;MASC+FEM;SG	
meter	metre	meter	metre	N;MASC+FEM;SG	
meter	metre	meter	metre	N;MASC+FEM;SG	
vier	four	vier	four	NUM	
toch	henüz	toch	henüz	ADV	
december	aralık	december	aralık	PROPN;MASC+FEM;SG	N;NOM;SG;3
amsterdam	amsterdam	amsterdam	amster	PROPN;NEUT;SG	PROPN;NOM;SG;3
amsterdam	hollanda	amsterdam	hollan	PROPN;NEUT;SG	
zeer	cok	zeer	cok	ADV	
zeer	çok	zeer	çok	ADV	
top	üst	top	üst	N;MASC+FEM;SG	
top	üstü	top	üst	N;MASC+FEM;SG	
top	top	top	top	N;MASC+FEM;SG	
top	üstte	top	üst	N;MASC+FEM;SG	ADJ;ESS;SG;3
top	zirve	top	zirve	N;MASC+FEM;SG	
november	kasım	november	kasım	PROPN;MASC+FEM;SG	
oude	eski	oud	eski	ADJ	
oude	old	oud	ol	ADJ	
oude	ihtiyar	oud	ihtiyar	ADJ	
zonder	olmadan	zonder	ol	ADP	V;PFV;IND;NEG;PRS;V.CVB
zonder	onsuz	zonder	onsuz	ADP	
den	den	den	None	DET;DEF	
ronde	yuvarlak	ronde	yuvarlak	N;MASC+FEM;SG	
kon	kon	kunnen	kon	V;SG;PST;FIN	
sint	sint	sint	sint	N;MASC+FEM;SG	PROPN;NOM;SG;3
groep	gurup	groep	gur	N;MASC+FEM;SG	
groep	grup	groep	grup	N;MASC+FEM;SG	
groep	grubu	groep	grup	N;MASC+FEM;SG	
won	kazanılan	winnen	kazan	V;SG;PST;FIN	V;PFV;IND;POS;PRS;V.PTCP;PASS
won	won	winnen	won	V;SG;PST;FIN	
goals	gol	goal	gol	N;PL	N;NOM;SG;3
gebruik	kullanım	gebruik	kullanım	N;NEUT;SG	
gebruik	kullanın	gebruik	kullan	N;NEUT;SG	V;PFV;IMP;PL;2;POS;PRS
gebruik	kullanım	gebruik	kullanım	N;NEUT;SG	
gebruik	kullanmak	gebruik	kullan	N;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
gebruik	kullan	gebruik	kullan	N;NEUT;SG	
werken	çalış	werken	çalış	V;NFIN	
werken	iş	werken	iş	V;NFIN	N;NOM;SG;3
werken	çalışan	werken	çalış	V;NFIN	
werken	çalışır	werken	çalış	V;NFIN	
derde	üçüncü	drie	üçüncü	ADJ	
net	net	net	net	ADV	
net	ağ	net	ağ	ADV	
ter	ter	te	ter	ADP	
iets	birşeyler	iets	birşey	PRO;3	N;NOM;PL;3
iets	birşey	iets	birşey	PRO;3	
februari	şubat	februari	şubat	PROPN;MASC+FEM;SG	
zuid	zuid	zuid	zuid	ADJ	PROPN;NOM;SG;3
zuid	güney	zuid	güney	ADJ	
zuid	güneye	zuid	güne	ADJ	N;DAT;SG;3
kleine	ufak	klein	ufak	ADJ	
kleine	kucuk	klein	kucuk	ADJ	
kleine	minik	klein	minik	ADJ	
kleine	az	klein	az	ADJ	ADV
album	albüm	album	albüm	N;NEUT;SG	
mogelijk	muhtemelen	mogelijk	muhtemel	ADJ	
mogelijk	muhtemel	mogelijk	muhtemel	ADJ	
mogelijk	muhtemel	mogelijk	muhtemel	ADJ	
mogelijk	mümkün	mogelijk	mümkün	ADJ	
mogelijk	olası	mogelijk	olası	ADJ	
wil	wil	willen	wil	V;SG;PRS;FIN	
nam	nam	nemen	nam	V;SG;PST;FIN	
lijkt	görünüyor	lijken	görün	V;SG;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
lijkt	görünüyor	lijken	görün	V;SG;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
lijkt	bakışlar	lijken	bakış	V;SG;PRS;FIN	N;NOM;PL;3
station	karakol	station	karakol	N;NEUT;SG	
station	istasyon	station	istasyon	N;NEUT;SG	
verenigde	birleşik	verenigen	birleşik	V;V.PTCP	
verenigde	birlik	verenigen	birlik	V;V.PTCP	
verenigde	united	verenigen	united	V;V.PTCP	
verenigde	birleşmiş	verenigen	birleş	V;V.PTCP	
zoon	oğul	zoon	oğul	N;MASC+FEM;SG	
zoon	evlat	zoon	evlat	N;MASC+FEM;SG	
man	man	man	man	N;MASC+FEM;SG	
man	erkek	man	erkek	N;MASC+FEM;SG	
water	su	water	su	N;NEUT;SG	
begin	başlayın	begin	başla	N;NEUT;SG	V;PFV;IMP;PL;2;POS;PRS
begin	başla	begin	başla	N;NEUT;SG	
begin	başlangıç	begin	başlangıç	N;NEUT;SG	
begin	başlat	begin	başlat	N;NEUT;SG	
begin	başlayın	begin	başla	N;NEUT;SG	V;PFV;IMP;PL;2;POS;PRS
begin	başla	begin	başla	N;NEUT;SG	
begin	başlasın	begin	başla	N;NEUT;SG	V;PFV;IMP;SG;3;POS;PRS
begin	başlangıç	begin	başlangıç	N;NEUT;SG	
koning	kral	koning	kral	N;MASC+FEM;SG	
koning	king	koning	king	N;MASC+FEM;SG	
spelen	oyun	spelen	oyun	V;NFIN	
spelen	play	spelen	play	V;NFIN	
spelen	oyna	spelen	oyna	V;NFIN	
spelen	çal	spelen	çal	V;NFIN	
periode	adet	periode	adet	N;MASC+FEM;SG	
periode	nokta	periode	nokta	N;MASC+FEM;SG	
periode	dönem	periode	dön	N;MASC+FEM;SG	
officiële	resmî	officeel	resmî	ADJ	
officiële	official	officeel	official	ADJ	N;NOM;SG;3
officiële	resmi	officeel	resmi	ADJ	
lid	üye	lid	üye	N;NEUT;SG	
titel	başlık	titel	başlık	N;MASC+FEM;SG	
titel	açıklama	titel	açıkla	N;MASC+FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
titel	manşet	titel	manşet	N;MASC+FEM;SG	
titel	başlık	titel	başlık	N;MASC+FEM;SG	
titel	unvan	titel	unvan	N;MASC+FEM;SG	
titel	ünvan	titel	ünvan	N;MASC+FEM;SG	
belgië	belçika	belgiën	belçika	PROPN;NEUT;SG	PROPN;NOM;SG;3
feb	şubat	feb	şubat	N;MASC+FEM;SG	
begon	başladık	beginnen	başla	V;SG;PST;FIN	V;PFV;IND;PL;1;POS;PST
beide	ikisi	beide	iki	PRO	
beide	darısı	beide	darı	PRO	ADJ;NOM;SG;3
beide	ikiside	beide	iki	PRO	NUM;ESS;SG;3
mrt	mrt	mrt	mrt	N;MASC+FEM;SG	
bezocht	ziyaret	bezoeken	ziyaret	V;V.PTCP	N;NOM;SG;3
nummer	rakam	nummer	rakam	N;MASC+FEM;SG	
nummer	numara	nummer	numar	N;MASC+FEM;SG	
nummer	sayı	nummer	say	N;MASC+FEM;SG	
nummer	song	nummer	song	N;MASC+FEM;SG	
nummer	sarki	nummer	sarki	N;MASC+FEM;SG	
nummer	şarkı	nummer	şarkı	N;MASC+FEM;SG	
lang	lang	lang	lang	ADJ	
lang	long	lang	long	ADJ	
tekst	yazı	tekst	yazı	N;MASC+FEM;SG	
tekst	mesaj	tekst	mesaj	N;MASC+FEM;SG	
tekst	metin	tekst	metin	N;MASC+FEM;SG	
beste	best	goed	best	ADJ;RL	
apr	apr	apr	apr	N;MASC+FEM;SG	
vinden	bulma	vinden	bul	V;NFIN	
pagina	sayfa	pagina	sayf	N;MASC+FEM;SG	
noord	kuzey	noord	kuzey	N;NEUT;SG	
noord	north	noord	north	N;NEUT;SG	PROPN;NOM;SG;3
noord	noord	noord	noord	N;NEUT;SG	PROPN;NOM;SG;3
bron	kaynağı	bron	kaynak	N;MASC+FEM;SG	
bron	kaynak	bron	kaynak	N;MASC+FEM;SG	
john	john	john	john	N;MASC+FEM;SG	
john	yahya	john	yahya	N;MASC+FEM;SG	
district	bölge	district	bölge	N;NEUT;SG	
district	bahşı	district	bahşı	N;NEUT;SG	
district	ilçe	district	ilçe	N;NEUT;SG	
aug	aug	aug	aug	N;MASC+FEM;SG	
daarna	öyleyse	daarna	öyleyse	ADV	
daarna	ozaman	daarna	oza	ADV	
band	band	band	ban	N;MASC+FEM;SG	
band	grup	band	grup	N;MASC+FEM;SG	
band	bando	band	ban	N;MASC+FEM;SG	
band	bant	band	bant	N;MASC+FEM;SG	
frankrijk	fransa	frankrijk	fra	PROPN;NEUT;SG	PROPN;NOM;SG;3
frankrijk	france	frankrijk	france	PROPN;NEUT;SG	PROPN;NOM;SG;3
