que	że	que	że	CONJ	PART
nueva	nowa	nuevo	nowy	ADJ;FEM;SG	
fueron	były	ser	być	V;IND;PL;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
fueron	byli	ser	być	V;IND;PL;3;PST;FIN	V;IPFV;MASC;IND;PL;PST;FIN;ACT
historia	story	historia	stora	N;FEM;SG	
club	club	club	club	N;MASC;SG	
eran	były	ser	być	V;IND;PL;3;IPFV;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
eran	byli	ser	być	V;IND;PL;3;IPFV;FIN	V;IPFV;MASC;IND;PL;PST;FIN;ACT
cual	które	cual	który	PRO;SG	DET;ACC;MASC;SG
cual	która	cual	który	PRO;SG	DET;NOM;FEM;SG
cual	który	cual	który	PRO;SG	DET;NOM;MASC;SG
universidad	uniwersytety	universidad	uniwersytet	N;FEM;SG	N;NOM;MASC;PL
universidad	university	universidad	universit	N;FEM;SG	
universidad	studia	universidad	studia	N;FEM;SG	N;NOM;NEUT;PL
forma	formy	forma	forma	N;FEM;SG	N;ACC;FEM;PL
tres	tres	tres	tres	NUM;PL	
grupo	grupo	grupo	grupo	N;MASC;SG	
general	ogólny	general	ogólny	N;SG	ADJ;NOM;MASC;SG
general	ogólnie	general	ogólnie	N;SG	ADV
general	ogólna	general	ogólny	N;SG	ADJ;NOM;FEM;SG
general	ogólne	general	ogólny	N;SG	ADJ;NOM;NEUT;SG
guerra	war	guerra	war	N;FEM;SG	
aunque	chociaż	aunque	chociaż	CONJ	PART
aunque	aczkolwiek	aunque	aczkolwiek	CONJ	
aunque	choć	aunque	choć	CONJ	
aunque	chociaż	aunque	chociaż	CONJ	PART
aunque	choć	aunque	choć	CONJ	
tras	after	tras	after	ADP	
tras	po	tras	po	ADP	INTJ
familia	rodziny	familia	rodzina	N;FEM;SG	N;NOM;FEM;PL
familia	rodzin	familia	rodzina	N;FEM;SG	
familia	rodziny	familia	rodzina	N;FEM;SG	N;NOM;FEM;PL
familia	rodzinne	familia	rodzinny	N;FEM;SG	ADJ;NOM;NEUT;SG
familia	rodzinnie	familia	rodzinnie	N;FEM;SG	ADV
además	także	además	także	ADV	PART
además	też	además	też	ADV	PART
además	również	además	również	ADV	PART
además	plus	además	plus	ADV	
todo	wszystko	todo	wszystko	PRO;MASC;SG	PRO;NOM;NEUT;SG
todo	wszystkie	todo	wszystek	PRO;MASC;SG	DET;NOM;MASC;PL
todo	wszystko	todo	wszystko	PRO;MASC;SG	PRO;NOM;NEUT;SG
todo	all	todo	all	PRO;MASC;SG	
todo	wszyscy	todo	wszyscy	PRO;MASC;SG	PRO;NOM;MASC;PL
sur	południowa	sur	południowy	N;MASC;SG	ADJ;NOM;FEM;SG
sur	południowej	sur	południowy	N;MASC;SG	ADJ;GEN;FEM;SG
sur	południowe	sur	południowy	N;MASC;SG	ADJ;NOM;NEUT;SG
sur	sur	sur	sura	N;MASC;SG	
mayor	major	mayor	major	ADJ;SG	N;NOM;MASC;SG
partido	imprezy	partido	impreza	N;MASC;SG	
contra	licznik	contra	licznik	ADP	N;NOM;MASC;SG
contra	przeciw	contra	przeciw	ADP	
contra	contra	contra	contry	ADP	
encuentra	znajdź	encontrar	znaleźć	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
encuentra	znajdzie	encontrar	znaleźć	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN;ACT
municipio	township	municipio	township	N;MASC;SG	
municipio	gmina	municipio	gmina	N;MASC;SG	
otras	innych	otro	inny	PRO;FEM;PL	ADJ;GEN;MASC;PL
otras	inne	otro	inny	PRO;FEM;PL	ADJ;NOM;NEUT;SG
otras	pozostał	otro	pozostać	PRO;FEM;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
otras	inny	otro	inny	PRO;FEM;PL	ADJ;NOM;MASC;SG
otras	inne	otro	inny	PRO;FEM;PL	ADJ;NOM;NEUT;SG
otras	pozostał	otro	pozostać	PRO;FEM;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
otras	inni	otro	inny	PRO;FEM;PL	ADJ;NOM;MASC;PL
todos	każdy	todo	każdy	PRO;MASC;PL	DET;NOM;MASC;SG
todos	wszyscy	todo	wszyscy	PRO;MASC;PL	PRO;NOM;MASC;PL
todos	wszystkie	todo	wszystek	PRO;MASC;PL	DET;NOM;MASC;PL
todos	wszystko	todo	wszystko	PRO;MASC;PL	PRO;NOM;NEUT;SG
todos	all	todo	all	PRO;MASC;PL	
todos	wszyscy	todo	wszyscy	PRO;MASC;PL	PRO;NOM;MASC;PL
todos	każdy	todo	każdy	PRO;MASC;PL	DET;NOM;MASC;SG
todos	wszyscy	todo	wszyscy	PRO;MASC;PL	PRO;NOM;MASC;PL
juan	jan	juan	jan	PROPN	PROPN;NOM;MASC;SG
juan	johna	juan	johny	PROPN	
juan	janek	juan	janek	PROPN	PROPN;NOM;MASC;SG
juan	john	juan	john	PROPN	PROPN;NOM;MASC;SG
juan	jana	juan	jani	PROPN	
juan	joan	juan	joan	PROPN	PROPN;NOM;MASC;SG
juan	joanna	juan	joanna	PROPN	ADJ;NOM;FEM;SG
josé	józefie	josé	józefia	PROPN	N;VOC;MASC;SG
josé	joseph	josé	joseph	PROPN	PROPN;NOM;MASC;SG
josé	józef	josé	józef	PROPN	PROPN;NOM;MASC;SG
josé	józefa	josé	józef	PROPN	
josé	josef	josé	joskof	PROPN	PROPN;NOM;MASC;SG
josé	józef	josé	józef	PROPN	PROPN;NOM;MASC;SG
josé	jose	josé	josy	PROPN	PROPN;NOM;MASC;SG
josé	josé	josé	jos	PROPN	PROPN;NOM;MASC;SG
bajo	niska	bajo	niska	ADP	
bajo	niskie	bajo	niski	ADP	ADJ;NOM;NEUT;SG
bajo	niski	bajo	niski	ADP	ADJ;NOM;MASC;SG
bajo	low	bajo	low	ADP	
bajo	nisko	bajo	nisko	ADP	ADV
bajo	bajo	bajo	bajo	ADP	
bajo	bass	bajo	bass	ADP	
bajo	bas	bajo	bas	ADP	
serie	serie	serie	serie	N;FEM;SG	
serie	series	serie	series	N;FEM;SG	
serie	serii	serie	seria	N;FEM;SG	
serie	seryjny	serie	seryjny	N;FEM;SG	ADJ;NOM;MASC;SG
serie	seryjne	serie	seryjny	N;FEM;SG	ADJ;NOM;NEUT;SG
serie	serie	serie	serie	N;FEM;SG	
cada	każda	cada	każdy	DET;SG	DET;NOM;FEM;SG
cada	każdy	cada	każdy	DET;SG	DET;NOM;MASC;SG
cada	każda	cada	każdy	DET;SG	DET;NOM;FEM;SG
cada	każdy	cada	każdy	DET;SG	DET;NOM;MASC;SG
fútbol	football	fútbol	football	N;MASC;SG	
fútbol	futbol	fútbol	futbol	N;MASC;SG	
equipo	team	equipo	team	N;MASC;SG	
equipo	drużyny	equipo	drużyna	N;MASC;SG	N;ACC;FEM;PL
norte	norte	norte	norty	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
norte	północnej	norte	północny	N;MASC;SG	ADJ;GEN;FEM;SG
norte	north	norte	north	N;MASC;SG	
norte	północna	norte	północny	N;MASC;SG	
norte	północne	norte	północny	N;MASC;SG	ADJ;NOM;NEUT;SG
norte	północnej	norte	północny	N;MASC;SG	ADJ;GEN;FEM;SG
norte	nord	norte	nord	N;MASC;SG	
río	rio	río	rio	N;MASC;SG	
río	rzeki	río	rzeka	N;MASC;SG	
río	river	río	river	N;MASC;SG	
han	posiadać	haber	posiadać	V;IND;PL;3;PRS;FIN	V;IPFV;NFIN;ACT
han	mają	haber	mieć	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
han	mieć	haber	mieć	V;IND;PL;3;PRS;FIN	V;IPFV;NFIN;ACT
han	hana	haber	han	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;PRS;FIN;ACT
han	han	haber	han	V;IND;PL;3;PRS;FIN	PROPN;NOM;MASC;SG
argentina	argentyna	argentino	argentyna	ADJ;FEM;SG	
argentina	argentyna	argentino	argentyna	ADJ;FEM;SG	
argentina	argentyny	argentino	argentyna	ADJ;FEM;SG	
inglés	angielski	inglés	angielski	N;MASC;SG	ADJ;NOM;MASC;SG
nuevo	nowości	nuevo	nowość	ADJ;MASC;SG	N;ACC;FEM;PL
nuevo	nowość	nuevo	nowość	ADJ;MASC;SG	N;NOM;FEM;SG
nuevo	nowa	nuevo	nowy	ADJ;MASC;SG	
véase	patrz	véase	patrzeć	V;SBJV;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN;ACT
véase	zobacz	véase	zobaczyć	V;SBJV;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
junto	wzdłuż	junto	wzdłuż	ADJ	
septiembre	wrzesień	septiembre	wrzesień	N	
septiembre	września	septiembre	wrzesień	N	
segunda	segunda	segundo	segunda	ADJ;FEM;SG	N;NOM;MASC;SG
discusión	dyskusje	discusión	dyskusja	N;FEM;SG	N;NOM;FEM;PL
gobierno	rządowe	gobierno	rządowy	N;MASC;SG	ADJ;NOM;NEUT;SG
gobierno	rządowy	gobierno	rządowy	N;MASC;SG	ADJ;NOM;MASC;SG
condado	powiat	condado	powiat	N;MASC;SG	
final	end	final	end	N;MASC;SG	
final	finale	final	finał	N;MASC;SG	
final	ostateczny	final	ostateczny	N;MASC;SG	ADJ;NOM;MASC;SG
final	ostateczna	final	ostateczny	N;MASC;SG	ADJ;NOM;FEM;SG
final	ostateczne	final	ostateczny	N;MASC;SG	ADJ;NOM;NEUT;SG
final	końcowe	final	końcowy	N;MASC;SG	ADJ;NOM;NEUT;SG
final	finale	final	finał	N;MASC;SG	
final	finały	final	finały	N;MASC;SG	N;NOM;MASC;PL
vida	zycie	vida	zyt	N;FEM;SG	V;IPFV;IND;SG;1;FIN;ACT
vida	life	vida	lifa	N;FEM;SG	
vida	vida	vida	vida	N;FEM;SG	
personas	people	persona	peopło	N;FEM;PL	
español	hiszpanie	español	hiszpan	N;MASC;SG	N;NOM;MASC;PL
español	hiszpańskie	español	hiszpański	N;MASC;SG	ADJ;NOM;NEUT;SG
español	hiszpańska	español	hiszpański	N;MASC;SG	ADJ;NOM;FEM;SG
español	hiszpański	español	hiszpański	N;MASC;SG	ADJ;NOM;MASC;SG
centro	centro	centro	centro	N;MASC;SG	
centro	center	centro	center	N;MASC;SG	
centro	centre	centro	centry	N;MASC;SG	
julio	julio	julio	julio	N	PROPN;NOM;MASC;SG
julio	julius	julio	julius	N	PROPN;NOM;MASC;SG
julio	juliusz	julio	juliusz	N	PROPN;NOM;MASC;SG
julio	lipca	julio	lipiec	N	
julio	lipiec	julio	lipiec	N	
hay	siana	haber	siana	V;IND;SG;3;PRS;FIN	
hay	siano	haber	siano	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
lincoln	lincoln	lincoln	lincoln	N;MASC;SG	
lincoln	lincolna	lincoln	lincolny	N;MASC;SG	ADJ;NOM;FEM;SG
país	kraje	país	kraj	N;MASC;SG	N;NOM;MASC;PL
mientras	podczas	mientras	podczas	CONJ	ADP
web	web	web	web	N;FEM;SG	
internacional	internacional	internacional	internacional	ADJ;SG	
internacional	międzynarodowych	internacional	międzynarodowy	ADJ;SG	ADJ;GEN;MASC;PL
santa	święty	santo	święty	ADJ;FEM;SG	
santa	święte	santo	święty	ADJ;FEM;SG	
santa	święty	santo	święty	ADJ;FEM;SG	
santa	święta	santo	święto	ADJ;FEM;SG	
santa	saint	santo	saint	ADJ;FEM;SG	
santa	mikołaj	santo	mikołaj	ADJ;FEM;SG	N;NOM;MASC;SG
antes	wczesniej	antes	wczesnie	ADV	V;PFV;IND;SG;3;NFIN;ACT
antes	wcześniejszy	antes	wczesny	ADV	ADJ;NOM;CMPR;MASC;SG
antes	wcześniejsza	antes	wczesny	ADV	ADJ;NOM;CMPR;FEM;SG
antes	wcześniejsze	antes	wczesny	ADV	ADJ;NOM;CMPR;NEUT;SG
antes	zanim	antes	zanim	ADV	CONJ
antes	przed	antes	przed	ADV	ADP
oficial	urzędnik	oficial	urzędnik	ADJ;SG	N;NOM;MASC;SG
oficial	oficjalnie	oficial	oficjalnie	ADJ;SG	ADV
oficial	oficer	oficial	oficer	ADJ;SG	N;NOM;MASC;SG
oficial	funkcjonariusz	oficial	funkcjonariusz	ADJ;SG	N;NOM;MASC;SG
oficial	oficerze	oficial	oficerz	ADJ;SG	
quien	kto	quien	kto	PRO;SG	PRO;NOM;MASC;SG
quien	kogo	quien	kto	PRO;SG	PRO;ACC;MASC;SG
quien	who	quien	who	PRO;SG	
mundo	swiat	mundo	swiat	N;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
mundo	world	mundo	world	N;MASC;SG	
mundo	mundo	mundo	mundo	N;MASC;SG	
embargo	embargo	embargo	embargo	N;MASC;SG	
tanto	obydwa	tanto	obydwa	ADV	V;IPFV;IND;SG;PST;FIN;ACT
tanto	oboje	tanto	obój	ADV	
tanto	obie	tanto	oba	ADV	NUM;ACC;FEM;PL
tanto	oba	tanto	oba	ADV	
mayo	majowe	mayo	majowy	N	ADJ;NOM;NEUT;SG
mayo	maja	mayo	mieć	N	
mayo	może	mayo	móc	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
mayo	majowy	mayo	majowy	N	ADJ;NOM;MASC;SG
mayo	maj	mayo	maj	N	
mayo	majonez	mayo	majonez	N	
mayo	mayo	mayo	mayo	N	
algunos	niektóre	alguno	niektóry	PRO;MASC;PL	DET;NOM;MASC;SG
algunos	niektórzy	alguno	niektóry	PRO;MASC;PL	DET;NOM;MASC;PL
algunos	trochę	alguno	trochę	PRO;MASC;PL	ADV
temporada	sezonowych	temporada	sezonowy	N;FEM;SG	ADJ;GEN;MASC;PL
temporada	sezonowe	temporada	sezonowy	N;FEM;SG	ADJ;NOM;NEUT;SG
mejor	lepsza	mejor	dobry	ADV	ADJ;NOM;CMPR;FEM;SG
mejor	lepsze	mejor	dobry	ADV	ADJ;NOM;CMPR;MASC;SG
mejor	najlepsza	mejor	dobry	ADV	ADJ;NOM;CMPR;FEM;SG
mejor	najlepszy	mejor	dobry	ADV	ADJ;NOM;CMPR;MASC;SG
mejor	best	mejor	best	ADV	
mejor	najlepsze	mejor	dobry	ADV	ADJ;NOM;CMPR;NEUT;SG
marzo	marzec	marzo	marzec	N	
marzo	marca	marzo	marza	N	
día	dzien	día	dzien	N;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
siendo	bycie	ser	bycie	V;V.MSDR	
siendo	będąc	ser	być	V;V.MSDR	V;IPFV;PRS;V.CVB;ACT
siendo	bycia	ser	być	V;V.MSDR	
madrid	madryt	madrid	madryt	N;MASC;SG	
enero	jan	enero	jan	N	PROPN;NOM;MASC;SG
enero	styczeń	enero	styczenie	N	
agosto	augusta	agosto	augusta	N	
agosto	sierpień	agosto	sierpienie	N	
agosto	sierpień	agosto	sierpienie	N	
diciembre	grudnia	diciembre	grudzień	N	
noviembre	listopad	noviembre	listopad	N	
noviembre	listopad	noviembre	listopad	N	
otro	innych	otro	inny	PRO;MASC;SG	ADJ;GEN;MASC;PL
otro	inne	otro	inny	PRO;MASC;SG	ADJ;NOM;NEUT;SG
otro	pozostał	otro	pozostać	PRO;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
otro	inny	otro	inny	PRO;MASC;SG	ADJ;NOM;MASC;SG
otro	kolejny	otro	kolejny	PRO;MASC;SG	ADJ;ACC;MASC;SG
otro	inny	otro	inny	PRO;MASC;SG	ADJ;NOM;MASC;SG
otro	kolejna	otro	kolejny	PRO;MASC;SG	ADJ;NOM;FEM;SG
estaba	była	estar	być	V;IND;SG;3;IPFV;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
estaba	był	estar	być	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
estaba	było	estar	być	V;IND;SG;3;IPFV;FIN	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
estos	tych	este	ten	PRO;MASC;PL	DET;GEN;MASC;PL
estos	te	este	ten	PRO;MASC;PL	DET;NOM;MASC;PL
abril	kwietnia	abril	kwiecia	N	
abril	april	abril	april	N	
total	ogółem	total	ogół	ADJ;SG	N;INS;MASC;SG
total	suma	total	suma	ADJ;SG	N;NOM;FEM;SG
total	łącznie	total	łącznie	ADJ;SG	ADV
región	regiony	región	regić	N;FEM;SG	N;NOM;MASC;PL
sistema	systemowe	sistema	systemowy	N;MASC;SG	ADJ;NOM;NEUT;SG
maría	marie	maría	mara	N;FEM;SG	PROPN;NOM;FEM;SG
maría	maryjo	maría	maryć	N;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
maría	maria	maría	maria	N;FEM;SG	PROPN;NOM;FEM;SG
maría	maryja	maría	maryj	N;FEM;SG	
maría	mary	maría	mary	N;FEM;SG	PROPN;NOM;FEM;SG
maría	maryi	maría	mary	N;FEM;SG	
maría	mario	maría	mario	N;FEM;SG	
maría	marii	maría	maria	N;FEM;SG	
maría	maria	maría	maria	N;FEM;SG	PROPN;NOM;FEM;SG
real	real	real	real	ADJ;SG	
real	royal	real	royal	ADJ;SG	
página	page	página	page	N;FEM;SG	
página	strony	página	strona	N;FEM;SG	N;NOM;FEM;PL
mundial	świat	mundial	świat	ADJ;SG	N;NOM;MASC;SG
mundial	swiat	mundial	swiat	ADJ;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
mundial	świata	mundial	świat	ADJ;SG	N;GEN;MASC;SG
mundial	świecie	mundial	świat	ADJ;SG	N;DAT;MASC;SG
mundial	world	mundial	world	ADJ;SG	
mundial	global	mundial	global	ADJ;SG	
música	music	música	musieć	N;FEM;SG	
música	muzyki	música	muzyka	N;FEM;SG	
presidente	prezesie	presidente	prezes	N;MASC;SG	
presidente	przewodnicząca	presidente	przewodnicząca	N;MASC;SG	
presidente	prezydenci	presidente	prezydent	N;MASC;SG	N;NOM;MASC;PL
casa	house	casa	housy	N;FEM;SG	
sólo	tylko	sólo	tylko	ADV	PART
sólo	tylko	sólo	tylko	ADV	PART
álbum	albumu	álbum	album	N;MASC;SG	
cuenta	licz	contar	liczyć	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN;ACT
cuenta	hrabia	contar	hrabia	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
cuenta	konto	contar	konto	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
cuenta	rachunek	contar	rachunek	V;IND;SG;3;PRS;FIN	N;ACC;MASC;SG
cuenta	konta	contar	konta	V;IND;SG;3;PRS;FIN	N;GEN;MASC;SG
junio	june	junio	juny	N	
junio	czerwiec	junio	czerwiec	N	
febrero	luty	febrero	luty	N	
febrero	lutego	febrero	luty	N	
ella	ella	él	ella	PRO;FEM;SG;3	
pueden	can	poder	can	V;IND;PL;3;PRS;FIN	
varios	różne	varios	różny	PRO;MASC;PL	ADJ;NOM;NEUT;SG
varios	różnych	varios	różny	PRO;MASC;PL	ADJ;GEN;MASC;PL
varios	różne	varios	różny	PRO;MASC;PL	ADJ;NOM;NEUT;SG
varios	rozmaite	varios	rozmaity	PRO;MASC;PL	
varios	kilkanaście	varios	kilkanaście	PRO;MASC;PL	DET;ACC;MASC;PL
varios	kilka	varios	kilka	PRO;MASC;PL	DET;ACC;MASC;PL
varios	kilku	varios	kilka	PRO;MASC;PL	DET;ACC;MASC;PL
francia	francji	francia	francja	PROPN	PROPN;GEN;FEM;SG
francia	francja	francia	francja	PROPN	N;NOM;FEM;SG
francia	france	francia	franka	PROPN	PROPN;NOM;MASC;SG
solo	sama	solo	sam	ADV	ADJ;NOM;FEM;SG
solo	sam	solo	sam	ADV	ADJ;NOM;MASC;SG
solo	solo	solo	solo	ADV	
solo	tylko	solo	tylko	ADV	PART
solo	tylko	solo	tylko	ADV	PART
chile	chilli	chile	chillić	PROPN	
chile	chili	chile	chilić	PROPN	
chile	chile	chile	chily	PROPN	PROPN;NOM;MASC;SG
tipo	wpisz	tipo	wpić	N;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
tipo	typ	tipo	typ	N;MASC;SG	
obra	pracuj	obra	pracować	N;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
obra	prace	obra	praca	N;FEM;SG	N;NOM;FEM;PL
obra	roboty	obra	robota	N;FEM;SG	N;ACC;FEM;PL
iglesia	church	iglesia	chury	N;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
película	filmy	película	film	N;FEM;SG	N;NOM;MASC;PL
banda	band	banda	band	N;FEM;SG	
banda	gang	banda	ganga	N;FEM;SG	
cuatro	cuatro	cuatro	cuatro	NUM;PL	
zona	zone	zona	zon	N;FEM;SG	
zona	strefy	zona	strefa	N;FEM;SG	N;ACC;FEM;PL
televisión	tv	televisión	TV	N;FEM;SG	
televisión	televisión	televisión	televisión	N;FEM;SG	
principal	główna	principal	główna	ADJ;SG	
principal	main	principal	main	ADJ;SG	
principal	dyrektor	principal	dyrektor	ADJ;SG	N;NOM;MASC;SG
carlos	karla	carlo	karla	N;MASC;SG	
carlos	karol	carlo	karol	N;MASC;SG	PROPN;NOM;MASC;SG
