que	että	que	että	PRO	CONJ
tamén	too	tamén	too	ADV	
casa	kotona	casa	kotona	N	ADV
quero	don	quero	don	V	PROPN;NOM;SG
anos	vanhat	ano	vanha	N	ADJ;NOM;PL
anos	vanhoja	ano	vanha	N	ADJ;PRT;PL
anos	vanha	ano	vanha	N	ADJ;NOM;SG
anos	vanhaa	ano	vanha	N	ADJ;PRT;SG
xente	ovat	xente	olla	N	V;IND;PL;3;PRS;FIN;ACT
xente	ovatko	xente	olla	N	V;IND;PL;3;PRS;FIN;ACT
vez	uudestaan	vez	uudestaan	N	ADV
vez	uudelleen	vez	uudelleen	N	ADV
vez	taas	vez	taas	N	ADV
vez	jälleen	vez	jälleen	N	ADV
vez	kerran	vez	kerran	N	ADV
vez	ikinä	vez	ikinä	N	ADV
vez	koskaan	vez	koskaan	N	ADV
das	alkaen	das	alkaen	N	ADV
das	from	das	from	N	
sei	don	saber	don	V	PROPN;NOM;SG
tempo	pitkät	tempo	pitkä	N	ADJ;NOM;PL
tempo	kauan	tempo	kauan	N	ADV
tempo	pitkä	tempo	pitkä	N	ADJ;NOM;SG
tempo	pitkään	tempo	pitkään	N	ADV
tempo	long	tempo	long	N	
día	morning	día	morning	N	
vida	life	vida	life	N	
ver	nää	ver	tämä	V	PRO;NOM;PL
polo	varten	polo	varten	N	ADV
polo	vähiten	polo	vähiten	N	ADV
dicir	sanonta	dicir	sanoa	V	N;NOM;SG
dicir	ilkeä	dicir	ilkeä	V	ADJ;NOM;SG
sobre	noin	sobre	noin	ADP	ADV
sobre	ohi	sobre	ohi	ADP	ADV
sobre	yli	sobre	yli	ADP	ADV
teu	sinun	teu	sinä	DET	PRO;GEN;SG;2
estaba	oli	estar	olla	V	V;IND;SG;3;PST;FIN;ACT
aínda	vaikka	aínda	vaikka	ADV	CONJ
mesmo	sama	mesmo	sama	DET	PRO;NOM;SG
mesmo	samoin	mesmo	samoin	DET	ADV
mesmo	samaa	mesmo	sama	DET	PRO;PRT;SG
mesmo	edes	mesmo	edes	DET	ADV
mesmo	jopa	mesmo	jopa	DET	ADV
moito	much	moito	much	ADV	
moito	pitkät	moito	pitkä	ADV	ADJ;NOM;PL
moito	pitkä	moito	pitkä	ADV	ADJ;NOM;SG
moito	long	moito	long	ADV	
¡	sinä	¡	sinä		PRO;NOM;SG;2
sen	ilman	sen	ilman	ADP	ADV
vostede	sinä	vostede	sinä	PROPN	PRO;NOM;SG;2
podo	voi	podar	voi	V	INTJ
coma	tykkää	coma	tykätä	CONJ	V;IMP;SG;2;FIN;ACT
están	ne	estar	se	V	PRO;NOM;PL
están	he	estar	hän	V	PRO;NOM;PL;3
estás	sinä	estar	sinä	V	PRO;NOM;SG;2
estás	ovat	estar	olla	V	V;IND;PL;3;PRS;FIN;ACT
estás	ovatko	estar	olla	V	V;IND;PL;3;PRS;FIN;ACT
tan	tällainen	tan	tällainen	ADV	ADJ;NOM;SG
mundo	world	mundo	world	N	PROPN;NOM;SG
mundo	jokainen	mundo	jokainen	N	PRO;NOM;SG
mundo	kaikille	mundo	kaikki	N	PRO;AT+ALL;PL
mundo	kaikki	mundo	kaikki	N	PRO;NOM;SG
pola	varten	pola	varten	N	ADV
co	mukaan	co	mukaan	PROPN	ADV
co	mukana	co	mukana	PROPN	ADV
co	with	co	with	PROPN	N;NOM;SG
co	kanssa	co	kanssa	PROPN	ADV
che	sinä	che	sinä		PRO;NOM;SG;2
mellor	paremmin	mellor	hyvin	ADJ	ADV;CMPR
mellor	parhaiten	mellor	parhaiten	ADJ	ADV
mellor	best	mellor	best	ADJ	
coa	mukaan	coar	mukaan	V	ADV
coa	mukana	coar	mukana	V	ADV
coa	with	coar	with	V	N;NOM;SG
coa	kanssa	coar	kanssa	V	ADV
sempre	ikuinen	sempre	ikuinen	ADV	ADJ;NOM;SG
vou	menossa	var	meno	V	N;IN+ESS;SG
tes	sinä	tes	sinä	V	PRO;NOM;SG;2
noite	night	noite	nightä	N	
noite	tänään	noite	tänään	N	ADV
nin	edes	nin	edes	CONJ	ADV
nin	jopa	nin	jopa	CONJ	ADV
nin	ei	nin	ei	CONJ	V;SG;3;NEG;FIN;ACT
seus	heidän	seu	hän	DET	PRO;GEN;PL;3
seus	niiden	seu	se	DET	PRO;GEN;PL
seus	sen	seu	se	DET	PRO;GEN;SG
seus	hänen	seu	hän	DET	PRO;GEN;SG;3
seus	sinun	seu	sinä	DET	PRO;GEN;SG;2
seus	hänen	seu	hän	DET	PRO;GEN;SG;3
dous	kaksi	dous	kaksi	N	NUM;NOM;SG
dous	kaks	dous	kaksi	N	NUM;NOM;SG
dous	molemmat	dous	molemmat	N	PRO;NOM;PL
dous	molempia	dous	molemmat	N	PRO;PRT;PL
dous	kumpikin	dous	kumpikin	N	PRO;NOM;SG
grazas	sinä	graza	sinä	N	PRO;NOM;SG;2
grazas	much	graza	much	N	
grazas	paljon	graza	paljon	N	ADV
grazas	paljo	graza	paljon	N	ADV
grazas	kiitti	graza	kiittää	N	V;IND;SG;3;PST;FIN;ACT
outra	uudestaan	outro	uudestaan	DET	ADV
outra	uudelleen	outro	uudelleen	DET	ADV
outra	taas	outro	taas	DET	ADV
outra	jälleen	outro	jälleen	DET	ADV
outra	toinen	outro	toinen	DET	PRO;NOM;SG
outra	muu	outro	muu	DET	PRO;NOM;SG
outra	muut	outro	muu	DET	PRO;NOM;PL
outra	yks	outro	yksi	DET	NUM;NOM;SG
outra	yksi	outro	yksi	DET	NUM;NOM;SG
outra	yhden	outro	yksi	DET	NUM;GEN;SG
outra	one	outro	oni	DET	
es	sinä	e	sinä	N	PRO;NOM;SG;2
es	ovat	e	olla	N	V;IND;PL;3;PRS;FIN;ACT
es	ovatko	e	olla	N	V;IND;PL;3;PRS;FIN;ACT
ás	joskus	á	joskus	N	ADV
ás	toisinaan	á	toisinaan	N	ADV
ese	tuo	ese	tuo	DET	PRO;NOM;SG
ese	että	ese	että	DET	CONJ
ese	tämän	ese	tämä	DET	PRO;GEN;SG
ese	tätä	ese	tämä	DET	PRO;PRT;SG
ese	tästä	ese	tämä	DET	PRO;IN+ABL;SG
ese	tämä	ese	tämä	DET	PRO;NOM;SG
esa	tuo	ese	tuo	DET	PRO;NOM;SG
esa	että	ese	että	DET	CONJ
esa	tämän	ese	tämä	DET	PRO;GEN;SG
esa	tätä	ese	tämä	DET	PRO;PRT;SG
esa	tästä	ese	tämä	DET	PRO;IN+ABL;SG
esa	tämä	ese	tämä	DET	PRO;NOM;SG
queres	sinä	quere	sinä	V	PRO;NOM;SG;2
ir	menossa	ir	meno	V	N;IN+ESS;SG
verdade	totta	verdade	tosi	N	ADJ;PRT;SG
verdade	todella	verdade	todella	N	ADV
verdade	oikeesti	verdade	oikeasti	N	ADV
verdade	sinä	verdade	sinä	N	PRO;NOM;SG;2
verdade	real	verdade	real	N	
verdade	todellinen	verdade	todellinen	N	ADJ;NOM;SG
verdade	oikea	verdade	oikea	N	ADJ;NOM;SG
verdade	aito	verdade	aito	N	ADJ;NOM;SG
verdade	todellista	verdade	todellinen	N	ADJ;PRT;SG
dun	yks	dun	yksi	PROPN	NUM;NOM;SG
dun	yksi	dun	yksi	PROPN	NUM;NOM;SG
dun	yhden	dun	yksi	PROPN	NUM;GEN;SG
dun	one	dun	oni	PROPN	
dun	alkaen	dun	alkaen	PROPN	ADV
dun	from	dun	from	PROPN	
sabes	sinä	saber	sinä	V	PRO;NOM;SG;2
aí	tässä	aí	tämä	ADV	PRO;IN+ESS;SG
aí	tuo	aí	tuo	ADV	PRO;NOM;SG
aí	että	aí	että	ADV	CONJ
despois	myöhempi	despois	myöhä	ADV	ADJ;NOM;CMPR;SG
despois	after	despois	after	ADV	
bo	aamu	bo	aamu	ADJ	N;NOM;SG
bo	aamuna	bo	aamu	ADJ	N;FRML;SG
bo	aamun	bo	aamu	ADJ	N;GEN;SG
bo	huomenta	bo	huomen	ADJ	N;PRT;SG
bo	morning	bo	morning	ADJ	
imos	ovat	ir	olla	V	V;IND;PL;3;PRS;FIN;ACT
imos	ovatko	ir	olla	V	V;IND;PL;3;PRS;FIN;ACT
imos	menossa	ir	meno	V	N;IN+ESS;SG
nun	into	nun	into	PROPN	N;NOM;SG
falar	puhetta	falar	puhe	V	N;PRT;SG
falar	noin	falar	noin	V	ADV
falar	puhuminen	falar	puhuminen	V	N;NOM;SG
falar	puhetta	falar	puhe	V	N;PRT;SG
cada	jokainen	cada	jokainen	DET	PRO;NOM;SG
cada	jokainen	cada	jokainen	DET	PRO;NOM;SG
cada	kunkin	cada	kukin	DET	PRO;GEN;SG
cada	kumpikin	cada	kumpikin	DET	PRO;NOM;SG
cada	kukin	cada	kukin	DET	PRO;NOM;SG
quere	sinä	querer	sinä	V	PRO;NOM;SG;2
logo	after	logo	after	ADV	
logo	myöhempi	logo	myöhä	ADV	ADJ;NOM;CMPR;SG
estar	olemisen	estar	oleminen	V	N;GEN;SG
estar	oleminen	estar	oleminen	V	N;NOM;SG
fai	make	facer	make	V	
creo	don	creo	don	V	PROPN;NOM;SG
noso	meijän	noso	miejä	DET	ADV
noso	meidän	noso	minä	DET	PRO;GEN;PL;1
nosa	meijän	noso	miejä	DET	ADV
nosa	meidän	noso	minä	DET	PRO;GEN;PL;1
hoxe	today	hoxe	today	ADV	
ninguén	ketään	ninguén	kukaan	ADV	PRO;PRT;SG
ninguén	yks	ninguén	yksi	ADV	NUM;NOM;SG
ninguén	yksi	ninguén	yksi	ADV	NUM;NOM;SG
ninguén	yhden	ninguén	yksi	ADV	NUM;GEN;SG
ninguén	one	ninguén	oni	ADV	
podes	sinä	poder	sinä	V	PRO;NOM;SG;2
podes	voi	poder	voi	V	INTJ
pouco	pieni	pouco	pieni	ADV	ADJ;NOM;SG
pouco	pikku	pouco	pikku	ADV	ADJ
pouco	puri	pouco	purra	ADV	V;IND;SG;3;PST;FIN;ACT
pouco	osa	pouco	osa	ADV	N;NOM;SG
pouco	joitakin	pouco	jokin	ADV	PRO;PRT;PL
pouco	jotkut	pouco	joku	ADV	PRO;NOM;PL
tiña	oliko	ter	olla	V	V;IND;SG;3;PST;FIN;ACT
podemos	voi	poder	voi	V	INTJ
dixo	hän	dicir	hän	V	PRO;NOM;SG;3
entre	väliin	entre	väliin	ADP	ADV
entre	välillä	entre	välillä	ADP	ADV
entre	välissä	entre	välissä	ADP	ADV
entre	joukossa	entre	joukko	ADP	N;IN+ESS;SG
entre	keskuudessa	entre	keskuudessa	ADP	ADV
alguén	who	alguén	who	PRO	N;NOM;SG
teñen	ne	ter	se	V	PRO;NOM;PL
teñen	he	ter	hän	V	PRO;NOM;PL;3
teñen	ovat	ter	olla	V	V;IND;PL;3;PRS;FIN;ACT
teñen	ovatko	ter	olla	V	V;IND;PL;3;PRS;FIN;ACT
menos	neiti	menos	neiti	ADV	N;NOM;SG
menos	ikävä	menos	ikävä	ADV	ADJ;NOM;SG
dunha	alkaen	dunha	alkaen	N	ADV
dunha	from	dunha	from	N	
ata	kunnes	ata	kunnes	ADP	CONJ
ata	till	ata	till	ADP	N;NOM;SG
ata	kunnes	ata	kunnes	ADP	CONJ
outro	toinen	outro	toinen	DET	PRO;NOM;SG
outro	muu	outro	muu	DET	PRO;NOM;SG
outro	muut	outro	muu	DET	PRO;NOM;PL
outro	yks	outro	yksi	DET	NUM;NOM;SG
outro	yksi	outro	yksi	DET	NUM;NOM;SG
outro	yhden	outro	yksi	DET	NUM;GEN;SG
outro	one	outro	oni	DET	
súas	heidän	seu	hän	DET	PRO;GEN;PL;3
súas	niiden	seu	se	DET	PRO;GEN;PL
súas	hänen	seu	hän	DET	PRO;GEN;SG;3
súas	sen	seu	se	DET	PRO;GEN;SG
súas	sinun	seu	sinä	DET	PRO;GEN;SG;2
súas	hänen	seu	hän	DET	PRO;GEN;SG;3
cousa	jotakin	cousa	jokin	N	PRO;PRT;SG
cousa	jotain	cousa	jokin	N	PRO;PRT;SG
cara	face	cara	face	N	
cara	kohti	cara	kohti	N	ADV
tres	kolme	tres	kolme	N	NUM;NOM;SG
novo	uudestaan	novo	uudestaan	ADJ	ADV
novo	uudelleen	novo	uudelleen	ADJ	ADV
novo	taas	novo	taas	ADJ	ADV
novo	jälleen	novo	jälleen	ADJ	ADV
novo	nuoret	novo	nuori	ADJ	N;NOM;PL
novo	youngin	novo	young	ADJ	PROPN;GEN;SG
novo	young	novo	young	ADJ	PROPN;NOM;SG
todas	kaikkialla	todo	kaikkialla	DET	ADV
todas	kaikkialle	todo	kaikkialle	DET	ADV
todas	kaikille	todo	kaikki	DET	PRO;AT+ALL;PL
todas	kaikki	todo	kaikki	DET	PRO;NOM;SG
todas	jokainen	todo	jokainen	DET	PRO;NOM;SG
di	hän	dicir	hän	V	PRO;NOM;SG;3
lugar	place	lugar	place	N	
días	morning	día	morning	N	
sabe	sinä	saber	sinä	V	PRO;NOM;SG;2
sabe	voi	saber	voi	V	INTJ
mañá	huominen	mañá	huominen	ADV	N;NOM;SG
mañá	aamu	mañá	aamu	ADV	N;NOM;SG
mañá	aamuna	mañá	aamu	ADV	N;FRML;SG
mañá	aamun	mañá	aamu	ADV	N;GEN;SG
mañá	huomenta	mañá	huomen	ADV	N;PRT;SG
mañá	morning	mañá	morning	ADV	
dende	alkaen	dende	alkaen	ADP	ADV
dende	from	dende	from	ADP	
primeiro	ensin	primeiro	ensin	ADJ	ADV
primeiro	eka	primeiro	ensin	ADJ	N;NOM;SG
primeiro	ensiksi	primeiro	ensiksi	ADJ	ADV
parte	eniten	parte	eniten	N	ADV
parte	useimmat	parte	usea	N	ADJ;NOM;RL;PL
parte	useimmilla	parte	usea	N	ADJ;AT+ESS
;RL;PL
parte	useimpia	parte	usea	N	ADJ;PRT;CMPR;PL
parte	osaa	parte	osata	N	V;IMP;SG;2;FIN;ACT
parte	osittain	parte	osittain	N	ADV
veces	joskus	vez	joskus	N	ADV
veces	toisinaan	vez	toisinaan	N	ADV
veces	times	vez	times	N	
veces	kahdesti	vez	kahdesti	N	ADV
podería	saattaa	poder	saattaa	V	V;IND;SG;3;PRS;FIN;ACT
podería	saattaisi	poder	saattaa	V	V;COND;SG;3;FIN;ACT
podería	vois	poder	voida	V	V;COND;SG;3;FIN;ACT
podería	voisi	poder	voida	V	V;COND;SG;3;FIN;ACT
claro	kurssi	claro	kurssi	ADJ	N;NOM;SG
claro	tyhjennä	claro	tyhjentää	ADJ	V;IMP;SG;2;FIN;ACT
canto	miten	canto	miten	PRO	ADV
canto	kuinka	canto	kuinka	PRO	ADV
canto	much	canto	much	PRO	
canto	paljon	canto	paljon	PRO	ADV
canto	paljo	canto	paljon	PRO	ADV
canto	pitkät	canto	pitkä	PRO	ADJ;NOM;PL
canto	kauan	canto	kauan	PRO	ADV
canto	pitkä	canto	pitkä	PRO	ADJ;NOM;SG
canto	pitkään	canto	pitkään	PRO	ADV
canto	long	canto	long	PRO	
pasa	noin	pasar	noin	V	ADV
pasa	väärä	pasar	väärä	V	ADJ;NOM;SG
pasa	väärin	pasar	väärin	V	ADV
pasa	vikaa	pasar	vika	V	N;PRT;SG
pasa	mukaan	pasar	mukaan	V	ADV
pasa	mukana	pasar	mukana	V	ADV
pasa	with	pasar	with	V	N;NOM;SG
pasa	kanssa	pasar	kanssa	V	ADV
pasa	menossa	pasar	meno	V	N;IN+ESS;SG
pasa	mitä	pasar	mikä	V	PRO;PRT;SG
pasa	mikä	pasar	mikä	V	PRO;NOM;SG
pasa	väliä	pasar	väli	V	N;PRT;SG
tanto	tuo	tanto	tuo	ADV	PRO;NOM;SG
tanto	että	tanto	että	ADV	CONJ
tanto	much	tanto	much	ADV	
cos	mukaan	cos	mukaan	PROPN	ADV
cos	mukana	cos	mukana	PROPN	ADV
cos	with	cos	with	PROPN	N;NOM;SG
cos	kanssa	cos	kanssa	PROPN	ADV
toda	koko	todo	koko	DET	ADJ
toda	kokonaisena	todo	kokonainen	DET	ADJ;FRML;SG
toda	kokonainen	todo	kokonainen	DET	ADJ;NOM;SG
toda	kokonaiset	todo	kokonainen	DET	ADJ;NOM;PL
toda	kaikille	todo	kaikki	DET	PRO;AT+ALL;PL
toda	kaikki	todo	kaikki	DET	PRO;NOM;SG
toda	kokonainen	todo	kokonainen	DET	ADJ;NOM;SG
durante	aikana	durante	aika	ADP	N;FRML;SG
durante	varten	durante	varten	ADP	ADV
fóra	ulkopuolelle	fóra	ulko#puoli	ADV	N;AT+ALL;SG
fóra	hanki	fóra	hankkia	ADV	V;IMP;SG;2;FIN;ACT
fóra	saada	fóra	saada	ADV	V;SG;NFIN;ACT
fóra	saa	fóra	saada	ADV	V;IND;SG;0;PRS;FIN;ACT
fóra	hae	fóra	hakea	ADV	V;IMP;SG;2;FIN;ACT
contra	vastoin	contra	vastoin	ADP	ADV
contra	vastaan	contra	vastaan	ADP	ADV
mal	väärä	mal	väärä	ADV	ADJ;NOM;SG
mal	vikaa	mal	vika	ADV	N;PRT;SG
mal	huono	mal	huono	ADV	ADJ;NOM;SG
mal	pahaa	mal	paha	ADV	ADJ;PRT;SG
mal	bad	mal	bad	ADV	
mal	paha	mal	paha	ADV	ADJ;NOM;SG
tarde	myöhemmin	tarde	myöhemmin	N	ADV
tarde	myöhempi	tarde	myöhä	N	ADJ;NOM;CMPR;SG
tarde	myöhäinen	tarde	myöhäinen	N	ADJ;NOM;SG
tarde	myöhässä	tarde	myöhässä	N	ADV
tarde	myöhään	tarde	myöhään	N	ADV
vas	sinä	ir	sinä	V	PRO;NOM;SG;2
vas	will	ir	will	V	
vas	tahto	ir	tahto	V	N;NOM;SG
vas	ovat	ir	olla	V	V;IND;PL;3;PRS;FIN;ACT
vas	ovatko	ir	olla	V	V;IND;PL;3;PRS;FIN;ACT
vas	menossa	ir	meno	V	N;IN+ESS;SG
poden	sinä	poder	sinä	V	PRO;NOM;SG;2
poden	voi	poder	voi	V	INTJ
poden	ne	poder	se	V	PRO;NOM;PL
poden	he	poder	hän	V	PRO;NOM;PL;3
poden	touko	poder	touko	V	N;NOM;SG
poden	toukokuu	poder	toukokuu	V	N;NOM;SG
poden	voi	poder	voi	V	INTJ
poden	toukokuun	poder	toukokuu	V	N;GEN;SG
poden	toukokuuta	poder	toukokuu	V	N;PRT;SG
persoas	kuka	persoa	kuka	N	PRO;NOM;SG
persoas	ketä	persoa	kettä	N	PRO;PRT;SG
persoas	joka	persoa	joka	N	PRO;NOM;SG
calquera	ketään	calquera	kukaan	DET	PRO;PRT;SG
outros	muu	outro	muu	DET	PRO;NOM;SG
outros	muut	outro	muu	DET	PRO;NOM;PL
outros	toinen	outro	toinen	DET	PRO;NOM;SG
outros	muut	outro	muu	DET	PRO;NOM;PL
outros	toiset	outro	toinen	DET	PRO;NOM;PL
outros	muita	outro	muu	DET	PRO;PRT;PL
parece	ulkonäkö	parecer	ulko#näkö	V	N;NOM;SG
parece	kuten	parecer	kuten	V	CONJ
parece	kuin	parecer	kuin	V	CONJ
pois	sinä	pois	sinä	CONJ	PRO;NOM;SG;2
dúas	kaksi	dous	kaksi	N	NUM;NOM;SG
dúas	kaks	dous	kaksi	N	NUM;NOM;SG
dúas	molemmat	dous	molemmat	N	PRO;NOM;PL
dúas	molempia	dous	molemmat	N	PRO;PRT;PL
dúas	kumpikin	dous	kumpikin	N	PRO;NOM;SG
dúas	kahdesti	dous	kahdesti	N	ADV
ola	hei	ola	hei	N	INTJ
estes	nämä	este	tämä	DET	PRO;NOM;PL
estes	näitä	este	tämä	DET	PRO;PRT;PL
estes	tämän	este	tämä	DET	PRO;GEN;SG
estes	tätä	este	tämä	DET	PRO;PRT;SG
estes	tästä	este	tämä	DET	PRO;IN+ABL;SG
estes	tämä	este	tämä	DET	PRO;NOM;SG
estes	nuo	este	tuo	DET	PRO;NOM;PL
estes	noi	este	tuo	DET	PRO;NOM;PL
será	will	ser	will	V	
será	tahto	ser	tahto	V	N;NOM;SG
será	parempi	ser	hyvä	V	ADJ;NOM;CMPR;SG
será	paremmin	ser	hyvin	V	ADV;CMPR
señora	lady	señor	lady	N	
certo	true	certo	true	DET	N;NOM;SG
certo	totta	certo	tosi	DET	ADJ;PRT;SG
certo	tapa	certo	tapa	DET	N;NOM;SG
certo	keino	certo	keino	DET	N;NOM;SG
certo	way	certo	way	DET	
feito	tehty	feito	tehdä	N	V;NOM;SG;V.PTCP;PASS
feito	done	feito	done	N	
feito	tehdyt	feito	tehdä	N	V;NOM;PL;V.PTCP;PASS
feito	tehty	feito	tehdä	N	V;NOM;SG;V.PTCP;PASS
feito	valmistettu	feito	valmistaa	N	V;NOM;SG;V.PTCP;PASS
feito	made	feito	made	N	
poder	teho	poder	teho	V	N;NOM;SG
poder	power	poder	power	V	N;NOM;SG
poder	voima	poder	voima	V	N;NOM;SG
poder	voimia	poder	voima	V	N;PRT;PL
poder	valta	poder	valta	V	N;NOM;SG
poder	valtaa	poder	valta	V	N;PRT;SG
poder	voi	poder	voi	V	INTJ
tipo	guy	tipo	guy	N	
tipo	kirjoita	tipo	kirja	N	V;IMP;SG;2;FIN;ACT
xeito	way	xeito	way	N	
