اتھاہ	derinden	اتھاہ	derin		ADJ;AT+ABL;SG;3
اُبال	kızgınlık	اُبال	kızgınlık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اُبال	sinir	اُبال	i	PROPN;NOM;MASC;SG;3	
اُبال	öfke	اُبال	öfke	PROPN;NOM;MASC;SG;3	
اُبالا	haşlanmış	اُبالا	haşlan	PROPN;NOM;MASC;SG;3	V;PFV;NFH;IND;POS;PST;V.PTCP
اُبالا	kaynamış	اُبالا	kayna	PROPN;NOM;MASC;SG;3	V;PFV;NFH;IND;POS;PST;V.PTCP
اِبتدا	başlangıcı	اِبتدا	başlangıç	PROPN;NOM;MASC;SG;3	N;ACC;SG;3
اِبتدا	başlangıç	اِبتدا	başlangıç	PROPN;NOM;MASC;SG;3	
اِبتدا	köken	اِبتدا	kök	PROPN;NOM;MASC;SG;3	
اِبتدا	kökeni	اِبتدا	köken	PROPN;NOM;MASC;SG;3	N;ACC;SG;3
اِبتدا	kaynağı	اِبتدا	kaynak	PROPN;NOM;MASC;SG;3	
اِبتدا	kaynak	اِبتدا	kaynak	PROPN;NOM;MASC;SG;3	
اِبتدا	doğumu	اِبتدا	doğum	PROPN;NOM;MASC;SG;3	N;ACC;SG;3
اِبتدا	doğum	اِبتدا	doğum	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِبتدا	dogum	اِبتدا	dogum	PROPN;NOM;MASC;SG;3	
اِبتدا	başlayın	اِبتدا	başla	PROPN;NOM;MASC;SG;3	V;PFV;IMP;PL;2;POS;PRS
اِبتدا	başla	اِبتدا	başla	PROPN;NOM;MASC;SG;3	
اِبتدا	başlangıç	اِبتدا	başlangıç	PROPN;NOM;MASC;SG;3	
اِبتدا	başlat	اِبتدا	başlat	PROPN;NOM;MASC;SG;3	
اِبتداع	sapkınlık	اِبتداع	sapkınlık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِبتداع	yenilik	اِبتداع	yenilik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِبتداع	yenilikler	اِبتداع	yenilik	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
اِبتداع	icat	اِبتداع	icat	PROPN;NOM;MASC;SG;3	
اِبتداع	buluş	اِبتداع	buluş	PROPN;NOM;MASC;SG;3	
اِبتداع	yaratılış	اِبتداع	yarat	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِبتداع	yaratma	اِبتداع	yarat	PROPN;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
اِبتداع	oluşturma	اِبتداع	oluş	PROPN;NOM;MASC;SG;3	V;PFV;IND;SG;2;POS;PRS;CAUS
اِبتدائی	ilkokul	اِبتدائی	ilkokul	N;NOM;MASC;SG;3	
اِبتدائی	birincil	اِبتدائی	birincil	N;NOM;MASC;SG;3	
اِبتدائیات	basics	اِبتدائیات	basics	N;NOM;MASC;PL;3	
اِبتدائیات	temel	اِبتدائیات	temel	N;NOM;MASC;PL;3	ADJ
اِبتدائیات	temelleri	اِبتدائیات	temel	N;NOM;MASC;PL;3	ADJ;ACC;PL;3
اِبتدائیّہ	önsöz	اِبتدائیّہ	önsöz	PROPN;NOM;MASC;SG;3	
اِبتذال	pislik	اِبتذال	pislik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
ابتر	çocuksuz	ابتر	çocuksuz	ADJ	
ابتر	perişan	ابتر	perişan	ADJ	
ابتر	sefil	ابتر	sefil	ADJ	
ابتر	dağılmış	ابتر	dağıl	ADJ	
ابتر	dağınık	ابتر	dağınık	ADJ	
ابتر	mahvolmuş	ابتر	mahvol	ADJ	V;PFV;NFH;IND;POS;PST;V.PTCP
ابتر	karıştı	ابتر	karış	ADJ	V;PFV;IND;SG;3;POS;PST
ابتر	karışık	ابتر	karışık	ADJ	
ابتر	şaşkın	ابتر	şaşkın	ADJ	
ابتری	harabe	ابتری	harabe	ADJ	
ابتری	düzensizlik	ابتری	düzensizlik	ADJ	N;NOM;SG;3
ابتری	bozukluğu	ابتری	bozukluk	ADJ	N;NOM;SG;3
ابتری	bozukluk	ابتری	bozukluk	ADJ	N;NOM;SG;3
ابتری	karışıklık	ابتری	karışıklık	ADJ	N;NOM;SG;3
ابتری	karmaşa	ابتری	karmaş	ADJ	
ابتری	kargaşa	ابتری	kargaş	ADJ	
ابتری	harabe	ابتری	harabe	ADJ	
ابتری	düzensizlik	ابتری	düzensizlik	ADJ	N;NOM;SG;3
ابتری	bozukluğu	ابتری	bozukluk	ADJ	N;NOM;SG;3
ابتری	bozukluk	ابتری	bozukluk	ADJ	N;NOM;SG;3
ابتری	karışıklık	ابتری	karışıklık	ADJ	N;NOM;SG;3
ابتری	karmaşa	ابتری	karmaş	ADJ	
ابتری	kargaşa	ابتری	kargaş	ADJ	
اِبتسام	gülümse	اِبتسام	gülümse	PROPN;NOM;MASC;SG;3	
اِبتسام	gülümseme	اِبتسام	gülümse	PROPN;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
اِبتغا	arzu	اِبتغا	arzu	PROPN;NOM;MASC;SG;3	
اِبتغا	talep	اِبتغا	talep	PROPN;NOM;MASC;SG;3	
اِبتکار	yenilik	اِبتکار	yenilik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِبتکار	yenilikler	اِبتکار	yenilik	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
اِبتکار	girişim	اِبتکار	giriş	PROPN;NOM;MASC;SG;3	
اِبتکار	girişimi	اِبتکار	girişim	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِبتلا	şanssızlık	اِبتلا	şanssızlık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِبتلا	talihsizlik	اِبتلا	talihsizlik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِبتلا	duruşma	اِبتلا	duruş	PROPN;NOM;MASC;SG;3	
اِبتلا	istırap	اِبتلا	istır	PROPN;NOM;MASC;SG;3	
اِبتلا	izdırap	اِبتلا	izdır	PROPN;NOM;MASC;SG;3	V;PFV;IND;POS;PRS;V.CVB;CAUS
اِبتلا	günaha	اِبتلا	günah	PROPN;NOM;MASC;SG;3	N;DAT;SG;3
اِبتہاج	mutluluklar	اِبتہاج	mutluluk	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
اِبتہاج	mutluluk	اِبتہاج	mutluluk	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِبتہاج	mutluluğu	اِبتہاج	mutluluk	PROPN;NOM;MASC;SG;3	N;ACC;SG;3
اِبتہاج	gaiety	اِبتہاج	gaiety	PROPN;NOM;MASC;SG;3	
اِبتہال	tevazu	اِبتہال	tevazu	PROPN;NOM;MASC;SG;3	
اُبٹن	un	اُبٹن	un	PROPN;NOM;MASC;SG;3	
ابجد	başlangıcı	ابجد	başlangıç	N;NOM;MASC;SG;3	N;ACC;SG;3
ابجد	başlangıç	ابجد	başlangıç	N;NOM;MASC;SG;3	
ابجد	başlangıç	ابجد	başlangıç	N;NOM;MASC;SG;3	
ابجد	ebced	ابجد	ebced	N;NOM;MASC;SG;3	
ابحاث	tartışmalar	ابحاث	tartış	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
ابحار	okyanuslar	ابحار	okyanus	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
ابخرا	buhar	ابخرا	buhar	PROPN;NOM;MASC;SG;3	
ابدُالآباد	sonsuzluk	ابدُالآباد	sonsuzluk	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
ابداً	ebediyen	ابداً	ebe	PROPN;NOM;MASC;SG;3	
ابداً	ilelebet	ابداً	ilelebet	PROPN;NOM;MASC;SG;3	
ابداً	sonsuza	ابداً	sonsuz	PROPN;NOM;MASC;SG;3	ADJ;DAT;SG;3
ابداً	ebediyen	ابداً	ebe	PROPN;NOM;MASC;SG;3	
اِبدا	ilanı	اِبدا	ilan	PROPN;NOM;MASC;SG;3	N;ACC;SG;3
اِبدا	beyan	اِبدا	beyan	PROPN;NOM;MASC;SG;3	
اِبدا	bildiri	اِبدا	bildiri	PROPN;NOM;MASC;SG;3	
اِبداع	yenilik	اِبداع	yenilik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِبداع	yenilikler	اِبداع	yenilik	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
اِبداع	icat	اِبداع	icat	PROPN;NOM;MASC;SG;3	
اِبداع	buluş	اِبداع	buluş	PROPN;NOM;MASC;SG;3	
اِبداع	yaratılış	اِبداع	yarat	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِبداع	yaratma	اِبداع	yarat	PROPN;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
اِبداع	oluşturma	اِبداع	oluş	PROPN;NOM;MASC;SG;3	V;PFV;IND;SG;2;POS;PRS;CAUS
اِبدال	değişim	اِبدال	değişim	PROPN;NOM;MASC;SG;3	
اِبدال	değiştir	اِبدال	değiş	PROPN;NOM;MASC;SG;3	
اِبدال	değişiklik	اِبدال	değişiklik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِبدال	değiştirme	اِبدال	değiş	PROPN;NOM;MASC;SG;3	V;PFV;IMP;SG;2;NEG;PRS;CAUS
اِبدال	takas	اِبدال	takas	PROPN;NOM;MASC;SG;3	
اِبدال	döviz	اِبدال	döviz	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِبدال	ikame	اِبدال	ikame	PROPN;NOM;MASC;SG;3	
ابدان	bedenler	ابدان	beden	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
ابدان	bedenleri	ابدان	beden	PROPN;NOM;MASC;SG;3	N;ACC;PL;3
ابدان	cesetler	ابدان	ceset	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
ابدی	bitmez	ابدی	bit	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;3;NEG
ابدی	sonsuz	ابدی	sonsuz	PROPN;NOM;MASC;SG;3	
ابدی	bitmeyen	ابدی	bit	PROPN;NOM;MASC;SG;3	V;PFV;IND;NEG;PRS;V.PTCP
ابدی	sınırsız	ابدی	sınırsız	PROPN;NOM;MASC;SG;3	
ابدی	ebedi	ابدی	ebe	PROPN;NOM;MASC;SG;3	
ابدی	sonsuz	ابدی	sonsuz	PROPN;NOM;MASC;SG;3	
ابدیّت	sonsuzluk	ابدیّت	sonsuzluk	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
ابدیّت	ölümsüzlük	ابدیّت	ölümsüzlük	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
ابدھوت	münzevi	ابدھوت	münzevi	PROPN;NOM;MASC;SG;3	
ابدھوت	ermiş	ابدھوت	i	PROPN;NOM;MASC;SG;3	
ابدھوت	yogi	ابدھوت	yogi	PROPN;NOM;MASC;SG;3	
ابردار	bulutlu	ابردار	bulutlu	PROPN;NOM;MASC;SG;3	
اِبرا	beraat	اِبرا	beraat	PROPN;NOM;MASC;SG;3	
اِبرا	sürüm	اِبرا	sürü	PROPN;NOM;MASC;SG;3	
اِبرا	serbest	اِبرا	serbest	PROPN;NOM;MASC;SG;3	
ابرار	azizler	ابرار	aziz	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
اِبرام	vurgu	اِبرام	vurgu	PROPN;NOM;MASC;SG;3	
اِبرام	israr	اِبرام	israr	PROPN;NOM;MASC;SG;3	
اُبرانا	sürüm	اُبرانا	sürü	PROPN;NOM;MASC;SG;3	
اُبرانا	serbest	اُبرانا	serbest	PROPN;NOM;MASC;SG;3	
ابرد	soğuk	ابرد	soğuk	PROPN;NOM;MASC;SG;3	ADJ
ابرق	pudra	ابرق	pudra	PROPN;NOM;MASC;SG;3	
ابرق	talk	ابرق	talk	PROPN;NOM;MASC;SG;3	
ابرق	pudra	ابرق	pudra	PROPN;NOM;MASC;SG;3	
ابرق	talk	ابرق	talk	PROPN;NOM;MASC;SG;3	
ابرن	takı	ابرن	takı	PROPN;NOM;MASC;SG;3	
ابرن	mücevher	ابرن	mücevher	PROPN;NOM;MASC;SG;3	
ابرن	kuyumcu	ابرن	kuyumcu	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
ابرن	mücevherler	ابرن	mücevher	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
ابری	bulutlu	ابری	bulutlu	PROPN;NOM;MASC;SG;3	
اِبری	kepek	اِبری	kepek	PROPN;NOM;MASC;SG;3	
ابریشم	ipek	ابریشم	ipek	PROPN;NOM;MASC;SG;3	
ابس	zayıflar	ابس	zayıf		N;NOM;PL;3
ابس	güçsüz	ابس	güçsüz		ADJ
ابس	güçsüz	ابس	güçsüz		ADJ
ابصار	görüntüleme	ابصار	görüntüleme	PROPN;NOM;MASC;SG;3	
ابصار	görünüyor	ابصار	görün	PROPN;NOM;MASC;SG;3	V;PROG;IND;SG;3;POS;INFM;PRS
ابصار	bakışlar	ابصار	bakış	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
ابصار	anlama	ابصار	anla	PROPN;NOM;MASC;SG;3	
ابصار	anlamak	ابصار	anla	PROPN;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
ابصار	anlayışlı	ابصار	anlayışlı	PROPN;NOM;MASC;SG;3	ADJ
ابصار	anlayış	ابصار	anlayış	PROPN;NOM;MASC;SG;3	
ابطال	kahramanlar	ابطال	kahraman	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL;3
ابطال	kahraman	ابطال	kahraman	PROPN;NOM;MASC;SG;3	
ابعاد	boyutlar	ابعاد	boyu		N;NOM;PL;3
ابعاد	boyutları	ابعاد	boyut		N;ACC;PL;3
ابعاد	mesafeler	ابعاد	mesafe		N;NOM;PL;3
اِبقا	muhafaza	اِبقا	muhafaza	PROPN;NOM;MASC;SG;3	
اِبقا	uzatma	اِبقا	uza	PROPN;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
ابکار	bakireler	ابکار	bakir	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
اُبکائی	bulantı	اُبکائی	bulantı	PROPN;NOM;MASC;SG;3	
ابکم	salak	ابکم	salak	PROPN;NOM;MASC;SG;3	
ابکم	aptal	ابکم	aptal	PROPN;NOM;MASC;SG;3	
ابکم	dilsiz	ابکم	dilsiz	PROPN;NOM;MASC;SG;3	
اُبکنا	kusma	اُبک	kusma	V;SG;NFIN;ACT	
ابلا	zayıflar	ابلا	zayıf		N;NOM;PL;3
ابلا	güçsüz	ابلا	güçsüz		ADJ
ابلا	kadınım	ابلا	kadın		N;NOM;SG;3
ابلاپا	zayıflığı	ابلاپا	zayıflık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
ابلاپا	zayıflık	ابلاپا	zayıflık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اُبلا	haşlanmış	اُبلا	haşlan	PROPN;NOM;MASC;SG;3	V;PFV;NFH;IND;POS;PST;V.PTCP
اُبلا	kaynamış	اُبلا	kayna	PROPN;NOM;MASC;SG;3	V;PFV;NFH;IND;POS;PST;V.PTCP
اِبلاغ	haberleşme	اِبلاغ	haberleş	PROPN;NOM;MASC;SG;3	
اِبلاغ	iletişim	اِبلاغ	iletiş	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِبلاغ	gönderiliyor	اِبلاغ	gönder	PROPN;NOM;MASC;SG;3	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
اِبلاغ	gönderiyor	اِبلاغ	gönder	PROPN;NOM;MASC;SG;3	V;PROG;IND;SG;3;POS;INFM;PRS
اِبلاغ	gönderiyorum	اِبلاغ	gönder	PROPN;NOM;MASC;SG;3	V;PROG;IND;SG;1;POS;INFM;PRS
ابلج	bariz	ابلج	bariz	PROPN;NOM;MASC;SG;3	
ابلج	belli	ابلج	belli	PROPN;NOM;MASC;SG;3	ADJ
ابلج	tanınmış	ابلج	tanı	PROPN;NOM;MASC;SG;3	V;PFV;NFH;IND;SG;3;POS;PST;PASS
ابلق	benekli	ابلق	benekli	PROPN;NOM;MASC;SG;3	
اُبلنا	yüksel	اُبل	yüksel	V;MASC;SG;NFIN;ACT	
اُبلنا	kalkın	اُبل	kalk	V;MASC;SG;NFIN;ACT	V;PFV;IMP;PL;2;POS;PRS
اُبلنا	yükseliş	اُبل	yükseliş	V;MASC;SG;NFIN;ACT	
ابلہ	şapşal	ابلہ	şapşal	PROPN;NOM;MASC;SG;3	
ابلہ	aptal	ابلہ	aptal	PROPN;NOM;MASC;SG;3	
ابلہ	salak	ابلہ	salak	PROPN;NOM;MASC;SG;3	
ابلہ	aptallık	ابلہ	aptallık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
ابلہ	aptal	ابلہ	aptal	PROPN;NOM;MASC;SG;3	
ابلہ	aptalca	ابلہ	aptalca	PROPN;NOM;MASC;SG;3	
ابلہ	aptalca	ابلہ	aptalca	PROPN;NOM;MASC;SG;3	
ابلہی	aptallık	ابلہی	aptallık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِبلیس	lucifer	اِبلیس	lucifer	PROPN;NOM;MASC;SG;3	
اِبلیس	şeytan	اِبلیس	şeytan	PROPN;NOM;MASC;SG;3	
اِبلیسیت	satanizm	اِبلیسیت	sat	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِبن	oğlum	اِبن	oğul		N;NOM;SG;3
ابنا	halk	ابنا	halk	PROPN;NOM;MASC;SG;3	
ابنا	kişiler	ابنا	kişi	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
ابنا	insanlar	ابنا	insan	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
ابنا	millet	ابنا	millet	PROPN;NOM;MASC;SG;3	
ابنا	sons	ابنا	sons	PROPN;NOM;MASC;SG;3	
ابنا	oğullar	ابنا	oğul	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
ابنا	oğulları	ابنا	oğul	PROPN;NOM;MASC;SG;3	N;ACC;PL;3
ابنا	kabileler	ابنا	kabile	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
اُبنہ	oğlancılık	اُبنہ	oğlancılık		N;NOM;SG;3
ابنیہ	üsleri	ابنیہ	üs	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
ابنیہ	kaleler	ابنیہ	kale	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
ابنیہ	temelleri	ابنیہ	temel	PROPN;NOM;MASC;SG;3	ADJ;ACC;PL;3
ابُو	baba	ابُو	baba	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
ابوالمنصور	güvercin	ابوالمنصور	güvercin	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
ابُّو	baba	ابُّو	baba	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
ابواب	vergileri	ابواب	vergi	N;NOM;MASC;PL;3	N;ACC;PL;3
ابواب	vergi	ابواب	vergi	N;NOM;MASC;PL;3	N;NOM;SG;3
ابواب	kapıları	ابواب	kapı	N;NOM;MASC;PL;3	N;ACC;PL;3
ابواب	kapı	ابواب	kapı	N;NOM;MASC;PL;3	N;NOM;SG;3
ابواب	bölümleri	ابواب	bölüm	N;NOM;MASC;PL;3	N;ACC;PL;3
اُبُوّت	babalık	اُبُوّت	babalık	PROPN;NOM;MASC;SG;3	
اُبُوّت	ataerkillik	اُبُوّت	ataerkillik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
ابُوجھ	aptalca	ابُوجھ	aptalca	PROPN;NOM;MASC;SG;3	
ابُوجھ	cahil	ابُوجھ	cahil	PROPN;NOM;MASC;SG;3	
ابوی	babacan	ابوی	babacan	PROPN;NOM;MASC;SG;3	
اِبہام	belirsizlik	اِبہام	belirsizlik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِبہام	parmak	اِبہام	parmak	PROPN;NOM;MASC;SG;3	
اِبہام	başparmak	اِبہام	başpar	PROPN;NOM;MASC;SG;3	
اِبہام	karışıklık	اِبہام	karışıklık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِبہام	karmaşa	اِبہام	karmaş	PROPN;NOM;MASC;SG;3	
اِبہام	kargaşa	اِبہام	kargaş	PROPN;NOM;MASC;SG;3	
اِبہام	belirsizlik	اِبہام	belirsizlik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِبہام	belirsizlik	اِبہام	belirsizlik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِبہام	parmak	اِبہام	parmak	PROPN;NOM;MASC;SG;3	
اِبہام	başparmak	اِبہام	başpar	PROPN;NOM;MASC;SG;3	
اِبہام	karışıklık	اِبہام	karışıklık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِبہام	karmaşa	اِبہام	karmaş	PROPN;NOM;MASC;SG;3	
اِبہام	kargaşa	اِبہام	kargaş	PROPN;NOM;MASC;SG;3	
اُبّہت	yücelik	اُبّہت	yücelik	PROPN;NOM;MASC;SG;3	
اُبّہت	büyüklük	اُبّہت	büyüklük	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اُبّہت	üstünlük	اُبّہت	üstünlük	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
ابیّ	baba	ابیّ	baba	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
ابیّ	baba	ابیّ	baba	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
ابیّ	babacığım	ابیّ	babacığ	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
ابیات	ayetleri	ابیات	ayet	PROPN;NOM;MASC;SG;3	N;ACC;PL;3
ابیات	ayetler	ابیات	ayet	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
ابیض	parlayan	ابیض	parla	PROPN;NOM;MASC;SG;3	V;PFV;IND;POS;PRS;V.PTCP
ابیض	white	ابیض	whit	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
ابیض	beyaz	ابیض	beyaz	PROPN;NOM;MASC;SG;3	
ابیض	parlak	ابیض	parlak	PROPN;NOM;MASC;SG;3	
ابیض	aydınlık	ابیض	aydınlık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اُبھار	ikna	اُبھار	ikna	V;PFV;MASC;SG;V.PTCP;ACT	
اُبھار	şişme	اُبھار	şiş	V;PFV;MASC;SG;V.PTCP;ACT	
اُبھار	şişlik	اُبھار	şişlik	V;PFV;MASC;SG;V.PTCP;ACT	
اُبھار	heyecan	اُبھار	heyecan	V;PFV;MASC;SG;V.PTCP;ACT	
اُبھار	ikna	اُبھار	ikna	V;PFV;MASC;SG;V.PTCP;ACT	
اُبھار	şişme	اُبھار	şiş	V;PFV;MASC;SG;V.PTCP;ACT	
اُبھار	şişlik	اُبھار	şişlik	V;PFV;MASC;SG;V.PTCP;ACT	
اُبھار	heyecan	اُبھار	heyecan	V;PFV;MASC;SG;V.PTCP;ACT	
اُبھارا	teşvik	اُبھار	teşvik	V;PFV;MASC;SG;V.PTCP;ACT	
اُبھارا	motivasyon	اُبھار	motivasyon	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;SG;3
اُبھارا	teşvik	اُبھار	teşvik	V;PFV;MASC;SG;V.PTCP;ACT	
اُبھارنا	zam	اُبھارنا	zam	V;NFIN;ACT	
اُبھارنا	kaldır	اُبھارنا	kal	V;NFIN;ACT	
ابھاگ	şanssızlık	ابھاگ	şanssızlık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
ابھاگ	talihsizlik	ابھاگ	talihsizlik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
ابھاگ	talihsiz	ابھاگ	talihsiz	PROPN;NOM;MASC;SG;3	
ابھاگ	talihsizlik	ابھاگ	talihsizlik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
ابھاگ	şanssızlık	ابھاگ	şanssızlık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
ابھاگ	şanssız	ابھاگ	şanssız	PROPN;NOM;MASC;SG;3	ADJ
ابھاگ	uğursuz	ابھاگ	uğursuz	PROPN;NOM;MASC;SG;3	
ابھاگا	perişan	ابھاگا	perişan	PROPN;NOM;MASC;SG;3	
ابھاگا	sefil	ابھاگا	sefil	PROPN;NOM;MASC;SG;3	
ابھاگا	talihsiz	ابھاگا	talihsiz	PROPN;NOM;MASC;SG;3	
ابھاگا	talihsizlik	ابھاگا	talihsizlik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
ابھاؤ	istiyorum	ابھاؤ	iste	PROPN;NOM;MASC;SG;3	V;PROG;IND;SG;1;POS;INFM;PRS
ابھاؤ	imha	ابھاؤ	imha	PROPN;NOM;MASC;SG;3	
ابھاؤ	sefalet	ابھاؤ	sefalet	PROPN;NOM;MASC;SG;3	
ابھاؤ	yoksulluk	ابھاؤ	yoksulluk	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
ابھاؤ	fakirlik	ابھاؤ	fakirlik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اُبھرنا	yüksel	اُبھرنا	yüksel	V;SG;NFIN;ACT	
اُبھرنا	kalkın	اُبھرنا	kalk	V;SG;NFIN;ACT	V;PFV;IMP;PL;2;POS;PRS
اُبھرنا	yükseliş	اُبھرنا	yükseliş	V;SG;NFIN;ACT	
اُبھرنا	büyür	اُبھرنا	büyür	V;SG;NFIN;ACT	
اُبھرنا	büyü	اُبھرنا	büy	V;SG;NFIN;ACT	
ابِھلاشا	arzu	ابِھلاشا	arzu	PROPN;NOM;MASC;SG;3	
ابِھلاشا	özlem	ابِھلاشا	özlem	PROPN;NOM;MASC;SG;3	
ابِھلاشا	hasret	ابِھلاشا	hasret	PROPN;NOM;MASC;SG;3	
ابِھلاشا	özlem	ابِھلاشا	özlem	PROPN;NOM;MASC;SG;3	
ابِھمان	kibir	ابِھمان	kibir	PROPN;NOM;MASC;SG;3	
