리카르도	ricardo	리카르+도	ricardo	PROPN	N;MASC;SG
충격	chocado	충격	chocar	N	V;MASC;SG;V.PTCP
충격	chocados	충격	chocar	N	V;MASC;PL;V.PTCP
충격	chocada	충격	chocar	N	V;FEM;SG;V.PTCP
교차	cruz	교차	cruz		N;FEM;SG
교차	cross	교차	cross		N;MASC;SG
교차	intersecção	교차	intersecção		N;FEM;SG
교차	cruzamento	교차	cruzamento		N;MASC;SG
코로나	coronal	코로나	coronal		N;MASC;SG
코로나	corona	코로나	corona		N;FEM;SG
부두	voodoo	부두	voodoo		N;MASC;SG
부두	vodu	부두	voder		N;MASC;SG
부두	vudu	부두	vudar		N;MASC;SG
부두	píer	부두	píer		N;MASC;SG
부두	cais	부두	cais		N;MASC;SG
부두	pier	부두	pier		N;MASC;SG
슬라이드	slides	슬라이드	slide		N;MASC;PL
슬라이드	lâminas	슬라이드	lâmina		N;FEM;PL
슬라이드	deslizar	슬라이드	deslizar		V;NFIN
슬라이드	deslizamento	슬라이드	deslizamento		N;MASC;SG
슬라이드	slide	슬라이드	slide		N;MASC;SG
슬라이드	deslize	슬라이드	deslizar		N;MASC;SG
슬라이드	escorrega	슬라이드	escorregar		V;IND;SG;3;PRS;FIN
슬라이드	carrossel	슬라이드	carrossel		N;FEM;SG
검정색	preta	검정색	preto		N;FEM;SG
검정색	black	검정색	black		N;MASC;SG
검정색	preto	검정색	preto		N;MASC;SG
검정색	negro	검정색	negro		ADJ;MASC;SG
검정색	pretas	검정색	preto		N;FEM;PL
애슬레틱	atlética	애슬레틱	atlético	PROPN	N;FEM;SG
애슬레틱	atlético	애슬레틱	atlético	PROPN	N;MASC;SG
풍자	satírico	풍자	satírico	N	ADJ;MASC;SG
간디	fígado	간디	fígado		N;MASC;SG
터치스크린	touchscreen	터치스크린	touchscreen		N;MASC;SG
가속	acelerado	가속	acelerar	N	V;MASC;SG;V.PTCP
가속	acelerados	가속	acelerar	N	V;MASC;PL;V.PTCP
가속	acelerada	가속	acelerar	N	V;FEM;SG;V.PTCP
테크노	techno	테크노	techno		N;MASC;SG
노스웨스트	noroeste	노스웨스트	noroeste	PROPN	N;MASC;SG
상속	herda	상속	herda	N	V;IND;SG;3;PRS;FIN
크리스토프	kristoff	크리스토프	kristoff	PROPN	N;MASC;SG
버디	amigo	버디	amigo		N;MASC;SG
버디	amigão	버디	amigão		N;MASC;SG
버디	buddy	버디	buddy		N;MASC;SG
시어도어	theodore	시어도+어	theodore		N;MASC;SG
시어도어	teodoro	시어도+어	teodoro		N;MASC;SG
조종	manipular	조종	manipular	N	V;NFIN
조종	manipula	조종	manipular	N	V;IND;SG;3;PRS;FIN
보헤미아	boêmia	보헤미아	boêmia	PROPN	N;FEM;SG
보헤미아	boémia	보헤미아	boémia	PROPN	N;FEM;SG
간략하게	brevemente	간략+하+게	brevemente	CONJ	ADV
간략하게	resumidamente	간략+하+게	resumidamente	CONJ	ADV
럭키	sortuda	럭키	sortuda		N;FEM;SG
럭키	sorte	럭키	sorte		N;FEM;SG
럭키	lucky	럭키	lucky		N;MASC;SG
럭키	sortudo	럭키	sortudo		N;MASC;SG
미타	mita	미타	mitar		N;MASC;SG
인스턴트	instante	인스턴트	instante		N;MASC;SG
인스턴트	instantânea	인스턴트	instantâneo		ADJ;FEM;SG
인스턴트	instantâneo	인스턴트	instantâneo		ADJ;MASC;SG
인스턴트	instantâneos	인스턴트	instantâneo		ADJ;MASC;PL
애틀랜틱	atlântica	애틀랜틱	atlântico		N;FEM;SG
애틀랜틱	atlântico	애틀랜틱	atlântico		N;MASC;SG
호놀룰루	honolulu	호놀루+ㄹ	honolulu	PROPN	N;MASC;SG
아바나	havana	아바+나	haver	PROPN	N;FEM;SG
가와카미	kawakami	가와카미	kawakami		N;MASC;SG
나이로비	nairobi	나이로비	nairobi	PROPN	N;MASC;SG
셰퍼드	shepherd	셰퍼드	shepherd		N;MASC;SG
셰퍼드	pastor	셰퍼드	pastor		N;MASC;SG
그라나다	granada	그라나다	granada	PROPN	N;FEM;SG
루키	lou	루키	elau		N;MASC;SG
부드럽게	soft	부드럽+게	soft		N;MASC;SG
부드럽게	suave	부드럽+게	suave		ADJ;MASC;SG
부드럽게	macio	부드럽+게	macio		ADJ;MASC;SG
부드럽게	mole	부드럽+게	mole		ADJ;MASC;SG
부드럽게	suaves	부드럽+게	suave		ADJ;MASC;PL
부드럽게	suave	부드럽+게	suave		ADJ;MASC;SG
부드럽게	suaves	부드럽+게	suave		ADJ;MASC;PL
부드럽게	liso	부드럽+게	liso		N;MASC;SG
부드럽게	suavemente	부드럽+게	suavemente		ADV
부드럽게	gentilmente	부드럽+게	gentilmente		ADV
제미니	gemini	제미+니	geminir		N;MASC;SG
제미니	gêmeos	제미+니	gêmeo		N;MASC;PL
미란다	miranda	미라+ㄴ다	miranda		N;FEM;SG
트랜지스터	transistor	트랜지스터	transistor		N;MASC;SG
세이	redação	세이	redação		N;FEM;SG
세이	ensaio	세이	ensaio		N;MASC;SG
코발트	cobalto	코발트	cobalto		N;MASC;SG
차이점	diff	차이점	diff		N;MASC;SG
차이점	diferenças	차이점	diferença		N;FEM;PL
차이점	diferenca	차이점	diferenca		N;FEM;SG
차이점	diferença	차이점	diferença		N;FEM;SG
차이점	diferenças	차이점	diferença		N;FEM;PL
차이점	divergências	차이점	divergência		N;FEM;PL
차이점	diferenças	차이점	diferença		N;FEM;PL
논리학	lógico	논리학	lógico	N	ADJ;MASC;SG
버틀러	butler	버틀러	butler		N;MASC;SG
버틀러	mordomo	버틀러	mordomo		N;MASC;SG
마르셀	marcelle	마르+고	marcelle	PROPN	N;FEM;SG
마르셀	marcelo	마르+고	marcelo	PROPN	N;MASC;SG
마르셀	marcel	마르+고	marcel	PROPN	N;MASC;SG
이니셜	inicial	이니+처	inicial		ADJ;MASC;SG
이니셜	iniciais	이니+처	inicial		N;MASC;PL
이니셜	iniciais	이니+처	inicial		N;MASC;PL
일치	partidas	일치	partida		N;FEM;PL
일치	correspondências	일치	correspondência		N;FEM;PL
일치	fósforos	일치	fósforo		N;MASC;PL
일치	correspondentes	일치	correspondente		ADJ;MASC;PL
일치	correspondência	일치	correspondência		N;FEM;SG
일치	match	일치	match		N;MASC;SG
모리야마	moriyama	모리야마	moriyama		N;MASC;SG
성숙한	maduros	성숙+하+ㄴ	maduro	V	ADJ;MASC;PL
성숙한	maduro	성숙+하+ㄴ	maduro	V	ADJ;MASC;SG
성숙한	madura	성숙+하+ㄴ	madura	V	ADJ;FEM;SG
갈라타사라이	galatasaray	갈라타사라이	galatasaray		V;IND;SG;3;FIN
나오코	naoko	나오코	naoko		N;FEM;SG
비정상적인	anormais	비정상+적+이+ㄴ	anormal	V	ADJ;MASC;PL
비정상적인	aberração	비정상+적+이+ㄴ	aberração	V	N;FEM;SG
비정상적인	anormal	비정상+적+이+ㄴ	anormal	V	ADJ;MASC;SG
코스트	litoral	코스트	litoral		N;MASC;SG
코스트	costa	코스트	costa		N;FEM;SG
바스크	basco	바스크	basco	PROPN	N;MASC;SG
바스크	basca	바스크	basco	PROPN	N;MASC;SG
바스크	bascos	바스크	basco	PROPN	N;MASC;PL
켈러	kähler	켈러	kähler		N;MASC;SG
켈러	keller	켈러	keller		N;MASC;SG
동방신기	tvxq	동방신기	tvxq		N;MASC;SG
비너스	venus	비너스	venu		N;MASC;SG
비너스	vênus	비너스	vênus		N;MASC;SG
비너스	vénus	비너스	vénus		N;FEM;SG
손상	danificado	손상	danificar	N	V;MASC;SG;V.PTCP
손상	danificadas	손상	danificar	N	V;FEM;PL;V.PTCP
손상	danificados	손상	danificar	N	V;MASC;PL;V.PTCP
손상	danificada	손상	danificar	N	V;FEM;SG;V.PTCP
소매	varejo	소매	varejo		N;MASC;SG
소매	retalho	소매	retalho		N;MASC;SG
소매	mangas	소매	manga		N;FEM;PL
소매	mangueiras	소매	mangueira		N;FEM;PL
소매	manga	소매	mangar		N;FEM;SG
인피니티	infinito	인피니티	infinito		N;MASC;SG
인피니티	infinidade	인피니티	infinidade		N;FEM;SG
호흡	respirar	호흡	respirar	N	V;NFIN
호흡	respira	호흡	respirar	N	V;IND;SG;3;PRS;FIN
호흡	respirar	호흡	respirar	N	V;NFIN
호흡	respirando	호흡	respirar	N	V;V.MSDR
경쟁력	competitivas	경쟁력	competitivo	N	ADJ;FEM;PL
경쟁력	competitiva	경쟁력	competitivo	N	ADJ;FEM;SG
경쟁력	competitivo	경쟁력	competitivo	N	ADJ;MASC;SG
경쟁력	competitivos	경쟁력	competitivo	N	ADJ;MASC;PL
캐럴	carol	캐+아+내+ㄹ	carol		N;FEM;SG
캐럴	carroll	캐+아+내+ㄹ	carroll		N;MASC;SG
파이브	cinco	파이브	cinco		NUM
파이브	five	파이브	fiver		N;MASC;SG
긴자	ginza	긴자	ginza		N;MASC;SG
루피	rupias	루피	rupia		N;FEM;PL
루피	rúpias	루피	rúpia		N;FEM;PL
루피	rupia	루피	rupia		N;FEM;SG
사라예보	sarajevo	사라예보	sarajevo	PROPN	N;MASC;SG
모닝	manhã	모닝	manhã		N;FEM;SG
모닝	morning	모닝	morning		N;MASC;SG
카린	karin	카리+ㄴ	karin		N;FEM;SG
페루자	perugia	페루+자	perugia	PROPN	N;FEM;SG
악당	vilã	악당	vilã		N;FEM;SG
악당	vilões	악당	vilão		N;MASC;PL
악당	vilão	악당	vilão		N;MASC;SG
인디언스	indianos	인디언스	indiano	PROPN	N;MASC;PL
인디언스	índios	인디언스	índio	PROPN	N;MASC;PL
사노	sano	사노	sano		N;MASC;SG
보르네오	bornéu	보르네오	bornéu	PROPN	N;FEM;SG
보르네오	borneu	보르네오	borner	PROPN	V;IND;SG;3;PST;FIN
합법적인	legítima	합법+적+이+ㄴ	legítimo	V	ADJ;FEM;SG
합법적인	legítimo	합법+적+이+ㄴ	legítimo	V	ADJ;MASC;SG
합법적인	legítimos	합법+적+이+ㄴ	legítimo	V	ADJ;MASC;PL
합법적인	jurídica	합법+적+이+ㄴ	jurídico	V	N;FEM;SG
합법적인	jurídico	합법+적+이+ㄴ	jurídico	V	ADJ;MASC;SG
합법적인	legal	합법+적+이+ㄴ	legal	V	ADJ;MASC;SG
합법적인	legais	합법+적+이+ㄴ	legal	V	ADJ;MASC;PL
나미비아	namíbia	나미비아	namíbia	PROPN	N;FEM;SG
휴식	quebrar	휴식	quebrar	N	V;NFIN
휴식	descansando	휴식	descansar	N	V;V.MSDR
휴식	descansa	휴식	descansar	N	V;IND;SG;3;PRS;FIN
휴식	descansar	휴식	descansar	N	V;NFIN
휴식	descanse	휴식	descanse	N	V;SBJV;SG;3;PRS;FIN
리코	ricoh	리코	ricoh		N;MASC;SG
북극	ártico	북극	ártico		N;MASC;SG
북극	arctic	북극	arctic		N;MASC;SG
북극	árctico	북극	árctico		N;MASC;SG
똑바로	straight	똑바로	straight		N;MASC;SG
똑바로	hetero	똑바로	hetero		N;MASC;SG
똑바로	hétero	똑바로	hétero		ADJ;MASC;SG
똑바로	direto	똑바로	direto		N;MASC;SG
캘거리	calgary	캘거리	calgary	PROPN	N;MASC;SG
친절한	gentil	친절+하+ㄴ	gentil	V	ADJ;MASC;SG
친절한	bondoso	친절+하+ㄴ	bondoso	V	ADJ;MASC;SG
친절한	tipo	친절+하+ㄴ	tipo	V	N;MASC;SG
로테르담	roterdão	로테르담	roterdão	PROPN	N;MASC;SG
로테르담	rotterdam	로테르담	rotterdar	PROPN	N;MASC;SG
빌드	construir	빌드	construir	N	V;NFIN
빌드	construa	빌드	construo	N	V;SBJV;SG;3;PRS;FIN
빌드	constrói	빌드	construir	N	V;IND;SG;3;PRS;FIN
빌드	constrói	빌드	construir	N	V;IND;SG;3;PRS;FIN
실리콘	silicone	실리콘	silicone		N;MASC;SG
실리콘	silício	실리콘	silício		N;MASC;SG
실리콘	silicone	실리콘	silicone		N;MASC;SG
생선	peixes	생선	peixe		N;MASC;PL
생선	peixe	생선	peixe		N;MASC;SG
히로사키	hirosaki	히로사키	hirosaki	PROPN	N;MASC;SG
레프	lev	레프	lev		PROPN;MASC;SG
히로코	hiroko	히로코	hiroko		N;MASC;SG
리에주	liège	리에주	liège		N;MASC;SG
브루나이	brunei	브루나이	brunei	PROPN	N;MASC;SG
쌓인	empilhados	쌓이+ㄴ	empilhar		V;MASC;PL;V.PTCP
움직여	mover	움직이+어	mover		V;NFIN
급속한	rapid	급속+하+ㄴ	rapid	V	N;MASC;SG
정화	purificar	정화	purificar		V;NFIN
정화	purificação	정화	purificação		N;FEM;SG
나카타	nakata	나카타	nakata		N;MASC;SG
원고	queixoso	원+고	queixoso		N;MASC;SG
원고	queixosos	원+고	queixoso		N;MASC;PL
원고	demandantes	원+고	demandante		N;MASC;PL
크리스티	christie	크리스티	christie		N;MASC;SG
해외로	ultramarinos	해외+로	ultramarino	ADV	N;MASC;PL
해외로	ultramar	해외+로	ultramar	ADV	N;MASC;SG
유리코	yuriko	유리코	yuriko		N;MASC;SG
엑스포	exposição	엑스포	exposição		N;FEM;SG
엑스포	expo	엑스포	expo		N;MASC;SG
엑스포	expos	엑스포	expor		V;IND;SG;3;PRS;FIN
컴파일러	coletânea	컴파일러	coletânea		N;FEM;SG
컴파일러	compilação	컴파일러	compilação		N;FEM;SG
컴파일러	compiladores	컴파일러	compilador		N;MASC;PL
컴파일러	compilador	컴파일러	compilador		N;MASC;SG
그릇	bowl	그릇	bowl		N;MASC;SG
그릇	taça	그릇	taça		N;FEM;SG
그릇	tigela	그릇	tigela		N;FEM;SG
그릇	taças	그릇	taça		N;FEM;PL
힐러리	hillary	힐러리	hillary	PROPN	N;MASC;SG
힐러리	hillary	힐러리	hillary	PROPN	N;MASC;SG
힐러리	hilary	힐러리	hilary	PROPN	N;MASC;SG
캅카스	cáucaso	캅카스	cáucaso	PROPN	N;MASC;SG
캅카스	cop	캅카스	cop	PROPN	N;MASC;SG
나카니시	nakanishi	나카니시	nakanishi		N;MASC;SG
촛불	vela	촛불	vela		N;FEM;SG
촛불	velas	촛불	vela		N;FEM;PL
무스카트	muscat	무스카트	muscat	PROPN	N;MASC;SG
스타트	startups	스타트	startup		N;MASC;PL
우랄	ural	우랄	ural		N;MASC;SG
우랄	urais	우랄	ural		N;MASC;PL
상점	conservar	상점	conservar	N	V;NFIN
상점	armazenar	상점	armazenar	N	V;NFIN
스티븐스	steven	스티븐스	steven	PROPN	N;MASC;SG
스티븐스	stevens	스티븐스	stevem	PROPN	N;MASC;SG
바꾸기	substituição	바꾸+기	substituição	V	N;FEM;SG
바꾸기	switch	바꾸+기	switch	V	N;MASC;SG
바꾸기	troca	바꾸+기	troca	V	N;FEM;SG
바꾸기	swap	바꾸+기	swap	V	N;MASC;SG
바꾸기	mudança	바꾸+기	mudança	V	N;FEM;SG
바꾸기	mudanças	바꾸+기	mudança	V	N;FEM;PL
바꾸기	troco	바꾸+기	troco	V	N;MASC;SG
카운트다운	contagem	카운트+답+ㄴ	contagem		N;FEM;SG
분홍색	pink	분홍색	pink		N;MASC;SG
분홍색	rosa	분홍색	rosa		N;FEM;SG
요리사	cook	요리사	cook		N;MASC;SG
요리사	cozinhar	요리사	cozinhar		V;NFIN
요리사	cozinheiro	요리사	cozinheiro		N;MASC;SG
요리사	chef	요리사	chef		N;MASC;SG
요리사	cozinheiro	요리사	cozinheiro		N;MASC;SG
헤더	cabeçalho	헤더	cabeçalho		N;MASC;SG
헤더	heather	헤더	heather		N;FEM;SG
헤더	cabeçalhos	헤더	cabeçalho		N;MASC;PL
십자	cruz	십자	cruz		N;FEM;SG
십자	cross	십자	cross		N;MASC;SG
사산	natimorto	사산	natimorto	PROPN	N;MASC;SG
카스트로	castro	카스트+로	castro		N;MASC;SG
라이스	rice	라이스	rice		N;MASC;SG
라이스	arroz	라이스	arroz		N;MASC;SG
사춘기	adolescente	사춘기	adolescente		N;MASC;SG
사춘기	adolescentes	사춘기	adolescente		N;MASC;PL
사춘기	adolescência	사춘기	adolescência		N;FEM;SG
사춘기	puberdade	사춘기	puberdade		N;FEM;SG
사춘기	adolescência	사춘기	adolescência		N;FEM;SG
베넷	bennett	베넷	bennett		N;MASC;SG
베넷	bennet	베넷	bennet		N;FEM;SG
후드	capuz	후드	capuz		N;MASC;SG
후드	hood	후드	hood		N;MASC;SG
페인	payne	페인	payne		N;MASC;SG
페인	paine	페인	paine		N;MASC;SG
요셉	joseph	요셉	joseph		N;MASC;SG
요셉	josé	요셉	josé		N;MASC;SG
프론티어	fronteiras	프론티어	fronteira		N;FEM;PL
프론티어	fronteira	프론티어	fronteira		N;FEM;SG
디아블로	diablo	디아블+로	diablo	ADV	N;MASC;SG
불안	insegura	불안	insegurar	N	ADJ;FEM;SG
불안	inseguro	불안	inseguro	N	ADJ;MASC;SG
불안	inseguros	불안	inseguro	N	ADJ;MASC;PL
퀸즈	rainhas	퀸즈	rainha		N;FEM;PL
퀸즈	queens	퀸즈	queen		N;MASC;SG
프린터	imprimir	프린터	imprimir	N	V;NFIN
터미네이터	exterminador	터미레이터	exterminador		N;MASC;SG
일렉트로니카	electronica	일렉트로니카	eletronicar		N;MASC;SG
채소	vegetal	채소	vegetal	N	ADJ;MASC;SG
스트라스부르	estrasburgo	스트라스부르	estrasburgo	PROPN	N;MASC;SG
키르기스스탄	quirguistão	키르기스스탄	quirguistão	PROPN	N;MASC;SG
무라타	murata	무라타	murato		N;FEM;SG
바트	bart	바트	bart		N;MASC;SG
바트	baht	바트	baht		N;MASC;SG
시리우스	sirius	시리우스	sirio	PROPN	N;MASC;SG
킹스턴	kingston	킹스턴	kingston		N;MASC;SG
킹스턴	florença	킹스턴	florença		N;MASC;SG
협조	coopera	협조	cooperar	N	V;IND;SG;3;PRS;FIN
협조	cooperar	협조	cooperar	N	V;NFIN
랄프	ralph	랄프	ralph		N;MASC;SG
클릭	clica	클릭	clica	N	V;IND;SG;3;PRS;FIN
클릭	clique	클릭	clique	N	V;SBJV;SG;3;PRS;FIN
하디	hardy	하디	hardy		N;MASC;SG
파스타	macarrão	파스타	macarrão		N;MASC;SG
파스타	massa	파스타	massa		N;FEM;SG
파스타	massas	파스타	massa		N;FEM;PL
다스	darth	다스	darth		N;MASC;SG
북서	northwestern	북서	northwestern		N;MASC;SG
북서	noroeste	북서	noroeste		N;MASC;SG
북서	noroeste	북서	noroeste		N;MASC;SG
페르시아어	persa	페르시아어	persa	PROPN	N;MASC;SG
페르시아어	persas	페르시아어	persa	PROPN	N;MASC;PL
노르딕	nórdica	노르딕	nórdico		N;FEM;SG
노르딕	nórdico	노르딕	nórdico		ADJ;MASC;SG
노르딕	nórdicos	노르딕	nórdico		N;MASC;PL
매리너스	mariners	매리너스	mariner		N;MASC;SG
플랜	plano	플랜	plano		N;MASC;SG
플랜	plan	플랜	plan		N;MASC;SG
플랜	planejar	플랜	planejar		V;NFIN
플랜	planos	플랜	plano		N;MASC;PL
의미있는	significativo	의미있+는	significativo		ADJ;MASC;SG
의미있는	significativa	의미있+는	significativo		ADJ;FEM;SG
의미있는	significativas	의미있+는	significativo		ADJ;FEM;PL
미아	mia	미+아	mia		N;FEM;SG
야채	vegetal	야채	vegetal	N	ADJ;MASC;SG
적분	integral	적분	integral	N	ADJ;MASC;SG
삼각주	delta	삼각주	delta	PROPN	N;MASC;SG
사각형	quadrada	사각형	quadrada		N;FEM;SG
사각형	praça	사각형	praça		N;FEM;SG
사각형	square	사각형	square		N;MASC;SG
사각형	quadrado	사각형	quadrado		N;MASC;SG
사각형	quadrados	사각형	quadrados		N;MASC;PL
사각형	quadrilátero	사각형	quadrilátero		N;MASC;SG
사각형	retangular	사각형	retangular		ADJ;MASC;SG
사각형	retângulo	사각형	retângulo		N;MASC;SG
사각형	rectângulo	사각형	rectângulo		N;MASC;SG
사각형	retangular	사각형	retangular		ADJ;MASC;SG
사각형	rectangular	사각형	rectangular		ADJ;MASC;SG
청소	limpando	청소	limpar	N	V;V.MSDR
청소	limpar	청소	limpar	N	V;NFIN
청소	limpo	청소	limpo	N	ADJ;MASC;SG
청소	limpe	청소	limpe	N	V;SBJV;SG;3;PRS;FIN
청소	limpar	청소	limpar	N	V;NFIN
청소	limpa	청소	limpa	N	ADJ;FEM;SG
청소	limpos	청소	limpo	N	V;MASC;PL;V.PTCP
거기	ai	거기	ai		INTJ
거기	ali	거기	ali		ADV
거기	aí	거기	aí		ADV
거기	lá	거기	lá		ADV
세미	semi	세미	semir		N;MASC;SG
중등	secundárias	중등	secundário	N	ADJ;FEM;PL
중등	secundários	중등	secundário	N	ADJ;MASC;PL
베이시스트	baixista	베이시스트	baixista	PROPN	N;MASC;SG
캐롤	carol	캐롤	carol		N;FEM;SG
캐롤	carroll	캐롤	carroll		N;MASC;SG
캐롤	carole	캐롤	carole		N;FEM;SG
엘리	ellie	엘리	ellie		N;FEM;SG
엘리	eli	엘리	eli		N;MASC;SG
부채	dividas	부채	divida		N;FEM;PL
부채	débitos	부채	débito		N;MASC;PL
부채	dívidas	부채	dívida		N;FEM;PL
부채	passivo	부채	passivo		ADJ;MASC;SG
부채	responsabilidades	부채	responsabilidade		N;FEM;PL
부채	passivos	부채	passivo		ADJ;MASC;PL
부채	dívida	부채	dívida		N;FEM;SG
부채	dívidas	부채	dívida		N;FEM;PL
히로세	hirose	히로세	hirose		N;MASC;SG
발효	fermentado	발효	fermentar	N	V;MASC;SG;V.PTCP
발효	fermentados	발효	fermentar	N	V;MASC;PL;V.PTCP
체리	cherry	체리	cherry		N;MASC;SG
체리	cereja	체리	cereja		N;FEM;SG
체리	cerejeira	체리	cerejeiro		N;FEM;SG
체리	cerejas	체리	cereja		N;FEM;PL
경관	oficial	경관	oficial	N	ADJ;MASC;SG
버섯	cogumelos	버섯	cogumelo		N;MASC;PL
버섯	cogumelos	버섯	cogumelo		N;MASC;PL
버섯	cogumelo	버섯	cogumelo		N;MASC;SG
익숙한	familiar	익숙+하+ㄴ	familiar	V	ADJ;MASC;SG
파이팅	lutar	파이팅	lutar		V;NFIN
파이팅	lutando	파이팅	lutar		V;V.MSDR
파이팅	fighting	파이팅	fighting		N;MASC;SG
튀니스	tunes	튀니스	tune	PROPN	N;MASC;SG
매력	glamour	매력	glamour	N	ADJ;MASC;SG
매력	encantador	매력	encantador	N	ADJ;MASC;SG
매력	charmoso	매력	charmoso	N	ADJ;MASC;SG
매력	encantadora	매력	encantador	N	ADJ;FEM;SG
매력	charmosa	매력	charmoso	N	ADJ;FEM;SG
선진	desenvolvido	선진	desenvolver		V;MASC;SG;V.PTCP
선진	desenvolvidas	선진	desenvolver		V;FEM;PL;V.PTCP
선진	desenvolvidos	선진	desenvolver		V;MASC;PL;V.PTCP
선진	desenvolvida	선진	desenvolver		V;FEM;SG;V.PTCP
선진	desenvolveu	선진	desenvolver		V;IND;SG;3;PST;FIN
선진	avanço	선진	avanço		N;MASC;SG
타카기	takagi	타카기	takagi		N;MASC;SG
조건부	condicional	조건부	condicional		ADJ;MASC;SG
조건부	condicionais	조건부	condicional		ADJ;MASC;PL
메세지	recado	메세지	recado		N;MASC;SG
메세지	mensagem	메세지	mensagem		N;FEM;SG
사쿠마	sakuma	사쿠마	sakuma		N;FEM;SG
비엔나	viena	비엔나	viena	PROPN	N;FEM;SG
아사쿠사	asakusa	아사쿠사	asakusa	PROPN	N;FEM;SG
예의	educado	예의	educado	N	V;MASC;SG;V.PTCP
예의	educada	예의	educada	N	V;FEM;SG;V.PTCP
예의	educados	예의	educar	N	V;MASC;PL;V.PTCP
예의	cortês	예의	cortês	N	ADJ;MASC;SG
노리치	norwich	노리치	norwich	PROPN	N;MASC;SG
아키오	akio	아키+오	akio		N;MASC;SG
블라디보스토크	vladivostok	블라디보스토크	vladivostok	PROPN	N;MASC;SG
카나코	kanako	카나코	kanako		N;MASC;SG
후지사와	fujisawa	후지사+와	fujisar	CONJ	N;MASC;SG
생태	ecológica	생태	ecológico	N	ADJ;FEM;SG
생태	ecológicas	생태	ecológico	N	ADJ;FEM;PL
생태	ecológicos	생태	ecológico	N	ADJ;MASC;PL
생태	ecológico	생태	ecológico	N	ADJ;MASC;SG
증언	testemunhar	증언	testemunhar	N	V;NFIN
증언	testemunhar	증언	testemunhar	N	V;NFIN
트루먼	truman	트루+어	truman		N;MASC;SG
노보루	noboru	노보루	nobor		N;MASC;SG
모하마드	mohammad	모하마드	mohammad	PROPN	N;MASC;SG
모하마드	maomé	모하마드	maomé	PROPN	N;MASC;SG
오마르	omar	오마르	omar	PROPN	N;MASC;SG
일반인	generalidades	일반+이+ㄴ	generalidade		N;MASC;PL
일반인	gerais	일반+이+ㄴ	geral		N;MASC;PL
일반인	geral	일반+이+ㄴ	geral		N;MASC;SG
일반인	general	일반+이+ㄴ	general		N;MASC;SG
싱어	cantora	싱어	cantora		N;FEM;SG
싱어	singer	싱어	singer		N;MASC;SG
싱어	cantor	싱어	cantor		N;MASC;SG
바바	baba	바바	baba		N;FEM;SG
바바	babá	바바	babar		N;FEM;SG
벨파스트	belfast	벨파스트	belfast	PROPN	N;MASC;SG
잔혹한	cruel	잔혹+하+ㄴ	cruel	V	ADJ;MASC;SG
