din	from	din	from	ADP;ACC	PROPN
bucuresti	бухаресте	bucurest	бухарест	PROPN	N;INAN;ESS;MASC;SG
bucuresti	бухаресте	bucurest	бухарест	PROPN	N;INAN;ESS;MASC;SG
bucuresti	бухаресте	bucurest	бухарест	PROPN	N;INAN;ESS;MASC;SG
romania	румыния	romanie	румыния	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
romania	румынии	romanie	румыния	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
romania	румыния	romanie	румыния	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
romania	румынии	romanie	румыния	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
jpg	jpg	jpg	jpg	N	
lista	перечень	listă	перечень	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
lista	список	listă	список	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
lista	перечень	listă	перечень	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
lista	список	listă	список	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
ucraina	ukraine	ucraina	ukraine	PROPN	PROPN
ucraina	украина	ucraina	украина	PROPN	N;INAN;NOM;FEM;SG
ucraina	украину	ucraina	украина	PROPN	N;INAN;ACC;FEM;SG
ani	ани	an	ани	N;INDF;MASC;PL	N;INAN;NOM;FEM;SG
ani	years	an	years	N;INDF;MASC;PL	PROPN
avea	имел	avea	иметь	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
intre	между	intra	между	V;SBJV;3;PRS;FIN	ADP
intre	между	intra	между	V;SBJV;3;PRS;FIN	ADP
pana	до	pană	до	N;DEF;FEM;SG	ADP
pana	перо	pană	перо	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
poate	может	poate	мочь	ADV	V;IPFV;IND;SG;3;PRS;FIN;ACT
poate	возможно	poate	возможный	ADV	ADJ;NEUT;SG
poate	возможно	poate	возможный	ADV	ADJ;NEUT;SG
rege	king	rege	king	N;INDF;MASC;SG	PROPN
alte	другой	alt	другой	DET;FEM;PL;3	ADJ;NOM;MASC;SG
alte	другая	alt	другой	DET;FEM;PL;3	ADJ;NOM;FEM;SG
alte	другое	alt	другой	DET;FEM;PL;3	ADJ;NOM;NEUT;SG
alte	другие	alt	другой	DET;FEM;PL;3	ADJ;NOM;PL
alte	прочие	alt	прочий	DET;FEM;PL;3	ADJ;NOM;PL
cand	когда	cand	когда		CONJ
cand	when	cand	when		PROPN
cand	когда	cand	когда		CONJ
cand	when	cand	when		PROPN
regiune	область	regiune	область	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
regiune	регион	regiune	регион	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
anii	годы	an	год	N;DEF;MASC;PL	N;INAN;ACC;MASC;PL
anii	лет	an	год	N;DEF;MASC;PL	N;INAN;GEN;MASC;PL
anii	years	an	years	N;DEF;MASC;PL	PROPN
parte	часть	parte	часть	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
parte	частично	parte	частично	N;INDF;FEM;SG	ADV
judetul	графство	judet	графство	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
judetul	округе	judet	округ	N;DEF;MASC;SG	N;INAN;ESS;MASC;SG
judetul	округ	judet	округ	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
judetul	графство	judet	графство	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
judetul	округе	judet	округ	N;DEF;MASC;SG	N;INAN;ESS;MASC;SG
judetul	округ	judet	округ	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
centura	ремень	centură	ремень	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
centura	пояса	centură	пояс	N;DEF;FEM;SG	N;INAN;NOM;MASC;PL
centura	пояс	centură	пояс	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
centura	ремень	centură	ремень	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
centura	пояса	centură	пояс	N;DEF;FEM;SG	N;INAN;NOM;MASC;PL
centura	пояс	centură	пояс	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
dinastia	династии	dinastie	династия	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
dinastia	династия	dinastie	династия	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
timp	time	timp	time	N;INDF;MASC;SG	PROPN
despre	about	despre	about	ADP;ACC	PROPN
despre	о	despre	о	ADP;ACC	INTJ
majoritatea	большинство	majoritate	большинство	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
majoritatea	наиболее	majoritate	наиболее	N;DEF;FEM;SG	ADV
majoritatea	большинство	majoritate	большинство	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
densitate	плотность	densitate	плотность	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
limba	язык	limbă	язык	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
limba	язык	limbă	язык	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
limba	язык	limbă	язык	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
limba	язык	limbă	язык	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
multe	многих	mult	много	PRO;FEM;PL;3	NUM
multe	много	mult	много	PRO;FEM;PL;3	ADV
multe	многим	mult	много	PRO;FEM;PL;3	NUM
multe	многие	mult	много	PRO;FEM;PL;3	NUM
prima	первый	prim	первый	NUM;DEF;FEM;SG	ADJ;NOM;MASC;SG
prima	сначала	prim	сначала	NUM;DEF;FEM;SG	ADV
prima	первое	prim	первый	NUM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
prima	первая	prim	первый	NUM;DEF;FEM;SG	ADJ;NOM;FEM;SG
prima	first	prim	first	NUM;DEF;FEM;SG	PROPN
prima	премиум	prim	премиум	NUM;DEF;FEM;SG	N;INAN;NOM;MASC;SG
prima	премия	prim	премия	NUM;DEF;FEM;SG	N;INAN;NOM;FEM;SG
prima	premium	prim	premium	NUM;DEF;FEM;SG	PROPN
sat	сидел	sat	сидеть	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
sat	сел	sat	сесть	N;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;MID
sat	села	sat	сесть	N;INDF;MASC;SG	V;IPFV;NEUT;IND;SG;PST;FIN;MID
biserica	церковь	biserică	церковь	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
biserica	церкви	biserică	церковь	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
biserica	церковь	biserică	церковь	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
biserica	церкви	biserică	церковь	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
toate	всем	tot	все	PRO;FEM;PL;3	PRO;ANIM;DAT;PL
toate	всех	tot	все	PRO;FEM;PL;3	PRO;ANIM;ACC;PL
toate	all	tot	all	PRO;FEM;PL;3	PROPN
toate	все	tot	все	PRO;FEM;PL;3	PRO;INAN;NOM;NEUT;SG
adresa	адреса	adresă	адрес	N;DEF;FEM;SG	N;INAN;NOM;MASC;PL
adresa	адрес	adresă	адрес	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
adresa	адреса	adresă	адрес	N;DEF;FEM;SG	N;INAN;NOM;MASC;PL
adresa	адрес	adresă	адрес	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
cum	как	cum	как	ADV	CONJ
imagine	картинка	imagine	картинка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
imagine	фотография	imagine	фотография	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
imagine	фотка	imagine	фотка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
imagine	имидж	imagine	имидж	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
imagine	картинка	imagine	картинка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
imagine	образ	imagine	образ	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
imagine	изображения	imagine	изображение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
imagine	изображение	imagine	изображение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
statul	штат	stat	штат	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
statul	состояние	stat	состояние	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
statul	государство	stat	государство	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
lor	их	lui	они	DET;3	PRO;ACC;PL;3
familia	семья	familie	семья	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
familia	семейство	familie	семейство	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
familia	семейное	familie	семейный	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
familia	семьи	familie	семья	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
familia	родные	familie	родной	N;DEF;FEM;SG	ADJ;NOM;PL
numele	имя	nume	имя	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
numele	название	nume	название	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
timpul	время	timp	время	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
timpul	времени	timp	время	N;DEF;MASC;SG	N;INAN;GEN;NEUT;SG
timpul	тайм	timp	тайма	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
timpul	time	timp	time	N;DEF;MASC;SG	PROPN
nord	северный	nord	северный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
nord	северная	nord	северный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
nord	северной	nord	северный	N;INDF;MASC;SG	ADJ;INS;FEM;SG
nord	нор	nord	нора	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
nord	nord	nord	nord	N;INDF;MASC;SG	PROPN
principala	основная	principal	основной	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
principala	основные	principal	основной	ADJ;DEF;FEM;SG	ADJ;NOM;PL
principala	главная	principal	главный	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
principala	основных	principal	основной	ADJ;DEF;FEM;SG	ADJ;GEN;PL
principala	основная	principal	основной	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
principala	основные	principal	основной	ADJ;DEF;FEM;SG	ADJ;NOM;PL
principala	главная	principal	главный	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
principala	основных	principal	основной	ADJ;DEF;FEM;SG	ADJ;GEN;PL
sud	южная	sud	южный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
sud	южный	sud	южный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
sud	южной	sud	южный	N;INDF;MASC;SG	ADJ;INS;FEM;SG
erau	были	fi	быть	V;IND;PL;3;IPFV;FIN	V;IPFV;IND;PL;PST;FIN;ACT
primul	первый	prim	первый	NUM;DEF;MASC;SG	ADJ;NOM;MASC;SG
primul	сначала	prim	сначала	NUM;DEF;MASC;SG	ADV
primul	первое	prim	первый	NUM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
primul	первая	prim	первый	NUM;DEF;MASC;SG	ADJ;NOM;FEM;SG
primul	first	prim	first	NUM;DEF;MASC;SG	PROPN
doar	только	doar	только	ADV	PART
doar	просто	doar	просто	ADV	PART
doar	только	doar	только	ADV	PART
editura	издательство	editură	издательство	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
editura	издатель	editură	издатель	N;DEF;FEM;SG	N;ANIM;NOM;MASC;SG
asteroid	астероид	asteroid	астероид	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;SG
recensamantului	переписи	recensamant	перепись	N;DEF;MASC;SG	N;INAN;NOM;FEM;PL
recensamantului	перепись	recensamant	перепись	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
lats	латов	lats	лат		N;INAN;GEN;MASC;PL
discutie	обсуждение	discutie	обсуждение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
discutie	дискуссия	discutie	дискуссия	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
discutie	обсуждения	discutie	обсуждение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
discutie	дискуссии	discutie	дискуссия	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
discutie	обсуждение	discutie	обсуждение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
discutie	дискуссия	discutie	дискуссия	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
discutie	обсуждения	discutie	обсуждение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
discutie	дискуссии	discutie	дискуссия	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
discutie	обсуждение	discutie	обсуждение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
discutie	дискуссия	discutie	дискуссия	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
discutie	обсуждения	discutie	обсуждение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
discutie	дискуссии	discutie	дискуссия	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
franta	франции	frantă	франция	PROPN	N;INAN;NOM;FEM;PL
franta	франс	frantă	франс	PROPN	N;INAN;NOM;MASC;SG
franta	франция	frantă	франция	PROPN	N;INAN;NOM;FEM;SG
franta	france	frantă	france	PROPN	PROPN
franta	франции	frantă	франция	PROPN	N;INAN;NOM;FEM;PL
franta	франс	frantă	франс	PROPN	N;INAN;NOM;MASC;SG
franta	франция	frantă	франция	PROPN	N;INAN;NOM;FEM;SG
franta	france	frantă	france	PROPN	PROPN
franta	франции	frantă	франция	PROPN	N;INAN;NOM;FEM;PL
franta	франс	frantă	франс	PROPN	N;INAN;NOM;MASC;SG
franta	франция	frantă	франция	PROPN	N;INAN;NOM;FEM;SG
franta	france	frantă	france	PROPN	PROPN
partea	часть	parte	часть	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
partea	частично	parte	частично	N;DEF;FEM;SG	ADV
mult	многое	mult	многое	ADV	N;INAN;NOM;NEUT;SG
fara	без	fară	без		ADP
fara	без	fară	без		ADP
departamentul	департамент	departament	департамент	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
raionul	проход	raion	проход	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
data	свидание	dată	свидание	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
data	дата	dată	дата	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
data	данные	dată	данные	N;DEF;FEM;SG	N;INAN;NOM;PL
data	данных	dată	данные	N;DEF;FEM;SG	N;INAN;GEN;PL
data	data	dată	data	N;DEF;FEM;SG	PROPN
data	свидание	dată	свидание	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
data	дата	dată	дата	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
unul	одна	unul	один	PRO;MASC;SG;3	DET;NOM;FEM;SG
unul	one	unul	one	PRO;MASC;SG;3	PROPN
unul	одно	unul	один	PRO;MASC;SG;3	DET;NOM;NEUT;SG
unul	один	unul	один	PRO;MASC;SG;3	NUM;NOM;MASC
grup	группы	grup	группа	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
grup	group	grup	group	N;INDF;MASC;SG	PROPN
locul	место	loc	место	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
oras	town	oras	town	N;INDF;MASC;SG	PROPN
oras	city	oras	city	N;INDF;MASC;SG	PROPN
oras	города	oras	город	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
oras	town	oras	town	N;INDF;MASC;SG	PROPN
oras	city	oras	city	N;INDF;MASC;SG	PROPN
oras	города	oras	город	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
oras	town	oras	town	N;INDF;MASC;SG	PROPN
oras	city	oras	city	N;INDF;MASC;SG	PROPN
oras	города	oras	город	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
pot	может	putea	мочь	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
pot	могу	putea	мочь	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
pot	можно	putea	можно	V;IND;PL;3;PRS;FIN	ADV
pot	can	putea	can	V;IND;PL;3;PRS;FIN	PROPN
camp	поля	camp	поле	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
germania	германия	germania	германий	PROPN	N;INAN;NOM;NEUT;SG
germania	германию	germania	германия	PROPN	N;INAN;ACC;NEUT;SG
germania	германии	germania	германия	PROPN	N;INAN;ESS;NEUT;SG
face	make	face	make	V;IND;SG;3;PRS;FIN	PROPN
satul	деревне	sat	деревня	N;DEF;MASC;SG	N;INAN;DAT;FEM;SG
satul	село	sat	село	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
satul	деревня	sat	деревня	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
national	национальные	national	национальный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
national	национальных	national	национальный	ADJ;INDF;MASC;SG	ADJ;GEN;PL
national	national	national	national	ADJ;INDF;MASC;SG	PROPN
national	национальные	national	национальный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
national	национальных	national	национальный	ADJ;INDF;MASC;SG	ADJ;GEN;PL
national	national	national	national	ADJ;INDF;MASC;SG	PROPN
national	национальные	national	национальный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
national	национальных	national	национальный	ADJ;INDF;MASC;SG	ADJ;GEN;PL
national	national	national	national	ADJ;INDF;MASC;SG	PROPN
note	отмечает	notă	отмечать	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
perioada	период	perioadă	период	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
perioada	период	perioadă	период	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
minoritate	меньшинства	minoritate	меньшинство	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
minoritate	меньшинство	minoritate	меньшинство	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
ucraineana	украинский	ucrainean	украинский	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
ucraineana	украинские	ucrainean	украинский	N;DEF;FEM;SG	ADJ;NOM;PL
ucraineana	украинская	ucrainean	украинский	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
ucraineana	украинцы	ucrainean	украинец	N;DEF;FEM;SG	N;ANIM;NOM;MASC;PL
cadrul	рамки	cadru	рамка	N;DEF;MASC;SG	N;INAN;NOM;FEM;PL
general	общие	general	общий	ADJ;INDF;MASC;SG	ADJ;NOM;PL
general	генерал	general	генерал	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
razboi	войны	razboi	война	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
razboi	war	razboi	war	N;INDF;MASC;SG	PROPN
razboi	войны	razboi	война	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
razboi	war	razboi	war	N;INDF;MASC;SG	PROPN
peste	over	peste	over	ADP;ACC	PROPN
peste	рыбка	peste	рыбка	ADP;ACC	N;ANIM;NOM;FEM;SG
peste	рыба	peste	рыба	ADP;ACC	N;ANIM;NOM;FEM;SG
peste	рыбы	peste	рыба	ADP;ACC	N;ANIM;NOM;FEM;PL
romana	румынии	romană	румыния	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
romana	римская	romană	римский	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
romana	роман	romană	роман	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
romana	романы	romană	роман	N;DEF;FEM;SG	N;INAN;NOM;MASC;PL
romana	романа	romană	роман	N;DEF;FEM;SG	N;INAN;GEN;MASC;SG
afla	учись	afla	учиться	V;IND;SG;3;IPFV;FIN	V;IPFV;IMP;SG;2;FIN;MID
afla	учитесь	afla	учиться	V;IND;SG;3;IPFV;FIN	V;IPFV;IND;PL;2;PRS;FIN;MID
inceput	начали	incepe	начать	ADJ;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN;ACT
inceput	начато	incepe	начать	ADJ;INDF;MASC;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
inceput	начал	incepe	начать	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
inceput	началось	incepe	начаться	ADJ;INDF;MASC;SG	V;PFV;NEUT;IND;SG;PST;FIN;MID
inceput	начало	incepe	начало	ADJ;INDF;MASC;SG	N;INAN;NOM;NEUT;SG
duce	герцог	duce	герцог	V;IND;SG;3;PRS;FIN	N;ANIM;NOM;MASC;SG
duce	дюк	duce	дюк	V;IND;SG;3;PRS;FIN	N;ANIM;NOM;MASC;SG
duce	дуче	duce	дуча	V;IND;SG;3;PRS;FIN	
roman	румынии	roman	румыния	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
roman	римская	roman	римский	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
provincia	область	provincie	область	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
provincia	провинция	provincie	провинция	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
existand	существующие	existand	существовать		V;IPFV;NOM;PL;PRS;V.PTCP;ACT
existand	существующая	existand	существовать		V;IPFV;NOM;FEM;SG;PRS;V.PTCP;ACT
existand	существующее	existand	существовать		V;IPFV;NOM;NEUT;SG;PRS;V.PTCP;ACT
existand	существующий	existand	существовать		V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
vedere	посмотреть	vedere	смотреть	N;INDF;FEM;SG	V;PFV;NFIN;ACT
vedere	просмотр	vedere	просмотр	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
vedere	просмотреть	vedere	просмотреть	N;INDF;FEM;SG	V;PFV;NFIN;ACT
vedere	вид	vedere	вид	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
wikipedia	википедия	wikipedia	википедия	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
wikipedia	википедии	wikipedia	википедия	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
specie	видов	specie	вид	N;INDF;FEM;SG	N;INAN;GEN;MASC;PL
specie	виды	specie	вид	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
specie	вид	specie	вид	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
punct	point	punct	point	N;INDF;MASC;SG	PROPN
unite	объединенные	unit	объединить	ADJ;INDF;FEM;PL	V;PFV;NOM;PL;PST;V.PTCP;PASS
unite	united	unit	united	ADJ;INDF;FEM;PL	PROPN
unite	юнайтед	unit	юнайтед	ADJ;INDF;FEM;PL	N;INAN;NOM;MASC;SG
moldova	молдова	moldova	молдов	PROPN	N;INAN;NOM;FEM;SG
aceste	эти	acest	этот	DET;FEM;PL;3	DET;NOM;PL
secolul	век	secol	век	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
secolul	столетие	secol	столетие	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
una	одна	unul	один	PRO;FEM;SG;3	DET;NOM;FEM;SG
una	one	unul	one	PRO;FEM;SG;3	PROPN
una	одно	unul	один	PRO;FEM;SG;3	DET;NOM;NEUT;SG
una	один	unul	один	PRO;FEM;SG;3	NUM;NOM;MASC
aceasta	this	acesta	this	PRO;FEM;SG;3	PROPN
aceasta	это	acesta	это	PRO;FEM;SG;3	PRO;INAN;NOM;NEUT;SG
aceasta	эта	acesta	этот	PRO;FEM;SG;3	DET;NOM;FEM;SG
aceasta	этот	acesta	этот	PRO;FEM;SG;3	DET;NOM;MASC;SG
life	life	life	life		PROPN
life	жизнь	life	жизнь		N;INAN;NOM;FEM;SG
life	жизни	life	жизнь		N;INAN;NOM;FEM;PL
resedinta	резиденция	resedinta	резиденция	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
resedinta	проживание	resedinta	проживание	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
resedinta	резиденция	resedinta	резиденция	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
resedinta	проживание	resedinta	проживание	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
resedinta	резиденция	resedinta	резиденция	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
resedinta	проживание	resedinta	проживание	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
orasul	city	oras	city	N;DEF;MASC;SG	PROPN
orasul	город	oras	город	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
orasul	города	oras	город	N;DEF;MASC;SG	N;INAN;NOM;MASC;PL
orasul	town	oras	town	N;DEF;MASC;SG	PROPN
orasul	город	oras	город	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
orasul	городок	oras	городок	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
