algeriet	algeria	algeri	algeria	N;DEF;NEUT;SG	PROPN
dæk	punte	dæk	punte	N;INDF;NEUT;PL	N;INDF;FEM;SG
dæk	puntea	dæk	puntea	N;INDF;NEUT;PL	N;DEF;FEM;SG
dæk	acoperi	dæk	acoperi	N;INDF;NEUT;PL	
dæk	acoperă	dæk	acoperi	N;INDF;NEUT;PL	V;IND;3;PRS;FIN
dæk	coperta	dæk	copertă	N;INDF;NEUT;PL	N;DEF;FEM;SG
dæk	copertă	dæk	copertă	N;INDF;NEUT;PL	N;INDF;FEM;SG
dæk	cover	dæk	cover	N;INDF;NEUT;PL	N;INDF;MASC;SG
dæk	acoperire	dæk	acoperire	N;INDF;NEUT;PL	N;INDF;FEM;SG
dæk	pneu	dæk	pneu	N;INDF;NEUT;PL	N;INDF;MASC;SG
dæk	anvelopă	dæk	anvelopa	N;INDF;NEUT;PL	N;INDF;FEM;SG
metropolitan	metropolitană	metropolitan	metropolitan	N;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
drømme	visul	drøm	vis	N;INDF;MASC+FEM;PL	N;DEF;MASC;SG
drømme	vis	drøm	vis	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
drømme	visează	drøm	visa	N;INDF;MASC+FEM;PL	V;IND;3;PRS;FIN
drømme	viseaza	drøm	visează	N;INDF;MASC+FEM;PL	V;IND;SG;3;IPFV;FIN
drømme	visele	drøm	vise	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
drømme	dreams	drøm	dreams	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
drømme	visând	drøm	visa	N;INDF;MASC+FEM;PL	V;V.MSDR
drømme	visez	drøm	visez	N;INDF;MASC+FEM;PL	V;IND;SG;1;PRS;FIN
kanten	edge	kant	edge	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
kanten	margine	kant	margine	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
kanten	muchie	kant	muchie	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
neil	neil	neil	neil		PROPN
duo	duo	duo	duo		N;INDF;MASC;SG
hjulpet	ajutat	hjælpe	ajuta	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
hjulpet	ajutată	hjælpe	ajuta	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
hjulpet	ajutat	hjælpe	ajuta	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
opdeling	divizia	opdeling	divizie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
opdeling	diviziunea	opdeling	diviziune	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
kansler	cancelarul	kansel	cancelar	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
kaffe	cafea	kaffe	cafea	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
kaffe	cafeaua	kaffe	cafea	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
registrerede	înregistrate	registrere	înregistra	V;PL;PST;V.PTCP	ADJ;INDF;FEM;PL
registrerede	înregistrată	registrere	înregistrat	V;PL;PST;V.PTCP	ADJ;INDF;FEM;SG
registrerede	înregistrat	registrere	înregistrat	V;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
registrerede	inregistrat	registrere	inregistra	V;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
godser	estates	gods	estates	N;INDF;MASC+FEM;PL	PROPN
eyes	ochii	eyes	ochi		N;DEF;MASC;PL
eyes	ochi	eyes	ochi		N;INDF;MASC
gulvet	etaj	gulv	etaj	N;DEF;NEUT;SG	N;INDF;MASC;SG
gulvet	podea	gulv	podea	N;DEF;NEUT;SG	N;INDF;FEM;SG
markeder	piețele	marked	piață	N;INDF;NEUT;PL	N;DEF;FEM;PL
estisk	estonă	estisk	estonă	ADJ;INDF;SG	N;INDF;FEM;SG
maryland	maryland	maryland	maryland		N;INDF;MASC;SG
bemærkelsesværdige	remarcabila	bemærkelsesværdig	remarcabil	ADJ;PL	ADJ;DEF;FEM;SG
bemærkelsesværdige	remarcabilă	bemærkelsesværdig	remarcabil	ADJ;PL	ADJ;INDF;FEM;SG
bemærkelsesværdige	remarcabil	bemærkelsesværdig	remarcabil	ADJ;PL	ADJ;INDF;MASC;SG
buenos	buenos	bue	buenos	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
skulpturer	sculptura	skulptur	sculptură	N;INDF;MASC+FEM;PL	N;DEF;FEM;SG
skulpturer	sculptură	skulptur	sculptură	N;INDF;MASC+FEM;PL	N;INDF;FEM;SG
brande	focul	brand	foc	N;INDF;MASC+FEM;PL	N;DEF;MASC;SG
brande	incendiu	brand	incendiu	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
brande	foc	brand	foc	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
brande	incendiile	brand	incendiu	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
control	control	control	control		N;INDF;MASC;SG
control	controlează	control	controla		V;IND;3;PRS;FIN
control	controlul	control	control		N;DEF;MASC;SG
eduard	eduard	eduard	eduard		PROPN
partikler	particulele	partikel	particulă	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
oklahoma	oklahoma	oklahoma	oklahoma		PROPN
sjæl	sufletul	sjæl	suflet	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
grafisk	grafică	grafisk	grafic	ADV	N;INDF;FEM;SG
grafisk	grafice	grafisk	grafic	ADV	ADJ;INDF;FEM;PL
grafisk	grafica	grafisk	grafică	ADV	N;DEF;FEM;SG
grafisk	grafică	grafisk	grafic	ADV	N;INDF;FEM;SG
flot	nice	flot	nice	ADJ;INDF;SG	
kritiserede	criticat	kritisere	criticat	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
kritiserede	criticată	kritisere	critica	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;SG
kritiserede	criticat	kritisere	criticat	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
kritiserede	criticată	kritisere	critica	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;SG
bella	bella	bella	bella	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
sierra	sierra	sierra	sierră		PROPN
frigivet	lansat	frigiv	lansat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
frigivet	eliberat	frigiv	elibera	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
frigivet	eliberată	frigiv	elibera	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
nazistiske	nazist	nazistisk	nazist	ADJ;PL	N;INDF;MASC;SG
nazistiske	nazistă	nazistisk	nazist	ADJ;PL	N;INDF;FEM;SG
tung	heavy	tung	heavy	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tung	greu	tung	greu	ADJ;INDF;MASC+FEM;SG	ADV
tung	grele	tung	greu	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
tung	grei	tung	grei	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;MASC;PL
tung	tung	tung	tung	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
opfylde	satisface	opfylde	satisface	V;NFIN;ACT	
trænet	antrenat	træne	antrenat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
trænet	dresat	træne	dresa	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
trænet	instruit	træne	instruit	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
trænet	antrenată	træne	antrenat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
byzantinske	bizantin	byzantinsk	bizantin	ADJ;PL	ADJ;INDF;MASC;SG
forventet	așteptat	forvente	aștepta	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
forventet	așteptam	forvente	aștepta	V;INDF;SG;PST;V.PTCP	V;IND;1;IPFV;FIN
harrison	harrison	harrison	harrison		PROPN
gaza	gaza	gaza	gază	PROPN	PROPN
grey	grey	grey	grey		PROPN
grey	gri	grey	gri		
pyrénées	pyrénées	pyrknée	pyrénées	N;GEN;INDF;MASC+FEM;PL	
aires	aires	aires	aires	PROPN	PROPN
raf	raf	raf	raf	PROPN	PROPN
sigt	scopul	sigt	scop	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
kirk	kirk	kirk	kirk		PROPN
lodret	verticale	loder	vertical	ADJ;INDF;SG	ADJ;INDF;FEM;PL
essays	eseuri	essay	eseu	N;INDF;NEUT;SG	N;INDF;FEM;PL
racing	curse	racing	cursă		N;INDF;FEM;PL
indslag	segmentul	indslag	segment	N;INDF;NEUT;SG	N;DEF;MASC;SG
jamie	jamie	jamie	jamie		N;INDF;FEM;SG
kontrollerede	controlat	kontrollere	controla	V;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
kontrollerede	controlate	kontrollere	controlat	V;PL;PST;V.PTCP	ADJ;INDF;FEM;PL
kontrollerede	controlată	kontrollere	controlat	V;PL;PST;V.PTCP	ADJ;INDF;FEM;SG
autoritet	autoritatea	autoritet	autoritate	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
måneden	lună	måned	lună	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
hunter	vanator	hunte	vanator	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
hunter	vânător	hunte	vânător	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
hunter	hunter	hunte	hunter	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
hunter	vânătorul	hunte	vânător	N;INDF;MASC+FEM;PL	N;DEF;MASC;SG
elskede	iubit	elske	iubit	V;DEF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
elskede	iubită	elske	iubit	V;DEF;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
elskede	iubit	elske	iubit	V;DEF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
dramatiske	dramatic	dramatisk	dramatic	ADJ;PL	ADJ;INDF;MASC;SG
dramatiske	dramatică	dramatisk	dramatic	ADJ;PL	ADJ;INDF;FEM;SG
farlig	periculoasa	farlig	periculos	ADJ;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
farlig	periculoase	farlig	periculos	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
farlig	periculoase	farlig	periculos	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
kontroversielle	controversat	kontroversiel	controversa	ADJ;PL	ADJ;INDF;MASC;SG
kontroversielle	controversată	kontroversiel	controversat	ADJ;PL	ADJ;INDF;FEM;SG
kvæg	bovină	kvæg	bovină	N;INDF;NEUT;SG	ADJ;INDF;FEM;SG
kvæg	bovine	kvæg	bovină	N;INDF;NEUT;SG	N;INDF;FEM;PL
kvæg	vitele	kvæg	vită	N;INDF;NEUT;SG	N;DEF;FEM;PL
kvæg	vite	kvæg	vită	N;INDF;NEUT;SG	N;INDF;FEM;PL
kvæg	bovine	kvæg	bovină	N;INDF;NEUT;SG	N;INDF;FEM;PL
catherine	caterina	catherin	caterină	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
catherine	catherine	catherin	catherină	N;INDF;MASC+FEM;SG	PROPN
catherine	ecaterina	catherin	ecaterină	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
revolutionære	revolutionar	revolutionær	revolutionar	ADJ;PL	ADJ;INDF;MASC;SG
bedt	rugat	bede	ruga	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
redigering	montajul	redigering	montaj	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
redigering	editarea	redigering	editare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
redigering	editorul	redigering	editor	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
woman	femeie	woman	femeie		N;INDF;FEM;SG
vibeke	vibeke	vibeke	vibeke	N;INDF;MASC+FEM;SG	
philippe	philippe	philippe	philippe		PROPN
diskuteret	discutat	diskutere	discuta	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
diskuteret	discutate	diskutere	discutat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
fugl	pasărea	fugl	pasăre	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
udenlandsk	străine	udenlandsk	străin	ADJ;INDF;SG	ADJ;INDF;FEM;PL
udenlandsk	străină	udenlandsk	străin	ADJ;INDF;SG	N;INDF;FEM;SG
udenlandsk	străinătate	udenlandsk	străinătate	ADJ;INDF;SG	N;INDF;FEM;SG
them	ei	them	el		PRO;MASC;PL;3
heaven	ceruri	heaven	cer		N;INDF;FEM;PL
heaven	rai	heaven	rai		
heaven	raiul	heaven	rai		N;DEF;MASC;SG
istanbul	istanbul	istanbul	istanb	PROPN	PROPN
celle	celula	celle	celulă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
download	descarcă	download	descarca	V;IMP	V;IND;3;PRS;FIN
download	descărcare	download	descărcare	V;IMP	N;INDF;FEM;SG
download	descarca	download	descarca	V;IMP	V;IND;SG;3;IPFV;FIN
download	descărcarea	download	descărcare	V;IMP	N;DEF;FEM;SG
vidnesbyrd	marturia	vidnesbyrd	marturia	N;INDF;NEUT;SG	N;DEF;FEM;SG
vidnesbyrd	mărturia	vidnesbyrd	mărturie	N;INDF;NEUT;SG	N;DEF;FEM;SG
vidnesbyrd	mărturii	vidnesbyrd	mărturie	N;INDF;NEUT;SG	N;INDF;FEM;PL
vidnesbyrd	mărturii	vidnesbyrd	mărturie	N;INDF;NEUT;SG	N;INDF;FEM;PL
husum	husum	husum	husum	PROPN	
sammenstød	ciocniri	sammenstød	ciocnire	N;INDF;NEUT;SG	N;INDF;FEM;PL
sammenstød	coliziunea	sammenstød	coliziune	N;INDF;NEUT;SG	N;DEF;FEM;SG
sammenstød	coliziuni	sammenstød	coliziune	N;INDF;NEUT;SG	N;INDF;FEM;PL
montgomery	montgomery	montgomery	montgomery	N;INDF;MASC+FEM;SG	PROPN
gearkasse	transmiterea	gearkasse	transmitere	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
inter	inter	inter	inter		N;INDF;MASC;SG
edmund	edmund	edmund	edmunde	N;INDF;MASC+FEM;SG	PROPN
moses	moise	moses	moi	N;INDF;MASC+FEM;SG	V;IND;SG;3;PST+PRF;FIN
moses	moses	moses	moses	N;INDF;MASC+FEM;SG	PROPN
jagerfly	luptători	jagerfly	luptător	N;INDF;MASC+FEM;SG	N;INDF;MASC;PL
jagerfly	luptatori	jagerfly	luptator	N;INDF;MASC+FEM;SG	N;INDF;MASC;PL
pacific	pacificului	pacific	pacific		N;DEF;MASC;SG
pacific	pacific	pacific	pacific		N;INDF;MASC;SG
pacific	pacificul	pacific	pacific		N;DEF;MASC;SG
borger	cetatean	borger	cetatean	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
forhindrede	împiedicat	forhindre	împiedica	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
forhindrede	prevenit	forhindre	preveni	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
pommern	pomerania	pommer	pomeranie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
erich	erich	erich	erich	N;INDF;MASC+FEM;SG	PROPN
myter	miturile	myte	mitură	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
myter	mitul	myte	mit	N;INDF;MASC+FEM;PL	N;DEF;MASC;SG
myter	mit	myte	mit	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
frivillig	opțional	frivillig	opțional	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
frivillig	voluntariat	frivillig	voluntariat	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
frivillig	voluntare	frivillig	voluntar	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
frivillig	voluntariat	frivillig	voluntariat	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
egon	egon	egon	egon		N;INDF;MASC;SG
sting	stitch	sting	stitch	N;INDF;MASC+FEM;SG	
sting	sting	sting	stinge	N;INDF;MASC+FEM;SG	
sting	cusături	sting	cusătură	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
fusionerede	fuzionat	fusionere	fuziona	V;PST;V.PTCP	ADJ;INDF;MASC;SG
asiatiske	asiatic	asiatisk	asiatic	ADJ;PL	ADJ;INDF;MASC;SG
asiatiske	asiatică	asiatisk	asiatic	ADJ;PL	ADJ;INDF;FEM;SG
antikken	antichitate	antik	antichitate	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
sweet	sweet	swe	sweet		N;INDF;MASC;SG
sweet	dulce	swe	dulce		
sweet	dulci	swe	dulce		ADJ;INDF;PL
ler	argile	le	argă	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
ler	râde	le	râde	N;INDF;MASC+FEM;SG	V;IND;SG;3;FIN
ler	rade	le	radă	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
ler	clay	le	clay	N;INDF;MASC+FEM;SG	PROPN
fotografi	fotografia	fotografi	fotografie	N;INDF;NEUT;SG	N;DEF;FEM;SG
jagten	vânătoare	jagt	vânătoare	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
jagten	hunt	jagt	fi	N;DEF;MASC+FEM;SG	PROPN
jagten	vânează	jagt	vâna	N;DEF;MASC+FEM;SG	V;IND;3;PRS;FIN
jagten	vânătoare	jagt	vânătoare	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
jagten	vanatoare	jagt	vanator	N;DEF;MASC+FEM;SG	ADJ;INDF;FEM
bevidsthed	constiinta	bevidsthed	constiinta	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
bevidsthed	constient	bevidsthed	constient	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
bevidsthed	conștient	bevidsthed	conștient	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
retssag	procesul	retssag	proces	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
sproglige	lingvistic	sproglig	lingvistic	ADJ;PL	ADJ;INDF;MASC;SG
sproglige	lingvistice	sproglig	lingvistic	ADJ;PL	N;INDF;FEM;PL
sproglige	lingvistică	sproglig	lingvistic	ADJ;PL	N;INDF;FEM;SG
udkæmpet	luptat	udkæmpe	lupta	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
undtagelser	scutirile	undtagelse	scutire	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
houston	houston	houston	houston		PROPN
spændende	interesant	spændende	interesant	ADJ	ADV
spændende	interesant	spændende	interesant	ADJ	ADV
bombe	bomba	bombe	bombă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
bombe	bombardamente	bombe	bombardament	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
bombe	bombardarea	bombe	bombardare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
anmodning	cererea	anmodning	cerere	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
hænderne	mâini	hånd	mână	N;DEF;MASC+FEM;PL	N;INDF;FEM;PL
flandern	flanders	flande	flanders	N;INDF;MASC+FEM;PL	PROPN
flandern	flandra	flande	flandră	N;INDF;MASC+FEM;PL	PROPN
borussia	borussia	borussia	borussie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
cbs	cbs	cbs	cbs	N;INDF;MASC+FEM;SG	PROPN
fremstiller	producator	fremstille	producator	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
fremstiller	producătorul	fremstille	producător	V;IND;PRS;FIN;ACT	N;DEF;MASC;SG
fremstiller	producător	fremstille	producător	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
fremstiller	producătorului	fremstille	producător	V;IND;PRS;FIN;ACT	N;DEF;MASC;SG
toner	toner	tone	toner	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
antaget	presupus	antage	presupune	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
antaget	asumat	antage	asuma	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
kaserne	barăci	kase	baracă	N;DEF;MASC+FEM;PL	N;INDF;FEM;PL
kaserne	cazarmă	kase	cazarmă	N;DEF;MASC+FEM;PL	N;INDF;FEM;SG
kaserne	cazarma	kase	cazarma	N;DEF;MASC+FEM;PL	N;DEF;FEM;SG
cecilie	cecilie	cecilie	cecilie		PROPN
patent	brevetul	patent	brevet	N;INDF;NEUT;SG	N;DEF;MASC;SG
patent	brevete	patent	brevet	N;INDF;NEUT;SG	N;INDF;FEM;PL
owen	owen	owen	owen		PROPN
rafael	raphael	rafael	raphael		PROPN
rafael	rafael	rafael	rafael		PROPN
rafael	rafael	rafael	rafael		PROPN
filippinerne	filipine	filippin	filipine	N;DEF;MASC+FEM;PL	N;INDF;FEM;SG
kæden	lant	kæde	lant	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
kæden	lanț	kæde	lanț	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
konvention	convenția	konvention	convenție	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
skatter	impozitele	skatter	impozit	ADV	N;DEF;FEM;PL
skatter	impozite	skatter	impozit	ADV	N;INDF;FEM;PL
skatter	taxe	skatter	taxă	ADV	N;INDF;FEM;PL
skatter	taxele	skatter	taxă	ADV	N;DEF;FEM;PL
ravn	corbul	ravn	corb	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
ravn	raven	ravn	raven	N;INDF;MASC+FEM;SG	PROPN
alabama	alabama	alabama	alabama		N;INDF;MASC;SG
væbnede	armat	væbne	armat	ADJ;PL	ADJ;INDF;MASC;SG
væbnede	înarmat	væbne	înarmat	ADJ;PL	ADJ;INDF;MASC;SG
undersøgt	studiată	undersøge	studiat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
undersøgt	studiat	undersøge	studiat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
undersøgt	examinate	undersøge	examina	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
undersøgt	examinat	undersøge	examina	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
undersøgt	examinată	undersøge	examina	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
undersøgt	anchetat	undersøge	ancheta	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
undersøgt	investigate	undersøge	investigat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
undersøgt	investigată	undersøge	investiga	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
undersøgt	investigat	undersøge	investiga	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
organiske	organici	organisk	organic	ADJ;PL	N;INDF;MASC;PL
organiske	organică	organisk	organic	ADJ;PL	ADJ;INDF;FEM;SG
organiske	organic	organisk	organic	ADJ;PL	ADJ;INDF;MASC;SG
newton	newton	newton	newton		PROPN
michelle	michelle	michel	michellă	N;INDF;MASC+FEM;SG	PROPN
signatur	semnatura	signatur	semnatură	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
signatur	semnătura	signatur	semnătură	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
olga	olga	olga	olga		PROPN
romantisk	romantica	romantisk	romantică	ADV	ADJ;DEF;FEM;SG
romantisk	romantice	romantisk	romantic	ADV	ADJ;INDF;FEM;PL
romantisk	romantic	romantisk	romantic	ADV	ADJ;INDF;MASC;SG
romantisk	romantică	romantisk	romantic	ADV	ADJ;INDF;FEM;SG
blind	orbi	blind	orbi	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;MASC;PL
blind	oarba	blind	oarbă	ADJ;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
blind	chior	blind	chior	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
