một	one	một	one	NUM	N;NOM;INDF;MASC+FEM;SG
trung	centrala	trung	central	N	ADJ;NOM;PL
trung	centralt	trung	central	N	ADV
trung	mellersta	trung	mellersta	N	ADJ;NOM;DEF;RL
trung	mellersta	trung	mellersta	N	ADJ;NOM;DEF;RL
trên	ovanstående	trên	ovanstående		ADJ;NOM
trên	ovan	trên	ovan		ADV
trên	ovanför	trên	ovanför		ADV
nhà	hemma	nhà	hemma	N	ADV
như	gilla	như	gilla	CONJ	V;IMP;FIN;ACT
như	gillar	như	gilla	CONJ	V;IND;PRS;FIN;ACT
như	som	như	som	CONJ	CONJ
như	like	như	like	CONJ	V;IMP;FIN;ACT
bản	holländsk	bản	holländsk	N	ADJ;NOM;INDF;MASC+FEM;SG
bản	holländska	bản	holländsk	N	ADJ;NOM;PL
tên	namnge	tên	namnge	N	V;IMP;FIN;ACT
đại	överste	đại	överste	N	ADJ;NOM;DEF;RL
đại	stora	đại	stor	N	ADJ;NOM;PL
đại	stor	đại	stor	N	ADJ;NOM;INDF;MASC+FEM;SG
đại	stort	đại	stor	N	ADJ;NOM;INDF;NEUT;SG
hiện	visa	hiện	visa	N	V;IMP;FIN;ACT
thế	att	thế	att	PROPN	PART
chiến	kriga	chiến	krig	N	V;IMP;FIN;ACT
chiến	war	chiến	war	N	V;IMP;FIN;ACT
bar	bar	bar	ba		N;NOM;INDF;NEUT;SG
lại	igen	lại	igen		ADV
lại	återigen	lại	återigen		ADV
cũng	också	cũng	också		ADV
cũng	även	cũng	även		ADV
the	de	the	de		PRO;NOM;DEF;PL
the	den	the	den		PRO;DEF;MASC+FEM;SG
nhất	bästa	nhất	bra		ADJ;NOM;DEF;RL
nhất	bäst	nhất	bra		ADV;RL
nhân	multiplicera	nhân	multiplicera		V;IMP;FIN;ACT
nhân	core	nhân	core		N;NOM;INDF;MASC+FEM;SG
nhân	kärna	nhân	kärna		N;NOM;INDF;MASC+FEM;SG
nhân	kärnan	nhân	kärna		N;NOM;DEF;MASC+FEM;SG
nhân	patientens	nhân	patient		N;GEN;DEF;MASC+FEM;SG
nhân	patienten	nhân	patient		N;NOM;DEF;MASC+FEM;SG
nhân	patient	nhân	patient		N;NOM;INDF;MASC+FEM;SG
nhân	tålmodiga	nhân	tålmodig		ADJ;NOM;PL
phát	sändningen	phát	sändning	V	N;NOM;DEF;MASC+FEM;SG
phát	utsändning	phát	utsändning	V	N;NOM;INDF;MASC+FEM;SG
phát	sändning	phát	sändning	V	N;NOM;INDF;MASC+FEM;SG
phát	shot	phát	shot	V	N;NOM;INDF;MASC+FEM;SG
phát	skjutna	phát	skjuta	V	ADJ;NOM;PL;PST;V.PTCP
phát	skjuten	phát	skjuta	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
phát	skott	phát	skott	V	N;NOM;INDF;NEUT;SG
phát	skott	phát	skott	V	N;NOM;INDF;NEUT;SG
phát	shots	phát	shots	V	N;NOM;INDF;NEUT;SG
anh	ni	anh	ni	N	PRO;NOM;DEF;MASC+FEM;SG
anh	dig	anh	du	N	PRO;ACC;DEF;MASC+FEM;SG
anh	du	anh	du	N	PRO;NOM;DEF;MASC+FEM;SG
pháp	fransk	pháp	fransk	N	ADJ;NOM;INDF;MASC+FEM;SG
pháp	franskt	pháp	fransk	N	ADJ;NOM;INDF;NEUT;SG
pháp	frankrike	pháp	frankrike	N	PROPN;NOM
danh	importera	danh	importera	N	V;IMP;FIN;ACT
chúng	dem	chúng	de	PROPN	PRO;ACC;DEF;PL
chúng	dom	chúng	de	PROPN	PRO;NOM;DEF;PL
chúng	de	chúng	de	PROPN	PRO;NOM;DEF;PL
chúng	dom	chúng	de	PROPN	PRO;NOM;DEF;PL
tập	avsnitt	tập	avsnitt		N;NOM;INDF;NEUT;SG
tập	episod	tập	episod		N;NOM;INDF;MASC+FEM;SG
tập	avsnitt	tập	avsnitt		N;NOM;INDF;NEUT;SG
tập	episoder	tập	episod		N;NOM;INDF;MASC+FEM;PL
nhiều	många	nhiều	mången	ADJ	PRO;INDF;PL
nhiều	mycke	nhiều	mycke	ADJ	N;NOM;INDF;MASC+FEM;SG
nhiều	much	nhiều	much	ADJ	N;NOM;INDF;NEUT;SG
nhiều	mycket	nhiều	mycket	ADJ	ADV
nhiều	flera	nhiều	flera	ADJ	PRO;INDF;PL
nhiều	multipel	nhiều	multipel	ADJ	N;NOM;INDF;NEUT;SG
nhiều	flertal	nhiều	flertal	ADJ	N;NOM;INDF;NEUT;SG
chi	orsaka	chi	orsak	N	V;IMP;NFIN;ACT
chỉ	bara	chỉ	bara		ADV
chỉ	enbart	chỉ	enbart		ADV
chỉ	endast	chỉ	endast		ADV
chỉ	bara	chỉ	bara		ADV
đây	här	đây	här	PROPN	ADV
sinh	född	sinh	född	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
sinh	born	sinh	born	V	N;NOM;INDF;MASC+FEM;SG
sinh	födda	sinh	född	V	ADJ;NOM;PL;PST;V.PTCP
sinh	födelse	sinh	födelse	V	N;NOM;INDF;MASC+FEM;SG
sinh	födsel	sinh	födsel	V	N;NOM;INDF;MASC+FEM;SG
sinh	födseln	sinh	födsel	V	N;NOM;DEF;MASC+FEM;SG
quan	guan	quan	guan	V	N;NOM;INDF;MASC+FEM;SG
quan	quan	quan	quan	V	PROPN;NOM
quan	polisman	quan	polisman	V	N;NOM;INDF;MASC+FEM;SG
quan	officer	quan	officer	V	N;NOM;INDF;MASC+FEM;SG
tin	tror	tin	tro		V;IND;PRS;FIN;ACT
tin	tro	tin	tro		V;IMP;FIN;ACT
tin	tin	tin	tin		N;NOM;INDF;NEUT;SG
tin	tenn	tin	tenn		N;NOM;INDF;NEUT;SG
tin	händelser	tin	händelse		N;NOM;INDF;MASC+FEM;PL
tin	historier	tin	historia		N;NOM;INDF;MASC+FEM;PL
tin	stories	tin	storium		N;NOM;INDF;MASC+FEM;SG
tin	berättelser	tin	berättelse		N;NOM;INDF;MASC+FEM;PL
tin	nyheter	tin	nyhet		N;NOM;INDF;MASC+FEM;PL
tin	news	tin	news		N;NOM;INDF;MASC+FEM;SG
tin	nyhet	tin	nyhet		N;NOM;INDF;MASC+FEM;SG
tin	nyheterna	tin	nyhet		N;NOM;DEF;MASC+FEM;PL
tin	tillit	tin	tillit		N;NOM;INDF;MASC+FEM;SG
tin	trust	tin	trust		N;NOM;INDF;MASC+FEM;SG
tin	förtroende	tin	förtroende		N;NOM;INDF;NEUT;SG
viên	parkera	viên	parkera	N	V;IMP;FIN;ACT
viên	vien	viên	vien	N	V;IMP;FIN;ACT
viên	wien	viên	wien	N	PROPN;NOM
phải	höger	phải	höger	V	N;NOM;INDF;MASC+FEM;SG
phải	rätt	phải	rätt	V	N;NOM;INDF;MASC+FEM;SG
phải	måste	phải	måste	V	V;IND;PRS;FIN;ACT
phải	must	phải	must	V	N;NOM;INDF;MASC+FEM;SG
bắc	norra	bắc	norra	N	ADJ;NOM;DEF;SG
bắc	norrut	bắc	norrut	N	ADV
bắc	nord	bắc	nord	N	PROPN;NOM
bắc	nordlig	bắc	nordlig	N	ADJ;NOM;INDF;MASC+FEM;SG
bắc	norra	bắc	norra	N	ADJ;NOM;DEF;SG
bắc	nordliga	bắc	nordlig	N	ADJ;NOM;PL
sách	boka	sách	boka	N	V;IMP;FIN;ACT
tiểu	grundläggande	tiểu	grundläggande		ADJ;NOM;PRS;V.PTCP
tiểu	elementära	tiểu	elementär		ADJ;NOM;PL
tiểu	elementär	tiểu	elementär		ADJ;NOM;INDF;MASC+FEM;SG
tiểu	little	tiểu	littal		N;NOM;INDF;MASC+FEM;SG
tiểu	lilla	tiểu	liten		ADJ;NOM;DEF;SG
tiểu	litet	tiểu	litet		ADV
tiểu	liten	tiểu	liten		ADJ;NOM;INDF;MASC+FEM;SG
khác	annorlunda	khác	annorlunda	ADJ	ADV
khác	andra	khác	annan	ADJ	PRO;INDF;PL
khác	annat	khác	annan	ADJ	PRO;INDF;NEUT;SG
khác	andra	khác	annan	ADJ	PRO;INDF;PL
cao	high	cao	high	ADJ	N;NOM;INDF;MASC+FEM;SG
cao	tall	cao	tall	ADJ	N;NOM;INDF;MASC+FEM;SG
cao	gao	cao	gao	ADJ	PROPN;NOM
văn	wen	văn	wen	N	PROPN;NOM
tây	västra	tây	onstra	N	ADJ;NOM;DEF;SG
tây	västerut	tây	västerut	N	ADV
tây	västra	tây	onstra	N	ADJ;NOM;DEF;SG
tây	västlig	tây	västlig	N	ADJ;NOM;INDF;MASC+FEM;SG
hội	sangha	hội	sangha	N	ADJ;NOM;DEF;SG
cùng	samma	cùng	samma	ADJ	DET;INDF
cùng	detsamma	cùng	densamma	ADJ	PRO;DEF;NEUT;SG
giải	loss	giải	loss	V	ADV
giải	lös	giải	lö	V	N;NOM;INDF;MASC+FEM;SG
giải	löst	giải	lösa	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
giải	boxning	giải	boxning	V	N;NOM;INDF;MASC+FEM;SG
giải	lös	giải	lö	V	N;NOM;INDF;MASC+FEM;SG
giải	resolution	giải	resolution	V	N;NOM;INDF;MASC+FEM;SG
giải	upplösning	giải	upplösning	V	N;NOM;INDF;MASC+FEM;SG
bang	myndigheter	bang	myndighet		N;NOM;INDF;MASC+FEM;PL
bang	myndigheterna	bang	myndighet		N;NOM;DEF;MASC+FEM;PL
bang	stat	bang	stat		N;NOM;INDF;MASC+FEM;SG
bang	statliga	bang	statlig		ADJ;NOM;PL
bang	delstat	bang	delstad		N;NOM;INDF;MASC+FEM;SG
bang	statligt	bang	statlig		ADJ;NOM;INDF;NEUT;SG
bang	bang	bang	bang		N;NOM;INDF;NEUT;SG
bang	pang	bang	pang		N;NOM;INDF;MASC+FEM;SG
bang	smäll	bang	smäll		N;NOM;INDF;MASC+FEM;SG
điểm	peka	điểm	peka	N	V;IMP;FIN;ACT
đông	österut	đông	österut	ADJ	ADV
đông	öst	đông	öst	ADJ	N
đông	öster	đông	öster	ADJ	N;NOM;INDF;MASC+FEM;SG
phố	street	phố	stre	N	PROPN;NOM
xuất	exporterar	xuất	exportera	N	V;IND;PRS;FIN;ACT
xuất	exportera	xuất	exportera	N	V;IMP;FIN;ACT
khu	ward	khu	ward	N	PROPN;NOM
hơn	än	hơn	än		CONJ
cánh	bevingade	cánh	bevingad	N	ADJ;NOM;PL;PST;V.PTCP
cánh	wings	cánh	Wing	N	PROPN;NOM
lập	självständig	lập	självständig	V	ADJ;NOM;INDF;MASC+FEM;SG
lập	självständiga	lập	självständig	V	ADJ;NOM;PL
lập	oberoende	lập	oberoende	V	ADJ;NOM;PRS;V.PTCP
lập	självständigt	lập	självständig	V	ADJ;NOM;INDF;NEUT;SG
lập	fristående	lập	fristående	V	ADJ;NOM;PRS;V.PTCP
cách	sätt	cách	sätt	V	N;NOM;INDF;NEUT;SG
dưới	nedan	dưới	nedan	N	ADV
dưới	nedanför	dưới	nedanför	N	ADV
dưới	nedre	dưới	nedre	N	ADJ;NOM;CMPR
dưới	nerifrån	dưới	nerifrån	N	ADV
dưới	under	dưới	under	N	ADP
quận	märka	quận	märka	N	V;IMP;FIN;ACT
đoàn	nionde	đoàn	nionde	N	ADJ;NOM
điều	att	điều	att	N	PART
thông	tall	thông	tall		N;NOM;INDF;MASC+FEM;SG
thông	pine	thông	pine		N;NOM;INDF;NEUT;SG
bay	fly	bay	fly		V;IMP;FIN;ACT
bay	flyger	bay	flyga		V;IND;PRS;FIN;ACT
bay	flyg	bay	flyg		N;NOM;INDF;NEUT;SG
bay	fluga	bay	fluga		N;NOM;INDF;MASC+FEM;SG
bay	flyga	bay	flyga		V;IMP;FIN;ACT
bay	flyger	bay	flyga		V;IND;PRS;FIN;ACT
bay	flygning	bay	flygning		N;NOM;INDF;MASC+FEM;SG
bay	flyga	bay	flyga		V;IMP;FIN;ACT
bay	flygande	bay	flyga		ADJ;NOM;PRS;V.PTCP
bay	flight	bay	flight		N;NOM;INDF;MASC+FEM;SG
bay	flyg	bay	flyg		N;NOM;INDF;NEUT;SG
bay	flygning	bay	flygning		N;NOM;INDF;MASC+FEM;SG
bay	viken	bay	viken		N;NOM;INDF;MASC+FEM;SG
bay	bay	bay	bay		N;NOM;INDF;NEUT;SG
bài	kort	bài	kort	N	ADV
bài	kort	bài	kort	N	ADV
bài	korta	bài	kort	N	ADJ;NOM;PL
bài	kort	bài	kort	N	ADV
tích	statisk	tích	statisk	N	ADJ;NOM;INDF;MASC+FEM;SG
tích	statiskt	tích	statisk	N	ADJ;NOM;INDF;NEUT;SG
tích	statiska	tích	statisk	N	ADJ;NOM;PL
lớn	large	lớn	large	ADJ	N;NOM;INDF;MASC+FEM;SG
lớn	big	lớn	big	ADJ	N;NOM;INDF;NEUT;SG
phim	filmar	phim	filma		V;IND;PRS;FIN;ACT
phim	filmer	phim	filma		N;NOM;INDF;MASC+FEM;PL
phim	film	phim	film		N;NOM;INDF;MASC+FEM;SG
phim	filma	phim	filma		V;IMP;FIN;ACT
phim	film	phim	film		N;NOM;INDF;MASC+FEM;SG
phim	filmer	phim	filma		N;NOM;INDF;MASC+FEM;PL
trước	först	trước	först		ADV
trước	första	trước	en		ADJ;NOM
trước	föregående	trước	föregående		N;NOM;INDF;NEUT;SG
trước	tidigare	trước	tidig		ADV;CMPR
trước	före	trước	före		ADP
trước	förut	trước	förut		ADV
trước	innan	trước	innan		CONJ
đức	tysk	đức	tysk	N	ADJ;NOM;INDF;MASC+FEM;SG
đức	tyskt	đức	tysk	N	ADJ;NOM;INDF;NEUT;SG
đức	tyskland	đức	tyskland	N	PROPN;NOM
bằng	jämlikar	bằng	jämlik	ADP	N;NOM;INDF;MASC+FEM;PL
nhỏ	small	nhỏ	small	ADJ	N;NOM;INDF;NEUT;SG
nhỏ	litet	nhỏ	litet	ADJ	ADV
nhỏ	little	nhỏ	littal	ADJ	N;NOM;INDF;MASC+FEM;SG
nhỏ	litet	nhỏ	litet	ADJ	ADV
nhỏ	junior	nhỏ	junia	ADJ	N;NOM;INDF;MASC+FEM;SG
nhỏ	mindre	nhỏ	lite	ADJ	ADV;CMPR
nhỏ	minor	nhỏ	mina	ADJ	N;NOM;INDF;MASC+FEM;SG
hợp	vältränad	hợp	vältränad	ADJ	N;NOM;INDF;MASC+FEM;SG
hợp	passar	hợp	passa	ADJ	V;IND;PRS;FIN;ACT
hợp	passa	hợp	passa	ADJ	V;IMP;FIN;ACT
hợp	fit	hợp	fit	ADJ	N;NOM;INDF;MASC+FEM;SG
hợp	union	hợp	union	ADJ	N;NOM;INDF;MASC+FEM;SG
hợp	fackförening	hợp	fackförening	ADJ	N;NOM;INDF;MASC+FEM;SG
hợp	unionen	hợp	union	ADJ	N;NOM;DEF;MASC+FEM;SG
hợp	passar	hợp	passa	ADJ	V;IND;PRS;FIN;ACT
thêm	add	thêm	add	V	N;NOM;INDF;MASC+FEM;SG
thêm	mera	thêm	mycket	V	ADV;CMPR
thêm	more	thêm	more	V	
thêm	fler	thêm	mången	V	PRO;INDF;PL
thêm	mer	thêm	mycket	V	ADV;CMPR
xem	show	xem	show	V	N;NOM;INDF;MASC+FEM;SG
xem	klocka	xem	klocka	V	N;NOM;INDF;MASC+FEM;SG
xem	visning	xem	visning	V	N;NOM;INDF;MASC+FEM;SG
xem	utsikt	xem	utsikt	V	N;NOM;INDF;NEUT;SG
xem	vy	xem	vy	V	N;NOM;INDF;MASC+FEM;SG
diễn	tillförordnad	diễn	tillförordnad	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
diễn	skådespeleri	diễn	skådespeleri	V	N;NOM;INDF;MASC+FEM;SG
diễn	aktör	diễn	aktör	V	N;NOM;INDF;MASC+FEM;SG
diễn	skådespelare	diễn	skådespelare	V	N;NOM;INDF;MASC+FEM;SG
máy	värd	máy	värd	N	ADJ;NOM;INDF;MASC+FEM;SG
hoàng	huang	hoàng	huang	N	PROPN;NOM
chức	innehas	chức	inneha	N	V;IND;PRS;FIN;PASS
chức	höll	chức	hålla	N	V;IND;PST;FIN;ACT
chức	hölls	chức	hålla	N	V;IND;FIN;PASS
chức	hålls	chức	hålla	N	V;IND;PRS;FIN;PASS
dương	positivt	dương	positiv	N	ADJ;NOM;INDF;NEUT;SG
dương	positiv	dương	positiv	N	ADJ;NOM;INDF;MASC+FEM;SG
dương	positiva	dương	positiv	N	ADJ;NOM;PL
thủ	matchar	thủ	matcha	N	V;IND;PRS;FIN;ACT
thủ	matcha	thủ	matcha	N	V;IMP;FIN;ACT
hay	hö	hay	hö	CONJ	N;NOM;INDF;MASC+FEM;SG
hay	duktiga	hay	duktig	CONJ	ADJ;NOM;PL
hay	god	hay	god	CONJ	ADJ;NOM;INDF;MASC+FEM;SG
hay	duktig	hay	duktig	CONJ	ADJ;NOM;INDF;MASC+FEM;SG
hay	gott	hay	god	CONJ	ADV
hay	bra	hay	bra	CONJ	ADV
sống	living	sống	living	V	N;NOM;INDF;MASC+FEM;SG
sống	levande	sống	levande	V	ADJ;NOM;PRS;V.PTCP
sống	live	sống	live	V	N;NOM;INDF;NEUT;SG
sống	levande	sống	levande	V	ADJ;NOM;PRS;V.PTCP
sống	levande	sống	levande	V	ADJ;NOM;PRS;V.PTCP
sống	alive	sống	aliv	V	N;NOM;INDF;MASC+FEM;SG
thường	brukar	thường	bruka		V;IND;PRS;FIN;ACT
thường	vanligtvis	thường	vanligtvis		ADV
thường	vanligen	thường	vanligen		ADV
thường	oftast	thường	ofta		ADV;RL
thường	regelbundet	thường	regelbund		N;NOM;DEF;NEUT;SG
thường	regelbundna	thường	regelbunden		ADJ;NOM;PL
thường	regelbunden	thường	regelbund		N;NOM;INDF;MASC+FEM;SG
thường	ordinarie	thường	ordinarium		N;NOM;INDF;MASC+FEM;SG
thường	normalt	thường	normal		ADV
thường	normala	thường	normal		ADJ;NOM;PL
thường	normal	thường	normal		ADJ;NOM;INDF;MASC+FEM;SG
ban	ungefär	ban	ungefär		ADV
ban	band	ban	band		N;NOM;INDF;NEUT;SG
ban	musikgrupp	ban	musikgrupp		N;NOM;INDF;MASC+FEM;SG
ban	ban	ban	bu		N;NOM;INDF;NEUT;SG
ban	förbud	ban	förbud		N;NOM;INDF;NEUT;SG
ban	förbjuda	ban	förbjuda		V;IMP;FIN;ACT
cộng	plus	cộng	plus		ADV
nhận	påstående	nhận	påstående	V	N;NOM;INDF;NEUT;SG
nhận	anspråk	nhận	anspråk	V	N;NOM;INDF;NEUT;SG
nhận	fordran	nhận	fordran	V	N;NOM;INDF;MASC+FEM;SG
nhận	få	nhận	få	V	ADJ;NOM;INDF;PL
nhận	get	nhận	ge	V	N;NOM;INDF;MASC+FEM;SG
nhận	mottagande	nhận	motta	V	ADJ;NOM;PRS;V.PTCP
qua	förbi	qua	förbi	V	ADV
qua	förflutet	qua	förfluten	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
qua	förflutna	qua	förfluten	V	ADJ;NOM;PL;PST;V.PTCP
qua	over	qua	over	V	N;NOM;INDF;MASC+FEM;SG
qua	över	qua	över	V	ADP
qua	via	qua	via	V	N;NOM;INDF;MASC+FEM;SG
qua	igenom	qua	igenom	V	ADP
qua	genom	qua	genom	V	ADP
ảnh	foton	ảnh	foton	N	ADJ;NOM;PL
tổng	totalt	tổng	total	N	ADV
tổng	sammanlagt	tổng	sammanlagd	N	ADV
tổng	total	tổng	total	N	ADJ;NOM;INDF;MASC+FEM;SG
tổng	totala	tổng	total	N	ADJ;NOM;PL
minh	smarta	minh	smart	N	ADJ;NOM;PL
minh	smart	minh	smar	N	ADJ;NOM;INDF;MASC+FEM;SG
tác	ursprungliga	tác	ursprunglig	N	ADJ;NOM;PL
tác	ursprungligt	tác	ursprunglig	N	ADJ;NOM;INDF;NEUT;SG
tác	originellt	tác	originell	N	ADJ;NOM;INDF;NEUT;SG
tác	ursprunglig	tác	ursprunglig	N	ADJ;NOM;INDF;MASC+FEM;SG
gồm	inbegripet	gồm	inbegrip	V	N;NOM;DEF;NEUT;SG
gồm	inkluderat	gồm	inkludera	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
