cuadrado	quadrados	cuadrado	quadrados	N;MASC;SG	N;MASC;PL
específica	específicas	específico	específico	ADJ;FEM;SG	ADJ;FEM;PL
específica	específicos	específico	específico	ADJ;FEM;SG	ADJ;MASC;PL
específica	especifico	específico	especifico	ADJ;FEM;SG	N;MASC;SG
distinta	diferentes	distinto	diferente	ADJ;FEM;SG	ADJ;MASC;PL
apple	maçã	applir	maçã	PROPN	N;FEM;SG
apple	maçãs	applir	maçã	PROPN	N;FEM;PL
apple	maça	applir	maça	PROPN	N;FEM;SG
apple	apple	applir	applar	PROPN	N;FEM;SG
benjamin	benjamin	benjamin	benjamin	PROPN	N;MASC;SG
benjamin	benjamim	benjamin	benjamim	PROPN	N;MASC;SG
capitales	capital	capital	capital	N;MASC;PL	N;MASC;SG
sostiene	porões	sostener	porão	V;IND;SG;3;PRS;FIN	N;MASC;PL
adecuada	adequados	adecuado	adequado	ADJ;FEM;SG;V.PTCP	ADJ;MASC;PL
just	só	justo	só	N	ADV
just	apenas	justo	apenas	N	ADV
huesos	bones	hueso	bone	N;MASC;PL	N;MASC;SG
huesos	osso	hueso	osso	N;MASC;PL	N;MASC;SG
huesos	bone	hueso	bone	N;MASC;PL	N;MASC;SG
declarada	declaradas	declarar	declarar	ADJ;FEM;SG;V.PTCP	V;FEM;PL;V.PTCP
declarada	declarada	declarar	declarar	ADJ;FEM;SG;V.PTCP	V;FEM;SG;V.PTCP
declarada	declarado	declarar	declarar	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
declarada	declarou	declarar	declarar	ADJ;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
declarada	declarados	declarar	declarar	ADJ;FEM;SG;V.PTCP	V;MASC;PL;V.PTCP
salvaje	wild	salvaje	wild	ADJ;SG	N;MASC;SG
salvaje	selvagens	salvaje	selvagem	ADJ;SG	N;MASC;PL
salvaje	savage	salvaje	savage	ADJ;SG	N;MASC;SG
salvaje	selvagens	salvaje	selvagem	ADJ;SG	N;MASC;PL
bryan	bryan	bryar	bryan	PROPN	N;MASC;SG
visitó	visitei	visitar	visitar	V;IND;SG;3;PST;FIN	V;IND;SG;1;PST;FIN
visitó	visitados	visitar	visitar	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
horizontal	horizontais	horizontal	horizontal	ADJ;SG	N;MASC;PL
vestido	vestida	vestido	vestida	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP
vestido	vestido	vestido	vestir	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
vestido	dress	vestido	dress	ADJ;MASC;SG;V.PTCP	N;MASC;SG
vestido	vestir	vestido	vestir	ADJ;MASC;SG;V.PTCP	V;NFIN
vestido	vestido	vestido	vestir	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
especializada	especializados	especializado	especializar	ADJ;FEM;SG;V.PTCP	V;MASC;PL;V.PTCP
especializada	especializado	especializado	especializar	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
especializada	especializada	especializado	especializar	ADJ;FEM;SG;V.PTCP	V;FEM;SG;V.PTCP
especializada	especializados	especializado	especializar	ADJ;FEM;SG;V.PTCP	V;MASC;PL;V.PTCP
especializada	especializado	especializado	especializar	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
especializada	especializada	especializado	especializar	ADJ;FEM;SG;V.PTCP	V;FEM;SG;V.PTCP
octavo	oitava	octavo	oitavo	ADJ;MASC;SG	N;FEM;SG
palestina	palestina	palestino	palestina	ADJ;FEM;SG	N;FEM;SG
palestina	palestiniano	palestino	palestiniano	ADJ;FEM;SG	N;MASC;SG
palestina	palestinos	palestino	palestino	ADJ;FEM;SG	N;MASC;PL
palestina	palestiniana	palestino	palestiniano	ADJ;FEM;SG	N;FEM;SG
palestina	palestino	palestino	palestino	ADJ;FEM;SG	N;MASC;SG
palestina	palestina	palestino	palestina	ADJ;FEM;SG	N;FEM;SG
palestina	palestinianos	palestino	palestiniano	ADJ;FEM;SG	N;MASC;PL
ampliar	ampliação	ampliar	ampliação	V;NFIN	N;FEM;SG
ampliar	zoom	ampliar	zoom	V;NFIN	ADV
cartel	cartéis	cartel	cartel	N;MASC;SG	N;MASC;PL
arm	armar	arm	armar	N	V;NFIN
granja	quintas	granja	quinto	N;FEM;SG	N;FEM;PL
presentada	apresentado	presentado	apresentar	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
presentada	apresentadas	presentado	apresentar	ADJ;FEM;SG;V.PTCP	V;FEM;PL;V.PTCP
presentada	apresentados	presentado	apresentar	ADJ;FEM;SG;V.PTCP	V;MASC;PL;V.PTCP
presentada	submetido	presentado	submeter	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
masters	masters	master	master	N;MASC;PL	N;MASC;SG
masters	mestrado	master	mestrado	N;MASC;PL	N;MASC;SG
estatuto	estatutos	estatuto	estatuto	N;MASC;SG	N;MASC;PL
estatuto	estatutos	estatuto	estatuto	N;MASC;SG	N;MASC;PL
dream	sonhar	dream	sonhar	N	V;NFIN
lineal	linear	lineal	linear	ADJ;SG	N;MASC;SG
lineal	lineares	lineal	lineare	ADJ;SG	N;MASC;PL
franquicia	franquias	franquicia	franquia	N;FEM;SG	N;FEM;PL
franquicia	franquias	franquicia	franquia	N;FEM;SG	N;FEM;PL
adquirir	compra	adquirir	compra	V;NFIN	N;FEM;SG
expulsión	deportações	expulsión	deportação	N;FEM;SG	N;FEM;PL
linda	giro	linda	giro	ADJ;FEM;SG	N;MASC;SG
linda	fofos	linda	fofo	ADJ;FEM;SG	N;MASC;PL
linda	gracinha	linda	gracinha	ADJ;FEM;SG	N;FEM;SG
linda	belo	linda	belo	ADJ;FEM;SG	N;MASC;SG
linda	nice	linda	nice	ADJ;FEM;SG	N;MASC;SG
genes	gene	gen	gene	N;MASC;PL	N;MASC;SG
perón	perón	perón	perón	PROPN	N;FEM;SG
observaciones	comentário	observación	comentário	N;FEM;PL	N;MASC;SG
observaciones	comentar	observación	comentar	N;FEM;PL	V;NFIN
observaciones	comenta	observación	comentar	N;FEM;PL	V;IND;SG;3;PRS;FIN
desembocadura	bocas	desembocadura	boca	N;FEM;SG	N;FEM;PL
pepe	jiminy	pepe	jiminy	PROPN	N;MASC;SG
pepe	pepe	pepe	pepir	PROPN	N;MASC;SG
rivales	rival	rival	rival	N;PL	N;MASC;SG
rayo	relâmpagos	rayo	relâmpago	N;MASC;SG	N;MASC;PL
físicos	físicos	físico	físico	ADJ;MASC;PL	N;MASC;PL
físicos	física	físico	física	ADJ;MASC;PL	N;FEM;SG
físicos	físicas	físico	físico	ADJ;MASC;PL	N;FEM;PL
físicos	fisico	físico	fisico	ADJ;MASC;PL	N;MASC;SG
físicos	físicos	físico	físico	ADJ;MASC;PL	N;MASC;PL
físicos	físico	físico	físico	ADJ;MASC;PL	N;MASC;SG
organiza	organize	organizar	organizar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
maurice	maurice	maurizar	maurice	PROPN	N;MASC;SG
maurice	maurício	maurizar	maurício	PROPN	N;MASC;SG
financieros	financiadores	financiero	financiador	ADJ;MASC;PL	N;MASC;PL
financieros	financeiro	financiero	financeiro	ADJ;MASC;PL	ADJ;MASC;SG
financieros	financeira	financiero	financeiro	ADJ;MASC;PL	N;FEM;SG
marte	marte	marte	marte	PROPN	N;MASC;SG
marte	mars	marte	mar	PROPN	N;MASC;SG
loco	insanos	loco	insano	ADJ;MASC;SG	ADJ;MASC;PL
loco	louca	loco	louco	ADJ;MASC;SG	N;FEM;SG
loco	doida	loco	doida	ADJ;MASC;SG	V;FEM;SG;V.PTCP
loco	louca	loco	louco	ADJ;MASC;SG	N;FEM;SG
loco	maluco	loco	maluco	ADJ;MASC;SG	N;MASC;SG
loco	doido	loco	doido	ADJ;MASC;SG	V;MASC;SG;V.PTCP
loco	mad	loco	mad	ADJ;MASC;SG	N;MASC;SG
loco	loco	loco	loco	ADJ;MASC;SG	N;MASC;SG
exitoso	sucesso	exitoso	sucesso	ADJ;MASC;SG	N;MASC;SG
stewart	stewart	stewart	stewart	PROPN	N;MASC;SG
argelia	argelinos	argelia	argelino	N;FEM;SG	N;MASC;PL
novio	namorado	novio	namorar	N;MASC;SG	V;MASC;SG;V.PTCP
rechazo	rejeitar	rechazo	rejeitar	N;MASC;SG	V;NFIN
rechazo	rejeita	rechazo	rejeitar	N;MASC;SG	V;IND;SG;3;PRS;FIN
eligió	escolhi	elegir	escolher	V;IND;SG;3;PST;FIN	V;IND;SG;1;PST;FIN
firmar	assinatura	firmar	assinatura	V;NFIN	N;FEM;SG
firmar	assine	firmar	assine	V;NFIN	INTJ
firmar	signo	firmar	signo	V;NFIN	N;MASC;SG
firmar	sinal	firmar	sinal	V;NFIN	N;MASC;SG
xavier	xavier	xavier	xavier	PROPN	N;MASC;SG
guy	guy	guy	guy	PROPN	N;MASC;SG
previsto	planeado	previsto	planear	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
previsto	planejou	previsto	planejar	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
previsto	planejado	previsto	planejar	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
previsto	planejada	previsto	planejar	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP
previsto	planeada	previsto	planear	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP
thys	thys	thys	thy	PROPN	N;MASC;SG
adolescente	adolescentes	adolescente	adolescente	N;SG	N;MASC;PL
actualizado	atualizados	actualizado	atualizar	ADJ;MASC;SG;V.PTCP	V;MASC;PL;V.PTCP
actualizado	actualizado	actualizado	actualizar	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
actualizado	atualizado	actualizado	atualizar	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
actualizado	atualizada	actualizado	atualizar	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP
prototipo	protótipos	prototipo	protótipo	N;MASC;SG	N;MASC;PL
dinámica	dinâmicas	dinámica	dinâmica	N;FEM;SG	N;FEM;PL
dinámica	dinâmico	dinámica	dinâmico	N;FEM;SG	ADJ;MASC;SG
dinámica	dinâmicos	dinámica	dinâmico	N;FEM;SG	ADJ;MASC;PL
dinámica	dinâmicas	dinámica	dinâmica	N;FEM;SG	N;FEM;PL
mencionada	mencionado	mencionado	mencionar	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
mencionada	mencionados	mencionado	mencionar	ADJ;FEM;SG;V.PTCP	V;MASC;PL;V.PTCP
mencionada	mencionou	mencionado	mencionar	ADJ;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
mencionada	mencionada	mencionado	mencionar	ADJ;FEM;SG;V.PTCP	V;FEM;SG;V.PTCP
variación	variações	variación	variação	N;FEM;SG	N;FEM;PL
variación	mudar	variación	mudar	N;FEM;SG	V;NFIN
variación	mudanças	variación	mudança	N;FEM;SG	N;FEM;PL
óleo	óleos	óleo	óleos	N;MASC;SG	N;MASC;PL
usted	tu	tú	tu	PRO;SG;2;FORM	INTJ
usted	você	tú	você	PRO;SG;2;FORM	PRO;NOM;SG;3
usted	vc	tú	vc	PRO;SG;2;FORM	PRO;NOM;MASC;SG;3
sabía	sabiam	saber	saber	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;IPFV;FIN
ann	ann	ann	ann	PROPN	PROPN;FEM;SG
antecedentes	fundo	antecedente	fundo	N;MASC;PL	N;MASC;SG
grabada	gravado	grabado	gravar	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
grabada	gravados	grabado	gravado	ADJ;FEM;SG;V.PTCP	V;MASC;PL;V.PTCP
irlandés	irlandeses	irlandés	irlandês	N;MASC;SG	N;MASC;PL
asiático	asiáticas	asiático	asiático	ADJ;MASC;SG	N;FEM;PL
asiático	asiática	asiático	asiático	ADJ;MASC;SG	N;FEM;SG
asiático	asiáticos	asiático	asiático	ADJ;MASC;SG	N;MASC;PL
guarda	guarda	guardar	guarda	V;IND;SG;3;PRS;FIN	N;FEM;SG
edgar	edgar	edgar	edgar	PROPN	N;MASC;SG
marciales	marcial	marciales	marcial	N;PL	N;MASC;SG
barry	barry	barry	barry	PROPN	N;MASC;SG
utilidad	útil	utilidad	útil	N;FEM;SG	ADJ;MASC;SG
utilidad	úteis	utilidad	útil	N;FEM;SG	N;MASC;PL
higgins	higgins	higgin	higgin	PROPN	N;MASC;SG
celebrada	realizada	celebrado	realizar	ADJ;FEM;SG;V.PTCP	V;FEM;SG;V.PTCP
celebrada	realizado	celebrado	realizar	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
celebrada	segurou	celebrado	segurar	ADJ;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
celebrada	celebrada	celebrado	celebrar	ADJ;FEM;SG;V.PTCP	V;FEM;SG;V.PTCP
celebrada	celebrado	celebrado	celebrar	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
celebrada	celebrou	celebrado	celebrar	ADJ;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
celebrada	comemorado	celebrado	comemorar	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
celebrada	celebrados	celebrado	celebrar	ADJ;FEM;SG;V.PTCP	V;MASC;PL;V.PTCP
desapareció	desapareceram	desaparecer	desaparecer	V;IND;SG;3;PST;FIN	V;IND;PL;3;FIN
force	forçar	force	forçar	N	V;NFIN
contemporáneos	contemporâneo	contemporáneo	contemporâneo	N;MASC;PL	ADJ;MASC;SG
contemporáneos	contemporâneas	contemporáneo	contemporâneo	N;MASC;PL	ADJ;FEM;PL
contemporáneos	contemporânea	contemporáneo	contemporâneo	N;MASC;PL	N;FEM;SG
ken	ken	ken	ken	PROPN	N;MASC;SG
centre	centrar	centre	centrar	N;MASC;SG	V;NFIN
centre	centralizar	centre	centralizar	N;MASC;SG	V;NFIN
necesarias	necessário	necesario	necessário	ADJ;FEM;PL	ADJ;MASC;SG
necesarias	necessária	necesario	necessário	ADJ;FEM;PL	ADJ;FEM;SG
necesarias	necessario	necesario	necessario	ADJ;FEM;PL	N;MASC;SG
abraham	abraham	abraham	abrahar	PROPN	N;MASC;SG
abraham	abraão	abraham	abraão	PROPN	N;MASC;SG
lost	perdido	lost	perder	N	V;MASC;SG;V.PTCP
lost	perdi	lost	perder	N	V;IND;SG;1;PST;FIN
lost	perdida	lost	perder	N	V;FEM;SG;V.PTCP
lost	perdidos	lost	perder	N	V;MASC;PL;V.PTCP
lost	perdeu	lost	perder	N	V;IND;SG;3;PST;FIN
caras	cara	cara	cara	N;FEM;PL	N;FEM;SG
caras	caro	cara	caro	N;FEM;PL	ADJ;MASC;SG
caras	dispendioso	cara	dispendioso	N;FEM;PL	ADJ;MASC;SG
caras	caros	cara	caro	N;FEM;PL	ADJ;MASC;PL
lesiones	lesão	lesión	lesão	N;FEM;PL	N;FEM;SG
lesiones	prejuízo	lesión	prejuízo	N;FEM;PL	N;MASC;SG
lesiones	ferimento	lesión	ferimento	N;FEM;PL	N;MASC;SG
disminución	recusar	disminución	recusar	N;FEM;SG	V;NFIN
disminución	diminuir	disminución	diminuir	N;FEM;SG	V;NFIN
apoyó	suportados	apoyar	suportar	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
apoyó	suportadas	apoyar	suportar	V;IND;SG;3;PST;FIN	V;FEM;PL;V.PTCP
aceptación	aceitar	aceptación	aceitar	N;FEM;SG	V;NFIN
aceptación	aceitando	aceptación	aceitar	N;FEM;SG	V;V.MSDR
parra	parra	parra	parra	PROPN	N;FEM;SG
cedido	cedidas	cedido	cedida	ADJ;MASC;SG;V.PTCP	V;FEM;PL;V.PTCP
cedido	cedida	cedido	cedida	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP
cedido	cedido	cedido	cedido	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
cedido	cedidos	cedido	cedido	ADJ;MASC;SG;V.PTCP	V;MASC;PL;V.PTCP
cedido	emprestado	cedido	emprestar	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
definido	definida	definido	definir	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP
definido	definidos	definido	definir	ADJ;MASC;SG;V.PTCP	V;MASC;PL;V.PTCP
definido	definidas	definido	definido	ADJ;MASC;SG;V.PTCP	V;FEM;PL;V.PTCP
definido	definiu	definido	definir	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
definido	definido	definido	definir	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
contribuyó	contribuíram	contribuir	contribuir	V;IND;SG;3;PST;FIN	V;IND;PL;3;FIN
terrestres	terrestre	terrestre	terrestre	N;PL	N;MASC;SG
rara	raros	raro	raro	ADJ;FEM;SG	ADJ;MASC;PL
rara	raras	raro	raro	ADJ;FEM;SG	ADJ;FEM;PL
soviéticos	soviético	soviético	Soviético	N;MASC;PL	N;MASC;SG
soviéticos	soviética	soviético	soviético	N;MASC;PL	N;FEM;SG
adquirido	adquirida	adquirido	adquirir	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP
adquirido	adquiridos	adquirido	adquirir	ADJ;MASC;SG;V.PTCP	V;MASC;PL;V.PTCP
adquirido	adquiridas	adquirido	adquirir	ADJ;MASC;SG;V.PTCP	V;FEM;PL;V.PTCP
adquirido	adquirido	adquirido	adquirir	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
adquirido	comprou	adquirido	comprar	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
adquirido	comprados	adquirido	comprar	ADJ;MASC;SG;V.PTCP	V;MASC;PL;V.PTCP
adquirido	comprada	adquirido	comprar	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP
adquirido	adquirido	adquirido	adquirir	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
adquirido	comprado	adquirido	comprar	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
pérdidas	perda	pérdida	perda	N;FEM;PL	N;FEM;SG
fantasía	fantasias	fantasía	fantasia	N;FEM;SG	N;FEM;PL
fenómenos	fenômeno	fenómeno	fenômeno	N;MASC;PL	N;MASC;SG
conecta	conecte	conectar	conecte	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
conecta	conexão	conectar	conexão	V;IND;SG;3;PRS;FIN	N;FEM;SG
bus	autocarros	bus	autocarro	N;MASC;SG	N;MASC;PL
mini	mini	mini	mini		N;MASC;SG
africano	africana	africano	africano	ADJ;MASC;SG	N;FEM;SG
africano	africanos	africano	africano	ADJ;MASC;SG	N;MASC;PL
africano	africano	africano	africano	ADJ;MASC;SG	N;MASC;SG
let	deixe	let	deixar		V;SBJV;SG;3;PRS;FIN
let	deixa	let	deixar		V;IND;SG;3;PRS;FIN
poética	poética	poética	poética	ADJ;FEM;SG	N;FEM;SG
otomano	otomanos	otomano	otomano	N;MASC;SG	N;MASC;PL
over	over	over	over	PROPN	N;MASC;SG
sinfónica	sinfônico	sinfónico	sinfônico	ADJ;FEM;SG	N;MASC;SG
sinfónica	symphony	sinfónico	symphony	ADJ;FEM;SG	N;MASC;SG
sinfónica	sinfonia	sinfónico	sinfonia	ADJ;FEM;SG	N;FEM;SG
ocupada	ocupados	ocupado	ocupar	ADJ;FEM;SG;V.PTCP	V;MASC;PL;V.PTCP
ocupada	ocupado	ocupado	ocupar	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
ocupada	ocupada	ocupado	ocupar	ADJ;FEM;SG;V.PTCP	V;FEM;SG;V.PTCP
ocupada	ocupados	ocupado	ocupar	ADJ;FEM;SG;V.PTCP	V;MASC;PL;V.PTCP
ocupada	ocupado	ocupado	ocupar	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
ocupada	ocupada	ocupado	ocupar	ADJ;FEM;SG;V.PTCP	V;FEM;SG;V.PTCP
ocupada	ocupadas	ocupado	ocupar	ADJ;FEM;SG;V.PTCP	V;FEM;PL;V.PTCP
comparte	compartilhem	compartir	compartilher	V;IND;SG;3;PRS;FIN	V;SBJV;PL;3;PRS;FIN
comparte	partilha	compartir	partilha	V;IND;SG;3;PRS;FIN	N;FEM;SG
comparte	compartilhamento	compartir	compartilhamento	V;IND;SG;3;PRS;FIN	N;MASC;SG
comparte	compartilhe	compartir	compartilhe	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
comparte	compartilhamentos	compartir	compartilhamento	V;IND;SG;3;PRS;FIN	N;MASC;PL
comparte	acções	compartir	acção	V;IND;SG;3;PRS;FIN	N;FEM;PL
comparte	ações	compartir	ação	V;IND;SG;3;PRS;FIN	N;FEM;PL
comparte	partilhas	compartir	partilha	V;IND;SG;3;PRS;FIN	N;FEM;PL
favorable	favoráveis	favorable	favorável	ADJ;SG	ADJ;MASC;PL
favorable	favoráveis	favorable	favorável	ADJ;SG	ADJ;MASC;PL
bizantino	bizantina	bizantino	bizantina	ADJ;MASC;SG	N;FEM;SG
bizantino	bizantinos	bizantino	bizantino	ADJ;MASC;SG	N;MASC;PL
bizantino	bizantino	bizantino	bizantino	ADJ;MASC;SG	N;MASC;SG
significativa	significativas	significativo	significativo	ADJ;FEM;SG	ADJ;FEM;PL
significativa	significativos	significativo	significativo	ADJ;FEM;SG	ADJ;MASC;PL
significativa	significativas	significativo	significativo	ADJ;FEM;SG	ADJ;FEM;PL
protegida	protegida	protegido	protegido	ADJ;FEM;SG;V.PTCP	V;FEM;SG;V.PTCP
protegida	protegidas	protegido	proteger	ADJ;FEM;SG;V.PTCP	V;FEM;PL;V.PTCP
protegida	protegidos	protegido	proteger	ADJ;FEM;SG;V.PTCP	V;MASC;PL;V.PTCP
protegida	protegido	protegido	proteger	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
fiel	fieis	fiel	fial	ADJ;SG	N;MASC;PL
fiel	fiéis	fiel	fiel	ADJ;SG	N;MASC;PL
derivado	derivado	derivado	derivado	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
derivado	derivada	derivado	derivar	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP
derivado	derivado	derivado	derivado	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
derivado	derivada	derivado	derivar	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP
