ve	si	ve	sine	CONJ	
yeni	nouă	yeni	nou	ADJ	
un	făină	un	făină		N;INDF;FEM;SG
un	faina	un	faină		N;DEF;FEM;SG
her	fiecare	her	fiecare	DET	PRO;SG;3
aynı	același	aynı	același	ADJ	DET;MASC;SG;3
kulüp	club	kul	club		N;INDF;MASC;SG
kulüp	clubul	kul	club		N;DEF;MASC;SG
bağlı	atașat	bağlı	atașa		ADJ;INDF;MASC;SG
bağlı	atașate	bağlı	atașa		ADJ;INDF;FEM;PL
bağlı	atasat	bağlı	atasa		ADJ;INDF;MASC;SG
bağlı	legată	bağlı	lega		ADJ;INDF;FEM;SG
bağlı	legat	bağlı	lega		ADJ;INDF;MASC;SG
bağlı	legată	bağlı	lega		ADJ;INDF;FEM;SG
bağlı	legat	bağlı	lega		ADJ;INDF;MASC;SG
bağlı	depinde	bağlı	depinde		V;IND;SG;3;PRS;FIN
bağlı	conectat	bağlı	conecta		ADJ;INDF;MASC;SG
bağlı	conectate	bağlı	conecta		ADJ;INDF;FEM;PL
bağlı	conectată	bağlı	conecta		ADJ;INDF;FEM;SG
bağlı	legate	bağlı	legat		ADJ;INDF;FEM;PL
bağlı	legată	bağlı	lega		ADJ;INDF;FEM;SG
iyi	bine	iyi	bine		ADV
iyi	buna	iyi	bun		ADJ;DEF;FEM;SG
iyi	bun	iyi	bun		ADJ;INDF;MASC;SG
ne	ce	ne	ce		PRO;3
ilgili	interesați	ilgili	interesat	ADJ	V;IND;PL;2;IPFV;FIN
son	ultimele	son	ultim		NUM;DEF;FEM;PL
son	ultima	son	ultim		NUM;DEF;FEM;SG
son	ultimul	son	ultim		NUM;DEF;MASC;SG
son	last	son	last		N;INDF;MASC;SG
son	sfârșit	son	sfârșit		N;INDF;MASC;SG
son	final	son	final		N;INDF;MASC;SG
alan	câmp	al	câmp	V;PFV;IND;POS;PRS;V.PTCP	N;INDF;MASC;SG
alan	câmpul	al	câmp	V;PFV;IND;POS;PRS;V.PTCP	N;DEF;MASC;SG
alan	field	al	field	V;PFV;IND;POS;PRS;V.PTCP	N;INDF;MASC;SG
alan	teren	al	teren	V;PFV;IND;POS;PRS;V.PTCP	N;INDF;MASC;SG
alan	domeniu	al	domeniu	V;PFV;IND;POS;PRS;V.PTCP	N;INDF;MASC;SG
alan	domeniul	al	domeniu	V;PFV;IND;POS;PRS;V.PTCP	N;DEF;MASC;SG
alan	alan	al	alan	V;PFV;IND;POS;PRS;V.PTCP	PROPN
alan	zonă	al	zonă	V;PFV;IND;POS;PRS;V.PTCP	N;INDF;FEM;SG
alan	zona	al	zonă	V;PFV;IND;POS;PRS;V.PTCP	N;DEF;FEM;SG
alan	suprafață	al	suprafață	V;PFV;IND;POS;PRS;V.PTCP	N;INDF;FEM;SG
dünya	lumea	dünya	lume		N;DEF;FEM;SG
dünya	lume	dünya	lume		N;INDF;FEM;SG
dünya	world	dünya	world		PROPN
dünya	earth	dünya	earth		N
dünya	pămînt	dünya	pămînt		N;INDF;MASC;SG
dünya	pământul	dünya	pământ		N;DEF;MASC;SG
dünya	pământ	dünya	pământ		N;INDF;MASC;SG
abd	usa	abd	usa		N;DEF;FEM;SG
abd	sua	abd	sua		N
birlikte	împreună	birlikte	împreună		ADV
bulunan	localizată	bulun	localiza		ADJ;INDF;FEM;SG
bulunan	localizat	bulun	localiza		ADJ;INDF;MASC;SG
bulunan	situat	bulun	situa		ADJ;INDF;MASC;SG
eski	bătrân	eski	bătrân		ADJ;INDF;MASC;SG
eski	vechi	eski	vechi		ADJ;INDF;MASC;SG
eski	old	eski	old		N;INDF;MASC;SG
eski	veche	eski	vechi		ADJ;INDF;FEM;SG
eski	bătrâne	eski	bătrâne		ADJ;INDF;FEM;PL
and	andine	and	andine		ADJ;INDF;FEM;PL
önemli	repere	önemli	repere		N;INDF;FEM;PL
önemli	subliniază	önemli	sublinia		V;IND;3;PRS;FIN
önemli	importante	önemli	important		ADJ;INDF;FEM;PL
önemli	important	önemli	important		ADV
önemli	importanta	önemli	important		ADJ;DEF;FEM;SG
önemli	importantă	önemli	important		ADJ;INDF;FEM;SG
önemli	semnificative	önemli	semnificativ		ADJ;INDF;FEM;PL
önemli	semnificativă	önemli	semnificativ		ADJ;INDF;FEM;SG
önemli	semnificativ	önemli	semnificativ		ADV
madde	substanță	madde	substanță	N;NOM;SG;3	N;INDF;FEM;SG
madde	substanța	madde	substanță	N;NOM;SG;3	N;DEF;FEM;SG
madde	clauză	madde	clauză	N;NOM;SG;3	N;INDF;FEM;SG
madde	clauza	madde	clauză	N;NOM;SG;3	N;DEF;FEM;SG
madde	materialul	madde	material	N;NOM;SG;3	N;DEF;MASC;SG
madde	materiale	madde	material	N;NOM;SG;3	N;INDF;FEM;PL
madde	materia	madde	materie	N;NOM;SG;3	N;DEF;FEM;SG
madde	materie	madde	materie	N;NOM;SG;3	N;INDF;FEM;SG
madde	articolul	madde	articol	N;NOM;SG;3	N;DEF;MASC;SG
sağlık	wellness	sağlık	wellness	N;NOM;SG;3	PROPN
sağlık	medical	sağlık	medical	N;NOM;SG;3	ADJ;INDF;MASC;SG
sağlık	medicală	sağlık	medical	N;NOM;SG;3	ADJ;INDF;FEM;SG
sağlık	medicale	sağlık	medical	N;NOM;SG;3	ADJ;INDF;FEM;PL
sağlık	sanatate	sağlık	sanata	N;NOM;SG;3	N;INDF;FEM;SG
sağlık	sănătatea	sağlık	sănătate	N;NOM;SG;3	N;DEF;FEM;SG
sağlık	sănătate	sağlık	sănătate	N;NOM;SG;3	N;INDF;FEM;SG
genel	generic	genel	generic	ADJ	ADV
genel	generalul	genel	general	ADJ	N;DEF;MASC;SG
mart	mart	mart	mart		N;INDF;MASC;SG
mart	martie	mart	martie		N;INDF;MASC;SG
adı	numele	ad	nume	N;NOM;SG;3	N;DEF;MASC;SG
adı	denumire	ad	denumire	N;NOM;SG;3	N;INDF;FEM;SG
adı	name	ad	name	N;NOM;SG;3	
film	pelicule	film	pelicul		N;INDF;FEM;PL
film	filme	film	film		N;INDF;FEM;PL
film	film	film	film		N;INDF;MASC;SG
film	peliculă	film	pelicul		N;INDF;FEM;SG
film	film	film	film		N;INDF;MASC;SG
film	filme	film	film		N;INDF;FEM;PL
film	filmele	film	filme		N;DEF;FEM;PL
haziran	iunie	haziran	iunie		N;INDF;MASC;SG
dosya	fișiere	dosya	fișier		N;INDF;FEM;PL
dosya	fisiere	dosya	fisier		N;INDF;FEM;PL
dosya	dosare	dosya	dosare		N;INDF;FEM;PL
dosya	fișierul	dosya	fișier		N;DEF;MASC;SG
dosya	fişier	dosya	fişier		N;INDF;MASC;SG
dosya	fișier	dosya	fișier		N;INDF;MASC;SG
dosya	dosar	dosya	dosar		N;INDF;MASC;SG
ocak	jan	ocak	jan		PROPN
ocak	ianuarie	ocak	ianuarie		N;INDF;MASC;SG
ocak	aragaz	ocak	aragaz		N;INDF;MASC;SG
ocak	soba	ocak	sobă		N;DEF;FEM;SG
ocak	sobă	ocak	sobă		N;INDF;FEM;SG
ocak	aragaz	ocak	aragaz		N;INDF;MASC;SG
yıl	anul	yıl	an		N;DEF;MASC;SG
yıl	an	yıl	an		N;INDF;MASC;SG
dan	dan	dan	dan		PROPN
kasım	november	kasım	november		N;INDF;MASC;SG
kasım	noiembrie	kasım	noiembrie		N;INDF;MASC;SG
avrupa	europei	avrupa	europă		PROPN;DEF;FEM;SG
avrupa	europa	avrupa	europa		PROPN
avrupa	europă	avrupa	europă		N;INDF;FEM;SG
avrupa	europa	avrupa	europa		PROPN
avrupa	europene	avrupa	european		ADJ;INDF;FEM;PL
avrupa	europeană	avrupa	european		ADJ;INDF;FEM;SG
avrupa	europeni	avrupa	european		ADJ;INDF;MASC;PL
avrupa	european	avrupa	european		ADJ;INDF;MASC;SG
karşı	contor	karşı	contor		N;INDF;MASC;SG
karşı	împotriva	karşı	împotriva		ADP;GEN
karşı	impotriva	karşı	impotriva		N;DEF;FEM;SG
toplam	sumă	toplam	sumă		N;INDF;FEM;SG
toplam	suma	toplam	sumă		N;DEF;FEM;SG
toplam	total	toplam	total		ADV
toplam	totalul	toplam	total		N;DEF;MASC;SG
toplam	totală	toplam	total		ADJ;INDF;FEM;SG
jpg	jpg	jpg	jpg		N
eylül	septembrie	eylül	septembrie		N;INDF;MASC;SG
ağustos	august	ağustos	august		N;INDF;MASC;SG
içinde	interior	içinde	interior	ADV	N;INDF;MASC;SG
içinde	înăuntru	içinde	înăuntru	ADV	
temmuz	iulie	temmuz	iulie		N;INDF;MASC;SG
önce	înainte	önce	înainte		ADV
önce	primii	önce	prim		NUM;DEF;MASC;PL
önce	prima	önce	prim		NUM;DEF;FEM;SG
önce	primul	önce	prim		NUM;DEF;MASC;SG
tüm	întreg	tüm	întreg	DET	ADJ;INDF;MASC;SG
tüm	intreg	tüm	intreg	DET	
den	bârlog	None	bârlog		N;INDF;MASC;SG
nisan	aprilie	nisan	aprilie		N;INDF;MASC;SG
resim	poza	resim	poză		N;DEF;FEM;SG
resim	poză	resim	poză		N;INDF;FEM;SG
resim	imagine	resim	imagine		N;INDF;FEM;SG
resim	imaginea	resim	imagine		N;DEF;FEM;SG
resim	imagine	resim	imagine		N;INDF;FEM;SG
resim	tablou	resim	tablou		N;INDF;MASC;SG
resim	vopsire	resim	vopsire		N;INDF;FEM;SG
resim	pictura	resim	pictură		N;DEF;FEM;SG
resim	pictură	resim	pictură		N;INDF;FEM;SG
resim	desenul	resim	desen		N;DEF;MASC;SG
resim	desen	resim	desen		N;INDF;MASC;SG
resim	desenez	resim	deseni		V;IND;SG;1;PRS;FIN
üniversitesi	facultate	üniversitesi	facultate	N;NOM;SG;3	N;INDF;FEM;SG
üniversitesi	universitate	üniversitesi	universitate	N;NOM;SG;3	N;INDF;FEM;SG
üniversitesi	universitatea	üniversitesi	universitate	N;NOM;SG;3	N;DEF;FEM;SG
ye	mănânc	ye	mănânc		V;IND;SG;1;PRS;FIN
ye	mănâncă	ye	mânca		V;IND;3;PRS;FIN
ye	mananca	ye	mananca		V;IND;SG;3;IPFV;FIN
ekim	octombrie	ekim	octombrie		N;INDF;MASC;SG
şehir	oraș	şehir	oraș		N;INDF;MASC;SG
şehir	oras	şehir	oras		N;INDF;MASC;SG
şehir	oraşul	şehir	orac		N;DEF;MASC;SG
şehir	oraş	şehir	oraş		N;INDF;MASC;SG
şehir	city	şehir	city		N;INDF;MASC;SG
şehir	oras	şehir	oras		N;INDF;MASC;SG
şehir	oraș	şehir	oraș		N;INDF;MASC;SG
şehir	oraş	şehir	oraş		N;INDF;MASC;SG
şehir	oraşul	şehir	orac		N;DEF;MASC;SG
şehir	orașul	şehir	oraș		N;DEF;MASC;SG
şehir	urban	şehir	urban		ADJ;INDF;MASC;SG
şehir	urbane	şehir	urban		ADJ;INDF;FEM;PL
şehir	urbană	şehir	urban		ADJ;INDF;FEM;SG
zaman	ora	zaman	oră	N;NOM;SG;3	N;DEF;FEM;SG
zaman	timpul	zaman	timp	N;NOM;SG;3	N;DEF;MASC;SG
bazı	unele	bazı	unul	DET	PRO;FEM;PL;3
bazı	unii	bazı	unul	DET	PRO;MASC;PL;3
aralık	intervalul	aralık	interval	N;NOM;SG;3	N;DEF;MASC;SG
köy	satul	köy	sat		N;DEF;MASC;SG
köy	village	köy	villag		PROPN
köy	satului	köy	sat		N;DEF;MASC;SG
köy	sat	köy	sat		N;INDF;MASC;SG
yüksek	high	yüksek	high	ADJ	
birçok	multi	birçok	mult	DET	
birçok	mulți	birçok	mult	DET	PRO;MASC;PL;3
birçok	multe	birçok	mult	DET	PRO;FEM;PL;3
şubat	februarie	şubat	februarie		N;INDF;MASC;SG
yol	cărare	yol	cărare		N;INDF;FEM;SG
yol	cale	yol	cale		N;INDF;FEM;SG
yol	calea	yol	cale		N;DEF;FEM;SG
yol	traseu	yol	traseu		N;INDF;MASC;SG
yol	rută	yol	rută		N;INDF;FEM;SG
yol	ruta	yol	ruta		N;DEF;FEM;SG
yol	traseul	yol	traseu		N;DEF;MASC;SG
yol	way	yol	way		N;INDF;MASC;SG
yol	drum	yol	drum		N;INDF;MASC;SG
yol	drumul	yol	drum		N;DEF;MASC;SG
yol	road	yol	road		N;INDF;MASC;SG
fakat	dar	fakat	dar		CONJ;POS
grup	trupă	grup	trupă		N;INDF;FEM;SG
grup	trupa	grup	trupă		N;DEF;FEM;SG
grup	formație	grup	formație		N;INDF;FEM;SG
grup	formatie	grup	formatie		N;INDF;FEM;SG
grup	grupa	grup	grupă		N;DEF;FEM;SG
grup	grup	grup	grup		N;INDF;MASC;SG
grup	grupul	grup	grup		N;DEF;MASC;SG
grup	grupă	grup	grupă		N;INDF;FEM;SG
takım	echipa	takım	echipă		N;DEF;FEM;SG
takım	squad	takım	squad		ADJ
takım	grupă	takım	grupă		N;INDF;FEM;SG
takım	echipă	takım	echipă		N;INDF;FEM;SG
takım	echipa	takım	echipă		N;DEF;FEM;SG
takım	team	takım	team		N;INDF;MASC;SG
kendi	proprie	kendi	propriu	PRO;NOM;SG;3;REFL	ADJ;INDF;FEM;SG
kendi	proprii	kendi	propriu	PRO;NOM;SG;3;REFL	ADJ;INDF;PL
tek	singură	tek	singur		ADJ;INDF;FEM;SG
tek	single	tek	single		N;INDF;MASC;SG
tek	singur	tek	singur		ADJ;INDF;MASC;SG
bilgi	info	bilgi	info	N;NOM;SG;3	
bilgi	informatii	bilgi	informat	N;NOM;SG;3	N;INDF;FEM;PL
bilgi	informaţii	bilgi	informah	N;NOM;SG;3	N;INDF;FEM;PL
bilgi	informatii	bilgi	informat	N;NOM;SG;3	N;INDF;FEM;PL
bilgi	informație	bilgi	informație	N;NOM;SG;3	N;INDF;FEM;SG
bilgi	informații	bilgi	informație	N;NOM;SG;3	N;INDF;FEM;PL
bilgi	informaţii	bilgi	informah	N;NOM;SG;3	N;INDF;FEM;PL
bilgi	cunoștințe	bilgi	cunoștință	N;NOM;SG;3	N;INDF;FEM;PL
bilgi	cunostinte	bilgi	cunoaște	N;NOM;SG;3	
kez	timpuri	kez	timp	N;NOM;SG;3	N;INDF;FEM;PL
kez	timpurile	kez	timp	N;NOM;SG;3	N;DEF;FEM;PL
kez	vremuri	kez	vreme	N;NOM;SG;3	N;INDF;FEM;PL
hakkında	despre	hak	despre	N;ESS;SG;3	ADP;ACC
osmanlı	otomană	osmanlı	otoman		ADJ;INDF;FEM;SG
osmanlı	otoman	osmanlı	otoman		N;INDF;MASC;SG
osmanlı	otomani	osmanlı	otoman		N;INDF;MASC;PL
devlet	stare	devlet	stare	N;NOM;SG;3	N;INDF;FEM;SG
devlet	state	devlet	stat	N;NOM;SG;3	N;INDF;FEM;PL
devlet	statul	devlet	stat	N;NOM;SG;3	N;DEF;MASC;SG
devlet	guvernul	devlet	guvern	N;NOM;SG;3	N;DEF;MASC;SG
devlet	guvernare	devlet	guvernare	N;NOM;SG;3	N;INDF;FEM;SG
ankara	ankara	ankar	ankara		PROPN
üç	three	üç	three	NUM	N;INDF;MASC;SG
tarihi	data	tarih	dată		N;DEF;FEM;SG
tarihi	dată	tarih	dată		N;INDF;FEM;SG
tarihi	istorice	tarih	istoric		ADJ;INDF;FEM;PL
tarihi	istorică	tarih	istoric		ADJ;INDF;FEM;SG
tarihi	istoric	tarih	istoric		ADJ;INDF;MASC;SG
tarihi	istoricul	tarih	istoric		N;DEF;MASC;SG
tarihi	istorie	tarih	istorie		N;INDF;FEM;SG
tarihi	istoric	tarih	istoric		ADJ;INDF;MASC;SG
tarihi	istoria	tarih	istorie		N;DEF;FEM;SG
başladı	început	başla	început	V;PFV;IND;SG;3;POS;PST	N;INDF;MASC;SG
küçük	micii	küçük	mic	ADJ	N;DEF;MASC;PL
küçük	lil	küçük	lil	ADJ	N;INDF;MASC;SG
küçük	puțin	küçük	puțin	ADJ	ADV
müzik	muzică	müzik	muzică		N;INDF;FEM;SG
müzik	muzica	müzik	muzică		N;DEF;FEM;SG
resmi	formale	resmi	formal		ADJ;INDF;FEM;PL
resmi	formală	resmi	formal		ADJ;INDF;FEM;SG
resmi	formal	resmi	formal		ADV
resmi	poza	resmi	poză		N;DEF;FEM;SG
resmi	poză	resmi	poză		N;INDF;FEM;SG
resmi	imagine	resmi	imagine		N;INDF;FEM;SG
resmi	oficial	resmi	oficial		ADJ;INDF;MASC;SG
resmi	oficiale	resmi	oficial		ADJ;INDF;FEM;PL
resmi	oficiala	resmi	oficială		ADJ;DEF;FEM;SG
resmi	oficială	resmi	oficial		ADJ;INDF;FEM;SG
kabul	convenit	kabul	convenit	N;NOM;SG;3	ADJ;INDF;MASC;SG
kabul	convenite	kabul	conveni	N;NOM;SG;3	ADJ;INDF;FEM;PL
kabul	acceptarea	kabul	acceptare	N;NOM;SG;3	N;DEF;FEM;SG
kabul	acceptare	kabul	acceptare	N;NOM;SG;3	N;INDF;FEM;SG
kabul	acceptă	kabul	accepta	N;NOM;SG;3	V;IND;SG;3;PST;FIN
kabul	acceptăm	kabul	accepta	N;NOM;SG;3	V;IND;PL;1;PRS;FIN
kabul	acceptă	kabul	accepta	N;NOM;SG;3	V;IND;SG;3;PST;FIN
kabul	accepta	kabul	accepta	N;NOM;SG;3	V;IND;SG;3;IPFV;FIN
kabul	accept	kabul	accept	N;NOM;SG;3	V;IND;SG;1;PRS;FIN
kabul	acceptat	kabul	acceptat	N;NOM;SG;3	ADJ;INDF;MASC;SG
kabul	acceptate	kabul	accepta	N;NOM;SG;3	ADJ;INDF;FEM;PL
kabul	acceptata	kabul	acceptată	N;NOM;SG;3	ADJ;DEF;FEM;SG
kabul	acceptată	kabul	accepta	N;NOM;SG;3	ADJ;INDF;FEM;SG
devam	continuați	devam	continua	N;NOM;SG;3	V;IND;PL;2;IPFV;FIN
devam	continuă	devam	continua	N;NOM;SG;3	V;IND;SG;3;PST;FIN
devam	continua	devam	continua	N;NOM;SG;3	V;IND;SG;3;IPFV;FIN
devam	ține	devam	ține	N;NOM;SG;3	V;IND;SG;3;PRS;FIN
devam	păstrați	devam	păstra	N;NOM;SG;3	V;IND;PL;2;IPFV;FIN
devam	păstrează	devam	păstra	N;NOM;SG;3	V;IND;3;PRS;FIN
kupası	cupa	kupa	cupă	N;NOM;SG;3	N;DEF;FEM;SG
kupası	cupă	kupa	cupă	N;NOM;SG;3	N;INDF;FEM;SG
kupası	ceașcă	kupa	ceașcă	N;NOM;SG;3	N;INDF;FEM;SG
fazla	exces	fazla	exces		N;INDF;MASC;SG
fazla	excesul	fazla	exces		N;DEF;MASC;SG
okulu	scoala	okul	scoală	N;NOM;SG;3	N;DEF;FEM;SG
okulu	școala	okul	școală	N;NOM;SG;3	N;DEF;FEM;SG
okulu	şcoala	okul	pcoală	N;NOM;SG;3	N;DEF;FEM;SG
okulu	școală	okul	școală	N;NOM;SG;3	N;INDF;FEM;SG
okulu	şcoală	okul	şcoală	N;NOM;SG;3	N;INDF;FEM;SG
aldı	luată	al	lua	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;FEM;SG
aldı	luat	al	lua	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;MASC;SG
aldı	luate	al	luat	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;FEM;PL
aldı	primite	al	primit	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;FEM;PL
aldı	primită	al	primi	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;FEM;SG
em	suge	e	suge		V;IND;SG;3;PRS;FIN
em	sug	e	sug		V;IND;PL;3;PRS;FIN
futbol	fotbal	futbol	fotbal		N;INDF;MASC;SG
futbol	fotbal	futbol	fotbal		N;INDF;MASC;SG
futbol	football	futbol	football		N;INDF;MASC;SG
futbol	fotbalul	futbol	fotbal		N;DEF;MASC;SG
ileti	mesajul	ilet	mesaj		N;DEF;MASC;SG
ileti	mesaj	ilet	mesaj		N;INDF;MASC;SG
doğru	precise	doğru	precis		ADJ;INDF;FEM;PL
doğru	precisă	doğru	precis		ADJ;INDF;FEM;SG
doğru	dreapta	doğru	dreaptă		N;DEF;FEM;SG
doğru	corect	doğru	corect		ADV
doğru	adevărat	doğru	adevărat		ADV
doğru	adevarat	doğru	adevarat		ADJ;INDF;MASC;SG
doğru	corectează	doğru	corecta		V;IND;3;PRS;FIN
doğru	corectă	doğru	corect		ADJ;INDF;FEM;SG
doğru	corecta	doğru	corecta		ADJ;DEF;FEM;SG
doğru	corect	doğru	corect		ADV
tarım	agricol	tarım	agricol		ADJ;INDF;MASC;SG
tarım	agricole	tarım	agricol		ADJ;INDF;FEM;PL
tarım	agricultura	tarım	agricultură		N;DEF;FEM;SG
tarım	agricultură	tarım	agricultură		N;INDF;FEM;SG
tarım	agricultura	tarım	agricultură		N;DEF;FEM;SG
tarım	agricultură	tarım	agricultură		N;INDF;FEM;SG
on	ten	on	ten		N;INDF;MASC;SG
on	zece	on	zece		NUM;PL
özel	exclusivitate	özel	exclusivitate	ADJ	N;INDF;FEM;SG
özel	exclusiv	özel	exclusiv	ADJ	ADV
özel	special	özel	special	ADJ	ADV
biri	cineva	biri	cineva	PRO;NOM;SG;3	PRO;SG;3
biri	cineva	biri	cineva	PRO;NOM;SG;3	PRO;SG;3
biri	una	biri	unul	PRO;NOM;SG;3	PRO;FEM;SG;3
biri	unul	biri	unul	PRO;NOM;SG;3	PRO;MASC;SG;3
biri	unu	biri	unu	PRO;NOM;SG;3	NUM;MASC;SG
alanı	câmpul	alan	câmp	N;NOM;SG;3	N;DEF;MASC;SG
alanı	zonă	alan	zonă	N;NOM;SG;3	N;INDF;FEM;SG
alanı	zona	alan	zonă	N;NOM;SG;3	N;DEF;FEM;SG
alanı	suprafață	alan	suprafață	N;NOM;SG;3	N;INDF;FEM;SG
vikipedi	wikipedia	vikip	wikipedia		N;DEF;FEM;SG
uzun	long	uzun	long	ADJ	
şarkı	canto	şarkı	canto		N;INDF;MASC;SG
şarkı	cântând	şarkı	cânta		V;V.MSDR
şarkı	cantece	şarkı	cantec		N;INDF;FEM;PL
şarkı	cântece	şarkı	cântec		N;INDF;FEM;PL
şarkı	melodii	şarkı	melodie		N;INDF;FEM;PL
şarkı	cantec	şarkı	cantec		N;INDF;MASC;SG
şarkı	song	şarkı	song		N;INDF;MASC;SG
şarkı	melodie	şarkı	melodie		N;INDF;FEM;SG
şarkı	cântec	şarkı	cântec		N;INDF;MASC;SG
eden	eden	et	eden	V;PFV;IND;POS;PRS;V.PTCP	N;INDF;MASC;SG
lig	league	lig	league		N;INDF;MASC;SG
lig	ligii	lig	ligă		N;DEF;FEM;SG
lig	liga	lig	ligă		N;DEF;FEM;SG
lig	ligă	lig	ligă		N;INDF;FEM;SG
orta	mijloc	orta	mijloc		N;INDF;MASC;SG
orta	medii	orta	medie		N;INDF;FEM;PL
orta	medium	orta	medium		N;INDF;MASC;SG
orta	mediu	orta	mediu		ADJ;INDF;MASC;SG
orta	medie	orta	medie		N;INDF;FEM;SG
orta	mijlocul	orta	mijloc		N;DEF;MASC;SG
orta	centrul	orta	centru		N;DEF;MASC;SG
orta	centru	orta	centru		N;INDF;MASC;SG
orta	centrul	orta	centru		N;DEF;MASC;SG
orta	centru	orta	centru		N;INDF;MASC;SG
oyuncu	player	oyuncu	player		N;INDF;MASC;SG
oyuncu	jucator	oyuncu	jucator		N;INDF;MASC;SG
oyuncu	jucătorul	oyuncu	jucător		N;DEF;MASC;SG
oyuncu	jucător	oyuncu	jucător		N;INDF;MASC;SG
oyuncu	actor	oyuncu	actor		N;INDF;MASC;SG
oyuncu	actorul	oyuncu	actor		N;DEF;MASC;SG
oyuncu	actrita	oyuncu	actrita		N;DEF;FEM;SG
oyuncu	actriță	oyuncu	actriță		N;INDF;FEM;SG
geri	înapoi	geri	înapoi		ADV
geri	spate	geri	spate		N;INDF;MASC;SG
geri	invers	geri	invers		ADV
mesaj	text	mesaj	text		N;INDF;MASC;SG
mesaj	textul	mesaj	text		N;DEF;MASC;SG
mesaj	mesajul	mesaj	mesaj		N;DEF;MASC;SG
mesaj	mesaj	mesaj	mesaj		N;INDF;MASC;SG
mesaj	mesaje	mesaj	mesaj		N;INDF;FEM;PL
mesaj	mesajele	mesaj	mesaj		N;DEF;FEM;PL
elektrik	electricitatea	elektrik	electricitate	N;NOM;SG;3	N;DEF;FEM;SG
elektrik	electricitate	elektrik	electricitate	N;NOM;SG;3	N;INDF;FEM;SG
elektrik	electrice	elektrik	electric	N;NOM;SG;3	ADJ;INDF;FEM;PL
elektrik	electric	elektrik	electric	N;NOM;SG;3	ADJ;INDF;MASC;SG
