que	to	que	taj	CONJ	DET;NOM;NEUT;SG
españa	španjolske	españa	španjolski	N;FEM;SG	ADJ;NOM;DEF;FEM;PL
otros	drugi	otro	drugi	PRO;MASC;PL	ADJ;NOM;MASC;SG
otros	drugo	otro	drugi	PRO;MASC;PL	ADJ;NOM;NEUT;SG
otros	druga	otro	drugi	PRO;MASC;PL	ADJ;NOM;FEM;SG
otros	ostali	otro	ostao	PRO;MASC;PL	ADJ;NOM;DEF;MASC;PL
otros	drugi	otro	drugi	PRO;MASC;PL	ADJ;NOM;MASC;SG
otros	druge	otro	drugi	PRO;MASC;PL	ADJ;NOM;FEM;PL
gran	velike	gran	velik	ADJ;SG	ADJ;NOM;DEF;FEM;PL
gran	super	gran	super	ADJ;SG	ADV
gran	grand	gran	grand	ADJ;SG	N;NOM;MASC;SG
unidos	united	unido	united	ADJ;MASC;PL;V.PTCP	N;NOM;MASC;SG
puede	mogu	poder	moći	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
estado	stanja	estado	stanje	N;MASC;SG	N;NOM;NEUT;PL
uno	uno	uno	uno	PRO;MASC;SG	N;NOM;MASC;SG
uno	jedan	uno	jedan	PRO;MASC;SG	NUM;NOM;MASC;SG
uno	jedna	uno	jedan	PRO;MASC;SG	NUM;NOM;FEM;SG
primer	prvo	primero	prvo	ADJ;MASC;SG	ADV
había	imao	haber	imati	V;IND;SG;3;IPFV;FIN	V;MASC;SG;PST;V.PTCP;ACT
había	imali	haber	imati	V;IND;SG;3;IPFV;FIN	V;MASC;PL;PST;V.PTCP;ACT
había	imala	haber	imati	V;IND;SG;3;IPFV;FIN	V;FEM;SG;PST;V.PTCP;ACT
mismo	isto	mismo	isto	ADJ;MASC;SG	ADV
eran	bile	ser	biti	V;IND;PL;3;IPFV;FIN	V;FEM;PL;PST;V.PTCP;ACT
eran	bili	ser	biti	V;IND;PL;3;IPFV;FIN	V;MASC;PL;PST;V.PTCP;ACT
cual	koje	cual	koji	PRO;SG	DET;NOM;FEM;SG
cual	koja	cual	koji	PRO;SG	DET;NOM;FEM;SG
cual	koji	cual	koji	PRO;SG	DET;NOM;MASC;SG
tres	tres	tres	tres	NUM;PL	ADP
general	općenito	general	općenito	N;SG	ADV
guerra	ratovanja	guerra	ratovanje	N;FEM;SG	N;NOM;NEUT;PL
tras	poslije	tras	poslije	ADP	ADV
familia	obitelji	familia	obitelj	N;FEM;SG	N;NOM;FEM;PL
familia	obiteljima	familia	obitelj	N;FEM;SG	N;INS;MASC;PL
familia	porodice	familia	porodica	N;FEM;SG	N;NOM;FEM;PL
familia	obitelji	familia	obitelj	N;FEM;SG	N;NOM;FEM;PL
además	plus	además	plus	ADV	N;NOM;MASC;SG
todo	sve	todo	sve	PRO;MASC;SG	PRO;NOM;NEUT;SG
todo	sve	todo	sve	PRO;MASC;SG	PRO;NOM;NEUT;SG
todo	svi	todo	sav	PRO;MASC;SG	DET;NOM;DEF;MASC;PL
sur	južni	sur	južan	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
sur	južna	sur	južan	N;MASC;SG	ADJ;NOM;DEF;FEM;SG
sur	južnoj	sur	južan	N;MASC;SG	ADJ;DAT;DEF;FEM;SG
sur	sur	sur	sur	N;MASC;SG	PROPN;NOM;MASC;SG
sur	južno	sur	južno	N;MASC;SG	ADV
mayor	major	mayor	major	ADJ;SG	N;NOM;MASC;SG
mayor	bojnik	mayor	bojnik	ADJ;SG	N;NOM;MASC;SG
provincia	pokrajine	provincia	pokrajina	N;FEM;SG	N;NOM;FEM;PL
partido	party	partido	Party	N;MASC;SG	PROPN;NOM;MASC;SG
contra	kontra	contra	kontar	ADP	N;NOM;MASC;SG
contra	brojač	contra	brojač	ADP	N;NOM;MASC;SG
encuentra	pronađite	encontrar	pronaći	V;IND;SG;3;PRS;FIN	V;IMP;PL;2;FIN
encuentra	nađi	encontrar	nađi	V;IND;SG;3;PRS;FIN	V;IMP;SG;2;FIN
encuentra	pronađi	encontrar	pronaći	V;IND;SG;3;PRS;FIN	V;IND;SG;2;PRS;FIN
municipio	općine	municipio	općina	N;MASC;SG	N;NOM;FEM;PL
otras	drugi	otro	drugi	PRO;FEM;PL	ADJ;NOM;MASC;SG
otras	drugo	otro	drugi	PRO;FEM;PL	ADJ;NOM;NEUT;SG
otras	druga	otro	drugi	PRO;FEM;PL	ADJ;NOM;FEM;SG
otras	ostali	otro	ostao	PRO;FEM;PL	ADJ;NOM;DEF;MASC;PL
otras	drugi	otro	drugi	PRO;FEM;PL	ADJ;NOM;MASC;SG
otras	druge	otro	drugi	PRO;FEM;PL	ADJ;NOM;FEM;PL
todos	svi	todo	sav	PRO;MASC;PL	DET;NOM;DEF;MASC;PL
todos	sve	todo	sve	PRO;MASC;PL	PRO;NOM;NEUT;SG
todos	svi	todo	sav	PRO;MASC;PL	DET;NOM;DEF;MASC;PL
todos	svima	todo	sav	PRO;MASC;PL	DET;DAT;DEF;MASC;PL
todos	svi	todo	sav	PRO;MASC;PL	DET;NOM;DEF;MASC;PL
juan	ivan	juan	ivan	PROPN	N;NOM;MASC;SG
juan	john	juan	john	PROPN	PROPN;NOM;MASC;SG
juan	joan	juan	joan	PROPN	PROPN;NOM;FEM;SG
josé	josipe	josé	josip	PROPN	N;NOM;MASC;SG
josé	joseph	josé	joseph	PROPN	N;NOM;MASC;SG
josé	josipa	josé	josip	PROPN	N;ACC;MASC;SG
josé	josip	josé	josip	PROPN	PROPN;NOM;MASC;SG
josé	josef	josé	josef	PROPN	PROPN;NOM;MASC;SG
josé	jose	josé	biti	PROPN	PROPN;NOM;MASC;SG
josé	josé	josé	josé	PROPN	PROPN;NOM;MASC;SG
bajo	niski	bajo	nisk	ADP	ADJ;NOM;DEF;MASC;SG
bajo	niska	bajo	nizak	ADP	ADJ;NOM;DEF;FEM;SG
bajo	nisko	bajo	nisko	ADP	ADV
bajo	nizak	bajo	niz	ADP	N;NOM;MASC;SG
bajo	bas	bajo	bas	ADP	PROPN;NOM;MASC;SG
bajo	bass	bajo	bass	ADP	N;NOM;MASC;SG
serie	serije	serie	serija	N;FEM;SG	N;NOM;FEM;PL
serie	serijski	serie	serijski	N;FEM;SG	ADV
cada	svaki	cada	svaki	DET;SG	DET;NOM;MASC;SG
cada	svako	cada	svaki	DET;SG	DET;NOM;NEUT;SG
cada	svaka	cada	svaki	DET;SG	DET;NOM;FEM;SG
cada	svaki	cada	svaki	DET;SG	DET;NOM;MASC;SG
cada	svaka	cada	svaki	DET;SG	DET;NOM;FEM;SG
fútbol	football	fútbol	football	N;MASC;SG	ADP
equipo	tim	equipo	taj	N;MASC;SG	DET;INS;NEUT;SG
norte	norte	norte	norta	N;MASC;SG	N;NOM;FEM;PL
norte	sjeverno	norte	sjeverno	N;MASC;SG	ADV
norte	sjeverna	norte	sjeveran	N;MASC;SG	ADJ;NOM;DEF;FEM;SG
norte	sjeverni	norte	sjeverni	N;MASC;SG	ADV
norte	sjevernom	norte	sjeveran	N;MASC;SG	ADJ;INS;DEF;FEM;SG
norte	sjeverna	norte	sjeveran	N;MASC;SG	ADJ;NOM;DEF;FEM;SG
norte	nord	norte	nord	N;MASC;SG	PROPN;NOM;MASC;SG
río	rio	río	rio	N;MASC;SG	PROPN;NOM;MASC;SG
río	rijeke	río	rijeka	N;MASC;SG	N;NOM;FEM;PL
río	river	río	river	N;MASC;SG	ADP
méxico	meksiko	méxico	meksiko	N;MASC;SG	PROPN;NOM;MASC;SG
méxico	mexico	méxico	mexico	N;MASC;SG	PROPN;NOM;MASC;SG
han	hana	haber	hana	V;IND;PL;3;PRS;FIN	N;NOM;FEM;SG
han	han	haber	han	V;IND;PL;3;PRS;FIN	PROPN;NOM;MASC;SG
argentina	argentini	argentino	argentina	ADJ;FEM;SG	N;DAT;FEM;SG
argentina	argentine	argentino	argentina	ADJ;FEM;SG	N;NOM;FEM;PL
inglés	englezi	inglés	engleg	N;MASC;SG	N;NOM;MASC;PL
inglés	engleski	inglés	engleski	N;MASC;SG	ADV
inglés	english	inglés	english	N;MASC;SG	ADP
véase	vidi	véase	vidjeti	V;SBJV;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
discusión	rasprave	discusión	rasprava	N;FEM;SG	N;NOM;FEM;PL
gobierno	vlade	gobierno	vlada	N;MASC;SG	N;NOM;FEM;PL
condado	županije	condado	županija	N;MASC;SG	N;NOM;FEM;PL
final	završni	final	završan	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
vida	life	vida	life	N;FEM;SG	ADP
español	španjolci	español	španjolac	N;MASC;SG	N;NOM;MASC;PL
español	španjolski	español	španjolski	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
centro	centro	centro	centro	N;MASC;SG	ADP
julio	julio	julio	juliti	N	V;MASC;SG;PST;V.PTCP;ACT
hay	sijena	haber	sijena	V;IND;SG;3;PRS;FIN	N;ACC;MASC;SG
hay	sijeno	haber	sijeno	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
lincoln	lincoln	lincoln	lincoln	N;MASC;SG	PROPN;NOM;MASC;SG
lincoln	lincolna	lincoln	lincolan	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
internacional	international	internacional	international	ADJ;SG	ADP
santa	svetac	santo	svetac	ADJ;FEM;SG	N;NOM;MASC;SG
santa	saint	santo	saint	ADJ;FEM;SG	ADP
oficial	službeno	oficial	službeno	ADJ;SG	ADV
oficial	zvanično	oficial	zvaničan	ADJ;SG	ADV
oficial	policajac	oficial	policajac	ADJ;SG	N;NOM;MASC;SG
oficial	službenik	oficial	službenik	ADJ;SG	N;NOM;MASC;SG
oficial	časnik	oficial	časnik	ADJ;SG	N;NOM;MASC;SG
quien	tko	quien	tko	PRO;SG	PRO;NOM;MASC
quien	ko	quien	ko	PRO;SG	
quien	koji	quien	koji	PRO;SG	DET;NOM;MASC;SG
quien	koja	quien	koji	PRO;SG	DET;NOM;FEM;SG
mundo	world	mundo	world	N;MASC;SG	ADP
mundo	mundo	mundo	mundo	N;MASC;SG	ADP
tanto	oboje	tanto	oboje	ADV	N;NOM;MASC;SG
mayo	may	mayo	may	N	PROPN;NOM;MASC;SG
mayo	mayo	mayo	mayo	N	PROPN;NOM;MASC;SG
temporada	sezonski	temporada	sezonski	N;FEM;SG	ADV
mejor	bolja	mejor	dobar	ADV	ADJ;NOM;DEF;CMPR;FEM;SG
mejor	najbolji	mejor	dobar	ADV	ADJ;NOM;DEF;RL;MASC;SG
mejor	najbolja	mejor	dobar	ADV	ADJ;NOM;DEF;RL;FEM;SG
día	dana	día	dan	N;MASC;SG	N;GEN;MASC;PL
madrid	madrid	madrid	madrid	N;MASC;SG	PROPN;NOM;MASC;SG
enero	jan	enero	jan	N	PROPN;NOM;MASC;SG
otro	drugi	otro	drugi	PRO;MASC;SG	ADJ;NOM;MASC;SG
otro	drugo	otro	drugi	PRO;MASC;SG	ADJ;NOM;NEUT;SG
otro	druga	otro	drugi	PRO;MASC;SG	ADJ;NOM;FEM;SG
estaba	bio	estar	biti	V;IND;SG;3;IPFV;FIN	V;MASC;SG;PST;V.PTCP;ACT
estaba	bila	estar	biti	V;IND;SG;3;IPFV;FIN	V;FEM;SG;PST;V.PTCP;ACT
estos	ovi	este	ovaj	PRO;MASC;PL	DET;NOM;MASC;PL
estos	ove	este	ovaj	PRO;MASC;PL	DET;GEN;FEM;SG
total	ukupno	total	ukupno	ADJ;SG	ADV
región	regije	región	regija	N;FEM;SG	N;NOM;FEM;PL
maría	mari	maría	mar	N;FEM;SG	V;IND;SG;2;PRS;FIN
maría	mary	maría	mary	N;FEM;SG	PROPN;NOM;MASC;SG
maría	maria	maría	maria	N;FEM;SG	PROPN;NOM;FEM;SG
real	real	real	real	ADJ;SG	PROPN;NOM;MASC;SG
real	royal	real	royal	ADJ;SG	PROPN;NOM;MASC;SG
real	kraljevski	real	kraljevski	ADJ;SG	ADV
página	stranice	página	stranica	N;FEM;SG	N;NOM;FEM;PL
esto	ovo	este	ovaj	PRO;SG	DET;NOM;NEUT;SG
mundial	world	mundial	world	ADJ;SG	ADP
mundial	svijeta	mundial	svijet	ADJ;SG	N;GEN;MASC;SG
mundial	svijet	mundial	svijet	ADJ;SG	N;NOM;MASC;SG
mundial	globalno	mundial	globalan	ADJ;SG	ADV
presidente	predsjedavajući	presidente	predsjedavajući	N;MASC;SG	ADV;RL
casa	doma	casa	doma	N;FEM;SG	ADV
cuenta	grof	contar	grof	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
cuenta	račun	contar	račun	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
junio	june	junio	juniti	N	ADP
ella	ella	él	elle	PRO;FEM;SG;3	N;NOM;FEM;SG
pueden	može	poder	moći	V;IND;PL;3;PRS;FIN	V;IND;SG;3;PRS;FIN
pueden	moze	poder	moza	V;IND;PL;3;PRS;FIN	V;IND;SG;3;PRS;FIN
varios	razno	varios	razni	PRO;MASC;PL	ADV
varios	razni	varios	razni	PRO;MASC;PL	ADJ;NOM;DEF;MASC;PL
varios	razne	varios	razni	PRO;MASC;PL	ADJ;NOM;DEF;FEM;PL
varios	razni	varios	razni	PRO;MASC;PL	ADJ;NOM;DEF;MASC;PL
varios	raznih	varios	razni	PRO;MASC;PL	ADJ;GEN;DEF;MASC;PL
varios	nekoliko	varios	nekoliko	PRO;MASC;PL	DET
francia	francuska	francia	francuski	PROPN	ADJ;NOM;DEF;FEM;SG
francia	france	francia	franca	PROPN	ADP
solo	solo	solo	solo	ADV	N;NOM;MASC;SG
chile	čileanski	chile	čileanski	PROPN	ADJ;NOM;DEF;MASC;SG
chile	chili	chile	chila	PROPN	N;NOM;MASC;SG
chile	čili	chile	čiliti	PROPN	N;NOM;MASC;SG
chile	čile	chile	čila	PROPN	PROPN;NOM;MASC;SG
obra	radna	obra	radan	N;FEM;SG	ADJ;NOM;DEF;FEM;SG
obra	radni	obra	radni	N;FEM;SG	ADJ;NOM;DEF;MASC;SG
obra	radno	obra	radni	N;FEM;SG	ADJ;NOM;NEUT;SG
banda	gang	banda	gang	N;FEM;SG	ADP
zona	zone	zona	zona	N;FEM;SG	N;NOM;FEM;PL
principal	main	principal	main	ADJ;SG	ADP
principal	ravnatelj	principal	ravnatelj	ADJ;SG	N;NOM;MASC;SG
principal	ravnateljica	principal	ravnateljica	ADJ;SG	N;NOM;FEM;SG
tuvo	imali	tener	imati	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP;ACT
carlos	karl	carlo	karl	N;MASC;SG	PROPN;NOM;MASC;SG
carlos	karl	carlo	karl	N;MASC;SG	PROPN;NOM;MASC;SG
carlos	carl	carlo	carl	N;MASC;SG	PROPN;NOM;MASC;SG
carlos	carlos	carlo	carlos	N;MASC;SG	PROPN;NOM;MASC;SG
rey	king	rey	king	N;MASC;SG	ADP
rey	rey	rey	rey	N;MASC;SG	PROPN;NOM;MASC;SG
edición	uredi	edición	ured	N;FEM;SG	
tenía	imao	tener	imati	V;IND;SG;3;IPFV;FIN	V;MASC;SG;PST;V.PTCP;ACT
tenía	imali	tener	imati	V;IND;SG;3;IPFV;FIN	V;MASC;PL;PST;V.PTCP;ACT
tenía	imala	tener	imati	V;IND;SG;3;IPFV;FIN	V;FEM;SG;PST;V.PTCP;ACT
premios	nagrada	premio	nagrada	N;MASC;PL	N;NOM;FEM;SG
sitio	opsade	sitio	opsada	N;MASC;SG	N;NOM;FEM;PL
bien	dobar	bien	dobar	ADV	ADJ;NOM;INDF;MASC;SG
bien	pa	bien	pa	ADV	CONJ
mar	mar	mar	mar	N;SG	PROPN;NOM;MASC;SG
poco	mala	poco	mali	ADV	ADJ;NOM;DEF;FEM;SG
poco	male	poco	mali	ADV	ADJ;NOM;DEF;FEM;PL
poco	mali	poco	mali	ADV	ADJ;NOM;DEF;MASC;SG
orden	naruči	orden	naručiti	N;MASC;SG	V;IND;SG;3;PRS;FIN
estadounidense	american	estadounidense	american	ADJ;SG	ADP
estadounidense	amerikanac	estadounidense	amerikanac	ADJ;SG	N;NOM;MASC;SG
agua	vode	agua	voda	N;FEM;SG	N;NOM;FEM;PL
tierra	land	tierra	land	N;FEM;SG	ADP
están	su	estar	biti	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
están	jesu	estar	biti	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
república	republike	república	republika	N;FEM;SG	N;NOM;FEM;PL
trabajo	job	trabajo	job	N;MASC;SG	PROPN;NOM;MASC;SG
trabajo	radna	trabajo	radan	N;MASC;SG	ADJ;NOM;DEF;FEM;SG
trabajo	radni	trabajo	radni	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
trabajo	radno	trabajo	radni	N;MASC;SG	ADJ;NOM;NEUT;SG
especie	vrste	especie	vrsta	N;FEM;SG	N;NOM;FEM;PL
luis	louis	luis	louis	N;MASC;SG	PROPN;NOM;MASC;SG
luis	luis	luis	luis	N;MASC;SG	PROPN;NOM;MASC;SG
luis	luis	luis	luis	N;MASC;SG	PROPN;NOM;MASC;SG
obras	radi	obra	raditi	N;FEM;PL	V;IND;SG;3;PRS;FIN
color	boje	color	boja	N;MASC;SG	N;NOM;FEM;PL
color	boje	color	boja	N;MASC;SG	N;NOM;FEM;PL
superficie	površine	superficie	površina	N;FEM;SG	N;NOM;FEM;PL
muchos	mnoge	mucho	mnogi	PRO;MASC;PL	ADJ;NOM;DEF;FEM;PL
muchos	mnogi	mucho	mnogi	PRO;MASC;PL	ADJ;NOM;DEF;MASC;PL
francisco	francisco	francisco	francisco	N;MASC;SG	PROPN;NOM;MASC;SG
les	les	él	les	PRO;DAT;PL;3	ADP
siguiente	praćenje	siguiente	praćenje	ADJ;SG	N;NOM;NEUT;SG
siguiente	pratim	siguiente	pratim	ADJ;SG	V;IND;SG;1;PRS;FIN
grandes	velika	grande	velik	ADJ;PL	ADJ;NOM;DEF;FEM;SG
grandes	veliki	grande	velik	ADJ;PL	ADJ;NOM;DEF;MASC;SG
grandes	veliko	grande	velik	ADJ;PL	ADJ;NOM;NEUT;SG
grandes	grandes	grande	grandes	ADJ;PL	ADP
liga	league	liga	league	N;FEM;SG	ADP
estas	ovi	este	ovaj	PRO;FEM;PL	DET;NOM;MASC;PL
estas	ove	este	ovaj	PRO;FEM;PL	DET;GEN;FEM;SG
muerte	smrti	muerte	smrt	N;FEM;SG	N;NOM;FEM;PL
medio	medij	medio	medij	NUM;MASC;SG	N;NOM;MASC;SG
medio	srednje	medio	srednji	NUM;MASC;SG	ADJ;NOM;DEF;FEM;PL
medio	srednji	medio	srednji	NUM;MASC;SG	ADJ;NOM;DEF;MASC;SG
medio	srednja	medio	srednji	NUM;MASC;SG	ADJ;NOM;DEF;FEM;SG
medio	medio	medio	medio	NUM;MASC;SG	ADP
medio	polovina	medio	polovina	NUM;MASC;SG	N;NOM;FEM;SG
medio	polovica	medio	polovica	NUM;MASC;SG	N;NOM;FEM;SG
medio	pola	medio	pola	NUM;MASC;SG	ADV
política	politike	política	politika	N;FEM;SG	N;NOM;FEM;PL
menos	minus	menos	minus	ADV	N;NOM;MASC;SG
largo	largo	largo	largo	ADJ;MASC;SG	N;NOM;MASC;SG
largo	duga	largo	dug	ADJ;MASC;SG	N;NOM;FEM;SG
largo	long	largo	long	ADJ;MASC;SG	ADP
largo	dugo	largo	dugo	ADJ;MASC;SG	ADV
buenos	dobro	buen	dobro	ADJ;MASC;PL	ADV
buenos	dobar	buen	dobar	ADJ;MASC;PL	ADJ;NOM;INDF;MASC;SG
hijo	sine	hijo	sina	N;MASC;SG	INTJ
hecho	napravio	hecho	napraviti	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
hecho	gotovo	hecho	gotovo	ADJ;MASC;SG;V.PTCP	ADV
hecho	činjenica	hecho	činjenica	ADJ;MASC;SG;V.PTCP	N;NOM;FEM;SG
poder	moc	poder	moc	V;NFIN	N;ACC;FEM;SG
poder	moć	poder	moć	V;NFIN	N;NOM;FEM;SG
poder	snaga	poder	snaga	V;NFIN	N;NOM;FEM;SG
poder	napajanje	poder	napajanje	V;NFIN	N;NOM;NEUT;SG
pueblo	town	pueblo	town	N;MASC;SG	ADP
pueblo	ljudi	pueblo	čovjek	N;MASC;SG	N;NOM;MASC;PL
hizo	jeste	hacer	biti	V;IND;SG;3;PST;FIN	
veces	puta	vez	put	N;FEM;PL	ADV
central	središnje	central	središnji	ADJ;SG	ADJ;NOM;DEF;FEM;PL
central	central	central	central	ADJ;SG	N;NOM;MASC;SG
todas	sve	todo	sve	PRO;FEM;PL	PRO;NOM;NEUT;SG
todas	svi	todo	sav	PRO;FEM;PL	DET;NOM;DEF;MASC;PL
york	york	york	york	PROPN	PROPN;NOM;MASC;SG
ejemplo	uzorci	ejemplo	uzorak	N;MASC;SG	N;NOM;MASC;PL
padre	oce	padre	ocaj	N;MASC;SG	V;IMP;SG;2;FIN
isbn	isbn	isbn	isbn	N	ADP
campo	camp	campo	camp	N;MASC;SG	PROPN;NOM;MASC;SG
campo	campo	campo	campo	N;MASC;SG	ADP
isla	isla	isla	isla	N;FEM;SG	V;MASC;SG;PST;V.PTCP;ACT
hacer	make	hacer	maka	V;NFIN	ADP
hacer	izrada	hacer	izrada	V;NFIN	N;NOM;FEM;SG
hacer	pravljenje	hacer	pravljenje	V;NFIN	N;NOM;NEUT;SG
misma	isti	mismo	isti	DET;FEM;SG	ADJ;NOM;DEF;MASC;SG
misma	ista	mismo	isti	DET;FEM;SG	ADJ;NOM;DEF;FEM;SG
misma	isto	mismo	isto	DET;FEM;SG	ADV
ante	ante	ante	ante	ADP	PROPN;NOM;MASC;SG
conocido	poznati	conocido	poznat	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;MASC;PL
conocido	poznanik	conocido	poznanik	ADJ;MASC;SG;V.PTCP	N;NOM;MASC;SG
conocido	poznanstvo	conocido	poznanstvo	ADJ;MASC;SG;V.PTCP	N;NOM;NEUT;SG
frente	prednja	frente	prednji	N	ADJ;NOM;DEF;FEM;SG
antonio	anthony	antonio	anthony	N;MASC;SG	PROPN;NOM;MASC;SG
antonio	tony	antonio	tony	N;MASC;SG	PROPN;NOM;MASC;SG
antonio	antonije	antonio	antonija	N;MASC;SG	N;NOM;FEM;PL
director	direktore	director	direktor	N;MASC;SG	N;ACC;MASC;PL
días	danima	día	danima	N;MASC;PL	ADJ;INS;DEF;MASC;PL
española	španjolci	español	španjolac	ADJ;FEM;SG	N;NOM;MASC;PL
varias	nekoliko	varios	nekoliko	PRO;FEM;PL	DET
varias	razne	varios	razni	PRO;FEM;PL	ADJ;NOM;DEF;FEM;PL
varias	razni	varios	razni	PRO;FEM;PL	ADJ;NOM;DEF;MASC;PL
varias	raznih	varios	razni	PRO;FEM;PL	ADJ;GEN;DEF;MASC;PL
actual	struja	actual	struja	ADJ;SG	N;NOM;FEM;SG
lista	spremni	lista	spreman	N;FEM;SG	ADJ;NOM;DEF;MASC;PL
jpg	jpg	jpg	jpg	PROPN	N;NOM;MASC;SG
campeonato	prvenstva	campeonato	prvenstvo	N;MASC;SG	N;NOM;NEUT;PL
tarde	kasni	tarde	kasni	ADV	ADJ;NOM;DEF;MASC;SG
tarde	večer	tarde	večer	ADV	N;NOM;FEM;SG
tarde	veče	tarde	velik	ADV	N;NOM;NEUT;SG
ejército	vojno	ejército	vojno	N;MASC;SG	ADJ;NOM;NEUT;SG
ejército	vojni	ejército	vojni	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
aires	airesu	aire	aires	N;MASC;PL	N;DAT;MASC;SG
escuela	škole	escuela	škola	N;FEM;SG	N;NOM;FEM;PL
escuela	skole	escuela	skola	N;FEM;SG	N;NOM;FEM;PL
escuela	školski	escuela	školski	N;FEM;SG	ADJ;NOM;DEF;MASC;SG
