月	мун	月	мун	N	PART
研究	изучение	研究	изучение	V	N;INAN;NOM;NEUT;SG
研究	исследование	研究	исследование	V	N;INAN;NOM;NEUT;SG
研究	исследований	研究	исследование	V	N;INAN;GEN;NEUT;PL
研究	исследования	研究	исследование	V	N;INAN;NOM;NEUT;PL
研究	исследований	研究	исследование	V	N;INAN;GEN;NEUT;PL
研究	исследования	研究	исследование	V	N;INAN;NOM;NEUT;PL
研究	исследование	研究	исследование	V	N;INAN;NOM;NEUT;SG
日本	japan	日本	japan	PROPN	PROPN
日本	японии	日本	япония	PROPN	N;INAN;NOM;FEM;SG
日本	япония	日本	япония	PROPN	N;INAN;NOM;FEM;SG
前	до	前	до	N	ADP
前	перед	前	перед	N	ADP
前	прежде	前	прежде	N	ADV
家	дома	家	дома	N	ADV
家	домой	家	домой	N	ADV
家	домашний	家	домашний	N	ADJ;NOM;MASC;SG
家	home	家	home	N	PROPN
近	вблизи	近	вблизи		ADV
近	рядом	近	рядом		ADV
近	близко	近	близко		ADV
多	более	多	более		ADV;CMPR
多	больше	多	больше		ADV;CMPR
多	еще	多	еще		ADV
使用	использование	使用	использование	V	N;INAN;NOM;NEUT;SG
使用	употребление	使用	употребление	V	N;INAN;NOM;NEUT;SG
使用	использования	使用	использование	V	N;INAN;GEN;NEUT;SG
使用	использование	使用	использование	V	N;INAN;NOM;NEUT;SG
使用	использование	使用	использование	V	N;INAN;NOM;NEUT;SG
基	кей	基	кей	V	PART
基	кэй	基	кэй	V	N;INAN;NOM;FEM;SG
王	король	王	король	PROPN	N;ANIM;NOM;MASC;SG
王	кинг	王	кинг	PROPN	N;INAN;NOM;MASC;SG
王	царь	王	царь	PROPN	N;ANIM;NOM;MASC;SG
王	king	王	king	PROPN	PROPN
王	ван	王	ван	PROPN	PART
林	лам	林	лам	PROPN	
林	лин	林	лина	PROPN	PART
公司	корпоративной	公司	корпоративный	N	ADJ;INS;FEM;SG
公司	корпоративные	公司	корпоративный	N	ADJ;NOM;PL
公司	корпоративное	公司	корпоративный	N	ADJ;NOM;NEUT;SG
公司	корпоративный	公司	корпоративный	N	ADJ;NOM;MASC;SG
公司	company	公司	company	N	PROPN
李	ли	李	ли	PROPN	PART
一	одна	一	один	NUM	DET;NOM;FEM;SG
一	one	一	one	NUM	PROPN
一	одно	一	один	NUM	DET;NOM;NEUT;SG
西	уэст	西	уэст	N	PART
西	западная	西	западный	N	ADJ;NOM;FEM;SG
西	западный	西	западный	N	ADJ;NOM;MASC;SG
卡	карты	卡	карта	PROPN	N;INAN;NOM;FEM;PL
卡	карточки	卡	карточка	PROPN	N;INAN;NOM;FEM;PL
卡	открытки	卡	открыток	PROPN	N;INAN;NOM;FEM;PL
卡	карта	卡	карта	PROPN	N;INAN;NOM;FEM;SG
卡	карту	卡	карта	PROPN	N;INAN;ACC;FEM;SG
卡	карточка	卡	карточка	PROPN	N;INAN;NOM;FEM;SG
小	маленькая	小	маленький	PART	ADJ;NOM;FEM;SG
小	маленькие	小	маленький	PART	ADJ;NOM;PL
小	малых	小	малый	PART	ADJ;GEN;PL
小	маленький	小	маленький	PART	ADJ;NOM;MASC;SG
小	мелкие	小	мелкий	PART	ADJ;NOM;PL
小	малые	小	малый	PART	ADJ;NOM;PL
小	little	小	little	PART	PROPN
小	маленький	小	маленький	PART	ADJ;NOM;MASC;SG
小	маленькая	小	маленький	PART	ADJ;NOM;FEM;SG
小	мало	小	мало	PART	ADV
小	маленькие	小	маленький	PART	ADJ;NOM;PL
小	крошечный	小	крошечный	PART	ADJ;NOM;MASC;SG
小	крошечные	小	крошечный	PART	ADJ;NOM;PL
相似	аналогичная	相似	аналогичный	V	ADJ;NOM;FEM;SG
相似	похожие	相似	похожий	V	ADJ;NOM;PL
相似	аналогичное	相似	аналогичный	V	ADJ;NOM;NEUT;SG
相似	аналогичные	相似	аналогичный	V	ADJ;NOM;PL
相似	схожие	相似	схожий	V	ADJ;NOM;PL
相似	сходство	相似	сходство	V	N;INAN;NOM;NEUT;SG
相似	сходства	相似	сходство	V	N;INAN;NOM;NEUT;PL
相似	сходство	相似	сходство	V	N;INAN;NOM;NEUT;SG
人口	демографические	人口	демографический	N	ADJ;NOM;PL
人口	демографических	人口	демографический	N	ADJ;GEN;PL
道	дао	道	дао	PROPN	
將	воля	將	воля	V;CAUS	N;INAN;NOM;FEM;SG
將	будет	將	быть	V;CAUS	V;IPFV;IND;SG;3;PRS;FIN;ACT
將	уилл	將	уилл	V;CAUS	N;ANIM;NOM;MASC;SG
高	высокий	高	высокий	PROPN	ADJ;NOM;MASC;SG
高	high	高	high	PROPN	PROPN
高	высоко	高	высоко	PROPN	ADV
高	высокого	高	высокий	PROPN	ADJ;GEN;MASC;SG
高	высокая	高	высокий	PROPN	ADJ;NOM;FEM;SG
高	высокий	高	высокий	PROPN	ADJ;NOM;MASC;SG
高	высокие	高	высокий	PROPN	ADJ;NOM;PL
高	высокая	高	высокий	PROPN	ADJ;NOM;FEM;SG
高	гао	高	гао	PROPN	N;INAN;NOM;MASC;SG
美國	america	美國	america	PROPN	PROPN
美國	америка	美國	америка	PROPN	N;INAN;NOM;FEM;SG
集	установить	集	установить	N	V;PFV;NFIN;ACT
台灣	тайвань	台灣	тайвань	PROPN	N;INAN;NOM;MASC;SG
布	ткань	布	ткань		N;INAN;NOM;FEM;SG
布	ткани	布	ткань		N;INAN;NOM;FEM;PL
世界	world	世界	world	N	PROPN
南	нэн	南	нэн	N	
南	южная	南	южный	N	ADJ;NOM;FEM;SG
南	южный	南	южный	N	ADJ;NOM;MASC;SG
南	южной	南	южный	N	ADJ;INS;FEM;SG
路	дорожной	路	дорожный	N	ADJ;INS;FEM;SG
路	road	路	road	N	PROPN
本	бэн	本	бэн		N;INAN;NOM;MASC;SG
本	бен	本	бен		PART
金	джин	金	джин	PROPN	PART
金	золотой	金	золотой	PROPN	ADJ;NOM;MASC;SG
金	золотая	金	золотой	PROPN	ADJ;NOM;FEM;SG
金	gold	金	gold	PROPN	PROPN
金	золото	金	золото	PROPN	N;INAN;NOM;NEUT;SG
金	золотые	金	золотой	PROPN	ADJ;NOM;PL
金	ким	金	ким	PROPN	PART
曾	цзэн	曾	цзэн	ADV	
林	линкольн	林	линкольн	PROPN	N;ANIM;NOM;MASC;SG
包括	включая	包括	включая	V	ADV
峰	пик	峰	пик	PROPN	N;INAN;NOM;MASC;SG
峰	пикс	峰	пикс	PROPN	N;INAN;NOM;MASC;SG
峰	вершины	峰	вершина	PROPN	N;INAN;NOM;FEM;PL
位	расположенных	位	расположенный	V	ADJ;GEN;PL
位	расположенный	位	расположенный	V	ADJ;NOM;MASC;SG
其他	другой	其他	другой	DET	ADJ;NOM;MASC;SG
其他	другая	其他	другой	DET	ADJ;NOM;FEM;SG
其他	другое	其他	другой	DET	ADJ;NOM;NEUT;SG
其他	другие	其他	другой	DET	ADJ;NOM;PL
其他	прочие	其他	прочий	DET	ADJ;NOM;PL
其他	другие	其他	другой	DET	ADJ;NOM;PL
其他	прочие	其他	прочий	DET	ADJ;NOM;PL
塔	tower	塔	tower	N	PROPN
第一	первый	第一	первый	NUM	ADJ;NOM;MASC;SG
第一	сначала	第一	сначала	NUM	ADV
第一	первое	第一	первый	NUM	ADJ;NOM;NEUT;SG
第一	первая	第一	первый	NUM	ADJ;NOM;FEM;SG
第一	first	第一	first	NUM	PROPN
時間	time	時間	time	N	PROPN
比	соотношение	比	соотношение	ADP	N;INAN;NOM;NEUT;SG
元	мета	元	мет	PROPN	N;INAN;NOM;MASC;SG
元	юаней	元	юфня	PROPN	N;INAN;NOM;MASC;SG
元	доллар	元	доллар	PROPN	N;INAN;NOM;MASC;SG
元	победила	元	победить	PROPN	V;PFV;FEM;IND;SG;PST;FIN;ACT
元	выиграла	元	выиграть	PROPN	V;PFV;FEM;IND;SG;PST;FIN;ACT
元	выиграл	元	выиграть	PROPN	V;PFV;MASC;IND;SG;PST;FIN;ACT
元	победил	元	победить	PROPN	V;PFV;MASC;IND;SG;PST;FIN;ACT
中國	china	中國	china	PROPN	PROPN
中國	китай	中國	китай	PROPN	N;INAN;NOM;MASC;SG
六	six	六	six	NUM	PROPN
六	шестой	六	шестой	NUM	ADJ;NOM;MASC;SG
主要	основных	主要	основной	ADV	ADJ;GEN;PL
主要	майор	主要	майор	ADV	N;ANIM;NOM;MASC;SG
主要	основная	主要	основной	ADV	ADJ;NOM;FEM;SG
主要	основные	主要	основной	ADV	ADJ;NOM;PL
主要	главная	主要	главный	ADV	ADJ;NOM;FEM;SG
主要	основных	主要	основной	ADV	ADJ;GEN;PL
城	city	城	city	N	PROPN
城	касл	城	касл	N	PART
法	способ	法	способ	PROPN	N;INAN;NOM;MASC;SG
法	метод	法	метод	PROPN	N;INAN;NOM;MASC;SG
線	line	線	line	N	PROPN
第二	секунда	第二	секунда	NUM	N;INAN;NOM;FEM;SG
第二	второй	第二	второй	NUM	ADJ;NOM;MASC;SG
第二	вторая	第二	второй	NUM	ADJ;NOM;FEM;SG
第二	второе	第二	второй	NUM	ADJ;NOM;NEUT;SG
山	горный	山	горный	N	ADJ;NOM;MASC;SG
山	горных	山	горный	N	ADJ;GEN;PL
山	хилл	山	хилл	N	
山	hill	山	hill	N	PROPN
加	добавить	加	добавить	ADP	V;PFV;NFIN;ACT
加	добавьте	加	добавить	ADP	V;PFV;IMP;PL;2;FIN;ACT
加	плюс	加	плюс	ADP	N;INAN;NOM;MASC;SG
加	plus	加	plus	ADP	PROPN
太空	космической	太空	космический	N	ADJ;INS;FEM;SG
太空	space	太空	space	N	PROPN
自己	сам	自己	сам	PRO	ADJ;NOM;MASC;SG
張	ченг	張	ченг	PROPN	
張	чанг	張	чанг	PROPN	N;INAN;NOM;MASC;SG
張	чан	張	чан	PROPN	PART
張	чжан	張	чжан	PROPN	N;INAN;NOM;MASC;SG
內	внутренней	內	внутренний	N	ADJ;INS;FEM;SG
內	внутренняя	內	внутренний	N	ADJ;NOM;FEM;SG
內	внутренний	內	внутренний	N	ADJ;NOM;MASC;SG
內	внутреннее	內	внутренний	N	ADJ;NOM;NEUT;SG
主	господь	主	господь	PART	N;ANIM;NOM;MASC;SG
主	лорд	主	лорда	PART	N;ANIM;NOM;MASC;SG
雷	ray	雷	ray	PROPN	PROPN
雷	рэй	雷	рэй	PROPN	N;ANIM;NOM;MASC;SG
雷	рей	雷	рей	PROPN	
管理	менеджмент	管理	менеджмент	V	N;INAN;NOM;MASC;SG
管理	руководство	管理	руководство	V	N;INAN;NOM;NEUT;SG
管理	управление	管理	управление	V	N;INAN;NOM;NEUT;SG
管理	управление	管理	управление	V	N;INAN;NOM;NEUT;SG
性	сексуальное	性	сексуальный	N	ADJ;NOM;NEUT;SG
性	сексуальные	性	сексуальный	N	ADJ;NOM;PL
性	сексуального	性	сексуальный	N	ADJ;GEN;MASC;SG
性	сексуальный	性	сексуальный	N	ADJ;NOM;MASC;SG
性	сексуальная	性	сексуальный	N	ADJ;NOM;FEM;SG
那	тогда	那	тогда	PRO	ADV
那	потом	那	потом	PRO	ADV
那	затем	那	затем	PRO	ADV
海	sea	海	sea	N	PROPN
這	this	這	this	PRO	PROPN
這	эта	這	этот	PRO	DET;NOM;FEM;SG
這	этот	這	этот	PRO	DET;NOM;MASC;SG
從	from	從	from	ADP	PROPN
羅	ло	羅	ло	PROPN	
原	оригинальная	原	оригинальный	PART	ADJ;NOM;FEM;SG
原	оригинально	原	оригинально	PART	ADV
原	оригинальные	原	оригинальный	PART	ADJ;NOM;PL
原	первоначального	原	первоначальный	PART	ADJ;GEN;MASC;SG
原	оригинальный	原	оригинальный	PART	ADJ;NOM;MASC;SG
原	оригинал	原	оригинал	PART	N;INAN;NOM;MASC;SG
原	хара	原	хара	PART	N;INAN;NOM;FEM;SG
工作	работаем	工作	работать	N	V;IPFV;IND;PL;1;PRS;FIN;ACT
工作	рабочий	工作	рабочий	N	ADJ;NOM;MASC;SG
工作	рабочей	工作	рабочий	N	ADJ;INS;FEM;SG
北	северный	北	северный	N	ADJ;NOM;MASC;SG
北	северная	北	северный	N	ADJ;NOM;FEM;SG
北	северной	北	северный	N	ADJ;INS;FEM;SG
政治	политических	政治	политический	N	ADJ;GEN;PL
政治	политическая	政治	политический	N	ADJ;NOM;FEM;SG
政治	политический	政治	политический	N	ADJ;NOM;MASC;SG
星	star	星	star	N	PROPN
星	стар	星	стар	N	
她	she	她	she	PRO;3	PROPN
陳	чен	陳	чно	PROPN	PART
陳	чэнь	陳	чэнь	PROPN	N;INAN;NOM;MASC;SG
陳	чан	陳	чан	PROPN	PART
陳	тян	陳	тян	PROPN	N;INAN;NOM;FEM;SG
作品	работает	作品	работать	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
河	ривер	河	ривер	N	
曼	манн	曼	манн	PROPN	N;ANIM;NOM;MASC;SG
電影	film	電影	film	N	PROPN
龍	лёгкие	龍	люгкий	N	ADJ;NOM;PL
龍	легкие	龍	легкий	N	ADJ;NOM;PL
龍	легкое	龍	легкий	N	ADJ;NOM;NEUT;SG
龍	лёгкое	龍	люгкий	N	ADJ;NOM;NEUT;SG
龍	dragon	龍	dragon	N	PROPN
女	женское	女	женский	N	ADJ;NOM;NEUT;SG
女	женский	女	женский	N	ADJ;NOM;MASC;SG
女	женская	女	женский	N	ADJ;NOM;FEM;SG
正式	формальный	正式	формальный	ADV	ADJ;NOM;MASC;SG
正式	формальные	正式	формальный	ADV	ADJ;NOM;PL
外	снаружи	外	снаружи	N	ADV
外	вне	外	вне	N	ADP
明	мин	明	минута	PROPN	N;INAN;NOM;FEM;SG
明	минг	明	минг	PROPN	
美	красавица	美	красавица	PROPN	N;ANIM;NOM;FEM;SG
美	красивые	美	красивый	PROPN	ADJ;NOM;PL
美	красивая	美	красивый	PROPN	ADJ;NOM;FEM;SG
美	красиво	美	красиво	PROPN	ADV
美	красота	美	красота	PROPN	N;INAN;NOM;FEM;SG
字	word	字	word	N	PROPN
北京	пекин	北京	пекин	PROPN	N;INAN;NOM;MASC;SG
北京	пекинской	北京	пекинский	PROPN	ADJ;INS;FEM;SG
目前	текущий	目前	текущий	N	ADJ;NOM;MASC;SG
目前	текущее	目前	текущий	N	ADJ;NOM;NEUT;SG
目前	нынешней	目前	нынешний	N	ADJ;INS;FEM;SG
目前	текущие	目前	текущий	N	ADJ;NOM;PL
目前	текущая	目前	текущий	N	ADJ;NOM;FEM;SG
所有	всем	所有	все	DET	PRO;ANIM;DAT;PL
所有	всех	所有	все	DET	PRO;ANIM;ACC;PL
所有	all	所有	all	DET	PROPN
所有	все	所有	все	DET	PRO;INAN;NOM;NEUT;SG
部分	частичный	部分	частичный	N	ADJ;NOM;MASC;SG
部分	частичная	部分	частичный	N	ADJ;NOM;FEM;SG
部分	частичное	部分	частичный	N	ADJ;NOM;NEUT;SG
部分	частично	部分	частично	N	ADV
部分	частично	部分	частично	N	ADV
部分	отчасти	部分	отчасти	N	ADV
中央	центральная	中央	центральный	N	ADJ;NOM;FEM;SG
中央	центральное	中央	центральный	N	ADJ;NOM;NEUT;SG
中央	центральной	中央	центральный	N	ADJ;INS;FEM;SG
中央	центральный	中央	центральный	N	ADJ;NOM;MASC;SG
森	сен	森	сен	PROPN	
森	мори	森	море	PROPN	N;INAN;NOM;FEM;SG
國家	национальные	國家	национальный	N	ADJ;NOM;PL
國家	национальных	國家	национальный	N	ADJ;GEN;PL
國家	national	國家	national	N	PROPN
國家	национальная	國家	национальный	N	ADJ;NOM;FEM;SG
國家	национальный	國家	национальный	N	ADJ;NOM;MASC;SG
生	raw	生	raw	N	PROPN
生	сырой	生	сырой	N	ADJ;NOM;MASC;SG
但是	но	但是	но	ADV	CONJ
街	street	街	street	N	PROPN
城市	city	城市	city	N	PROPN
一些	некоторых	一些	некоторый	ADJ	DET;GEN;PL
一些	некоторые	一些	некоторый	ADJ	DET;NOM;PL
長	длинный	長	длинный	PART	ADJ;NOM;MASC;SG
長	длинная	長	длинный	PART	ADJ;NOM;FEM;SG
長	длинные	長	длинный	PART	ADJ;NOM;PL
長	долго	長	долго	PART	ADV
長	лонг	長	лонг	PART	
加入	присоединение	加入	присоединение	V	N;INAN;NOM;NEUT;SG
英	ин	英	ин	PROPN	INTJ
上海	шанхай	上海	шанхай	PROPN	N;INAN;NOM;MASC;SG
史	ши	史	ши	N	PART
第三	третье	第三	третий	NUM	ADJ;NOM;NEUT;SG
第三	третий	第三	третий	NUM	ADJ;NOM;MASC;SG
第三	третья	第三	третий	NUM	ADJ;NOM;FEM;SG
回	назад	回	назад	PROPN	ADV
回	back	回	back	PROPN	PROPN
回	спина	回	спина	PROPN	N;INAN;NOM;FEM;SG
回	обратно	回	обратно	PROPN	ADV
吉	кэт	吉	кэт	PROPN	N;ANIM;NOM;FEM;SG
你	you	你	you	PRO;2	PROPN
東	восточная	東	восточный	N	ADJ;NOM;FEM;SG
東	east	東	east	N	PROPN
東	восточный	東	восточный	N	ADJ;NOM;MASC;SG
英國	англии	英國	англия	PROPN	N;INAN;NOM;FEM;SG
英國	англия	英國	англия	PROPN	N;INAN;NOM;FEM;SG
周	недели	周	неделя	PROPN	N;INAN;NOM;FEM;PL
周	неделю	周	неделя	PROPN	N;INAN;ACC;FEM;SG
周	неделя	周	неделя	PROPN	N;INAN;NOM;FEM;SG
周	недели	周	неделя	PROPN	N;INAN;NOM;FEM;PL
周	недель	周	неделя	PROPN	N;INAN;GEN;FEM;PL
周	чжоу	周	чжоу	PROPN	N;INAN;NOM;MASC;SG
周	чоу	周	чоу	PROPN	N;INAN;NOM;MASC;SG
石	ши	石	ши	N	PART
石	stone	石	stone	N	PROPN
建立	создание	建立	создание	V	N;INAN;NOM;NEUT;SG
建立	создания	建立	создание	V	N;INAN;GEN;NEUT;SG
建立	сотворение	建立	сотворение	V	N;INAN;NOM;NEUT;SG
建立	учреждение	建立	учреждение	V	N;INAN;NOM;NEUT;SG
生活	живые	生活	живой	V	ADJ;NOM;PL
生活	живое	生活	живой	V	ADJ;NOM;NEUT;SG
生活	life	生活	life	V	PROPN
生活	жизнь	生活	жизнь	V	N;INAN;NOM;FEM;SG
生活	жизни	生活	жизнь	V	N;INAN;NOM;FEM;PL
派	пирожок	派	пирожок	V;CAUS	N;INAN;NOM;MASC;SG
派	пирог	派	пирог	V;CAUS	N;INAN;NOM;MASC;SG
車站	station	車站	station	N	PROPN
之後	после	之後	после	N	ADP
之後	after	之後	after	N	PROPN
國際	международные	國際	международный	N	ADJ;NOM;PL
國際	международный	國際	международный	N	ADJ;NOM;MASC;SG
獎	awards	獎	awards	N	PROPN
完成	полный	完成	полный	V	ADJ;NOM;MASC;SG
完成	полная	完成	полный	V	ADJ;NOM;FEM;SG
白	белые	白	белый	N	ADJ;NOM;PL
白	white	白	white	N	PROPN
白	белый	白	белый	N	ADJ;NOM;MASC;SG
白	белое	白	белый	N	ADJ;NOM;NEUT;SG
白	бай	白	бай	N	
音樂	music	音樂	music	N	PROPN
音樂	музыкальные	音樂	музыкальный	N	ADJ;NOM;PL
音樂	музыкальная	音樂	музыкальный	N	ADJ;NOM;FEM;SG
沙	ша	沙	ша	PROPN	
沙	песок	沙	песок	PROPN	N;INAN;NOM;MASC;SG
沙	шах	沙	шах	PROPN	N;INAN;NOM;MASC;SG
可能	возможная	可能	возможный	N	ADJ;NOM;FEM;SG
可能	возможна	可能	возможный	N	ADJ;FEM;SG
可能	возможно	可能	возможный	N	ADJ;NEUT;SG
可能	возможен	可能	возможный	N	ADJ;MASC;SG
分布	распространение	分布	распространение	V	N;INAN;NOM;NEUT;SG
分布	распределение	分布	распределение	V	N;INAN;NOM;NEUT;SG
分布	распределения	分布	распределение	V	N;INAN;NOM;NEUT;PL
分布	распространен	分布	распространенный	V	ADJ;MASC;SG
車	car	車	car	N	PROPN
梅	мая	梅	май	PROPN	N;INAN;GEN;MASC;SG
梅	мэй	梅	мэй	PROPN	N;ANIM;NOM;FEM;SG
梅	май	梅	май	PROPN	
梅	майские	梅	майский	PROPN	ADJ;NOM;PL
梅	мэй	梅	мэй	PROPN	N;ANIM;NOM;FEM;SG
梅	мей	梅	мей	PROPN	N;INAN;NOM;FEM;SG
中文	китайская	中文	китайский	N	ADJ;NOM;FEM;SG
中文	китайское	中文	китайский	N	ADJ;NOM;NEUT;SG
中文	китайский	中文	китайский	N	ADJ;NOM;MASC;SG
自由	свободно	自由	свободно	N	ADV
自由	бесплатно	自由	бесплатно	N	ADV
自由	свободный	自由	свободный	N	ADJ;NOM;MASC;SG
自由	свободной	自由	свободный	N	ADJ;INS;FEM;SG
自由	бесплатный	自由	бесплатный	N	ADJ;NOM;MASC;SG
自由	бесплатные	自由	бесплатный	N	ADJ;NOM;PL
黃	вонг	黃	вонг	PROPN	PART
黃	хван	黃	хван	PROPN	PART
黃	хуан	黃	хуан	PROPN	N;ANIM;NOM;MASC;SG
黃	желтая	黃	желтый	PROPN	ADJ;NOM;FEM;SG
黃	жёлтый	黃	жёлтый	PROPN	ADJ;NOM;MASC;SG
黃	желтые	黃	желтый	PROPN	ADJ;NOM;PL
黃	желтый	黃	желтый	PROPN	ADJ;NOM;MASC;SG
光	light	光	light	N	PROPN
光	светло	光	светлый	N	ADJ;NEUT;SG
重要	важность	重要	важность	ADJ	N;INAN;NOM;FEM;SG
工程	работает	工程	работать	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
港	харбор	港	харбор	PROPN	N;INAN;NOM;MASC;SG
港	гавань	港	гавань	PROPN	N;INAN;NOM;FEM;SG
港	порт	港	порт	PROPN	N;INAN;NOM;MASC;SG
港	порту	港	порт	PROPN	N;INAN;NOM;MASC;SG
港	гавани	港	гавань	PROPN	N;INAN;NOM;FEM;PL
港	харбор	港	харбор	PROPN	N;INAN;NOM;MASC;SG
港	гавань	港	гавань	PROPN	N;INAN;NOM;FEM;SG
列	колонна	列	колонна	V	N;INAN;NOM;FEM;SG
列	колонка	列	колонка	V	N;INAN;NOM;FEM;SG
列	колонке	列	колонка	V	N;INAN;DAT;FEM;SG
列	столбец	列	столбец	V	N;INAN;NOM;MASC;SG
最後	последние	最後	последний	N	ADJ;NOM;PL
最後	последнее	最後	последний	N	ADJ;NOM;NEUT;SG
最後	last	最後	last	N	PROPN
最後	последний	最後	последний	N	ADJ;NOM;MASC;SG
最後	последняя	最後	последний	N	ADJ;NOM;FEM;SG
提交	представление	提交	представление	V	N;INAN;NOM;NEUT;SG
經	сутра	經	сутро	ADP	N;INAN;NOM;FEM;SG
需要	нужно	需要	нужный	V	ADJ;NEUT;SG
需要	нужна	需要	нужный	V	ADJ;FEM;SG
需要	потребность	需要	потребность	V	N;INAN;NOM;FEM;SG
需要	потребностей	需要	потребность	V	N;INAN;GEN;FEM;PL
需要	потребности	需要	потребность	V	N;INAN;NOM;FEM;PL
江	ривер	江	ривер	PROPN	
江	река	江	река	PROPN	N;INAN;NOM;FEM;SG
江	реки	江	река	PROPN	N;INAN;NOM;FEM;PL
江	цзян	江	цзян	PROPN	N;INAN;NOM;MASC;SG
臺灣	тайвань	臺灣	тайвань	PROPN	N;INAN;NOM;MASC;SG
臺灣	тайваня	臺灣	тайвань	PROPN	N;INAN;GEN;MASC;SG
最佳	оптимально	最佳	оптимально	ADJ	ADV
最佳	оптимально	最佳	оптимально	ADJ	ADV
這	this	這	this	DET	PROPN
這	это	這	это	DET	PRO;INAN;NOM;NEUT;SG
泰	тхэ	泰	тхэ	PROPN	PART
泰	тай	泰	тай	PROPN	
黑	тёмный	黑	тёмный	N	ADJ;NOM;MASC;SG
黑	темно	黑	темный	N	ADJ;NEUT;SG
黑	dark	黑	dark	N	PROPN
黑	темная	黑	темный	N	ADJ;NOM;FEM;SG
黑	тёмная	黑	темный	N	ADJ;NOM;FEM;SG
黑	чёрное	黑	черный	N	ADJ;NOM;NEUT;SG
黑	черный	黑	черный	N	ADJ;NOM;MASC;SG
黑	black	黑	black	N	PROPN
黑	чёрные	黑	черный	N	ADJ;NOM;PL
黑	чёрный	黑	чёрный	N	ADJ;NOM;MASC;SG
神	god	神	god	N	PROPN
神	боже	神	бог	N	INTJ
遊戲	game	遊戲	game	N	PROPN
遊戲	games	遊戲	games	N	PROPN
宗	цзун	宗	цзун	PROPN	N;INAN;NOM;MASC;SG
清	цин	清	цина	PROPN	N;INAN;NOM;MASC;SG
最高	сверху	最高	сверху	ADJ	ADV
最高	верх	最高	верх	ADJ	N;INAN;NOM;MASC;SG
最高	топ	最高	топ	ADJ	N;INAN;NOM;MASC;SG
最高	top	最高	top	ADJ	PROPN
要求	требование	要求	требование	V	N;INAN;NOM;NEUT;SG
要求	требования	要求	требование	V	N;INAN;NOM;NEUT;PL
要求	потребности	要求	потребность	V	N;INAN;NOM;FEM;PL
要求	требования	要求	требование	V	N;INAN;NOM;NEUT;PL
要求	просьба	要求	просьба	V	N;INAN;NOM;FEM;SG
要求	просьбе	要求	просьба	V	N;INAN;DAT;FEM;SG
要求	запрос	要求	запрос	V	N;INAN;NOM;MASC;SG
要求	спрос	要求	спрос	V	N;INAN;NOM;MASC;SG
要求	спроса	要求	спрос	V	N;INAN;GEN;MASC;SG
要求	требование	要求	требование	V	N;INAN;NOM;NEUT;SG
要求	просьбы	要求	просьба	V	N;INAN;NOM;FEM;PL
要求	запросы	要求	запрос	V	N;INAN;NOM;MASC;PL
讓	жан	讓	жан	V;CAUS	N;ANIM;NOM;MASC;SG
讓	джин	讓	джин	V;CAUS	PART
讓	пусть	讓	пусть	V;CAUS	PART
讓	let	讓	let	V;CAUS	PROPN
發現	открытие	發現	открытие	V	N;INAN;NOM;NEUT;SG
發現	обнаружение	發現	обнаружение	V	N;INAN;NOM;NEUT;SG
只有	только	只有	только	ADP	PART
最大	max	最大	max	ADJ	PROPN
