berkeley	berkeley	berkeley	berkeley	PROPN;NOM;SG;3	N;MASC+FEM;SG
tropikal	tropisch	tropikal	tropisch	N;NOM;SG;3	ADJ
tropikal	tropische	tropikal	tropisch	N;NOM;SG;3	ADJ
bang	bang	bang	bang		ADJ
bang	knal	bang	knal		N;MASC+FEM;SG
gotik	goth	gotik	goth		N;MASC+FEM;SG
gotik	gothic	gotik	gothic		N;MASC+FEM;SG
gotik	gotische	gotik	gotisch		ADJ
cafer	cafer	cafer	cafer		N;MASC+FEM;SG
makedon	macedonische	makedon	macedonisch		ADJ
wembley	wembley	wembley	wembley	PROPN;NOM;SG;3	N;NEUT;SG
mantar	champignons	mantar	champignon		N;PL
mantar	paddenstoelen	mantar	paddenstoel		N;PL
mantar	paddestoelen	mantar	paddestoel		N;PL
mantar	schimmel	mantar	schimmel		N;MASC+FEM;SG
mantar	schimmels	mantar	schimmel		N;PL
mantar	paddestoelen	mantar	paddestoel		N;PL
mantar	paddenstoel	mantar	paddenstoel		N;MASC+FEM;SG
mantar	kurk	mantar	kurk		N;MASC+FEM;SG
mantar	cork	mantar	cork		N;NEUT;SG
gösteriler	toont	göster	tonen	N;NOM;PL;3	V;SG;PRS;FIN
hope	hoop	hope	hoop		N;MASC+FEM;SG
hope	hopen	hope	hopen		V;NFIN
hope	hope	hope	hope		N;MASC+FEM;SG
deneyimli	ervaren	deneyimli	ervaren		V;V.PTCP
deneyimli	gekruid	deneyimli	kruien		V;V.PTCP
deneyimli	doorgewinterde	deneyimli	doorgewinterd		ADJ
nedenleri	veroorzaakt	neden	veroorzaken	N;ACC;PL;3	V;V.PTCP
zara	zara	zara	zara		N;PL
spears	spears	spears	spear		N;MASC+FEM;SG
spears	speren	spears	speren		N;PL
hart	hart	hart	hart		N;NEUT;SG
özbek	oezbeekse	özbek	oezbeeks		ADJ
yatak	matrassen	yatak	matras	N;NOM;SG;3	N;PL
yatak	matrassen	yatak	matras	N;NOM;SG;3	N;PL
yatak	bedden	yatak	bed	N;NOM;SG;3	N;PL
tünel	tunnel	tünel	tunnel		N;MASC+FEM;SG
tünel	tunnels	tünel	tunnel		N;PL
armstrong	armstrong	armstrong	armstrong		N;MASC+FEM;SG
hamile	zwangere	hamile	zwang		ADJ;CMPR
hamile	zwanger	hamile	zwanger		ADJ
hamile	drachtige	hamile	drachtig		ADJ
nohut	kikkererwten	nohut	kikkererwt		N;PL
satılan	verkochte	sat	verkopen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PST;FIN
robbie	robbie	robbie	robbie		N;MASC+FEM;SG
allan	allan	allan	allan		N;MASC+FEM;SG
gore	gore	gore	gore		N;MASC+FEM;SG
temizlik	opruimen	temizlik	opruimen	N;NOM;SG;3	V;NFIN
temizlik	reinigen	temizlik	reinig	N;NOM;SG;3	V;NFIN
temizlik	schoonmaken	temizlik	schoonmaken	N;NOM;SG;3	V;NFIN
kapanış	afsluiting	kapa	afsluiting	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;MASC+FEM;SG
kapanış	sluiting	kapa	sluiting	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;MASC+FEM;SG
kapanış	epiloog	kapa	epiloog	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;MASC+FEM;SG
galeri	galerie	galer	galerie		N;MASC+FEM;SG
galeri	galerij	galer	galerij		N;MASC+FEM;SG
dilek	wish	dilek	wish		
dilek	wensen	dilek	wens		N;PL
dilek	wens	dilek	wens		ADJ
dilek	wensen	dilek	wens		N;PL
dilek	wensen	dilek	wens		N;PL
dilek	wens	dilek	wens		ADJ
nintendo	nintendo	nintendo	nintendo	PROPN;NOM;SG;3	N;MASC+FEM;SG
trans	trance	trans	trance		N;MASC+FEM;SG
trans	trans	trans	trans		N;MASC+FEM;SG
hugh	hugh	hugh	hugh		N;MASC+FEM;SG
orleans	orleans	orleans	orleans	PROPN;NOM;SG;3	N;MASC+FEM;SG
orleans	orléans	orleans	orléans	PROPN;NOM;SG;3	N;MASC+FEM;SG
kanıtlar	bewijzen	kanıt	bewijzen	N;NOM;PL;3	V;NFIN
kanıtlar	bewijs	kanıt	bewijs	N;NOM;PL;3	N;NEUT;SG
kanıtlar	bewijsmateriaal	kanıt	bewijsmateriaal	N;NOM;PL;3	N;NEUT;SG
diana	diana	dian	diana		N;MASC+FEM;SG
barok	barok	barok	barok		N;MASC+FEM;SG
barok	barokke	barok	barokken		ADJ
ud	luit	ud	luit		N;MASC+FEM;SG
gnu	gnu	gn	gnu		N;MASC+FEM;SG
wien	wien	wien	wie	PROPN;NOM;SG;3	N;MASC+FEM;SG
pete	pete	pete	peten		N;MASC+FEM;SG
tanıtımı	promoten	tanıtım	promoot	N;NOM;SG;3	V;NFIN
tanıtımı	bevorderen	tanıtım	bevorderen	N;NOM;SG;3	V;NFIN
tanıtımı	gepromoot	tanıtım	gepromoot	N;NOM;SG;3	V;V.PTCP
tanıtımı	gepromoveerd	tanıtım	promoveren	N;NOM;SG;3	V;V.PTCP
tanıtımı	promoten	tanıtım	promoot	N;NOM;SG;3	V;NFIN
tanıtımı	promoten	tanıtım	promoot	N;NOM;SG;3	V;NFIN
tanıtımı	promoot	tanıtım	promoot	N;NOM;SG;3	V;SG;PRS;FIN
tanıtımı	bevorderen	tanıtım	bevorderen	N;NOM;SG;3	V;NFIN
glasgow	glasgow	glasgow	glasgow	PROPN;NOM;SG;3	N;NEUT;SG
lille	lille	lille	lille	PROPN;NOM;SG;3	N;MASC+FEM;SG
lille	rijsel	lille	rijsel	PROPN;NOM;SG;3	N;MASC+FEM;SG
sevda	love	sevda	love		
sevda	liefs	sevda	lief		N;PL
sevda	liefde	sevda	liefde		N;MASC+FEM;SG
tören	plechtigheid	tör	plechtigheid		N;MASC+FEM;SG
tören	ceremonie	tör	ceremonie		N;MASC+FEM;SG
tören	rituele	tör	ritueel		ADJ
tören	ritueel	tör	ritueel		N;NEUT;SG
tören	rituelen	tör	rituel		N;PL
bayat	afgezaagd	bayat	afzagen		V;V.PTCP
bayat	banaal	bayat	banaal		ADJ
bayat	afgezaagd	bayat	afzagen		V;V.PTCP
memphis	memphis	memphis	memphis	PROPN;NOM;SG;3	N;NEUT;SG
cadı	heks	cadı	heks		N;MASC+FEM;SG
patlayıcı	explosieve	patlayıcı	explosief		ADJ
patlayıcı	explosieven	patlayıcı	explosief		N;PL
patlayıcı	explosief	patlayıcı	explosief		ADJ
patlayıcı	explosieven	patlayıcı	explosief		N;PL
ufuk	skyline	ufuk	skyline		N;MASC+FEM;SG
ufuk	horizon	ufuk	horizon		N;MASC+FEM;SG
división	división	divi	división		N;MASC+FEM;SG
kader	noodlot	kader	noodlot		N;NEUT;SG
kader	lotsbestemming	kader	lotsbestemming		N;MASC+FEM;SG
kader	lot	kader	lot		N;NEUT;SG
kader	destiny	kader	destiny		N;MASC+FEM;SG
kader	noodlot	kader	noodlot		N;NEUT;SG
kader	lot	kader	lot		N;NEUT;SG
werner	werner	werner	werner	PROPN;NOM;SG;3	N;MASC+FEM;SG
nihai	ultieme	nihai	ultiem		ADJ
nihai	ultimate	nihai	ultimate		N;MASC+FEM;SG
erich	erich	erich	erich		N;MASC+FEM;SG
nem	vochtigheid	nem	vochtigheid		N;MASC+FEM;SG
nem	vochtgehalte	nem	vochtgehalte		N;NEUT;SG
nem	vocht	nem	vocht		N;NEUT;SG
nem	vochtigheid	nem	vochtigheid		N;MASC+FEM;SG
nem	luchtvochtigheid	nem	luchtvochtigheid		N;MASC+FEM;SG
çılgın	waanzinnig	çılgın	waanzinnig		ADJ
çılgın	krankzinnig	çılgın	krankzinnig		ADJ
çılgın	wild	çılgın	wild		ADJ
çılgın	wilde	çılgın	willen		V;SG;PST;FIN
çılgın	gek	çılgın	gek		ADJ
çılgın	crazy	çılgın	crazy		N;MASC+FEM;SG
çılgın	zot	çılgın	zot		ADJ
çılgın	boos	çılgın	boos		ADJ
çılgın	mad	çılgın	mad		N;MASC+FEM;SG
üstünlük	superior	üstünlük	superior	N;NOM;SG;3	
üstünlük	superieure	üstünlük	superieur	N;NOM;SG;3	ADJ
üstünlük	superieur	üstünlük	superieur	N;NOM;SG;3	ADJ
yarıda	onderbroken	yarı	onderbreken	N;ESS;SG;3	V;V.PTCP
radar	sonar	radar	sonar		N;MASC+FEM;SG
radar	radar	radar	radar		N;MASC+FEM;SG
porno	porno	porno	porno		N;MASC+FEM;SG
porno	porno	porno	porno		N;MASC+FEM;SG
pol	pol	pol	pol		N;MASC+FEM;SG
hayati	vitale	hayati	vitaal		ADJ
hayati	vitaal	hayati	vitaal		ADJ
madison	madison	madison	madison	PROPN;NOM;SG;3	N;MASC+FEM;SG
patinaj	skaten	patinaj	skate	N;NOM;SG;3	V;NFIN
patinaj	schaatsen	patinaj	schaatsen	N;NOM;SG;3	V;NFIN
tang	tang	tang	tang		N;MASC+FEM;SG
belgeler	documentatie	belge	documentatie	N;NOM;PL;3	N;MASC+FEM;SG
değişmez	onveranderlijk	değişmez	onveranderlijk		ADJ
değişmez	onveranderlijk	değişmez	onveranderlijk		ADJ
roland	roland	roland	roland		N;MASC+FEM;SG
uçar	vliegt	uç	vliegen		V;SG;PRS;FIN
adın	naam	ad	naam		N;MASC+FEM;SG
kobe	kobe	kobe	kobe	PROPN;NOM;SG;3	N;MASC+FEM;SG
wanderers	wanderers	wanderers	wanderer	PROPN;NOM;SG;3	N;PL
garcía	garcía	garc	garcía	PROPN;NOM;SG;3	N;MASC+FEM;SG
taktik	tactieken	taktik	tactiek		N;PL
taktik	tactiek	taktik	tactiek		N;MASC+FEM;SG
taktik	tactiek	taktik	tactiek		N;MASC+FEM;SG
taktik	tactisch	taktik	tactisch		ADJ
taktik	tactische	taktik	tactisch		ADJ
dst	dst	dst	dst		N;MASC+FEM;SG
geyik	herten	geyik	herten	N;NOM;SG;3	N;PL
yuva	thuis	yuva	thuis		ADV
yuva	home	yuva	home		N;MASC+FEM;SG
yuva	huis	yuva	huis		N;NEUT;SG
yuva	startpagina	yuva	startpagina		N;MASC+FEM;SG
yuva	nest	yuva	nest		N;NEUT;SG
yuva	nestje	yuva	nest		N;NEUT;SG
uzayı	ruimte	uza	ruimte		N;MASC+FEM;SG
uzayı	spatie	uza	spatie		N;MASC+FEM;SG
ahit	testament	ahit	testament		N;NEUT;SG
por	por	por	por		N;MASC+FEM;SG
montana	montana	monta	montana		N;MASC+FEM;SG
orda	daar	ora	daar	N;ESS;SG;3	ADV
orda	er	ora	er	N;ESS;SG;3	ADV
nesli	opwekking	nesli	opwekking		N;MASC+FEM;SG
nesli	generation	nesli	generation		N;MASC+FEM;SG
nesli	generatie	nesli	generatie		N;MASC+FEM;SG
tanksavar	antitank	tanksavar	antitank		N;MASC+FEM;SG
yara	litteken	yara	litteken		N;NEUT;SG
yara	scar	yara	scar		N;MASC+FEM;SG
yara	blessure	yara	blessure		N;MASC+FEM;SG
yara	letsels	yara	letsel		N;PL
yara	letsel	yara	letsel		N;NEUT;SG
yara	schade	yara	schade		N;MASC+FEM;SG
yara	verwonding	yara	verwonding		N;MASC+FEM;SG
yara	wond	yara	wond		N;MASC+FEM;SG
yara	wonde	yara	wonde		N;MASC+FEM;SG
yara	wonden	yara	wonden		N;PL
yara	littekens	yara	litteken		N;PL
birleşmesi	fusie	birleş	fusie	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
kayak	kajakken	kayak	kajak	N;NOM;SG;3	V;NFIN
kayak	skiën	kayak	skiën	N;NOM;SG;3	V;NFIN
icd	icd	icd	icd		N;MASC+FEM;SG
alabama	alabama	alaba	alabama	PROPN;NOM;SG;3	N;NEUT;SG
cole	cole	cole	cole		N;MASC+FEM;SG
bombası	granaat	bomba	granaat		N;MASC+FEM;SG
montreal	montreal	montreal	montreal	PROPN;NOM;SG;3	N;NEUT;SG
masters	meesters	masters	meester		N;PL
masters	masters	masters	master		N;PL
politikalar	beleid	politika	beleid	N;NOM;PL;3	N;NEUT;SG
engeller	horden	engel	horde		N;PL
engeller	hindernissen	engel	hindernis		N;PL
engeller	blokken	engel	blok		N;PL
engeller	hindernissen	engel	hindernis		N;PL
engeller	belemmeringen	engel	belemmering		N;PL
engeller	obstakels	engel	obstakel		N;PL
engeller	hindernissen	engel	hindernis		N;PL
engeller	belemmeringen	engel	belemmering		N;PL
engeller	obstakels	engel	obstakel		N;PL
engeller	barrières	engel	barrière		N;PL
lorenzo	lorenzo	lorenzo	lorenzo	PROPN;NOM;SG;3	N;MASC+FEM;SG
çarpışma	impact	çarpış	impact	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
çarpışma	inslag	çarpış	inslag	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
çarpışma	effect	çarpış	effect	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NEUT;SG
çarpışma	botsing	çarpış	botsing	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
çarpışma	botsing	çarpış	botsing	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
çarpışma	clash	çarpış	clash	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
çarpışma	aanvaring	çarpış	aanvaring	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
çarpışma	botsing	çarpış	botsing	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
çarpışma	aanrijding	çarpış	aanrijding	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
atmosfer	sfeer	atmosfer	sfeer		N;MASC+FEM;SG
atmosfer	atmosfeer	atmosfer	atmosfeer		N;MASC+FEM;SG
atmosfer	dampkring	atmosfer	dampkring		N;MASC+FEM;SG
atmosfer	atmosferische	atmosfer	atmosferisch		ADJ
walt	walt	walt	wallen		N;MASC+FEM;SG
primera	primera	primer	primera	PROPN;NOM;SG;3	N;MASC+FEM;SG
grace	gratie	grace	gratie		N;MASC+FEM;SG
grace	grace	grace	grace		N;MASC+FEM;SG
haberleşme	communicatie	haberleş	communicatie		N;MASC+FEM;SG
haberleşme	mededeling	haberleş	mededeling		N;MASC+FEM;SG
haberleşme	telecommunicatie	haberleş	telecommunicatie		N;MASC+FEM;SG
haberleşme	communicatie	haberleş	communicatie		N;MASC+FEM;SG
haberleşme	mededelingen	haberleş	mededeling		N;PL
cena	cena	cena	cena		N;MASC+FEM;SG
vandal	vandaal	vandal	vandaal		N;MASC+FEM;SG
sportif	sportief	sportif	sportief		ADJ
sportif	sportieve	sportif	sportief		ADJ
jung	jung	jung	jung		N;MASC+FEM;SG
sihirli	magie	sihirli	magie		N;MASC+FEM;SG
sihirli	magic	sihirli	magic		N;MASC+FEM;SG
sihirli	magisch	sihirli	magisch		ADJ
sihirli	magische	sihirli	magisch		ADJ
sihirli	magisch	sihirli	magisch		ADJ
korsan	hacker	kors	hacker	V;PFV;SG;2;POS;PRS	N;MASC+FEM;SG
korsan	hackers	kors	hacker	V;PFV;SG;2;POS;PRS	N;PL
korsan	piraten	kors	piraat	V;PFV;SG;2;POS;PRS	N;PL
korsan	piraat	kors	piraat	V;PFV;SG;2;POS;PRS	N;MASC+FEM;SG
korsan	piraten	kors	piraat	V;PFV;SG;2;POS;PRS	N;PL
korsan	pirates	kors	pirate	V;PFV;SG;2;POS;PRS	N;PL
church	kerk	church	kerk	PROPN;NOM;SG;3	N;MASC+FEM;SG
ot	pot	ot	pot		N;MASC+FEM;SG
ot	wiet	ot	wiet		N;MASC+FEM;SG
ot	gras	ot	gras		N;NEUT;SG
ot	grass	ot	grass		N;MASC+FEM;SG
ot	wiet	ot	wiet		N;MASC+FEM;SG
ot	onkruid	ot	onkruid		N;NEUT;SG
ot	weed	ot	weed		N;MASC+FEM;SG
everton	everton	everton	everton		N;MASC+FEM;SG
fukuoka	fukuoka	fukuoka	fukuoka	PROPN;NOM;SG;3	N;NEUT;SG
wagner	wagner	wagner	wagner	PROPN;NOM;SG;3	N;MASC+FEM;SG
marvel	marvel	marvel	marvel		N;MASC+FEM;SG
dikdörtgen	rechthoekig	dik	rechthoekig		ADJ
dikdörtgen	rechthoekige	dik	rechthoekig		ADJ
split	splitsen	split	splitsen	PROPN;NOM;SG;3	V;NFIN
split	split	split	split	PROPN;NOM;SG;3	N;NEUT;SG
olympique	olympique	olympique	olympique	PROPN;NOM;SG;3	N;MASC+FEM;SG
tugay	brigade	tugay	brigade		N;MASC+FEM;SG
kinetik	kinetische	kinetik	kinetisch		ADJ
fransızlar	frans	fransız	frans	N;NOM;PL;3	PROPN;MASC+FEM;SG
fransızlar	fransen	fransız	frans	N;NOM;PL;3	PROPN;MASC+FEM;SG
fransızlar	franse	fransız	frans	N;NOM;PL;3	ADJ
esen	blazen	es	blazen		V;NFIN
rosa	rosa	rosa	rosa	PROPN;NOM;SG;3	N;MASC+FEM;SG
self	self	self	self		N;MASC+FEM;SG
self	zelf	self	zelf		ADV
ein	ein	ein	ein	INTJ	N;MASC+FEM;SG
bakteri	bacteriële	bakteri	bacterieel		ADJ
bakteri	bacterie	bakteri	bacterie		N;MASC+FEM;SG
bakteri	bacteriën	bakteri	bacterie		N;PL
bakteri	bacterie	bakteri	bacterie		N;MASC+FEM;SG
özlem	verlangen	özlem	verlangen		N;NEUT;SG
özlem	verlang	özlem	verlang		V;SG;PRS;FIN
özlem	verlangen	özlem	verlangen		N;NEUT;SG
özlem	verlangen	özlem	verlangen		N;NEUT;SG
tekil	unique	tekil	unique		
tekil	unieke	tekil	uniek		ADJ
tekil	uniek	tekil	uniek		ADJ
abdi	abdi	abdi	abdi		N;MASC+FEM;SG
leningrad	leningrad	leningrad	leningrad		N;MASC+FEM;SG
castle	kasteel	cast	kasteel		N;NEUT;SG
rain	regen	rain	regen		N;MASC+FEM;SG
eugene	eugene	eugen	eugene	PROPN;NOM;SG;3	N;MASC+FEM;SG
çakmak	aanstekers	çak	aansteker		N;PL
çakmak	lichter	çak	licht		ADJ;CMPR
çakmak	aansteker	çak	aansteker		N;MASC+FEM;SG
çakmak	lichtere	çak	licht		ADJ;CMPR
evrimsel	evolutionaire	evrimsel	evolutionair		ADJ
duyar	hoort	duy	horen		V;SG;PRS;FIN
spin	draaien	spin	draaien		V;NFIN
spin	spin	spin	spin		N;MASC+FEM;SG
kaldırma	til	kaldırma	tillen		V;SG;PRS;FIN
kaldırma	optillen	kaldırma	optillen		V;NFIN
kaldırma	lift	kaldırma	lift		N;MASC+FEM;SG
kaldırma	opheffen	kaldırma	opheffen		V;NFIN
kaldırma	tillen	kaldırma	tillen		V;NFIN
kaldırma	opheffen	kaldırma	opheffen		V;NFIN
kaldırma	tillen	kaldırma	tillen		V;NFIN
kaldırma	optillen	kaldırma	optillen		V;NFIN
kaldırma	verwijdering	kaldırma	verwijdering		N;MASC+FEM;SG
emmanuel	emmanuel	emmanuel	emmanuel		N;MASC+FEM;SG
gregory	gregory	gregory	gregory		N;MASC+FEM;SG
aşı	vaccins	aş	vaccins		N;PL
aşı	vaccinaties	aş	vaccinatie		N;PL
aşı	inenting	aş	inenting		N;MASC+FEM;SG
aşı	vaccin	aş	vaccin		N;NEUT;SG
aşı	vaccinatie	aş	vaccinatie		N;MASC+FEM;SG
emiri	emili	emir	emili		N;MASC+FEM;SG
feneri	vuurtoren	fener	vuurtor		N;PL
atanan	toegewezen	ata	toewijzen		V;V.PTCP
atanan	aangesteld	ata	aanstellen		V;V.PTCP
atanan	benoemde	ata	benoemen		V;V.PTCP
atanan	benoemd	ata	benoemen		V;V.PTCP
ahlak	ethisch	ahlak	ethisch	N;NOM;SG;3	ADJ
ahlak	zeden	ahlak	zede	N;NOM;SG;3	N;PL
ahlak	morele	ahlak	moreel	N;NOM;SG;3	ADJ
ahlak	moreel	ahlak	moreel	N;NOM;SG;3	ADJ
dimitri	dmitry	dimitri	dmitry		N;MASC+FEM;SG
dimitri	dmitri	dimitri	dmitri		N;MASC+FEM;SG
