que	tuo	que	tuo	CONJ	PRO;NOM;SG
han	han	haver	han	V;IND;PL;3;PRS;FIN	N;NOM;SG
mort	kuolemaa	mort	kuolema	ADJ;MASC;SG;V.PTCP	N;PRT;SG
mort	death	mort	death	ADJ;MASC;SG;V.PTCP	
mort	kuoleman	mort	kuolema	ADJ;MASC;SG;V.PTCP	N;GEN;SG
mort	kuolema	mort	kuolema	ADJ;MASC;SG;V.PTCP	N;NOM;SG
dades	data	dada	data	N;FEM;PL	N;NOM;SG
dades	tietoa	dada	tieto	N;FEM;PL	N;PRT;SG
troba	löydä	trobar	löydä	V;IND;SG;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
troba	etsi	trobar	etsiä	V;IND;SG;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
contra	vastoin	contra	vastoin	ADP	ADV
contra	vastaan	contra	vastaan	ADP	ADV
admin	ylläpitäjän	admar	ylläpitäjä		N;GEN;SG
admin	ylläpito	admar	ylläpito		N;NOM;SG
admin	ylläpitäjä	admar	ylläpitäjä		N;NOM;SG
properes	tuleva	proper	tulla	ADJ;FEM;PL	ADJ;NOM;SG
frança	ranska	frança	ranska		PROPN;NOM;SG
frança	ranskan	frança	ranska		N;GEN;SG
rei	king	rei	king	N;MASC;SG	
francès	ranska	francès	ranska	ADJ;MASC;SG	PROPN;NOM;SG
francès	ranskan	francès	ranska	ADJ;MASC;SG	N;GEN;SG
francès	ranskalaiset	francès	ranska#lainen	ADJ;MASC;SG	N;NOM;PL
francès	ranskalaisia	francès	ranska#lainen	ADJ;MASC;SG	N;PRT;PL
tots	kaikki	tot	kaikki	PRO;MASC;PL	PRO;NOM;SG
isbn	isbn	isbn	isbn		N;NOM;SG
renda	vuokrataan	renda	vuokrata	N;FEM;SG	V;IND;PRS;FIN;PASS
renda	vuokraa	renda	vuokrata	N;FEM;SG	V;IMP;SG;2;FIN;ACT
quatre	nelonen	quatre	nelonen	NUM;PL	N;NOM;SG
quatre	neljä	quatre	neljä	NUM;PL	NUM;NOM;SG
partit	juhlat	partit	juhla	N;MASC;SG	N;NOM;PL
partit	bileet	partit	bileet	N;MASC;SG	N;NOM;PL
alguns	osa	algun	osa	PRO;MASC;PL	N;NOM;SG
aquests	nämä	aquest	tämä	DET;MASC;PL	PRO;NOM;PL
aquests	näitä	aquest	tämä	DET;MASC;PL	PRO;PRT;PL
nou	uudet	nou	uusi	ADJ;MASC;SG	ADJ;NOM;PL
nou	uusia	nou	uusi	ADJ;MASC;SG	ADJ;PRT;PL
març	marssi	març	marssia	N	V;IND;SG;3;PST;FIN;ACT
març	marssia	març	marssi	N	V;SG;NFIN;ACT
principal	main	principal	main	ADJ;SG	N;NOM;SG
principal	pääasialliset	principal	pää#asiallinen	ADJ;SG	ADJ;NOM;PL
principal	tärkeimmät	principal	tärkeä	ADJ;SG	ADJ;NOM;RL;PL
color	värit	color	väri	N;MASC;SG	N;NOM;PL
color	värit	color	väri	N;MASC;SG	N;NOM;PL
món	world	món	world	N;MASC;SG	PROPN;NOM;SG
jpg	jpg	jpg	jpg		N;NOM;SG
dins	sisältä	dins	sisältä		ADV
dins	sisään	dins	sisään		ADV
dins	sisällä	dins	sisällä		ADV
dins	sisäpuolella	dins	sisä#puoli		N;AT+ESS
;SG
maig	voi	maig	voi	N	INTJ
terme	terme	terme	terme	N;SG	PROPN;NOM;SG
país	maa	país	maa		N;NOM;SG
país	valtio	país	valtio		N;NOM;SG
país	maata	país	maa		N;PRT;SG
país	maan	país	maa		N;GEN;SG
segona	toinen	segon	toinen	ADJ;FEM;SG	PRO;NOM;SG
joan	johannes	joan	johannes		PROPN;NOM;SG
joan	john	joan	joka		PROPN;NOM;SG
joan	jukka	joan	jukka		PROPN;NOM;SG
joan	johanna	joan	johanna		PROPN;NOM;SG
joan	joan	joan	joka		PROPN;NOM;SG
final	loppu	final	loppu	ADJ;SG	N;NOM;SG
final	loppua	final	loppu	ADJ;SG	N;PRT;SG
final	päättyy	final	päättyä	ADJ;SG	V;IND;SG;3;PRS;FIN;ACT
final	lopussa	final	loppu	ADJ;SG	N;IN+ESS;SG
final	päättynyt	final	päättyä	ADJ;SG	V;NOM;SG;V.PTCP;ACT
est	itäinen	est	itäinen	N;MASC;SG	ADJ;NOM;SG
vida	life	vida	life	N;FEM;SG	
poder	teho	poder	teho		N;NOM;SG
poder	power	poder	power		N;NOM;SG
poder	voima	poder	voima		N;NOM;SG
poder	voimia	poder	voima		N;PRT;PL
poder	valta	poder	valta		N;NOM;SG
poder	valtaa	poder	valta		N;PRT;SG
totes	kaikki	tot	kaikki	PRO;FEM;PL	PRO;NOM;SG
situat	sijaitsee	situat	sijaita	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
tipus	kirjoita	tipus	kirja	N;MASC	V;IMP;SG;2;FIN;ACT
diferents	erilainen	diferent	erilainen	ADJ;PL	ADJ;NOM;SG
diferents	erilaista	diferent	erilainen	ADJ;PL	ADJ;PRT;SG
parelles	parit	parella	pari	ADJ;FEM;PL	N;NOM;PL
parelles	paria	parella	pari	ADJ;FEM;PL	N;PRT;SG
parelles	pareittain	parella	pareittain	ADJ;FEM;PL	ADV
parelles	pareja	parella	pare	ADJ;FEM;PL	N;PRT;PL
parelles	parit	parella	pari	ADJ;FEM;PL	N;NOM;PL
diversos	useita	divers	usea	PRO;MASC;PL	ADJ;PRT;PL
diversos	useat	divers	usea	PRO;MASC;PL	ADJ;NOM;PL
fitxa	arkki	fitxar	arkki	V;IND;SG;3;PRS;FIN	N;NOM;SG
haver	haver	haver	haver	V;NFIN	N;NOM;SG
oest	west	oest	west		PROPN;NOM;SG
oest	lännessä	oest	länsi		N;IN+ESS;SG
oest	läntinen	oest	läntinen		ADJ;NOM;SG
oest	länsi	oest	länteä		N;NOM;SG
san	san	saver	san		PROPN;NOM;SG
nacional	kansalliset	nacional	kansallinen	ADJ;SG	ADJ;NOM;PL
nacional	kansallisten	nacional	kansallinen	ADJ;SG	ADJ;GEN;PL
nacional	nacional	nacional	nacional	ADJ;SG	N;FRML;SG
major	majuri	major	majuri	ADJ;SG	N;NOM;SG
major	major	major	major	ADJ;SG	
vivint	asuminen	viure	asuminen	V;V.MSDR	N;NOM;SG
vivint	elävä	viure	elää	V;V.MSDR	ADJ;NOM;SG
vivint	eläminen	viure	eläminen	V;V.MSDR	N;NOM;SG
poble	kyl	poble	kyllä	N;MASC;SG	ADV
centre	keskelle	centre	keskelle	N;MASC;SG	ADV
aquestes	nämä	aquest	tämä	DET;FEM;PL	PRO;NOM;PL
aquestes	näitä	aquest	tämä	DET;FEM;PL	PRO;PRT;PL
mostra	näytettä	mostrar	näyte	V;IND;SG;3;PRS;FIN	N;PRT;SG
mostra	otos	mostrar	otos	V;IND;SG;3;PRS;FIN	N;NOM;SG
mostra	näytteen	mostrar	näyte	V;IND;SG;3;PRS;FIN	N;GEN;SG
mostra	otanta	mostrar	ottaa	V;IND;SG;3;PRS;FIN	N;NOM;SG
mostra	näyte	mostrar	näyte	V;IND;SG;3;PRS;FIN	N;NOM;SG
mostra	näytä	mostrar	näyttää	V;IND;SG;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
mostra	show	mostrar	show	V;IND;SG;3;PRS;FIN	N;NOM;SG
obres	toimii	obra	toimia	N;FEM;PL	V;IND;SG;3;PRS;FIN;ACT
obres	työskentelee	obra	työskennellä	N;FEM;PL	V;IND;SG;3;PRS;FIN;ACT
millor	parhaat	millor	hyvä	ADJ;SG	ADJ;NOM;RL;PL
millor	parhaiten	millor	parhaiten	ADJ;SG	ADV
millor	best	millor	best	ADJ;SG	
espanya	espanjan	espanyar	espanja		N;GEN;SG
espanya	espanja	espanyar	espanja		N;NOM;SG
espanya	espanjassa	espanyar	espanja		N;IN+ESS;SG
sistema	system	sistema	system	N;MASC;SG	
santa	pukki	santar	pukki		N;NOM;SG
santa	santa	santar	santa		
total	yhteensä	total	yhteensä	ADJ;SG	ADV
data	treffit	data	treffi	N;FEM;SG	N;NOM;PL
world	maailmassa	world	maailma		N;IN+ESS;SG
world	maailma	world	maailma		N;NOM;SG
world	maailmaa	world	maailma		N;PRT;SG
world	maailman	world	maailma		N;GEN;SG
world	world	world	world		PROPN;NOM;SG
world	maailmaan	world	maailma		N;IN+ALL;SG
vol	lento	voler	lento	V;IND;SG;3;PRS;FIN	N;NOM;SG
vol	lennon	voler	lento	V;IND;SG;3;PRS;FIN	N;GEN;SG
vol	lentoa	voler	lento	V;IND;SG;3;PRS;FIN	N;PRT;SG
exemple	esimerkki	exemple	esi#merkki		N;NOM;SG
cinc	viisi	cinc	viisi	NUM;PL	NUM;NOM;SG
espècie	lajit	espècie	laji	N;FEM;SG	N;NOM;PL
espècie	lajien	espècie	laji	N;FEM;SG	N;GEN;PL
principals	main	principal	main	ADJ;PL	N;NOM;SG
principals	pääasiallinen	principal	pää#asiallinen	ADJ;PL	ADJ;NOM;SG
principals	tärkein	principal	tärkeä	ADJ;PL	ADJ;NOM;RL;SG
madrid	madrid	madrid	madrid		PROPN;NOM;SG
madrid	madridin	madrid	madridi		N;GEN;SG
madrid	madridissa	madrid	madridi		N;IN+ESS;SG
los	los	ell	los	PRO;PL;3	PROPN;NOM;SG
grans	iso	gran	iso	ADJ;PL	ADJ;NOM;SG
grans	suuri	gran	suuri	ADJ;PL	ADJ;NOM;SG
banda	bändi	banda	bändi		N;NOM;SG
banda	band	banda	band		N;NOM;SG
banda	yhtye	banda	yhtye		N;NOM;SG
banda	bändiä	banda	bändi		N;PRT;SG
banda	banda	banda	banda		N;NOM;SG
oficial	upseeri	oficial	upseeri	ADJ;SG	N;NOM;SG
oficial	virkailija	oficial	virkailija	ADJ;SG	N;NOM;SG
oficial	konstaapeli	oficial	konstaapeli	ADJ;SG	N;NOM;SG
maria	mariaa	maria	maria		N;PRT;SG
maria	maria	maria	mari		PROPN;NOM;SG
molts	monta	molt	moni	PRO;MASC;PL	PRO;PRT;SG
molts	moni	molt	moni	PRO;MASC;PL	PRO;NOM;SG
equip	team	equip	team	N;MASC;SG	
amèrica	america	amèrica	america	ADJ;FEM;SG	
amèrica	amerikan	amèrica	amerikka	ADJ;FEM;SG	N;GEN;SG
amèrica	amerikka	amèrica	amerikka	ADJ;FEM;SG	N;NOM;SG
ara	ara	ara	ara	ADV	N;NOM;SG
qui	kuka	qui	kuka	PRO	PRO;NOM;SG
qui	ketä	qui	kettä	PRO	PRO;PRT;SG
qui	who	qui	who	PRO	N;NOM;SG
iii	iii	iii	iii		ADJ
algunes	osa	algun	osa	PRO;FEM;PL	N;NOM;SG
regne	kuningaskunta	regne	kuningas#kunta		N;NOM;SG
regne	valtakunta	regne	valta#kunta		N;NOM;SG
john	johannes	john	johannes	PROPN	PROPN;NOM;SG
john	john	john	joka	PROPN	PROPN;NOM;SG
john	jukka	john	jukka	PROPN	PROPN;NOM;SG
cas	case	cas	case		N;NOM;SG
cas	tapauksessa	cas	tapaus		N;IN+ESS;SG
cas	tapaus	cas	tapaus		N;NOM;SG
cas	salkku	cas	salkku		N;NOM;SG
unitats	yksikköä	unitat	yksikkö	N;FEM;PL	N;PRT;SG
causa	syy	causa	syy		N;NOM;SG
causa	aiheuttaa	causa	aiheuttaa		V;IND;SG;3;PRS;FIN;ACT
causa	koska	causa	koska		CONJ
causa	aatteen	causa	aate		N;GEN;SG
activitats	toiminta	activitat	toiminta	N;FEM;PL	N;NOM;SG
activitats	toimintaa	activitat	toiminta	N;FEM;PL	N;PRT;SG
música	music	música	music	N;FEM;SG	PROPN;NOM;SG
increment	lisätä	increment	lisätä	N;MASC;SG	V;SG;NFIN;ACT
llavors	siemeniä	llavors	siemen	ADV	N;PRT;PL
llavors	siemenet	llavors	siemen	ADV	N;NOM;PL
conegut	tiedossa	conegut	tieto	ADJ;MASC;SG;V.PTCP	N;IN+ESS;SG
conegut	tunnetaan	conegut	tuntea	ADJ;MASC;SG;V.PTCP	V;IND;PRS;FIN;PASS
conegut	tunnetut	conegut	tunnettu	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL
conegut	tuttavuus	conegut	tuttavuus	ADJ;MASC;SG;V.PTCP	N;NOM;SG
terra	maa	terra	maa		N;NOM;SG
terra	maapallo	terra	maa#pallo		N;NOM;SG
terra	maan	terra	maa		N;GEN;SG
gray	gray	gray	gray	PROPN	PROPN;NOM;SG
gray	harmaata	gray	harmaa	PROPN	ADJ;PRT;SG
gray	harmaa	gray	harmaa	PROPN	ADJ;NOM;SG
saint	pyhä	saint	pyhä		N;NOM;SG
saint	saint	saint	saada		
saint	pyhimys	saint	pyhimys		N;NOM;SG
època	aikakausi	època	aika#kausi		N;NOM;SG
barra	barra	barra	barra		
barra	baariin	barra	baari		N;IN+ALL;SG
barra	baarissa	barra	baari		N;IN+ESS;SG
barra	baari	barra	baari		N;NOM;SG
barra	baarin	barra	baari		N;GEN;SG
sèrie	sarja	sèrie	sarja		N;NOM;SG
sèrie	sarjat	sèrie	sarja		N;NOM;PL
càrrec	lataus	càrrec	lataus		N;NOM;SG
càrrec	syyte	càrrec	syyte		N;NOM;SG
rgb	rgb	rgb	rgb		N;NOM;SG
parís	pariisiin	parís	pariisi		N;IN+ALL;SG
parís	pariisi	parís	pariisi		N;NOM;SG
parís	pariisin	parís	pariisi		N;GEN;SG
ordre	komento	ordre	komento		N;NOM;SG
ordre	komentoa	ordre	komento		N;PRT;SG
ordre	komennon	ordre	komento		N;GEN;SG
ordre	tilata	ordre	tilata		V;SG;NFIN;ACT
ordre	tilaus	ordre	tilaus		N;NOM;SG
ordre	järjestys	ordre	järjestys		N;NOM;SG
ordre	tilaa	ordre	tila		N;PRT;SG
cet	cet	cet	cet		PROPN;NOM;SG
important	tärkeät	important	tärkeä	ADJ;SG	ADJ;NOM;PL
important	tärkeitä	important	tärkeä	ADJ;SG	ADJ;PRT;PL
segon	toinen	segon	toinen	ADJ;MASC;SG	PRO;NOM;SG
europa	euroopan	europar	eurooppa		PROPN;GEN;SG
europa	eurooppa	europar	eurooppa		PROPN;NOM;SG
cal	cal	caldre	cal	V;IND;SG;3;PRS;FIN	N;NOM;SG
alemanya	saksa	alemany	saksa	ADJ;FEM;SG	PROPN;NOM;SG
alemanya	saksan	alemany	saksa	ADJ;FEM;SG	N;GEN;SG
antic	vanhat	antic	vanha	ADJ;MASC;SG	ADJ;NOM;PL
antic	vanhoja	antic	vanha	ADJ;MASC;SG	ADJ;PRT;PL
pare	vanhemman	pare	vanha	N;MASC;SG	ADJ;GEN;CMPR;SG
pare	vanhemmat	pare	vanhempi	N;MASC;SG	N;NOM;PL
pare	vanhempi	pare	vanha	N;MASC;SG	ADJ;NOM;CMPR;SG
pare	vanhempaa	pare	vanha	N;MASC;SG	ADJ;PRT;CMPR;SG
informació	tiedot	informació	tieto	N;FEM;SG	N;NOM;PL
informació	tietoja	informació	tieto	N;FEM;SG	N;PRT;PL
actual	tämänhetkiset	actual	tämänhetkinen	ADJ;SG	ADJ;NOM;PL
actual	nykyiset	actual	nykyinen	ADJ;SG	ADJ;NOM;PL
serie	serie	serie	serie		N;NOM;SG
castell	castell	castell	castell	N;MASC;SG	PROPN;NOM;SG
york	yorkiin	york	yorki		N;IN+ALL;SG
york	york	york	york		PROPN;NOM;SG
york	yorkin	york	yorkki		N;GEN;SG
tal	tal	tal	tal	PRO;SG	N;NOM;SG
londres	lontoon	londre	lonto	PROPN	N;GEN;SG
londres	lontooseen	londre	lontoo	PROPN	N;IN+ALL;SG
londres	lontoo	londre	lonto	PROPN	N;NOM;SG
londres	lontoossa	londre	lonto	PROPN	N;IN+ESS;SG
internacional	kansainväliset	internacional	kansain#välinen	ADJ;SG	ADJ;NOM;PL
josep	josep	josep	josep		PROPN;NOM;SG
josep	joosef	josep	joosef		N;NOM;SG
josep	joseph	josep	joseph		N;NOM;SG
center	keskus	center	keskus		N;NOM;SG
center	keskelle	center	keskelle		ADV
center	keskusta	center	keskusta		N;NOM;SG
center	center	center	center		N;NOM;SG
edats	ikuisuus	edat	ikuisuus	N;FEM;PL	N;NOM;SG
pàgina	sivu	pàgina	sivu	V;IND;SG;3;PRS;FIN	N;NOM;SG
pàgina	sivulla	pàgina	sivu	V;IND;SG;3;PRS;FIN	N;AT+ESS
;SG
dies	päivää	dia	päivä	N;MASC;PL	N;PRT;SG
dies	days	dia	days	N;MASC;PL	N;NOM;SG
havien	oli	haver	olla	V;IND;PL;3;IPFV;FIN	V;IND;SG;3;PST;FIN;ACT
llengua	kieli	llengua	kieli	V;IND;SG;3;PRS;FIN	N;NOM;SG
llengua	kieli	llengua	kieli	V;IND;SG;3;PRS;FIN	N;NOM;SG
llengua	kielet	llengua	kieli	V;IND;SG;3;PRS;FIN	N;NOM;PL
base	tukikohta	base	tuki#kohta		N;NOM;SG
base	pohja	base	pohja		N;NOM;SG
base	perusta	base	perusta		N;NOM;SG
base	perusta	base	perusta		N;NOM;SG
llarg	pitkät	llarg	pitkä	ADJ;MASC;SG	ADJ;NOM;PL
llarg	kauan	llarg	kauan	ADJ;MASC;SG	ADV
llarg	pitkään	llarg	pitkään	ADJ;MASC;SG	ADV
llarg	long	llarg	long	ADJ;MASC;SG	
alt	high	alt	high	ADJ;MASC;SG	N;NOM;SG
alt	korkeat	alt	korkea	ADJ;MASC;SG	ADJ;NOM;PL
alt	alat	alt	alkaa	ADJ;MASC;SG	V;IMP;PL;2;PRS;FIN;ACT
diagrama	kaavio	diagrama	kaavio	ADJ;SG	N;NOM;SG
diagrama	kaavio	diagrama	kaavio	ADJ;SG	N;NOM;SG
diagrama	kuvio	diagrama	kuvio	ADJ;SG	N;NOM;SG
línia	jono	línia	jono		N;NOM;SG
línia	line	línia	line		
línia	rivi	línia	rivi		N;NOM;SG
línia	viiva	línia	viiva		N;NOM;SG
línia	linja	línia	linja		N;NOM;SG
política	politiikan	polític	politiikka	ADJ;FEM;SG	N;GEN;SG
política	politiikka	polític	politiikka	ADJ;FEM;SG	N;NOM;SG
política	käytäntö	polític	käytäntö	ADJ;FEM;SG	N;NOM;SG
política	politiikan	polític	politiikka	ADJ;FEM;SG	N;GEN;SG
política	politiikka	polític	politiikka	ADJ;FEM;SG	N;NOM;SG
política	politiikkaa	polític	politiikka	ADJ;FEM;SG	N;PRT;SG
metres	metriä	metre	metri	N;MASC;PL	N;PRT;SG
metres	metriä	metre	metri	N;MASC;PL	N;PRT;SG
francisco	francisco	francisco	francisco		PROPN;NOM;SG
costat	puoli	costat	puoli	N;MASC;SG	NUM;NOM;SG
mateixa	samoin	mateix	samoin	PRO;FEM;SG	ADV
vegades	kertaa	vegada	kerta	N;FEM;PL	N;PRT;SG
vegades	times	vegada	times	N;FEM;PL	
natural	luonnolliset	natural	luonnollinen	ADJ;SG	ADJ;NOM;PL
natural	luonnon	natural	luonto	ADJ;SG	N;GEN;SG
tard	myöhäinen	tard	myöhäinen	ADV	ADJ;NOM;SG
aconseguir	hanki	aconseguir	hankkia	V;NFIN	V;IMP;SG;2;FIN;ACT
aconseguir	saada	aconseguir	saada	V;NFIN	V;SG;NFIN;ACT
aconseguir	saa	aconseguir	saada	V;NFIN	V;IND;SG;0;PRS;FIN;ACT
aconseguir	hae	aconseguir	hakea	V;NFIN	V;IMP;SG;2;FIN;ACT
veure	nää	veure	tämä		PRO;NOM;PL
veure	katso	veure	katsoa		V;IMP;SG;2;FIN;ACT
força	voima	força	voima		N;NOM;SG
força	voimia	força	voima		N;PRT;PL
força	vahvuus	força	vahvuus		N;NOM;SG
força	voimaa	força	voima		N;PRT;SG
força	voima	força	voima		N;NOM;SG
força	force	força	force		
força	pakota	força	pakota		V;IMP;SG;2;FIN;ACT
força	pakottaa	força	pakottaa		V;IND;SG;3;PRS;FIN;ACT
codi	koodi	codi	koodi		N;NOM;SG
primers	ensin	primer	ensin	ADJ;MASC;PL	ADV
primers	ensimmäinen	primer	ensimmäinen	ADJ;MASC;PL	ADJ;NOM;SG
primers	eka	primer	ensin	ADJ;MASC;PL	N;NOM;SG
primers	ensiksi	primer	ensiksi	ADJ;MASC;PL	ADV
espècies	laji	espècie	laji	N;FEM;PL	N;NOM;SG
sol	aurinkoa	sol	aurinko		N;PRT;SG
sol	sun	sol	sinä		PRO;GEN;SG;2
sol	auringon	sol	aurinko		N;GEN;SG
sol	aurinko	sol	aurinko		N;NOM;SG
suport	tuen	suport	tuki		N;GEN;SG
suport	tukea	suport	tuki		N;PRT;SG
suport	tuki	suport	tuki		N;NOM;SG
suport	tue	suport	tukea		V;IMP;SG;2;FIN;ACT
itàlia	italiassa	itàlia	italia		N;IN+ESS;SG
itàlia	italia	itàlia	itali		N;NOM;SG
itàlia	italian	itàlia	italia		N;GEN;SG
fiscals	syyttäjät	fiscal	syyttäjä	ADJ;PL	N;NOM;PL
pere	pekka	pere	pekka		PROPN;NOM;SG
pere	petteri	pere	petteri		N;NOM;SG
pere	peter	pere	peter		PROPN;NOM;SG
pere	pietari	pere	pietari		N;NOM;SG
top	huippu	top	huippu		N;NOM;SG
top	top	top	top		PROPN;NOM;SG
top	huippua	top	huippu		N;PRT;SG
top	ylä	top	ylä		N;NOM;SG
top	suosituimmat	top	suosittu		ADJ;NOM;RL;PL
