پِنڈلی	shin	پِنڈلی	shin	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پنکھا	ventilator	پنکھا	ventilator	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
پنکھا	fana	پنکھا	fană	V;PFV;MASC;SG;V.PTCP;ACT	N;DEF;FEM;SG
پنکھا	fana	پنکھا	fană	V;PFV;MASC;SG;V.PTCP;ACT	N;DEF;FEM;SG
پنکھا	fan	پنکھا	fan	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
پنکھی	molie	پنکھی	molie	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
پنکھی	pasare	پنکھی	pasar	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
پنکھی	pasare	پنکھی	pasar	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
پنکھی	pasarea	پنکھی	pasare	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پنکھی	bird	پنکھی	bird	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پنگ	sarpe	پنگ	sarpe	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پنگ	sarpe	پنگ	sarpe	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پنگ	reptile	پنگ	reptă	PROPN;NOM;MASC;SG;3	N;INDF;FEM;PL
پنگ	reptila	پنگ	reptilă	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پنگا	confruntare	پنگا	confruntare		N;INDF;FEM;SG
پنگا	confruntarea	پنگا	confruntare		N;DEF;FEM;SG
پنگا	neindemanatic	پنگا	neindemanatic		ADJ;INDF;MASC;SG
پنگا	cearta	پنگا	ceartă		N;DEF;FEM;SG
پِنگا	slaba	پِنگا	slab	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
پِنگا	slabit	پِنگا	slabi	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پِنگا	slab	پِنگا	slab	PROPN;NOM;MASC;SG;3	ADV
پِنگا	slaba	پِنگا	slab	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
پِنگا	subtire	پِنگا	subtire	PROPN;NOM;MASC;SG;3	
پِنگا	subtire	پِنگا	subtire	PROPN;NOM;MASC;SG;3	
پِنگا	licitatie	پِنگا	licitatie	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
پِنگا	tandru	پِنگا	tandru	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پنگت	tribul	پنگت	trib	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
پنگت	trib	پنگت	trib	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پنگت	societatea	پنگت	societate	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پنگت	societate	پنگت	societate	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
پنگت	casta	پنگت	casta	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پنگت	companie	پنگت	companie	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
پنگت	compania	پنگت	companie	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پنگت	bursa	پنگت	bursă	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پِنگل	focul	پِنگل	foc	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
پِنگل	incendiu	پِنگل	incendiu	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پِنگل	foc	پِنگل	foc	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پُنگل	cercel	پُنگل	cercel	PROPN;NOM;MASC;SG;3	
پنگو	deformat	پنگو	deforma	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پنگو	jalnic	پنگو	jalnic	PROPN;NOM;MASC;SG;3	ADV
پنگو	penibil	پنگو	penibil	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پنگو	lame	پنگو	lamă	PROPN;NOM;MASC;SG;3	N;INDF;FEM;PL
پنگو	infirm	پنگو	infirm	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پُنم	bine	پُنم	bine	PROPN;NOM;MASC;SG;3	ADV
پُنم	buna	پُنم	bun	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
پُنم	bun	پُنم	bun	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پُنم	virtuos	پُنم	virtuos	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پُنم	sfant	پُنم	sfant	PROPN;NOM;MASC;SG;3	
پُنم	sfanta	پُنم	sfanta	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پُنم	sfinte	پُنم	sfânt	PROPN;NOM;MASC;SG;3	
پِننا	curat	پِن	curat	V;SG;NFIN;ACT	ADJ;INDF;MASC;SG
پِننا	curate	پِن	curat	V;SG;NFIN;ACT	ADJ;INDF;FEM;PL
پِننا	clean	پِن	clean	V;SG;NFIN;ACT	N;INDF;MASC;SG
پُننا	abuzuri	پُن	abuz	V;SG;NFIN;ACT	N;INDF;FEM;PL
پُننا	abuz	پُن	abuz	V;SG;NFIN;ACT	N;INDF;MASC;SG
پُننا	abuzul	پُن	abuz	V;SG;NFIN;ACT	N;DEF;MASC;SG
پنوَت	indexul	پنوَت	index	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
پنوَت	index	پنوَت	index	PROPN;NOM;MASC;SG;3	
پنوَت	indice	پنوَت	indica	PROPN;NOM;MASC;SG;3	
پنوَت	indicele	پنوَت	indice	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
پنہا	larg	پنہا	larg		ADV
پنہا	larga	پنہا	larg		ADJ;DEF;FEM;SG
پِنہاں	secreta	پِنہاں	secret	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پِنہاں	secret	پِنہاں	secret	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پِنہاں	secreta	پِنہاں	secret	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پِنہاں	secrete	پِنہاں	secret	PROPN;NOM;MASC;SG;3	N;INDF;FEM;PL
پِنہاں	secretul	پِنہاں	secret	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
پِنہاں	ascunsa	پِنہاں	ascunsa	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پِنہاں	ascuns	پِنہاں	ascuns	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پِنہاں	ascunsa	پِنہاں	ascunsa	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پِنہاں	ascunse	پِنہاں	ascuns	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
پنہی	papuc	پنہی	papuc	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پنہی	papucul	پنہی	papuc	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
پنہی	pantof	پنہی	pantof	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پُنّی	virtuos	پُنّی	virtuos	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پنیا	acvatic	پنیا	acvatic	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پنیا	acvatice	پنیا	acvatic	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
پنیا	apa	پنیا	apă	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پنیا	apa	پنیا	apă	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پنیاسوت	primavara	پنیاسوت	primavară	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پنیاسوت	primavara	پنیاسوت	primavară	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پنیاسوت	primavara	پنیاسوت	primavară	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پنیاسوت	izvor	پنیاسوت	izvor	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پنیاسوت	spring	پنیاسوت	springe	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پُنیا	virtuos	پُنیا	virtuos	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پنیاتما	generoasa	پنیاتما	generos	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
پنیاتما	generos	پنیاتما	generos	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پنیاتما	generoase	پنیاتما	generos	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
پُنّیائی	clan	پُنّیائی	clan	ADJ;NOM	N;INDF;MASC;SG
پُنّیائی	clanul	پُنّیائی	clan	ADJ;NOM	N;DEF;MASC;SG
پنیر	branza	پنیر	branză	N;NOM;MASC;SG;3	N;DEF;FEM;SG
پنیر	branza	پنیر	branză	N;NOM;MASC;SG;3	N;DEF;FEM;SG
پنیر	branza	پنیر	branză	N;NOM;MASC;SG;3	N;DEF;FEM;SG
پنیری	siropos	پنیری	siropos	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پنیلا	subtire	پنیلا	subtire	PROPN;NOM;MASC;SG;3	
پنیلا	subtire	پنیلا	subtire	PROPN;NOM;MASC;SG;3	
پنیلا	insipid	پنیلا	insipid	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پُنیہ	virtuos	پُنیہ	virtuos	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پنھتّر	scheletul	پنھتّر	schelet	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
پنھتّر	schelet	پنھتّر	schelet	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پَو	asul	پَو	as		N;DEF;MASC;SG
پَو	dawn	پَو	dawn		PROPN
پَو	zorii	پَو	zori		N;DEF;MASC;PL
پَو	succes	پَو	succes		N;INDF;MASC;SG
پَو	succese	پَو	succes		N;INDF;FEM;PL
پَو	succesul	پَو	succes		N;DEF;MASC;SG
پوائی	cercul	پوائی	cerc	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
پوائی	circle	پوائی	circlu	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پوائی	cerc	پوائی	cerc	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پوپٹ	papagalul	پوپٹ	papagal	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
پوپٹ	papagal	پوپٹ	papagal	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پوپک	ciocanitoare	پوپک	ciocanitor	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM
پُوت	fiule	پُوت	fiu	PROPN;NOM;MASC;SG;3	
پُوت	fiul	پُوت	fiu	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
پُوت	fiu	پُوت	fiu	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پوِتر	sacre	پوِتر	sacru	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
پوِتر	sacru	پوِتر	sacru	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پوِتر	sacra	پوِتر	sacră	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
پوِتر	sacra	پوِتر	sacră	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
پوِتر	pura	پوِتر	pura	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
پوِتر	pura	پوِتر	pura	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
پوِتر	pure	پوِتر	pur	PROPN;NOM;MASC;SG;3	
پوِتر	pur	پوِتر	pur	PROPN;NOM;MASC;SG;3	ADV
پوِترتا	puritate	پوِترتا	puritate	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
پوِترتا	puritatea	پوِترتا	puritate	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پوِترتا	sacralitatea	پوِترتا	sacralitate	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پوتھی	cartii	پوتھی	carte	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پوتھی	cartea	پوتھی	carte	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پوتھی	carte	پوتھی	carte	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
پوٹ	sac	پوٹ	sac		N;INDF;MASC;SG
پوٹ	sack	پوٹ	sack		N;INDF;MASC;SG
پوٹ	exces	پوٹ	exces		N;INDF;MASC;SG
پوٹ	excesul	پوٹ	exces		N;DEF;MASC;SG
پوٹ	bale	پوٹ	bale		PROPN
پوٹ	pachet	پوٹ	pachet		N;INDF;MASC;SG
پوٹا	stomacului	پوٹا	stomac	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
پوٹا	stomacul	پوٹا	stomac	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
پوٹا	stomac	پوٹا	stomac	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پوٹا	putere	پوٹا	putere	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
پوٹا	puterea	پوٹا	putere	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پوٹا	power	پوٹا	power	PROPN;NOM;MASC;SG;3	N
پوٹا	curaj	پوٹا	curaj	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پوٹا	curajul	پوٹا	curaj	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
پوٹا	putere	پوٹا	putere	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
پوٹا	puterea	پوٹا	putere	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پوٹا	forta	پوٹا	forta	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پُوج	cult	پُوج	cult	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پُوج	venera	پُوج	venera	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پُوجا	puja	پُوجا	pujă	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پُوجا	cult	پُوجا	cult	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پُوجا	venera	پُوجا	venera	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پُوجنا	adore	پُوجنا	adori	PROPN;NOM;MASC;SG;3	
پُوجنا	cult	پُوجنا	cult	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پُوجنا	venera	پُوجنا	venera	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پُوجیہ	venerabila	پُوجیہ	venerabil	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پُوجیہ	onorabil	پُوجیہ	onorabil	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پُوجیہ	onorabila	پُوجیہ	onorabil	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
پوچ	medie	پوچ	medie		N;INDF;FEM;SG
پوچ	nefolositoare	پوچ	nefolositor		ADJ;INDF;FEM
پوچ	inutila	پوچ	inutil		ADJ;DEF;FEM;SG
پوچ	nefolositor	پوچ	nefolositor		ADJ;INDF;MASC;SG
پوچ	inutil	پوچ	inutil		ADV
پوچ	meschina	پوچ	meschina		ADJ;DEF;FEM;SG
پوچ	marunte	پوچ	marunte		ADJ;INDF;FEM;PL
پوچ	meschin	پوچ	meschin		ADJ;INDF;MASC;SG
پوچ	nesemnificativa	پوچ	nesemnificativ		ADJ;DEF;FEM;SG
پوچ	nesemnificativ	پوچ	nesemnificativ		ADJ;INDF;MASC;SG
پوچ	nesemnificative	پوچ	nesemnificativ		ADJ;INDF;FEM;PL
پُوچھ	ancheta	پُوچھ	anchetă	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پُوچھ	ancheta	پُوچھ	anchetă	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پُوچھ	respectul	پُوچھ	respect	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
پُوچھ	respect	پُوچھ	respect	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پُوچھ	intrebare	پُوچھ	intrebare	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
پُوچھ	intrebarea	پُوچھ	intrebare	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پُوچھ	intrebare	پُوچھ	intrebare	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
پوچھن	duster	پوچھن	duster	PROPN;NOM;MASC;SG;3	
پُوچھنا	consultati	پُوچھ	consulta	V;MASC;SG;NFIN;ACT	V;IND;PL;2;PRS;FIN
پُوچھنا	consult	پُوچھ	consult	V;MASC;SG;NFIN;ACT	N;INDF;MASC;SG
پُوچھنا	intrebare	پُوچھ	intrebare	V;MASC;SG;NFIN;ACT	N;INDF;FEM;SG
پُوچھنا	intrebarea	پُوچھ	intrebare	V;MASC;SG;NFIN;ACT	N;DEF;FEM;SG
پُوچھنا	intrebare	پُوچھ	intrebare	V;MASC;SG;NFIN;ACT	N;INDF;FEM;SG
پُوچھنا	invitatie	پُوچھ	invitatie	V;MASC;SG;NFIN;ACT	N;INDF;FEM;SG
پُوچھنا	valoare	پُوچھ	valoare	V;MASC;SG;NFIN;ACT	N;INDF;FEM;SG
پُوچھنا	valoarea	پُوچھ	valoare	V;MASC;SG;NFIN;ACT	N;DEF;FEM;SG
پُوچھنا	intreaba	پُوچھ	intreba	V;MASC;SG;NFIN;ACT	N;DEF;FEM;SG
پُوچھنا	intreaba	پُوچھ	intreba	V;MASC;SG;NFIN;ACT	N;DEF;FEM;SG
پُوچھنا	ask	پُوچھ	ask	V;MASC;SG;NFIN;ACT	N;INDF;MASC;SG
پوچھنا	curat	پوچھ	curat	V;MASC;SG;NFIN;ACT	ADJ;INDF;MASC;SG
پوچھنا	curate	پوچھ	curat	V;MASC;SG;NFIN;ACT	ADJ;INDF;FEM;PL
پوچھنا	clean	پوچھ	clean	V;MASC;SG;NFIN;ACT	N;INDF;MASC;SG
پَود	copii	پَود	copil	PROPN;NOM;MASC;SG;3	N;INDF;MASC;PL
پَود	copiii	پَود	copil	PROPN;NOM;MASC;SG;3	N;DEF;MASC;PL
پُود	ham	پُود	ham	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پَودا	tassel	پَودا	tassel	PROPN;NOM;MASC;SG;3	
پودنا	pitica	پودنا	pitică	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پودنا	pitic	پودنا	pitic	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پودنا	pitic	پودنا	pitic	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پودینہ	menta	پودینہ	menta	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پودینہ	menta	پودینہ	menta	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پُور	inunda	پُور	inunda	PROPN;NOM;MASC;SG;3	V;IND;SG;3;IPFV;FIN
پُور	potop	پُور	potop	PROPN;NOM;MASC;SG;3	
پُور	inundatii	پُور	inundat	PROPN;NOM;MASC;SG;3	N;INDF;FEM;PL
پُور	city	پُور	city	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پُور	oras	پُور	oras	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پُور	oras	پُور	oras	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پُور	oras	پُور	oras	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پُور	orasul	پُور	oras	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
پُور	orasul	پُور	oras	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
پُور	umplute	پُور	umple	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
پُور	umplut	پُور	umple	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پُور	fiule	پُور	fiu	PROPN;NOM;MASC;SG;3	
پُور	fiul	پُور	fiu	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
پُور	fiu	پُور	fiu	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پور	phalanx	پور	phalanx	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پُورا	exacte	پُورا	exact	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
پُورا	exacta	پُورا	exacta	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
پُورا	exact	پُورا	exact	PROPN;NOM;MASC;SG;3	ADV
پُورا	exacta	پُورا	exacta	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
پُورا	firma	پُورا	firmă	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پُورا	fermi	پُورا	ferm	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;PL
پُورا	firma	پُورا	firmă	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پُورا	ferm	پُورا	ferm	PROPN;NOM;MASC;SG;3	ADV
پُورا	intreg	پُورا	intreg	PROPN;NOM;MASC;SG;3	
پُورا	intreg	پُورا	intreg	PROPN;NOM;MASC;SG;3	
پُورا	realizat	پُورا	realiza	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پُورا	experimentat	پُورا	experimentat	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پُورا	plina	پُورا	plină	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
پُورا	full	پُورا	full	PROPN;NOM;MASC;SG;3	
پُورا	plin	پُورا	plin	PROPN;NOM;MASC;SG;3	ADV
پُورا	plina	پُورا	plină	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
پُورا	coapta	پُورا	coaptă	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پُورا	copt	پُورا	copt	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پُورا	coapte	پُورا	coapte	PROPN;NOM;MASC;SG;3	N;INDF;FEM;PL
پُورا	suficiente	پُورا	suficient	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
پُورا	suficienta	پُورا	suficient	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
پُورا	perfect	پُورا	perfect	PROPN;NOM;MASC;SG;3	ADV
پُورا	perfecte	پُورا	perfect	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
پُورا	perfecta	پُورا	perfecta	PROPN;NOM;MASC;SG;3	
پُورا	perfecta	پُورا	perfecta	PROPN;NOM;MASC;SG;3	
پُورا	priceput	پُورا	pricepe	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پُورا	completa	پُورا	completa	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
پُورا	completa	پُورا	completa	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
پُورا	complete	پُورا	complet	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
پُورا	complet	پُورا	complet	PROPN;NOM;MASC;SG;3	ADV
پُورا	constant	پُورا	constant	PROPN;NOM;MASC;SG;3	ADV
پُورا	constanta	پُورا	constantă	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پُورا	constanta	پُورا	constantă	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پوراپن	integralitatea	پوراپن	integralitate	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پوراپن	maturitate	پوراپن	maturitate	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
پوراپن	maturitatea	پوراپن	maturitate	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پوراپن	scadenta	پوراپن	scadent	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پوراکرنا	completa	پوراکرنا	completa	V;MASC;SG;NFIN;ACT	ADJ;DEF;FEM;SG
پوراکرنا	completa	پوراکرنا	completa	V;MASC;SG;NFIN;ACT	ADJ;DEF;FEM;SG
پوراکرنا	complete	پوراکرنا	complet	V;MASC;SG;NFIN;ACT	ADJ;INDF;FEM;PL
پوراکرنا	complet	پوراکرنا	complet	V;MASC;SG;NFIN;ACT	ADV
پُورب	stravechi	پُورب	stravechi	PROPN;NOM;MASC;SG;3	
پُورب	antica	پُورب	antic	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
پُورب	antice	پُورب	antic	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
پُورب	antic	پُورب	antic	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پُورب	fosta	پُورب	fost	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
پُورب	batran	پُورب	batran	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پُورب	vechi	پُورب	vechi	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پُورب	old	پُورب	old	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پُورب	veche	پُورب	vechi	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
پُورب	batrane	پُورب	batran	PROPN;NOM;MASC;SG;3	N;INDF;FEM;PL
پُوربک	ultimele	پُوربک	ultim	PROPN;NOM;MASC;SG;3	NUM;DEF;FEM;PL
پُوربک	ultima	پُوربک	ultim	PROPN;NOM;MASC;SG;3	NUM;DEF;FEM;SG
پُوربک	ultimul	پُوربک	ultim	PROPN;NOM;MASC;SG;3	NUM;DEF;MASC;SG
پُوربک	last	پُوربک	last	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پُوربک	fosta	پُوربک	fost	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
پُوربک	batran	پُوربک	batran	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
پُوربک	vechi	پُوربک	vechi	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
پُوربک	old	پُوربک	old	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
