que	tuo	que	tuo	CONJ	PRO;NOM;SG
centro	centro	centro	centro	N;MASC;SG	PROPN;NOM;SG
centro	keskelle	centro	keskelle	N;MASC;SG	ADV
julio	julio	julio	julio	N	
hay	hay	haber	hay	V;IND;SG;3;PRS;FIN	
hay	heinää	haber	heinä	V;IND;SG;3;PRS;FIN	N;PRT;SG
hay	heinä	haber	hän	V;IND;SG;3;PRS;FIN	N;NOM;SG
internacional	internacional	internacional	internacional	ADJ;SG	N;NOM;SG
internacional	kansainväliset	internacional	kansain#välinen	ADJ;SG	ADJ;NOM;PL
santa	pyhä	santo	pyhä	ADJ;FEM;SG	N;NOM;SG
santa	pyhät	santo	pyhät	ADJ;FEM;SG	N;NOM;PL
santa	pyhä	santo	pyhä	ADJ;FEM;SG	N;NOM;SG
santa	saint	santo	saada	ADJ;FEM;SG	
santa	pyhimys	santo	pyhimys	ADJ;FEM;SG	N;NOM;SG
santa	pukki	santo	pukki	ADJ;FEM;SG	N;NOM;SG
santa	santa	santo	santa	ADJ;FEM;SG	
antes	aikaisempi	antes	aikainen	ADV	ADJ;NOM;CMPR;SG
antes	aiempi	antes	aiempi	ADV	ADJ;NOM;SG
oficial	virkamies	oficial	virka#mies	ADJ;SG	N;NOM;SG
oficial	viralliset	oficial	virallinen	ADJ;SG	ADJ;NOM;PL
oficial	upseeri	oficial	upseeri	ADJ;SG	N;NOM;SG
oficial	virkailija	oficial	virkailija	ADJ;SG	N;NOM;SG
oficial	konstaapeli	oficial	konstaapeli	ADJ;SG	N;NOM;SG
quien	kuka	quien	kuka	PRO;SG	PRO;NOM;SG
quien	ketä	quien	kettä	PRO;SG	PRO;PRT;SG
quien	who	quien	who	PRO;SG	N;NOM;SG
mundo	world	mundo	world	N;MASC;SG	PROPN;NOM;SG
mundo	mundo	mundo	mundo	N;MASC;SG	
tanto	molemmat	tanto	molemmat	ADV	PRO;NOM;PL
tanto	molempia	tanto	molemmat	ADV	PRO;PRT;PL
tanto	kumpikin	tanto	kumpikin	ADV	PRO;NOM;SG
mayo	voi	mayo	voi	N	INTJ
algunos	osa	alguno	osa	PRO;MASC;PL	N;NOM;SG
hacia	kohti	hacia	kohti	ADP	ADV
hacia	kohti	hacia	kohti	ADP	ADV
mejor	parempi	mejor	hyvä	ADV	ADJ;NOM;CMPR;SG
mejor	paras	mejor	hyvä	ADV	ADJ;NOM;RL;SG
mejor	parhaat	mejor	hyvä	ADV	ADJ;NOM;RL;PL
mejor	best	mejor	best	ADV	
mejor	parasta	mejor	hyvä	ADV	ADJ;PRT;RL;SG
marzo	marssi	marzo	marssia	N	V;IND;SG;3;PST;FIN;ACT
marzo	marssia	marzo	marssi	N	V;SG;NFIN;ACT
siendo	olemisen	ser	oleminen	V;V.MSDR	N;GEN;SG
siendo	oleminen	ser	oleminen	V;V.MSDR	N;NOM;SG
madrid	madrid	madrid	madrid	N;MASC;SG	PROPN;NOM;SG
enero	jan	enero	jan	N	PROPN;NOM;SG
otro	muut	otro	muu	PRO;MASC;SG	PRO;NOM;PL
otro	toinen	otro	toinen	PRO;MASC;SG	PRO;NOM;SG
estaba	oli	estar	olla	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PST;FIN;ACT
estaba	oliko	estar	olla	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PST;FIN;ACT
total	yhteensä	total	yhteensä	ADJ;SG	ADV
sistema	system	sistema	system	N;MASC;SG	
habitantes	asukasta	habitante	asukas	N;PL	N;PRT;SG
maría	marien	maría	mari	N;FEM;SG	N;GEN;PL
maría	marie	maría	marie	N;FEM;SG	PROPN;NOM;SG
maría	mary	maría	mary	N;FEM;SG	PROPN;NOM;SG
maría	maria	maría	mari	N;FEM;SG	PROPN;NOM;SG
real	real	real	real	ADJ;SG	
real	kuninkaalliset	real	kuninkaallinen	ADJ;SG	ADJ;NOM;PL
real	royal	real	royal	ADJ;SG	
mundial	maailmanlaajuiset	mundial	maailman#laajuinen	ADJ;SG	ADJ;NOM;PL
mundial	maailmanlaajuisesti	mundial	maailman#laajuisesti	ADJ;SG	ADV
mundial	maailmassa	mundial	maailma	ADJ;SG	N;IN+ESS;SG
mundial	maailma	mundial	maailma	ADJ;SG	N;NOM;SG
mundial	maailmaa	mundial	maailma	ADJ;SG	N;PRT;SG
mundial	maailman	mundial	maailma	ADJ;SG	N;GEN;SG
mundial	world	mundial	world	ADJ;SG	PROPN;NOM;SG
mundial	maailmaan	mundial	maailma	ADJ;SG	N;IN+ALL;SG
mundial	global	mundial	global	ADJ;SG	
mundial	maailmanlaajuiset	mundial	maailman#laajuinen	ADJ;SG	ADJ;NOM;PL
música	music	música	music	N;FEM;SG	PROPN;NOM;SG
casa	kotona	casa	kotona	N;FEM;SG	ADV
cuenta	kreivi	contar	kreivi	V;IND;SG;3;PRS;FIN	N;NOM;SG
cuenta	laske	contar	laskea	V;IND;SG;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
cuenta	tiliä	contar	tili	V;IND;SG;3;PRS;FIN	N;PRT;SG
cuenta	tilin	contar	tili	V;IND;SG;3;PRS;FIN	N;GEN;SG
cuenta	tili	contar	tili	V;IND;SG;3;PRS;FIN	N;NOM;SG
cuenta	huomioon	contar	huomio	V;IND;SG;3;PRS;FIN	N;IN+ALL;SG
ella	ella	él	ella	PRO;FEM;SG;3	N;NOM;SG
pueden	voi	poder	voi	V;IND;PL;3;PRS;FIN	INTJ
varios	sekalaiset	varios	sekalainen	PRO;MASC;PL	N;NOM;PL
varios	erilaiset	varios	erilainen	PRO;MASC;PL	ADJ;NOM;PL
varios	useita	varios	usea	PRO;MASC;PL	ADJ;PRT;PL
varios	useat	varios	usea	PRO;MASC;PL	ADJ;NOM;PL
francia	ranska	francia	ranska	PROPN	PROPN;NOM;SG
francia	ranskan	francia	ranska	PROPN	N;GEN;SG
solo	solo	solo	solo	ADV	N;NOM;SG
chile	chilen	chile	chile	PROPN	N;GEN;SG
chile	chili	chile	chili	PROPN	N;NOM;SG
chile	chiliä	chile	chil	PROPN	N;PRT;SG
chile	chilen	chile	chile	PROPN	N;GEN;SG
tipo	kirjoita	tipo	kirja	N;MASC;SG	V;IMP;SG;2;FIN;ACT
obra	työt	obra	työ	N;FEM;SG	N;NOM;PL
cuatro	nelonen	cuatro	nelonen	NUM;PL	N;NOM;SG
cuatro	neljä	cuatro	neljä	NUM;PL	NUM;NOM;SG
principal	main	principal	main	ADJ;SG	N;NOM;SG
principal	pääasialliset	principal	pää#asiallinen	ADJ;SG	ADJ;NOM;PL
principal	tärkeimmät	principal	tärkeä	ADJ;SG	ADJ;NOM;RL;PL
principal	rehtori	principal	rehtori	ADJ;SG	N;NOM;SG
carlos	kaarle	carlo	kaarle	N;MASC;SG	PROPN;NOM;SG
carlos	carlos	carlo	carlos	N;MASC;SG	PROPN;NOM;SG
otra	toinen	otro	toinen	PRO;FEM;SG	PRO;NOM;SG
rey	king	rey	king	N;MASC;SG	
rey	rey	rey	rey	N;MASC;SG	
km²	km²	kme	km²		N;NOM;SG
tenía	oli	tener	olla	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PST;FIN;ACT
premios	palkitsee	premio	palkita	N;MASC;PL	V;IND;SG;3;PRS;FIN;ACT
premios	palkintoa	premio	palkinto	N;MASC;PL	N;PRT;SG
premios	palkinto	premio	palkinto	N;MASC;PL	N;NOM;SG
bien	hyvää	bien	hyvä	ADV	ADJ;PRT;SG
bien	hyvä	bien	hyvä	ADV	ADJ;NOM;SG
segundo	toinen	segundo	toinen	ADJ;MASC;SG	PRO;NOM;SG
mar	mar	mar	mar	N;SG	
mar	ocean	mar	ocea	N;SG	
poco	pieni	poco	pieni	ADV	ADJ;NOM;SG
poco	pikku	poco	pikku	ADV	ADJ
orden	tilata	orden	tilata	N;MASC;SG	V;SG;NFIN;ACT
estadounidense	amerikan	estadounidense	amerikka	ADJ;SG	N;GEN;SG
estadounidense	amerikkalaiset	estadounidense	amerikkalainen	ADJ;SG	N;NOM;PL
estadounidense	american	estadounidense	america	ADJ;SG	
tierra	tierra	tierra	tierra	N;FEM;SG	PROPN;NOM;SG
ellos	ne	él	se	PRO;MASC;PL;3	PRO;NOM;PL
están	ovat	estar	olla	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN;ACT
están	ovatko	estar	olla	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN;ACT
canción	song	canción	song	N;FEM;SG	
fecha	treffit	fecha	treffi	N;FEM;SG	N;NOM;PL
trabajo	työt	trabajo	työ	N;MASC;SG	N;NOM;PL
especie	lajit	especie	laji	N;FEM;SG	N;NOM;PL
especie	lajien	especie	laji	N;FEM;SG	N;GEN;PL
luis	louis	luis	louis	N;MASC;SG	PROPN;NOM;SG
luis	louisin	luis	louisi	N;MASC;SG	ADV
luis	louie	luis	louie	N;MASC;SG	PROPN;NOM;SG
luis	luis	luis	luus	N;MASC;SG	PROPN;NOM;SG
dentro	sisäpuolella	dentro	sisä#puoli	ADV	N;AT+ESS
;SG
obras	toimii	obra	toimia	N;FEM;PL	V;IND;SG;3;PRS;FIN;ACT
obras	työskentelee	obra	työskennellä	N;FEM;PL	V;IND;SG;3;PRS;FIN;ACT
color	värit	color	väri	N;MASC;SG	N;NOM;PL
color	värit	color	väri	N;MASC;SG	N;NOM;PL
copa	copa	copa	copa	N;FEM;SG	
muchos	monta	mucho	moni	PRO;MASC;PL	PRO;PRT;SG
muchos	moni	mucho	moni	PRO;MASC;PL	PRO;NOM;SG
línea	line	línea	line	N;FEM;SG	
francisco	francisco	francisco	francisco	N;MASC;SG	PROPN;NOM;SG
francisco	francis	francisco	francis	N;MASC;SG	PROPN;NOM;SG
les	les	él	les	PRO;DAT;PL;3	INTJ
siguiente	seuraan	siguiente	seurata	ADJ;SG	N;IN+ALL;SG
siguiente	seuraavat	siguiente	seuraava	ADJ;SG	ADJ;NOM;PL
siguiente	seuraavaksi	siguiente	seuraavaksi	ADJ;SG	ADV
grandes	iso	grande	iso	ADJ;PL	ADJ;NOM;SG
grandes	suuri	grande	suuri	ADJ;PL	ADJ;NOM;SG
grandes	iso	grande	iso	ADJ;PL	ADJ;NOM;SG
grandes	suuri	grande	suuri	ADJ;PL	ADJ;NOM;SG
muerte	death	muerte	death	N;FEM;SG	
medio	keskikokoinen	medio	keski#kokoinen	NUM;MASC;SG	ADJ;NOM;SG
medio	puolet	medio	puoli	NUM;MASC;SG	N;NOM;PL
medio	puolikas	medio	puolikas	NUM;MASC;SG	N;NOM;SG
menos	miinus	menos	miinus	ADV	N;NOM;SG
largo	largo	largo	largo	ADJ;MASC;SG	N;NOM;SG
largo	pitkät	largo	pitkä	ADJ;MASC;SG	ADJ;NOM;PL
largo	kauan	largo	kauan	ADJ;MASC;SG	ADV
largo	pitkään	largo	pitkään	ADJ;MASC;SG	ADV
largo	long	largo	long	ADJ;MASC;SG	
buenos	hyvää	buen	hyvä	ADJ;MASC;PL	ADJ;PRT;SG
buenos	hyvä	buen	hyvä	ADJ;MASC;PL	ADJ;NOM;SG
hecho	tehdyt	hecho	tehdä	ADJ;MASC;SG;V.PTCP	V;NOM;PL;V.PTCP;PASS
hecho	tehty	hecho	tehdä	ADJ;MASC;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
hecho	valmistettu	hecho	valmistaa	ADJ;MASC;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
hecho	made	hecho	made	ADJ;MASC;SG;V.PTCP	
hecho	tehty	hecho	tehdä	ADJ;MASC;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
hecho	done	hecho	done	ADJ;MASC;SG;V.PTCP	
hecho	fakta	hecho	fakta	ADJ;MASC;SG;V.PTCP	N;NOM;SG
hecho	faktaa	hecho	fakta	ADJ;MASC;SG;V.PTCP	N;PRT;SG
hecho	tosiasia	hecho	tosi#asia	ADJ;MASC;SG;V.PTCP	N;NOM;SG
algunas	osa	alguno	osa	PRO;FEM;PL	N;NOM;SG
poder	teho	poder	teho	V;NFIN	N;NOM;SG
poder	power	poder	power	V;NFIN	N;NOM;SG
poder	voima	poder	voima	V;NFIN	N;NOM;SG
poder	voimia	poder	voima	V;NFIN	N;PRT;PL
poder	valta	poder	valta	V;NFIN	N;NOM;SG
poder	valtaa	poder	valta	V;NFIN	N;PRT;SG
pueblo	pueblo	pueblo	pueblo	N;MASC;SG	
pueblo	ihmiset	pueblo	ihminen	N;MASC;SG	N;NOM;PL
pueblo	ihmisiä	pueblo	ihminen	N;MASC;SG	N;PRT;PL
pueblo	henkilöt	pueblo	henkilö	N;MASC;SG	N;NOM;PL
pueblo	kyl	pueblo	kyllä	N;MASC;SG	ADV
veces	kertaa	vez	kerta	N;FEM;PL	N;PRT;SG
veces	times	vez	times	N;FEM;PL	
todas	kaikki	todo	kaikki	PRO;FEM;PL	PRO;NOM;SG
york	yorkiin	york	yorki	PROPN	N;IN+ALL;SG
york	york	york	york	PROPN	PROPN;NOM;SG
york	yorkin	york	yorkki	PROPN	N;GEN;SG
campo	campo	campo	campo	N;MASC;SG	
isla	isla	isla	isla	N;FEM;SG	
hacer	make	hacer	make	V;NFIN	
hacer	tekeminen	hacer	tekeminen	V;NFIN	N;NOM;SG
hacer	tekoa	hacer	teko	V;NFIN	N;PRT;SG
misma	sama	mismo	sama	DET;FEM;SG	PRO;NOM;SG
misma	samoin	mismo	samoin	DET;FEM;SG	ADV
misma	samaa	mismo	sama	DET;FEM;SG	PRO;PRT;SG
conocido	tiedossa	conocido	tieto	ADJ;MASC;SG;V.PTCP	N;IN+ESS;SG
conocido	tunnetaan	conocido	tuntea	ADJ;MASC;SG;V.PTCP	V;IND;PRS;FIN;PASS
conocido	tunnetut	conocido	tunnettu	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL
conocido	tuttavuus	conocido	tuttavuus	ADJ;MASC;SG;V.PTCP	N;NOM;SG
frente	edessä	frente	edessä	N	ADV
frente	edestä	frente	edestä	N	ADV
antonio	anthony	antonio	anthony	N;MASC;SG	PROPN;NOM;SG
antonio	tony	antonio	tony	N;MASC;SG	PROPN;NOM;SG
días	päivää	día	päivä	N;MASC;PL	N;PRT;SG
días	days	día	days	N;MASC;PL	N;NOM;SG
española	espanjan	español	espanja	ADJ;FEM;SG	N;GEN;SG
española	espanjalaiset	español	espanja#lainen	ADJ;FEM;SG	N;NOM;PL
española	espanja	español	espanja	ADJ;FEM;SG	N;NOM;SG
española	espanjaa	español	espanja	ADJ;FEM;SG	N;PRT;SG
varias	useita	varios	usea	PRO;FEM;PL	ADJ;PRT;PL
varias	useat	varios	usea	PRO;FEM;PL	ADJ;NOM;PL
actual	tämänhetkiset	actual	tämänhetkinen	ADJ;SG	ADJ;NOM;PL
actual	nykyiset	actual	nykyinen	ADJ;SG	ADJ;NOM;PL
lista	valmis	lista	valmis	N;FEM;SG	ADJ;NOM;SG
lista	valmiina	lista	valmis	N;FEM;SG	ADJ;FRML;SG
jpg	jpg	jpg	jpg	PROPN	N;NOM;SG
tarde	myöhäinen	tarde	myöhäinen	ADV	ADJ;NOM;SG
tarde	iltaa	tarde	ilta	ADV	N;PRT;SG
tarde	ilta	tarde	ilta	ADV	N;NOM;SG
tarde	iltapäivä	tarde	ilta#päivä	ADV	N;NOM;SG
tarde	iltapäivällä	tarde	ilta#päivä	ADV	N;AT+ESS
;SG
tarde	iltapäivän	tarde	ilta#päivä	ADV	N;GEN;SG
ejército	sotilaallinen	ejército	sotilaallinen	N;MASC;SG	ADJ;NOM;SG
aires	aires	aire	aires	N;MASC;PL	
escuela	koulut	escuela	koulu	N;FEM;SG	N;NOM;PL
escuela	kouluja	escuela	koulu	N;FEM;SG	N;PRT;PL
información	info	información	info	N;FEM;SG	INTJ
información	tiedot	información	tieto	N;FEM;SG	N;NOM;PL
información	tietoja	información	tieto	N;FEM;SG	N;PRT;PL
información	tiedot	información	tieto	N;FEM;SG	N;NOM;PL
información	tietoja	información	tieto	N;FEM;SG	N;PRT;PL
