năm	pět	năm	pět	N	NUM;NOM;SG
ngoài	mimo	ngoài	mimo	N	ADP;ACC
ngoài	venku	ngoài	venku	N	ADV
ngoài	vnější	ngoài	vnější	N	ADJ;NOM;MASC;SG;POS
thành	cheng	thành	cheng	V	PROPN;ANIM;NOM;MASC;SG;POS
thành	citadela	thành	citadet	V	N;NOM;FEM;SG;POS
khoa	věda	khoa	věda		N;NOM;FEM;SG;POS
khoa	vědy	khoa	věda		N;NOM;FEM;PL;POS
khoa	fakulty	khoa	fakulta		N;NOM;FEM;PL;POS
khoa	fakulta	khoa	fakulta		N;NOM;FEM;SG;POS
cho	cho	cho	cho	V	PROPN;NOM;MASC;SG;POS
cho	pro	cho	pro	V	ADP;ACC
cho	za	cho	za	V	ADP;ACC
không	není	không	být	;NEG	V;IND;SG;3;NEG;PRS;FIN;ACT
không	ne	không	ne	;NEG	PART
không	nee	không	nee	;NEG	PROPN;MASC;SG;POS
hoa	united	hoa	united	N	ADJ;POS
hoa	spojených	hoa	spojený	N	ADJ;GEN;MASC;PL;POS
hoa	spojené	hoa	spojený	N	ADJ;NOM;MASC;PL;POS
nam	mužské	nam	mužský	N	ADJ;NOM;MASC;PL;POS
nam	mužský	nam	mužský	N	ADJ;INAN;NOM;MASC;SG;POS
nam	nan	nam	nan	N	PROPN;NOM;FEM;SG;POS
nam	jižní	nam	jižní	N	ADJ;NOM;FEM;SG;POS
nam	nam	nam	nam	N	PROPN;NOM;MASC;SG;POS
công	veřejné	công	veřejný	N	ADJ;NOM;NEUT;SG;POS
công	veřejně	công	veřejně	N	ADV;POS
công	veřejný	công	veřejný	N	ADJ;INAN;NOM;MASC;SG;POS
công	veřejná	công	veřejný	N	ADJ;NOM;FEM;SG;POS
quân	armádní	quân	armádní	N	ADJ;NOM;MASC;PL;POS
quân	army	quân	arma	N	PROPN;FEM;POS
chính	dokonce	chính	dokonce	PART	ADV
chính	vlastní	chính	vlastní	PART	ADJ;NOM;MASC;SG;POS
chính	vlastni	chính	vlastní	PART	PROPN;ANIM;NOM;MASC;SG;POS
chính	vlastnit	chính	vlastnit	PART	V;IPFV;POS;NFIN
chính	primární	chính	primární	PART	ADJ;NOM;MASC;SG;POS
chính	main	chính	main	PART	PROPN;INAN;NOM;MASC;SG;POS
chính	hlavní	chính	hlavní	PART	ADJ;NOM;MASC;SG;POS
động	dynamika	động	dynamika	V	N;NOM;FEM;SG;POS
động	dynamický	động	dynamický	V	ADJ;INAN;NOM;MASC;SG;POS
động	dynamická	động	dynamický	V	ADJ;NOM;FEM;SG;POS
động	dynamické	động	dynamický	V	ADJ;NOM;NEUT;SG;POS
động	automatický	động	automatický	V	ADJ;INAN;NOM;MASC;SG;POS
động	automatické	động	automatický	V	ADJ;NOM;NEUT;SG;POS
động	automatická	động	automatický	V	ADJ;NOM;FEM;SG;POS
động	automaticky	động	automaticky	V	ADV;POS
khi	když	khi	když	N	CONJ
khi	kdy	khi	kdy	N	ADV
đến	příjezdu	đến	příjezd	PART	N;INAN;GEN;MASC;SG;POS
đến	příjezd	đến	příjezd	PART	N;INAN;NOM;MASC;SG;POS
đến	příchod	đến	příchod	PART	N;INAN;NOM;MASC;SG;POS
đến	přílet	đến	přílet	PART	N;INAN;NOM;MASC;SG;POS
đến	přijel	đến	přijet	PART	V;MASC;SG;POS;PST;V.PTCP;ACT
đến	dorazila	đến	dorazit	PART	V;PFV;POS;PST;V.PTCP;ACT
đến	dorazil	đến	dorazit	PART	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
đến	pojď	đến	pojď	PART	V;IMP;SG;2;POS;FIN
đến	přichází	đến	přicházet	PART	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
theo	theo	theo	theo	V	PROPN;ANIM;NOM;MASC;SG;POS
theo	thea	theo	thea	V	PROPN;NOM;FEM;SG;POS
theo	follow	theo	follow	V	N;NOM;MASC;SG;POS
theo	po	theo	po	V	
theo	poté	theo	poté	V	ADV
tỉnh	střízlivý	tỉnh	střízlivý	N	ADJ;INAN;NOM;MASC;SG;POS
tỉnh	vzhůru	tỉnh	vzhůru	N	ADV
sau	po	sau	po	N	
sau	poté	sau	poté	N	ADV
sau	později	sau	pozdě	N	ADV;CMPR;POS
trung	středně	trung	středně	N	ADV;POS
trung	střední	trung	střední	N	ADJ;NOM;MASC;SG;POS
trung	ústřední	trung	ústřední	N	ADJ;NOM;MASC;SG;POS
trung	centrální	trung	centrální	N	ADJ;NOM;MASC;SG;POS
trung	střední	trung	střední	N	ADJ;NOM;MASC;SG;POS
trung	prostřední	trung	prostřední	N	ADJ;NOM;MASC;SG;POS
trên	výše	trên	výše		N;NOM;FEM;SG;POS
nhà	doma	nhà	doma	N	ADV
nhà	domácí	nhà	domácí	N	ADJ;ANIM;NOM;MASC;PL;POS
nhà	domů	nhà	domů	N	ADV
nhà	house	nhà	house	N	PROPN;INAN;NOM;MASC;SG;POS
như	jako	như	jako	CONJ	CONJ
như	like	như	like	CONJ	N;MASC;SG;POS
gia	gia	gia	gia	N	PROPN;NOM;FEM;SG;POS
bản	nizozemský	bản	nizozemský	N	ADJ;ANIM;NOM;MASC;SG;POS
bản	dutch	bản	dut	N	PROPN;INAN;NOM;MASC;SG;POS
miêu	miao	miêu	miao	N	PROPN;ANIM;MASC;SG;POS
làm	dělání	làm	dělání	V	N;NOM;NEUT;SG;POS
đại	velký	đại	velký	N	ADJ;INAN;NOM;MASC;SG;POS
đại	velké	đại	velký	N	ADJ;NOM;MASC;PL;POS
đại	velká	đại	velký	N	ADJ;NOM;FEM;SG;POS
đại	big	đại	big	N	ADJ;POS
đại	đại	đại	hěí	N	PROPN;NOM;MASC;SG;POS
hiện	ukázat	hiện	ukázat	N	V;POS;NFIN
hiện	zobrazit	hiện	zobrazit	N	V;PFV;POS;NFIN
thế	to	thế	ten	PROPN	DET;NOM;NEUT;SG
thế	že	thế	že	PROPN	CONJ
chiến	chien	chiến	chien	N	PROPN;ANIM;NOM;MASC;SG;POS
bar	baru	bar	bar		N;INAN;GEN;MASC;SG;POS
bar	bar	bar	bar		N;INAN;NOM;MASC;SG;POS
lại	znovu	lại	znovu		ADV
lại	zase	lại	zase		ADV
lại	opět	lại	opět		ADV
cũng	rovněž	cũng	rovněž		ADV
cũng	také	cũng	také		ADV
cũng	též	cũng	též		ADV
cũng	taky	cũng	také		ADV
việt	vietnamu	việt	vietnam	N	PROPN;INAN;DAT;MASC;SG;POS
việt	viet	việt	viet	N	PROPN;ANIM;NOM;MASC;SG;POS
nhất	nejlepší	nhất	dobrý		ADJ;NOM;RL;MASC;SG;POS
nhất	nejlépe	nhất	dobře		ADV;RL;POS
nhất	nej	nhất	nej		N;NOM;MASC;SG;POS
nhất	best	nhất	good		PROPN;NOM;MASC;SG;POS
nhất	nejlepsi	nhất	lepsi		ADJ;NOM;RL;MASC;SG;POS
nhân	násobit	nhân	násobit		V;IPFV;POS;NFIN
nhân	jádro	nhân	jádro		N;NOM;NEUT;SG;POS
nhân	core	nhân	core		PROPN;INAN;NOM;MASC;SG;POS
nhân	pacienta	nhân	pacient		N;ANIM;ACC;MASC;SG;POS
nhân	pacientka	nhân	pacientka		N;NOM;FEM;SG;POS
nhân	trpělivý	nhân	trpělivý		ADJ;ANIM;NOM;MASC;SG;POS
nhân	pacient	nhân	pacient		N;ANIM;NOM;MASC;SG;POS
phát	vysílání	phát	vysílání	V	N;NOM;NEUT;SG;POS
phát	zastřelen	phát	zastřelený	V	ADJ;MASC;SG;POS;V.PTCP;PASS
phát	střelen	phát	střelený	V	ADJ;MASC;SG;POS;V.PTCP;PASS
phát	střela	phát	střela	V	N;NOM;FEM;SG;POS
phát	výstřel	phát	výstřel	V	N;INAN;NOM;MASC;SG;POS
phát	výstřely	phát	výstřel	V	N;INAN;NOM;MASC;PL;POS
anh	vy	anh	ty	N	PRO;NOM;PL;2
anh	jsi	anh	být	N	V;IND;SG;2;POS;PRS;FIN;ACT
anh	ty	anh	ten	N	DET;NOM;MASC;PL
pháp	francouzské	pháp	francouzský	N	ADJ;NOM;NEUT;SG;POS
pháp	francouzsky	pháp	francouzsky	N	ADV;POS
pháp	francouzská	pháp	francouzský	N	ADJ;NOM;FEM;SG;POS
pháp	francii	pháp	francie	N	PROPN;ACC;FEM;SG;POS
pháp	francie	pháp	francie	N	PROPN;NOM;FEM;SG;POS
danh	dovážet	danh	dovážet	N	V;IPFV;POS;NFIN
danh	dovozní	danh	dovozní	N	ADJ;NOM;MASC;SG;POS
danh	importovat	danh	importovat	N	V;IPFV;POS;NFIN
tập	díl	tập	díl		N;INAN;NOM;MASC;SG;POS
tập	epizoda	tập	epizoda		N;NOM;FEM;SG;POS
tập	epizod	tập	epizod		N;GEN;FEM;PL;POS
tập	epizody	tập	epizoda		N;NOM;FEM;PL;POS
nhiều	mnoha	nhiều	mnoho	ADJ	DET;INS
nhiều	mnoho	nhiều	mnoho	ADJ	DET;NOM
nhiều	moc	nhiều	moc	ADJ	N;NOM;FEM;SG;POS
nhiều	mnoho	nhiều	mnoho	ADJ	DET;NOM
nhiều	násobek	nhiều	násobek	ADJ	N;INAN;NOM;MASC;SG;POS
chi	chi	chi	chi	N	PROPN;NOM;MASC;SG;POS
chỉ	jedině	chỉ	jedině		ADV;POS
chỉ	jen	chỉ	jen		PART
chỉ	jenom	chỉ	jenom		PART
chỉ	pouze	chỉ	pouze		ADV
chỉ	prostě	chỉ	prostě		ADV;POS
chỉ	jen	chỉ	jen		PART
chỉ	jenom	chỉ	jenom		PART
đây	zde	đây	zde	PROPN	ADV
đây	tady	đây	tady	PROPN	ADV
sinh	narozena	sinh	narozený	V	ADJ;POS;V.PTCP;PASS
sinh	narozen	sinh	narozený	V	ADJ;MASC;SG;POS;V.PTCP;PASS
sinh	zrození	sinh	zrození	V	N;NOM;NEUT;SG;POS
sinh	narození	sinh	narození	V	N;NOM;NEUT;SG;POS
sinh	porod	sinh	porod	V	N;INAN;NOM;MASC;SG;POS
con	con	con	con	N	PROPN;NOM;MASC;SG;POS
con	dětská	con	dětský	N	ADJ;NOM;FEM;SG;POS
quan	guan	quan	guan	V	N;ANIM;NOM;MASC;SG;POS
quan	quan	quan	quan	V	PROPN;ANIM;NOM;MASC;SG;POS
quan	strážník	quan	strážník	V	N;ANIM;NOM;MASC;SG;POS
quan	důstojník	quan	důstojník	V	N;ANIM;NOM;MASC;SG;POS
tin	věřit	tin	věřit		V;IPFV;POS;NFIN
tin	tin	tin	tina		PROPN;ANIM;NOM;MASC;SG;POS
tin	příběhy	tin	příběh		N;INAN;NOM;MASC;PL;POS
tin	zprávy	tin	zpráva		N;NOM;FEM;PL;POS
tin	novinky	tin	novinka		N;NOM;FEM;PL;POS
tin	důvěru	tin	důvěra		N;ACC;FEM;SG;POS
tin	věřit	tin	věřit		V;IPFV;POS;NFIN
tin	důvěra	tin	důvěra		N;NOM;FEM;SG;POS
viên	zaparkovat	viên	zaparkovat	N	V;PFV;POS;NFIN
viên	vídni	viên	vídeň	N	PROPN;DAT;FEM;SG;POS
viên	vídeň	viên	vídeň	N	PROPN;NOM;FEM;SG;POS
hai	dvojka	hai	dvojka	NUM	N;NOM;FEM;SG;POS
phải	vpravo	phải	vpravo	V	ADV
phải	správně	phải	správně	V	ADV;POS
phải	doprava	phải	doprava	V	N;NOM;FEM;SG;POS
việc	job	việc	job	N	PROPN;INAN;NOM;MASC;SG;POS
bắc	severní	bắc	severní	N	ADJ;NOM;MASC;SG;POS
bắc	severní	bắc	severní	N	ADJ;NOM;MASC;SG;POS
sách	rezervovat	sách	rezervovat	N	V;POS;NFIN
tiểu	elementární	tiểu	elementární		ADJ;NOM;MASC;SG;POS
tiểu	základní	tiểu	základní		ADJ;NOM;MASC;SG;POS
tiểu	málo	tiểu	málo		DET;NOM
tiểu	malý	tiểu	malý		ADJ;INAN;NOM;MASC;SG;POS
tiểu	malá	tiểu	malý		ADJ;NOM;FEM;SG;POS
cao	vysoko	cao	vysoko	ADJ	ADV;POS
cao	gao	cao	gao	ADJ	PROPN;NOM;MASC;SG;POS
văn	wen	văn	wen	N	PROPN;ANIM;NOM;MASC;SG;POS
văn	văn	văn	văn	N	PROPN;NOM;MASC;SG;POS
tây	west	tây	west	N	PROPN;INAN;NOM;MASC;SG;POS
tây	západní	tây	západní	N	ADJ;NOM;MASC;SG;POS
tây	western	tây	western	N	PROPN;INAN;NOM;MASC;SG;POS
tây	západní	tây	západní	N	ADJ;NOM;MASC;SG;POS
cùng	totéž	cùng	tentýž	ADJ	DET;NOM;NEUT;SG
giải	volné	giải	volný	V	ADJ;NOM;NEUT;SG;POS
giải	box	giải	box	V	N;INAN;NOM;MASC;SG;POS
giải	boxu	giải	box	V	N;INAN;GEN;MASC;SG;POS
giải	usnesení	giải	usnesení	V	N;NOM;NEUT;SG;POS
giải	rozlišení	giải	rozlišení	V	N;NOM;NEUT;SG;POS
giải	rezoluce	giải	rezoluce	V	N;NOM;FEM;SG;POS
bang	úřady	bang	úřad		N;INAN;NOM;MASC;PL;POS
bang	orgány	bang	orgán		N;INAN;NOM;MASC;PL;POS
bang	stát	bang	stát		N;INAN;NOM;MASC;SG;POS
bang	státní	bang	státní		ADJ;NOM;MASC;SG;POS
bang	bang	bang	banga		PROPN;NOM;MASC;SG;POS
tiếng	hodinový	tiếng	hodinový	N	ADJ;INAN;NOM;MASC;SG;POS
điểm	point	điểm	point	N	PROPN;NOM;MASC;SG;POS
đông	východ	đông	východ	ADJ	N;INAN;NOM;MASC;SG;POS
xuất	exportovat	xuất	exportovat	N	V;IPFV;POS;NFIN
khu	ward	khu	ward	N	PROPN;ANIM;NOM;MASC;SG;POS
hơn	než	hơn	než		CONJ
cánh	okřídlený	cánh	okřídlený	N	ADJ;INAN;NOM;MASC;SG;POS
cánh	wing	cánh	wing	N	PROPN;ANIM;NOM;MASC;SG;POS
lập	nezávislá	lập	závislý	V	ADJ;NOM;FEM;SG;NEG
lập	nezávisle	lập	závisle	V	ADV;NEG
lập	nezávislé	lập	závislý	V	ADJ;NOM;NEUT;SG;NEG
lập	nezávislý	lập	závislý	V	ADJ;INAN;NOM;MASC;SG;NEG
lập	nezávislí	lập	závislý	V	ADJ;ANIM;NOM;MASC;PL;NEG
cách	způsoby	cách	způsob	V	N;INAN;NOM;MASC;PL;POS
dưới	níže	dưới	nízko	N	ADV;CMPR;POS
dưới	spodní	dưới	spodní	N	ADJ;NOM;MASC;SG;POS
dưới	pod	dưới	pod	N	ADP;ACC
giới	world	giới	world	N	ADJ;POS
giới	světový	giới	světový	N	ADJ;INAN;NOM;MASC;SG;POS
giới	světová	giới	světový	N	ADJ;NOM;FEM;SG;POS
giới	světové	giới	světový	N	ADJ;NOM;FEM;SG;POS
châu	ameriky	châu	amerika	N	PROPN;NOM;FEM;SG;POS
châu	chow	châu	chow	N	PROPN;ANIM;NOM;MASC;SG;POS
đoàn	devátý	đoàn	devátý	N	ADJ;ANIM;NOM;MASC;SG
đoàn	devátá	đoàn	devátý	N	ADJ;NOM;FEM;SG
đoàn	deváté	đoàn	devátý	N	ADJ;NOM;MASC;SG
điều	to	điều	ten	N	DET;NOM;NEUT;SG
điều	že	điều	že	N	CONJ
thông	pine	thông	pin		PROPN;ANIM;NOM;MASC;SG;POS
thông	borovice	thông	borovice		N;NOM;FEM;SG;POS
bay	létat	bay	létat		V;IPFV;POS;NFIN
bay	moucha	bay	moucha		N;NOM;FEM;SG;POS
bay	leť	bay	leť		INTJ
bay	létání	bay	létání		N;NOM;NEUT;SG;POS
bay	létající	bay	létající		ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
bay	lítání	bay	lítání		N;NOM;NEUT;SG;POS
bay	letu	bay	let		N;INAN;DAT;MASC;SG;POS
bay	letová	bay	letový		ADJ;NOM;FEM;SG;POS
bay	let	bay	rok		N;GEN;NEUT;PL;POS
bay	záliv	bay	záliv		N;INAN;NOM;MASC;SG;POS
bay	bay	bay	bay		PROPN;INAN;NOM;MASC;SG;POS
bài	krátké	bài	krátký	N	ADJ;NOM;NEUT;SG;POS
bài	krátká	bài	krátký	N	ADJ;NOM;FEM;SG;POS
bài	krátký	bài	krátký	N	ADJ;INAN;NOM;MASC;SG;POS
lượng	energetická	lượng	energetický	N	ADJ;NOM;FEM;SG;POS
tích	statické	tích	statický	N	ADJ;NOM;NEUT;SG;POS
phim	filmy	phim	film		N;INAN;NOM;MASC;PL;POS
phim	filmová	phim	filmový		ADJ;NOM;FEM;SG;POS
phim	film	phim	film		N;INAN;NOM;MASC;SG;POS
phim	filmová	phim	filmový		ADJ;NOM;FEM;SG;POS
phim	film	phim	film		N;INAN;NOM;MASC;SG;POS
phim	filmy	phim	film		N;INAN;NOM;MASC;PL;POS
phim	kina	phim	kino		N;NOM;NEUT;PL;POS
trước	nejdřív	trước	brzy		ADV;RL;POS
trước	nejprve	trước	nejprve		ADV
trước	první	trước	první		ADJ;NOM;MASC;SG
trước	nejdříve	trước	brzy		ADV;RL;POS
trước	předchozí	trước	předchozí		ADJ;NOM;MASC;SG;POS
trước	předcházející	trước	předcházející		ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
trước	než	trước	než		CONJ
trước	před	trước	před		N;FEM;SG;POS
trước	předtím	trước	předtím		ADV
đức	německý	đức	německý	N	ADJ;ANIM;NOM;MASC;SG;POS
đức	německy	đức	německy	N	ADV;POS
đức	německá	đức	německý	N	ADJ;NOM;FEM;SG;POS
đức	němec	đức	němec	N	PROPN;ANIM;NOM;MASC;SG;POS
đức	německé	đức	německý	N	ADJ;NOM;MASC;PL;POS
đức	německo	đức	německý	N	PROPN;NOM;NEUT;SG;POS
đêm	noční	đêm	noční	N	ADJ;NOM;MASC;SG;POS
bằng	rovná	bằng	rovnat	ADP	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
nhỏ	málo	nhỏ	málo	ADJ	DET;NOM
nhỏ	junior	nhỏ	junior	ADJ	N;INAN;NOM;MASC;SG;POS
hợp	fit	hợp	fit	ADJ	PROPN;NOM;MASC;SG;POS
hợp	union	hợp	union	ADJ	N;INAN;NOM;MASC;SG;POS
hợp	svaz	hợp	svaz	ADJ	N;INAN;NOM;MASC;SG;POS
hợp	odbory	hợp	odbory	ADJ	N;INAN;NOM;MASC;PL;POS
hợp	unie	hợp	unie	ADJ	N;NOM;FEM;SG;POS
hợp	sedí	hợp	sedět	ADJ	V;IND;SG;3;POS;PRS;FIN;ACT
đường	tang	đường	tang	N	PROPN;ANIM;NOM;MASC;SG;POS
đường	silniční	đường	silniční	N	ADJ;NOM;FEM;SG;POS
đường	road	đường	road	N	PROPN;INAN;NOM;MASC;SG;POS
thêm	přidání	thêm	přidání	V	N;NOM;NEUT;SG;POS
thêm	přidávání	thêm	přidávání	V	N;NOM;NEUT;SG;POS
thêm	přidání	thêm	přidání	V	N;NOM;NEUT;SG;POS
thêm	další	thêm	další	V	ADJ;NOM;MASC;SG;POS
thêm	více	thêm	hodně	V	ADV;CMPR;POS
thêm	víc	thêm	hodně	V	ADV;CMPR;POS
thêm	more	thêm	more	V	N;MASC;SG;POS
xem	představení	xem	představení	V	N;NOM;NEUT;SG;POS
xem	show	xem	show	V	N;FEM;POS
xem	hodinky	xem	hodinky	V	N;NOM;FEM;PL;POS
xem	prohlížení	xem	prohlížení	V	N;NOM;NEUT;SG;POS
xem	zobrazení	xem	zobrazení	V	N;NOM;NEUT;SG;POS
xem	výhled	xem	výhled	V	N;INAN;NOM;MASC;SG;POS
xem	pohled	xem	pohled	V	N;INAN;NOM;MASC;SG;POS
diễn	herectví	diễn	herectví	V	N;NOM;NEUT;SG;POS
diễn	hraní	diễn	hraní	V	N;NOM;NEUT;SG;POS
diễn	herec	diễn	herec	V	N;ANIM;NOM;MASC;SG;POS
diễn	herce	diễn	herec	V	N;ANIM;ACC;MASC;PL;POS
máy	hostitelský	máy	hostitelský	N	ADJ;INAN;NOM;MASC;SG;POS
hoàng	huang	hoàng	huang	N	PROPN;ANIM;NOM;MASC;SG;POS
chức	držené	chức	držený	N	ADJ;NOM;NEUT;SG;POS
chức	držen	chức	držený	N	ADJ;MASC;SG;POS;V.PTCP;PASS
chức	držel	chức	držet	N	V;MASC;SG;POS;PST;V.PTCP;ACT
dương	kladný	dương	kladný	N	ADJ;INAN;NOM;MASC;SG;POS
dương	kladné	dương	kladný	N	ADJ;NOM;NEUT;SG;POS
dương	pozitivní	dương	pozitivní	N	ADJ;INAN;NOM;MASC;SG;POS
dương	yeung	dương	yeung	N	PROPN;ANIM;NOM;MASC;SG;POS
dương	jang	dương	jang	N	PROPN;ANIM;NOM;MASC;SG;POS
dương	yang	dương	yang	N	PROPN;ANIM;NOM;MASC;SG;POS
lực	power	lực	power	N	ADJ;POS
hay	seno	hay	seno	CONJ	N;NOM;NEUT;SG;POS
hay	dobře	hay	dobře	CONJ	ADV;POS
hay	dobrý	hay	dobrý	CONJ	ADJ;INAN;NOM;MASC;SG;POS
hay	dobry	hay	dobrý	CONJ	N;NOM;FEM;SG;POS
sống	bydlení	sống	bydlení	V	N;NOM;NEUT;SG;POS
sống	žijící	sống	žijící	V	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
sống	živé	sống	živý	V	ADJ;NOM;NEUT;SG;POS
sống	živá	sống	živý	V	ADJ;NOM;FEM;SG;POS
sống	živě	sống	živě	V	ADV;POS
sống	live	sống	live	V	PROPN;NOM;MASC;SG;POS
sống	živá	sống	živý	V	ADJ;NOM;FEM;SG;POS
sống	živý	sống	živý	V	ADJ;INAN;NOM;MASC;SG;POS
thường	většinou	thường	většinou		ADV
thường	obvykle	thường	obvykle		ADV;POS
thường	pravidelně	thường	pravidelně		ADV;POS
thường	pravidelné	thường	pravidelný		ADJ;NOM;MASC;PL;POS
thường	pravidelná	thường	pravidelný		ADJ;NOM;FEM;SG;POS
thường	pravidelný	thường	pravidelný		ADJ;INAN;NOM;MASC;SG;POS
thường	normální	thường	normální		ADJ;NOM;MASC;SG;POS
tính	puf	tính	puf	V	PROPN;NOM;MASC;SG;POS
ban	band	ban	banda		N;INAN;NOM;MASC;SG;POS
ban	kapela	ban	kapela		N;NOM;FEM;SG;POS
ban	pásmo	ban	pásmo		N;NOM;NEUT;SG;POS
ban	zakázat	ban	zakázat		V;POS;NFIN
ban	zákaz	ban	zákaz		N;INAN;NOM;MASC;SG;POS
cộng	plus	cộng	plus		N;INAN;NOM;MASC;SG;POS
cộng	navíc	cộng	navíc		ADV
nhận	tvrzení	nhận	tvrzení	V	N;NOM;NEUT;SG;POS
nhận	nárok	nhận	nárok	V	N;INAN;NOM;MASC;SG;POS
nhận	přijímající	nhận	přijímající	V	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
nhận	příjem	nhận	příjem	V	N;INAN;NOM;MASC;SG;POS
qua	minulosti	qua	minulost	V	N;NOM;FEM;SG;POS
qua	minulé	qua	minulý	V	ADJ;NOM;NEUT;SG;POS
qua	minulost	qua	minulost	V	N;NOM;FEM;SG;POS
qua	over	qua	over	V	N;MASC;SG;POS
qua	konec	qua	konec	V	N;INAN;NOM;MASC;SG;POS
qua	přes	qua	přes	V	ADP;ACC
qua	prostřednictvím	qua	prostřednictví	V	N;INS;NEUT;SG;POS
qua	via	qua	via	V	PROPN;FEM;SG;POS
qua	přes	qua	přes	V	ADP;ACC
qua	skrz	qua	skrz	V	
qua	prostřednictvím	qua	prostřednictví	V	N;INS;NEUT;SG;POS
qua	přes	qua	přes	V	ADP;ACC
qua	skrze	qua	skrz	V	ADP;ACC
qua	přihrávka	qua	přihrávka	V	N;NOM;FEM;SG;POS
qua	průsmyk	qua	průsmyk	V	N;INAN;NOM;MASC;SG;POS
qua	pass	qua	pass	V	N;INAN;NOM;MASC;SG;POS
ảnh	photo	ảnh	photo	N	PROPN;NOM;MASC;SG;POS
thái	tai	thái	tai	N	PROPN;ANIM;NOM;MASC;SG;POS
hòa	fred	hòa	fred	N	PROPN;ANIM;NOM;MASC;SG;POS
tổng	celková	tổng	celkový	N	ADJ;NOM;FEM;SG;POS
tổng	celkové	tổng	celkový	N	ADJ;NOM;NEUT;SG;POS
tổng	celkový	tổng	celkový	N	ADJ;INAN;NOM;MASC;SG;POS
tổng	celkem	tổng	celkem	N	ADV
minh	minh	minh	minho	N	PROPN;ANIM;NOM;MASC;SG;POS
minh	chytrá	minh	chytrý	N	ADJ;NOM;FEM;SG;POS
minh	chytré	minh	chytrý	N	ADJ;NOM;NEUT;SG;POS
minh	chytrý	minh	chytrý	N	ADJ;ANIM;NOM;MASC;SG;POS
minh	ming	minh	ming	N	PROPN;ANIM;NOM;MASC;SG;POS
tác	originální	tác	originální	N	ADJ;NOM;MASC;SG;POS
tác	původní	tác	původní	N	ADJ;NOM;MASC;SG;POS
gồm	včetně	gồm	včetně	V	ADP;GEN
gồm	zahrnut	gồm	zahrnutý	V	ADJ;MASC;SG;POS;V.PTCP;PASS
gồm	zahrnuty	gồm	zahrnutý	V	ADJ;INAN;PL;POS;V.PTCP;PASS
