河岸	flussufer	河岸	flußuf	N	ADJ
評分	wertung	評分	wertung	V	N;FEM;SG
評分	bewertung	評分	bewertung	V	ADJ
評分	quoten	評分	quoten	V	N;PL
評分	berechtigungen	評分	berechtigung	V	N;NOM;FEM;PL
評分	ratings	評分	ratings	V	PROPN
評分	zinssatz	評分	zinssatz	V	N;SG
評分	satz	評分	satz	V	
評分	steuersatz	評分	steuersatz	V	ADJ
附件	befestigung	附件	Befestigung	N	ADJ
附件	anhang	附件	anhang	N	
泡沫	blasen	泡沫	blasen	N	V;NFIN
泡沫	schaum	泡沫	schaum	N	
泡沫	blasen	泡沫	blasen	N	V;NFIN
狀元	gelehrten	狀元	gelehrt	N	ADJ;PL
狀元	gelehrter	狀元	gelehrter	N	ADJ
動員	inanspruchnahme	動員	inanspruchnahm	N	
動員	mobilisieren	動員	mobilisieren	N	V;NFIN
動員	mobilisiert	動員	mobilisieren	N	V;V.PTCP
動員	mobilisieren	動員	mobilisieren	N	V;NFIN
動員	mobilisieren	動員	mobilisieren	N	V;NFIN
倉庫	lager	倉庫	lager	N	ADJ
倉庫	lagerhaus	倉庫	lagerhaus	N	ADJ
倉庫	warehouse	倉庫	warehouse	N	
倉庫	lagerung	倉庫	lagerung	N	ADJ
倉庫	lagerraum	倉庫	lagerraum	N	ADJ
發電	erzeuger	發電	erzeuger	V	ADJ
發電	generatoren	發電	generator	V	ADJ;PL
發電	stromerzeuger	發電	stromerzeuger	V	ADJ
發電	generatoren	發電	generator	V	ADJ;PL
發電	generator	發電	generator	V	ADJ
發電	stromerzeuger	發電	stromerzeuger	V	ADJ
比喻	gleichnis	比喻	gleichnis	V	
比喻	metapher	比喻	metapher	V	ADJ
比喻	analog	比喻	analog	V	ADJ
比喻	analogie	比喻	analogie	V	
齋藤	saito	齋藤	saito	PROPN	PROPN;SG
埋葬	beerdigung	埋葬	beerdigung	V	N;NOM;FEM;SG
埋葬	begräbnis	埋葬	begräbnis	V	N;NOM;NEUT;SG
松鼠	eichhörnchen	松鼠	eichhörnch	N	
松鼠	eichhörnchen	松鼠	eichhörnch	N	
塵	stäube	塵	staub	N	PROPN
塵	staub	塵	staub	N	
相撞	aufprall	相撞	aufprall	V	ADJ
相撞	kollision	相撞	kollision	V	ADJ
相撞	kollisionen	相撞	kollision	V	N;NOM;FEM;PL
多多	toto	多多	toto	ADJ	
臨床	klinischen	臨床	klinisch	N	ADJ;ACC;MASC;SG
臨床	klinische	臨床	klinisch	N	ADJ;NOM;FEM;PL
臨床	klinisch	臨床	klinisch	N	ADJ
臨床	klinischer	臨床	klinisch	N	ADJ
臨床	klinisch	臨床	klinisch	N	ADJ
繞道	umweg	繞道	umweg	N	ADV
繞道	umleitung	繞道	umleitung	N	ADJ
繞道	abstecher	繞道	abstecher	N	ADJ
繞道	umgehen	繞道	umgehen	N	V;NFIN
繞道	umgehung	繞道	Umgehung	N	ADJ
繞道	umgehungsstraße	繞道	umgehungsstraße	N	ADJ;NOM;FEM;SG
繞道	bypass	繞道	bypass	N	
住院	krankenhausaufenthalt	住院	krankenhausaufenthalt	V	ADJ
自願	freiwillige	自願	freiwillig	N	ADJ;NOM;FEM;PL
自願	freiwilligkeit	自願	freiwilligkeit	N	ADJ
自願	freiwillig	自願	freiwillig	N	ADJ
自願	freiwilliger	自願	freiwillig	N	ADJ
輸	verlorene	輸	verloren	V	ADJ;NOM;FEM;SG
輸	lost	輸	lossen	V	PROPN
林子	wald	林子	wald	PROPN	N;NOM;MASC;SG
林子	wäldern	林子	wäldern	PROPN	
林子	woods	林子	woods	PROPN	
林子	wälder	林子	wald	PROPN	
方形	square	方形	squar	N	PROPN
方形	rechteck	方形	rechteck	N	
方形	quadratisch	方形	quadratisch	N	ADJ
方形	quadrat	方形	quadrat	N	
方形	platz	方形	platz	N	ADV
岡田	okada	岡田	okada	PROPN	PROPN;NOM;MASC;SG
猜想	vermutung	猜想	vermutung	N	ADV
猜想	spekulation	猜想	spekulation	N	ADJ
猜想	mutmaßungen	猜想	mutmaßung	N	V;NFIN
猜想	vermutungen	猜想	vermutungen	N	V;NFIN
愛國	patriot	愛國	patriot	N	PROPN
愛國	patriotische	愛國	patriotisch	N	ADJ;NOM;FEM;PL
祝	segen	祝	segen	V	
祝	segen	祝	segen	V	
祝	selig	祝	selig	V	ADJ
祝	gesegneten	祝	gesegnet	V	ADJ;PL
人類	anthropologische	人類	anthropologisch	N	ADJ;NOM;FEM;PL
陷阱	falle	陷阱	fallen	N	ADV
陷阱	fallen	陷阱	fallen	N	V;NFIN
倒數	countdown	倒數	countdown	N	
編纂	sammlung	編纂	sammlung	V	N;NOM;FEM;SG
編纂	zusammenstellung	編纂	zusammenstellung	V	N;NOM;FEM;SG
編纂	erstellung	編纂	Erstellung	V	N;NOM;FEM;SG
編纂	kodifizierung	編纂	kodifizierung	V	N;NOM;FEM;SG
編纂	codierung	編纂	codierung	V	N;NOM;FEM;SG
遺傳	genetische	遺傳	genetisch	N	ADJ;NOM;FEM;PL
遺傳	genetisch	遺傳	genetisch	N	ADJ
遺傳	genetischen	遺傳	genetisch	N	ADJ
遺傳	gentechnik	遺傳	gentechnik	N	ADJ
遺傳	genetik	遺傳	genetik	N	
遺傳	gentechnik	遺傳	gentechnik	N	ADJ
遺傳	erblichen	遺傳	erblich	N	ADJ
遺傳	vererbt	遺傳	vererben	N	V;V.PTCP
雨水	regenwasser	雨水	regenwasser	N	ADJ
雨水	rain	雨水	rain	N	PROPN
雨水	regen	雨水	rege	N	V;NFIN
雨水	regenwasser	雨水	regenwasser	N	ADJ
無數	unzählige	無數	unzählig	NUM	ADJ;NOM;FEM;PL
無數	zahllosen	無數	zahllos	NUM	ADJ;PL
無數	zahllose	無數	zahllos	NUM	ADJ;NOM;FEM;PL
無數	unzähligen	無數	unzählig	NUM	ADJ
干預	eingriffe	干預	eingriff	V	N
干預	einmischung	干預	einmischung	V	ADJ
干預	störung	干預	störung	V	N;FEM;SG
干預	eingriffe	干預	eingriff	V	N
干預	intervention	干預	intervention	V	PROPN
崩潰	unfall	崩潰	unfall	V	N
崩潰	crash	崩潰	crash	V	
崩潰	absturz	崩潰	absturz	V	N
崩潰	einsturz	崩潰	einsturz	V	N;SG
崩潰	zusammenbruch	崩潰	zusammenbruch	V	ADJ
崩潰	kollaps	崩潰	kollaps	V	ADV
手球	handball	手球	handball	N	ADJ
車票	tickets	車票	tickets	N	
車票	karten	車票	kart	N	V;NFIN
車票	eintrittskarten	車票	eintrittskarten	N	ADJ
車票	fahrkarten	車票	fahrkart	N	ADJ
車票	fahrkarte	車票	fahrkart	N	ADJ;NOM;FEM;PL
車票	ticket	車票	ticken	N	
車票	eintrittskarte	車票	eintrittskarte	N	ADJ;NOM;FEM;SG
車票	flugticket	車票	flugticken	N	PROPN;NOM;SG
射箭	bogenschießen	射箭	bogenschießen	N	V;NFIN
牛頓	newton	牛頓	newton	PROPN	PROPN
糖尿	diabetischen	糖尿	diabetisch	N	ADJ;SG
糖尿	diabetiker	糖尿	diabetiker	N	ADJ
糖尿	diabetes	糖尿	diabet	N	
糖尿	diabetiker	糖尿	diabetiker	N	ADJ
糖尿	diabetes	糖尿	diabet	N	
訂購	bestellungen	訂購	bestellingen	V	N;NOM;FEM;PL
訂購	bestellung	訂購	bestellung	V	N;NOM;FEM;SG
訂購	reihenfolge	訂購	reihenfolge	V	ADJ;NOM;FEM;PL
訂購	bestellungen	訂購	bestellingen	V	N;NOM;FEM;PL
訂購	ordnung	訂購	ordnung	V	N
訂購	auftrag	訂購	auftragen	V	N;MASC;SG
訂購	reihenfolge	訂購	reihenfolge	V	ADJ;NOM;FEM;PL
訂購	bestellung	訂購	bestellung	V	N;NOM;FEM;SG
鋁	alu	鋁	alu	N	
鋁	aluminium	鋁	aluminium	N	ADJ
鋁	aluminium	鋁	aluminium	N	ADJ
鋁	alu	鋁	alu	N	
謀殺	morde	謀殺	morde	V	N;NOM;PL
謀殺	ermordung	謀殺	ermordung	V	
謀殺	mord	謀殺	mord	V	
師傅	master	師傅	master	N	ADJ
探測	detektor	探測	detektor	V	PROPN
探測	detektoren	探測	detektor	V	N;NOM;PL
探測	sonde	探測	sonden	V	
探測	probe	探測	prob	V	
探測	sonden	探測	Sonde	V	N;PL
探測	detektoren	探測	detektor	V	N;NOM;PL
探測	sonden	探測	Sonde	V	N;PL
可	zuverlässig	可	zuverlässig	V	ADJ
可	zuverlässigkeit	可	zuverlässigkeit	V	ADJ
可	verlässlichkeit	可	verlässlichkeit	V	
托馬斯	thomas	托馬斯	thomas	PROPN	PROPN;NOM;MASC;SG
壟斷	monopole	壟斷	monopole	N	ADJ;NOM;FEM;PL
壟斷	monopole	壟斷	monopole	N	ADJ;NOM;FEM;PL
變數	variable	變數	variabel	N	ADJ;NOM;FEM;PL
變數	variabler	變數	variabel	N	ADJ
變數	unterschiedlich	變數	unterschiedlich	N	ADJ
變數	variabel	變數	variabel	N	ADJ
變數	variablen	變數	variablen	N	
變數	variable	變數	variabel	N	ADJ;NOM;FEM;PL
變數	variablen	變數	variablen	N	
切割	schnitt	切割	schneiden	V	ADJ
切割	zuschnitt	切割	zuschneiden	V	N
雙	doppelzimmer	雙	doppelzimmer	NUM	ADJ
雙	twin	雙	twin	NUM	
雙	zwillinge	雙	zwillinge	NUM	
雙	zwilling	雙	zwilling	NUM	
雙	zwillinge	雙	zwillinge	NUM	
聰明	schlau	聰明	schlau	N	ADJ
聰明	clever	聰明	clever	N	ADJ
聰明	intelligent	聰明	intelligent	N	ADJ
聰明	klug	聰明	klug	N	ADJ
聰明	smart	聰明	smaren	N	PROPN
語文	sprachen	語文	sprechen	N	V;FIN
語文	amtssprache	語文	amtssprechen	N	ADJ;NOM;FEM;SG
語文	sprachen	語文	sprechen	N	V;FIN
法西斯	faschistischen	法西斯	faschistisch	PROPN	ADJ;NOM;MASC;PL
法西斯	faschistische	法西斯	faschistisch	PROPN	ADJ;NOM;FEM;PL
法西斯	faschismus	法西斯	faschismus	PROPN	PROPN
法西斯	faschisten	法西斯	faschisten	PROPN	N
大	erzbischof	大	erzbischof	PART	ADJ
量化	quantitativer	量化	quantitativ	V	ADJ
量化	quantitative	量化	quantitativ	V	ADJ;NOM;FEM;PL
量化	quantitativ	量化	quantitativ	V	ADJ
量化	quantifizierung	量化	quantifizierung	V	N;NOM;FEM;SG
量化	quantifizierung	量化	quantifizierung	V	N;NOM;FEM;SG
鯉魚	karpfen	鯉魚	karpfen	N	
有	manchmal	有	manchmal	V	ADV
有	mitunter	有	mitunter	V	ADV
有	zuweilen	有	zuweilen	V	ADV
曼哈頓	manhattan	曼哈頓	manhattan	PROPN	PROPN;NOM;SG
植	pflanzen	植	pflanz	PROPN	V;NFIN
植	pflanzenwelt	植	pflanzenwelt	PROPN	ADJ
植	vegetation	植	vegetation	PROPN	
老大	boss	老大	bießen	N	PROPN;NOM;SG
老大	chefin	老大	chefin	N	PROPN;SG
解答	antwort	解答	antworen	V	
同	zusammenleben	同	zusammenleben	DET	V;NFIN
同	zusammenlebens	同	zusammenlebens	DET	ADV
大象	elefanten	大象	elefant	N	ADJ
大象	elefanten	大象	elefant	N	ADJ
大象	elefant	大象	elefant	N	
遊樂	spielfeld	遊樂	spielfeld	V	ADJ
遊樂	spielplatz	遊樂	spielplatz	V	ADJ
遊樂	kinderspielplatz	遊樂	kinderspielplatz	V	ADJ
遊樂	spielplätze	遊樂	spielplatz	V	N;NOM;FEM;PL
遊樂	spielplatz	遊樂	spielplatz	V	ADJ
會場	veranstaltungsort	會場	veranstaltungsort	N	ADJ
會場	gerichtsstand	會場	gerichtsstehen	N	ADJ
會場	austragungsort	會場	austragungsort	N	ADJ
閻	yan	閻	yan	PROPN	PROPN;NOM;MASC;SG
回覆	erwiderung	回覆	Erwiderung	V	N;FEM;SG
回覆	antwort	回覆	antworen	V	
回覆	antwort	回覆	antworen	V	
衰變	zerfall	衰變	zerfallen	V	ADV
衰變	verfall	衰變	verfallen	V	ADJ
感應	vibe	感應	vibe	V	
感應	induktion	感應	induktion	V	
感應	einarbeitung	感應	einarbeitung	V	N;NOM;FEM;SG
塑膠	kunststoffen	塑膠	kunststoff	N	V;NFIN
塑膠	kunststoff	塑膠	kunststoff	N	PROPN
塑膠	plastische	塑膠	plastisch	N	ADJ;NOM;FEM;PL
塑膠	plastik	塑膠	plastik	N	ADJ
塑膠	kunststoff	塑膠	kunststoff	N	PROPN
塑膠	plastische	塑膠	plastisch	N	ADJ;NOM;FEM;PL
塑膠	plastik	塑膠	plastik	N	ADJ
排斥	ausschluss	排斥	ausschließen	V	ADV
排斥	ausgrenzung	排斥	ausgrenzung	V	PROPN
排斥	ausschluß	排斥	ausschlaßen	V	
連鎖	hotelkette	連鎖	hotelkett	N	
連鎖	chain	連鎖	chain	N	PROPN
企鵝	pinguine	企鵝	pinguine	N	
企鵝	pinguine	企鵝	pinguine	N	
企鵝	pinguin	企鵝	pinguin	N	
沙灘	sandstrand	沙灘	sandstrand	N	ADJ
沙灘	strand	沙灘	strand	N	ADJ
沙灘	buchten	沙灘	buchen	N	V;NFIN
賓夕法尼亞	pennsylvania	賓夕法尼亞	pennsylvania	PROPN	PROPN;NOM;NEUT;SG
騎師	jockey	騎師	jockey	N	
高	khmer	高	khmer	PART	PROPN;NOM;MASC;SG
懸	aufhängen	懸	aufhängen	N	V;NFIN
懸	hängen	懸	hängen	N	V;NFIN
懸	abhängen	懸	abhängen	N	V;NFIN
頒布	verkündung	頒布	verkündung	V	
頒布	verabschiedung	頒布	verabschiedung	V	N;SG
浪潮	gezeiten	浪潮	gezeiten	N	
浪潮	titel	浪潮	titel	N	
浪潮	flut	浪潮	flaten	N	
浪潮	welle	浪潮	wellen	N	
浪潮	wave	浪潮	wave	N	
浪潮	winken	浪潮	winken	N	V;NFIN
盈利	profit	盈利	profit	N	PROPN
盈利	gewinne	盈利	gewinne	N	
盈利	profitabel	盈利	profitabel	N	ADJ
盈利	gewinnbringend	盈利	gewinnbringend	N	ADJ
盈利	rentabel	盈利	rentabel	N	ADJ
盈利	rentabilität	盈利	rentabilität	N	ADJ
盈利	ertragslage	盈利	ertragslage	N	ADJ;NOM;FEM;SG
過渡	übergänge	過渡	übergängen	V	ADJ
過渡	übergangsphase	過渡	übergangsphase	V	ADJ
過渡	übergang	過渡	übergehen	V	ADV
過渡	übergänge	過渡	übergängen	V	ADJ
傳教	missionare	傳教	missionar	V	
傳教	missionare	傳教	missionar	V	
傳教	missionar	傳教	missionar	V	PROPN;NOM;MASC;SG
表揚	lob	表揚	lob	V	
每個	jeder	每個	jed	DET	PRO;NOM;INDF;MASC;SG
每個	alle	每個	alle	DET	PRO;NOM;INDF;PL
每個	jedermann	每個	jedermann	DET	ADV
每個	jeder	每個	jed	DET	PRO;NOM;INDF;MASC;SG
每個	alle	每個	alle	DET	PRO;NOM;INDF;PL
每個	jedem	每個	jed	DET	PRO;DAT;INDF;MASC;SG
每個	jedermann	每個	jedermann	DET	ADV
辜	koo	辜	koo	PROPN	PROPN;NOM;MASC;SG
目睹	zeuge	目睹	zeuge	V	
濕	feucht	濕	feucht	N	ADJ
濕	wet	濕	wet	N	
濕	feuchte	濕	feucht	N	ADJ;NOM;SG
濕	nass	濕	neßen	N	ADJ
獲准	gestattet	獲准	gestatten|statten	V	ADJ;V.PTCP
獲准	zulässig	獲准	zulässig	V	ADJ
摩西	mose	摩西	mose	PROPN	
摩西	moses	摩西	moses	PROPN	PROPN;NOM;MASC;SG
摩西	musa	摩西	musaen	PROPN	PROPN;NOM;SG
降級	herabstufung	降級	herabstufung	V	N;NOM;FEM;SG
降級	herabstufung	降級	herabstufung	V	N;NOM;FEM;SG
網際	internetseiten	網際	internetseiten	N	V;NFIN
網際	internetzugang	網際	internetzugang	N	ADJ
網際	internetanschluss	網際	internetanschluss	N	ADJ
網際	internet	網際	internet	N	
遠藤	endo	遠藤	endo	PROPN	PROPN;NOM;SG
戶外	außenbereich	戶外	außenbereich	N	ADJ
戶外	draussen	戶外	draussen	N	ADV
戶外	outdoor	戶外	outdoor	N	
戶外	außen	戶外	außen	N	ADV
戶外	draußen	戶外	draußen	N	ADV
戶外	außenbereich	戶外	außenbereich	N	ADJ
戶外	draussen	戶外	draussen	N	ADV
戶外	draußen	戶外	draußen	N	ADV
文	diplomarbeit	文	diplomarbeit	N	ADJ
文	diplom	文	diplom	N	ADJ
文	diplome	文	diplom	N	ADJ;NOM;PL
氨基酸	aminosäuren	氨基酸	aminosäuren	N	V;NFIN
氨基酸	amino	氨基酸	amino	N	
脊椎	wirbelsäule	脊椎	wirbelsäule	N	ADJ;NOM;FEM;SG
脊椎	rückgrat	脊椎	rückgrat	N	ADJ
空缺	freie	空缺	frei	N	ADJ;NOM;FEM;PL
空缺	frei	空缺	frei	N	ADJ
阻擋	sperrung	阻擋	sperrung	V	ADJ
巡邏	patrouillen	巡邏	patrouill	N	V;NFIN
巡邏	patrouillieren	巡邏	patrouillieren	N	V;NFIN
巡邏	patrouillen	巡邏	patrouill	N	V;NFIN
巡邏	patrouillen	巡邏	patrouill	N	V;NFIN
巡邏	streife	巡邏	streifen	N	ADJ;NOM
巡邏	patrouille	巡邏	patrouille	N	ADJ;NOM;SG
睡	schlaf	睡	schlafen	V	
睡	nachtruhe	睡	nachtruhe	V	ADJ
睡	schlaf	睡	schlafen	V	
溴	brom	溴	brom	N	
扭力	drehmoment	扭力	drehmoment	N	ADJ
蛋糕	cake	蛋糕	cake	N	PROPN;NOM;SG
蛋糕	torten	蛋糕	torten	N	V;NFIN
蛋糕	kuchen	蛋糕	kuchen	N	V;NFIN
蛋糕	torte	蛋糕	tort	N	
蛋糕	gebäck	蛋糕	gebäck	N	
蛋糕	torten	蛋糕	torten	N	V;NFIN
蛋糕	kuchen	蛋糕	kuchen	N	V;NFIN
流出	abfluss	流出	abfließen	V	N;SG
流出	abgänge	流出	abgehen	V	
沙巴	sabah	沙巴	sabehen	PROPN	PROPN;NOM;SG
鑲	fliesen	鑲	fleisen	N	V;NFIN
鑲	tiling	鑲	tiling	N	PROPN
持股	beteiligungen	持股	beteiligung	V	N;NOM;FEM;PL
持股	beteiligung	持股	Beteiligung	V	N;NOM;FEM;SG
持股	anteile	持股	anteilen	V	ADJ
崇德	virgil	崇德	virgil	PROPN	PROPN;NOM;MASC;SG
過期	ablaufdatum	過期	ablaufdatum	V	ADJ
過期	ablauf	過期	ablauf	V	ADV
過期	verstrichen	過期	verstrechen	V	ADJ
過期	abgelaufene	過期	abgelaufen	V	ADJ;NOM;FEM;SG
過期	abgelaufenen	過期	abgelaufen	V	ADJ
過期	gültig	過期	gültig	V	ADJ
庇護	asyl	庇護	asyl	N	
庇護	asylrecht	庇護	asylrecht	N	PROPN;NOM;NEUT;SG
恐慌	panik	恐慌	panik	N	ADJ
前輩	ältere	前輩	alt	N	ADJ;NOM;FEM;PL
前輩	ältester	前輩	alt	N	ADJ
前輩	älteren	前輩	alt	N	ADJ
前輩	ältesten	前輩	alt	N	ADJ;NOM;PL
前輩	älteste	前輩	alt	N	ADJ;NOM;FEM;PL
海	tsunami	海	tsunami	N	PROPN
海	tsunamis	海	tsunamis	N	
旋風	ozon	旋風	ozon	N	
旋風	ozonschicht	旋風	ozonschicht	N	PROPN
旋風	orkan	旋風	orkan	N	
旋風	wirbelsturm	旋風	wirbelsturm	N	
旋風	zyklon	旋風	zyklon	N	
旋風	wirbelwind	旋風	wirbelwind	N	
旋風	wirbelsturm	旋風	wirbelsturm	N	
殘疾	behinderte	殘疾	behindert	N	V;IND;SG;3;PST;FIN
殘疾	gesperrt	殘疾	sperren	N	V;V.PTCP
殘疾	deaktiviert	殘疾	deaktivieren	N	V;V.PTCP
殘疾	behindert	殘疾	behindern	N	V;V.PTCP
殘疾	behinderten	殘疾	behindern	N	V;IND;PL;3;PST;FIN
殘疾	behinderung	殘疾	behinderung	N	
殘疾	gebrechen	殘疾	gebrechen	N	V;NFIN
殘疾	behinderte	殘疾	behindert	N	V;IND;SG;3;PST;FIN
殘疾	behinderungen	殘疾	behinderung	N	V;NFIN
殘疾	behinderung	殘疾	behinderung	N	
殘疾	invalidität	殘疾	invalidität	N	
殘疾	behinderte	殘疾	behindert	N	V;IND;SG;3;PST;FIN
殘疾	arbeitsunfähigkeit	殘疾	arbeitsunfähigkeit	N	ADJ;SG
殘疾	gebrechen	殘疾	gebrechen	N	V;NFIN
聖地牙哥	santiago	聖地牙哥	santiago	PROPN	PROPN
推定	vermutung	推定	vermutung	V	ADV
推定	annahme	推定	annehmen	V	
推定	vermutlich	推定	vermutlich	V	ADJ
推定	mutmaßliche	推定	mutmaßlich	V	ADJ;NOM;FEM;PL
處	ausführung	處	ausführung	N	
處	exekution	處	exekution	N	
處	exekution	處	exekution	N	
處	hinrichtungen	處	hinrichtung	N	V;NFIN
自傳	biographie	自傳	biographie	N	
自傳	lebenslauf	自傳	lebenslauf	N	
自傳	biografie	自傳	biografie	N	
哇	boah	哇	boah		
病患	patientinnen	病患	patientinnen	N	V;FIN
病患	patienten	病患	patient	N	V;IND;PL;3;PST;FIN
病患	geduldig	病患	geduldig	N	ADJ
病患	patienten	病患	patient	N	V;IND;PL;3;PST;FIN
病患	patient	病患	patient	N	
病患	geduld	病患	geduld	N	ADJ
病患	patientin	病患	patientin	N	
碳酸	carbonat	碳酸	carbonat	N	
漁業	fischerei	漁業	fischerei	N	ADJ;NOM;FEM;SG
漁業	fischerei	漁業	fischerei	N	ADJ;NOM;FEM;SG
漁業	fischerei	漁業	fischerei	N	ADJ;NOM;FEM;SG
漁業	fischen	漁業	fischen	N	V;NFIN
漁業	fischfang	漁業	fischfang	N	ADJ
漁業	angeln	漁業	angeln	N	V;NFIN
硼	bor	硼	bor	N	
命中	hits	命中	hits	N	PROPN;NOM
命中	aufrufe	命中	aufrufen	N	
命中	treffer	命中	treffer	N	
命中	zugriffe	命中	zugreifen	N	
命中	schlag	命中	schlagen	N	
命中	getroffen	命中	treffen|triefen	N	V;V.PTCP
命中	hit	命中	hit	N	PROPN
命中	treffer	命中	treffer	N	
大野	ono	大野	ono	PROPN	PROPN;NOM;SG
杜鵑	rhododendron	杜鵑	rhododendron	PROPN	ADJ
杜鵑	kuckuck	杜鵑	kuckuck	PROPN	PROPN
定型	stereotype	定型	stereotype	V	ADJ;NOM;FEM;PL
大	marmor	大	marmor	PART	
大	marble	大	marble	PART	
撥款	allokation	撥款	allokation	V	ADJ
撥款	aufteilung	撥款	aufteilung	V	ADJ;SG
撥款	zuordnung	撥款	zuordnung	V	ADJ
撥款	zuweisung	撥款	zuweisung	V	N;SG
炭	holzkohle	炭	holzkohl	N	ADJ
炭	kohle	炭	kohl	N	
炭	carbon	炭	carbon	N	PROPN
炭	kohlenstoff	炭	kohlenstoff	N	
特效	auswirkungen	特效	auswirkingen	N	V;NFIN
特效	wirkungen	特效	wirkingen	N	V;NFIN
特效	auswirkungen	特效	auswirkingen	N	V;NFIN
疑問	bezweifeln	疑問	bezweifeln	N	V;NFIN
疑問	zweifeln	疑問	zweifeln	N	V;NFIN
疑問	zweifel	疑問	zweifel	N	
疑問	bezweifle	疑問	bezweiflen	N	V;IND;SG;3;FIN
步驟	stufe	步驟	stufen	N	ADJ
步驟	step	步驟	step	N	
步驟	schritt	步驟	schreinen	N	
步驟	treppe	步驟	treppe	N	
步驟	schritten	步驟	schreiten	N	V;NFIN
步驟	schritte	步驟	schritt	N	
步驟	stufen	步驟	stufen	N	V;NFIN
大洲	kontinente	大洲	kontinent	N	
大洲	kontinent	大洲	kontinent	N	
大洲	kontinenten	大洲	kontinent	N	ADJ;PL
大洲	kontinent	大洲	kontinent	N	
織	weben	織	weben	N	V;NFIN
救助	bergung	救助	Bergung	V	N;SG
縮小	schrumpfung	縮小	schrumpfung	V	N;NOM;FEM;SG
縮小	schmalen	縮小	schmal	V	ADJ
縮小	eng	縮小	eng	V	ADJ
縮小	schmale	縮小	schmal	V	ADJ;NOM;FEM;PL
縮小	enge	縮小	eng	V	ADJ;NOM;FEM;SG
縮小	engen	縮小	eng	V	ADJ
縮小	schmal	縮小	schmal	V	ADJ
縮小	psychiater	縮小	psychiat	V	ADJ
衡量	vermessung	衡量	vermessung	V	N;NOM;FEM;SG
衡量	messgeräte	衡量	meßgerät	V	N;NOM;FEM;PL
衡量	messung	衡量	messung	V	N;SG
衡量	vermessung	衡量	vermessung	V	N;NOM;FEM;SG
衡量	messtechnik	衡量	messtechnik	V	ADJ
衡量	maßeinheit	衡量	maßeinheit	V	ADJ
衡量	messung	衡量	messung	V	N;SG
衡量	maßnahme	衡量	maßnahmen	V	ADJ
衡量	massnahme	衡量	massnahm	V	N;NOM;FEM;SG
內陸	binnenschifffahrt	內陸	binnenschifffahrt	N	ADJ
內陸	inland	內陸	inland	N	
內陸	landesinneren	內陸	landesinneren	N	ADJ
內陸	binnenschiffahrt	內陸	binnenschiffahrt	N	ADJ
