que	tu	que	tu	PRO	INTJ
xa	conheça	xa	conhecer	ADV	V;SBJV;SG;3;PRS;FIN
xa	saiba	xa	saber	ADV	V;SBJV;SG;3;PRS;FIN
xa	sei	xa	saber	ADV	V;IND;SG;1;PRS;FIN
xa	sabe	xa	saber	ADV	V;IND;SG;3;PRS;FIN
dos	do	dos	do	PROPN	N;MASC;SG
dos	de	dos	de	PROPN	ADP
dos	da	dos	da	PROPN	INTJ
dos	os	dos	o	PROPN	PRO;ACC;MASC;PL;3
ti	tu	ti	tu		INTJ
ti	você	ti	você		PRO;NOM;SG;3
ti	vc	ti	vc		PRO;NOM;MASC;SG;3
súa	his	seu	his	DET	N;MASC;SG
súa	dela	seu	dela	DET	N;MASC;SG
súa	ela	seu	ela	DET	PRO;NOM;FEM;SG;3
súa	her	seu	her	DET	N;MASC;SG
así	like	así	like	ADV	N;MASC;SG
así	curta	así	curto	ADV	ADJ;FEM;SG
así	este	así	este	ADV	DET;MASC;SG
así	esta	así	este	ADV	PRO;FEM;SG
así	isso	así	isso	ADV	PRO;MASC;SG
así	isto	así	isto	ADV	PRO;MASC;SG
así	essa	así	esse	ADV	PRO;FEM;SG
así	esse	así	esse	ADV	DET;MASC;SG
así	essa	así	esse	ADV	PRO;FEM;SG
así	isso	así	isso	ADV	PRO;MASC;SG
así	que	así	que	ADV	PRO;MASC;SG
seu	his	seu	his	DET	N;MASC;SG
seu	dela	seu	dela	DET	N;MASC;SG
seu	ela	seu	ela	DET	PRO;NOM;FEM;SG;3
seu	her	seu	her	DET	N;MASC;SG
¿	como	¿	como		ADV
¿	porque	¿	porque		CONJ
¿	porquê	¿	porquê		ADV
¿	tu	¿	tu		INTJ
¿	você	¿	você		PRO;NOM;SG;3
¿	vc	¿	vc		PRO;NOM;MASC;SG;3
¿	são	¿	ser		V;IND;PL;3;PRS;FIN
¿	estão	¿	estar		V;IND;PL;3;PRS;FIN
¿	sao	¿	sao		V;IND;PL;3;PRS;FIN
¿	are	¿	are		N;MASC;SG
ser	sendo	ser	ser	V	V;V.MSDR
ser	ser	ser	ser	V	V;NFIN
facer	make	facer	make	V	N;FEM;SG
isto	este	isto	este	PRO	DET;MASC;SG
isto	esse	isto	esse	PRO	DET;MASC;SG
ten	got	ter	got	V	N;MASC;SG
ten	tu	ter	tu	V	INTJ
ten	você	ter	você	V	PRO;NOM;SG;3
ten	vc	ter	vc	V	PRO;NOM;MASC;SG;3
onde	aonde	onde	aonde	PRO	ADV
onde	onde	onde	onde	PRO	ADV
era	era	ser	ser	V	V;IND;SG;3;IPFV;FIN
era	foi	ser	foi	V	ADV
esta	esta	este	este	DET	PRO;FEM;SG
esta	isso	este	isso	DET	PRO;MASC;SG
esta	isto	este	isto	DET	PRO;MASC;SG
esta	essa	este	esse	DET	PRO;FEM;SG
esta	tonight	este	tonight	DET	N;MASC;SG
foi	estava	ser	estar	V	V;IND;SG;3;IPFV;FIN
foi	tava	ser	tavo	V	V;IND;SG;1;IPFV;FIN
foi	foi	ser	foi	V	ADV
foi	sido	ser	ser	V	V;MASC;SG;V.PTCP
quen	oms	quen	oms	PRO	N;FEM;SG
quen	who	quen	who	PRO	N;MASC;SG
algo	algum	algo	algum	PRO	DET;MASC;SG
teño	got	ter	got	V	N;MASC;SG
todos	tudo	todo	tudo	DET	PRO;MASC;SG
todos	todos	todo	todo	DET	PRO;MASC;PL
todos	todos	todo	todo	DET	PRO;MASC;PL
porque	pq	porque	pq	CONJ	
este	esta	este	este	DET	PRO;FEM;SG
este	isso	este	isso	DET	PRO;MASC;SG
este	isto	este	isto	DET	PRO;MASC;SG
este	essa	este	esse	DET	PRO;FEM;SG
este	essa	este	esse	DET	PRO;FEM;SG
este	isso	este	isso	DET	PRO;MASC;SG
este	que	este	que	DET	PRO;MASC;SG
lle	tu	lle	tu	PRO	INTJ
lle	dela	lle	dela	PRO	N;MASC;SG
lle	her	lle	her	PRO	N;MASC;SG
vai	will	ir	will	V	N;MASC;SG
vai	vontade	ir	vontade	V	N;FEM;SG
pode	lata	poder	lata	V	N;FEM;SG
pode	can	poder	can	V	N;MASC;SG
pode	may	poder	may	V	N;MASC;SG
pode	maio	poder	maio	V	N;MASC;SG
pode	tu	poder	tu	V	INTJ
pode	você	poder	você	V	PRO;NOM;SG;3
pode	vc	poder	vc	V	PRO;NOM;MASC;SG;3
te	tu	te	tu	PRO	INTJ
quero	queres	quero	querer	V	INTJ
quero	don	quero	don	V	PROPN;MASC;SG
anos	velho	ano	velho	N	ADJ;MASC;SG
anos	antigo	ano	antigo	N	ADJ;MASC;SG
anos	velha	ano	velho	N	ADJ;FEM;SG
anos	atrás	ano	atrás	N	ADV
xente	são	xente	ser	N	V;IND;PL;3;PRS;FIN
xente	estão	xente	estar	N	V;IND;PL;3;PRS;FIN
xente	sao	xente	sao	N	V;IND;PL;3;PRS;FIN
vez	novamente	vez	novamente	N	ADV
vez	outrora	vez	outrora	N	ADV
vez	nunca	vez	nunca	N	ADV
das	os	das	o	N	PRO;ACC;MASC;PL;3
das	de	das	de	N	ADP
das	da	das	da	N	INTJ
sei	don	saber	don	V	PROPN;MASC;SG
tempo	longa	tempo	longo	N	ADJ;FEM;SG
tempo	longos	tempo	longo	N	ADJ;MASC;PL
tempo	longo	tempo	longo	N	ADV
polo	os	polo	o	N	PRO;ACC;MASC;PL;3
polo	por	polo	por	N	ADP
polo	para	polo	para	N	ADP
dicir	say	dicir	say	V	N;MASC;SG
dicir	ditado	dicir	ditar	V	N;MASC;SG
dicir	média	dicir	média	V	N;FEM;SG
sobre	over	sobre	over	ADP	N;MASC;SG
estaba	era	estar	ser	V	V;IND;SG;3;IPFV;FIN
estaba	foi	estar	foi	V	ADV
aínda	embora	aínda	embora	ADV	CONJ
mesmo	mesma	mesmo	mesmo	DET	ADJ;FEM;SG
mesmo	mesmo	mesmo	mesmo	DET	ADV
mesmo	mesmos	mesmo	mesmo	DET	ADJ;MASC;PL
mesmo	certo	mesmo	certo	DET	ADJ;MASC;SG
mesmo	direito	mesmo	direito	DET	N;MASC;SG
mesmo	direita	mesmo	direita	DET	N;FEM;SG
ela	dela	el	dela	PRO	N;MASC;SG
ela	her	el	her	PRO	N;MASC;SG
ela	she	el	she	PRO	N;MASC;SG
moito	lot	moito	lot	ADV	N;MASC;SG
moito	lote	moito	lote	ADV	N;MASC;SG
moito	much	moito	much	ADV	N;MASC;SG
moito	longa	moito	longo	ADV	ADJ;FEM;SG
moito	longos	moito	longo	ADV	ADJ;MASC;PL
moito	comprido	moito	comprido	ADV	N;MASC;SG
moito	long	moito	long	ADV	N;MASC;SG
¡	tu	¡	tu		INTJ
¡	você	¡	você		PRO;NOM;SG;3
¡	vc	¡	vc		PRO;NOM;MASC;SG;3
vostede	tu	vostede	tu	PROPN	INTJ
vostede	você	vostede	você	PROPN	PRO;NOM;SG;3
vostede	vc	vostede	vc	PROPN	PRO;NOM;MASC;SG;3
nunca	ever	nunca	ever	ADV	N;MASC;SG
nunca	never	nunca	never	ADV	N;MASC;SG
podo	lata	podar	lata	V	N;FEM;SG
podo	can	podar	can	V	N;MASC;SG
coma	like	coma	like	CONJ	N;MASC;SG
coma	curta	coma	curto	CONJ	ADJ;FEM;SG
coma	como	coma	como	CONJ	ADV
están	eles	estar	eles	V	PRO;NOM;MASC;PL;3
están	elas	estar	ele	V	PRO;NOM;FEM;PL;3
están	sao	estar	sao	V	V;IND;PL;3;PRS;FIN
están	are	estar	are	V	N;MASC;SG
estás	tu	estar	tu	V	INTJ
estás	você	estar	você	V	PRO;NOM;SG;3
estás	vc	estar	vc	V	PRO;NOM;MASC;SG;3
estás	são	estar	ser	V	V;IND;PL;3;PRS;FIN
estás	estão	estar	estar	V	V;IND;PL;3;PRS;FIN
estás	are	estar	are	V	N;MASC;SG
tan	tal	tan	tal	ADV	DET;FEM;SG
tan	tais	tan	tal	ADV	DET;FEM;PL
mundo	todos	mundo	todo	N	PRO;MASC;PL
túa	seu	teu	seu	PRO	DET;MASC;SG
túa	sua	teu	seu	PRO	DET;FEM;SG
túa	tu	teu	tu	PRO	INTJ
pola	por	pola	por	N	ADP
pola	para	pola	para	N	ADP
pola	os	pola	o	N	PRO;ACC;MASC;PL;3
co	com	co	com	PROPN	ADP
co	os	co	o	PROPN	PRO;ACC;MASC;PL;3
che	tu	che	tu		INTJ
che	você	che	você		PRO;NOM;SG;3
che	vc	che	vc		PRO;NOM;MASC;SG;3
mellor	melhor	mellor	melhor	ADJ	ADV
mellor	melhor	mellor	melhor	ADJ	ADV
mellor	best	mellor	best	ADJ	N;MASC;SG
mellor	than	mellor	than	ADJ	N;MASC;SG
coa	com	coar	com	V	ADP
coa	os	coar	o	V	PRO;ACC;MASC;PL;3
aos	os	aos	o	PROPN	PRO;ACC;MASC;PL;3
sempre	always	sempre	alway	ADV	N;MASC;SG
sempre	forever	sempre	forever	ADV	N;MASC;SG
temos	got	ter	got	V	N;MASC;SG
tes	tu	tes	tu	V	INTJ
tes	você	tes	você	V	PRO;NOM;SG;3
tes	vc	tes	vc	V	PRO;NOM;MASC;SG;3
tes	got	tes	got	V	N;MASC;SG
nin	nor	nin	nor	CONJ	N;MASC;SG
nin	não	nin	não	CONJ	INTJ
seus	his	seu	his	DET	N;MASC;SG
seus	dela	seu	dela	DET	N;MASC;SG
seus	ela	seu	ela	DET	PRO;NOM;FEM;SG;3
seus	her	seu	her	DET	N;MASC;SG
dous	duas	dous	dois	N	NUM
dous	dois	dous	dois	N	NUM
dous	ambos	dous	ambos	N	PRO;MASC;PL
dous	ambas	dous	ambos	N	DET;FEM;PL
traballo	trabalhar	traballo	trabalhar	N	V;NFIN
traballo	trabalhe	traballo	trabalher	N	V;SBJV;SG;3;PRS;FIN
grazas	agradecer	graza	agradecer	N	V;NFIN
grazas	tu	graza	tu	N	INTJ
grazas	você	graza	você	N	PRO;NOM;SG;3
grazas	vc	graza	vc	N	PRO;NOM;MASC;SG;3
grazas	muito	graza	muito	N	ADV
grazas	obrigado	graza	obrigar	N	V;MASC;SG;V.PTCP
grazas	obrigada	graza	obrigar	N	V;FEM;SG;V.PTCP
grazas	valeu	graza	valer	N	V;IND;SG;3;PST;FIN
outra	novamente	outro	novamente	DET	ADV
outra	outro	outro	outro	DET	PRO;MASC;SG
outra	outra	outro	outro	DET	PRO;FEM;SG
outra	outro	outro	outro	DET	PRO;MASC;SG
outra	outros	outro	outro	DET	PRO;MASC;PL
outra	outras	outro	outro	DET	PRO;FEM;PL
outra	outra	outro	outro	DET	PRO;FEM;SG
outra	um	outro	um	DET	NUM
outra	uma	outro	um	DET	NUM
outra	one	outro	one	DET	N;MASC;SG
es	tu	e	tu	N	INTJ
es	você	e	você	N	PRO;NOM;SG;3
es	vc	e	vc	N	PRO;NOM;MASC;SG;3
es	são	e	ser	N	V;IND;PL;3;PRS;FIN
es	estão	e	estar	N	V;IND;PL;3;PRS;FIN
es	sao	e	sao	N	V;IND;PL;3;PRS;FIN
ás	os	á	o	N	PRO;ACC;MASC;PL;3
ese	essa	ese	esse	DET	PRO;FEM;SG
ese	isso	ese	isso	DET	PRO;MASC;SG
ese	que	ese	que	DET	PRO;MASC;SG
ese	esta	ese	este	DET	PRO;FEM;SG
ese	isso	ese	isso	DET	PRO;MASC;SG
ese	isto	ese	isto	DET	PRO;MASC;SG
ese	essa	ese	esse	DET	PRO;FEM;SG
esa	essa	ese	esse	DET	PRO;FEM;SG
esa	isso	ese	isso	DET	PRO;MASC;SG
esa	que	ese	que	DET	PRO;MASC;SG
esa	esta	ese	este	DET	PRO;FEM;SG
esa	isso	ese	isso	DET	PRO;MASC;SG
esa	isto	ese	isto	DET	PRO;MASC;SG
esa	essa	ese	esse	DET	PRO;FEM;SG
queres	tu	quere	tu	V	INTJ
queres	você	quere	você	V	PRO;NOM;SG;3
queres	vc	quere	vc	V	PRO;NOM;MASC;SG;3
queres	queres	quere	querer	V	INTJ
queres	wanna	quere	wanno	V	N;MASC;SG
verdade	verdadeiro	verdade	verdadeiro	N	ADJ;MASC;SG
verdade	verdadeira	verdade	verdadeiro	N	ADJ;FEM;SG
verdade	certo	verdade	certo	N	ADJ;MASC;SG
verdade	realmente	verdade	realmente	N	ADV
verdade	tu	verdade	tu	N	INTJ
verdade	você	verdade	você	N	PRO;NOM;SG;3
verdade	vc	verdade	vc	N	PRO;NOM;MASC;SG;3
verdade	verdadeiro	verdade	verdadeiro	N	ADJ;MASC;SG
verdade	verdadeiros	verdade	verdadeiro	N	ADJ;MASC;PL
verdade	verdadeira	verdade	verdadeiro	N	ADJ;FEM;SG
dun	um	dun	um	PROPN	NUM
dun	uma	dun	um	PROPN	NUM
dun	one	dun	one	PROPN	N;MASC;SG
dun	do	dun	do	PROPN	N;MASC;SG
dun	de	dun	de	PROPN	ADP
dun	da	dun	da	PROPN	INTJ
sabes	tu	saber	tu	V	INTJ
sabes	você	saber	você	V	PRO;NOM;SG;3
sabes	vc	saber	vc	V	PRO;NOM;MASC;SG;3
aí	ai	aí	ai	ADV	INTJ
aí	essa	aí	esse	ADV	PRO;FEM;SG
aí	isso	aí	isso	ADV	PRO;MASC;SG
aí	que	aí	que	ADV	PRO;MASC;SG
despois	após	despois	após	ADV	ADP
despois	after	despois	after	ADV	N;MASC;SG
bo	manhã	bo	manhã	ADJ	N;FEM;SG
bo	morning	bo	morning	ADJ	N;MASC;SG
imos	são	ir	ser	V	V;IND;PL;3;PRS;FIN
imos	estão	ir	estar	V	V;IND;PL;3;PRS;FIN
imos	are	ir	are	V	N;MASC;SG
nun	into	nun	into	PROPN	N;MASC;SG
falar	conversa	falar	conversa	V	N;FEM;SG
falar	sobre	falar	sobre	V	ADP
quere	queres	querer	querer	V	INTJ
quere	tu	querer	tu	V	INTJ
quere	você	querer	você	V	PRO;NOM;SG;3
quere	vc	querer	vc	V	PRO;NOM;MASC;SG;3
logo	após	logo	após	ADV	ADP
logo	after	logo	after	ADV	N;MASC;SG
estar	sendo	estar	ser	V	V;V.MSDR
estar	ser	estar	ser	V	V;NFIN
fai	make	facer	make	V	N;FEM;SG
creo	believe	creo	believe	V	N;MASC;SG
creo	don	creo	don	V	PROPN;MASC;SG
hoxe	hj	hoxe	hj	ADV	V;IND;SG;1;PRS;FIN
ninguén	alguém	ninguén	alguém	ADV	PRO;MASC;SG
ninguén	ninguém	ninguén	ninguém	ADV	PRO;MASC;SG
ninguén	ninguem	ninguén	ninguem	ADV	N;MASC;PL
ninguén	um	ninguén	um	ADV	NUM
ninguén	uma	ninguén	um	ADV	NUM
ninguén	one	ninguén	one	ADV	N;MASC;SG
alí	ai	alí	ai	ADV	INTJ
alí	over	alí	over	ADV	N;MASC;SG
podes	tu	poder	tu	V	INTJ
podes	você	poder	você	V	PRO;NOM;SG;3
podes	vc	poder	vc	V	PRO;NOM;MASC;SG;3
podes	lata	poder	lata	V	N;FEM;SG
podes	can	poder	can	V	N;MASC;SG
pouco	pequeno	pouco	pequeno	ADV	ADJ;MASC;SG
pouco	pequena	pouco	pequeno	ADV	ADJ;FEM;SG
pouco	little	pouco	little	ADV	N;MASC;SG
pouco	bit	pouco	bit	ADV	N;MASC;SG
pouco	bits	pouco	bit	ADV	N;MASC;PL
pouco	alguns	pouco	algum	ADV	PRO;MASC;PL
pouco	algum	pouco	algum	ADV	DET;MASC;SG
pouco	algumas	pouco	algum	ADV	PRO;FEM;PL
estamos	sao	estar	sao	V	V;IND;PL;3;PRS;FIN
estamos	are	estar	are	V	N;MASC;SG
tiña	estava	ter	estar	V	V;IND;SG;3;IPFV;FIN
tiña	tava	ter	tavo	V	V;IND;SG;1;IPFV;FIN
tiña	foi	ter	foi	V	ADV
podemos	lata	poder	lata	V	N;FEM;SG
podemos	can	poder	can	V	N;MASC;SG
ó	os	ó	o	DET	PRO;ACC;MASC;PL;3
dixo	said	dicir	said	V	N;MASC;SG
dixo	ela	dicir	ela	V	PRO;NOM;FEM;SG;3
dixo	she	dicir	she	V	N;MASC;SG
dixo	say	dicir	say	V	N;MASC;SG
alguén	alguem	alguén	alguem	PRO	N;MASC;SG
alguén	oms	alguén	oms	PRO	N;FEM;SG
alguén	who	alguén	who	PRO	N;MASC;SG
alguén	alguem	alguén	alguem	PRO	N;MASC;SG
teñen	eles	ter	eles	V	PRO;NOM;MASC;PL;3
teñen	elas	ter	ele	V	PRO;NOM;FEM;PL;3
teñen	são	ter	ser	V	V;IND;PL;3;PRS;FIN
teñen	estão	ter	estar	V	V;IND;PL;3;PRS;FIN
teñen	are	ter	are	V	N;MASC;SG
menos	than	menos	than	ADV	N;MASC;SG
menos	saudades	menos	saudade	ADV	N;FEM;PL
menos	menina	menos	menina	ADV	N;FEM;SG
menos	saudade	menos	saudade	ADV	N;FEM;SG
dunha	de	dunha	de	N	ADP
dunha	da	dunha	da	N	INTJ
ata	ate	ata	ate	ADP	INTJ
ata	até	ata	até	ADP	ADV
nas	os	nas	o	PROPN	PRO;ACC;MASC;PL;3
outro	outro	outro	outro	DET	PRO;MASC;SG
outro	outra	outro	outro	DET	PRO;FEM;SG
outro	outro	outro	outro	DET	PRO;MASC;SG
outro	outros	outro	outro	DET	PRO;MASC;PL
outro	outras	outro	outro	DET	PRO;FEM;PL
outro	outra	outro	outro	DET	PRO;FEM;SG
outro	um	outro	um	DET	NUM
outro	uma	outro	um	DET	NUM
outro	one	outro	one	DET	N;MASC;SG
súas	his	seu	his	DET	N;MASC;SG
súas	dela	seu	dela	DET	N;MASC;SG
súas	ela	seu	ela	DET	PRO;NOM;FEM;SG;3
súas	her	seu	her	DET	N;MASC;SG
cousa	algo	cousa	algo	N	PRO;MASC;SG
cara	face	cara	face	N	ADV
tres	tres	tres	tres	N	NUM
tres	três	tres	três	N	NUM
novo	novidade	novo	novidade	ADJ	N;FEM;SG
novo	novamente	novo	novamente	ADJ	ADV
novo	young	novo	young	ADJ	N;MASC;SG
novo	jovens	novo	jovem	ADJ	N;MASC;PL
todas	tudo	todo	tudo	DET	PRO;MASC;SG
todas	todos	todo	todo	DET	PRO;MASC;PL
di	say	dicir	say	V	N;MASC;SG
di	ela	dicir	ela	V	PRO;NOM;FEM;SG;3
di	she	dicir	she	V	N;MASC;SG
di	said	dicir	said	V	N;MASC;SG
sabe	tu	saber	tu	V	INTJ
sabe	você	saber	você	V	PRO;NOM;SG;3
sabe	vc	saber	vc	V	PRO;NOM;MASC;SG;3
sabe	lata	saber	lata	V	N;FEM;SG
sabe	can	saber	can	V	N;MASC;SG
mañá	amanha	mañá	amanha	ADV	INTJ
mañá	manhã	mañá	manhã	ADV	N;FEM;SG
mañá	morning	mañá	morning	ADV	N;MASC;SG
dende	do	dende	do	ADP	N;MASC;SG
dende	da	dende	da	ADP	INTJ
dende	since	dende	since	ADP	N;MASC;SG
primeiro	primeiramente	primeiro	primeiramente	ADJ	ADV
primeiro	primeiro	primeiro	primeiro	ADJ	ADV
parte	os	parte	o	N	PRO;ACC;MASC;PL;3
podería	poderiam	poder	poder	V	V;COND;PL;3;FIN
claro	curso	claro	curso	ADJ	N;MASC;SG
claro	clear	claro	clear	ADJ	N;MASC;SG
claro	limpar	claro	limpar	ADJ	V;NFIN
claro	claro	claro	claro	ADJ	ADV
canto	como	canto	como	PRO	ADV
canto	muito	canto	muito	PRO	ADV
canto	much	canto	much	PRO	N;MASC;SG
canto	longa	canto	longo	PRO	ADJ;FEM;SG
canto	longos	canto	longo	PRO	ADJ;MASC;PL
canto	longo	canto	longo	PRO	ADV
canto	comprido	canto	comprido	PRO	N;MASC;SG
canto	long	canto	long	PRO	N;MASC;SG
pasa	sobre	pasar	sobre	V	ADP
pasa	com	pasar	com	V	ADP
pasa	os	pasar	o	V	PRO;ACC;MASC;PL;3
pasa	matéria	pasar	matéria	V	N;FEM;SG
boa	belo	bo	belo	ADJ	N;MASC;SG
boa	nice	bo	nice	ADJ	N;MASC;SG
tanto	essa	tanto	esse	ADV	PRO;FEM;SG
tanto	isso	tanto	isso	ADV	PRO;MASC;SG
tanto	que	tanto	que	ADV	PRO;MASC;SG
tanto	much	tanto	much	ADV	N;MASC;SG
cos	com	cos	com	PROPN	ADP
cos	os	cos	o	PROPN	PRO;ACC;MASC;PL;3
toda	inteiras	todo	inteiro	DET	ADJ;FEM;PL
toda	inteiros	todo	inteiro	DET	N;MASC;PL
toda	inteiro	todo	inteiro	DET	ADJ;MASC;SG
toda	tudo	todo	tudo	DET	PRO;MASC;SG
toda	todos	todo	todo	DET	PRO;MASC;PL
fóra	out	fóra	out	ADV	N;MASC;SG
fóra	apanha	fóra	apanhar	ADV	V;IND;SG;3;PRS;FIN
fóra	obtenha	fóra	obter	ADV	V;SBJV;SG;3;PRS;FIN
fóra	receba	fóra	receber	ADV	V;SBJV;SG;3;PRS;FIN
fóra	obter	fóra	obter	ADV	V;NFIN
mal	errado	mal	errar	ADV	V;MASC;SG;V.PTCP
mal	errada	mal	errar	ADV	V;FEM;SG;V.PTCP
mal	ruim	mal	ruim	ADV	ADJ;MASC;SG
mal	bad	mal	bad	ADV	N;MASC;SG
mal	mau	mal	mau	ADV	ADJ;MASC;SG
mal	má	mal	má	ADV	ADJ;FEM;SG
tarde	tarde	tarde	tarde	N	ADV
tarde	depois	tarde	depois	N	ADV
tarde	tarde	tarde	tarde	N	ADV
tarde	atrasada	tarde	atrasar	N	V;FEM;SG;V.PTCP
tarde	atrasados	tarde	atrasar	N	V;MASC;PL;V.PTCP
tarde	atrasado	tarde	atrasar	N	V;MASC;SG;V.PTCP
vas	tu	ir	tu	V	INTJ
vas	você	ir	você	V	PRO;NOM;SG;3
vas	vc	ir	vc	V	PRO;NOM;MASC;SG;3
vas	will	ir	will	V	N;MASC;SG
vas	vontade	ir	vontade	V	N;FEM;SG
vas	são	ir	ser	V	V;IND;PL;3;PRS;FIN
vas	estão	ir	estar	V	V;IND;PL;3;PRS;FIN
vas	are	ir	are	V	N;MASC;SG
poden	tu	poder	tu	V	INTJ
poden	você	poder	você	V	PRO;NOM;SG;3
poden	vc	poder	vc	V	PRO;NOM;MASC;SG;3
poden	lata	poder	lata	V	N;FEM;SG
poden	can	poder	can	V	N;MASC;SG
poden	eles	poder	eles	V	PRO;NOM;MASC;PL;3
poden	elas	poder	ele	V	PRO;NOM;FEM;PL;3
poden	may	poder	may	V	N;MASC;SG
poden	maio	poder	maio	V	N;MASC;SG
persoas	quem	persoa	quem	N	PRO;SG
calquera	alguém	calquera	alguém	DET	PRO;MASC;SG
outros	outro	outro	outro	DET	PRO;MASC;SG
outros	outros	outro	outro	DET	PRO;MASC;PL
outros	outras	outro	outro	DET	PRO;FEM;PL
outros	outra	outro	outro	DET	PRO;FEM;SG
outros	outro	outro	outro	DET	PRO;MASC;SG
outros	outra	outro	outro	DET	PRO;FEM;SG
outros	outros	outro	outro	DET	PRO;MASC;PL
outros	outras	outro	outro	DET	PRO;FEM;PL
parece	looks	parecer	looko	V	N;MASC;PL
parece	olhares	parecer	olhar	V	N;MASC;PL
parece	like	parecer	like	V	N;MASC;SG
parece	curta	parecer	curto	V	ADJ;FEM;SG
parece	como	parecer	como	V	ADV
quería	queres	querer	querer	V	INTJ
pois	bem	pois	bem	CONJ	ADV
pois	tu	pois	tu	CONJ	INTJ
pois	você	pois	você	CONJ	PRO;NOM;SG;3
pois	vc	pois	vc	CONJ	PRO;NOM;MASC;SG;3
dúas	duas	dous	dois	N	NUM
dúas	dois	dous	dois	N	NUM
dúas	ambos	dous	ambos	N	PRO;MASC;PL
dúas	ambas	dous	ambos	N	DET;FEM;PL
ola	olá	ola	olá	N	ADV
estes	essas	este	esse	DET	PRO;FEM;PL
estes	estas	este	este	DET	PRO;FEM;PL
estes	esta	este	este	DET	PRO;FEM;SG
estes	isso	este	isso	DET	PRO;MASC;SG
estes	isto	este	isto	DET	PRO;MASC;SG
estes	essa	este	esse	DET	PRO;FEM;SG
estes	essas	este	esse	DET	PRO;FEM;PL
será	will	ser	will	V	N;MASC;SG
será	vontade	ser	vontade	V	N;FEM;SG
será	melhor	ser	melhor	V	ADV
será	melhores	ser	bom	V	ADJ;MASC;PL
certo	true	certo	true	DET	N;MASC;SG
certo	verdadeiro	certo	verdadeiro	DET	ADJ;MASC;SG
certo	verdade	certo	verdade	DET	N;FEM;SG
certo	verdadeira	certo	verdadeiro	DET	ADJ;FEM;SG
certo	claro	certo	claro	DET	ADV
certo	certo	certo	certo	DET	ADJ;MASC;SG
certo	direito	certo	direito	DET	N;MASC;SG
certo	direita	certo	direita	DET	N;FEM;SG
certo	maneira	certo	maneira	DET	N;FEM;SG
