năm	pet	năm	pet	N	NUM
theo	poslije	theo	poslije	V	ADV
tỉnh	trijezan	tỉnh	trijezan	N	ADJ;NOM;INDF;MASC;SG
tỉnh	budan	tỉnh	budan	N	ADJ;NOM;INDF;MASC;SG
tỉnh	budni	tỉnh	budan	N	ADJ;NOM;DEF;MASC;PL
tỉnh	budna	tỉnh	budan	N	ADJ;NOM;DEF;FEM;SG
sau	nakon	sau	nakon	N	ADP;GEN
sau	poslije	sau	poslije	N	ADV
sau	kasnije	sau	kasno	N	ADV;CMPR
trung	srednje	trung	srednji	N	ADJ;NOM;DEF;FEM;PL
trung	srednji	trung	srednji	N	ADJ;NOM;DEF;MASC;SG
trung	srednja	trung	srednji	N	ADJ;NOM;DEF;FEM;SG
trung	središnje	trung	središnji	N	ADJ;NOM;DEF;FEM;PL
trung	centralno	trung	centralan	N	ADJ;NOM;DEF;NEUT;SG
trung	središnja	trung	središnji	N	ADJ;NOM;DEF;FEM;SG
trung	središnji	trung	središnji	N	ADJ;NOM;DEF;MASC;SG
trung	srednja	trung	srednji	N	ADJ;NOM;DEF;FEM;SG
trung	srednji	trung	srednji	N	ADJ;NOM;DEF;MASC;SG
trên	iznad	trên	iznad		ADP;GEN
nhà	doma	nhà	doma	N	ADV
như	kao	như	kao	CONJ	CONJ
bản	dutch	bản	dutch	N	ADP
bản	nizozemski	bản	nizozemski	N	ADJ;NOM;DEF;MASC;SG
đại	velika	đại	velik	N	ADJ;NOM;DEF;FEM;SG
đại	veliki	đại	velik	N	ADJ;NOM;DEF;MASC;SG
đại	velike	đại	velik	N	ADJ;NOM;DEF;FEM;PL
đại	veliko	đại	velik	N	ADJ;NOM;NEUT;SG
hiện	pokaži	hiện	pokaža	N	V;IMP;SG;2;FIN
hiện	prikaži	hiện	prikaž	N	V;IMP;SG;3;PRS;FIN
thế	to	thế	taj	PROPN	DET;NOM;NEUT;SG
chiến	chien	chiến	chien	N	ADP
bar	šank	bar	šank		N;NOM;MASC;SG
lại	ponovo	lại	ponovo		ADV
lại	opet	lại	opet		ADV
cũng	također	cũng	također		ADV
cũng	takođe	cũng	takođa		ADV
việt	vijetnam	việt	vijetan	N	ADV
việt	viet	việt	viet	N	PROPN;NOM;MASC;SG
nhất	najbolji	nhất	dobar		ADJ;NOM;DEF;RL;MASC;SG
nhất	najbolje	nhất	dobro		ADV;RL
nhất	najbolja	nhất	dobar		ADJ;NOM;DEF;RL;FEM;SG
nhân	core	nhân	cora		N;NOM;MASC;SG
nhân	jezgro	nhân	jezgro		N;NOM;NEUT;SG
nhân	jezgra	nhân	jezgra		N;NOM;FEM;SG
nhân	pacijent	nhân	pacijent		N;NOM;MASC;SG
nhân	strpljiv	nhân	strpljiv		ADJ;NOM;INDF;MASC;SG
nhân	pacijentica	nhân	pacijentica		N;NOM;FEM;SG
phát	emitiranje	phát	emitiranje	V	N;NOM;NEUT;SG
phát	hica	phát	hic	V	N;GEN;MASC;SG
anh	ti	anh	ti	N	PRO;NOM;SG;2
pháp	francuski	pháp	francuski	N	ADJ;NOM;DEF;MASC;SG
pháp	francuska	pháp	francuski	N	ADJ;NOM;DEF;FEM;SG
pháp	france	pháp	franca	N	ADP
chúng	ih	chúng	oni	PROPN	PRO;ACC;PL;3
chúng	im	chúng	oni	PROPN	PRO;DAT;PL;3
chúng	njih	chúng	oni	PROPN	PRO;ACC;PL;3
chúng	oni	chúng	oni	PROPN	PRO;NOM;MASC;PL;3
tập	epizode	tập	epizoda		N;NOM;FEM;PL
nhiều	puno	nhiều	puno	ADJ	ADV
nhiều	mnogo	nhiều	mnogo	ADJ	ADV
nhiều	višestruko	nhiều	višestruko	ADJ	ADV
chi	chi	chi	chi	N	PROPN;NOM;MASC;SG
chỉ	samo	chỉ	samo		ADV
chỉ	jedino	chỉ	jedino		ADV
chỉ	samo	chỉ	samo		ADV
đây	evo	đây	evo	PROPN	
đây	ovdje	đây	ovdje	PROPN	ADV
sinh	rođeni	sinh	rođen	V	ADJ;NOM;DEF;MASC;PL;V.PTCP
sinh	rođen	sinh	roditi	V	ADJ;NOM;INDF;MASC;SG;V.PTCP;PASS
sinh	rođena	sinh	roditi	V	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
sinh	rođenja	sinh	rođenje	V	N;NOM;NEUT;PL
sinh	rođenje	sinh	rođenje	V	N;NOM;NEUT;SG
con	con	con	con	N	ADP
quan	guan	quan	guan	V	PROPN;NOM;MASC;SG
quan	quan	quan	quan	V	ADP
quan	policajac	quan	policajac	V	N;NOM;MASC;SG
quan	službenik	quan	službenik	V	N;NOM;MASC;SG
quan	časnik	quan	časnik	V	N;NOM;MASC;SG
tin	vjeruj	tin	vjerovati		INTJ
tin	tin	tin	tin		PROPN;NOM;MASC;SG
tin	priče	tin	priča		N;NOM;FEM;PL
tin	price	tin	price		N;NOM;FEM;PL
tin	novosti	tin	novost		N;NOM;FEM;PL
tin	vesti	tin	vesta		N;NOM;MASC;PL
tin	vijesti	tin	vijest		N;NOM;FEM;PL
tin	vjeruj	tin	vjerovati		INTJ
tin	vjerujte	tin	vjerovati		V;IMP;PL;2;FIN
tin	povjerenje	tin	povjerenje		N;NOM;NEUT;SG
đồng	đồng	đồng	đồng	N	
đồng	brončana	đồng	brončan	N	ADJ;NOM;DEF;FEM;SG;V.PTCP
viên	vienna	viên	vienan	N	PROPN;NOM;FEM;SG
viên	beč	viên	beč	N	PROPN;NOM;MASC;SG
phải	desno	phải	desno	V	ADV
phải	pravo	phải	pravo	V	N;NOM;NEUT;SG
việc	job	việc	job	N	PROPN;NOM;MASC;SG
bắc	sjeverno	bắc	sjeverno	N	ADV
bắc	sjeverna	bắc	sjeveran	N	ADJ;NOM;DEF;FEM;SG
bắc	sjeverni	bắc	sjeverni	N	ADV
bắc	sjevernom	bắc	sjeveran	N	ADJ;INS;DEF;FEM;SG
bắc	sjeverna	bắc	sjeveran	N	ADJ;NOM;DEF;FEM;SG
tiểu	osnovne	tiểu	osnovan		ADJ;NOM;DEF;FEM;PL
tiểu	osnovna	tiểu	osnovan		ADJ;NOM;DEF;FEM;SG
tiểu	malo	tiểu	malo		ADV
tiểu	mala	tiểu	mali		ADJ;NOM;DEF;FEM;SG
tiểu	male	tiểu	mali		ADJ;NOM;DEF;FEM;PL
tiểu	mali	tiểu	mali		ADJ;NOM;DEF;MASC;SG
khác	drukčije	khác	drukčije	ADJ	ADV
khác	drugačije	khác	drugačije	ADJ	ADV
cao	visoko	cao	visoko	ADJ	ADV
cao	gao	cao	gao	ADJ	PROPN;NOM;MASC;SG
văn	wen	văn	wen	N	PROPN;NOM;MASC;SG
văn	văn	văn	văn	N	
tây	west	tây	west	N	PROPN;NOM;MASC;SG
tây	zapadno	tây	zapadno	N	ADV
tây	zapadna	tây	zapadan	N	ADJ;NOM;DEF;FEM;SG
tây	zapadni	tây	zapadan	N	ADJ;NOM;DEF;MASC;SG
tây	western	tây	western	N	ADP
trường	školski	trường	školski	N	ADJ;NOM;DEF;MASC;SG
trường	školska	trường	školski	N	ADJ;NOM;DEF;FEM;SG
hội	chance	hội	chance	N	ADP
cùng	isto	cùng	isto	ADJ	ADV
giải	labavo	giải	labavo	V	ADV
giải	boks	giải	boks	V	N;NOM;MASC;SG
giải	rezolucija	giải	rezolucija	V	N;NOM;FEM;SG
giải	rezolucije	giải	rezolucija	V	N;NOM;FEM;PL
bang	vlasti	bang	vlast		N;NOM;FEM;PL
bang	stanje	bang	stanje		N;NOM;NEUT;SG
bang	država	bang	država		N;NOM;FEM;SG
bang	stanja	bang	stanje		N;NOM;NEUT;PL
bang	stanju	bang	stanje		N;DAT;NEUT;SG
bang	bang	bang	bang		ADP
điểm	tačke	điểm	tačak	N	ADJ;NOM;DEF;FEM;PL
đông	istočno	đông	istočno	ADJ	ADV
đông	istok	đông	istok	ADJ	N;NOM;MASC;SG
phố	town	phố	town	N	ADP
phố	street	phố	street	N	ADP
khu	ward	khu	ward	N	PROPN;NOM;MASC;SG
cánh	wing	cánh	wing	N	ADP
lập	nezavisno	lập	nezavisno	V	ADV
lập	neovisna	lập	neovisan	V	ADJ;NOM;DEF;FEM;SG
lập	neovisno	lập	neovisno	V	ADV
lập	samostalna	lập	samostalan	V	ADJ;NOM;DEF;FEM;SG
bình	bình	bình	bình	N	
cách	načine	cách	način	V	N;ACC;MASC;PL
cách	načini	cách	način	V	N;NOM;MASC;PL
đội	tim	đội	taj	N	DET;INS;NEUT;SG
dưới	ispod	dưới	ispod	N	ADP;GEN
dưới	pod	dưới	pod	N	ADP;INS
dưới	ispod	dưới	ispod	N	ADP;GEN
quận	primijetio	quận	primijetiti	N	V;MASC;SG;PST;V.PTCP;ACT
giới	world	giới	world	N	ADP
đoàn	deveti	đoàn	deveti	N	ADJ;NOM;MASC;SG
đoàn	deveta	đoàn	deveti	N	ADJ;NOM;FEM;SG
điều	to	điều	taj	N	DET;NOM;NEUT;SG
thông	bor	thông	bor		N;NOM;MASC;SG
bay	leti	bay	leti		V;IND;SG;3;PRS;FIN
bay	fly	bay	fly		ADP
bay	poleti	bay	poleti		V;IND;SG;3;PRS;FIN
bay	muha	bay	muh		N;NOM;FEM;SG
bay	leti	bay	leti		V;IND;SG;3;PRS;FIN
bay	letenje	bay	letenje		N;NOM;NEUT;SG
bay	leteći	bay	leteći		ADV
bay	leta	bay	let		N;GEN;MASC;SG
bay	letu	bay	let		N;DAT;MASC;SG
bay	let	bay	let		N;NOM;MASC;SG
bay	zaljev	bay	zaljev		N;NOM;MASC;SG
bay	uvala	bay	uvala		N;NOM;FEM;SG
bay	bay	bay	bay		PROPN;NOM;MASC;SG
bài	ukratko	bài	ukratko	N	ADV
bài	kratki	bài	kratka	N	ADJ;NOM;DEF;MASC;SG
bài	kratko	bài	kratko	N	ADV
bài	kratka	bài	kratak	N	ADJ;NOM;DEF;FEM;SG
tích	statički	tích	statički	N	ADV
phim	filmovi	phim	film		N;NOM;MASC;PL
phim	film	phim	film		N;NOM;MASC;SG
phim	film	phim	film		N;NOM;MASC;SG
phim	filmovi	phim	film		N;NOM;MASC;PL
phim	filmove	phim	film		N;ACC;MASC;PL
phim	kino	phim	kino		N;NOM;MASC;SG
trước	prvo	trước	prvo		ADV
trước	prvi	trước	prvi		ADJ;NOM;MASC;SG
trước	prethodni	trước	prethodan		ADJ;NOM;DEF;MASC;SG
trước	prethodna	trước	prethodan		ADJ;NOM;DEF;FEM;SG
trước	prije	trước	prije		ADV
đức	njemački	đức	njemački	N	ADJ;NOM;DEF;MASC;SG
đức	njemacki	đức	njemacki	N	ADJ;NOM;DEF;MASC;SG
đức	njemačka	đức	njemački	N	ADJ;NOM;DEF;FEM;SG
đức	njemačkoj	đức	njemački	N	ADJ;DAT;DEF;FEM;SG
bằng	jednaki	bằng	jednak	ADP	ADJ;NOM;DEF;MASC;PL
bằng	jednako	bằng	jednako	ADP	ADV
nhỏ	malo	nhỏ	malo	ADJ	ADV
nhỏ	juniore	nhỏ	junior	ADJ	N;ACC;MASC;PL
nhỏ	junior	nhỏ	junior	ADJ	N;NOM;MASC;SG
hợp	stati	hợp	stati	ADJ	V;NFIN
hợp	fit	hợp	fit	ADJ	PROPN;NOM;MASC;SG
hợp	unija	hợp	unija	ADJ	N;NOM;FEM;SG
hợp	union	hợp	union	ADJ	ADP
hợp	unije	hợp	unija	ADJ	N;NOM;FEM;SG
hợp	sindikat	hợp	sindikat	ADJ	N;NOM;MASC;SG
hợp	odgovara	hợp	odgovarati	ADJ	V;IND;SG;3;PRS;FIN
hợp	pristaje	hợp	pristajati	ADJ	V;IND;SG;3;PRS;FIN
hợp	uklapa	hợp	uklapa	ADJ	V;IND;SG;3;PRS;FIN
hợp	paše	hợp	pašiti	ADJ	V;IND;SG;3;PRS;FIN
đường	road	đường	road	N	ADP
đường	way	đường	way	N	ADP
thêm	dodavanja	thêm	dodavanje	V	N;NOM;NEUT;PL
thêm	dodavanje	thêm	dodavanje	V	N;NOM;NEUT;SG
thêm	dodaj	thêm	dodaj	V	
thêm	više	thêm	mnogo	V	ADV;CMPR
xem	show	xem	show	V	N;NOM;MASC;SG
xem	gledanje	xem	gledanje	V	N;NOM;NEUT;SG
xem	gledanja	xem	gledanje	V	N;NOM;NEUT;PL
xem	pogled	xem	pogled	V	N;NOM;MASC;SG
xem	prikaz	xem	prikaz	V	N;NOM;MASC;SG
diễn	gluma	diễn	gluma	V	N;NOM;FEM;SG
diễn	glume	diễn	gluma	V	N;NOM;FEM;PL
diễn	glumac	diễn	glumac	V	N;NOM;MASC;SG
diễn	glumca	diễn	glumac	V	N;ANIM;ACC;MASC;SG
máy	machine	máy	machina	N	PROPN;NOM;MASC;SG
hoàng	hoàng	hoàng	hoàng	N	
hoàng	huang	hoàng	huang	N	ADP
hoàng	prince	hoàng	princ	N	ADP
chức	održan	chức	održati	N	ADJ;NOM;MASC;SG;V.PTCP;PASS
chức	održana	chức	održati	N	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
chức	držao	chức	držati	N	V;MASC;SG;PST;V.PTCP;ACT
dương	pozitivni	dương	pozitivan	N	ADJ;NOM;DEF;MASC;PL
dương	pozitivna	dương	pozitivan	N	ADJ;NOM;DEF;FEM;SG
dương	pozitivno	dương	pozitivno	N	ADV
dương	pozitivan	dương	pozitivan	N	ADJ;NOM;INDF;MASC;SG
dương	yang	dương	yang	N	PROPN;NOM;MASC;SG
hay	sijena	hay	sijena	CONJ	N;ACC;MASC;SG
hay	sijeno	hay	sijeno	CONJ	N;NOM;NEUT;SG
hay	dobro	hay	dobro	CONJ	ADV
hay	dobar	hay	dobar	CONJ	ADJ;NOM;INDF;MASC;SG
sống	uživo	sống	uživo	V	ADV
sống	live	sống	live	V	N;NOM;MASC;SG
sống	živ	sống	živ	V	ADJ;NOM;INDF;MASC;SG
thường	obično	thường	obično		ADV
thường	redovito	thường	redovito		ADV
thường	redovna	thường	redovan		ADJ;NOM;DEF;FEM;SG
thường	redovno	thường	redovno		ADV
thường	normalno	thường	normalno		ADV
thường	normalan	thường	normalan		ADJ;NOM;INDF;MASC;SG
thường	normalna	thường	normalan		ADJ;NOM;DEF;FEM;SG
thường	normalni	thường	normalan		ADJ;NOM;DEF;MASC;SG
ban	odjelima	ban	odjelo		N;DAT;MASC;PL
ban	band	ban	band		N;NOM;MASC;SG
ban	sastav	ban	sastav		N;NOM;MASC;SG
ban	bend	ban	bend		N;NOM;MASC;SG
ban	zabrani	ban	zabrana		N;DAT;FEM;SG
ban	ban	ban	ban		N;NOM;MASC;SG
ban	zabrana	ban	zabrana		N;NOM;FEM;SG
cộng	plus	cộng	plus		N;NOM;MASC;SG
nhận	tvrdnja	nhận	tvrdnja	V	N;NOM;FEM;SG
nhận	get	nhận	get	V	ADP
nhận	primanje	nhận	primanje	V	N;NOM;NEUT;SG
qua	prošlosti	qua	prošlost	V	N;GEN;FEM;SG
qua	prošlost	qua	prošlost	V	N;NOM;FEM;SG
qua	preko	qua	preko	V	ADP;GEN
qua	via	qua	via	V	PROPN;NOM;MASC;SG
qua	putem	qua	put	V	N;INS;MASC;SG
qua	kroz	qua	kroz	V	ADP;ACC
ảnh	foto	ảnh	foto	N	
thái	tai	thái	tai	N	ADP
hòa	fred	hòa	fred	N	PROPN;NOM;MASC;SG
tổng	ukupno	tổng	ukupno	N	ADV
minh	pametna	minh	pametan	N	ADJ;NOM;DEF;FEM;SG
minh	pametni	minh	pametan	N	ADJ;NOM;DEF;MASC;PL
minh	pametan	minh	pametan	N	ADJ;NOM;INDF;MASC;SG
minh	pametno	minh	pametan	N	ADV
minh	ming	minh	ming	N	PROPN;NOM;MASC;SG
tác	izvorno	tác	izvorno	N	ADV
tác	originalno	tác	originalan	N	ADV
tác	izvorna	tác	izvoran	N	ADJ;NOM;DEF;FEM;SG
tác	izvorni	tác	izvoran	N	ADJ;NOM;DEF;MASC;SG
gồm	uključujući	gồm	uključivati	V	ADV;RL
gồm	uključeno	gồm	uključiti	V	ADJ;NOM;NEUT;SG;V.PTCP;PASS
gồm	uključen	gồm	uključiti	V	ADJ;NOM;MASC;SG;V.PTCP
kinh	peking	kinh	peking	V	N;NOM;MASC;SG
kinh	pekingu	kinh	peking	V	N;DAT;MASC;SG
kinh	peking	kinh	peking	V	N;NOM;MASC;SG
kinh	pekingu	kinh	peking	V	N;DAT;MASC;SG
biển	beach	biển	beach	N	ADP
cứng	teško	cứng	teško	ADJ	ADV
tiếp	sljedeća	tiếp	sljedeći	V	ADJ;NOM;DEF;FEM;SG
hàng	veslaj	hàng	veslaj	N	
rằng	to	rằng	taj	CONJ	DET;NOM;NEUT;SG
đánh	beat	đánh	beat	V	ADP
đánh	udri	đánh	udra	V	INTJ
đánh	hit	đánh	hit	V	N;NOM;MASC;SG
nhạc	muzika	nhạc	muzika	V	N;NOM;FEM;SG
nhạc	glazba	nhạc	glazba	V	N;NOM;FEM;SG
nhạc	glazbeni	nhạc	glazben	V	ADJ;NOM;DEF;MASC;SG
nhạc	mjuzikl	nhạc	mjuzikl	V	N;NOM;MASC;SG
hóa	kemikalija	hóa	kemikalija		N;NOM;FEM;SG
hóa	kemijski	hóa	kemijski		ADV
hóa	kemikalije	hóa	kemikalija		N;NOM;FEM;PL
hóa	kemijska	hóa	kemijski		ADJ;NOM;DEF;FEM;SG
hóa	kemija	hóa	kemija		N;NOM;FEM;SG
gọi	poziv	gọi	poziv	V	N;INAN;ACC;MASC;SG
gọi	pozivom	gọi	poziv	V	N;INS;MASC;SG
gọi	pozivanje	gọi	pozivanje	V	N;NOM;NEUT;SG
nguyên	yuan	nguyên	yuan	N	PROPN;NOM;MASC;SG
nguyên	nguyên	nguyên	nguyên	N	PROPN;NOM;MASC;SG
tạo	kreiranje	tạo	kreiranje	V	N;NOM;NEUT;SG
tạo	stvaranje	tạo	stvaranje	V	N;NOM;NEUT;SG
tạo	stvoreni	tạo	stvoriti	V	ADJ;NOM;DEF;MASC;PL;V.PTCP
tạo	stvoreno	tạo	stvoriti	V	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
tạo	stvorena	tạo	stvoriti	V	ADJ;NOM;DEF;FEM;SG;V.PTCP
tạo	stvoren	tạo	stvoriti	V	ADJ;NOM;MASC;SG;V.PTCP
tạo	kreiranje	tạo	kreiranje	V	N;NOM;NEUT;SG
tạo	kreacija	tạo	kreacija	V	N;NOM;FEM;SG
tạo	stvaranje	tạo	stvaranje	V	N;NOM;NEUT;SG
tạo	ekipa	tạo	ekipa	V	N;NOM;FEM;SG
tạo	momčad	tạo	momčad	V	N;NOM;FEM;SG
tạo	reprezentacija	tạo	reprezentacija	V	N;NOM;FEM;SG
tạo	tim	tạo	taj	V	DET;INS;NEUT;SG
đặc	čvrsta	đặc	čvrst	N	ADJ;NOM;DEF;FEM;SG
đặc	solidan	đặc	solidan	N	ADJ;NOM;INDF;MASC;SG
đặc	čvrsto	đặc	čvrsto	N	ADV
phương	fang	phương	fang	N	ADP
mới	novo	mới	nov		ADJ;NOM;NEUT;SG
mới	nova	mới	nov		ADJ;NOM;DEF;FEM;SG
mới	novi	mới	nov		ADJ;NOM;DEF;MASC;SG
đạo	moralno	đạo	moralno	N	ADV
bắt	ulov	bắt	ulov	V	N;NOM;MASC;SG
bắt	hvatanje	bắt	hvatanje	V	N;NOM;NEUT;SG
bắt	uzeto	bắt	uzeto	V	ADJ;NOM;DEF;NEUT;SG;V.PTCP
bắt	hvatanje	bắt	hvatanje	V	N;NOM;NEUT;SG
bắt	uzmi	bắt	uzmi	V	INTJ
tinh	jing	tinh	jing	N	PROPN;NOM;MASC;SG
rất	vrlo	rất	vrlo		ADV
thức	recept	thức	recept	V	N;NOM;MASC;SG
luận	logički	luận	logički	N	ADV
hải	hai	hải	hai	N	ADP
khoảng	prostorima	khoảng	prostor	ADJ	N;DAT;MASC;PL
khoảng	prostore	khoảng	prostor	ADJ	N;ACC;MASC;PL
khoảng	oko	khoảng	oko	ADJ	ADV
khoảng	cca	khoảng	cca	ADJ	N;NOM;MASC;SG
lần	puta	lần	put	N	ADV
vương	crown	vương	crown	N	ADP
vương	bogata	vương	bogat	N	ADJ;NOM;DEF;FEM;SG
vương	rich	vương	rich	N	ADP
vương	bogat	vương	bogat	N	ADJ;NOM;INDF;MASC;SG
vương	bogati	vương	bogat	N	ADJ;NOM;DEF;MASC;SG
toàn	cijeli	toàn	cijel	N	ADJ;NOM;DEF;MASC;SG
toàn	cijela	toàn	cijel	N	ADJ;NOM;DEF;FEM;SG
toàn	cijele	toàn	cio	N	ADJ;NOM;DEF;FEM;PL
nhật	japanci	nhật	japanac		N;NOM;MASC;PL
nhật	japanski	nhật	japanski		ADJ;NOM;DEF;MASC;SG
nhật	japanac	nhật	japanac		N;NOM;MASC;SG
nhật	japanska	nhật	japanski		ADJ;NOM;DEF;FEM;SG
nhật	japansko	nhật	japanski		ADJ;NOM;NEUT;SG
viết	napiši	viết	napisiti	V	INTJ
viết	pisač	viết	pisač	V	N;NOM;MASC;SG
viết	pisanje	viết	pisanje	V	N;NOM;NEUT;SG
lan	ian	lan	ian	N	PROPN;NOM;MASC;SG
lan	ian	lan	ian	N	PROPN;NOM;MASC;SG
bảo	pitaj	bảo	pitaj	V	INTJ
bảo	said	bảo	said	V	ADP
bảo	bao	bảo	bao	V	PROPN;NOM;MASC;SG
đơn	single	đơn	single	N	ADP
điện	električna	điện	električan	N	ADJ;NOM;DEF;FEM;SG
điện	električni	điện	električan	N	ADJ;NOM;DEF;MASC;SG
thấy	viđeno	thấy	vidjeti	V	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
thấy	viđen	thấy	vidjeti	V	ADJ;NOM;MASC;SG;V.PTCP;PASS
bao	bao	bao	bao		PROPN;NOM;MASC;SG
bao	nikada	bao	nikada		ADV
bao	nikad	bao	nikad		ADV
bao	vreću	bao	vreća		N;ACC;FEM;SG
bao	kako	bao	kako		CONJ
truyền	prebacivanje	truyền	prebacivanje	V	N;NOM;NEUT;SG
truyền	transfer	truyền	transfer	V	N;NOM;MASC;SG
truyền	premještaj	truyền	premještaj	V	N;NOM;MASC;SG
truyền	prijenos	truyền	prijenos	V	N;NOM;MASC;SG
truyền	inf	truyền	inf	V	
truyền	transfera	truyền	transfer	V	N;GEN;MASC;SG
nghiệp	karijeri	nghiệp	karijera	ADJ	N;DAT;FEM;SG
nghiệp	karijeru	nghiệp	karijera	ADJ	N;ACC;FEM;SG
nghiệp	karijera	nghiệp	karijera	ADJ	N;NOM;FEM;SG
fontsize	fontsize	fontsize	fontsiza		N;NOM;MASC;SG
nội	unutarnje	nội	unutarnji	N	ADJ;NOM;DEF;FEM;PL
nội	interna	nội	interan	N	ADJ;NOM;DEF;FEM;SG
nội	unutrašnja	nội	unutrašnji	N	ADJ;NOM;DEF;FEM;SG
nội	unutarnja	nội	unutarnji	N	ADJ;NOM;DEF;FEM;SG
nội	unutarnji	nội	unutarnji	N	ADJ;NOM;DEF;MASC;SG
