til	pentru	til	pentru	ADV	ADP;ACC
mellem	intre	mellem	intra	ADP	V;SBJV;3;PRS;FIN
flere	multiplu	mange	multiplu	ADJ;CMPR;PL	
flere	multiplă	mange	multiplu	ADJ;CMPR;PL	ADJ;INDF;FEM;SG
flere	multiple	mange	multiplu	ADJ;CMPR;PL	ADJ;INDF;FEM;PL
flere	mai	mange	mai	ADJ;CMPR;PL	ADV
alle	toti	al	toti	ADJ;PL	
alle	toți	al	tot	ADJ;PL	PRO;MASC;PL;3
alle	toate	al	tot	ADJ;PL	PRO;FEM;PL;3
alle	tot	al	tot	ADJ;PL	PRO;MASC;SG;3
danmark	danemarca	danmark	danemarca		PROPN
mange	multi	mange	mult	ADJ;PL	
mange	mulți	mange	mult	ADJ;PL	PRO;MASC;PL;3
mange	multe	mange	mult	ADJ;PL	PRO;FEM;PL;3
team	echipa	team	echipă	N;INDF;NEUT;SG	N;DEF;FEM;SG
kunne	putea	kunne	putea	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
danske	daneză	dansk	daneză	ADJ;PL	ADJ;INDF;FEM;SG
danske	danez	dansk	danez	ADJ;PL	ADJ;INDF;MASC;SG
danske	danske	dansk	danske	ADJ;PL	PROPN
tidligere	anterior	tidligere	anterior	ADV;CMPR	ADV
tidligere	anterioare	tidligere	anterior	ADV;CMPR	ADJ;INDF;FEM;PL
tidligere	fosta	tidligere	fost	ADV;CMPR	ADJ;DEF;FEM;SG
tidligere	anterior	tidligere	anterior	ADV;CMPR	ADV
tidligere	precedentă	tidligere	precedent	ADV;CMPR	ADJ;INDF;FEM;SG
tidligere	anterioare	tidligere	anterior	ADV;CMPR	ADJ;INDF;FEM;PL
tidligere	precedent	tidligere	precedent	ADV;CMPR	N;INDF;MASC;SG
siden	paginii	siden	pagină	ADV	N;DEF;FEM;SG
siden	pagina	siden	pagină	ADV	N;DEF;FEM;SG
siden	pagină	siden	pagină	ADV	N;INDF;FEM;SG
skal	scoică	skulle	scoică	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
skal	shell	skulle	shell	V;IND;PRS;FIN;ACT	
skal	cochilie	skulle	cochilie	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
skal	coajă	skulle	coajă	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
have	grădină	have	grădină	V;NFIN;ACT	N;INDF;FEM;SG
have	grădina	have	grădină	V;NFIN;ACT	N;DEF;FEM;SG
have	gradina	have	gradină	V;NFIN;ACT	N;DEF;FEM;SG
have	au	have	avea	V;NFIN;ACT	V;PL;3
store	mare	stor	mare	ADJ;PL	ADJ;INDF;MASC;SG
store	big	stor	big	ADJ;PL	N;INDF;MASC;SG
meget	foarte	meget	foarte	ADJ;INDF;SG	ADV
meget	much	meget	much	ADJ;INDF;SG	
meget	mult	meget	mult	ADJ;INDF;SG	ADV
været	fost	være	fi	V;INDF;SG;PST;V.PTCP	V;MASC;SG;V.PTCP
sammen	împreuna	sammen	împreuna	ADV	
sammen	impreuna	sammen	impreuna	ADV	
end	decat	end	decat	ADP	
end	decât	end	decât	ADP	ADV
samme	același	samme	același	ADJ	DET;MASC;SG;3
vil	will	ville	will	V;IND;PRS;FIN;ACT	PROPN
vil	va	ville	vrea	V;IND;PRS;FIN;ACT	V;SG;3
seed	semințe	seed	sămânță		N;INDF;FEM;PL
seed	sămânță	seed	sămânță		N;INDF;FEM;SG
ham	el	han	el	PRO;ACC;MASC+FEM;SG;3	PRO;MASC;SG;3
omkring	despre	omkring	despre	ADV	ADP;ACC
selv	chiar	selv	chiar	PRO	ADV
københavn	copenhaga	københavn	copenhaga	PROPN	PROPN
kom	vino	komme	vino	V;IND;PST;FIN;ACT	V;IND;SG;2;PRS;FIN
and	duck	and	duck		PROPN
and	rată	and	rată		N;INDF;FEM;SG
and	rață	and	rață		N;INDF;FEM;SG
and	raţă	and	rapă		N;INDF;FEM;SG
tre	tre	tre	tre	NUM	
tre	three	tre	three	NUM	N;INDF;MASC;SG
byen	oraș	by	oraș	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
byen	oras	by	oras	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
byen	oraş	by	oraş	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
byen	city	by	city	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
byen	oras	by	oras	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
byen	oraș	by	oraș	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
byen	oraş	by	oraş	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
disse	aceste	denne	acest	PRO;PL	DET;FEM;PL;3
maj	may	maj	may	N;INDF;MASC+FEM;SG	
andet	altele	anden	altul	PRO;NEUT;SG	PRO;FEM;PL;3
andet	alte	anden	alt	PRO;NEUT;SG	DET;FEM;PL;3
andet	alți	anden	alt	PRO;NEUT;SG	DET;MASC;PL;3
dag	ziua	dag	zi	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
tilbage	inapoi	tilbage	inapoi	ADV	
tilbage	back	tilbage	back	ADV	
tilbage	spate	tilbage	spate	ADV	N;INDF;MASC;SG
kommune	comuna	kommune	comună	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
død	moartea	død	moarte	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
død	moartă	død	mort	N;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
død	dead	død	dead	N;INDF;MASC+FEM;SG	
død	mort	død	mort	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
dem	ei	de	el	PRO;ACC;PL;3	PRO;MASC;PL;3
gang	ora	gang	oră	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
gang	timpul	gang	timp	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
forskellige	diferit	forskellig	diferit	ADJ;PL	ADJ;INDF;MASC;SG
forskellige	diferită	forskellig	diferit	ADJ;PL	ADJ;INDF;FEM;SG
forskellige	diferita	forskellig	diferita	ADJ;PL	ADJ;DEF;FEM;SG
tid	ora	tid	oră	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
tid	timpul	tid	timp	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
nye	nou	ny	nou	ADJ;PL	ADJ;INDF;MASC;SG
nye	noua	ny	nou	ADJ;PL	ADJ;DEF;FEM;SG
nye	noi	ny	eu	ADJ;PL	PRO;PL;1
nye	nouă	ny	nou	ADJ;PL	
både	bărci	både	barcă	ADV	N;INDF;FEM;PL
både	barci	både	barcă	ADV	N;INDF;FEM;PL
både	amandoua	både	amandoi	ADV	
både	amândoi	både	amândoi	ADV	NUM;MASC;PL
både	ambele	både	ambii	ADV	NUM;FEM;PL
både	amândouă	både	amândoi	ADV	NUM;FEM;PL
gennem	via	gennem	via	ADV	
gennem	prin	gennem	prin	ADV	ADP;ACC
stor	mari	stor	mare	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;PL
stor	big	stor	big	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
usa	america	usa	americă	PROPN	N;DEF;FEM;SG
usa	americii	usa	americ	PROPN	PROPN;DEF;FEM;SG
usa	usa	usa	usa	PROPN	N;DEF;FEM;SG
usa	sua	usa	sua	PROPN	N
uden	fara	uden	fară	ADV	
uden	fără	uden	fără	ADV	ADP;ACC
hold	țineți	holde	ține	V;IMP	V;IND;PL;2;PRS;FIN
hold	echipele	holde	echipă	V;IMP	N;DEF;FEM;PL
hold	echipe	holde	echipă	V;IMP	N;INDF;FEM;PL
hold	echipă	holde	echipă	V;IMP	N;INDF;FEM;SG
hold	echipa	holde	echipă	V;IMP	N;DEF;FEM;SG
hold	team	holde	team	V;IMP	N;INDF;MASC;SG
når	cand	når	cand	CONJ	
når	când	når	când	CONJ	ADV
juni	juni	juni	june	N;INDF;MASC+FEM;SG	N;INDF;MASC;PL
juni	june	juni	june	N;INDF;MASC+FEM;SG	
kendt	cunoscute	kendt	cunoscut	ADJ;INDF;SG	ADJ;INDF;FEM;PL
før	inainte	før	inainte	ADV	
sogn	parohia	sogn	parohie	N;INDF;NEUT;SG	N;DEF;FEM;SG
mest	majoritatea	mest	majoritate	ADV;RL	N;DEF;FEM;SG
april	april	april	april	N;INDF;MASC+FEM;SG	
hele	întreg	hel	întreg	ADJ;DEF;SG	ADJ;INDF;MASC;SG
hele	intreg	hel	intreg	ADJ;DEF;SG	
juli	juli	juli	jule	N;INDF;MASC+FEM;SG	PROPN
kirke	biserica	kirke	biserică	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
række	randuri	række	rand	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
række	rânduri	række	rând	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
række	rândul	række	rând	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
style	stil	style	stil		N;INDF;MASC;SG
style	stilul	style	stil		N;DEF;MASC;SG
navn	numele	navn	nume	N;INDF;NEUT;SG	N;DEF;MASC;SG
navn	name	navn	name	N;INDF;NEUT;SG	
jpg	jpg	jpg	jpg		N
ville	ar	ville	avea	V;IND;PST;FIN;ACT	V;3
først	primii	først	prim	ADV	NUM;DEF;MASC;PL
først	prima	først	prim	ADV	NUM;DEF;FEM;SG
først	primul	først	prim	ADV	NUM;DEF;MASC;SG
mål	tinta	mål	tinta	N;INDF;NEUT;SG	N;DEF;FEM;SG
mål	obiectivele	mål	obiectiv	N;INDF;NEUT;SG	N;DEF;FEM;PL
mål	obiective	mål	obiectiv	N;INDF;NEUT;SG	N;INDF;FEM;PL
mål	obiectivele	mål	obiectiv	N;INDF;NEUT;SG	N;DEF;FEM;PL
mål	goluri	mål	gol	N;INDF;NEUT;SG	N;INDF;FEM;PL
mål	obiective	mål	obiectiv	N;INDF;NEUT;SG	N;INDF;FEM;PL
mål	obiectivul	mål	obiectiv	N;INDF;NEUT;SG	N;DEF;MASC;SG
mål	obiective	mål	obiectiv	N;INDF;NEUT;SG	N;INDF;FEM;PL
mål	scopul	mål	scop	N;INDF;NEUT;SG	N;DEF;MASC;SG
film	filmele	film	filme	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
film	peliculă	film	pelicul	N;INDF;MASC+FEM;PL	N;INDF;FEM;SG
film	film	film	film	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
film	film	film	film	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
sidste	ultimele	sidste	ultim	ADJ	NUM;DEF;FEM;PL
sidste	ultima	sidste	ultim	ADJ	NUM;DEF;FEM;SG
sidste	ultimul	sidste	ultim	ADJ	NUM;DEF;MASC;SG
sidste	last	sidste	last	ADJ	N;INDF;MASC;SG
tyske	german	tysk	german	ADJ;PL	ADJ;INDF;MASC;SG
tyske	germana	tysk	germană	ADJ;PL	N;DEF;FEM;SG
tyske	germană	tysk	germană	ADJ;PL	N;INDF;FEM;SG
gik	plimbat	gå	plimba	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
indtil	până	indtil	până	CONJ	ADP;ACC
fire	four	fire	four	NUM	N;INDF;MASC;SG
vandt	won	vinde	won	V;IND;PST;FIN;ACT	PROPN
vandt	câștigat	vinde	câștiga	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
inden	inainte	inden	inainte	ADV	
mindre	minore	mindre	minor	ADV;CMPR	N;INDF;FEM;PL
mindre	minoră	mindre	minor	ADV;CMPR	ADJ;INDF;FEM;SG
mindre	minora	mindre	minoră	ADV;CMPR	N;DEF;FEM;SG
mindre	minor	mindre	minor	ADV;CMPR	ADJ;INDF;MASC;SG
christian	creștin	christian	creștin		ADJ;INDF;MASC;SG
christian	creștină	christian	creștină		ADJ;INDF;FEM;SG
christian	creştin	christian	creştin		N;INDF;MASC;SG
christian	christian	christian	christian		PROPN
christian	crestin	christian	crestin		N;INDF;MASC;SG
frem	inainte	frem	inainte	ADV	
hjemmeside	website	hjemmeside	websit	N;INDF;MASC+FEM;SG	
cet	cet	cet	cet		
alt	totul	al	tot	ADJ;NEUT;SG	PRO;MASC;SG;3
alt	toti	al	toti	ADJ;NEUT;SG	
alt	toți	al	tot	ADJ;NEUT;SG	PRO;MASC;PL;3
alt	toate	al	tot	ADJ;NEUT;SG	PRO;FEM;PL;3
alt	tot	al	tot	ADJ;NEUT;SG	PRO;MASC;SG;3
side	paginii	side	pagină	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
side	pagina	side	pagină	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
side	lateral	side	lateral	N;INDF;MASC+FEM;SG	ADV
side	side	side	side	N;INDF;MASC+FEM;SG	
medlem	membrul	medlem	membru	N;INDF;NEUT;SG	N;DEF;MASC;SG
spillede	jucate	spille	juca	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;PL
spillede	jucat	spille	juca	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
søn	fiule	søn	fiu	N;INDF;MASC+FEM;SG	
søn	fiul	søn	fiu	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
grund	motivul	grund	motiv	N;INDF;NEUT;SG	N;DEF;MASC;SG
tog	train	tage	train	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
tog	trenul	tage	tren	V;IND;PST;FIN;ACT	N;DEF;MASC;SG
tog	tren	tage	tren	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
tog	trenurile	tage	tren	V;IND;PST;FIN;ACT	N;DEF;FEM;PL
tog	trenuri	tage	tren	V;IND;PST;FIN;ACT	N;INDF;FEM;PL
lille	micii	lille	mic	ADJ;SG	N;DEF;MASC;PL
lille	mici	lille	mic	ADJ;SG	ADJ;INDF;PL
lille	puțin	lille	puțin	ADJ;SG	ADV
lille	lille	lille	lille	ADJ;SG	PROPN
not	nu	not	nu		PART;NEG
hendes	ea	hendes	el	DET;3	PRO;FEM;SG;3
von	von	von	von		PROPN
nord	north	nord	north	N;INDF	PROPN
nord	nordul	nord	nord	N;INDF	N;DEF;MASC;SG
kort	harta	kort	hartă	ADJ;INDF;SG	N;DEF;FEM;SG
kort	hartă	kort	hartă	ADJ;INDF;SG	N;INDF;FEM;SG
kort	scurt	kort	scurt	ADJ;INDF;SG	ADV
kort	scurta	kort	scurta	ADJ;INDF;SG	ADJ;DEF;FEM;SG
kort	short	kort	short	ADJ;INDF;SG	N;INDF;MASC;SG
kort	scurte	kort	scurt	ADJ;INDF;SG	ADJ;INDF;FEM;PL
kort	harti	kort	harti	ADJ;INDF;SG	N;INDF;FEM;PL
kort	hărți	kort	hartă	ADJ;INDF;SG	N;INDF;FEM;PL
kort	cărţi	kort	care	ADJ;INDF;SG	N;INDF;FEM;PL
kort	carti	kort	carti	ADJ;INDF;SG	N;INDF;FEM;PL
kort	cărți	kort	carte	ADJ;INDF;SG	N;INDF;FEM;PL
kort	carduri	kort	card	ADJ;INDF;SG	N;INDF;FEM;PL
kort	cardul	kort	card	ADJ;INDF;SG	N;DEF;MASC;SG
kort	card	kort	card	ADJ;INDF;SG	N;INDF;MASC;SG
artikler	articolele	artikel	articol	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
begyndte	început	begynde	început	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
udgivet	lansat	udgive	lansat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
udgivet	eliberat	udgive	elibera	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
udgivet	eliberată	udgive	elibera	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
udgivet	publicate	udgive	publica	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
udgivet	publicat	udgive	publica	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
udgivet	publicată	udgive	publicat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
helt	erou	helt	erou	ADV	N;INDF;MASC;SG
helt	hero	helt	hero	ADV	N;INDF;MASC;SG
helt	eroul	helt	erou	ADV	N;DEF;MASC;SG
gamle	bătrân	gammel	bătrân	ADJ;PL	ADJ;INDF;MASC;SG
gamle	vechi	gammel	vechi	ADJ;PL	ADJ;INDF;MASC;SG
gamle	old	gammel	old	ADJ;PL	N;INDF;MASC;SG
gamle	veche	gammel	vechi	ADJ;PL	ADJ;INDF;FEM;SG
isbn	isbn	isbn	isbn	N;INDF;MASC+FEM;SG	
gange	timpurile	gang	timp	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
gange	times	gang	times	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
døde	moartă	død	mort	ADJ;PL	ADJ;INDF;FEM;SG
døde	dead	død	dead	ADJ;PL	
døde	mort	død	mort	ADJ;PL	ADJ;INDF;MASC;SG
døde	murit	død	muri	ADJ;PL	V;MASC;SG;V.PTCP
amerikanske	american	amerikansk	american	ADJ;PL	ADJ;INDF;MASC;SG
amerikanske	americană	amerikansk	american	ADJ;PL	ADJ;INDF;FEM;SG
amerikanske	americancă	amerikansk	americanc	ADJ;PL	ADJ;INDF;FEM;SG
tysk	germana	tysk	germană	ADJ;INDF;SG	N;DEF;FEM;SG
tysk	germană	tysk	germană	ADJ;INDF;SG	N;INDF;FEM;SG
meter	metru	meter	metru	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
meter	contor	meter	contor	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
meter	metru	meter	metru	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
gruppe	grupa	gruppe	grupă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
gruppe	grupul	gruppe	grup	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
stedet	loc	sted	loc	N;DEF;NEUT;SG	N;INDF;MASC;SG
tyskland	germania	tyskland	germania	PROPN	PROPN
lige	drepte	lige	drept	ADV	ADJ;INDF;FEM;PL
lige	drept	lige	drept	ADV	
lige	egali	lige	egal	ADV	ADJ;INDF;MASC;PL
lige	egal	lige	egal	ADV	ADJ;INDF;MASC;SG
lige	egală	lige	egal	ADV	ADJ;INDF;FEM;SG
lige	egale	lige	egal	ADV	ADJ;INDF;FEM;PL
lige	egala	lige	egală	ADV	ADJ;DEF;FEM;SG
spillet	joc	spille	joc	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
spillet	jocul	spille	joc	V;INDF;SG;PST;V.PTCP	N;DEF;MASC;SG
spillet	jucate	spille	juca	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
spillet	jucat	spille	juca	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
forbindelse	conexiunea	forbindelse	conexiune	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
peter	petru	peter	petru		
peter	peter	peter	peter		PROPN
ingen	niciuna	ingen	nici_unul	PRO;MASC+FEM;SG	
ingen	nimeni	ingen	nimeni	PRO;MASC+FEM;SG	PRO;SG;3
historie	povestea	historie	poveste	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
historie	istoricul	historie	istoric	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
historie	istoric	historie	istoric	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
historie	istoria	historie	istorie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
engelsk	engleza	engelsk	engleza	ADJ;INDF;SG	N;DEF;FEM;SG
engelsk	engleză	engelsk	englez	ADJ;INDF;SG	N;INDF;FEM;SG
engelsk	romanian	engelsk	romanian	ADJ;INDF;SG	N;INDF;MASC;SG
århundrede	secolele	århundrede	secol	N;INDF;NEUT;SG	N;DEF;FEM;PL
århundrede	secole	århundrede	secol	N;INDF;NEUT;SG	N;INDF;FEM;PL
århundrede	secolul	århundrede	secol	N;INDF;NEUT;SG	N;DEF;MASC;SG
århundrede	century	århundrede	century	N;INDF;NEUT;SG	PROPN
stadig	inca	stadig	inca	ADV	
stadig	tot	stadig	tot	ADV	PRO;MASC;SG;3
john	john	john	john	PROPN	PROPN
john	ioan	john	ioan	PROPN	PROPN
sted	locul	sted	loc	N;INDF;NEUT;SG	N;DEF;MASC;SG
sted	locația	sted	locație	N;INDF;NEUT;SG	N;DEF;FEM;SG
sted	locaţia	sted	locahie	N;INDF;NEUT;SG	N;DEF;FEM;SG
gift	venin	gift	venin	ADJ;INDF;SG	N;INDF;MASC;SG
gift	veninul	gift	venin	ADJ;INDF;SG	N;DEF;MASC;SG
gift	otravă	gift	otravă	ADJ;INDF;SG	N;INDF;FEM;SG
gift	otrava	gift	otravă	ADJ;INDF;SG	N;DEF;FEM;SG
center	centrul	center	centru	N;INDF;NEUT;SG	N;DEF;MASC;SG
center	centrul	center	centru	N;INDF;NEUT;SG	N;DEF;MASC;SG
forhold	relații	forhold	relație	N;INDF;NEUT;SG	N;INDF;FEM;PL
forhold	relațiile	forhold	relație	N;INDF;NEUT;SG	N;DEF;FEM;PL
forhold	relatii	forhold	relatie	N;INDF;NEUT;SG	N;INDF;FEM;PL
forhold	relația	forhold	relație	N;INDF;NEUT;SG	N;DEF;FEM;SG
spiller	player	spille	player	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
spiller	jucator	spille	jucator	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
spiller	jucătorul	spille	jucător	V;IND;PRS;FIN;ACT	N;DEF;MASC;SG
spiller	jucător	spille	jucător	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
spiller	redarea	spille	redare	V;IND;PRS;FIN;ACT	N;DEF;FEM;SG
kampe	lupte	kamp	lupta	N;INDF;MASC+FEM;PL	
kampe	lupta	kamp	luptă	N;INDF;MASC+FEM;PL	N;DEF;FEM;SG
kampe	jocurile	kamp	joc	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
kampe	bătăliile	kamp	bătalie	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
går	mersul	gå	mers	V;IND;PRS;FIN;ACT	N;DEF;MASC;SG
går	plimbări	gå	plimbare	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
går	plimbările	gå	plimbare	V;IND;PRS;FIN;ACT	N;DEF;FEM;PL
syd	sudul	syd	sud	N;INDF	N;DEF;MASC;SG
syd	syd	syd	syd	N;INDF	PROPN
skrevet	scrisa	skrive	scrisa	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
skrevet	scris	skrive	scris	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
skrevet	scrisă	skrive	scris	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
består	constă	bestå	consta	V;IND;PRS;FIN;ACT	V;IND;SG;3;PST;FIN
sverige	suedia	sverig	suedia	ADJ;PL	PROPN
frederik	frederik	frederik	frederik	N;INDF;MASC+FEM;SG	PROPN
frankrig	franţa	frankrig	frangă		PROPN
frankrig	franța	frankrig	franța		PROPN
frankrig	franta	frankrig	frantă		PROPN
frankrig	france	frankrig	francă		N;INDF;MASC;SG
ned	ned	ned	nede	ADV	PROPN
form	forma	form	formă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
form	forma	form	formă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
form	formularul	form	formular	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
godt	buna	godt	bun	ADV	ADJ;DEF;FEM;SG
godt	bun	godt	bun	ADV	ADJ;INDF;MASC;SG
arbejde	munca	arbejde	muncă	N;INDF;NEUT;SG	N;DEF;FEM;SG
arbejde	muncind	arbejde	munci	N;INDF;NEUT;SG	V;V.MSDR
arbejde	lucrând	arbejde	lucra	N;INDF;NEUT;SG	V;V.MSDR
land	tara	land	tară	N;INDF;NEUT;SG	N;DEF;FEM;SG
land	țara	land	țară	N;INDF;NEUT;SG	N;DEF;FEM;SG
land	ţara	land	gară	N;INDF;NEUT;SG	N;DEF;FEM;SG
land	terenuri	land	teren	N;INDF;NEUT;SG	N;INDF;FEM;PL
begge	amandoua	begge	amandoi	PRO;PL	
begge	amândoi	begge	amândoi	PRO;PL	NUM;MASC;PL
begge	ambele	begge	ambii	PRO;PL	NUM;FEM;PL
begge	amândouă	begge	amândoi	PRO;PL	NUM;FEM;PL
norge	norvegia	norge	norvegie	PROPN	N;DEF;FEM;SG
europa	europe	europa	europă	PROPN	
europa	europei	europa	europă	PROPN	PROPN;DEF;FEM;SG
europa	europa	europa	europa	PROPN	PROPN
europa	europă	europa	europă	PROPN	N;INDF;FEM;SG
europa	europa	europa	europa	PROPN	PROPN
england	anglia	england	anglie	PROPN	PROPN
england	england	england	england	PROPN	PROPN
player	player	play	player	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
player	jucator	play	jucator	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
player	jucătorul	play	jucător	N;INDF;MASC+FEM;PL	N;DEF;MASC;SG
