die	os	die	o	DET;DEF	PRO;ACC;MASC;PL;3
baie	muito	baie	muito	DET	ADV
baie	muitos	baie	muito	DET	PRO;MASC;PL
baie	muitas	baie	muito	DET	PRO;FEM;PL
begin	início	begin	início	V;PRS	N;MASC;SG
hul	suas	hul	seu	PRO;PL;3	DET;FEM;PL
waar	aonde	waar	aonde	PRO	ADV
waar	onde	waar	onde	PRO	ADV
waar	true	waar	true	PRO	N;MASC;SG
waar	verdadeiro	waar	verdadeiro	PRO	ADJ;MASC;SG
waar	verdade	waar	verdade	PRO	N;FEM;SG
waar	verdadeira	waar	verdadeiro	PRO	ADJ;FEM;SG
dié	esta	dié	este	DET	PRO;FEM;SG
dié	isso	dié	isso	DET	PRO;MASC;SG
dié	isto	dié	isto	DET	PRO;MASC;SG
dié	essa	dié	esse	DET	PRO;FEM;SG
eeu	século	eeu	século		N;MASC;SG
eeu	century	eeu	century		N;MASC;SG
haar	dela	haar	dela	PRO;ACC;SG;3	N;MASC;SG
haar	ela	haar	ela	PRO;ACC;SG;3	PRO;NOM;FEM;SG;3
haar	her	haar	her	PRO;ACC;SG;3	N;MASC;SG
eksterne	externas	ekstern	externo	V;PRS	N;FEM;PL
eksterne	externo	ekstern	externo	V;PRS	ADJ;MASC;SG
eksterne	externos	ekstern	externo	V;PRS	ADJ;MASC;PL
eksterne	externa	ekstern	externo	V;PRS	N;FEM;SG
nuwe	novidade	nuut	novidade	ADJ;NOM	N;FEM;SG
leë	vazios	leë	vazio		ADJ;MASC;PL
leë	vazio	leë	vazio		ADJ;MASC;SG
leë	vazia	leë	vazer		ADJ;FEM;SG
leë	esvaziar	leë	esvaziar		V;NFIN
leë	vazias	leë	vazio		N;FEM;PL
voor	front	voor	front	ADP	N;MASC;SG
voor	fachada	voor	fachada	ADP	N;FEM;SG
voor	frente	voor	frente	ADP	ADV
voor	antes	voor	antes	ADP	ADV
land	pais	land	pai	N;SG	N;MASC;PL
nog	nogai	nog	nogair	ADV	N;MASC;SG
nog	more	nog	more	ADV	N;MASC;SG
sou	iria	sal	ir	V;PST;FIN	V;COND;SG;3;FIN
sou	faria	sal	fazer	V;PST;FIN	V;COND;SG;3;FIN
deel	partilha	deel	partilha	V;PRS	N;FEM;SG
deel	compartilhamento	deel	compartilhamento	V;PRS	N;MASC;SG
deel	part	deel	part	V;PRS	N;MASC;SG
deel	parte	deel	parte	V;PRS	N;FEM;SG
drie	three	drie	three	NUM	N;MASC;SG
grootste	greatest	groot	greatest		N;MASC;SG
pous	papa	pous	papa		N;MASC;SG
sal	will	sal	will	V;PRS	N;MASC;SG
sal	vontade	sal	vontade	V;PRS	N;FEM;SG
kon	podia	kan	poder	V;PST;FIN	V;IND;SG;3;IPFV;FIN
kon	poderia	kan	poder	V;PST;FIN	V;COND;SG;3;FIN
kon	podiam	kan	poder	V;PST;FIN	V;IND;PL;3;IPFV;FIN
ons	nossa	ons	nosso	PRO;PL;1	DET;FEM;SG
ons	nossas	ons	nosso	PRO;PL;1	DET;FEM;PL
ons	nossos	ons	nosso	PRO;PL;1	DET;MASC;PL
ons	nosso	ons	nosso	PRO;PL;1	DET;MASC;SG
mense	povo	mens	povo	N;PL	N;MASC;SG
mense	gente	mens	gente	N;PL	N;FEM;SG
nasionale	national	nasionaal	national	ADJ;NOM	N;MASC;SG
nasionale	nacionais	nasionaal	nacional	ADJ;NOM	N;MASC;PL
maak	make	maak	make	V;PRS	N;FEM;SG
noord	norte	noord	norte		N;MASC;SG
noord	north	noord	north		N;MASC;SG
jpg	jpg	jpg	jpg		N;MASC;SG
gebied	territórios	bied	território	V;PST;V.PTCP	N;MASC;PL
gebied	território	bied	território	V;PST;V.PTCP	N;MASC;SG
gebied	area	bied	area	V;PST;V.PTCP	N;FEM;SG
gebied	área	bied	área	V;PST;V.PTCP	N;FEM;SG
vanaf	do	vanaf	do	ADP	N;MASC;SG
vanaf	da	vanaf	da	ADP	INTJ
laat	tarde	laat	tarde	V;PRS	ADV
laat	atrasada	laat	atrasar	V;PRS	V;FEM;SG;V.PTCP
laat	tardia	laat	tardio	V;PRS	N;FEM;SG
laat	atrasados	laat	atrasar	V;PRS	V;MASC;PL;V.PTCP
laat	atrasado	laat	atrasar	V;PRS	V;MASC;SG;V.PTCP
saam	juntos	saam	junto	ADV	N;MASC;PL
saam	juntas	saam	juntas	ADV	N;FEM;PL
style	styles	styal	style		N;MASC;SG
style	estilos	styal	estilo		N;MASC;PL
terwyl	enquanto	terwyl	enquanto	CONJ	ADV
moet	mosto	moet	mosto	V;PRS	N;MASC;SG
moet	deve	moet	dever	V;PRS	V;IND;SG;3;PRS;FIN
moet	must	moet	must	V;PRS	N;MASC;SG
weer	novamente	weer	novamente		ADV
weer	clima	weer	clima		N;MASC;SG
weer	tempo	weer	tempo		N;MASC;SG
weer	meteorologia	weer	meteorologia		N;FEM;SG
werk	trabalhos	werk	trabalho	V;PRS	N;MASC;PL
werk	trabalho	werk	trabalho	V;PRS	N;MASC;SG
werk	emprego	werk	emprego	V;PRS	N;MASC;SG
werk	job	werk	job	V;PRS	N;MASC;SG
werk	trabalho	werk	trabalho	V;PRS	N;MASC;SG
werk	jó	werk	jó	V;PRS	N;MASC;SG
werk	werk	werk	werk	V;PRS	N;MASC;SG
klein	small	klein	small		N;MASC;SG
klein	pequenos	klein	pequeno		ADJ;MASC;PL
klein	pequeno	klein	pequeno		ADJ;MASC;SG
klein	pequena	klein	pequeno		ADJ;FEM;SG
klein	pequenas	klein	pequeno		ADJ;FEM;PL
klein	menores	klein	pequeno		N;MASC;PL
klein	menor	klein	pequeno		ADJ;MASC;SG
klein	minor	klein	minor		N;MASC;SG
klein	tiny	klein	tiny		N;MASC;SG
klein	minúsculo	klein	minúsculo		N;MASC;SG
oos	oriente	oos	oriente		N;MASC;SG
oos	leste	oos	leste		N;MASC;SG
oos	east	oos	east		N;MASC;SG
verskeie	vários	verskeie	vários	ADJ;NOM	PRO;MASC;PL
verskeie	várias	verskeie	várias	ADJ;NOM	PRO;FEM;PL
verskeie	vários	verskeie	vários	ADJ;NOM	PRO;MASC;PL
verenigde	unidas	verenig	unida	ADJ;NOM	N;FEM;PL
verenigde	unida	verenig	unida	ADJ;NOM	V;FEM;SG;V.PTCP
verenigde	united	verenig	united	ADJ;NOM	N;MASC;SG
verenigde	unidos	verenig	unido	ADJ;NOM	N;MASC;PL
mei	may	mei	may		N;MASC;SG
mei	maio	mei	maio		N;MASC;SG
mei	pode	mei	poder		V;IND;SG;3;PRS;FIN
wes	west	wes	west		N;MASC;SG
wes	ocidente	wes	ocidente		N;MASC;SG
wes	oeste	wes	oeste		N;MASC;SG
vorm	forma	vorm	forma	V;PRS	N;FEM;SG
vorm	shape	vorm	shape	V;PRS	N;MASC;SG
staan	stand	staan	stand	V;PRS	N;MASC;SG
gereformeerde	reformado	reformeer	reformado	ADJ;NOM	V;MASC;SG;V.PTCP
gereformeerde	reformada	reformeer	reformar	ADJ;NOM	V;FEM;SG;V.PTCP
isbn	isbn	isbn	isbn		N;MASC;SG
gemaak	made	maak	made	V;PST;V.PTCP	N;MASC;SG
gebou	construção	bou	construção	V;PST;V.PTCP	N;FEM;SG
gebou	edifício	bou	edifício	V;PST;V.PTCP	N;MASC;SG
gebou	prédio	bou	prédio	V;PST;V.PTCP	N;MASC;SG
jare	years	jaar	years	N;PL	N;MASC;SG
januarie	janeiro	januarie	janeiro		N;MASC;SG
januarie	manuais	januarie	manual		N;MASC;PL
januarie	manual	januarie	manual		N;MASC;SG
junie	jun	junie	jun		N;MASC;SG
junie	june	junie	june		N;FEM;SG
junie	junho	junie	junho		N;MASC;SG
amerikaanse	americano	amerikaans	americano	ADJ;NOM	N;MASC;SG
amerikaanse	americanos	amerikaans	americano	ADJ;NOM	N;MASC;PL
amerikaanse	american	amerikaans	american	ADJ;NOM	N;MASC;SG
amerikaanse	americana	amerikaans	americana	ADJ;NOM	N;FEM;SG
nadat	após	nadat	após	CONJ	ADP
nadat	after	nadat	after	CONJ	N;MASC;SG
nadat	depois	nadat	depois	CONJ	ADV
april	april	april	april		N;FEM;SG
april	abril	april	abril		N;MASC;SG
lank	tall	lank	tall	ADV	N;MASC;SG
lank	altos	lank	alto	ADV	N;MASC;PL
lank	altas	lank	alto	ADV	ADJ;FEM;PL
lank	alta	lank	alta	ADV	N;FEM;SG
lank	longa	lank	longo	ADV	ADJ;FEM;SG
lank	longos	lank	longo	ADV	ADJ;MASC;PL
lank	comprido	lank	comprido	ADV	N;MASC;SG
lank	long	lank	long	ADV	N;MASC;SG
oktober	outubro	oktober	outubro		N;MASC;SG
julie	julho	julie	julho		N;MASC;SG
sedert	since	sedert	since	ADP	N;MASC;SG
sedert	lançado	sedert	lançar	ADP	V;MASC;SG;V.PTCP
sedert	lançou	sedert	lançar	ADP	V;IND;SG;3;PST;FIN
sedert	lançada	sedert	lançar	ADP	V;FEM;SG;V.PTCP
reeds	ja	reeds	ja	ADV	INTJ
kaapstad	barcelona	kaapstad	barcelona		N;FEM;SG
september	setembro	september	setembro		N;MASC;SG
engels	ingles	engels	ingle		N;MASC;SG
engels	inglês	engels	inglês		N;MASC;SG
party	partido	party	partido	V;PRS	N;MASC;SG
party	party	party	party	V;PRS	N;MASC;SG
party	festa	party	festa	V;PRS	N;FEM;SG
desember	dezembro	desember	dezembro		N;MASC;SG
maart	march	maart	march		N;MASC;SG
maart	marchar	maart	marchar		V;NFIN
maart	marcha	maart	marcha		N;FEM;SG
maart	março	maart	março		N;MASC;SG
alle	todas	al	todo	DET	DET;FEM;PL
alle	tudo	al	tudo	DET	PRO;MASC;SG
alle	todos	al	todo	DET	PRO;MASC;PL
augustus	augusto	augustus	augusto		N;MASC;SG
augustus	august	augustus	august		N;MASC;SG
augustus	agosto	augustus	agosto		N;MASC;SG
gevolg	seguido	gevolg	seguir	N;SG	V;MASC;SG;V.PTCP
gevolg	seguiu	gevolg	seguir	N;SG	V;IND;SG;3;PST;FIN
gevolg	seguidos	gevolg	seguir	N;SG	V;MASC;PL;V.PTCP
gevolg	seguiram	gevolg	seguir	N;SG	V;IND;PL;3;FIN
februarie	fevereiro	februarie	fevereiro		N;MASC;SG
gaan	indo	gaan	ir		V;V.MSDR
meeste	most	baie	most		N;MASC;SG
gebore	born	gebore	born	V;PRS	N;MASC;SG
gebore	nasceu	gebore	nascer	V;PRS	V;IND;SG;3;PST;FIN
provinsie	estaduais	provinsie	estadual	N;SG	N;MASC;PL
provinsie	estadual	provinsie	estadual	N;SG	ADJ;MASC;SG
vier	four	vier	four	V;PRS	N;MASC;SG
vier	quatro	vier	quatro	V;PRS	NUM
november	novembro	november	novembro		N;MASC;SG
franse	french	frans	french	ADJ;NOM	N;MASC;SG
franse	franceses	frans	francês	ADJ;NOM	N;MASC;PL
franse	francês	frans	francês	ADJ;NOM	N;MASC;SG
dood	morto	dood	morrer	N;SG	V;MASC;SG;V.PTCP
dood	mortos	dood	morto	N;SG	N;MASC;PL
amptelike	funcionário	amptelik	funcionário	ADJ;NOM	N;MASC;SG
amptelike	official	amptelik	official	ADJ;NOM	N;MASC;SG
amptelike	oficiais	amptelik	oficial	ADJ;NOM	N;MASC;PL
koning	king	koning	king		N;MASC;SG
koning	rei	koning	rei		N;MASC;SG
der	der	der	dar		V;SBJV;SG;3;FUT;FIN
moes	tive	moet	ter	V;PST;FIN	V;IND;SG;1;PST;FIN
moes	tinha	moet	ter	V;PST;FIN	V;IND;SG;3;IPFV;FIN
moes	teve	moet	ter	V;PST;FIN	V;IND;SG;3;PST;FIN
dieselfde	mesmo	dieselfde	mesmo	ADJ;NOM	ADV
volgende	seguinte	volg	seguinte	N;SG	ADJ;MASC;SG
volgende	próximo	volg	próximo	N;SG	ADV
volgende	próxima	volg	próximo	N;SG	ADJ;FEM;SG
geleë	localizada	geleë	localizar		V;FEM;SG;V.PTCP
geleë	localizado	geleë	localizar		V;MASC;SG;V.PTCP
geleë	localizados	geleë	localizar		V;MASC;PL;V.PTCP
miljoen	milhões	miljoen	milhão	NUM	N;MASC;PL
miljoen	milhão	miljoen	milhão	NUM	N;MASC;SG
aantal	quantidades	aantal	quantidade	N;SG	N;FEM;PL
plaaslike	locais	plaaslik	local	ADJ;NOM	N;MASC;PL
plaaslike	local	plaaslik	local	ADJ;NOM	N;MASC;SG
regs	certo	regs	certo	ADP	ADJ;MASC;SG
regs	direito	regs	direito	ADP	N;MASC;SG
regs	direita	regs	direita	ADP	N;FEM;SG
internasionale	international	internasionaal	international	ADJ;NOM	N;MASC;SG
eie	personalizar	eie	personalizar	ADJ;NOM	V;NFIN
eie	própria	eie	próprio	ADJ;NOM	DET;FEM;SG
eie	own	eie	own	ADJ;NOM	PROPN;MASC;SG
eers	primeira	eers	primeiro		ADJ;FEM;SG
eers	primeiros	eers	primeiro		ADJ;MASC;PL
eers	primeiramente	eers	primeiramente		ADV
eers	primeiro	eers	primeiro		ADV
pretoria	pretória	pretoria	pretórir		N;FEM;SG
groep	agrupar	groep	agrupar	N;SG	V;NFIN
stel	conjunto	stel	conjunto	V;PRS	N;MASC;SG
stel	set	stel	set	V;PRS	N;MASC;SG
sluit	perto	sluit	perto	V;PRS	ADV
sluit	close	sluit	close	V;PRS	N;MASC;SG
frankryk	franca	frankryk	franca		N;FEM;SG
frankryk	frança	frankryk	frança		N;FEM;SG
naby	perto	naby	perto	ADP	ADV
naby	próximo	naby	próximo	ADP	ADV
naby	imediações	naby	imediação	ADP	N;FEM;PL
hoofstad	capitais	hoofstad	capital	N;SG	N;MASC;PL
water	águas	water	água	N;SG	N;FEM;PL
einde	concluir	einde	concluir	N;SG	V;NFIN
einde	finalizar	einde	finalizar	N;SG	V;NFIN
einde	terminar	einde	terminar	N;SG	V;NFIN
einde	termine	einde	terminar	N;SG	V;SBJV;SG;3;PRS;FIN
einde	terminar	einde	terminar	N;SG	V;NFIN
elke	cada	elk	cada	PRO	DET;FEM;SG
kaap	cape	kaap	cape		N;MASC;SG
kaap	cabo	kaap	cabo		N;MASC;SG
kaap	capa	kaap	capa		N;FEM;SG
wanneer	quando	wanneer	quando	PRO	ADV
wanneer	when	wanneer	when	PRO	N;MASC;SG
oorlog	guerras	oorlog	guerra	N;SG	N;FEM;PL
laaste	último	laaste	último	DET	ADJ;MASC;SG
laaste	últimas	laaste	último	DET	ADJ;FEM;PL
laaste	last	laaste	last	DET	N;MASC;SG
laaste	últimos	laaste	último	DET	ADJ;MASC;PL
laaste	última	laaste	último	DET	ADJ;FEM;SG
politieke	politico	politiek	politico	ADJ;NOM	N;MASC;SG
politieke	político	politiek	político	ADJ;NOM	N;MASC;SG
besluit	decisão	besluit	decisão	V;PRS	N;FEM;SG
besluit	decidi	besluit	decidir	V;PRS	V;IND;SG;1;PST;FIN
besluit	decidiu	besluit	decidir	V;PRS	V;IND;SG;3;PST;FIN
ryk	empire	ryk	empire		N;MASC;SG
ryk	império	ryk	império		N;MASC;SG
ryk	ricas	ryk	rico		ADJ;FEM;PL
ryk	rico	ryk	rico		ADJ;MASC;SG
ryk	ricos	ryk	rico		N;MASC;PL
ryk	rich	ryk	rich		N;MASC;SG
ryk	rica	ryk	rico		ADJ;FEM;SG
asook	filantropia	asook	filantropia	CONJ	N;FEM;SG
sommige	alguns	sommige	algum	DET	PRO;MASC;PL
sommige	algumas	sommige	algum	DET	PRO;FEM;PL
gewoonlik	geralmente	gewoonlik	geralmente		ADV
gewoonlik	normalmente	gewoonlik	normalmente		ADV
gewoonlik	habitualmente	gewoonlik	habitualmente		ADV
gewoonlik	usualmente	gewoonlik	usualmente		ADV
gewoonlik	normalmente	gewoonlik	normalmente		ADV
afrikaans	africâner	afrikaans	africâner		N;MASC;SG
vis	peixes	vis	peixe	N;SG	N;MASC;PL
plaas	fazenda	plaas	fazenda	V;PRS	N;FEM;SG
plaas	quintas	plaas	quinto	V;PRS	N;FEM;PL
plaas	quinta	plaas	quinta	V;PRS	N;FEM;SG
plaas	publicação	plaas	publicação	V;PRS	N;FEM;SG
plaas	pós	plaas	pós	V;PRS	N;MASC;SG
plaas	post	plaas	post	V;PRS	N;MASC;SG
wikipedia	wikipédia	wikipedia	wikipédia		N;FEM;SG
wikipedia	wikipedia	wikipedia	wikipedia		N;FEM;SG
wetenskaplike	cientista	wetenskaplik	cientista	ADJ;NOM	N;MASC;SG
wetenskaplike	cientistas	wetenskaplik	cientista	ADJ;NOM	N;MASC;PL
wetenskaplike	científica	wetenskaplik	científico	ADJ;NOM	N;FEM;SG
ontwikkel	desenvolveu	ontwikkel	desenvolver	V;PRS	V;IND;SG;3;PST;FIN
algemene	generalidades	algemeen	generalidade	ADV	N;MASC;PL
algemene	gerais	algemeen	geral	ADV	N;MASC;PL
algemene	geral	algemeen	geral	ADV	N;MASC;SG
algemene	general	algemeen	general	ADV	N;MASC;SG
ontstaan	ocorreu	ontstaan	ocorrer	V;PRS	V;IND;SG;3;PST;FIN
europa	europa	europa	europa		N;FEM;SG
stadion	estádio	stadion	estádio		N;MASC;SG
stadion	stadium	stadion	stadium		N;MASC;SG
kinders	kids	kind	kids	N;PL	N;MASC;SG
neem	take	neem	take	V;PRS	N;MASC;SG
tans	presentes	tans	presente	ADV	ADJ;MASC;PL
tans	presente	tans	presente	ADV	ADJ;MASC;SG
kort	curto	kort	curto		ADJ;MASC;SG
kort	short	kort	short		N;MASC;SG
kort	curtas	kort	curto		ADJ;FEM;PL
kort	curta	kort	curto		ADJ;FEM;SG
self	auto	self	auto	PRO;SG;3;REFL	N;MASC;SG
self	self	self	self	PRO;SG;3;REFL	N;MASC;SG
mens	humano	mens	humano		ADJ;MASC;SG
mens	humanas	mens	humano		N;FEM;PL
mens	humana	mens	humano		ADJ;FEM;SG
mens	human	mens	human		N;MASC;SG
binne	dentro	binne	dentro	ADP	ADV
binne	inside	binne	insidir	ADP	N;MASC;SG
swart	serapilheira	swart	serapilheira		N;FEM;SG
swart	craque	swart	craque		N;MASC;SG
swart	racha	swart	racha		N;MASC;SG
swart	fenda	swart	fenda		N;FEM;SG
swart	crack	swart	crack		N;MASC;SG
swart	preta	swart	preto		N;FEM;SG
swart	black	swart	black		N;MASC;SG
swart	preto	swart	preto		N;MASC;SG
swart	negro	swart	negro		ADJ;MASC;SG
swart	pretas	swart	preto		N;FEM;PL
europese	europeu	europees	europeu	ADJ;NOM	N;MASC;SG
europese	europeia	europees	europeu	ADJ;NOM	N;FEM;SG
europese	europeias	europees	europeia	ADJ;NOM	N;FEM;PL
moontlik	possivel	moontlik	possivel	ADV	ADJ;MASC;SG
moontlik	possíveis	moontlik	possível	ADV	ADJ;MASC;PL
moontlik	possível	moontlik	possível	ADV	ADJ;MASC;SG
enige	qualquer	enig	qualquer	PRO	DET;FEM;SG
gehou	gostava	hou	gostar	V;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
per	per	per	per	ADP	N;MASC;SG
vroeë	early	vroeg	early	ADJ;NOM	N;MASC;SG
vroeë	cedo	vroeg	cedo	ADJ;NOM	ADV
mag	may	mag	may	V;PRS	N;MASC;SG
mag	maio	mag	maio	V;PRS	N;MASC;SG
mag	pode	mag	poder	V;PRS	V;IND;SG;3;PRS;FIN
hoe	como	hoe	como	PRO	ADV
eiland	ilhas	eiland	ilha	N;SG	N;FEM;PL
volg	track	volg	track	V;PRS	N;MASC;SG
volg	trilha	volg	trilha	V;PRS	N;FEM;SG
volg	faixa	volg	faixa	V;PRS	N;FEM;SG
volg	follow	volg	follow	V;PRS	N;MASC;SG
volg	seguintes	volg	seguinte	V;PRS	N;MASC;PL
soms	ocasionalmente	soms	ocasionalmente	PART	ADV
soms	ocasional	soms	ocasional	PART	ADJ;MASC;SG
soms	ocasionais	soms	ocasional	PART	ADJ;MASC;PL
engeland	inglaterra	engeland	inglaterra		N;FEM;SG
engeland	england	engeland	england		N;MASC;SG
johannes	johannes	johannes	johanne		N;MASC;SG
johannes	john	johannes	john		PROPN;MASC;SG
johannes	joão	johannes	joão		N;MASC;SG
johannes	joao	johannes	joao		N;MASC;SG
vyf	five	vyf	fiver	NUM	N;MASC;SG
johannesburg	joanesburgo	johannesburg	joanesburgo	PROPN;SG	N;MASC;SG
ontwerp	concepção	ontwerp	concepção	V;PRS	N;FEM;SG
ontwerp	desenho	ontwerp	desenho	V;PRS	N;MASC;SG
ontwerp	design	ontwerp	design	V;PRS	N;MASC;SG
paar	poucas	paar	pouco		PRO;FEM;PL
paar	poucos	paar	pouco		PRO;MASC;PL
rol	rolar	rol	rolar	N;SG	V;NFIN
john	john	john	john		PROPN;MASC;SG
john	joão	john	joão		N;MASC;SG
john	joao	john	joao		N;MASC;SG
moderne	modernas	modern	moderno	N;SG	N;FEM;PL
moderne	moderno	modern	moderno	N;SG	ADJ;MASC;SG
groter	maiores	groot	grande	V;PRS	ADJ;MASC;PL
groter	maior	groot	grande	V;PRS	ADJ;MASC;SG
groter	maiores	groot	grande	V;PRS	ADJ;MASC;PL
groter	maior	groot	grande	V;PRS	ADJ;MASC;SG
ontvang	recebeu	ontvang	receber	V;PRS	V;IND;SG;3;PST;FIN
ontvang	recebimento	ontvang	recebimento	V;PRS	N;MASC;SG
bly	bly	bly	bly	V;PRS	N;MASC;SG
bly	ficar	bly	ficar	V;PRS	V;NFIN
bly	fica	bly	ficar	V;PRS	V;IND;SG;3;PRS;FIN
bly	stay	bly	stay	V;PRS	N;MASC;SG
bly	fique	bly	ficar	V;PRS	V;SBJV;SG;3;PRS;FIN
staat	estaduais	staat	estadual	N;SG	N;MASC;PL
staat	estadual	staat	estadual	N;SG	ADJ;MASC;SG
weens	devido	weens	devido	ADP	ADV
weens	devida	weens	devida	ADP	V;FEM;SG;V.PTCP
weens	devidas	weens	devida	ADP	V;FEM;PL;V.PTCP
vandag	hj	vandag	hj	ADV	V;IND;SG;1;PRS;FIN
daardie	essas	daardie	esse	DET	PRO;FEM;PL
aanvaar	aceite	aanvaar	aceitar	V;PRS	INTJ
aanvaar	aceite	aanvaar	aceitar	V;PRS	INTJ
hou	hold	hou	hold	V;PRS	N;MASC;SG
hou	segura	hou	seguro	V;PRS	ADJ;FEM;SG
geskryf	escrita	skryf	escrita	V;PST;V.PTCP	N;FEM;SG
hele	inteiros	heel	inteiro	ADJ;NOM	N;MASC;PL
see	seneca	see	seneca		N;MASC;SG
see	mar	see	mar		N;MASC;SG
verander	mudanças	verander	mudança	V;PRS	N;FEM;PL
verander	alterações	verander	alteração	V;PRS	N;FEM;PL
verander	modificações	verander	modificação	V;PRS	N;FEM;PL
verander	mudança	verander	mudança	V;PRS	N;FEM;SG
verander	mudanças	verander	mudança	V;PRS	N;FEM;PL
verander	troco	verander	troco	V;PRS	N;MASC;SG
bereik	alcance	bereik	alcance	V;PRS	N;MASC;SG
bereik	reach	bereik	reach	V;PRS	N;MASC;SG
bereik	alcançou	bereik	alcançar	V;PRS	V;IND;SG;3;PST;FIN
russiese	russa	russies	russa	ADJ;NOM	N;FEM;SG
russiese	russas	russies	russa	ADJ;NOM	N;FEM;PL
russiese	russo	russies	russo	ADJ;NOM	N;MASC;SG
russiese	russos	russies	russo	ADJ;NOM	N;MASC;PL
weg	away	weg	away		N;MASC;SG
beteken	meios	beteken	meio	V;PRS	N;MASC;PL
beteken	média	beteken	média	V;PRS	N;FEM;SG
