پیامی	messenger	پیامی	messenger	ADJ	PROPN;NOM;FEM;SG
پِیت	pieķeršanās	پِیت	pieķeršana	PROPN;NOM;MASC;SG;3	N;ESS;FEM;PL
پِیتامبر	aktieris	پِیتامبر	aktieris	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پِیتامبر	dejotāja	پِیتامبر	dejotājs	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پِیتامبر	dejotāju	پِیتامبر	dejotāja	PROPN;NOM;MASC;SG;3	N;ACC;MASC;SG
پَیتاوہ	ganāmpulka	پَیتاوہ	ganāmpulks	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پِیتل	misiņa	پِیتل	misiņa	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پِیتم	mīļākais	پِیتم	mīļš	PROPN;NOM;MASC;SG;3	ADJ;NOM;CMPR;MASC;SG
پِیٹ	sodīt	پِیٹ	sodīt	PROPN;NOM;MASC;SG;3	V;POS;NFIN
پِیٹ	jāsoda	پِیٹ	sodīt	PROPN;NOM;MASC;SG;3	V;POS;FIN;ACT
پِیٹ	pārspēt	پِیٹ	pārspēt	PROPN;NOM;MASC;SG;3	V;POS;NFIN
پیٹ	kuņģī	پیٹ	kuņģis	PROPN;NOM;MASC;SG;3	N;ESS;MASC;SG
پیٹ	kuņģa	پیٹ	kuņģis	PROPN;NOM;MASC;SG;3	N;GEN;MASC;SG
پیٹ	vēders	پیٹ	vēders	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پیٹ	ēstgriba	پیٹ	ēstgriba	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیٹ	apetīte	پیٹ	apetīte	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیٹ	bads	پیٹ	bads	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پیٹ	bada	پیٹ	bads	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیٹ	grūtniecība	پیٹ	grūtniecība	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیٹ	grūtniecības	پیٹ	grūtniecība	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پیٹ	jauda	پیٹ	jauda	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیٹ	ietilpība	پیٹ	ietilpība	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیٹ	spēja	پیٹ	spēja	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیٹ	kapacitāte	پیٹ	kapacitāte	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیٹ	dobumā	پیٹ	dobums	PROPN;NOM;MASC;SG;3	N;ESS;MASC;SG
پیٹ	alkatība	پیٹ	alkatība	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیٹ	iztiku	پیٹ	iztikt	PROPN;NOM;MASC;SG;3	V;FH;IND;SG;1;POS;PRS;FIN;ACT
پیٹ	kuņģī	پیٹ	kuņģis	PROPN;NOM;MASC;SG;3	N;ESS;MASC;SG
پیٹ	kuņģa	پیٹ	kuņģis	PROPN;NOM;MASC;SG;3	N;GEN;MASC;SG
پیٹ	vēders	پیٹ	vēders	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پیٹ	ēstgriba	پیٹ	ēstgriba	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیٹ	apetīte	پیٹ	apetīte	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیٹ	bads	پیٹ	bads	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پیٹ	bada	پیٹ	bads	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیٹ	grūtniecība	پیٹ	grūtniecība	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیٹ	grūtniecības	پیٹ	grūtniecība	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پیٹ	jauda	پیٹ	jauda	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیٹ	ietilpība	پیٹ	ietilpība	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیٹ	spēja	پیٹ	spēja	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیٹ	kapacitāte	پیٹ	kapacitāte	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیٹ	dobumā	پیٹ	dobums	PROPN;NOM;MASC;SG;3	N;ESS;MASC;SG
پیٹ	alkatība	پیٹ	alkatība	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیٹ	iztiku	پیٹ	iztikt	PROPN;NOM;MASC;SG;3	V;FH;IND;SG;1;POS;PRS;FIN;ACT
پیٹ	vēdera	پیٹ	vēders	PROPN;NOM;MASC;SG;3	N;GEN;MASC;SG
پیٹ	vēders	پیٹ	vēders	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پیٹا	diametrs	پیٹا	diametrs	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;MASC;SG
پیٹا	apkārtmērs	پیٹا	apkārtmērs	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;MASC;SG
پیٹا	elpa	پیٹا	elpa	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;FEM;SG
پِیٹنا	lāsts	پِیٹ	lāsts	V;MASC;SG;NFIN;ACT	N;NOM;MASC;SG
پِیٹنا	slīpuma	پِیٹ	slīpums	V;MASC;SG;NFIN;ACT	N;GEN;MASC;SG
پِیٹنا	slīpums	پِیٹ	slīpums	V;MASC;SG;NFIN;ACT	N;NOM;MASC;SG
پیٹی	kaste	پیٹی	kaste	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیٹی	aile	پیٹی	aile	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیٹی	kārba	پیٹی	kārba	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیٹی	gadījums	پیٹی	gadījums	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پیٹی	lieta	پیٹی	lieta	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیٹی	soma	پیٹی	soma	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیٹی	josta	پیٹی	josta	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیٹی	jostu	پیٹی	josta	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پَیٹھ	ieeja	پَیٹھ	ieeja	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پَیٹھ	iekļūšanai	پَیٹھ	iekļūšana	PROPN;NOM;MASC;SG;3	N;DAT;FEM;SG
پَیٹھ	iekļūšanu	پَیٹھ	iekļūšana	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پَیٹھ	ieraksts	پَیٹھ	ieraksts	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پَیٹھ	uzņemšana	پَیٹھ	uzņemšana	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پَیٹھ	uzņemšanas	پَیٹھ	uzņemšana	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پِیٹھ	palīdzība	پِیٹھ	palīdzība	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پِیٹھ	atbalsts	پِیٹھ	atbalsts	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پِیٹھ	paaudze	پِیٹھ	paaudze	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پِیٹھ	paaudzes	پِیٹھ	paaudze	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پِیٹھ	ģenealoģijas	پِیٹھ	ģenealoģija	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پِیٹھ	atbalstīt	پِیٹھ	atbalstīt	PROPN;NOM;MASC;SG;3	V;POS;NFIN
پِیٹھ	atbalstu	پِیٹھ	atbalsts	PROPN;NOM;MASC;SG;3	N;ACC;MASC;SG
پِیٹھ	atbalsts	پِیٹھ	atbalsts	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پِیٹھ	atbalsta	پِیٹھ	atbalstīt	PROPN;NOM;MASC;SG;3	V;FH;IND;3;POS;PRS;FIN;ACT
پَیٹھانا	steigas	پویٹھا	steiga	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پَیٹھانا	ievadīt	پویٹھا	ievadīt	PROPN;NOM;MASC;SG;3	V;POS;NFIN
پَیٹھانا	ievadi	پویٹھا	ievads	PROPN;NOM;MASC;SG;3	V;IMP;SG;2;POS;FIN;ACT
پَیٹھانا	ieiet	پویٹھا	ieiet	PROPN;NOM;MASC;SG;3	V;IMP;2;POS;FIN;ACT
پَیٹھنا	ievadīt	پْیٹھنا	ievadīt	PROPN;NOM;MASC;SG;3	V;POS;NFIN
پَیٹھنا	ievadi	پْیٹھنا	ievads	PROPN;NOM;MASC;SG;3	V;IMP;SG;2;POS;FIN;ACT
پَیٹھنا	ieiet	پْیٹھنا	ieiet	PROPN;NOM;MASC;SG;3	V;IMP;2;POS;FIN;ACT
پیچ	neskaidrību	پیچ	neskaidrība	V;SG;V.PTCP;ACT	N;ACC;FEM;SG
پیچ	reizes	پیچ	reize	V;SG;V.PTCP;ACT	N;NOM;FEM;PL
پیچ	kārtīga	پیچ	kārtīga	V;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG
پیچ	nepatikšanas	پیچ	nepatikšana	V;SG;V.PTCP;ACT	N;NOM;FEM;PL
پیچ	taktiku	پیچ	taktika	V;SG;V.PTCP;ACT	N;ACC;FEM;SG
پیچ	taktika	پیچ	taktika	V;SG;V.PTCP;ACT	N;NOM;FEM;SG
پیچ	viltu	پیچ	viltus	V;SG;V.PTCP;ACT	N;ACC;MASC;SG
پیچ	novirzes	پیچ	novirze	V;SG;V.PTCP;ACT	N;NOM;FEM;PL
پیچ	kārta	پیچ	kārta	V;SG;V.PTCP;ACT	N;NOM;FEM;SG
پیچا	kārta	پیچا	kārta	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیچاک	komplekss	پیچاک	komplekss		N;NOM;MASC;SG
پیچاک	sarežģīts	پیچاک	sarežģīts		ADJ;NOM;MASC;SG
پیچاک	kompleksā	پیچاک	komplekss		N;ESS;MASC;SG
پیچاک	sarežģīti	پیچاک	sarežģīti		ADV
پیچاک	sarežģīta	پیچاک	sarežģīta		ADJ;NOM;FEM;SG
پیچاک	gliemezis	پیچاک	gliemezis		N;NOM;MASC;SG
پیچاک	kārta	پیچاک	kārta		N;NOM;FEM;SG
پیچاں	vītā	پیچاں	vīts		N;ESS;MASC;SG
پیچاں	vītā	پیچاں	vīts		N;ESS;MASC;SG
پیچِش	loks	پیچِش	loks	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پیچِش	apļa	پیچِش	aplis	PROPN;NOM;MASC;SG;3	N;GEN;MASC;SG
پیچِش	aplis	پیچِش	aplis	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پیچِش	dizentērijas	پیچِش	dizentērija	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پیچِش	kārta	پیچِش	kārta	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پیچیا	krāpj	پیچیا	krāpt	PROPN;NOM;MASC;SG;3	V;FH;IND;3;POS;PRS;FIN;ACT
پیچیدگی	komplikācijas	پیچیدگی	komplikācija	N;NOM;MASC;SG;3	N;NOM;FEM;PL
پیچیدگی	sarežģītības	پیچیدگی	sarežģītība	N;NOM;MASC;SG;3	N;NOM;FEM;PL
پیچیدگی	sarežģītību	پیچیدگی	sarežģītība	N;NOM;MASC;SG;3	N;ACC;FEM;SG
پیچیدگی	komplikācijas	پیچیدگی	komplikācija	N;NOM;MASC;SG;3	N;NOM;FEM;PL
پیچیدہ	iesaistītas	پیچیدہ	iesaistīt	ADJ	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
پیچیدہ	iesaistīts	پیچیدہ	iesaistīt	ADJ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
پیچیدہ	iesaistīta	پیچیدہ	iesaistīt	ADJ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
پیچیدہ	vītā	پیچیدہ	vīts	ADJ	N;ESS;MASC;SG
پیچیدہ	grūti	پیچیدہ	grūti	ADJ	ADV
پیچیدہ	apgrūtināta	پیچیدہ	apgrūtināt	ADJ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
پیچیدہ	sarežģīti	پیچیدہ	sarežģīti	ADJ	ADV
پیچیدہ	sarežģīti	پیچیدہ	sarežģīti	ADJ	ADV
پیچیدہ	iesaistītas	پیچیدہ	iesaistīt	ADJ	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
پیچیدہ	iesaistīts	پیچیدہ	iesaistīt	ADJ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
پیچیدہ	iesaistīta	پیچیدہ	iesaistīt	ADJ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
پیچیدہ	komplekss	پیچیدہ	komplekss	ADJ	N;NOM;MASC;SG
پیچیدہ	kompleksā	پیچیدہ	komplekss	ADJ	N;ESS;MASC;SG
پیچیدہ	sarežģīti	پیچیدہ	sarežģīti	ADJ	ADV
پیچیدہ	vītā	پیچیدہ	vīts	ADJ	N;ESS;MASC;SG
پیچیدہ	grūti	پیچیدہ	grūti	ADJ	ADV
پیچیدہ	apgrūtināta	پیچیدہ	apgrūtināt	ADJ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
پیچیدہ	sarežģīti	پیچیدہ	sarežģīti	ADJ	ADV
پیچیدہ	sarežģīti	پیچیدہ	sarežģīti	ADJ	ADV
پِیچھا	neesamība	پِیچھ	neesamība	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پِیچھا	aizmugure	پِیچھ	aizmugure	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پِیچھا	aizmugures	پِیچھ	aizmugure	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پِیچھا	aizmugurē	پِیچھ	aizmugure	PROPN;NOM;MASC;SG;3	N;ESS;FEM;SG
پِیچھا	aizmugurējā	پِیچھ	aizmugurējs	PROPN;NOM;MASC;SG;3	ADJ;ESS;FEM;SG
پِیچھے	aiz	پِیچھے	aiz	PROPN;NOM;MASC;SG;3	ADP
پِیچھے	pēc	پِیچھے	pēc	PROPN;NOM;MASC;SG;3	ADP
پِیچھے	bij	پِیچھے	būt	PROPN;NOM;MASC;SG;3	V;FH;IND;3;POS;PST;FIN;ACT
پِیخال	gvano	پِیخال	gvanot	PROPN;NOM;MASC;SG;3	N;MASC;SG
پَیخانہ	tualetes	پَیخانہ	tualete	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پَیخانہ	tualete	پَیخانہ	tualete	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پَیدا	peļņa	پَیدا	peļņa	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پَیدا	ražoti	پَیدا	ražot	PROPN;NOM;MASC;SG;3	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
پَیدا	ražota	پَیدا	ražot	PROPN;NOM;MASC;SG;3	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
پَیدا	ražotas	پَیدا	ražot	PROPN;NOM;MASC;SG;3	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
پَیدا	saražots	پَیدا	saražot	PROPN;NOM;MASC;SG;3	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
پَیدا	ražots	پَیدا	ražot	PROPN;NOM;MASC;SG;3	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
پَیدا	atklāju	پَیدا	atklāt	PROPN;NOM;MASC;SG;3	V;FH;IND;SG;1;POS;PRS;FIN;ACT
پَیدا	acīmredzama	پَیدا	acīmredzama	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پَیدا	radīts	پَیدا	radīt	PROPN;NOM;MASC;SG;3	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
پَیدا	pelna	پَیدا	pelna	PROPN;NOM;MASC;SG;3	V;FH;IND;3;POS;PRS;FIN;ACT
پَیدا	guvums	پَیدا	guvums	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پَیدا	ieguva	پَیدا	iegūt	PROPN;NOM;MASC;SG;3	V;FH;IND;3;POS;PST;FIN;ACT
پَیدا	kukuli	پَیدا	kukulis	PROPN;NOM;MASC;SG;3	N;ACC;MASC;SG
پَیدا	ienākumus	پَیدا	ienākums	PROPN;NOM;MASC;SG;3	N;ACC;MASC;PL
پَیدا	ienākums	پَیدا	ienākums	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پَیدا	ienākuma	پَیدا	ienākums	PROPN;NOM;MASC;SG;3	N;GEN;MASC;SG
پَیدا	ienākumi	پَیدا	ienākums	PROPN;NOM;MASC;SG;3	N;NOM;MASC;PL
پَیدا	ieņēmumi	پَیدا	ieņēmums	PROPN;NOM;MASC;SG;3	N;NOM;MASC;PL
پَیدا	izstādījis	پَیدا	izstādīt	PROPN;NOM;MASC;SG;3	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
پَیدا	dzimuši	پَیدا	dzimt	PROPN;NOM;MASC;SG;3	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
پَیدا	dzimis	پَیدا	dzimt	PROPN;NOM;MASC;SG;3	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
پَیدا	dzimusi	پَیدا	dzimt	PROPN;NOM;MASC;SG;3	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
پَیدا	radīta	پَیدا	radīt	PROPN;NOM;MASC;SG;3	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
پَیدا	radīts	پَیدا	radīt	PROPN;NOM;MASC;SG;3	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
پَیدا	izveidots	پَیدا	izveidot	PROPN;NOM;MASC;SG;3	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
پَیدا	radīti	پَیدا	radīt	PROPN;NOM;MASC;SG;3	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
پَیدا	izveidota	پَیدا	izveidot	PROPN;NOM;MASC;SG;3	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
پَیدا	iegādāti	پَیدا	iegādāt	PROPN;NOM;MASC;SG;3	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
پَیدا	iegūta	پَیدا	iegūt	PROPN;NOM;MASC;SG;3	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
پَیدا	iegūto	پَیدا	iegūt	PROPN;NOM;MASC;SG;3	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP
پَیدا	iegūtā	پَیدا	iegūt	PROPN;NOM;MASC;SG;3	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
پَیدا	ieguva	پَیدا	iegūt	PROPN;NOM;MASC;SG;3	V;FH;IND;3;POS;PST;FIN;ACT
پَیدا	ieguvis	پَیدا	iegūt	PROPN;NOM;MASC;SG;3	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
پَیداوار	augļi	پَیداوار	auglis	PROPN;NOM;MASC;SG;3	N;NOM;MASC;PL
پَیداوار	auglis	پَیداوار	auglis	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پَیداوار	ienākumus	پَیداوار	ienākums	PROPN;NOM;MASC;SG;3	N;ACC;MASC;PL
پَیداوار	ienākums	پَیداوار	ienākums	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پَیداوار	ienākuma	پَیداوار	ienākums	PROPN;NOM;MASC;SG;3	N;GEN;MASC;SG
پَیداوار	ienākumi	پَیداوار	ienākums	PROPN;NOM;MASC;SG;3	N;NOM;MASC;PL
پَیداوار	ieņēmumi	پَیداوار	ieņēmums	PROPN;NOM;MASC;SG;3	N;NOM;MASC;PL
پَیداوار	ražu	پَیداوار	raža	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پَیداوار	ražība	پَیداوار	ražība	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پَیداواری	produktīva	پَیداواری	produktīva	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پَیدائش	peļņa	پَیدائش	peļņa	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پَیدائش	dzimšanas	پَیدائش	dzimšana	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پَیدائش	dzemdības	پَیدائش	dzemdība	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پَیدائش	peļņa	پَیدائش	peļņa	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پَیدائش	izveidošanas	پَیدائش	izveidošana	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پَیدائش	izveide	پَیدائش	izveide	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پَیدائش	izveidošana	پَیدائش	izveidošana	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پَیدائش	radīšana	پَیدائش	radīšana	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پَیدائش	ražot	پَیدائش	ražot	PROPN;NOM;MASC;SG;3	V;POS;NFIN
پَیدائش	produkcija	پَیدائش	produkcija	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پَیدائشی	iedzimta	پَیدائشی	iedzimt	N;NOM;MASC;SG;3	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
پَیدائشی	iedzimtas	پَیدائشی	iedzimt	N;NOM;MASC;SG;3	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
پَیدائشی	iedzimtu	پَیدائشی	iedzimt	N;NOM;MASC;SG;3	N;ACC;MASC;SG
پَیدائشی	iedzimta	پَیدائشی	iedzimt	N;NOM;MASC;SG;3	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
پَیدائشی	dabīgais	پَیدائشی	dabīgs	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
پَیدائشی	dabas	پَیدائشی	daba	N;NOM;MASC;SG;3	N;NOM;FEM;PL
پَیدائشی	dabīgs	پَیدائشی	dabīgs	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
پَیدائشی	dabiskā	پَیدائشی	dabiska	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پَیدائشی	dabīgi	پَیدائشی	dabīgs	N;NOM;MASC;SG;3	ADV
پَیدائشی	iedzimtas	پَیدائشی	iedzimt	N;NOM;MASC;SG;3	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
پَیدائشی	sākotnējais	پَیدائشی	sākotnējs	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
پَیدائشی	oriģinālā	پَیدائشی	oriģināls	N;NOM;MASC;SG;3	N;ESS;MASC;SG
پَیدائشی	sākotnējā	پَیدائشی	sākotnēja	N;NOM;MASC;SG;3	ADJ;ESS;FEM;SG
پَیدائشی	oriģināli	پَیدائشی	oriģināli	N;NOM;MASC;SG;3	N;NOM;MASC;PL
پَیدائی	acīmredzama	پَیدائی	acīmredzama	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پَیدائی	acīmredzams	پَیدائی	acīmredzams	PROPN;NOM;MASC;SG;3	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
پَیدائی	acīmredzami	پَیدائی	acīmredzami	PROPN;NOM;MASC;SG;3	ADV
پَیدائی	acīmredzama	پَیدائی	acīmredzama	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پَیدائی	esamība	پَیدائی	esamība	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پَیدائی	pastāvēšana	پَیدائی	pastāvēšana	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پَیدائی	esība	پَیدائی	esība	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پَیدائی	izpausmi	پَیدائی	izpausme	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پَیدائی	izpausme	پَیدائی	izpausme	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پَیدل	ejot	پَیدل	iet	PROPN;NOM;MASC;SG;3	
پَیدل	staigā	پَیدل	staiga	PROPN;NOM;MASC;SG;3	V;IMP;2;POS;PRS;FIN;ACT
پَیر	pēda	پَیر	pēda	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پَیر	pēdu	پَیر	pēda	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پَیر	kāja	پَیر	kāja	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پِیر	pirmdien	پِیر	pirmdien	PROPN;NOM;MASC;SG;3	ADV
پِیر	pirmdienā	پِیر	pirmdiena	PROPN;NOM;MASC;SG;3	N;ESS;FEM;SG
پِیر	pirmdiena	پِیر	pirmdiena	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پِیر	cīnītāji	پِیر	cīnītājs	PROPN;NOM;MASC;SG;3	N;NOM;MASC;PL
پِیر	pirs	پِیر	pirs	PROPN;NOM;MASC;SG;3	N
پِیر	svētais	پِیر	svēts	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
پِیر	saint	پِیر	saint	PROPN;NOM;MASC;SG;3	
پِیر	sāpes	پِیر	sāpes	PROPN;NOM;MASC;SG;3	N;NOM;FEM
پَیرا	rindkopa	پَیرا	rindkops	PROPN;NOM;MASC;SG;3	N;GEN;MASC;SG
پَیرا	rindkopas	پَیرا	rindkopa	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
