של	shel	של	shel	PART;GEN	N;MASC;SG
היו	estaban	היה	estar	V;PL;3;POS;PST	V;IND;PL;3;IPFV;FIN
היו	fueron	היה	ser	V;PL;3;POS;PST	V;IND;PL;3;PST;FIN
רק	just	רק	justo	ADV	N
כאשר	cuándo	כאשר	cuándo	CONJ	PRO
כאשר	when	כאשר	when	CONJ	N
בן	ben	בן	ben	PROPN	PROPN
בן	hijo	בן	hijo	PROPN	N;MASC;SG
שלו	sus	של	su		DET;PL;3
שלו	su	של	su		DET;SG;3
שלו	sus	של	su		DET;PL;3
שלו	su	של	su		DET;SG;3
שני	segundos	שני	segundo	NUM;MASC;PL	N;MASC;PL
שני	segunda	שני	segundo	NUM;MASC;PL	ADJ;FEM;SG
שני	segundas	שני	segundo	NUM;MASC;PL	ADJ;FEM;PL
שני	segundo	שני	segundo	NUM;MASC;PL	ADJ;MASC;SG
שני	shani	שני	shani	NUM;MASC;PL	N;SG
שני	two	שני	two	NUM;MASC;PL	PROPN
שני	lunes	שני	lunes	NUM;MASC;PL	N
לו	lew	ל	lew		PROPN
לו	lou	ל	lou		PROPN
מה	qué	מה	qué	ADV	PRO;SG
העולם	mundial	העולם	mundial		ADJ;SG
העולם	mundo	העולם	mundo		N;MASC;SG
העולם	world	העולם	world		N
העיר	pueblo	העיר	pueblo	V;MASC;SG;3;PST;ACT	N;MASC;SG
העיר	ciudad	העיר	ciudad	V;MASC;SG;3;PST;ACT	N;FEM;SG
העיר	ciudad	העיר	ciudad	V;MASC;SG;3;PST;ACT	N;FEM;SG
במהלך	durante	במהלך	durante	ADV	ADP
כן	si	כן	si	ADV	CONJ
כן	yes	כן	yes	ADV	N
כן	si	כן	si	ADV	CONJ
כן	sii	כן	sii	ADV	
כן	yeah	כן	yeah	ADV	N
אף	nose	אף	nose	CONJ	V;SBJV;SG;2;PRS;FIN
אף	nariz	אף	nariz	CONJ	N;FEM;SG
אף	fep	אף	fep	CONJ	N;SG
רבים	muchas	רב	mucho	V;MASC;PL;V.PTCP;ACT	PRO;FEM;PL
רבים	muchos	רב	mucho	V;MASC;PL;V.PTCP;ACT	PRO;MASC;PL
רבים	plural	רב	plural	V;MASC;PL;V.PTCP;ACT	ADJ;SG
בה	ella	ב	él		PRO;FEM;SG;3
בה	su	ב	su		DET;SG;3
בה	her	ב	her		N
אין	ninguna	None	ninguno	ADV;NEG	PRO;FEM;SG
אין	ninguno	None	ninguno	ADV;NEG	PRO;MASC;SG
אביב	aviv	אביב	aviv	N;MASC;SG	PROPN
במאי	may	במאי	maber	N;MASC;SG	
שנה	años	שנה	año	N;FEM;SG	N;MASC;PL
שנה	anos	שנה	ano	N;FEM;SG	N;MASC;PL
נולד	nacidos	נולד	nacido	V;MASC;SG;3;PST;MID	ADJ;MASC;PL;V.PTCP
נולד	born	נולד	born	V;MASC;SG;3;PST;MID	N
נולד	nacido	נולד	nacido	V;MASC;SG;3;PST;MID	ADJ;MASC;SG;V.PTCP
הערות	comenta	הערה	comentar	N;FEM;PL	V;IND;SG;3;PRS;FIN
הערות	comentario	הערה	comentario	N;FEM;PL	N;MASC;SG
חלק	suave	חלק	suave	N;MASC;SG	ADJ;SG
חלק	liso	חלק	liso	N;MASC;SG	ADJ;MASC;SG
לפני	antes	לפני	antes	ADP	ADV
אחת	una	אחת	uno	NUM;FEM;SG	DET;INDF;FEM;SG
אחת	one	אחת	one	NUM;FEM;SG	N
אחת	uno	אחת	uno	NUM;FEM;SG	PRO;MASC;SG
ביולי	julio	ביולי	julio	PROPN	N
שוליים	marginal	שול	marginal	N;MASC;PL	ADJ;SG
שוליים	fringe	שול	fringe	N;MASC;PL	N;MASC;SG
שוליים	margen	שול	margen	N;MASC;PL	N;SG
להיות	siendo	היה	ser	V;POS;NFIN	V;V.MSDR
להיות	ser	היה	ser	V;POS;NFIN	V;NFIN
באוקטובר	octubre	באוקטובר	octubre	PROPN	N
באוקטובר	oct	באוקטובר	oct	PROPN	
בשם	nombrada	בשם	nombrado		ADJ;FEM;SG;V.PTCP
בשם	nombrado	בשם	nombrado		ADJ;MASC;SG;V.PTCP
אותה	su	None	su	PRO;ACC;FEM;SG;3	DET;SG;3
אותה	her	None	her	PRO;ACC;FEM;SG;3	N
החל	empezó	None	empezar	ADP	V;IND;SG;3;PST;FIN
החל	comenzó	None	comenzar	ADP	V;IND;SG;3;PST;FIN
החל	empezando	None	empezar	ADP	V;V.MSDR
החל	iniciando	None	iniciar	ADP	V;V.MSDR
החל	comenzando	None	comenzar	ADP	V;V.MSDR
הרב	hierba	הרב	hierba		N;FEM;SG
הרב	hierbas	הרב	hierba		N;FEM;PL
הרב	herb	הרב	herb		PROPN
מן	maná	מן	maná	ADP	N;MASC;SG
בינואר	enero	בינואר	enero		N
במרץ	marcha	במרץ	marcha	PROPN	N;FEM;SG
במרץ	marchen	במרץ	marchen	PROPN	V;IMP;PL;3;FIN
במרץ	marzo	במרץ	marzo	PROPN	N
חיים	vida	חיים	vida	PROPN	N;FEM;SG
חיים	life	חיים	life	PROPN	N
חיים	chaim	חיים	chaim	PROPN	N;MASC;SG
חיים	haim	חיים	haim	PROPN	PROPN
המאה	siglo	המאה	siglo		N;MASC;SG
המאה	century	המאה	century		PROPN
בנובמבר	noviembre	בנובמבר	noviembre	ADV	N
בדצמבר	diciembre	בדצמבר	diciembre	PROPN	N
לי	lee	ל	leer		V;IND;SG;3;PRS;FIN
תל	tel	תל	tel	N;MASC;SG	
בבית	hogar	בבית	hogar		N;MASC;SG
בבית	casa	בבית	casa		N;FEM;SG
בבית	inicio	בבית	inicio		N;MASC;SG
ערך	valorar	ערך	valorar	N;MASC;SG	V;NFIN
בפברואר	febrero	בפברואר	febrero	ADV	N
אחר	otras	אחר	otro	ADP	PRO;FEM;PL
אחר	otro	אחר	otro	ADP	PRO;MASC;SG
אחר	otros	אחר	otro	ADP	PRO;MASC;PL
בני	benito	בני	benito	PROPN	
בני	benny	בני	benny	PROPN	N;MASC;SG
בני	hijo	בני	hijo	PROPN	N;MASC;SG
שונים	distinta	שונה	distinto	ADJ;MASC;PL	ADJ;FEM;SG
שונים	diferente	שונה	diferente	ADJ;MASC;PL	ADJ;SG
שונים	distintos	שונה	distinto	ADJ;MASC;PL	PRO;MASC;PL
שונים	distinto	שונה	distinto	ADJ;MASC;PL	ADJ;MASC;SG
שונים	varios	שונה	varios	ADJ;MASC;PL	PRO;MASC;PL
שונים	varias	שונה	varios	ADJ;MASC;PL	PRO;FEM;PL
אדם	adam	אדם	adam	N;MASC;SG	PROPN
אדם	humano	אדם	humano	N;MASC;SG	ADJ;MASC;SG
אדם	humanas	אדם	humano	N;MASC;SG	ADJ;FEM;PL
אדם	humana	אדם	humano	N;MASC;SG	ADJ;FEM;SG
כלל	regla	כלל	regla	ADV	N;FEM;SG
עוד	more	עוד	more	ADV	
דבר	hablar	דבר	hablar	N;MASC;SG	V;NFIN
דבר	habla	דבר	hablar	N;MASC;SG	V;IND;SG;3;PRS;FIN
דבר	hable	דבר	hablar	N;MASC;SG	V;IMP;SG;3;FIN
דבר	hablar	דבר	hablar	N;MASC;SG	V;NFIN
דבר	habla	דבר	hablar	N;MASC;SG	V;IND;SG;3;PRS;FIN
דבר	hablan	דבר	hablar	N;MASC;SG	V;IND;PL;3;PRS;FIN
דבר	hable	דבר	hablar	N;MASC;SG	V;IMP;SG;3;FIN
דבר	hablen	דבר	hablar	N;MASC;SG	V;IMP;PL;3;FIN
אחרים	otras	אחר	otro	ADJ;MASC;PL	PRO;FEM;PL
אחרים	otro	אחר	otro	ADJ;MASC;PL	PRO;MASC;SG
אחרים	otros	אחר	otro	ADJ;MASC;PL	PRO;MASC;PL
אחרים	otras	אחר	otro	ADJ;MASC;PL	PRO;FEM;PL
אחרים	otros	אחר	otro	ADJ;MASC;PL	PRO;MASC;PL
ספר	decir	ספר	decir	N;MASC;SG	V;NFIN
נגד	against	נגד	against	ADP	N
לה	ella	ל	él		PRO;FEM;SG;3
לה	su	ל	su		DET;SG;3
לה	her	ל	her		N
זכה	ganados	זכה	ganado	V;MASC;SG;3;PST;ACT	ADJ;MASC;PL;V.PTCP
זכה	ganado	זכה	ganado	V;MASC;SG;3;PST;ACT	ADJ;MASC;SG;V.PTCP
זכה	gané	זכה	ganar	V;MASC;SG;3;PST;ACT	V;IND;SG;1;PST;FIN
זכה	gano	זכה	ganar	V;MASC;SG;3;PST;ACT	V;IND;SG;1;PRS;FIN
אחרי	despues	אחרי	despue	ADP	
אחרי	after	אחרי	after	ADP	N
אחרי	después	אחרי	después	ADP	ADV
יום	day	יום	day	N;MASC;SG	
אלה	ella	אלה	él	PRO;MASC;PL;3	PRO;FEM;SG;3
אלה	diosa	אלה	diosa	PRO;MASC;PL;3	N;FEM;SG
ירושלים	jerusalem	ירושלים	jerusalem	PROPN	PROPN
ירושלים	jerusalén	ירושלים	jerusalén	PROPN	N;MASC;SG
המדינה	state	המדין	state	V;FEM;SG;3;PST;ACT	N
המדינה	estado	המדין	estado	V;FEM;SG;3;PST;ACT	N;MASC;SG
מאוד	very	מאוד	ver	ADV	N
יהודים	judio	יהודי	judio	N;MASC;PL	N;MASC;SG
יהודים	judía	יהודי	judío	N;MASC;PL	ADJ;FEM;SG
יהודים	judío	יהודי	judío	N;MASC;PL	N;MASC;SG
רבות	muchas	רב	mucho	N;FEM;PL	PRO;FEM;PL
רבות	muchos	רב	mucho	N;FEM;PL	PRO;MASC;PL
כמה	algunas	כמה	alguno	DET;PSSD	PRO;FEM;PL
כמה	algunos	כמה	alguno	DET;PSSD	PRO;MASC;PL
כמה	some	כמה	some	DET;PSSD	N
מטר	pies	מטר	pie	PROPN	N;MASC;PL
מטר	contadores	מטר	contador	PROPN	N;MASC;PL
מטר	metros	מטר	metro	PROPN	N;MASC;PL
מטר	medidores	מטר	medidor	PROPN	N;MASC;PL
מטר	medidor	מטר	medidor	PROPN	N;MASC;SG
מטר	metros	מטר	metro	PROPN	N;MASC;PL
מטר	metros	מטר	metro	PROPN	N;MASC;PL
דרך	mediante	דרך	mediante		ADP
דרך	through	דרך	through		N
דרך	manera	דרך	manera		N;FEM;SG
דרך	camino	דרך	camino		N;MASC;SG
דרך	way	דרך	way		N
יכול	podrían	None	poder	V;MASC;SG;V.PTCP	V;COND;PL;3;FIN
יכול	podía	None	poder	V;MASC;SG;V.PTCP	V;IND;SG;3;IPFV;FIN
יכול	podría	None	poder	V;MASC;SG;V.PTCP	V;COND;SG;3;FIN
יכול	podria	None	podria	V;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN
יכול	pueden	None	poder	V;MASC;SG;V.PTCP	V;IND;PL;3;PRS;FIN
יכול	puedo	None	poder	V;MASC;SG;V.PTCP	V;IND;SG;1;PRS;FIN
יכול	lata	None	lata	V;MASC;SG;V.PTCP	N;FEM;SG
יכול	can	None	can	V;MASC;SG;V.PTCP	PROPN
יכול	puede	None	poder	V;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN
באמצעות	via	באמצעות	via	ADP	
באמצעות	vía	באמצעות	vía	ADP	
בעלי	marido	בעל	marido	N;PSSD;MASC;PL	N;MASC;SG
בעלי	esposo	בעל	esposo	N;PSSD;MASC;PL	N;MASC;SG
יחד	juntos	יחד	junto	ADV	ADJ;MASC;PL
יחד	juntas	יחד	junto	ADV	ADJ;FEM;PL
יחד	together	יחד	together	ADV	N
בשל	maduras	בשל	maduro	ADP	N;FEM;PL
בשל	madura	בשל	maduro	ADP	ADJ;FEM;SG
בשל	maduro	בשל	maduro	ADP	ADJ;MASC;SG
בשל	maduros	בשל	maduro	ADP	ADJ;MASC;PL
בשל	due	בשל	due	ADP	N
בשל	debido	בשל	debido	ADP	ADJ
פרס	recompensa	פרס	recompensar	PROPN	N;FEM;SG
פרס	premiado	פרס	premiado	PROPN	ADJ;MASC;SG;V.PTCP
פרס	premio	פרס	premio	PROPN	N;MASC;SG
פרס	laudo	פרס	laudo	PROPN	N;MASC;SG
פרס	premios	פרס	premio	PROPN	N;MASC;PL
פרס	adjudicación	פרס	adjudicación	PROPN	N;FEM;SG
פרס	premio	פרס	premio	PROPN	N;MASC;SG
פרס	galardón	פרס	galardón	PROPN	N;MASC;SG
ראו	rao	ראה	rao	V;PL;3;PST;ACT	PROPN
דוד	dodd	דוד	dodd	PROPN	PROPN
דוד	tio	דוד	tio	PROPN	N;MASC;SG
דוד	tío	דוד	tío	PROPN	N;MASC;SG
דוד	jose	דוד	jose	PROPN	
דוד	david	דוד	david	PROPN	PROPN
שלה	ella	של	él		PRO;FEM;SG;3
שלה	su	של	su		DET;SG;3
שלה	her	של	her		N
בנוסף	plus	בנוסף	plus	ADV	N
תחת	ass	תחת	ass	ADP	N
תחת	trasero	תחת	trasero	ADP	N;MASC;SG
תחת	culo	תחת	culo	ADP	N;MASC;SG
תחת	asno	תחת	asno	ADP	N;MASC;SG
תחת	trasero	תחת	trasero	ADP	N;MASC;SG
תחת	culo	תחת	culo	ADP	N;MASC;SG
תחת	debajo	תחת	debajo	ADP	ADV
תחת	under	תחת	under	ADP	PROPN
כתב	escribí	כתב	escribir	N;MASC;SG	V;IND;SG;1;PST;FIN
כתב	escribió	כתב	escribir	N;MASC;SG	V;IND;SG;3;PST;FIN
כתב	escribía	כתב	escribir	N;MASC;SG	V;IND;SG;3;IPFV;FIN
הקבוצה	grupo	הקבוצה	grupo	PROPN	N;MASC;SG
הקבוצה	group	הקבוצה	group	PROPN	N
הקבוצה	agrupar	הקבוצה	agrupar	PROPN	V;NFIN
הערך	valorar	הערך	valorar		V;NFIN
הערך	value	הערך	valar		N
הערך	valor	הערך	valor		N;MASC;SG
היום	today	היום	today	ADV	N
רבי	rabino	רבי	rabino	PROPN	N;MASC;SG
רבי	rebe	רבי	reber	PROPN	N;MASC;SG
מי	oms	מי	oms	ADV	N;FEM;SG
מי	quiénes	מי	quién	ADV	PRO;PL
מי	quién	מי	quién	ADV	PRO;SG
מי	quien	מי	quien	ADV	PRO;SG
למרות	apesar	למרות	apesar	ADP	
למרות	aunque	למרות	aunque	ADP	CONJ
למרות	aunque	למרות	aunque	ADP	CONJ
אחרות	otras	אחר	otro	ADJ;FEM;PL	PRO;FEM;PL
אחרות	otros	אחר	otro	ADJ;FEM;PL	PRO;MASC;PL
דה	duh	דה	duh	PROPN	INTJ
המלחמה	guerra	המלחם	guerra	PROPN	N;FEM;SG
המלחמה	war	המלחם	war	PROPN	N;SG
שונות	distinta	שונה	distinto	ADJ;FEM;PL	ADJ;FEM;SG
שונות	diferente	שונה	diferente	ADJ;FEM;PL	ADJ;SG
שונות	distintos	שונה	distinto	ADJ;FEM;PL	PRO;MASC;PL
שונות	distinto	שונה	distinto	ADJ;FEM;PL	ADJ;MASC;SG
שונות	varios	שונה	varios	ADJ;FEM;PL	PRO;MASC;PL
שונות	diversos	שונה	diverso	ADJ;FEM;PL	PRO;MASC;PL
הארץ	earth	הארץ	earth		N
הארץ	tierra	הארץ	tierra		N;FEM;SG
הארץ	terrestre	הארץ	terrestre		ADJ;SG
תאריך	cita	תאריך	cita	PROPN	N;FEM;SG
תאריך	fecha	תאריך	fecha	PROPN	N;FEM;SG
תאריך	date	תאריך	date	PROPN	V;IND;SG;2;PRS;FIN
עבר	pasadas	עבר	pasado	N;MASC;SG	ADJ;FEM;PL;V.PTCP
עבר	pasada	עבר	pasado	N;MASC;SG	ADJ;FEM;SG;V.PTCP
עבר	pasado	עבר	pasado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
עבר	pasados	עבר	pasado	N;MASC;SG	ADJ;MASC;PL;V.PTCP
עבר	movida	עבר	movido	N;MASC;SG	ADJ;FEM;SG;V.PTCP
עבר	movido	עבר	movido	N;MASC;SG	ADJ;MASC;SG;V.PTCP
עבר	conmovido	עבר	conmovido	N;MASC;SG	ADJ;MASC;SG;V.PTCP
עבר	trasladado	עבר	trasladar	N;MASC;SG	ADJ;MASC;SG;V.PTCP
עבר	pasó	עבר	pasar	N;MASC;SG	V;IND;SG;3;PST;FIN
אפשר	activar	אפשר	activar	V	V;NFIN
אפשר	habilitar	אפשר	habilitar	V	V;NFIN
אפשר	permitir	אפשר	permitir	V	V;NFIN
נוסף	añadido	None	añadido	ADP	ADJ;MASC;SG;V.PTCP
נוסף	agregados	None	agregado	ADP	ADJ;MASC;PL;V.PTCP
נוסף	añadida	None	añadido	ADP	ADJ;FEM;SG;V.PTCP
נוסף	añadió	None	añadir	ADP	V;IND;SG;3;PST;FIN
נוסף	agregó	None	agregar	ADP	V;IND;SG;3;PST;FIN
נוסף	agregado	None	agregar	ADP	ADJ;MASC;SG;V.PTCP
מרכז	céntrica	מרכז	céntrico	N;MASC;SG	ADJ;FEM;SG
מרכז	central	מרכז	central	N;MASC;SG	ADJ;SG
מרכז	centrales	מרכז	central	N;MASC;SG	N;FEM;PL
מרכז	céntrico	מרכז	céntrico	N;MASC;SG	ADJ;MASC;SG
מרכז	centrar	מרכז	centrar	N;MASC;SG	V;NFIN
שימוש	usando	שימוש	usar	N;MASC;SG	V;V.MSDR
שימוש	utilizando	שימוש	utilizar	N;MASC;SG	V;V.MSDR
שימוש	usar	שימוש	usar	N;MASC;SG	V;NFIN
שימוש	utilizar	שימוש	utilizar	N;MASC;SG	V;NFIN
שיש	mármol	שיש	mármol		N;MASC;SG
רוב	robar	רוב	robar	N;MASC;SG	V;NFIN
רוב	rob	רוב	rob	N;MASC;SG	PROPN
רוב	mayoritaria	רוב	mayoritario	N;MASC;SG	ADJ;FEM;SG
רוב	mayorías	רוב	mayoría	N;MASC;SG	N;FEM;PL
רוב	mayoritario	רוב	mayoritario	N;MASC;SG	ADJ;MASC;SG
כולל	integrador	כלל	integrador	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG
כולל	inclusiva	כלל	inclusiva	V;MASC;SG;V.PTCP;ACT	ADJ;FEM;SG
כולל	inclusivo	כלל	inclusivo	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG
כולל	incluye	כלל	incluir	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
כולל	incluida	כלל	incluido	V;MASC;SG;V.PTCP;ACT	ADJ;FEM;SG;V.PTCP
כולל	incluido	כלל	incluido	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
כולל	incluidos	כלל	incluido	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;PL;V.PTCP
כולל	incluidos	כלל	incluido	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;PL;V.PTCP
כולל	incluidas	כלל	incluir	V;MASC;SG;V.PTCP;ACT	ADJ;FEM;PL;V.PTCP
כולל	incluida	כלל	incluido	V;MASC;SG;V.PTCP;ACT	ADJ;FEM;SG;V.PTCP
כולל	incluído	כלל	incluído	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
כולל	incluido	כלל	incluido	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
גדול	large	גדול	large	ADJ;MASC;SG	N
גדול	grandes	גדול	grande	ADJ;MASC;SG	ADJ;PL
גדול	big	גדול	big	ADJ;MASC;SG	N
גדול	grandes	גדול	grande	ADJ;MASC;SG	ADJ;PL
ישראלים	israelí	ישראלי	israelí	N;MASC;PL	ADJ;SG
ישראלים	israelí	ישראלי	israelí	N;MASC;PL	ADJ;SG
מאז	desde	מאז	desde	ADV	ADP
יהודי	judías	יהודי	judía	N;MASC;SG	N;FEM;PL
יהודי	judía	יהודי	judío	N;MASC;SG	ADJ;FEM;SG
יהודי	judíos	יהודי	judío	N;MASC;SG	N;MASC;PL
יהודי	judía	יהודי	judío	N;MASC;SG	ADJ;FEM;SG
סוג	amable	סוג	amable	N;MASC;SG	ADJ;SG
סוג	escribe	סוג	escribir	N;MASC;SG	V;IND;SG;3;PRS;FIN
סוג	escriba	סוג	escribir	N;MASC;SG	V;IMP;SG;3;FIN
ראשון	domingo	ראשון	domingo	PROPN	N
ראשון	rishon	ראשון	rishon	PROPN	N;MASC;SG
ראשון	primera	ראשון	primero	PROPN	ADJ;FEM;SG
ראשון	primeras	ראשון	primero	PROPN	ADJ;FEM;PL
ראשון	primer	ראשון	primero	PROPN	ADJ;MASC;SG
ראשון	primeros	ראשון	primero	PROPN	ADJ;MASC;PL
ראשון	primero	ראשון	primero	PROPN	ADV
מידע	informaciones	מידע	información	N;MASC;SG	N;FEM;PL
מידע	datos	מידע	dato	N;MASC;SG	N;MASC;PL
ערכים	métricas	ערך	métrica	N;MASC;PL	ADJ;FEM;PL
ערכים	valora	ערך	valorar	N;MASC;PL	V;IND;SG;3;PRS;FIN
אנשים	pueblo	איש	pueblo	N;MASC;PL	N;MASC;SG
אנשים	gente	איש	gente	N;MASC;PL	N;FEM;SG
קובץ	fichero	קובץ	fichero	PROPN	N;MASC;SG
קובץ	expediente	קובץ	expediente	PROPN	N;MASC;SG
קובץ	archivo	קובץ	archivo	PROPN	N;MASC;SG
חבר	novios	חבר	novio	N;MASC;SG	N;MASC;PL
צריך	need	צריך	need	V;MASC;SG	N
צריך	necesitar	צריך	necesitar	V;MASC;SG	V;NFIN
צריך	necesito	צריך	necesitar	V;MASC;SG	V;IND;SG;1;PRS;FIN
צריך	necesita	צריך	necesitar	V;MASC;SG	V;IND;SG;3;PRS;FIN
צריך	necesidad	צריך	necesidad	V;MASC;SG	N;FEM;SG
צריך	debería	צריך	deber	V;MASC;SG	V;COND;SG;3;FIN
צריך	deberían	צריך	deber	V;MASC;SG	V;COND;PL;3;FIN
צריך	deberia	צריך	deberia	V;MASC;SG	V;IND;SG;3;PRS;FIN
צריך	debiera	צריך	deber	V;MASC;SG	V;SBJV;SG;3;IPFV;FIN
ויקיפדיה	wikipedia	ויקיפדיה	wikipedia	PROPN	N;FEM;SG
השם	hashem	השם	hashem		PROPN
השם	nombre	השם	nombre		N;MASC;SG
השם	name	השם	name		N
השם	denominación	השם	denominación		N;FEM;SG
בתוך	dentro	בתוך	dentro	ADP	ADV
בתוך	adentro	בתוך	adentro	ADP	
בתוך	inside	בתוך	insidir	ADP	INTJ
האדם	persona	האדם	persona		N;FEM;SG
כאן	aca	כאן	acair	ADV	INTJ
כאן	aqui	כאן	aqui	ADV	INTJ
מול	mol	מול	mol	ADP	N;MASC;SG
שלהם	sus	של	su		DET;PL;3
שלהם	su	של	su		DET;SG;3
לעתים	aveces	לעתים	avez	ADV	N
וגם	igualmente	וגם	igualmente		ADV
וגם	además	וגם	además		ADV
וגם	también	וגם	también		ADV
הים	mar	הים	mar		N;SG
השיר	canto	השיר	canto	ADV	N;MASC;SG
השיר	cancion	השיר	cancionar	ADV	N;FEM;SG
השיר	canción	השיר	canción	ADV	N;FEM;SG
השיר	song	השיר	song	ADV	PROPN
בזמן	mientras	בזמן	mientras	PROPN	CONJ
חדש	novedad	חדש	novedad	ADJ;MASC;SG	N;FEM;SG
חדש	nuevas	חדש	nuevo	ADJ;MASC;SG	ADJ;FEM;PL
חדש	nuevos	חדש	nuevo	ADJ;MASC;SG	ADJ;MASC;PL
חדש	novedades	חדש	novedad	ADJ;MASC;SG	N;FEM;PL
השלישי	iii	השליש	iii	PROPN	
השלישי	tercera	השליש	tercero	PROPN	ADJ;FEM;SG
השלישי	tercer	השליש	tercero	PROPN	ADJ;MASC;SG
השלישי	terceros	השליש	tercero	PROPN	N;MASC;PL
השלישי	tercero	השליש	tercero	PROPN	ADJ;MASC;SG
משה	moses	משה	mos	PROPN	N
משה	moisés	משה	moisés	PROPN	PROPN
משה	moshe	משה	moshe	PROPN	N;MASC;SG
גרמניה	alemanes	גרמניה	alemán	PROPN	N;MASC;PL
גרמניה	alemán	גרמניה	alemán	PROPN	N;MASC;SG
גרמניה	alemana	גרמניה	alemán	PROPN	ADJ;FEM;SG
