van	din	van	din		ADP;ACC
gebruik	utilizare	gebruik	utilizare	V;PRS	N;INDF;FEM;SG
afrikaanse	africani	afrikaans	african	N;PL	ADJ;INDF;MASC;PL
afrikaanse	africana	afrikaans	african	N;PL	N;DEF;FEM;SG
afrikaanse	africane	afrikaans	african	N;PL	ADJ;INDF;FEM;PL
afrikaanse	african	afrikaans	african	N;PL	ADJ;INDF;MASC;SG
groot	mare	groot	mare	V;PRS	ADJ;INDF;MASC;SG
meer	lacul	baie	lac	DET	N;DEF;MASC;SG
meer	lake	baie	lakă	DET	PROPN
meer	lac	baie	lac	DET	N;INDF;MASC;SG
meer	mai	baie	mai	DET	ADV
onder	dedesubt	onder	dedesubt	ADP	
kerk	biserica	kerk	biserică		N;DEF;FEM;SG
kerk	biserica	kerk	biserică		N;DEF;FEM;SG
duimnael	miniatura	duimnael	miniatură	V;PRS	N;DEF;FEM;SG
duimnael	miniatura	duimnael	miniatură	V;PRS	N;DEF;FEM;SG
tussen	intre	tussen	intra	ADP	V;SBJV;3;PRS;FIN
tussen	intre	tussen	intra	ADP	V;SBJV;3;PRS;FIN
baie	foarte	baie	foarte	DET	ADV
baie	multi	baie	mult	DET	
baie	multi	baie	mult	DET	
baie	multe	baie	mult	DET	PRO;FEM;PL;3
begin	start	begin	start	V;PRS	N;INDF;MASC;SG
begin	pornire	begin	pornire	V;PRS	N;INDF;FEM;SG
hul	lor	hul	lui	PRO;PL;3	DET;3
waar	unde	waar	unde	PRO	ADV
waar	adevarat	waar	adevarat	PRO	ADJ;INDF;MASC;SG
waar	adevarat	waar	adevarat	PRO	ADJ;INDF;MASC;SG
dié	asta	dié	acesta	DET	PRO;FEM;SG;3
dié	aceasta	dié	acesta	DET	PRO;FEM;SG;3
eeu	secolul	eeu	secol		N;DEF;MASC;SG
eeu	secol	eeu	secol		N;INDF;MASC;SG
eeu	century	eeu	century		PROPN
haar	ea	haar	el	PRO;ACC;SG;3	PRO;FEM;SG;3
eksterne	extern	ekstern	extern	V;PRS	ADJ;INDF;MASC;SG
eksterne	externe	ekstern	extern	V;PRS	ADJ;INDF;FEM;PL
eksterne	externi	ekstern	extern	V;PRS	ADJ;INDF;MASC;PL
eksterne	externa	ekstern	externa	V;PRS	ADJ;DEF;FEM;SG
eksterne	exterior	ekstern	exterior	V;PRS	N;INDF;MASC;SG
sien	vazand	sien	vazand	V;PRS	ADJ;INDF;MASC;SG
nuwe	noua	nuut	nou	ADJ;NOM	ADJ;DEF;FEM;SG
nuwe	noi	nuut	eu	ADJ;NOM	PRO;PL;1
nuwe	noua	nuut	nou	ADJ;NOM	ADJ;DEF;FEM;SG
leë	gol	leë	gol		N;INDF;MASC;SG
leë	goale	leë	gol		ADJ;INDF;FEM;PL
leë	goala	leë	gol		N;DEF;FEM;SG
leë	goala	leë	gol		N;DEF;FEM;SG
hom	el	hom	el	PRO;NOM;SG;3	PRO;MASC;SG;3
voor	front	voor	front	ADP	N;INDF;MASC;SG
voor	fata	voor	fată	ADP	N;DEF;FEM;SG
voor	inainte	voor	inainte	ADP	
voor	inainte	voor	inainte	ADP	
nog	nogai	nog	nogai	ADV	
naam	name	naam	name	N;SG	
deel	cota	deel	cotă	V;PRS	N;DEF;FEM;SG
deel	share	deel	share	V;PRS	
deel	parte	deel	parte	V;PRS	N;INDF;FEM;SG
deel	partea	deel	parte	V;PRS	N;DEF;FEM;SG
drie	three	drie	three	NUM	N;INDF;MASC;SG
sal	will	sal	will	V;PRS	PROPN
kon	putea	kan	putea	V;PST;FIN	V;IND;SG;3;IPFV;FIN
ons	our	ons	our	PRO;PL;1	N;INDF;MASC;SG
ons	noastra	ons	meu	PRO;PL;1	N;DEF;FEM;SG
ons	noastra	ons	meu	PRO;PL;1	N;DEF;FEM;SG
ons	nostru	ons	meu	PRO;PL;1	DET;MASC;SG;1
ons	noastre	ons	meu	PRO;PL;1	DET;FEM;PL;1
nasionale	nationala	nasionaal	national	ADJ;NOM	N;DEF;FEM;SG
nasionale	nationala	nasionaal	national	ADJ;NOM	N;DEF;FEM;SG
noord	north	noord	north		PROPN
noord	nordul	noord	nord		N;DEF;MASC;SG
noord	nord	noord	nord		N;INDF;MASC;SG
jpg	jpg	jpg	jpg		N
gebied	teritoriu	bied	teritoriu	V;PST;V.PTCP	N;INDF;MASC;SG
gebied	teritoriul	bied	teritoriu	V;PST;V.PTCP	N;DEF;MASC;SG
gebied	zona	bied	zonă	V;PST;V.PTCP	N;DEF;FEM;SG
gebied	zona	bied	zonă	V;PST;V.PTCP	N;DEF;FEM;SG
gebied	suprafata	bied	suprafată	V;PST;V.PTCP	N;DEF;FEM;SG
laat	tarziu	laat	tarziu	V;PRS	
laat	intarziat	laat	intarziat	V;PRS	ADJ;INDF;MASC;SG
laat	tarziu	laat	tarziu	V;PRS	
saam	impreuna	saam	impreuna	ADV	
saam	impreuna	saam	impreuna	ADV	
saam	impreuna	saam	impreuna	ADV	
style	styles	styal	styles		PROPN
style	stiluri	styal	stil		N;INDF;FEM;PL
style	stilurile	styal	stil		N;DEF;FEM;PL
moet	trebuie	moet	trebui	V;PRS	V;IND;3;PRS;FIN
weer	vremea	weer	vreme		N;DEF;FEM;SG
weer	vreme	weer	vreme		N;INDF;FEM;SG
werk	munca	werk	muncă	V;PRS	N;DEF;FEM;SG
werk	lucru	werk	lucru	V;PRS	N;INDF;MASC;SG
werk	munca	werk	muncă	V;PRS	N;DEF;FEM;SG
werk	iov	werk	iov	V;PRS	
werk	job	werk	job	V;PRS	N;INDF;MASC;SG
werk	werk	werk	werk	V;PRS	PROPN
klein	mic	klein	mic		ADJ;INDF;MASC;SG
klein	mica	klein	mic		ADJ;DEF;FEM;SG
klein	micii	klein	mic		N;DEF;MASC;PL
klein	mici	klein	mic		ADJ;INDF;PL
klein	minore	klein	minor		N;INDF;FEM;PL
klein	minora	klein	minoră		N;DEF;FEM;SG
klein	minora	klein	minoră		N;DEF;FEM;SG
klein	minor	klein	minor		ADJ;INDF;MASC;SG
klein	tiny	klein	tiny		N
oos	east	oos	east		PROPN
oos	est	oos	est		N;INDF;MASC;SG
oos	estul	oos	est		N;DEF;MASC;SG
geword	devin	word	deveni	V;PST;FIN	V;IND;PL;3;PRS;FIN
verenigde	unita	verenig	unita	ADJ;NOM	ADJ;DEF;FEM;SG
verenigde	united	verenig	united	ADJ;NOM	N;INDF;MASC;SG
wes	west	wes	west		PROPN
wes	vest	wes	vest		N;INDF;MASC;SG
wes	occident	wes	occident		N;INDF;MASC;SG
wes	vestul	wes	vest		N;DEF;MASC;SG
vorm	forma	vorm	formă	V;PRS	N;DEF;FEM;SG
vorm	forma	vorm	formă	V;PRS	N;DEF;FEM;SG
staan	stand	staan	sta	V;PRS	
genoem	mentionat	noem	mentiona	V;PST;V.PTCP	ADJ;INDF;MASC;SG
gemaak	facute	maak	face	V;PST;V.PTCP	ADJ;INDF;FEM;PL
gemaak	made	maak	made	V;PST;V.PTCP	
gemaak	facuta	maak	facuta	V;PST;V.PTCP	ADJ;DEF;FEM;SG
gemaak	facut	maak	face	V;PST;V.PTCP	ADJ;INDF;MASC;SG
gebou	cladire	bou	cladire	V;PST;V.PTCP	N;INDF;FEM;SG
gebou	cladire	bou	cladire	V;PST;V.PTCP	N;INDF;FEM;SG
gebou	cladirea	bou	cladire	V;PST;V.PTCP	N;DEF;FEM;SG
januarie	ianuarie	januarie	ianuarie		N;INDF;MASC;SG
januarie	manuala	januarie	manual		N;DEF;FEM;SG
januarie	manual	januarie	manual		N;INDF;MASC;SG
januarie	manualul	januarie	manual		N;DEF;MASC;SG
junie	iunie	junie	iunie		N;INDF;MASC;SG
amerikaanse	americana	amerikaans	americană	ADJ;NOM	N;DEF;FEM;SG
amerikaanse	americanca	amerikaans	americancă	ADJ;NOM	N;DEF;FEM;SG
nadat	dupa	nadat	dupa	CONJ	N;DEF;FEM;SG
nadat	dupa	nadat	dupa	CONJ	N;DEF;FEM;SG
april	aprilie	april	aprilie		N;INDF;MASC;SG
lank	inalt	lank	inalt	ADV	ADJ;INDF;MASC;SG
lank	inalta	lank	inalta	ADV	ADJ;DEF;FEM;SG
lank	inalt	lank	inalt	ADV	ADJ;INDF;MASC;SG
lank	inalta	lank	inalta	ADV	ADJ;DEF;FEM;SG
lank	lung	lank	lung	ADV	ADJ;INDF;MASC;SG
lank	lunga	lank	lung	ADV	ADJ;DEF;FEM;SG
lank	long	lank	long	ADV	
gestig	fondata	stig	fondata	V;PST;V.PTCP	N;DEF;FEM;SG
gestig	fondat	stig	fonda	V;PST;V.PTCP	ADJ;INDF;MASC;SG
oktober	octombrie	oktober	octombrie		N;INDF;MASC;SG
julie	iulie	julie	iulie		N;INDF;MASC;SG
sedert	lansat	sedert	lansat	ADP	ADJ;INDF;MASC;SG
sedert	lansata	sedert	lansat	ADP	ADJ;DEF;FEM;SG
sedert	lansate	sedert	lansa	ADP	ADJ;INDF;FEM;PL
kaapstad	barcelona	kaapstad	barcelonă		N;DEF;FEM;PL
september	septembrie	september	septembrie		N;INDF;MASC;SG
engels	engleza	engels	engleza		N;DEF;FEM;SG
engels	engleza	engels	engleza		N;DEF;FEM;SG
engels	romanian	engels	romanian		N;INDF;MASC;SG
party	party	party	party	V;PRS	N;INDF;MASC;SG
party	petrecere	party	petrecere	V;PRS	N;INDF;FEM;SG
party	partid	party	partid	V;PRS	N;INDF;MASC;SG
desember	decembrie	desember	decembrie		N;INDF;MASC;SG
maart	martie	maart	martie		N;INDF;MASC;SG
alle	toti	al	toti	DET	
alle	toti	al	toti	DET	
alle	toate	al	tot	DET	PRO;FEM;PL;3
alle	tot	al	tot	DET	PRO;MASC;SG;3
augustus	august	augustus	august		N;INDF;MASC;SG
gevolg	urmate	gevolg	urma	N;SG	ADJ;INDF;FEM;PL
gevolg	urmarit	gevolg	urmarit	N;SG	ADJ;INDF;MASC;SG
gevolg	urmat	gevolg	urma	N;SG	ADJ;INDF;MASC;SG
februarie	februarie	februarie	februarie		N;INDF;MASC;SG
meeste	majoritatea	baie	majoritate		N;DEF;FEM;SG
gebore	nascut	gebore	naște	V;PRS	ADJ;INDF;MASC;SG
gebore	nascuta	gebore	nascuta	V;PRS	N;DEF;FEM;SG
gebore	nascut	gebore	naște	V;PRS	ADJ;INDF;MASC;SG
provinsie	state	provinsie	stat	N;SG	N;INDF;FEM;PL
lewe	life	lewe	life	N;SG	
vier	four	vier	four	V;PRS	N;INDF;MASC;SG
vier	patru	vier	patru	V;PRS	NUM;PL
november	november	november	november		N;INDF;MASC;SG
november	noiembrie	november	noiembrie		N;INDF;MASC;SG
franse	franceza	frans	franceza	ADJ;NOM	N;DEF;FEM;SG
franse	franceza	frans	franceza	ADJ;NOM	N;DEF;FEM;SG
dood	moarta	dood	moarte	N;SG	ADJ;DEF;FEM;SG
dood	dead	dood	dead	N;SG	
dood	mort	dood	mort	N;SG	ADJ;INDF;MASC;SG
amptelike	oficiala	amptelik	oficială	ADJ;NOM	ADJ;DEF;FEM;SG
amptelike	oficiala	amptelik	oficială	ADJ;NOM	ADJ;DEF;FEM;SG
koning	regele	koning	rege		N;DEF;MASC;SG
koning	king	koning	king		N;INDF;MASC;SG
koning	rege	koning	rege		N;INDF;MASC;SG
der	der	der	der		N;INDF;MASC;SG
moes	avea	moet	avea	V;PST;FIN	V;IND;SG;3;IPFV;FIN
moes	avut	moet	avea	V;PST;FIN	V;MASC;SG;V.PTCP
dieselfde	acelasi	dieselfde	acelasi	ADJ;NOM	DET;MASC;SG;3
wêreld	world	wêreld	world	N;SG	PROPN
volgende	urmator	volg	urmator	N;SG	ADJ;INDF;MASC;SG
volgende	urmatoarea	volg	urmatore	N;SG	ADJ;DEF;FEM;SG
geleë	localizata	geleë	localizat		ADJ;DEF;FEM;SG
geleë	localizat	geleë	localiza		ADJ;INDF;MASC;SG
geleë	situat	geleë	situa		ADJ;INDF;MASC;SG
plaaslike	localnic	plaaslik	localnic	ADJ;NOM	N;INDF;MASC;SG
plaaslike	locala	plaaslik	locală	ADJ;NOM	ADJ;DEF;FEM;SG
regs	dreapta	regs	dreaptă	ADP	N;DEF;FEM;SG
regs	corect	regs	corect	ADP	ADV
internasionale	internationala	internasionaal	international	ADJ;NOM	ADJ;DEF;FEM;SG
internasionale	internationala	internasionaal	international	ADJ;NOM	ADJ;DEF;FEM;SG
eie	personaliza	eie	personaliza	ADJ;NOM	V;IND;SG;3;IPFV;FIN
eie	proprie	eie	propriu	ADJ;NOM	ADJ;INDF;FEM;SG
eers	primii	eers	prim		NUM;DEF;MASC;PL
eers	prima	eers	prim		NUM;DEF;FEM;SG
eers	primul	eers	prim		NUM;DEF;MASC;SG
pretoria	pretoria	pretoria	pretorie		PROPN
steeds	inca	steeds	inca	ADV	
steeds	inca	steeds	inca	ADV	
steeds	tot	steeds	tot	ADV	PRO;MASC;SG;3
stel	setata	stel	setată	V;PRS	N;DEF;FEM;SG
stel	set	stel	set	V;PRS	N;INDF;MASC;SG
stel	seteaza	stel	setează	V;PRS	V;IND;SG;3;IPFV;FIN
stel	setat	stel	setat	V;PRS	ADJ;INDF;MASC;SG
frankryk	franta	frankryk	frantă		PROPN
frankryk	franta	frankryk	frantă		PROPN
frankryk	franta	frankryk	frantă		PROPN
frankryk	france	frankryk	francă		N;INDF;MASC;SG
naby	langa	naby	langă	ADP	
verwys	citata	verwys	citata	V;PRS	N;DEF;FEM;SG
einde	termina	einde	termina	N;SG	V;IND;SG;3;IPFV;FIN
einde	finalizeaza	einde	finalizează	N;SG	V;IND;SG;3;IPFV;FIN
einde	sfarsit	einde	sfarsi	N;SG	
einde	sfarsit	einde	sfarsi	N;SG	
duitsland	germania	duitsland	germania	N;SG	PROPN
kaap	cape	kaap	cape		N;INDF;MASC;SG
kaap	pelerina	kaap	pelerină		N;DEF;FEM;SG
kaap	pelerina	kaap	pelerină		N;DEF;FEM;SG
wanneer	cand	wanneer	cand	PRO	
wanneer	cand	wanneer	cand	PRO	
laaste	ultimele	laaste	ultim	DET	NUM;DEF;FEM;PL
laaste	ultima	laaste	ultim	DET	NUM;DEF;FEM;SG
laaste	ultimul	laaste	ultim	DET	NUM;DEF;MASC;SG
laaste	last	laaste	last	DET	N;INDF;MASC;SG
besluit	decizia	besluit	decizie	V;PRS	N;DEF;FEM;SG
besluit	decizie	besluit	decizie	V;PRS	N;INDF;FEM;SG
besluit	decisa	besluit	decisa	V;PRS	N;DEF;FEM;SG
besluit	decis	besluit	decide	V;PRS	N;INDF;MASC;SG
besluit	hotarat	besluit	hotarat	V;PRS	ADJ;INDF;MASC;SG
ryk	empire	ryk	empire		N;INDF;MASC;SG
ryk	imperiul	ryk	imperiu		N;DEF;MASC;SG
ryk	imperiu	ryk	imperiu		N;INDF;MASC;SG
ryk	imperiului	ryk	imperiu		N;DEF;MASC;SG
ryk	bogata	ryk	bogat		ADJ;DEF;FEM;SG
ryk	bogata	ryk	bogat		ADJ;DEF;FEM;SG
ryk	rich	ryk	rich		PROPN
ryk	bogat	ryk	bogat		ADJ;INDF;MASC;SG
asook	filantropie	asook	filantropie	CONJ	N;INDF;FEM;SG
sommige	unele	sommige	unul	DET	PRO;FEM;PL;3
sommige	unii	sommige	unul	DET	PRO;MASC;PL;3
afrikaans	afrikaans	afrikaans	afrikaans		N;INDF;MASC;SG
geskiedenis	istoric	geskiedenis	istoric	N;SG	ADJ;INDF;MASC;SG
vis	peste	vis	peste	N;SG	ADP;ACC
vis	pesti	vis	pesti	N;SG	N;INDF;MASC;PL
vis	pesti	vis	pesti	N;SG	N;INDF;MASC;PL
plaas	ferma	plaas	fermă	V;PRS	N;DEF;FEM;SG
plaas	ferma	plaas	fermă	V;PRS	N;DEF;FEM;SG
plaas	posteaza	plaas	postează	V;PRS	V;IND;SG;3;IPFV;FIN
plaas	post	plaas	post	V;PRS	N;INDF;MASC;SG
plaas	postare	plaas	postare	V;PRS	N;INDF;FEM;SG
plaas	postarea	plaas	postare	V;PRS	N;DEF;FEM;SG
wikipedia	wikipedia	wikipedia	wikipedia		N;DEF;FEM;SG
wetenskaplike	cercetator	wetenskaplik	cercetator	ADJ;NOM	N;INDF;MASC;SG
wetenskaplike	savant	wetenskaplik	savant	ADJ;NOM	N;INDF;MASC;SG
wetenskaplike	stiintifica	wetenskaplik	stiintifica	ADJ;NOM	ADJ;DEF;FEM;SG
ontwikkel	dezvoltate	ontwikkel	dezvoltat	V;PRS	ADJ;INDF;FEM;PL
ontwikkel	dezvoltata	ontwikkel	dezvoltata	V;PRS	ADJ;DEF;FEM;SG
ontwikkel	dezvoltat	ontwikkel	dezvolta	V;PRS	ADJ;INDF;MASC;SG
ontwikkel	dezvolta	ontwikkel	dezvolta	V;PRS	V;IND;SG;3;IPFV;FIN
ontwikkel	dezvolta	ontwikkel	dezvolta	V;PRS	V;IND;SG;3;IPFV;FIN
lande	tari	land	tari	N;PL	ADJ;INDF;FEM;PL
lande	tari	land	tari	N;PL	ADJ;INDF;FEM;PL
seun	fiule	seun	fiu	N;SG	
algemene	generalul	algemeen	general	ADV	N;DEF;MASC;SG
algemene	generale	algemeen	general	ADV	ADJ;INDF;FEM;PL
algemene	general	algemeen	general	ADV	ADJ;INDF;MASC;SG
verskillende	diferita	verskil	diferita	ADJ;NOM	ADJ;DEF;FEM;SG
verskillende	diferita	verskil	diferita	ADJ;NOM	ADJ;DEF;FEM;SG
europa	europei	europa	europă		PROPN;DEF;FEM;SG
europa	europa	europa	europa		PROPN
europa	europa	europa	europa		PROPN
stadion	stadion	stadion	stadion		N;INDF;MASC;SG
stadion	stadium	stadion	stadium		PROPN
stadion	stadionul	stadion	stadion		N;DEF;MASC;SG
belangrike	important	belangrik	important	ADJ;NOM	ADV
belangrike	importanta	belangrik	important	ADJ;NOM	ADJ;DEF;FEM;SG
belangrike	importanta	belangrik	important	ADJ;NOM	ADJ;DEF;FEM;SG
neem	ia	neem	lua	V;PRS	
neem	luati	neem	lua	V;PRS	
tans	cadou	tans	cadou	ADV	N;INDF;MASC;SG
tans	prezente	tans	prezent	ADV	V;IND;PL;3;PRS;FIN
tans	prezentul	tans	prezent	ADV	N;DEF;MASC;SG
tans	prezent	tans	prezent	ADV	N;INDF;MASC;SG
tans	prezenta	tans	prezent	ADV	ADJ;DEF;FEM;SG
kort	scurt	kort	scurt		ADV
kort	scurta	kort	scurta		ADJ;DEF;FEM;SG
kort	scurta	kort	scurta		ADJ;DEF;FEM;SG
kort	short	kort	short		N;INDF;MASC;SG
kort	scurte	kort	scurt		ADJ;INDF;FEM;PL
self	self	self	self	PRO;SG;3;REFL	
mens	umane	mens	uman		ADJ;INDF;FEM;PL
mens	om	mens	om		N;INDF;MASC;SG
mens	umana	mens	umană		ADJ;DEF;FEM;SG
mens	uman	mens	uman		ADJ;INDF;MASC;SG
binne	interior	binne	interior	ADP	N;INDF;MASC;SG
binne	inauntru	binne	inauntru	ADP	
swart	crapatura	swart	crapatură		N;DEF;FEM;SG
swart	crack	swart	crack		N;INDF;MASC;SG
swart	neagra	swart	negru		ADJ;DEF;FEM;SG
swart	negru	swart	negru		ADJ;INDF;MASC;SG
swart	neagra	swart	negru		ADJ;DEF;FEM;SG
swart	black	swart	black		N;INDF;MASC;SG
europese	europeana	europees	european	ADJ;NOM	N;DEF;FEM;SG
moontlik	posibile	moontlik	posibil	ADV	ADJ;INDF;FEM;PL
moontlik	posibila	moontlik	posibil	ADV	ADJ;DEF;FEM;SG
moontlik	posibila	moontlik	posibil	ADV	ADJ;DEF;FEM;SG
gehou	placea	hou	place	V;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
gehou	placut	hou	placut	V;PST;V.PTCP	N;INDF;MASC;SG
per	per	per	per	ADP	
vroeë	early	vroeg	early	ADJ;NOM	N;INDF;MASC;SG
vroeë	timpuriu	vroeg	timpuriu	ADJ;NOM	ADV
vroeë	devreme	vroeg	devreme	ADJ;NOM	ADV
voorkom	preveni	voorkom	preveni	V;PRS	
mag	may	mag	may	V;PRS	
geneem	luata	neem	lua	V;PST;V.PTCP	ADJ;DEF;FEM;SG
geneem	luat	neem	lua	V;PST;V.PTCP	ADJ;INDF;MASC;SG
geneem	luate	neem	luat	V;PST;V.PTCP	ADJ;INDF;FEM;PL
hoe	cum	hoe	cum	PRO	ADV
volg	urmari	volg	urmare	V;PRS	
volg	pista	volg	pistă	V;PRS	N;DEF;FEM;SG
volg	pista	volg	pistă	V;PRS	N;DEF;FEM;SG
volg	urmeaza	volg	urmează	V;PRS	V;IND;SG;3;IPFV;FIN
volg	follow	volg	follow	V;PRS	
volg	urmeaza	volg	urmează	V;PRS	V;IND;SG;3;IPFV;FIN
soms	ocazionale	soms	ocazional	PART	ADJ;INDF;FEM;PL
soms	ocazional	soms	ocazional	PART	ADV
soms	uneori	soms	uneori	PART	ADV
soms	cateodata	soms	cateodată	PART	
engeland	anglia	engeland	anglie		PROPN
engeland	england	engeland	england		PROPN
johannes	johannes	johannes	johannes		PROPN
johannes	john	johannes	john		PROPN
johannes	ioan	johannes	ioan		PROPN
vyf	five	vyf	fiv	NUM	N;INDF;MASC;SG
sonder	fara	sonder	fară	ADP	
sonder	fara	sonder	fară	ADP	
johannesburg	johannesburg	johannesburg	johannesburg	PROPN;SG	N;INDF;MASC;SG
ontwerp	proiectare	ontwerp	proiectare	V;PRS	N;INDF;FEM;SG
ontwerp	design	ontwerp	design	V;PRS	N;INDF;MASC;SG
ontwerp	proiectarea	ontwerp	proiectare	V;PRS	N;DEF;FEM;SG
aarde	pamint	aarde	pamint	N;SG	
aarde	pamant	aarde	pamant	N;SG	
aarde	pamant	aarde	pamant	N;SG	
gee	dati	gee	da	V;PRS	
gee	da	gee	da	V;PRS	ADV
kry	ia	kry	lua	V;PRS	
paar	putine	paar	putea		ADJ;INDF;FEM;PL
john	john	john	john		PROPN
john	ioan	john	ioan		PROPN
moderne	moderni	modern	modern	N;SG	ADJ;INDF;MASC;PL
moderne	moderna	modern	moderna	N;SG	ADJ;DEF;FEM;SG
moderne	modern	modern	modern	N;SG	ADJ;INDF;MASC;SG
moderne	moderne	modern	modern	N;SG	ADJ;INDF;FEM;PL
moderne	moderna	modern	moderna	N;SG	ADJ;DEF;FEM;SG
ontvang	primite	ontvang	primit	V;PRS	ADJ;INDF;FEM;PL
ontvang	primita	ontvang	primita	V;PRS	ADJ;DEF;FEM;SG
ontvang	primirea	ontvang	primire	V;PRS	N;DEF;FEM;SG
bly	bly	bly	bly	V;PRS	PROPN
bly	ramai	bly	ramai	V;PRS	V;IND;SG;2;PRS;FIN
bly	stai	bly	sta	V;PRS	V;IND;SG;2;IPFV;FIN
amerika	americii	amerika	americ	N;SG	PROPN;DEF;FEM;SG
hoewel	desi	hoewel	desi	CONJ	
hoewel	desi	hoewel	desi	CONJ	
hoewel	desi	hoewel	desi	CONJ	
webwerf	website	webwerf	websit	N;SG	
staat	state	staat	stat	N;SG	N;INDF;FEM;PL
weens	datorate	weens	datorat	ADP	ADJ;INDF;FEM;PL
weens	datorata	weens	datorat	ADP	N;DEF;FEM;SG
vandag	astazi	vandag	astazi	ADV	
vandag	astazi	vandag	astazi	ADV	
daardie	acelea	daardie	acela	DET	PRO;FEM;PL;3
daardie	alea	daardie	acela	DET	PRO;FEM;PL;3
ekonomiese	economica	ekonomies	economică	ADJ;NOM	ADJ;DEF;FEM;SG
aanvaar	acceptat	aanvaar	acceptat	V;PRS	ADJ;INDF;MASC;SG
aanvaar	acceptate	aanvaar	accepta	V;PRS	ADJ;INDF;FEM;PL
aanvaar	acceptata	aanvaar	acceptată	V;PRS	ADJ;DEF;FEM;SG
aanvaar	acceptata	aanvaar	acceptată	V;PRS	ADJ;DEF;FEM;SG
aanvaar	acceptam	aanvaar	accepta	V;PRS	V;IND;1;IPFV;FIN
aanvaar	accepta	aanvaar	accepta	V;PRS	V;IND;SG;3;IPFV;FIN
aanvaar	accepta	aanvaar	accepta	V;PRS	V;IND;SG;3;IPFV;FIN
hou	tineti	hou	tineti	V;PRS	
hou	tine	hou	tu	V;PRS	PRO;ACC;SG;2
hou	pastrati	hou	pastra	V;PRS	
hou	pastreaza	hou	pastreză	V;PRS	V;IND;SG;3;IPFV;FIN
geskryf	scrisa	skryf	scrisa	V;PST;V.PTCP	ADJ;DEF;FEM;SG
geskryf	scris	skryf	scris	V;PST;V.PTCP	N;INDF;MASC;SG
geskryf	scrisa	skryf	scrisa	V;PST;V.PTCP	ADJ;DEF;FEM;SG
geskryf	arsa	skryf	arde	V;PST;V.PTCP	N;DEF;FEM;SG
hele	intreg	heel	intreg	ADJ;NOM	
hele	intreg	heel	intreg	ADJ;NOM	
skrywer	scriitoare	skrywer	scriitor	N;SG	ADJ;INDF;FEM
see	seneca	see	senecă		N;INDF;MASC;SG
see	mare	see	mare		ADJ;INDF;MASC;SG
see	marea	see	mare		N;DEF;FEM;SG
