kategória	категории	kategória	категория	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
bola	была	byť	быть	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
ktoré	которое	ktorý	который	DET;NOM;NEUT;SG	PRO;NOM
ktoré	которая	ktorý	который	DET;NOM;NEUT;SG	PRO;NOM
ktoré	которые	ktorý	который	DET;NOM;NEUT;SG	PRO;NOM
ktoré	который	ktorý	который	DET;NOM;NEUT;SG	PRO;NOM
ktorý	которое	ktorý	который	DET;ANIM;NOM;MASC;SG	PRO;NOM
ktorý	которая	ktorý	который	DET;ANIM;NOM;MASC;SG	PRO;NOM
ktorý	которые	ktorý	который	DET;ANIM;NOM;MASC;SG	PRO;NOM
ktorý	который	ktorý	который	DET;ANIM;NOM;MASC;SG	PRO;NOM
socorro	сокорро	socorro	сокорро	N;NOM;NEUT;SG	
externé	внешние	externý	внешний	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
externé	внешних	externý	внешний	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
iné	другой	iný	другой	DET;NOM;NEUT;SG	ADJ;NOM;MASC;SG
iné	другая	iný	другой	DET;NOM;NEUT;SG	ADJ;NOM;FEM;SG
iné	другое	iný	другой	DET;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
iné	другие	iný	другой	DET;NOM;NEUT;SG	ADJ;NOM;PL
iné	прочие	iný	прочий	DET;NOM;NEUT;SG	ADJ;NOM;PL
iné	другие	iný	другой	DET;NOM;NEUT;SG	ADJ;NOM;PL
iné	прочие	iný	прочий	DET;NOM;NEUT;SG	ADJ;NOM;PL
bolo	была	byť	быть	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
obcí	коммуны	obec	коммун	N;GEN;FEM;PL	N;INAN;NOM;FEM;PL
obcí	общины	obec	община	N;GEN;FEM;PL	N;INAN;NOM;FEM;PL
obcí	муниципалитеты	obec	муниципалитет	N;GEN;FEM;PL	N;INAN;NOM;MASC;PL
obci	коммуна	obec	коммуна	N;DAT;FEM;SG	N;INAN;NOM;FEM;SG
jej	ее	ona	она	PRO;DAT;FEM;SG;3	PRO;ACC;FEM;SG;3
jej	её	ona	она	PRO;DAT;FEM;SG;3	PRO;ACC;FEM;SG;3
ich	их	on	они	PRO;NOM;MASC;PL;3	PRO;ACC;PL;3
ich	их	on	они	PRO;NOM;MASC;PL;3	PRO;ACC;PL;3
ich	ich	on	ich	PRO;NOM;MASC;PL;3	PROPN
projekty	проектов	projekt	проект	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL
team	команда	team	команда	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;FEM;SG
team	team	team	team	PROPN;ANIM;NOM;MASC;SG	PROPN
francúzska	французский	francúzsky	французский	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
francúzska	французы	francúzsky	француз	N;NOM;FEM;SG	N;ANIM;NOM;MASC;PL
francúzska	французское	francúzsky	французский	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
francúzska	французская	francúzsky	французский	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
francúzska	франции	francúzsky	франция	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
francúzska	france	francúzsky	france	N;NOM;FEM;SG	PROPN
najvyšší	верховный	vysoký	верховный	ADJ;ANIM;NOM;RL;MASC;SG	ADJ;NOM;MASC;SG
najvyšší	высшая	vysoký	высший	ADJ;ANIM;NOM;RL;MASC;SG	ADJ;NOM;FEM;SG
najvyšší	высший	vysoký	высший	ADJ;ANIM;NOM;RL;MASC;SG	ADJ;NOM;MASC;SG
najvyšší	наивысший	vysoký	наивысший	ADJ;ANIM;NOM;RL;MASC;SG	ADJ;NOM;MASC;SG
však	однако	však	однако	PART	ADV
pod	ниже	pod	низкий	ADP;INS	ADJ;CMPR
pod	бод	pod	бод	ADP;INS	
pred	пре	pred	пре	ADP;INS	
pred	прежде	pred	прежде	ADP;INS	ADV
vývoj	события	vývoj	событие	N;INAN;NOM;MASC;SG	N;INAN;NOM;NEUT;PL
graf	граф	graf	граф	N;INAN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
kde	kde	kde	kde	ADV	N;INAN;NOM;MASC;SG
môže	мая	môcť	май	V;IPFV;IND;SG;3;POS;PRS;FIN	N;INAN;GEN;MASC;SG
môže	мэй	môcť	мэй	V;IPFV;IND;SG;3;POS;PRS;FIN	N;ANIM;NOM;FEM;SG
môže	май	môcť	май	V;IPFV;IND;SG;3;POS;PRS;FIN	
môže	майские	môcť	майский	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;PL
môže	могу	môcť	мочь	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
môže	можно	môcť	можно	V;IPFV;IND;SG;3;POS;PRS;FIN	ADV
môže	can	môcť	can	V;IPFV;IND;SG;3;POS;PRS;FIN	PROPN
nasledujúci	далее	nasledujúci	далее	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT	ADV
nasledujúci	next	nasledujúci	next	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT	PROPN
zobrazuje	отображение	zobrazovať	отображение	V;IPFV;IND;SG;3;POS;PRS;FIN	N;INAN;NOM;NEUT;SG
keď	when	keď	when	CONJ	PROPN
mesto	town	mesto	town	N;NOM;NEUT;SG	PROPN
mesto	city	mesto	city	N;NOM;NEUT;SG	PROPN
mesto	города	mesto	город	N;NOM;NEUT;SG	N;INAN;NOM;MASC;PL
tiež	также	tiež	также	PART	ADV
usa	сша	usa	сшать		N;INAN;NOM;PL
usa	usa	usa	usa		PROPN
rokov	годы	rok	год	N;INAN;GEN;MASC;PL	N;INAN;ACC;MASC;PL
rokov	years	rok	years	N;INAN;GEN;MASC;PL	PROPN
september	сентября	september	сентябрь	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
úmrtia	death	úmrtie	death	N;NOM;NEUT;PL	PROPN
úmrtia	смерть	úmrtie	смерть	N;NOM;NEUT;PL	N;INAN;NOM;FEM;SG
úmrtia	умершие	úmrtie	умереть	N;NOM;NEUT;PL	V;PFV;NOM;PL;PST;V.PTCP;ACT
úmrtia	смерти	úmrtie	смерть	N;NOM;NEUT;PL	N;INAN;GEN;FEM;SG
neskôr	позднее	neskôr	поздно	ADV	ADV;CMPR
neskôr	позже	neskôr	поздно	ADV	ADV;CMPR
slovenský	словацкой	slovenský	словацка	ADJ;ANIM;NOM;MASC;SG	ADJ;INS;FEM;SG
aby	сделать	aby	делать	CONJ;COND	V;PFV;NFIN;ACT
aby	make	aby	make	CONJ;COND	PROPN
storočia	веков	storočie	век	N;NOM;NEUT;PL	N;INAN;GEN;MASC;PL
storočia	век	storočie	век	N;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
storočia	столетие	storočie	столетие	N;NOM;NEUT;PL	N;INAN;NOM;NEUT;SG
nad	nad	nad	nad	ADP;INS	PROPN
nad	выше	nad	высокий	ADP;INS	ADJ;CMPR
utc	utc	utc	utc		
jpg	jpg	jpg	jpg		
časti	запчасти	časť	запчасть	N;DAT;FEM;SG	N;INAN;NOM;FEM;PL
časti	частей	časť	часть	N;DAT;FEM;SG	N;INAN;GEN;FEM;PL
časti	части	časť	часть	N;DAT;FEM;SG	N;INAN;NOM;FEM;PL
stránka	страницу	stránka	страница	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
stránka	page	stránka	page	N;NOM;FEM;SG	PROPN
stránka	страницы	stránka	страница	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
skupiny	группа	skupina	группа	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
skupiny	group	skupina	group	N;NOM;FEM;PL	PROPN
skupiny	групп	skupina	группа	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
html	html	htmly	html	N;INAN;NOM;MASC;SG	PROPN
roka	год	rok	год	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
ktorú	которое	ktorý	который	DET;ACC;FEM;SG	PRO;NOM
ktorú	которая	ktorý	который	DET;ACC;FEM;SG	PRO;NOM
ktorú	которые	ktorý	который	DET;ACC;FEM;SG	PRO;NOM
ktorú	который	ktorý	который	DET;ACC;FEM;SG	PRO;NOM
časť	частично	časť	частично	N;NOM;FEM;SG	ADV
október	октября	október	октябрь	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
október	октября	október	октябрь	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
mesta	town	mesto	town	N;NOM;NEUT;SG	PROPN
mesta	city	mesto	city	N;NOM;NEUT;SG	PROPN
mesta	города	mesto	город	N;NOM;NEUT;SG	N;INAN;NOM;MASC;PL
marec	марта	marec	март	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
august	августа	august	август	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
skupina	группы	skupina	группа	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
skupina	group	skupina	group	N;NOM;FEM;SG	PROPN
oficiálna	официальных	oficiálny	официальный	ADJ;NOM;FEM;SG	ADJ;GEN;PL
oficiálna	официальные	oficiálny	официальный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
narodenia	рождения	narodenie	рождение	N;NOM;NEUT;PL	N;INAN;NOM;NEUT;SG
narodenia	рождение	narodenie	рождение	N;NOM;NEUT;PL	N;INAN;NOM;NEUT;SG
tento	this	tento	this	DET;INAN;NOM;MASC;SG	PROPN
tento	это	tento	это	DET;INAN;NOM;MASC;SG	PRO;INAN;NOM;NEUT;SG
osobnosti	деятелей	osobnosť	деятель	N;NOM;FEM;PL	N;ANIM;GEN;MASC;PL
osobnosti	индивидуальность	osobnosť	индивидуальность	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
osobnosti	личность	osobnosť	личность	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
bratislava	братиславе	bratislava	братислав	N;NOM;FEM;SG	N;INAN;ESS;MASC;SG
november	ноября	november	ноябрь	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
november	ноя	november	она	N;INAN;NOM;MASC;SG	
december	дек	december	дек	N;INAN;NOM;MASC;SG	
roky	годы	rok	год	N;INAN;NOM;MASC;PL	N;INAN;ACC;MASC;PL
roky	лет	rok	год	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL
roky	years	rok	years	N;INAN;NOM;MASC;PL	PROPN
oblasti	область	oblasť	область	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
oblasti	район	oblasť	район	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
oblasti	площадь	oblasť	площадь	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
január	января	január	январь	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
mal	тза	mať	тза	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	
mal	мэл	mať	мэл	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	N;ANIM;NOM;MASC;SG
mal	мал	mať	маленький	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	ADJ;MASC;SG
mal	мол	mať	мол	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	ADV
apríl	апр	aprila	апр	N;INAN;NOM;MASC;SG	
apríl	эйприл	aprila	эйприль	N;INAN;NOM;MASC;SG	N;ANIM;NOM;FEM;SG
apríl	апреля	aprila	апрель	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
sveta	world	svet	world	N;INAN;GEN;MASC;SG	PROPN
sveta	мир	svet	мир	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
najmä	особенно	najmä	особенно	PART	ADV
viac	более	viac	более	NUM;NOM;NEUT;SG	ADV;CMPR
viac	больше	viac	больше	NUM;NOM;NEUT;SG	ADV;CMPR
viac	еще	viac	еще	NUM;NOM;NEUT;SG	ADV
február	февраля	február	февраль	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
február	февраля	február	февраль	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
mužov	мужчин	muž	мужчина	N;ANIM;ACC;MASC;PL	N;ANIM;GEN;MASC;PL
mužov	men	muž	men	N;ANIM;ACC;MASC;PL	PROPN
mužov	мужчины	muž	мужчина	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
mužov	мужики	muž	мужик	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
názov	конфессии	názov	конфессия	N;INAN;NOM;MASC;SG	N;INAN;NOM;FEM;PL
okolo	вокруг	okolo	вокруг	ADP;GEN	ADV
prvý	сначала	prvý	сначала	ADJ;ANIM;NOM;MASC;SG	ADV
prvý	first	prvý	first	ADJ;ANIM;NOM;MASC;SG	PROPN
text	текста	text	текст	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
máj	мая	mať	май	INTJ	N;INAN;GEN;MASC;SG
máj	мэй	mať	мэй	INTJ	N;ANIM;NOM;FEM;SG
máj	май	mať	май	INTJ	
máj	майские	mať	майский	INTJ	ADJ;NOM;PL
slovenskej	словацкой	slovenský	словацка	ADJ;GEN;FEM;SG	ADJ;INS;FEM;SG
slovenskej	словацкая	slovenský	словацкий	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;SG
spolu	всего	spolu	все	ADV	PRO;INAN;GEN;NEUT;SG
tom	том	to	то	DET;NOM;NEUT;SG	PRO;INAN;NOM;NEUT;SG
majstrovstvá	чемпионат	majstrovstvo	чемпионат	N;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
saint	святой	saint	святой	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
saint	сен	saint	сен	PROPN;ANIM;NOM;MASC;SG	
saint	сент	saint	сент	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
saint	святая	saint	святой	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
americký	американские	americký	американский	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;PL
americký	american	americký	american	ADJ;ANIM;NOM;MASC;SG	PROPN
americký	американских	americký	американский	ADJ;ANIM;NOM;MASC;SG	ADJ;GEN;PL
americký	американец	americký	американец	ADJ;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
júl	июл	júl	июль	N;INAN;NOM;MASC;SG	
cez	виа	cez	виа	ADP;ACC	N;INAN;NOM;MASC;SG
cez	via	cez	via	ADP;ACC	PROPN
asi	возможно	asi	возможный	PART	ADJ;NEUT;SG
asi	вероятно	asi	вероятно	PART	ADV
asi	угадай	asi	угадать	PART	V;IPFV;IMP;SG;2;FIN;ACT
asi	думаю	asi	думать	PART	V;IPFV;IND;SG;1;PRS;FIN;ACT
asi	угадать	asi	угадать	PART	V;PFV;NFIN;ACT
jeden	одна	jeden	один	NUM;ANIM;NOM;MASC;SG	DET;NOM;FEM;SG
jeden	one	jeden	one	NUM;ANIM;NOM;MASC;SG	PROPN
jeden	одно	jeden	один	NUM;ANIM;NOM;MASC;SG	DET;NOM;NEUT;SG
objavil	обнаруженные	objaviť	обнаружить	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
ktorých	чьи	ktorý	чей	DET;ANIM;ACC;MASC;PL	DET;NOM;PL
ktorých	чей	ktorý	чей	DET;ANIM;ACC;MASC;PL	DET;NOM;MASC;SG
ktorých	чье	ktorý	чей	DET;ANIM;ACC;MASC;PL	DET;NOM;NEUT;SG
ktorých	чья	ktorý	чей	DET;ANIM;ACC;MASC;PL	DET;NOM;FEM;SG
vojny	war	vojna	war	N;NOM;FEM;PL	PROPN
vojny	война	vojna	война	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
vojny	войн	vojna	война	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
ulica	street	ulica	street	N;NOM;FEM;SG	PROPN
žien	женское	žena	женский	N;GEN;FEM;PL	ADJ;NOM;NEUT;SG
žien	женщины	žena	женщина	N;GEN;FEM;PL	N;ANIM;NOM;FEM;PL
žien	женский	žena	женский	N;GEN;FEM;PL	ADJ;NOM;MASC;SG
žien	женская	žena	женский	N;GEN;FEM;PL	ADJ;NOM;FEM;SG
žien	женщина	žena	женщина	N;GEN;FEM;PL	N;ANIM;NOM;FEM;SG
žien	женщины	žena	женщина	N;GEN;FEM;PL	N;ANIM;NOM;FEM;PL
januára	январь	január	январь	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
toto	this	toto	this	DET;NOM;NEUT;SG	PROPN
toto	это	toto	это	DET;NOM;NEUT;SG	PRO;INAN;NOM;NEUT;SG
toto	тото	toto	тото	DET;NOM;NEUT;SG	
ktorí	кто	ktorý	кто	DET;ANIM;NOM;MASC;PL	PRO;NOM
ktorí	who	ktorý	who	DET;ANIM;NOM;MASC;PL	PROPN
ktorí	воз	ktorý	воз	DET;ANIM;NOM;MASC;PL	N;INAN;NOM;MASC;SG
všetky	всем	všetok	все	DET;INAN;NOM;MASC;PL	PRO;ANIM;DAT;PL
všetky	всех	všetok	все	DET;INAN;NOM;MASC;PL	PRO;ANIM;ACC;PL
všetky	all	všetok	all	DET;INAN;NOM;MASC;PL	PROPN
všetky	все	všetok	все	DET;INAN;NOM;MASC;PL	PRO;INAN;NOM;NEUT;SG
francúzsky	французский	francúzsky	французский	N;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
francúzsky	французы	francúzsky	француз	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;PL
francúzsky	французское	francúzsky	французский	N;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
francúzsky	французская	francúzsky	французский	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
mestá	городах	mesto	город	N;NOM;NEUT;PL	N;INAN;ESS;MASC;PL
mestá	городов	mesto	город	N;NOM;NEUT;PL	N;INAN;GEN;MASC;PL
žije	жизней	žiť	жизнь	V;IPFV;IND;SG;3;POS;PRS;FIN	N;INAN;GEN;FEM;PL
žije	жизни	žiť	жизнь	V;IPFV;IND;SG;3;POS;PRS;FIN	N;INAN;NOM;FEM;PL
český	чешской	český	чешский	ADJ;ANIM;NOM;MASC;SG	ADJ;INS;FEM;SG
český	český	český	uesk	ADJ;ANIM;NOM;MASC;SG	PROPN
ján	джен	ján	джен	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;FEM;SG
ján	ян	ján	ян	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ján	яна	ján	яна	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;FEM;SG
ján	джан	ján	джан	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ján	джон	ján	джон	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ján	иоанн	ján	иоанный	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
niekoľko	несколько	niekoľko	несколько	DET;NOM;NEUT;SG	ADV
okres	округ	okres	округ	INTJ	N;INAN;NOM;MASC;SG
okres	район	okres	район	INTJ	N;INAN;NOM;MASC;SG
jún	чжун	jún	чжун	INTJ	PART
jún	июнь	jún	июнь	INTJ	N;INAN;NOM;MASC;SG
jún	джун	jún	джун	INTJ	N;ANIM;NOM;FEM;SG
jún	июня	jún	июнь	INTJ	N;INAN;GEN;MASC;SG
šablóny	шаблон	šablón	шаблон	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG
dnes	today	dnes	today	ADV	PROPN
slovensko	словакии	slovensko	словакия	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
ani	ни	ani	ни	PART	CONJ
ani	ани	ani	ани	PART	N;INAN;NOM;FEM;SG
ktorého	чьи	ktorý	чей	DET;ANIM;GEN;MASC;SG	DET;NOM;PL
ktorého	чей	ktorý	чей	DET;ANIM;GEN;MASC;SG	DET;NOM;MASC;SG
ktorého	чье	ktorý	чей	DET;ANIM;GEN;MASC;SG	DET;NOM;NEUT;SG
ktorého	чья	ktorý	чей	DET;ANIM;GEN;MASC;SG	DET;NOM;FEM;SG
nové	новые	nový	новый	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
nové	новинка	nový	новинка	ADJ;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
nové	новых	nový	новый	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
všetkých	всем	všetok	все	DET;ANIM;ACC;MASC;PL	PRO;ANIM;DAT;PL
všetkých	всех	všetok	все	DET;ANIM;ACC;MASC;PL	PRO;ANIM;ACC;PL
všetkých	all	všetok	all	DET;ANIM;ACC;MASC;PL	PROPN
všetkých	все	všetok	все	DET;ANIM;ACC;MASC;PL	PRO;INAN;NOM;NEUT;SG
štátu	штат	štát	штат	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
štátu	состояние	štát	состояние	N;INAN;GEN;MASC;SG	N;INAN;NOM;NEUT;SG
štátu	государство	štát	государство	N;INAN;GEN;MASC;SG	N;INAN;NOM;NEUT;SG
ďalšie	дополнительные	ďalší	дополнительный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
ďalšie	дополнительно	ďalší	дополнительно	ADJ;NOM;NEUT;SG	ADV
ďalšie	далее	ďalší	далее	ADJ;NOM;NEUT;SG	ADV
ďalšie	next	ďalší	next	ADJ;NOM;NEUT;SG	PROPN
ďalšie	другие	ďalší	другой	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
ďalšie	прочие	ďalší	прочий	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
ďalšie	далее	ďalší	далее	ADJ;NOM;NEUT;SG	ADV
ďalšie	более	ďalší	более	ADJ;NOM;NEUT;SG	ADV;CMPR
ďalšie	больше	ďalší	больше	ADJ;NOM;NEUT;SG	ADV;CMPR
ďalšie	еще	ďalší	еще	ADJ;NOM;NEUT;SG	ADV
tým	команда	to	команда	DET;INS;NEUT;SG	N;INAN;NOM;FEM;SG
tým	team	to	team	DET;INS;NEUT;SG	PROPN
mala	мала	mať	маленький	V;IPFV;FEM;SG;POS;PST;V.PTCP	ADJ;FEM;SG
style	style	style	style	INTJ	PROPN
style	стиль	style	стиль	INTJ	N;INAN;NOM;MASC;SG
približne	about	približne	about	ADV	PROPN
približne	о	približne	о	ADV	INTJ
táto	this	táto	this	DET;NOM;FEM;SG	PROPN
táto	это	táto	это	DET;NOM;FEM;SG	PRO;INAN;NOM;NEUT;SG
prvé	сначала	prvý	сначала	ADJ;NOM;NEUT;SG	ADV
prvé	first	prvý	first	ADJ;NOM;NEUT;SG	PROPN
martin	мартин	martin	мартина	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
martin	мартен	martin	мартен	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
martin	martin	martin	martin	PROPN;ANIM;NOM;MASC;SG	PROPN
http	http	http	http		PROPN
loire	луары	loira	луара	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
začal	начали	začať	начать	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
praha	праге	praha	прага	PROPN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
praha	прага	praha	праг	PROPN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
stránke	страница	stránka	страница	N;DAT;FEM;SG	N;INAN;NOM;FEM;SG
stránke	страницу	stránka	страница	N;DAT;FEM;SG	N;INAN;ACC;FEM;SG
stránke	page	stránka	page	N;DAT;FEM;SG	PROPN
stránke	страницы	stránka	страница	N;DAT;FEM;SG	N;INAN;NOM;FEM;PL
film	film	film	film	N;INAN;NOM;MASC;SG	PROPN
spoločnosti	корпораций	spoločnosť	корпорация	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
spoločnosti	компания	spoločnosť	компания	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
spoločnosti	company	spoločnosť	company	N;NOM;FEM;PL	PROPN
spoločnosti	рота	spoločnosť	рот	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
spoločnosti	компаниям	spoločnosť	компания	N;NOM;FEM;PL	N;INAN;DAT;FEM;PL
spoločnosti	компаний	spoločnosť	компания	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
mali	имел	mať	иметь	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
mali	мали	mať	маленький	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	N;INAN;NOM;FEM;SG
slovenská	словацкой	slovenský	словацка	ADJ;NOM;FEM;SG	ADJ;INS;FEM;SG
strany	страниц	strana	страница	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
svg	svg	svg	svg	N;NOM;FEM;SG	PROPN
slovensky	английский	slovensky	английский	ADV	ADJ;NOM;MASC;SG
