que	to	que	ten	CONJ	DET;NOM;NEUT;SG
uno	jedno	uno	jeden	PRO;MASC;SG	NUM;NOM;NEUT;SG
uno	jednu	uno	jeden	PRO;MASC;SG	NUM;ACC;FEM;SG
uno	jeden	uno	jeden	PRO;MASC;SG	NUM;NOM;MASC;SG
uno	jedna	uno	jeden	PRO;MASC;SG	NUM;NOM;FEM;SG
lugar	lokace	lugar	lokace	N;MASC;SG	N;NOM;FEM;PL;POS
primer	nejdřív	primero	brzy	ADJ;MASC;SG	ADV;RL;POS
primer	nejprve	primero	nejprve	ADJ;MASC;SG	ADV
primer	nejdříve	primero	brzy	ADJ;MASC;SG	ADV;RL;POS
había	měl	haber	mít	V;IND;SG;3;IPFV;FIN	V;MASC;SG;POS;PST;V.PTCP;ACT
había	měla	haber	mít	V;IND;SG;3;IPFV;FIN	V;POS;PST;V.PTCP;ACT
mismo	totéž	mismo	tentýž	ADJ;MASC;SG	DET;NOM;NEUT;SG
nueva	nově	nuevo	nově	ADJ;FEM;SG	ADV;POS
nueva	nové	nuevo	nový	ADJ;FEM;SG	ADJ;NOM;MASC;PL;POS
nueva	novinka	nuevo	novinka	ADJ;FEM;SG	N;NOM;FEM;SG;POS
fueron	byli	ser	být	V;IND;PL;3;PST;FIN	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
fueron	byly	ser	být	V;IND;PL;3;PST;FIN	V;INAN;PL;POS;PST;V.PTCP;ACT
historia	dějiny	historia	dějiny	N;FEM;SG	N;NOM;FEM;PL;POS
club	club	club	club	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
club	klubová	club	klubový	N;MASC;SG	ADJ;NOM;FEM;SG;POS
eran	byli	ser	být	V;IND;PL;3;IPFV;FIN	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
eran	byly	ser	být	V;IND;PL;3;IPFV;FIN	V;INAN;PL;POS;PST;V.PTCP;ACT
cual	kterou	cual	který	PRO;SG	DET;ACC;FEM;SG
cual	který	cual	který	PRO;SG	DET;NOM;MASC;SG
cual	která	cual	který	PRO;SG	DET;NOM;FEM;SG
cual	které	cual	který	PRO;SG	DET;NOM;NEUT;PL
universidad	university	universidad	univerzita	N;FEM;SG	N;NOM;FEM;PL;POS
universidad	univerzity	universidad	univerzita	N;FEM;SG	N;NOM;FEM;PL;POS
universidad	vysoká	universidad	vysoký	N;FEM;SG	ADJ;NOM;FEM;SG;POS
tres	tres	tres	tres	NUM;PL	PROPN;NOM;FEM;SG;POS
grupo	grupo	grupo	grupo	N;MASC;SG	PROPN;NOM;FEM;SG;POS
grupo	skupiny	grupo	skupina	N;MASC;SG	N;NOM;FEM;PL;POS
general	obecně	general	obecně	N;SG	ADV;POS
general	všeobecné	general	všeobecný	N;SG	ADJ;NOM;MASC;SG;POS
general	obecné	general	obecný	N;SG	ADJ;NOM;MASC;SG;POS
guerra	války	guerra	válka	N;FEM;SG	N;NOM;FEM;PL;POS
tras	po	tras	po	ADP	
tras	poté	tras	poté	ADP	ADV
familia	rodiny	familia	rodina	N;FEM;SG	N;NOM;FEM;PL;POS
familia	rodinný	familia	rodinný	N;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
familia	rodinná	familia	rodinný	N;FEM;SG	ADJ;NOM;FEM;SG;POS
familia	rodinné	familia	rodinný	N;FEM;SG	ADJ;NOM;MASC;PL;POS
además	plus	además	plus	ADV	N;INAN;NOM;MASC;SG;POS
todo	všechno	todo	všechen	PRO;MASC;SG	DET;NOM;NEUT;SG
todo	vše	todo	všechen	PRO;MASC;SG	DET;NOM;NEUT;SG
todo	vse	todo	vse	PRO;MASC;SG	N;NOM;FEM;SG;POS
todo	všichni	todo	všechen	PRO;MASC;SG	DET;ANIM;NOM;MASC;PL
todo	všechno	todo	všechen	PRO;MASC;SG	DET;NOM;NEUT;SG
todo	všechny	todo	všechen	PRO;MASC;SG	DET;NOM;MASC;PL
todo	vše	todo	všechen	PRO;MASC;SG	DET;NOM;NEUT;SG
sur	jižní	sur	jižní	N;MASC;SG	ADJ;NOM;FEM;SG;POS
sur	sur	sur	sur	N;MASC;SG	PROPN;NOM;MASC;SG;POS
sur	jižní	sur	jižní	N;MASC;SG	ADJ;NOM;FEM;SG;POS
mayor	major	mayor	major	ADJ;SG	N;ANIM;NOM;MASC;SG;POS
tiempo	dob	tiempo	doba	N;MASC;SG	N;GEN;FEM;PL;POS
partido	párty	partido	párt	N;MASC;SG	N;NOM;FEM;PL;POS
partido	party	partido	part	N;MASC;SG	N;INAN;NOM;MASC;PL;POS
contra	pult	contra	pult	ADP	N;INAN;NOM;MASC;SG;POS
contra	contra	contra	contra	ADP	N;INAN;NOM;MASC;SG;POS
encuentra	najděte	encontrar	najít	V;IND;SG;3;PRS;FIN	V;IMP;PL;2;POS;FIN
encuentra	najdi	encontrar	najdi	V;IND;SG;3;PRS;FIN	V;IMP;SG;2;POS;FIN
otras	ostatní	otro	ostatní	PRO;FEM;PL	ADJ;ANIM;NOM;MASC;PL;POS
otras	jiná	otro	jiný	PRO;FEM;PL	ADJ;NOM;FEM;SG;POS
otras	jiné	otro	jiný	PRO;FEM;PL	ADJ;NOM;NEUT;SG;POS
otras	jiný	otro	jiný	PRO;FEM;PL	ADJ;ANIM;NOM;MASC;SG;POS
otras	ostatní	otro	ostatní	PRO;FEM;PL	ADJ;ANIM;NOM;MASC;PL;POS
otras	jiní	otro	jiný	PRO;FEM;PL	ADJ;ANIM;NOM;MASC;PL;POS
otras	jiné	otro	jiný	PRO;FEM;PL	ADJ;NOM;NEUT;SG;POS
todos	všichni	todo	všechen	PRO;MASC;PL	DET;ANIM;NOM;MASC;PL
todos	každý	todo	každý	PRO;MASC;PL	DET;ANIM;NOM;MASC;SG;POS
todos	vse	todo	vse	PRO;MASC;PL	N;NOM;FEM;SG;POS
todos	všichni	todo	všechen	PRO;MASC;PL	DET;ANIM;NOM;MASC;PL
todos	všechno	todo	všechen	PRO;MASC;PL	DET;NOM;NEUT;SG
todos	všechny	todo	všechen	PRO;MASC;PL	DET;NOM;MASC;PL
todos	vše	todo	všechen	PRO;MASC;PL	DET;NOM;NEUT;SG
todos	všichni	todo	všechen	PRO;MASC;PL	DET;ANIM;NOM;MASC;PL
todos	každý	todo	každý	PRO;MASC;PL	DET;ANIM;NOM;MASC;SG;POS
todos	všem	todo	všechen	PRO;MASC;PL	DET;DAT;PL
juan	jan	juan	jan	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
juan	john	juan	john	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
juan	honza	juan	honza	PROPN	N;ANIM;NOM;MASC;SG;POS
juan	joan	juan	joan	PROPN	PROPN;NOM;FEM;SG;POS
josé	joseph	josé	joseph	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
josé	josef	josé	josef	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
josé	josef	josé	josef	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
josé	josé	josé	josé	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
bajo	nízko	bajo	nízko	ADP	ADV;POS
bajo	nízký	bajo	nízký	ADP	ADJ;INAN;NOM;MASC;SG;POS
bajo	nízké	bajo	nízký	ADP	ADJ;NOM;MASC;PL;POS
bajo	nízká	bajo	nízký	ADP	ADJ;NOM;FEM;SG;POS
bajo	bajo	bajo	baj	ADP	PROPN;NOM;MASC;SG;POS
bajo	bass	bajo	bass	ADP	PROPN;INAN;NOM;MASC;SG;POS
bajo	basy	bajo	basa	ADP	N;NOM;FEM;PL;POS
serie	řady	serie	řada	N;FEM;SG	N;NOM;FEM;PL;POS
serie	sériový	serie	sériový	N;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
serie	sériová	serie	sériový	N;FEM;SG	ADJ;NOM;FEM;SG;POS
serie	sériové	serie	sériový	N;FEM;SG	ADJ;NOM;NEUT;SG;POS
cada	každý	cada	každý	DET;SG	DET;ANIM;NOM;MASC;SG;POS
cada	každé	cada	každý	DET;SG	DET;NOM;NEUT;SG;POS
cada	každý	cada	každý	DET;SG	DET;ANIM;NOM;MASC;SG;POS
cada	každé	cada	každý	DET;SG	DET;NOM;NEUT;SG;POS
cada	každá	cada	každý	DET;SG	DET;NOM;FEM;SG;POS
norte	norte	norte	nort	N;MASC;SG	PROPN;NOM;MASC;SG;POS
norte	severní	norte	severní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
norte	severní	norte	severní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
norte	nord	norte	nord	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
río	rio	río	rio	N;MASC;SG	PROPN;NOM;MASC;SG;POS
río	ria	río	ria	N;MASC;SG	PROPN;POS
río	river	río	rivr	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
méxico	mexika	méxico	mexika	N;MASC;SG	PROPN;NOM;NEUT;SG;POS
méxico	mexiku	méxico	mexika	N;MASC;SG	PROPN;DAT;NEUT;SG;POS
méxico	mexiko	méxico	mexiko	N;MASC;SG	PROPN;NOM;NEUT;SG;POS
han	mít	haber	mít	V;IND;PL;3;PRS;FIN	V;POS;NFIN
han	hana	haber	hana	V;IND;PL;3;PRS;FIN	PROPN;NOM;FEM;SG;POS
han	han	haber	han	V;IND;PL;3;PRS;FIN	PROPN;ANIM;NOM;MASC;SG;POS
argentina	argentina	argentino	argentina	ADJ;FEM;SG	PROPN;NOM;FEM;SG;POS
argentina	argentiny	argentino	argentina	ADJ;FEM;SG	PROPN;NOM;FEM;SG;POS
inglés	česky	inglés	česky	N;MASC;SG	ADV;POS
inglés	anglické	inglés	anglický	N;MASC;SG	ADJ;NOM;NEUT;SG;POS
inglés	anglicky	inglés	anglicky	N;MASC;SG	ADV;POS
nuevo	nově	nuevo	nově	ADJ;MASC;SG	ADV;POS
nuevo	nové	nuevo	nový	ADJ;MASC;SG	ADJ;NOM;MASC;PL;POS
nuevo	novinka	nuevo	novinka	ADJ;MASC;SG	N;NOM;FEM;SG;POS
véase	viz	véase	viz	V;SBJV;SG;3;PRS;FIN	V;PFV;IMP;SG;2;POS;FIN
junto	podél	junto	podél	ADJ	ADP;GEN
gobierno	vlády	gobierno	vláda	N;MASC;SG	N;NOM;FEM;PL;POS
final	ukončit	final	ukončit	N;MASC;SG	V;PFV;POS;NFIN
final	end	final	end	N;MASC;SG	PROPN;NOM;MASC;SG;POS
final	konečná	final	konečný	N;MASC;SG	ADJ;NOM;FEM;SG;POS
final	závěrečná	final	závěrečný	N;MASC;SG	ADJ;NOM;FEM;SG;POS
final	konečné	final	konečný	N;MASC;SG	ADJ;NOM;NEUT;SG;POS
final	konečný	final	konečný	N;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
vida	life	vida	life	N;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
vida	životní	vida	životní	N;FEM;SG	ADJ;NOM;MASC;SG;POS
personas	people	persona	people	N;FEM;PL	N;MASC;SG;POS
español	španělsky	español	španělsky	N;MASC;SG	ADV;POS
español	španělská	español	španělský	N;MASC;SG	ADJ;NOM;FEM;SG;POS
español	španělské	español	španělský	N;MASC;SG	ADJ;NOM;FEM;SG;POS
centro	center	centro	centrum	N;MASC;SG	N;NOM;NEUT;PL;POS
centro	centre	centro	centre	N;MASC;SG	PROPN;NOM;MASC;SG;POS
julio	julio	julio	julio	N	PROPN;ANIM;NOM;MASC;SG;POS
hay	seno	haber	seno	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG;POS
internacional	internacional	internacional	internacional	ADJ;SG	N;INAN;NOM;MASC;SG;POS
internacional	international	internacional	international	ADJ;SG	PROPN;FEM;POS
santa	světec	santo	světec	ADJ;FEM;SG	N;ANIM;NOM;MASC;SG;POS
santa	saint	santo	saint	ADJ;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
santa	santo	santo	santo	ADJ;FEM;SG	PROPN;NOM;NEUT;SG;POS
santa	ježíšek	santo	ježíšek	ADJ;FEM;SG	N;ANIM;NOM;MASC;SG;POS
santa	santa	santo	santus	ADJ;FEM;SG	N;NOM;FEM;SG;POS
antes	dřívější	antes	brzký	ADV	ADJ;NOM;CMPR;MASC;SG;POS
antes	než	antes	než	ADV	CONJ
antes	před	antes	před	ADV	N;FEM;SG;POS
oficial	úředník	oficial	úředník	ADJ;SG	N;ANIM;NOM;MASC;SG;POS
oficial	strážník	oficial	strážník	ADJ;SG	N;ANIM;NOM;MASC;SG;POS
oficial	důstojník	oficial	důstojník	ADJ;SG	N;ANIM;NOM;MASC;SG;POS
quien	ktery	quien	kter	PRO;SG	PROPN;ANIM;GEN;MASC;SG;POS
quien	kdo	quien	kdo	PRO;SG	PRO;ANIM;NOM;MASC
quien	který	quien	který	PRO;SG	DET;NOM;MASC;SG
quien	koho	quien	kdo	PRO;SG	PRO;ANIM;ACC;MASC
quien	who	quien	who	PRO;SG	PROPN;FEM;POS
mundo	world	mundo	world	N;MASC;SG	ADJ;POS
mundo	světový	mundo	světový	N;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
mundo	světová	mundo	světový	N;MASC;SG	ADJ;NOM;FEM;SG;POS
mundo	světové	mundo	světový	N;MASC;SG	ADJ;NOM;FEM;SG;POS
mundo	mundo	mundo	mundo	N;MASC;SG	PROPN;NOM;MASC;SG;POS
tanto	obojí	tanto	obojí	ADV	ADJ;NOM;MASC;SG
tanto	obě	tanto	oba	ADV	NUM;NOM;PL
tanto	oba	tanto	oba	ADV	NUM;NOM;MASC;PL
mayo	májový	mayo	májový	N	ADJ;INAN;NOM;MASC;SG;POS
mayo	mayo	mayo	mayo	N	PROPN;NOM;MASC;SG;POS
algunos	nějaké	alguno	nějaký	PRO;MASC;PL	DET;NOM;NEUT;PL
algunos	některý	alguno	některý	PRO;MASC;PL	DET;NOM;MASC;SG
algunos	někteří	alguno	některý	PRO;MASC;PL	DET;ANIM;NOM;MASC;PL
algunos	některé	alguno	některý	PRO;MASC;PL	DET;NOM;MASC;PL
algunos	některým	alguno	některý	PRO;MASC;PL	DET;DAT;PL
temporada	sezónní	temporada	sezónní	N;FEM;SG	ADJ;NOM;MASC;SG;POS
mejor	lepší	mejor	dobrý	ADV	ADJ;NOM;CMPR;MASC;SG;POS
mejor	lepsi	mejor	leps	ADV	PROPN;ANIM;NOM;MASC;SG;POS
mejor	nejlepší	mejor	dobrý	ADV	ADJ;NOM;RL;MASC;SG;POS
mejor	nej	mejor	nej	ADV	N;NOM;MASC;SG;POS
mejor	best	mejor	good	ADV	PROPN;NOM;MASC;SG;POS
mejor	nejlepsi	mejor	lepsi	ADV	ADJ;NOM;RL;MASC;SG;POS
marzo	pochodovat	marzo	pochodovat	N	V;IPFV;POS;NFIN
siendo	bytí	ser	bytí	V;V.MSDR	N;NOM;NEUT;SG;POS
madrid	madrid	madrid	madrid	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
madrid	madridu	madrid	madrida	N;MASC;SG	PROPN;INAN;GEN;MASC;SG;POS
enero	jan	enero	jan	N	PROPN;ANIM;NOM;MASC;SG;POS
enero	jana	enero	jana	N	PROPN;NOM;FEM;SG;POS
agosto	august	agosto	august	N	PROPN;ANIM;NOM;MASC;SG;POS
agosto	aug	agosto	aug	N	PROPN;MASC;SG;POS
otro	ostatní	otro	ostatní	PRO;MASC;SG	ADJ;ANIM;NOM;MASC;PL;POS
otro	jiná	otro	jiný	PRO;MASC;SG	ADJ;NOM;FEM;SG;POS
otro	jiné	otro	jiný	PRO;MASC;SG	ADJ;NOM;NEUT;SG;POS
otro	jiný	otro	jiný	PRO;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
otro	další	otro	další	PRO;MASC;SG	ADJ;NOM;MASC;SG;POS
estaba	bylo	estar	být	V;IND;SG;3;IPFV;FIN	V;NEUT;SG;POS;PST;V.PTCP;ACT
estaba	byl	estar	být	V;IND;SG;3;IPFV;FIN	V;MASC;SG;POS;PST;V.PTCP;ACT
estaba	byla	estar	být	V;IND;SG;3;IPFV;FIN	V;POS;PST;V.PTCP;ACT
estos	tyto	este	tento	PRO;MASC;PL	DET;NOM;MASC;PL
estos	tyhle	este	tenhle	PRO;MASC;PL	DET;NOM;MASC;PL
total	celkem	total	celkem	ADJ;SG	ADV
habitantes	obyvatel	habitante	obyvatel	N;PL	N;ANIM;NOM;MASC;SG;POS
maría	mary	maría	mara	N;FEM;SG	PROPN;FEM;POS
maría	maria	maría	maria	N;FEM;SG	PROPN;NOM;FEM;SG;POS
real	skutečné	real	skutečný	ADJ;SG	ADJ;NOM;MASC;PL;POS
real	royal	real	royat	ADJ;SG	PROPN;NOM;MASC;SG;POS
página	stránky	página	stránka	N;FEM;SG	N;NOM;FEM;PL;POS
página	page	página	page	N;FEM;SG	PROPN;MASC;SG;POS
esto	tento	este	tento	PRO;SG	DET;NOM;MASC;SG
esto	toto	este	tento	PRO;SG	DET;NOM;NEUT;SG
esto	tohle	este	tenhle	PRO;SG	DET;NOM;NEUT;SG
mundial	celosvětově	mundial	celosvětově	ADJ;SG	ADV;POS
mundial	svět	mundial	svět	ADJ;SG	N;INAN;NOM;MASC;SG;POS
mundial	global	mundial	global	ADJ;SG	PROPN;INAN;NOM;MASC;SG;POS
música	music	música	music	N;FEM;SG	PROPN;FEM;POS
música	hudební	música	hudební	N;FEM;SG	ADJ;NOM;MASC;SG;POS
presidente	předsedající	presidente	předsedající	N;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
casa	house	casa	house	N;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
casa	doma	casa	doma	N;FEM;SG	ADV
casa	domácí	casa	domácí	N;FEM;SG	ADJ;ANIM;NOM;MASC;PL;POS
casa	domů	casa	domů	N;FEM;SG	ADV
sólo	jen	sólo	jen	ADV	PART
sólo	jenom	sólo	jenom	ADV	PART
sólo	jen	sólo	jen	ADV	PART
sólo	jenom	sólo	jenom	ADV	PART
álbum	alba	álbum	album	N;MASC;SG	N;NOM;NEUT;PL;POS
cuenta	hrabě	contar	hrabě	V;IND;SG;3;PRS;FIN	N;ANIM;NOM;MASC;SG;POS
cuenta	účet	contar	účet	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG;POS
cuenta	účtu	contar	účet	V;IND;SG;3;PRS;FIN	N;INAN;GEN;MASC;SG;POS
ella	ella	él	ello	PRO;FEM;SG;3	PROPN;NOM;FEM;SG;POS
ella	její	él	jeho	PRO;FEM;SG;3	DET;NOM;FEM;SG;3
pueden	může	poder	moci	V;IND;PL;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
varios	různých	varios	různý	PRO;MASC;PL	ADJ;GEN;MASC;PL;POS
varios	různé	varios	různý	PRO;MASC;PL	ADJ;NOM;MASC;PL;POS
varios	různé	varios	různý	PRO;MASC;PL	ADJ;NOM;MASC;PL;POS
varios	různí	varios	různý	PRO;MASC;PL	ADJ;ANIM;NOM;MASC;PL;POS
varios	několik	varios	několik	PRO;MASC;PL	DET;NOM
varios	několika	varios	několik	PRO;MASC;PL	DET;INS
francia	francii	francia	francie	PROPN	PROPN;ACC;FEM;SG;POS
francia	francie	francia	francie	PROPN	PROPN;NOM;FEM;SG;POS
solo	samotná	solo	samotný	ADV	ADJ;NOM;FEM;SG;POS
solo	sama	solo	sám	ADV	DET;NOM;FEM;SG
solo	sám	solo	sám	ADV	DET;NOM;MASC;SG
solo	solo	solo	solo	ADV	PROPN;NOM;MASC;SG;POS
solo	sólo	solo	sólo	ADV	N;NOM;NEUT;SG;POS
solo	jen	solo	jen	ADV	PART
solo	jenom	solo	jenom	ADV	PART
solo	jen	solo	jen	ADV	PART
solo	jenom	solo	jenom	ADV	PART
chile	chilské	chile	chilský	PROPN	ADJ;NOM;NEUT;SG;POS
chile	chilli	chile	chilli	PROPN	N;NOM;FEM;SG;POS
chile	chili	chile	chile	PROPN	PROPN;NOM;MASC;SG;POS
chile	chile	chile	chile	PROPN	PROPN;NEUT;POS
obra	pracovní	obra	pracovní	N;FEM;SG	ADJ;NOM;MASC;SG;POS
obra	pracovat	obra	pracovat	N;FEM;SG	V;IPFV;POS;NFIN
película	filmová	película	filmový	N;FEM;SG	ADJ;NOM;FEM;SG;POS
película	filmová	película	filmový	N;FEM;SG	ADJ;NOM;FEM;SG;POS
cuatro	čtyřka	cuatro	čtyřka	NUM;PL	N;NOM;FEM;SG;POS
cuatro	cuatro	cuatro	cuatro	NUM;PL	PROPN;NOM;MASC;SG;POS
zona	oblasti	zona	oblast	N;FEM;SG	N;NOM;FEM;PL;POS
televisión	televizní	televisión	televizní	N;FEM;SG	ADJ;NOM;MASC;SG;POS
principal	main	principal	main	ADJ;SG	PROPN;INAN;NOM;MASC;SG;POS
principal	ředitel	principal	ředitel	ADJ;SG	N;ANIM;NOM;MASC;SG;POS
principal	ředitelka	principal	ředitelka	ADJ;SG	N;NOM;FEM;SG;POS
tuvo	měla	tener	mít	V;IND;SG;3;PST;FIN	V;POS;PST;V.PTCP;ACT
carlos	karla	carlo	kárel	N;MASC;SG	PROPN;ANIM;GEN;MASC;SG;POS
carlos	karl	carlo	karl	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
carlos	karel	carlo	karel	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
carlos	charlese	carlo	charles	N;MASC;SG	PROPN;ANIM;GEN;MASC;SG;POS
carlos	charles	carlo	charles	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
carlos	carl	carlo	carl	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
carlos	carlose	carlo	carlos	N;MASC;SG	PROPN;ANIM;GEN;MASC;SG;POS
carlos	carlos	carlo	carlos	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
