бухгалтер	محاسب	бухгалтер	محاسب	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
дистанція	دُوری	дистанція	دُوری	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
дистанція	بُعد.	дистанція	بُعد.	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
незвичайні	نرالا.	незвичайний	نرالاؤ	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
незвичайні	انوکھا	незвичайний	انوکھا	ADJ;NOM;PL	ADJ;NOM;MASC;SG
незвичайні	امتیازی.	незвичайний	امتیازی.	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
незвичайні	استثنائی	незвичайний	استثنائی	ADJ;NOM;PL	N;NOM;MASC;SG;3
пластику	مٹّی	пластика	مٹّی	N;INAN;ACC;FEM;SG	V;PFV;FEM;SG;V.PTCP;ACT
пластику	لچکیلا.	пластика	لچکیلا.	N;INAN;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
пластику	ملائم	пластика	ملائم	N;INAN;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
пластику	ملائمہ.	пластика	ملائمہ.	N;INAN;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
пластику	بناوٹی	пластика	بناوٹی	N;INAN;ACC;FEM;SG	V;PFV;FEM;SG;V.PTCP;ACT
божевільний	دیوانہ.	божевільний	دیوانہ.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
зайві	نقلی.	зайвий	نقلی.	ADJ;NOM;PL	N;NOM;MASC;SG;3
зайві	بناوٹی	зайвий	بناوٹی	ADJ;NOM;PL	V;PFV;FEM;SG;V.PTCP;ACT
зайві	فالتو	зайвий	فالتو	ADJ;NOM;PL	N;NOM;MASC;SG;3
зайві	حشو	зайвий	حشو	ADJ;NOM;PL	
зайві	فاضل	зайвий	فاضل	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
почуттям	ولولہ	почуття	ولولہ	N;INAN;INS;NEUT;SG	PROPN;NOM;MASC;SG;3
почуттям	جذبہ	почуття	جذبہ	N;INAN;INS;NEUT;SG	N;NOM;MASC;SG;3
почуттям	شوق	почуття	شوق	N;INAN;INS;NEUT;SG	N;NOM;MASC;SG;3
почуттям	پسندیدگی.	почуття	پسندیدگی.	N;INAN;INS;NEUT;SG	PROPN;NOM;MASC;SG;3
гаразд	توثیق.	гаразд	توثیق.		PROPN;NOM;MASC;SG;3
гаразд	منظوری	гаразд	منظوری		N;NOM;MASC;SG;3
гаразд	مناسب	гаразд	مناسب		ADJ
гаразд	درست.	гаразд	درست.		PROPN;NOM;MASC;SG;3
полярний	قطبی.	полярний	قطبی.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
натяк	ایما	натяк	ایما	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
англієць	برطانوی	англієць	برطانوی	N;ANIM;NOM;MASC;SG	ADJ
візуальний	بصری	візуальний	بصری	ADJ;NOM;MASC;SG	
візуальний	نظری	візуальний	نظری	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
тонів	تان	тон	تان	N;INAN;GEN;MASC;PL	N;NOM;MASC;SG;3
навчитися	ہدایت	навчитися	ہدایت	V;PFV;NFIN	N;NOM;FEM;SG;3
навчитися	واقف	навчитися	واقف	V;PFV;NFIN	ADJ
щомісяця	حیض.	щомісяць	حیض.	ADV	PROPN;NOM;MASC;SG;3
щомісяця	حیض.	щомісяць	حیض.	ADV	PROPN;NOM;MASC;SG;3
щомісяця	ماہوار	щомісяць	ماہوار	ADV	
проповідь	تلقین	проповідь	تلقین	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;3
проповідь	ہدایت	проповідь	ہدایت	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;3
проповідь	وعظ	проповідь	وعظ	N;INAN;ACC;FEM;SG	N;NOM;MASC;SG;3
проповідь	تلقین	проповідь	تلقین	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;3
проповідь	ہدایت	проповідь	ہدایت	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;3
душею	روح	душа	روح	N;INAN;INS;FEM;SG	N;NOM;MASC;SG;3
незмінною	پورا	незмінний	پورا	ADJ;INS;FEM;SG	ADJ;NOM;MASC;SG
незмінною	سالم	незмінний	سالم	ADJ;INS;FEM;SG	PROPN;NOM;MASC;SG;3
чуття	معقول	чуття	معقول	N;INAN;NOM;NEUT;SG	ADJ
чуття	سمجھنا.	чуття	سمجھنا	N;INAN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
чуття	پالینا.	чуття	پالینا.	N;INAN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
чуття	(	чуття	(	N;INAN;NOM;NEUT;SG	
кишені	منّا	кишеня	منّا	N;INAN;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
суперництво	ہمسری	суперництво	ہمسری	N;INAN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
суперництво	ٹکّر.	суперництво	ٹکّر.	N;INAN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
кристалічних	بلوری	кристалічний	بلوری	ADJ;GEN;PL	N;NOM;MASC;SG;3
впевненість	جرأتمندی.	впевненість	جرأتمندی.	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
вакуум	خلاروب.	вакуум	خلاروب.	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
вакуум	خلاروب.	вакуум	خلاروب.	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
кошик	حرامی	кошик	حرامی	N;INAN;NOM;MASC;SG	ADJ
закінчилась	بیش	закінчитися	بیش	V;PFV;FEM;IND;SG;PST;FIN	
закінчилась	بالا-	закінчитися	بالا-	V;PFV;FEM;IND;SG;PST;FIN	PROPN;NOM;MASC;SG;3
закінчилась	اوپر	закінчитися	پر	V;PFV;FEM;IND;SG;PST;FIN	
закінчилась	قبضہ	закінчитися	قبضہ	V;PFV;FEM;IND;SG;PST;FIN	N;NOM;MASC;SG;3
закінчилась	ختم	закінчитися	ختم	V;PFV;FEM;IND;SG;PST;FIN	N;NOM;MASC;SG;3
закінчилась	مزید	закінчитися	مزید	V;PFV;FEM;IND;SG;PST;FIN	ADJ
закінчилась	اضافی.	закінчитися	اضافیؤ	V;PFV;FEM;IND;SG;PST;FIN	PROPN;NOM;MASC;SG;3
закінчилась	زائد	закінчитися	زائد	V;PFV;FEM;IND;SG;PST;FIN	ADJ
закінчилась	بیرونی.	закінчитися	بیرونی.	V;PFV;FEM;IND;SG;PST;FIN	PROPN;NOM;MASC;SG;3
закінчилась	برتر.	закінчитися	برتر.	V;PFV;FEM;IND;SG;PST;FIN	
закінчилась	افضل	закінчитися	افضل	V;PFV;FEM;IND;SG;PST;FIN	ADJ
закінчилась	بعبور	закінчитися	بعبور	V;PFV;FEM;IND;SG;PST;FIN	ADP
фургон	چھڑلا.	фургон	چھڑلا.	N;INAN;NOM;MASC;SG	
фургон	چھاج	фургон	چھاج	N;INAN;NOM;MASC;SG	
фургон	ہراول.	фургон	ہراول.	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
зненацька	معاً	зненацький	معاً	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
зненацька	فوراً	зненацький	فوراً	ADJ;NOM;FEM;SG	ADV
зненацька	یکبارگی	зненацький	یکبارگی	ADJ;NOM;FEM;SG	
покупки	خریداہواسامان	покупка	خریداہواسامان	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
суфікс	-ing	суфікс	-ing	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
суфікс	-fy	суфікс	-fy	N;INAN;NOM;MASC;SG	
суфікс	بڑھانے	суфікс	بڑھا	N;INAN;NOM;MASC;SG	V;ACC;NFIN
суфікс	حدود.	суфікс	حدود	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
суфікс	طوالت.	суфікс	طوالت.	N;INAN;NOM;MASC;SG	V;IPFV;MASC;SG;V.PTCP;ACT
суфікс	پھیلاؤ	суфікс	پھیلاؤ	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
суфікс	پہنائی	суфікс	پہنا	N;INAN;NOM;MASC;SG	ADJ;FEM
контейнер	ظرف	контейнер	ظرف	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
бан	بددعا	бан	بددعا		;MASC;SG;3
бан	امتناع	бан	امتناع		N;NOM;MASC;SG;3
бан	لعنت.	бан	لعنت.		PROPN;NOM;MASC;SG;3
бан	(	бан	(		
бан	بددعا	бан	بددعا		;MASC;SG;3
бан	بندش	бан	بندش		PROPN;NOM;MASC;SG;3
бан	امتناع	бан	امتناع		N;NOM;MASC;SG;3
бан	لعنت.	бан	لعنت.		PROPN;NOM;MASC;SG;3
бан	(	бан	(		
коробочка	مجمل	коробочка	مجمل	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
обіцянку	اقرار.	обіцянка	اقرارؤ	N;INAN;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
обіцянку	قول	обіцянка	قول	N;INAN;ACC;FEM;SG	N;NOM;MASC;SG;3
обіцянку	عہد	обіцянка	عہد	N;INAN;ACC;FEM;SG	N;NOM;MASC;SG;3
обіцянку	اقرار.	обіцянка	اقرارؤ	N;INAN;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
обіцянку	قول	обіцянка	قول	N;INAN;ACC;FEM;SG	N;NOM;MASC;SG;3
обіцянку	وعدہ	обіцянка	وعدہ	N;INAN;ACC;FEM;SG	N;NOM;MASC;SG;3
перпендикулярно	استادہ	перпендикулярно	استادہ	ADV	PROPN;NOM;MASC;SG;3
перпендикулярно	کھڑا.	перпендикулярно	کھڑا.	ADV	
перпендикулярно	سُتواں	перпендикулярно	سُتواں	ADV	PROPN;NOM;MASC;SG;3
перпендикулярно	استادہ	перпендикулярно	استادہ	ADV	PROPN;NOM;MASC;SG;3
перпендикулярно	کھڑا.	перпендикулярно	کھڑا.	ADV	
перпендикулярно	کھڑا	перпендикулярно	کھڑا	ADV	V;PFV;MASC;SG;V.PTCP;ACT
перпендикулярно	عمود	перпендикулярно	عمود	ADV	
перпендикулярно	سُتواں	перпендикулярно	سُتواں	ADV	PROPN;NOM;MASC;SG;3
прецедент	اوّلیت	прецедент	اوّلیت	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
префікс	non-	префікс	non-	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
топологія	مقامیات	топологія	مقامیات	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL;3
молодою	خرد.	молодий	خرد.	ADJ;INS;FEM;SG	
караван	کارواں.	караван	کارواں	N;INAN;NOM;MASC;SG	
караван	کارواں.	караван	کارواں	N;INAN;NOM;MASC;SG	
голландська	جرمنی	голландський	جرمنی	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
голландська	ولندیزی.	голландський	ولندیزی.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
голландська	ایفریکان.	голландський	ایفریکان.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
голландська	بیوی	голландський	بیوی	ADJ;NOM;FEM;SG	N;NOM;FEM;SG;3
лан	عدسہ	лан	عدسہ	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
бензин	پٹرول.	бензин	پٹرول.	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
батьківського	جدّاعلیٰ.	батьківський	جدّاعلیٰ.	ADJ;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
батьківського	پُرکھا	батьківський	پُرکھا	ADJ;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
батьківського	موجد	батьківський	موجد	ADJ;GEN;MASC;SG	N;NOM;MASC;SG;3
батьківського	جڑ	батьківський	جڑ	ADJ;GEN;MASC;SG	N;NOM;MASC;SG;3
шина	تھکانا.	шина	تھکاناؤ	N;INAN;NOM;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
шина	تھکنا	шина	تھک	N;INAN;NOM;FEM;SG	V;MASC;SG;V.PTCP;ACT
шина	تھکانا.	шина	تھکاناؤ	N;INAN;NOM;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
пиріг	چمار.	пиріг	چمار.	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
пиріг	موچی	пиріг	موچی	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
пиріг	چمار.	пиріг	چمار.	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
пиріг	افراتفری.	пиріг	افراتفریڈ	N;INAN;NOM;MASC;SG	ADJ
саміт	قمّہ.	саміт	قمّہ.	N;INAN;NOM;MASC;SG	
саміт	مذاکرات	саміт	مذاکرہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL;3
відсотки	تناسب.	відсоток	تناسب.	N;INAN;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
відсотки	دلچسپی	відсоток	دلچسپی	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG;3
відсотки	منافع	відсоток	منافع	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG;3
відсотки	بیاج.	відсоток	بیاج.	N;INAN;NOM;MASC;PL	
відсотки	سُود	відсоток	سُود	N;INAN;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
відсотки	دلچسپی	відсоток	دلچسپی	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG;3
відсотки	فائدہ	відсоток	فائدہ	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG;3
відсотки	منافع	відсоток	منافع	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG;3
відсотки	بیاج.	відсоток	بیاج.	N;INAN;NOM;MASC;PL	
кохана	محبوب	кохан	محبوب	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
кохана	محبوبہ.	кохан	محبوبہ.	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
кохана	معصوم	кохан	معصوم	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	N;NOM;MASC;SG;3
кохана	دلدار.	кохан	دلدارؤ	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
кохана	محبوب	кохан	محبوب	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
кохана	دلارا	кохан	دلارا	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
кохана	چہیتا	кохан	چہیتا	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;IPFV;MASC;SG;V.PTCP;ACT
кохана	حسین	кохан	حسین	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
кохана	دلکش.	кохан	دلکش.	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
кохана	مرغوب.	кохан	مرغوب.	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
кохана	دلدار.	кохан	دلدارؤ	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
кохана	محبوب	кохан	محبوب	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
кохана	دلارا	кохан	دلارا	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
кохана	چہیتا	кохан	چہیتا	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;IPFV;MASC;SG;V.PTCP;ACT
кохана	حسین	кохан	حسین	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
кохана	دلکش.	кохан	دلکش.	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
кохана	مرغوب.	кохан	مرغوب.	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
їсть	خوراک	їсти	خوراک	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;FEM;SG;3
симпатії	شرکت	симпатія	شرکت	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
симпатії	اکثربعدہ	симпатія	اکثربعدہ	N;INAN;NOM;FEM;PL	ADJ
симпатії	ہمدردی.	симпатія	ہمدردی.	N;INAN;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
симпатії	تعزیت.	симпатія	تعزیت.	N;INAN;NOM;FEM;PL	ADJ
джейк	ٹھیک	джейко	ٹھیک	PROPN;ANIM;NOM;MASC;SG	ADJ
джейк	درست	джейко	درست	PROPN;ANIM;NOM;MASC;SG	ADJ
надлишок	نازیبا	надлишок	نازیبا	N;INAN;NOM;MASC;SG	ADJ
надлишок	تجاوز.	надлишок	تجاوز.	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
отрута	بھٹکانا.	отрута	بھٹکان	N;INAN;NOM;FEM;SG	V;MASC;SG;V.PTCP;ACT
отрута	بہکانا	отрута	بہکا	N;INAN;NOM;FEM;SG	V;MASC;SG;V.PTCP;ACT
отрута	ہوا	отрута	ہو	N;INAN;NOM;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
отрута	بھٹکانا.	отрута	بھٹکان	N;INAN;NOM;FEM;SG	V;MASC;SG;V.PTCP;ACT
отрута	سم	отрута	سم	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
отрута	بہکانا	отрута	بہکا	N;INAN;NOM;FEM;SG	V;MASC;SG;V.PTCP;ACT
отрута	ہوا	отрута	ہو	N;INAN;NOM;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
хочеш	غربت-	хотіти	غربت-	V;IPFV;IND;SG;2;PRS;FIN	PROPN;NOM;MASC;SG;3
хочеш	غیرموجودگی	хотіти	غیرموجودگی	V;IPFV;IND;SG;2;PRS;FIN	ADJ
бонд	تعلق	бонд	تعلق	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
бонд	چپکنا	бонд	چپک	PROPN;ANIM;NOM;MASC;SG	V;SG;NFIN;ACT
бонд	چپکن	бонд	چپکن	PROPN;ANIM;NOM;MASC;SG	
бонд	تھامنا.	бонд	تھامنا.	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
бонд	معاہدہ	бонд	معاہدہ	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
бонд	جوڑنا.	бонд	جوڑنا.	PROPN;ANIM;NOM;MASC;SG	V;MASC;SG;NFIN;ACT
бонд	الصاق.	бонд	الصاق.	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
тісто	نقدی.	тісто	نقدی.	N;INAN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
готуватися	طعن	готуватися	طعن	V;IPFV;NFIN	N;NOM;MASC;SG;3
готуватися	طنز	готуватися	طنز	V;IPFV;NFIN	N;NOM;MASC;SG;3
готуватися	گھیرنا	готуватися	گھیر	V;IPFV;NFIN	
готуватися	استہزا.	готуватися	استہزا.	V;IPFV;NFIN	PROPN;NOM;MASC;SG;3
диктатор	زبردست	диктатор	زبردست	N;ANIM;NOM;MASC;SG	ADJ
усвідомлює	آگاہ.	усвідомлювати	آگاہ.	V;IPFV;IND;SG;3;PRS;FIN	
усвідомлює	مطلع	усвідомлювати	مطلع	V;IPFV;IND;SG;3;PRS;FIN	ADJ
пдв	حوض	пдв	حوض	INTJ	PROPN;NOM;MASC;SG;3
пдв	ہودی	пдв	ہو	INTJ	PROPN;NOM;MASC;SG;3
пдв	ماٹ	пдв	ماٹ	INTJ	
внук	نواسا.	внук	نواسا.	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
родючі	مخترع	родючий	مخترع	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
глобальний	عالمگیر	глобальний	عالمگیر	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
травма	دہاکا	травма	دہاکا	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
травма	بپتا.	травма	بپتا.	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
матеріальне	اسم.	матеріальний	اسم.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
матеріальне	وقیع.	матеріальний	وقیع.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
матеріальне	تجویز	матеріальний	تجویز	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG;3
справедливий	مُبّیضہ	справедливий	مُبّیضہ	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
справедливий	حتمی.	справедливий	حتمی.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
справедливий	گورا	справедливий	گورا	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
справедливий	حسین	справедливий	حسین	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
