que	das	que	der	CONJ	PRO;NOM;NEUT;SG
sus	seiner	su	sein	DET;PL;3	DET;NOM;MASC;SG
sus	ihre	su	ihr	DET;PL;3	DET;NOM;FEM;SG
sus	ihr	su	ihr	DET;PL;3	PRO;NOM;MASC;SG
sus	ihrer	su	ihr	DET;PL;3	DET;NOM;MASC;SG
sus	dein	su	dein	DET;PL;3	PRO;NOM;MASC;SG
sus	deine	su	dein	DET;PL;3	PRO;NOM;MASC;SG
sus	ihre	su	ihr	DET;PL;3	DET;NOM;FEM;SG
sus	seine	su	sein	DET;PL;3	DET;NOM;FEM;SG
sus	seiner	su	sein	DET;PL;3	DET;NOM;MASC;SG
también	zu	también	zu	ADV	PART
también	too	también	too	ADV	ADJ
entre	entre	entre	entre	ADP	
entre	dazwischen	entre	dazwischen	ADP	ADV
este	östlich	este	östlich	PRO;MASC;SG	ADJ
este	ostseite	este	ostseite	PRO;MASC;SG	ADJ
este	ost	este	ost	PRO;MASC;SG	N;NOM;NEUT
este	osten	este	osten	PRO;MASC;SG	ADV
pero	doch	pero	doch	CONJ	ADV
pero	allerdings	pero	allerdings	CONJ	ADV
pero	but	pero	bun	CONJ	
pero	jedoch	pero	jedoch	CONJ	ADV
años	jahren	año	jahren	N;MASC;PL	ADJ
años	jahre	año	jahren	N;MASC;PL	ADV
dos	dos	dos	dos	NUM;PL	
dos	zweit	dos	zweit	NUM;PL	
dos	beiden	dos	beide	NUM;PL	PRO;NOM;INDF;PL
dos	two	dos	two	NUM;PL	PROPN;SG
sobre	etwa	sobre	etwa	ADP	ADV
sobre	umschlag	sobre	umschlagen	ADP	
año	baujahr	año	baujahr	N;MASC;SG	
año	jahre	año	jahren	N;MASC;SG	ADV
desde	seitdem	desde	seitdem	ADP	ADV
desde	vom	desde	vom	ADP	
enlaces	verbindungen	enlace	verbindung	N;MASC;PL	V;NFIN
enlaces	verweise	enlace	verweisen	N;MASC;PL	
enlaces	verknüpfungen	enlace	verknüpfung	N;MASC;PL	V;NFIN
enlaces	links	enlace	links	N;MASC;PL	ADV
hasta	überhaupt	hasta	überhaupt	ADP	ADV
hasta	selbst	hasta	selbst	ADP	ADV
hasta	sogar	hasta	sogar	ADP	ADV
hasta	auch	hasta	auch	ADP	ADV
externos	externe	externo	extern	ADJ;MASC;PL	
externos	außenhandel	externo	außenhandel	ADJ;MASC;PL	
externos	außen	externo	außen	ADJ;MASC;PL	ADV
ciudad	stadt	ciudad	staden	N;FEM;SG	
ciudad	ortschaft	ciudad	ortschaft	N;FEM;SG	ADJ
ciudad	stadt	ciudad	staden	N;FEM;SG	
ciudad	ciudad	ciudad	ciudad	N;FEM;SG	PROPN;NOM;SG
ser	wesen	ser	wesen	V;NFIN	N;NOM;NEUT;SG
ser	ser	ser	sein	V;NFIN	
parte	feiern	parte	feiern	N;FEM;SG	V;NFIN
parte	feier	parte	feier	N;FEM;SG	
parte	party	parte	party	N;FEM;SG	PROPN
parte	partei	parte	partei	N;FEM;SG	
parte	teilweise	parte	teilweise	N;FEM;SG	ADV
parte	teil	parte	teil	N;FEM;SG	ADV
durante	während	durante	während	ADP	CONJ
sin	without	sin	withouen	ADP	
sin	sünden	sin	sehen	ADP	N;PL
sin	sünde	sin	sünden	ADP	
sin	sin	sin	sin	ADP	
donde	wo	donde	wo	PRO	ADV
donde	wohin	donde	wohin	PRO	ADV
san	san	san	san	N;MASC;SG	PROPN;NOM;NEUT;SG
san	heiligen	san	heilig	N;MASC;SG	ADJ
san	heiliger	san	heilig	N;MASC;SG	ADJ
san	saint	san	sainen	N;MASC;SG	PROPN;NOM;SG
san	st	san	st	N;MASC;SG	;SG
era	war	ser	sein	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PST;FIN
era	wurde	ser	werden	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PST;FIN;PASS
nacional	nationale	nacional	national	ADJ;SG	ADJ;NOM;FEM;PL
nacional	nacional	nacional	nacional	ADJ;SG	PROPN
primera	erste	primero	erst	ADJ;FEM;SG	ADJ;NOM;FEM;PL
primera	zuerst	primero	zuerst	ADJ;FEM;SG	ADV
primera	first	primero	fersen	ADJ;FEM;SG	PROPN
primera	ersten	primero	erst	ADJ;FEM;SG	ADJ;NOM;PL
team	mannschaft	team	mannschaft	N	ADJ
cuando	wann	cuando	wann	CONJ	ADV
nombre	namen	nombre	name	N;MASC;SG	
nombre	bezeichnung	nombre	Bezeichnung	N;MASC;SG	ADJ
nombre	vorname	nombre	vornam	N;MASC;SG	
estados	staaten	estado	staaten	N;MASC;PL	V;FIN
utc	utc	utc	utc	N	
siglo	siglo	siglo	siglo	N;MASC;SG	PROPN
siglo	jahrhundert	siglo	jahrhundert	N;MASC;SG	ADJ
siglo	century	siglo	century	N;MASC;SG	PROPN
siglo	jahrhunderts	siglo	jahrhundert	N;MASC;SG	ADV
después	nach	después	nach	ADV	ADP
después	after	después	aft	ADV	PROPN;NOM;SG
después	nachdem	después	nachdem	ADV	CONJ
después	späteren	después	spät	ADV	ADJ
después	spätere	después	spät	ADV	ADJ;NOM;FEM;PL
después	später	después	spät	ADV	ADJ
españa	spanien	españa	spanien	N;FEM;SG	PROPN;NOM;NEUT;SG
españa	kanaren	españa	kanar	N;FEM;SG	ADJ
otros	sonstiges	otro	sonstig	PRO;MASC;PL	ADJ;NOM;NEUT;SG
otros	andere	otro	ander	PRO;MASC;PL	ADJ;NOM;FEM;PL
otros	anderen	otro	ander	PRO;MASC;PL	ADJ;NOM;PL
otros	sonstige	otro	sonstig	PRO;MASC;PL	ADJ;NOM;FEM;PL
otros	anderes	otro	ander	PRO;MASC;PL	ADJ;NOM;NEUT;SG
otros	sonstiges	otro	sonstig	PRO;MASC;PL	ADJ;NOM;NEUT;SG
otros	andere	otro	ander	PRO;MASC;PL	ADJ;NOM;FEM;PL
otros	anderen	otro	ander	PRO;MASC;PL	ADJ;NOM;PL
otros	sonstige	otro	sonstig	PRO;MASC;PL	ADJ;NOM;FEM;PL
gran	big	gran	bigen	ADJ;SG	
gran	großen	gran	groß	ADJ;SG	ADJ;PL
gran	große	gran	groß	ADJ;SG	ADJ;NOM;FEM;PL
gran	great	gran	greaen	ADJ;SG	PROPN
gran	große	gran	groß	ADJ;SG	ADJ;NOM;FEM;PL
gran	gran	gran	gran	ADJ;SG	
gran	riesen	gran	riesen	ADJ;SG	
gran	grand	gran	grand	ADJ;SG	
unidos	united	unido	united	ADJ;MASC;PL;V.PTCP	
unidos	vereinigtes	unido	vereinigt	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG
puede	kann	poder	können	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
puede	können	poder	können	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
puede	can	poder	can	V;IND;SG;3;PRS;FIN	
puede	kannst	poder	können	V;IND;SG;3;PRS;FIN	V;IND;SG;2;PRS;FIN
estado	zustand	estado	zustand	N;MASC;SG	
estado	bundesland	estado	bundesland	N;MASC;SG	
estado	zustand	estado	zustand	N;MASC;SG	
estado	mitgliedstaat	estado	mitgliedstaat	N;MASC;SG	ADJ
estado	bundesstaat	estado	bundesstaat	N;MASC;SG	ADJ
estado	bedingung	estado	bedingung	N;MASC;SG	
estado	voraussetzung	estado	voraussetzung	N;MASC;SG	
estado	zustand	estado	zustand	N;MASC;SG	
estado	kondition	estado	kondition	N;MASC;SG	ADJ
uno	uno	uno	uno	PRO;MASC;SG	PROPN;NOM;MASC;SG
uno	eins	uno	ein	PRO;MASC;SG	
uno	eine	uno	ein	PRO;MASC;SG	DET;NOM;INDF;FEM;SG
uno	ein	uno	ein	PRO;MASC;SG	ADV
lugar	veranstaltungsort	lugar	veranstaltungsort	N;MASC;SG	ADJ
lugar	gerichtsstand	lugar	gerichtsstehen	N;MASC;SG	ADJ
lugar	austragungsort	lugar	austragungsort	N;MASC;SG	ADJ
lugar	stelle	lugar	stellen	N;MASC;SG	V;IND;SG;3;PRS;FIN
lugar	platz	lugar	platz	N;MASC;SG	ADV
lugar	lage	lugar	lagen	N;MASC;SG	ADJ
lugar	standort	lugar	standoren	N;MASC;SG	ADV
primer	erste	primero	erst	ADJ;MASC;SG	ADJ;NOM;FEM;PL
primer	zuerst	primero	zuerst	ADJ;MASC;SG	ADV
primer	first	primero	fersen	ADJ;MASC;SG	PROPN
primer	ersten	primero	erst	ADJ;MASC;SG	ADJ;NOM;PL
población	bevölkerung	población	bevölkerung	N;FEM;SG	ADJ
población	bevölkerungszahl	población	bevölkerungszahl	N;FEM;SG	ADJ
población	grundgesamtheit	población	grundgesamtheit	N;FEM;SG	ADJ;NOM;SG
población	einwohner	población	einwohner	N;FEM;SG	N;NOM;MASC;PL
población	einwohnerzahl	población	einwohnerzahl	N;FEM;SG	ADJ
muy	very	mucho	very	ADV	
había	hatten	haber	haben	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PST;FIN
había	hatte	haber	haben	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PST;FIN
mismo	gleiche	mismo	gleich	ADJ;MASC;SG	ADJ;NOM;FEM;PL
mismo	gleich	mismo	gleich	ADJ;MASC;SG	ADV
mismo	gleichen	mismo	gleich	ADJ;MASC;SG	ADJ;NOM;MASC;PL
mismo	selbe	mismo	selb	ADJ;MASC;SG	
mismo	dasselbe	mismo	dasselbe	ADJ;MASC;SG	ADV
nueva	neue	nuevo	neu	ADJ;FEM;SG	ADJ;NOM;FEM;PL
historia	geschichte	historia	geschicht	N;FEM;SG	
historia	meldung	historia	meldung	N;FEM;SG	ADJ
historia	vergangenheit	historia	vergangenheit	N;FEM;SG	ADJ
historia	werdegang	historia	werdegang	N;FEM;SG	
historia	geschichte	historia	geschicht	N;FEM;SG	
club	verein	club	verein	N;MASC;SG	
eran	wurden	ser	werden	V;IND;PL;3;IPFV;FIN	V;IND;PL;3;PST;FIN;PASS
eran	waren	ser	sein	V;IND;PL;3;IPFV;FIN	V;IND;PL;3;PST;FIN
cual	welches	cual	welch	PRO;SG	PRO;NOM;NEUT;SG
cual	welcher	cual	welch	PRO;SG	PRO;NOM;MASC;SG
cual	welche	cual	welch	PRO;SG	PRO;NOM;SG
cual	welchen	cual	welch	PRO;SG	PRO;NOM;SG
universidad	universität	universidad	universität	N;FEM;SG	ADJ
universidad	universitäten	universidad	universitäten	N;FEM;SG	N;NOM;PL
universidad	kollegium	universidad	kollegium	N;FEM;SG	
universidad	college	universidad	college	N;FEM;SG	
forma	formgebung	forma	Formgebung	N;FEM;SG	ADJ
forma	formular	forma	formular	N;FEM;SG	V;SG;FIN
forma	vordruck	forma	vordruck	N;FEM;SG	
tres	tres	tres	tres	NUM;PL	PROPN;SG
tres	dreien	tres	dreien	NUM;PL	
tres	three	tres	threen	NUM;PL	PROPN
tres	dreier	tres	dreier	NUM;PL	
grupo	grupo	grupo	grupo	N;MASC;SG	PROPN;NOM;SG
grupo	konzern	grupo	konzern	N;MASC;SG	
grupo	gruppen	grupo	grappen	N;MASC;SG	N;NOM;FEM;PL
general	allgemeines	general	allgemein	N;SG	ADJ;NOM;NEUT;SG
general	allgemein	general	allgemein	N;SG	ADJ
general	allgemeinen	general	allgemein	N;SG	ADJ
general	allgemeine	general	allgemein	N;SG	ADJ;NOM;FEM;PL
aunque	zwar	aunque	zwar	CONJ	ADV
aunque	obgleich	aunque	obgleich	CONJ	ADV
aunque	allerdings	aunque	allerdings	CONJ	ADV
tras	danach	tras	danach	ADP	ADV
tras	after	tras	aft	ADP	PROPN;NOM;SG
tras	nachher	tras	nachher	ADP	ADV
tras	nachdem	tras	nachdem	ADP	CONJ
familia	familien	familia	familien	N;FEM;SG	V;IND;PL;3;FIN
familia	familien	familia	familien	N;FEM;SG	V;IND;PL;3;FIN
además	zzgl	además	zzgl	ADV	
además	plus	además	plus	ADV	
todo	alle	todo	alle	PRO;MASC;SG	PRO;NOM;INDF;PL
todo	all	todo	all	PRO;MASC;SG	ADV
sur	süden	sur	süden	N;MASC;SG	V;NFIN
sur	southern	sur	southern	N;MASC;SG	PROPN
sur	südliches	sur	südlich	N;MASC;SG	ADJ;NOM;NEUT;SG
sur	südlichen	sur	südlich	N;MASC;SG	ADJ;ACC;MASC;SG
sur	südliche	sur	südlich	N;MASC;SG	ADJ;NOM;FEM;PL
sur	sur	sur	sur	N;MASC;SG	PROPN
sur	südlich	sur	südlich	N;MASC;SG	ADJ
sur	süden	sur	süden	N;MASC;SG	V;NFIN
mayor	großen	mayor	groß	ADJ;SG	ADJ;PL
mayor	major	mayor	major	ADJ;SG	PROPN
tiempo	temperaturen	tiempo	temperatur	N;MASC;SG	V;NFIN
tiempo	wetter	tiempo	wetter	N;MASC;SG	
tiempo	wetterbericht	tiempo	wetterbericht	N;MASC;SG	ADJ
tiempo	zeit	tiempo	zeit	N;MASC;SG	ADJ
tiempo	uhrzeit	tiempo	uhrzeit	N;MASC;SG	ADJ
tiempo	zeiten	tiempo	zeiten	N;MASC;SG	V;NFIN
tiempo	zeitraum	tiempo	zeitraum	N;MASC;SG	ADV
tiempo	zeitpunkt	tiempo	zeitpunkt	N;MASC;SG	ADJ
provincia	bundesland	provincia	bundesland	N;FEM;SG	
provincia	provinz	provincia	provinz	N;FEM;SG	
partido	feiern	partido	feiern	N;MASC;SG	V;NFIN
partido	feier	partido	feier	N;MASC;SG	
partido	party	partido	party	N;MASC;SG	PROPN
partido	partei	partido	partei	N;MASC;SG	
partido	streichholz	partido	streichholz	N;MASC;SG	ADJ
partido	treffer	partido	treffer	N;MASC;SG	
partido	match	partido	match	N;MASC;SG	PROPN
contra	counter	contra	counter	ADP	PROPN
contra	schalter	contra	schalter	ADP	ADJ
contra	zähler	contra	zähl	ADP	
contra	dagegen	contra	dagegen	ADP	ADV
contra	contra	contra	contra	ADP	
encuentra	finde	encontrar	finden	V;IND;SG;3;PRS;FIN	V;IND;SG;2;PRS;FIN
encuentra	funde	encontrar	fund	V;IND;SG;3;PRS;FIN	N;NOM;PL
municipio	township	municipio	township	N;MASC;SG	PROPN
municipio	stadtverwaltung	municipio	stadtverwaltung	N;MASC;SG	PROPN
otras	sonstiges	otro	sonstig	PRO;FEM;PL	ADJ;NOM;NEUT;SG
otras	andere	otro	ander	PRO;FEM;PL	ADJ;NOM;FEM;PL
otras	anderen	otro	ander	PRO;FEM;PL	ADJ;NOM;PL
otras	sonstige	otro	sonstig	PRO;FEM;PL	ADJ;NOM;FEM;PL
otras	anderes	otro	ander	PRO;FEM;PL	ADJ;NOM;NEUT;SG
otras	sonstiges	otro	sonstig	PRO;FEM;PL	ADJ;NOM;NEUT;SG
otras	andere	otro	ander	PRO;FEM;PL	ADJ;NOM;FEM;PL
otras	anderen	otro	ander	PRO;FEM;PL	ADJ;NOM;PL
otras	sonstige	otro	sonstig	PRO;FEM;PL	ADJ;NOM;FEM;PL
todos	jeder	todo	jed	PRO;MASC;PL	PRO;NOM;INDF;MASC;SG
todos	jedermann	todo	jedermann	PRO;MASC;PL	ADV
todos	alles	todo	alle	PRO;MASC;PL	PRO;NOM;INDF;NEUT;SG
todos	all	todo	all	PRO;MASC;PL	ADV
todos	jeder	todo	jed	PRO;MASC;PL	PRO;NOM;INDF;MASC;SG
todos	jedem	todo	jed	PRO;MASC;PL	PRO;DAT;INDF;MASC;SG
todos	jedermann	todo	jedermann	PRO;MASC;PL	ADV
juan	johannes	juan	johannes	PROPN	PROPN;NOM;MASC;SG
juan	johann	juan	johann	PROPN	PROPN;NOM;MASC;SG
juan	john	juan	john	PROPN	PROPN;NOM;MASC;SG
juan	johanna	juan	johanna	PROPN	PROPN;NOM;FEM;SG
juan	joan	juan	joan	PROPN	PROPN;NOM;MASC;SG
josé	yusuf	josé	yusuf	PROPN	PROPN;NOM;MASC;SG
josé	joseph	josé	joseph	PROPN	PROPN;NOM;MASC;SG
josé	josef	josé	josef	PROPN	PROPN;NOM;MASC;SG
josé	josef	josé	josef	PROPN	PROPN;NOM;MASC;SG
josé	jose	josé	jos	PROPN	PROPN;NOM;SG
josé	josé	josé	josé	PROPN	PROPN;NOM;MASC;SG
bajo	under	bajo	under	ADP	
bajo	niedrige	bajo	niedrig	ADP	ADJ;NOM;FEM;PL
bajo	niedrig	bajo	niedrig	ADP	ADJ
bajo	niedrigen	bajo	niedrig	ADP	ADJ
bajo	low	bajo	low	ADP	
bajo	bajo	bajo	bajo	ADP	PROPN;SG
bajo	bassisten	bajo	bassist	ADP	
bajo	bassist	bajo	bassist	ADP	PROPN;NOM;SG
bajo	bass	bajo	bassen	ADP	
serie	reihe	serie	reih	N;FEM;SG	;SG
serie	zeitreihen	serie	zeitreihen	N;FEM;SG	V;NFIN
serie	baureihe	serie	baureihe	N;FEM;SG	ADJ;NOM;FEM;SG
serie	reihen	serie	reih	N;FEM;SG	V;NFIN
serie	serielle	serie	seriell	N;FEM;SG	
serie	seriennummer	serie	seriennummer	N;FEM;SG	ADJ
serie	serien	serie	serien	N;FEM;SG	
serie	seriellen	serie	seriellen	N;FEM;SG	ADJ
cada	jedes	cada	jed	DET;SG	PRO;NOM;INDF;NEUT;SG
cada	jeder	cada	jed	DET;SG	PRO;NOM;INDF;MASC;SG
cada	jeden	cada	jed	DET;SG	PRO;ACC;INDF;MASC;SG
cada	jede	cada	jed	DET;SG	PRO;NOM;INDF;FEM;SG
cada	jedes	cada	jed	DET;SG	PRO;NOM;INDF;NEUT;SG
cada	jeder	cada	jed	DET;SG	PRO;NOM;INDF;MASC;SG
cada	jedem	cada	jed	DET;SG	PRO;DAT;INDF;MASC;SG
cada	jeden	cada	jed	DET;SG	PRO;ACC;INDF;MASC;SG
cada	jede	cada	jed	DET;SG	PRO;NOM;INDF;FEM;SG
fútbol	fußballspiel	fútbol	fußballspiel	N;MASC;SG	ADV
fútbol	fußball	fútbol	fußball	N;MASC;SG	ADJ
fútbol	fussball	fútbol	fussball	N;MASC;SG	
fútbol	soccer	fútbol	soccer	N;MASC;SG	PROPN
fútbol	football	fútbol	football	N;MASC;SG	ADJ
fútbol	fußballspiel	fútbol	fußballspiel	N;MASC;SG	ADV
fútbol	fußball	fútbol	fußball	N;MASC;SG	ADJ
fútbol	fussball	fútbol	fussball	N;MASC;SG	
equipo	geräte	equipo	geräten	N;MASC;SG	N;NOM;NEUT;PL
equipo	anlagen	equipo	anlagen	N;MASC;SG	V;NFIN
equipo	mannschaft	equipo	mannschaft	N;MASC;SG	ADJ
norte	norte	norte	nort	N;MASC;SG	PROPN;NOM;SG
norte	nordsee	norte	nordsee	N;MASC;SG	PROPN;NOM;SG
norte	norden	norte	norden	N;MASC;SG	V;NFIN
norte	nordosten	norte	nordosten	N;MASC;SG	V;FIN
norte	nord	norte	nord	N;MASC;SG	ADJ
norte	northern	norte	northern	N;MASC;SG	PROPN
norte	nordeuropa	norte	nordeuropa	N;MASC;SG	ADJ
norte	nördliche	norte	nördlich	N;MASC;SG	ADJ;NOM;FEM;PL
norte	nördlichen	norte	nördlich	N;MASC;SG	ADJ;NOM;MASC;SG
norte	nordirland	norte	nordirland	N;MASC;SG	PROPN
norte	norden	norte	norden	N;MASC;SG	V;NFIN
norte	nord	norte	nord	N;MASC;SG	ADJ
río	rio	río	rio	N;MASC;SG	PROPN;NOM;SG
río	river	río	river	N;MASC;SG	PROPN;NOM;SG
río	flusses	río	fluß	N;MASC;SG	ADV
río	fluß	río	flaß	N;MASC;SG	
méxico	mexico	méxico	mexico	N;MASC;SG	PROPN;NOM;SG
méxico	mexiko	méxico	mexiko	N;MASC;SG	PROPN;NOM;NEUT;SG
han	haben	haber	haben	V;IND;PL;3;PRS;FIN	V;IND;PL;3;FIN
han	habe	haber	haben	V;IND;PL;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
han	han	haber	han	V;IND;PL;3;PRS;FIN	
argentina	argentinien	argentino	argentinien	ADJ;FEM;SG	PROPN;NOM;NEUT;SG
argentina	argentinischen	argentino	argentinisch	ADJ;FEM;SG	ADJ;NOM;MASC;PL
argentina	argentinien	argentino	argentinien	ADJ;FEM;SG	PROPN;NOM;NEUT;SG
argentina	argentinische	argentino	argentinisch	ADJ;FEM;SG	ADJ;NOM;FEM;PL
inglés	englisch	inglés	englisch	N;MASC;SG	ADJ
inglés	englische	inglés	englisch	N;MASC;SG	ADJ;NOM;FEM;PL
inglés	deutsch	inglés	deutsch	N;MASC;SG	ADJ
nuevo	neue	nuevo	neu	ADJ;MASC;SG	ADJ;NOM;FEM;PL
véase	schau	véase	schau	V;SBJV;SG;3;PRS;FIN	;SG
véase	see	véase	see	V;SBJV;SG;3;PRS;FIN	
véase	siehe	véase	sehen	V;SBJV;SG;3;PRS;FIN	V;IMP;SG;FIN
junto	entlang	junto	entlang	ADJ	ADP
septiembre	september	septiembre	september	N	PROPN;SG
octubre	oktober	octubre	oktober	N	PROPN;NOM;SG
octubre	october	octubre	october	N	PROPN
segunda	segunda	segundo	segunda	ADJ;FEM;SG	PROPN;NOM;SG
segunda	sekunde	segundo	sekunde	ADJ;FEM;SG	
segunda	zweite	segundo	zweit	ADJ;FEM;SG	ADJ;NOM;FEM;PL
segunda	zweiten	segundo	zweit	ADJ;FEM;SG	ADJ;NOM;MASC;PL
discusión	diskussionen	discusión	diskussion	N;FEM;SG	V;NFIN
gobierno	governance	gobierno	governance	N;MASC;SG	
gobierno	steuerung	gobierno	steuerung	N;MASC;SG	ADJ
gobierno	regierungen	gobierno	regierung	N;MASC;SG	V;NFIN
gobierno	regierung	gobierno	Regierung	N;MASC;SG	
condado	komitat	condado	komitat	N;MASC;SG	PROPN
condado	kreis	condado	kreis	N;MASC;SG	ADV
condado	bezirk	condado	bezirk	N;MASC;SG	PROPN
condado	grafschaft	condado	grafschaft	N;MASC;SG	ADJ
condado	county	condado	county	N;MASC;SG	PROPN;NOM;MASC;SG
final	beenden	final	beenden	N;MASC;SG	V;NFIN
final	end	final	end	N;MASC;SG	
final	endgültig	final	endgültig	N;MASC;SG	ADJ
final	endgültige	final	endgültig	N;MASC;SG	ADJ;NOM;FEM;PL
final	endgültigen	final	endgültig	N;MASC;SG	ADJ
final	letzte	final	letzt	N;MASC;SG	ADJ;NOM;FEM;SG
vida	leben	vida	leben	N;FEM;SG	V;NFIN
vida	life	vida	life	N;FEM;SG	PROPN
vida	lebens	vida	lebens	N;FEM;SG	N;NOM;PL
vida	vida	vida	vida	N;FEM;SG	PROPN;NOM;SG
español	spanisch	español	spanisch	N;MASC;SG	ADJ
español	spanischer	español	spanisch	N;MASC;SG	ADJ
español	spanischen	español	spanisch	N;MASC;SG	ADJ;NOM;MASC;PL
español	spanische	español	spanisch	N;MASC;SG	ADJ;NOM;FEM;PL
centro	innenstadt	centro	innenstadt	N;MASC;SG	ADJ
centro	stadtzentrum	centro	stadtzentrum	N;MASC;SG	V;V.PTCP
centro	downtown	centro	downtown	N;MASC;SG	PROPN;SG
centro	stadtmitte	centro	stadtmitt	N;MASC;SG	
centro	altstadt	centro	altstadt	N;MASC;SG	ADJ
centro	centro	centro	centro	N;MASC;SG	PROPN;NOM;SG
centro	zentrum	centro	zentrum	N;MASC;SG	PROPN;NOM;SG
centro	mitte	centro	mitte	N;MASC;SG	ADV
centro	zentriert	centro	zentrieren	N;MASC;SG	V;V.PTCP
centro	center	centro	center	N;MASC;SG	PROPN;SG
centro	zentrum	centro	zentrum	N;MASC;SG	PROPN;NOM;SG
centro	stadtzentrum	centro	stadtzentrum	N;MASC;SG	V;V.PTCP
centro	mitte	centro	mitte	N;MASC;SG	ADV
centro	stadtmitte	centro	stadtmitt	N;MASC;SG	
centro	mittelpunkt	centro	mittelpunkt	N;MASC;SG	ADV
julio	julio	julio	julio	N	PROPN;NOM;MASC;SG
julio	julius	julio	julius	N	PROPN;NOM;MASC;SG
julio	juli	julio	juli	N	PROPN;NOM;MASC;SG
julio	july	julio	july	N	
hay	heu	haber	heu	V;IND;SG;3;PRS;FIN	
hay	hay	haber	haylen	V;IND;SG;3;PRS;FIN	
lincoln	lincoln	lincoln	lincoln	N;MASC;SG	PROPN
país	land	país	land	N;MASC;SG	
mientras	weile	mientras	weil	CONJ	ADV
web	internetseite	web	internetseite	N;FEM;SG	ADJ
web	webseiten	web	webseiten	N;FEM;SG	V;NFIN
web	webseite	web	webseite	N;FEM;SG	
web	web	web	web	N;FEM;SG	
web	netz	web	netz	N;FEM;SG	
web	webseite	web	webseite	N;FEM;SG	
web	webseiten	web	webseiten	N;FEM;SG	V;NFIN
internacional	internacional	internacional	internacional	ADJ;SG	PROPN
internacional	internationalen	internacional	international	ADJ;SG	ADJ;NOM;MASC;PL
internacional	internationale	internacional	international	ADJ;SG	ADJ;NOM;FEM;PL
santa	heilige	santo	heilig	ADJ;FEM;SG	ADJ;NOM;FEM;PL
santa	holy	santo	holy	ADJ;FEM;SG	PROPN
santa	saint	santo	sainen	ADJ;FEM;SG	PROPN;NOM;SG
santa	st	santo	st	ADJ;FEM;SG	;SG
santa	santa	santo	santa	ADJ;FEM;SG	PROPN;NOM;SG
antes	frühere	antes	früh	ADV	ADJ;NOM;FEM;PL
antes	vorhin	antes	vorhin	ADV	
antes	früher	antes	früher	ADV	ADJ
antes	vor	antes	vor	ADV	ADP
antes	bevor	antes	bevor	ADV	CONJ
oficial	offizielle	oficial	offiziell	ADJ;SG	ADJ;NOM;FEM;PL
oficial	polizist	oficial	polizist	ADJ;SG	PROPN
oficial	officer	oficial	officer	ADJ;SG	PROPN;NOM;MASC;SG
oficial	offizier	oficial	offizier	ADJ;SG	N;NOM;MASC;SG
