một	enga	một	en	NUM	PRO;ACC;MASC;SG
đầu	prva	đầu	prvi	N	ADJ;NOM;FEM;SG
đầu	prvo	đầu	prvi	N	ADJ;ACC;NEUT;SG
đầu	prvi	đầu	prvi	N	ADJ;NOM;MASC;PL
đầu	najprej	đầu	najprej	N	ADV;RL
ngoài	zunaj	ngoài	zunaj	N	ADV
ngoài	zunanji	ngoài	zunanji	N	ADJ;NOM;DEF;MASC;SG
ngoài	zunanja	ngoài	zunanji	N	ADJ;NOM;FEM;SG
thành	cheng	thành	cheng	V	PROPN;NOM;MASC;SG
thành	citadele	thành	citadel	V	N;NOM;FEM;PL
khoa	znanost	khoa	znanost		N;NOM;FEM;SG
khoa	znanosti	khoa	znanost		N;GEN;FEM;SG
khoa	fakulteta	khoa	fakulteta		N;NOM;FEM;SG
khoa	fakultete	khoa	fakulteta		N;NOM;FEM;PL
cho	cho	cho	cho	V	PROPN;NOM;MASC;SG
cho	za	cho	za	V	
không	ni	không	biti	;NEG	V;IND;SG;3;NEG;PRS;FIN
không	ne	không	ne	;NEG	PART
hoa	združeni	hoa	združen	N	ADJ;NOM;MASC;PL;V.PTCP
hoa	združena	hoa	združen	N	ADJ;NOM;FEM;SG;V.PTCP
hoa	združene	hoa	združen	N	ADJ;NOM;FEM;PL;V.PTCP
hoa	united	hoa	united	N	
hoa	združeno	hoa	združen	N	ADJ;NOM;NEUT;SG;V.PTCP
ngày	day	ngày	day	N	
những	tele	những	tel	DET	
những	so	những	biti	DET	V;IND;PL;3;POS;PRS;FIN
nam	moško	nam	moški	N	ADJ;NOM;NEUT;SG
nam	moška	nam	moški	N	ADJ;NOM;FEM;SG
nam	nan	nam	nan	N	
nam	južno	nam	južen	N	ADV
nam	južna	nam	južen	N	ADJ;NOM;FEM;SG
công	javna	công	javen	N	ADJ;NOM;FEM;SG
công	javno	công	javno	N	ADV
chính	lastno	chính	lasten	PART	ADJ;NOM;NEUT;SG
chính	lastne	chính	lasten	PART	ADJ;NOM;FEM;PL
chính	lastna	chính	lasten	PART	ADJ;NOM;FEM;SG
chính	lastni	chính	lasten	PART	ADJ;NOM;MASC;PL
chính	primarno	chính	primaren	PART	ADV
chính	primarne	chính	primaren	PART	ADJ;NOM;FEM;PL
chính	primarna	chính	primaren	PART	ADJ;NOM;FEM;SG
chính	primarni	chính	primaren	PART	ADJ;NOM;DEF;MASC;SG
chính	glavne	chính	glaven	PART	ADJ;NOM;FEM;PL
chính	main	chính	main	PART	
chính	glavni	chính	glaven	PART	ADJ;NOM;DEF;MASC;SG
chính	glavno	chính	glaven	PART	ADJ;NOM;NEUT;SG
chính	glavna	chính	glaven	PART	ADJ;NOM;FEM;SG
động	dinamika	động	dinamik	V	N;NOM;FEM;SG
động	dinamična	động	dinamičen	V	ADJ;NOM;FEM;SG
động	dinamični	động	dinamičen	V	ADJ;NOM;MASC;SG
động	dinamično	động	dinamično	V	ADV
động	dinamičen	động	dinamičen	V	ADJ;NOM;INDF;MASC;SG
động	samodejno	động	samodejno	V	ADV
động	avtomatsko	động	avtomatsko	V	ADV
động	samodejni	động	samodejen	V	ADJ;NOM;MASC;SG
động	samodejna	động	samodejen	V	ADJ;NOM;FEM;SG
động	avtomatično	động	avtomatičen	V	ADV
động	samodejno	động	samodejno	V	ADV
động	avtomatsko	động	avtomatsko	V	ADV
khi	kadar	khi	kadar	N	CONJ
khi	ko	khi	ko	N	CONJ
khi	kdaj	khi	kdaj	N	ADV
đến	prihod	đến	prihod	PART	N;NOM;MASC;SG
đến	prispele	đến	prispeti	PART	V;PFV;FEM;PL;V.PTCP
đến	prispel	đến	prispeti	PART	V;PFV;MASC;SG;V.PTCP
đến	prispela	đến	prispeti	PART	V;PFV;FEM;SG;V.PTCP
đến	prispeli	đến	prispeti	PART	V;PFV;MASC;PL;V.PTCP
đến	pridi	đến	pridi	PART	V;PFV;IMP;SG;2;FIN
đến	prihaja	đến	prihajati	PART	V;IPFV;IND;SG;3;PRS;FIN
theo	theo	theo	theo	V	PROPN;NOM;MASC;SG
theo	po	theo	po	V	N;NOM;MASC;SG
tỉnh	trezen	tỉnh	trezen	N	ADJ;NOM;INDF;MASC;SG
tỉnh	trezno	tỉnh	trezno	N	ADV
tỉnh	budna	tỉnh	buden	N	ADJ;NOM;FEM;SG
tỉnh	buden	tỉnh	buden	N	ADJ;NOM;INDF;MASC;SG
tỉnh	budni	tỉnh	buden	N	ADJ;NOM;MASC;PL
sau	pozneje	sau	pozno	N	ADV;CMPR
sau	kasneje	sau	kasno	N	ADV;CMPR
trung	srednje	trung	srednje	N	ADV
trung	srednja	trung	srednji	N	ADJ;NOM;FEM;SG
trung	osrednje	trung	osrednji	N	ADJ;NOM;NEUT;SG
trung	centralne	trung	centralen	N	ADJ;NOM;FEM;PL
trung	centralno	trung	centralno	N	ADJ;NOM;NEUT;SG
trung	osrednji	trung	osrednji	N	ADJ;NOM;DEF;MASC;SG
trung	centralni	trung	centralen	N	ADJ;NOM;DEF;MASC;SG
trung	srednji	trung	srednji	N	ADJ;NOM;DEF;MASC;SG
trung	srednja	trung	srednji	N	ADJ;NOM;FEM;SG
trên	zgoraj	trên	zgoraj		ADV
nhà	domača	nhà	domač	N	ADJ;NOM;FEM;SG
nhà	doma	nhà	doma	N	ADV
nhà	domov	nhà	domov	N	ADV
nhà	house	nhà	hous	N	
như	kot	như	kot	CONJ	CONJ
gia	gia	gia	gia	N	PROPN;NOM;FEM;SG
bản	nizozemsko	bản	nizozemski	N	ADJ;NOM;NEUT;SG
bản	nizozemski	bản	nizozemski	N	ADJ;NOM;MASC;SG
đại	velika	đại	velik	N	ADJ;NOM;FEM;SG
đại	veliki	đại	velik	N	ADJ;NOM;DEF;MASC;SG
đại	velike	đại	velik	N	ADJ;NOM;FEM;PL
đại	velik	đại	velik	N	ADJ;NOM;INDF;MASC;SG
hiện	pokaži	hiện	pokaža	N	V;PFV;IND;SG;3;PRS;FIN
hiện	prikaži	hiện	prikažati	N	
hiện	oddaja	hiện	oddajati	N	V;IPFV;IND;SG;3;PRS;FIN
thế	to	thế	ta	PROPN	DET;NOM;NEUT;SG
thế	tisto	thế	tisti	PROPN	DET;NOM;NEUT;SG
chiến	chien	chiến	chien	N	
bar	bar	bar	bar		N;NOM;MASC;SG
lại	spet	lại	spet		ADV
lại	znova	lại	znova		ADV
lại	ponovno	lại	ponovno		ADV
cũng	tudi	cũng	tudi		PART
việt	vietnam	việt	vieten	N	ADJ;NOM;NEUT;SG
nhất	najboljša	nhất	dober		ADJ;NOM;RL;FEM;SG
nhất	najboljši	nhất	dober		ADJ;NOM;DEF;RL;MASC;SG
nhất	best	nhất	best		
nhất	najboljše	nhất	dober		ADJ;NOM;RL;NEUT;SG
nhân	pomnoži	nhân	pomnož		V;PFV;IND;SG;3;PRS;FIN
nhân	jedro	nhân	jedro		N;NOM;NEUT;SG
nhân	potrpežljiv	nhân	potrpežljiv		ADJ;NOM;INDF;MASC;SG
nhân	bolnik	nhân	bolnik		N;NOM;MASC;SG
nhân	pacient	nhân	pacient		N;NOM;MASC;SG
phát	oddajanje	phát	oddajanje	V	N;NOM;NEUT;SG
phát	ustreljen	phát	ustreljen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
phát	ustreljena	phát	ustreljen	V	ADJ;NOM;FEM;SG;V.PTCP
phát	strel	phát	strel	V	N;NOM;MASC;SG
phát	streli	phát	streliti	V	N;NOM;MASC;PL
anh	si	anh	biti	N	V;IND;SG;2;POS;PRS;FIN
anh	ti	anh	ti	N	PRO;NOM;MASC;PL;2
pháp	francosko	pháp	francoski	N	ADJ;NOM;NEUT;SG
pháp	francoska	pháp	francoski	N	ADJ;NOM;FEM;SG
pháp	francoski	pháp	francoski	N	ADJ;NOM;DEF;MASC;SG
danh	uvozi	danh	uvoziti	N	V;PFV;IND;SG;3;PRS;FIN
chúng	njimi	chúng	on	PROPN	PRO;DAT;MASC;PL;3
chúng	jih	chúng	on	PROPN	PRO;ACC;MASC;PL;3
chúng	njih	chúng	on	PROPN	PRO;GEN;MASC;PL;3
chúng	so	chúng	biti	PROPN	V;IND;PL;3;POS;PRS;FIN
tập	epizodo	tập	epizoda		N;ACC;FEM;SG
tập	epizode	tập	epizoda		N;NOM;FEM;PL
tập	epizoda	tập	epizod		N;NOM;FEM;SG
tập	epizode	tập	epizoda		N;NOM;FEM;PL
tập	epizod	tập	epizod		N;GEN;FEM;PL
nhiều	mnogi	nhiều	mnog	ADJ	DET;NOM;MASC;PL
nhiều	veliko	nhiều	veliko	ADJ	DET
nhiều	much	nhiều	much	ADJ	N;NOM;MASC;SG
nhiều	veliko	nhiều	veliko	ADJ	DET
nhiều	večkratno	nhiều	večkraten	ADJ	ADV
chi	chi	chi	chi	N	PROPN;NOM;MASC;SG
chi	či	chi	či	N	
chỉ	le	chỉ	le		PART
chỉ	samo	chỉ	samo		PART
chỉ	le	chỉ	le		PART
chỉ	samo	chỉ	samo		PART
đây	tukaj	đây	tukaj	PROPN	ADV
sinh	rojen	sinh	rojen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
sinh	rojena	sinh	rojen	V	ADJ;NOM;FEM;SG;V.PTCP
sinh	rojene	sinh	rojen	V	ADJ;NOM;FEM;PL;V.PTCP
sinh	rojeni	sinh	rojen	V	ADJ;NOM;MASC;PL;V.PTCP
sinh	rojstva	sinh	rojstvo	V	N;NOM;NEUT;PL
sinh	rojstvo	sinh	rojstvo	V	N;NOM;NEUT;SG
quan	guan	quan	guan	V	N;NOM;MASC;SG
quan	častnik	quan	častnik	V	N;NOM;MASC;SG
quan	policist	quan	policist	V	N;NOM;MASC;SG
tin	verjemi	tin	verje		V;IND;SG;1;PRS;FIN
tin	verjeti	tin	verjeti		V;NFIN
tin	tin	tin	tin		N;NOM;MASC;SG
tin	zgodb	tin	zgodba		N;GEN;FEM;PL
tin	zgodbice	tin	zgodbica		N;NOM;FEM;PL
tin	zgodbe	tin	zgodba		N;NOM;FEM;PL
tin	novica	tin	novica		N;NOM;FEM;SG
tin	novice	tin	novica		N;NOM;FEM;PL
tin	zaupanje	tin	zaupanje		N;NOM;NEUT;SG
tin	zaupanja	tin	zaupanje		N;NOM;NEUT;SG
đồng	bakrene	đồng	bakren	N	ADJ;NOM;FEM;PL
viên	metka	viên	metek	N	ADJ;NOM;FEM;SG
viên	dunajski	viên	dunajski	N	ADJ;NOM;MASC;SG
phải	desno	phải	desno	V	ADV
phải	right	phải	righta	V	
phải	pravica	phải	pravica	V	N;NOM;FEM;SG
phải	prav	phải	prav	V	PART
bắc	severna	bắc	severen	N	ADJ;NOM;FEM;SG
bắc	severni	bắc	severen	N	ADJ;NOM;DEF;MASC;SG
bắc	severno	bắc	severen	N	ADV
bắc	severna	bắc	severen	N	ADJ;NOM;FEM;SG
bắc	severno	bắc	severen	N	ADV
bắc	severni	bắc	severen	N	ADJ;NOM;DEF;MASC;SG
bắc	severne	bắc	severen	N	ADJ;NOM;FEM;PL
tiểu	osnovno	tiểu	osnoven		ADJ;NOM;NEUT;SG
tiểu	osnovni	tiểu	osnoven		ADJ;NOM;MASC;PL
tiểu	male	tiểu	mali		ADJ;NOM;FEM;PL
tiểu	mali	tiểu	mali		ADJ;NOM;DEF;MASC;SG
cao	visoko	cao	visoko	ADJ	ADV
cao	gao	cao	gao	ADJ	N;NOM;MASC;SG
văn	wen	văn	wen	N	
tây	zahodna	tây	zahoden	N	ADJ;NOM;FEM;SG
tây	zahodno	tây	zahodno	N	ADV
tây	zahodna	tây	zahoden	N	ADJ;NOM;FEM;SG
tây	zahodni	tây	zahoden	N	ADJ;NOM;DEF;MASC;SG
tây	western	tây	western	N	
tây	zahodno	tây	zahodno	N	ADV
hội	chance	hội	chanec	N	
cùng	ista	cùng	isti	ADJ	DET;NOM;FEM;SG
cùng	enaka	cùng	enak	ADJ	DET;NOM;FEM;SG
cùng	enako	cùng	enako	ADJ	ADV
cùng	isto	cùng	isti	ADJ	DET;NOM;NEUT;SG
giải	ohlapno	giải	ohlapen	V	ADV
giải	sproščeno	giải	sproščeno	V	ADJ;NOM;NEUT;SG;V.PTCP
giải	prostosti	giải	prostost	V	N;GEN;FEM;SG
giải	boks	giải	boks	V	N;NOM;MASC;SG
giải	ločljivost	giải	ločljivost	V	N;NOM;FEM;SG
giải	resolucija	giải	resolucija	V	N;NOM;FEM;SG
bang	oblasti	bang	oblast		N;NOM;FEM;PL
bang	stanje	bang	stanje		N;NOM;NEUT;SG
bang	država	bang	država		N;NOM;FEM;SG
bang	državno	bang	državen		ADJ;NOM;NEUT;SG
bang	bang	bang	bang		N;NOM;MASC;SG
bang	pok	bang	pok		N;NOM;MASC;SG
bang	poka	bang	poka		N;GEN;MASC;SG
đông	vzhod	đông	vzhod	ADJ	N;NOM;MASC;SG
đông	vzhodno	đông	vzhoden	ADJ	ADV
phố	city	phố	city	N	PROPN;NOM;MASC;SG
phố	street	phố	street	N	
xuất	izvozi	xuất	izvoziti	N	V;PFV;IND;SG;3;PRS;FIN
khu	ward	khu	ward	N	
cánh	wing	cánh	wing	N	
lập	neodvisen	lập	neodvisen	V	ADJ;NOM;INDF;MASC;SG
lập	samostojna	lập	samostojen	V	ADJ;NOM;FEM;SG
lập	samostojno	lập	samostojen	V	ADV
lập	neodvisni	lập	neodvisen	V	ADJ;NOM;MASC;PL
lập	neodvisno	lập	neodvisen	V	ADV
lập	neodvisna	lập	neodvisen	V	ADJ;NOM;FEM;SG
cách	načine	cách	način	V	N;ACC;MASC;PL
cách	načini	cách	način	V	N;NOM;MASC;PL
đội	ekipno	đội	ekipno	N	ADJ;NOM;NEUT;SG
phần	delno	phần	delno	N	ADV
dưới	spodaj	dưới	spodaj	N	ADV
dưới	spodaj	dưới	spodaj	N	ADV
dưới	pod	dưới	pod	N	
quận	okrožni	quận	okrožen	N	ADJ;NOM;MASC;SG
giới	svetovna	giới	svetoven	N	ADJ;NOM;FEM;SG
giới	svetovno	giới	svetoven	N	ADJ;NOM;NEUT;SG
giới	world	giới	world	N	
châu	chow	châu	chow	N	PROPN;NOM;MASC;SG
đoàn	deveti	đoàn	deveti	N	ADJ;NOM;MASC;SG
đoàn	deveto	đoàn	deveti	N	ADJ;NOM;NEUT;SG
điều	to	điều	ta	N	DET;NOM;NEUT;SG
điều	tisto	điều	tisti	N	DET;NOM;NEUT;SG
thông	bor	thông	bor		
thông	pine	thông	pine		N;NOM;MASC;SG
bay	leti	bay	leto		N;NOM;NEUT;PL
bay	fly	bay	fly		N;NOM;MASC;SG
bay	poletela	bay	poleteti		V;PFV;FEM;SG;V.PTCP
bay	leteti	bay	letet		V;IPFV;NFIN
bay	leteči	bay	leteč		ADJ;NOM;MASC;SG;V.PTCP
bay	letenje	bay	letenje		N;NOM;NEUT;SG
bay	polet	bay	polet		N;NOM;MASC;SG
bay	let	bay	leto		N;GEN;NEUT;PL
bay	zaliv	bay	zaliv		N;NOM;MASC;SG
bay	bay	bay	bay		PROPN;NOM;MASC;SG
bài	kratki	bài	kratek	N	ADJ;NOM;DEF;MASC;SG
bài	kratko	bài	kratko	N	ADV
bài	kratek	bài	kratek	N	ADJ;NOM;INDF;MASC;SG
bài	kratka	bài	kratek	N	ADJ;NOM;FEM;SG
bài	kratke	bài	kratek	N	ADJ;NOM;FEM;PL
tích	statična	tích	statičen	N	ADJ;NOM;FEM;SG
tích	statični	tích	statičen	N	ADJ;NOM;MASC;PL
phim	filmi	phim	film		N;NOM;MASC;PL
phim	film	phim	film		N;NOM;MASC;SG
phim	film	phim	film		N;NOM;MASC;SG
phim	kino	phim	kino		N;NOM;MASC;SG
phim	filmi	phim	film		N;NOM;MASC;PL
phim	filme	phim	film		N;ACC;MASC;PL
trước	prva	trước	prvi		ADJ;NOM;FEM;SG
trước	prvo	trước	prvi		ADJ;ACC;NEUT;SG
trước	prvi	trước	prvi		ADJ;NOM;MASC;PL
trước	najprej	trước	najprej		ADV;RL
trước	predhodna	trước	predhoden		ADJ;NOM;FEM;SG
trước	prejšnja	trước	prejšnji		ADJ;NOM;FEM;SG
trước	predhodni	trước	predhoden		ADJ;NOM;MASC;SG
trước	prejšnji	trước	prejšnji		ADJ;NOM;MASC;SG
trước	predhodno	trước	predhodno		ADV
trước	pred	trước	pred		ADP;INS
trước	preden	trước	preden		CONJ
trước	prej	trước	prej		ADV;CMPR
đức	nemško	đức	nemški	N	ADJ;NOM;NEUT;SG
đức	nemška	đức	nemški	N	ADJ;NOM;FEM;SG
đức	nemški	đức	nemški	N	ADJ;NOM;DEF;MASC;SG
đức	nemčija	đức	nemčija	N	PROPN;NOM;FEM;SG
nhỏ	junior	nhỏ	junior	ADJ	N;NOM;MASC;SG
hợp	fit	hợp	fit	ADJ	N;NOM;MASC;SG
hợp	union	hợp	union	ADJ	N;NOM;MASC;SG
hợp	unije	hợp	unija	ADJ	N;GEN;FEM;SG
hợp	unija	hợp	unija	ADJ	N;NOM;FEM;SG
hợp	sindikat	hợp	sindikat	ADJ	N;NOM;MASC;SG
hợp	ustreza	hợp	ustrezati	ADJ	V;IPFV;IND;SG;3;PRS;FIN
hợp	paše	hợp	paša	ADJ	N;NOM;FEM;SG
thêm	dodajanje	thêm	dodajanje	V	N;NOM;NEUT;SG
thêm	dodajanje	thêm	dodajanje	V	N;NOM;NEUT;SG
thêm	več	thêm	več	V	DET
thêm	bolj	thêm	bolj	V	ADV;CMPR
xem	prikaži	xem	prikažati	V	
xem	ura	xem	ura	V	N;NOM;FEM;SG
xem	ogled	xem	ogled	V	N;NOM;MASC;SG
xem	razgled	xem	razgled	V	N;NOM;MASC;SG
xem	pogled	xem	pogled	V	N;NOM;MASC;SG
diễn	igranje	diễn	igranje	V	N;NOM;NEUT;SG
diễn	igralec	diễn	igralec	V	N;NOM;MASC;SG
hoàng	prince	hoàng	prince	N	
chức	držal	chức	držati	N	V;IPFV;MASC;SG;V.PTCP
chức	potekala	chức	potekati	N	V;IPFV;FEM;SG;V.PTCP
dương	pozitiven	dương	pozitiven	N	ADJ;NOM;INDF;MASC;SG
dương	pozitivni	dương	pozitiven	N	ADJ;NOM;MASC;SG
dương	pozitivna	dương	pozitiven	N	ADJ;NOM;FEM;SG
dương	pozitivno	dương	pozitiven	N	ADV
dương	pozitivne	dương	pozitiven	N	ADJ;NOM;FEM;PL
dương	yang	dương	yang	N	PROPN;NOM;MASC;SG
thủ	ujema	thủ	ujem	N	V;IPFV;IND;SG;3;PRS;FIN
hay	sena	hay	sena	CONJ	N;NOM;FEM;SG
hay	seno	hay	sena	CONJ	N;ACC;FEM;SG
hay	pridni	hay	priden	CONJ	ADJ;NOM;MASC;PL
hay	pridna	hay	pridno	CONJ	ADJ;NOM;FEM;SG
hay	dober	hay	dober	CONJ	ADJ;NOM;INDF;MASC;SG
sống	live	sống	liva	V	N;NOM;FEM;SG
sống	živa	sống	živ	V	ADJ;NOM;FEM;SG
sống	živega	sống	živ	V	ADJ;GEN;NEUT;SG
sống	živ	sống	živ	V	ADJ;NOM;INDF;MASC;SG
thường	običajno	thường	običajno		ADV
thường	navadno	thường	navadno		ADV
thường	ponavadi	thường	ponavadi		ADV
thường	redno	thường	redno		ADV
thường	redni	thường	reden		ADJ;NOM;MASC;SG
thường	redna	thường	reden		ADJ;NOM;FEM;SG
thường	normalno	thường	normalen		ADJ;NOM;NEUT;SG
thường	običajno	thường	običajno		ADV
thường	normalen	thường	normalen		ADJ;NOM;INDF;MASC;SG
thường	normalna	thường	normalen		ADJ;NOM;FEM;SG
thường	običajna	thường	običajen		ADJ;NOM;FEM;SG
tính	puf	tính	puf	V	N;NOM;MASC;SG
ban	glede	ban	glede		ADV
ban	oddelkih	ban	oddelek		N;ESS;MASC;PL
ban	band	ban	band		N;NOM;MASC;SG
ban	bend	ban	bend		N;NOM;MASC;SG
ban	ansambel	ban	ansambel		N;NOM;MASC;SG
ban	ban	ban	ban		N;NOM;MASC;SG
ban	prepoved	ban	prepoved		N;NOM;FEM;SG
ban	prepovedi	ban	prepoved		N;NOM;FEM;SG
cộng	plus	cộng	plus		N;NOM;MASC;SG
nhận	zahtevek	nhận	zahtevek	V	N;NOM;MASC;SG
nhận	terjatev	nhận	terjatev	V	N;NOM;FEM;SG
nhận	trditev	nhận	trditev	V	N;NOM;FEM;SG
nhận	prejemanje	nhận	prejemanje	V	N;NOM;NEUT;SG
qua	pretekli	qua	pretekel	V	ADJ;NOM;MASC;PL;V.PTCP
qua	preteklost	qua	preteklost	V	N;NOM;FEM;SG
qua	preteklosti	qua	preteklost	V	N;GEN;FEM;SG
qua	konec	qua	konec	V	N;NOM;MASC;SG
qua	via	qua	via	V	N;NOM;MASC;SG
qua	skoz	qua	skoz	V	
qua	skozi	qua	skozi	V	ADP;ACC
qua	podaj	qua	podaj	V	N;NOM;MASC;SG
qua	prelaz	qua	prelaz	V	N;NOM;MASC;SG
qua	mimo	qua	mimo	V	ADP;GEN
thái	tai	thái	tai	N	PROPN;NOM;MASC;SG
hòa	peace	hòa	peac	N	
hòa	fred	hòa	fred	N	PROPN;NOM;MASC;SG
tổng	skupaj	tổng	skupaj	N	ADV
tổng	skupno	tổng	skupen	N	ADJ;NOM;NEUT;SG
minh	minh	minh	minh	N	PROPN;NOM;MASC;SG
minh	pametna	minh	pameten	N	ADJ;NOM;FEM;SG
minh	pameten	minh	pameten	N	ADJ;NOM;INDF;MASC;SG
minh	pametno	minh	pameten	N	ADJ;NOM;NEUT;SG
minh	ming	minh	ming	N	PROPN;NOM;MASC;SG
tác	prvotna	tác	prvoten	N	ADJ;NOM;FEM;SG
tác	izvirno	tác	izviren	N	ADJ;NOM;NEUT;SG
tác	prvotni	tác	prvoten	N	ADJ;NOM;DEF;MASC;SG
gồm	vključno	gồm	vključno	V	ADV
gồm	vključeni	gồm	vključen	V	ADJ;NOM;MASC;PL;V.PTCP
gồm	vključena	gồm	vključen	V	ADJ;NOM;FEM;SG;V.PTCP
gồm	vključene	gồm	vključen	V	ADJ;NOM;FEM;PL;V.PTCP
gồm	vključen	gồm	vključen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
gồm	vključeno	gồm	vključen	V	ADJ;NOM;NEUT;SG;V.PTCP
kinh	sutra	kinh	suter	V	N;NOM;MASC;SG
kinh	peking	kinh	peking	V	N;NOM;MASC;SG
kinh	pekingu	kinh	peking	V	N;DAT;MASC;SG
kinh	peking	kinh	peking	V	N;NOM;MASC;SG
cứng	trdo	cứng	trdo	ADJ	ADV
tiếp	naslednji	tiếp	naslednji	V	ADJ;NOM;DEF;MASC;SG
tiếp	naslednja	tiếp	naslednji	V	ADJ;NOM;FEM;SG
rằng	to	rằng	ta	CONJ	DET;NOM;NEUT;SG
rằng	tisto	rằng	tisti	CONJ	DET;NOM;NEUT;SG
đánh	ritem	đánh	ritem	V	N;NOM;MASC;SG
đánh	zadetek	đánh	zadetek	V	N;NOM;MASC;SG
đánh	hit	đánh	hit	V	N;NOM;MASC;SG
nhạc	glasba	nhạc	glasba	V	N;NOM;FEM;SG
nhạc	muzika	nhạc	muzik	V	N;NOM;FEM;SG
nhạc	glasbo	nhạc	glasba	V	N;ACC;FEM;SG
nhạc	glasbeni	nhạc	glasben	V	ADJ;NOM;MASC;SG
nhạc	muzikal	nhạc	muzikal	V	N;NOM;MASC;SG
nhạc	glasbena	nhạc	glasben	V	ADJ;NOM;FEM;SG
hóa	kemikalija	hóa	kemikalija		N;NOM;FEM;SG
hóa	kemična	hóa	kemičen		ADJ;NOM;FEM;SG
hóa	kemijsko	hóa	kemijski		ADJ;NOM;NEUT;SG
hóa	kemično	hóa	kemično		ADJ;NOM;NEUT;SG
hóa	kemija	hóa	kemija		N;NOM;FEM;SG
hóa	kemijo	hóa	kemija		N;ACC;FEM;SG
gọi	poklici	gọi	poklic	V	N;NOM;MASC;PL
gọi	klic	gọi	klic	V	N;NOM;MASC;SG
gọi	klicanje	gọi	klicanje	V	N;NOM;NEUT;SG
nguyên	materialno	nguyên	materialno	N	ADV
nguyên	yuan	nguyên	yuan	N	PROPN;NOM;MASC;SG
tạo	ustvarjanje	tạo	ustvarjanje	V	N;NOM;NEUT;SG
tạo	ustvarjen	tạo	ustvarjen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
tạo	ustvarjeno	tạo	ustvarjen	V	ADJ;NOM;NEUT;SG;V.PTCP
tạo	ustvarjena	tạo	ustvarjen	V	ADJ;NOM;FEM;SG;V.PTCP
tạo	ustvarjene	tạo	ustvarjen	V	ADJ;NOM;FEM;PL;V.PTCP
tạo	ustvarjanje	tạo	ustvarjanje	V	N;NOM;NEUT;SG
tạo	stvaritev	tạo	stvaritev	V	N;NOM;FEM;SG
tạo	ustanovitev	tạo	ustanovitev	V	N;NOM;FEM;SG
tạo	ustvarjanje	tạo	ustvarjanje	V	N;NOM;NEUT;SG
tạo	ekipno	tạo	ekipno	V	ADJ;NOM;NEUT;SG
tạo	ekipa	tạo	ekipa	V	N;NOM;FEM;SG
tạo	team	tạo	teama	V	N;NOM;MASC;SG
đặc	trdna	đặc	trden	N	ADJ;NOM;FEM;SG
đặc	trdni	đặc	trden	N	ADJ;NOM;MASC;PL
đặc	trdne	đặc	trden	N	ADJ;NOM;FEM;PL
đặc	trden	đặc	trden	N	ADJ;NOM;INDF;MASC;SG
đặc	trdno	đặc	trdno	N	ADV
