категория	kategori	категория	kategori	N;INAN;NOM;FEM;SG	PROPN;SG
дата	tgl	дата	tgl	N;INAN;NOM;FEM;SG	PROPN
ноября	november	ноябрь	november	N;INAN;GEN;MASC;SG	PROPN;SG
деревня	village	деревня	village	N;INAN;NOM;FEM;SG	PROPN
где	mana	где	mana	ADV	ADP;SG
марта	marta	март	marta	N;INAN;GEN;MASC;SG	PROPN
марта	marta	март	marta	N;INAN;GEN;MASC;SG	PROPN
марта	martha	март	martha	N;INAN;GEN;MASC;SG	PROPN
марта	march	март	march	N;INAN;GEN;MASC;SG	PROPN
все	everything	все	everything	PRO;INAN;NOM;NEUT;SG	PROPN
все	all	все	all	PRO;INAN;NOM;NEUT;SG	PROPN
все	aii	все	aii	PRO;INAN;NOM;NEUT;SG	PROPN
все	semua	все	semua	PRO;INAN;NOM;NEUT;SG	DET
августа	august	август	august	N;INAN;GEN;MASC;SG	
августа	augusta	август	augusta	N;INAN;GEN;MASC;SG	PROPN
том	tom	то	tom	PRO;INAN;NOM;NEUT;SG	PROPN
октября	oktober	октябрь	oktober	N;INAN;GEN;MASC;SG	PROPN;SG
октября	okt	октябрь	okt	N;INAN;GEN;MASC;SG	
октября	oct	октябрь	oct	N;INAN;GEN;MASC;SG	
статьи	artikel	статья	artikel	N;INAN;NOM;FEM;PL	N;SG
апреля	april	апрель	april	N;INAN;GEN;MASC;SG	PROPN;SG
сша	as	сшать	as	N;INAN;NOM;PL	PROPN;SG
сша	usa	сшать	usa	N;INAN;NOM;PL	PROPN
человек	person	человек	person	N;ANIM;NOM;MASC;SG	PROPN
человек	human	человек	human	N;ANIM;NOM;MASC;SG	PROPN
человек	man	человек	man	N;ANIM;NOM;MASC;SG	PROPN
лет	tahun	год	tahun	N;INAN;GEN;MASC;PL	N;SG
февраля	feb	февраль	feb	N;INAN;GEN;MASC;SG	
того	togo	то	togo	PRO;INAN;GEN;NEUT;SG	PROPN
города	city	город	city	N;INAN;NOM;MASC;PL	PROPN
города	kota	город	kota	N;INAN;NOM;MASC;PL	N;SG
города	kota	город	kota	N;INAN;NOM;MASC;PL	N;SG
может	mungkin	мочь	mungkin	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADV
может	maybe	мочь	maybe	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
может	dapat	мочь	dapat	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADV;SG;ACT
может	can	мочь	can	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
может	bisa	мочь	bisa	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADV
она	she	она	she	PRO;NOM;FEM;SG;3	PROPN
войны	perang	война	perang	N;INAN;NOM;FEM;PL	N;SG
войны	wars	война	wars	N;INAN;NOM;FEM;PL	PROPN
войны	perang	война	perang	N;INAN;NOM;FEM;PL	N;SG
войны	war	война	war	N;INAN;NOM;FEM;PL	PROPN
можно	can	можно	can	ADV	PROPN
когда	kapan	когда	kapan	CONJ	PRO
когда	saat	когда	saat	CONJ	N;SG
однако	namun	однако	namun	ADV	CONJ
однако	namun	однако	namun	ADV	CONJ
высота	tinggi	высота	tinggi	N;INAN;NOM;FEM;SG	ADJ;SG
переписи	sensus	перепись	sensus	N;INAN;NOM;FEM;PL	N;SG
село	selo	село	selo	N;INAN;NOM;NEUT;SG	PROPN
село	village	село	village	N;INAN;NOM;NEUT;SG	PROPN
род	rod	род	rod	N;ANIM;NOM;MASC;SG	PROPN
один	sendirian	один	sendirian	NUM;NOM;MASC	N;SG
один	alone	один	alone	NUM;NOM;MASC	PROPN
один	sendiri	один	sendiri	NUM;NOM;MASC	ADJ;SG
один	odin	один	odin	NUM;NOM;MASC	PROPN
один	one	один	one	NUM;NOM;MASC	PROPN
реки	sungai	река	sungai	N;INAN;NOM;FEM;PL	PROPN;SG
реки	river	река	river	N;INAN;NOM;FEM;PL	PROPN
реки	sungai	река	sungai	N;INAN;NOM;FEM;PL	PROPN;SG
реки	rivers	река	rivers	N;INAN;NOM;FEM;PL	PROPN
годы	tahun	год	tahun	N;INAN;ACC;MASC;PL	N;SG
через	via	через	via	ADP	
через	through	через	through	ADP	PROPN
национальный	gimn	национальный	gimn	ADJ;NOM;MASC;SG	PROPN
национальный	national	национальный	national	ADJ;NOM;MASC;SG	PROPN
область	provinsi	область	provinsi	N;INAN;NOM;FEM;SG	PROPN;SG
область	provinsi	область	provinsi	N;INAN;NOM;FEM;SG	PROPN;SG
область	oblast	область	oblast	N;INAN;NOM;FEM;SG	PROPN
сельское	pedesaan	сельский	pedesaan	ADJ;NOM;NEUT;SG	N;SG
сайт	site	сайт	site	N;INAN;NOM;MASC;SG	PROPN
века	usia	век	usia	N;INAN;NOM;MASC;PL	N;SG
века	ages	век	ages	N;INAN;NOM;MASC;PL	PROPN
века	umur	век	umur	N;INAN;NOM;MASC;PL	N;SG
официальный	official	официальный	official	ADJ;NOM;MASC;SG	PROPN
часть	part	часть	part	N;INAN;NOM;FEM;SG	PROPN
против	menentang	против	mententang	ADP	V;SG;ACT
против	against	против	against	ADP	PROPN
будет	will	быть	will	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
будет	akan	быть	akan	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADV
несколько	beberapa	несколько	beberapa	ADV	DET
несколько	kelipatan	несколько	kelipatan	ADV	N;SG
несколько	beberapa	несколько	beberapa	ADV	DET
несколько	multiple	несколько	multiple	ADV	PROPN
несколько	berganda	несколько	berganda	ADV	PROPN;SG;ACT
несколько	lumayan	несколько	lumayan	ADV	N
город	town	город	town	N;INAN;NOM;MASC;SG	PROPN
город	city	город	city	N;INAN;NOM;MASC;SG	PROPN
мира	damai	мир	damai	N;INAN;GEN;MASC;SG	ADJ;SG
мира	peace	мир	peace	N;INAN;GEN;MASC;SG	PROPN
мира	mira	мир	mira	N;INAN;GEN;MASC;SG	PROPN
первое	pertama	первый	pertama	ADJ;NOM;NEUT;SG	NUM
первое	duluan	первый	duluan	ADJ;NOM;NEUT;SG	
первое	dulu	первый	dulu	ADJ;NOM;NEUT;SG	N
первое	first	первый	first	ADJ;NOM;NEUT;SG	PROPN
чем	daripada	чем	daripada	CONJ	ADP
чем	than	чем	than	CONJ	PROPN
части	parts	часть	parts	N;INAN;NOM;FEM;PL	PROPN
части	bagian	часть	bagian	N;INAN;NOM;FEM;PL	N;SG
всего	total	все	total	PRO;INAN;GEN;NEUT;SG	N;SG
первый	pertama	первый	pertama	ADJ;NOM;MASC;SG	NUM
первый	duluan	первый	duluan	ADJ;NOM;MASC;SG	
первый	dulu	первый	dulu	ADJ;NOM;MASC;SG	N
первый	first	первый	first	ADJ;NOM;MASC;SG	PROPN
карты	kartu	карта	kartu	N;INAN;NOM;FEM;PL	N;SG
карты	maps	карта	maps	N;INAN;NOM;FEM;PL	PROPN
карты	peta	карта	peta	N;INAN;NOM;FEM;PL	N;SG
два	two	два	two	NUM;NOM;MASC	PROPN
всех	all	все	all	PRO;ANIM;ACC;PL	PROPN
всех	aii	все	aii	PRO;ANIM;ACC;PL	PROPN
всех	semua	все	semua	PRO;ANIM;ACC;PL	DET
раз	once	раз	once	CONJ	PROPN
раз	sekali	раз	sekali	CONJ	ADV
там	ada	там	ada	ADV	V;SG
территории	wilayah	территория	wilayah	N;INAN;NOM;FEM;PL	N;SG
территории	teritori	территория	teritori	N;INAN;NOM;FEM;PL	N;SG
второй	detik	второй	detik	ADJ;NOM;MASC;SG	N;SG
второй	kedua	второй	kedua	ADJ;NOM;MASC;SG	NUM
второй	second	второй	second	ADJ;NOM;MASC;SG	PROPN
главы	bab	глава	bab	N;ANIM;NOM;MASC;PL	N;SG
карта	map	карта	map	N;INAN;NOM;FEM;SG	PROPN
карта	card	карта	card	N;INAN;NOM;FEM;SG	PROPN
площадь	plaza	площадь	plaza	N;INAN;NOM;FEM;SG	PROPN
площадь	square	площадь	square	N;INAN;NOM;FEM;SG	PROPN
всё	everything	все	everything	PRO;INAN;NOM;NEUT;SG	PROPN
даже	even	даже	even	PART	PROPN
даже	genap	даже	genap	PART	
даже	bahkan	даже	bahkan	PART	CONJ
затем	lalu	затем	lalu	ADV	CONJ;SG
затем	maka	затем	maka	ADV	CONJ
группы	kelompokkan	группа	kelompokkan	N;INAN;NOM;FEM;PL	V;SG;ACT
группы	grup	группа	grup	N;INAN;NOM;FEM;PL	N;SG
группы	kelompok	группа	kelompok	N;INAN;NOM;FEM;PL	N;SG
группы	grup	группа	grup	N;INAN;NOM;FEM;PL	N;SG
группы	kelompok	группа	kelompok	N;INAN;NOM;FEM;PL	N;SG
размер	size	размер	size	N;INAN;NOM;MASC;SG	PROPN
имеет	telah	иметь	telah	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADV
имеет	has	иметь	has	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
поселения	pemukiman	поселение	penmukiman	N;INAN;NOM;NEUT;PL	N;SG
поселения	permukiman	поселение	permukiman	N;INAN;NOM;NEUT;PL	N;SG
почтовый	pos	почтовый	pos	ADJ;NOM;MASC;SG	N;SG;ACT
над	over	над	over	ADP	PROPN
страны	negara	страна	negara	N;INAN;NOM;FEM;PL	N;SG
страны	negara	страна	negara	N;INAN;NOM;FEM;PL	N;SG
ему	him	он	him	PRO;DAT;MASC;SG;3	PROPN
работы	pekerjaan	работа	pekerjaan	N;INAN;NOM;FEM;PL	N;SG
работы	kerja	работа	kerja	N;INAN;NOM;FEM;PL	N;SG
работы	bekerja	работа	bekerja	N;INAN;NOM;FEM;PL	V;SG;ACT
имена	nama	имя	nama	N;INAN;NOM;NEUT;PL	N;SG
имена	names	имя	names	N;INAN;NOM;NEUT;PL	PROPN
имена	mamang	имя	mamang	N;INAN;NOM;NEUT;PL	PROPN
вместе	bareng	вместе	bareng	ADV	PROPN;SG
вместе	together	вместе	together	ADV	PROPN
вместе	bersama	вместе	bersama	ADV	ADP;SG;ACT
упоминание	menyebutkan	упоминание	mensebutkan	N;INAN;NOM;NEUT;SG	V;SG;ACT
упоминание	menyebutkan	упоминание	mensebutkan	N;INAN;NOM;NEUT;SG	V;SG;ACT
упоминание	mention	упоминание	mention	N;INAN;NOM;NEUT;SG	PROPN
упоминание	sebut	упоминание	sebut	N;INAN;NOM;NEUT;SG	V;SG;ACT
упоминание	sebutkan	упоминание	sebutkan	N;INAN;NOM;NEUT;SG	V;SG;ACT
здесь	disini	здесь	disini	ADV	PROPN;SG;PASS
здесь	here	здесь	here	ADV	PROPN
здесь	sini	здесь	sini	ADV	ADP;SG
истории	cerita	история	cerita	N;INAN;NOM;FEM;PL	N;SG
истории	stories	история	stories	N;INAN;NOM;FEM;PL	PROPN
истории	history	история	history	N;INAN;NOM;FEM;PL	PROPN
истории	sejarah	история	sejarah	N;INAN;NOM;FEM;PL	N;SG
александр	alexandre	александр	alexandre	N;ANIM;NOM;MASC;SG	PROPN
александр	alexander	александр	alexander	N;ANIM;NOM;MASC;SG	PROPN
армии	army	армия	army	N;INAN;NOM;FEM;SG	PROPN
деление	division	деление	division	N;INAN;NOM;NEUT;SG	PROPN
хотя	though	хотя	though	CONJ	PROPN
хотя	walau	хотя	walau	CONJ	
кроме	kecuali	кроме	kecuali	ADP	CONJ
игроки	pemain	игрок	penmain	N;ANIM;NOM;MASC;PL	N;SG
другие	lain	другой	lain	ADJ;NOM;PL	ADJ;SG
другие	lainnya	другой	lainnya	ADJ;NOM;PL	N
другие	lain	другой	lain	ADJ;NOM;PL	ADJ;SG
другие	lainnya	другой	lainnya	ADJ;NOM;PL	N
получил	got	получить	got	V;PFV;MASC;IND;SG;PST;FIN;ACT	PROPN
история	story	история	story	N;INAN;NOM;FEM;SG	PROPN
история	history	история	history	N;INAN;NOM;FEM;SG	PROPN
себя	myself	себя	myself	PRO;ACC	PROPN
себя	diri	себя	diri	PRO;ACC	N;SG
себя	diri	себя	diri	PRO;ACC	N;SG
себя	sendiri	себя	sendiri	PRO;ACC	ADJ;SG
себя	yourself	себя	yourself	PRO;ACC	PROPN
совета	council	совет	council	N;INAN;GEN;MASC;SG	PROPN
фильм	movie	фильм	movie	N;INAN;NOM;MASC;SG	PROPN
рождения	lahir	рождение	lahir	N;INAN;NOM;NEUT;SG	V;SG;ACT
пункты	butir	пункт	butir	N;INAN;NOM;MASC;PL	PROPN;SG
пункты	barang	пункт	barang	N;INAN;NOM;MASC;PL	N;SG
пункты	paragraf	пункт	paragraf	N;INAN;NOM;MASC;PL	N;SG
времени	time	время	time	N;INAN;GEN;NEUT;SG	PROPN
участник	member	участник	menber	N;ANIM;NOM;MASC;SG	
страница	page	страница	page	N;INAN;NOM;FEM;SG	PROPN
три	three	три	three	NUM;NOM	PROPN
человека	human	человек	human	N;ANIM;ACC;MASC;SG	PROPN
внутреннее	batin	внутренний	batin	ADJ;NOM;NEUT;SG	N;SG
внутреннее	inner	внутренний	inner	ADJ;NOM;NEUT;SG	PROPN
статей	artikel	статья	artikel	N;INAN;GEN;FEM;PL	N;SG
случае	case	случай	case	N;INAN;ESS;MASC;SG	PROPN
центр	tengah	центр	tengah	N;INAN;NOM;MASC;SG	PROPN;SG
центр	center	центр	center	N;INAN;NOM;MASC;SG	PROPN
центр	tengah	центр	tengah	N;INAN;NOM;MASC;SG	PROPN;SG
центр	centre	центр	centre	N;INAN;NOM;MASC;SG	PROPN
округ	county	округ	county	N;INAN;NOM;MASC;SG	PROPN
жизни	kehidupan	жизнь	kehidupan	N;INAN;NOM;FEM;PL	N;SG
жизни	life	жизнь	life	N;INAN;NOM;FEM;PL	PROPN
жизни	hidup	жизнь	hidup	N;INAN;NOM;FEM;PL	N;SG
жизни	nyawa	жизнь	nyawa	N;INAN;NOM;FEM;PL	N;SG
жизни	lives	жизнь	lives	N;INAN;NOM;FEM;PL	PROPN
генерал	umum	генерал	umum	N;ANIM;NOM;MASC;SG	ADJ;SG
родился	born	рождаться	born	V;PFV;MASC;IND;SG;PST;FIN;MID	PROPN
родился	lahir	рождаться	lahir	V;PFV;MASC;IND;SG;PST;FIN;MID	V;SG;ACT
родился	terlahir	рождаться	terlahir	V;PFV;MASC;IND;SG;PST;FIN;MID	V;SG;PASS
родился	dilahirkan	рождаться	dilahirkan	V;PFV;MASC;IND;SG;PST;FIN;MID	V;SG;PASS
союза	union	союз	union	N;INAN;GEN;MASC;SG	PROPN
союза	uni	союз	uni	N;INAN;GEN;MASC;SG	PROPN;SG
союза	serikat	союз	serikat	N;INAN;GEN;MASC;SG	PROPN;SG
кто	who	кто	who	PRO;NOM	PROPN
связи	taut	связь	taut	N;INAN;NOM;FEM;PL	N;SG
связи	pranala	связь	pranala	N;INAN;NOM;FEM;PL	N;SG
связи	tautan	связь	tautan	N;INAN;NOM;FEM;PL	N;SG
связи	links	связь	links	N;INAN;NOM;FEM;PL	PROPN
связи	komunikasi	связь	komunikasi	N;INAN;NOM;FEM;PL	N;SG
связи	communications	связь	communications	N;INAN;NOM;FEM;PL	PROPN
день	day	день	day	N;INAN;NOM;MASC;SG	PROPN
именно	tepat	именно	tepat	PART	ADJ;SG
именно	persis	именно	persis	PART	;SG
именно	tepatnya	именно	tepat	PART	N;SG
община	community	община	community	N;INAN;NOM;FEM;SG	PROPN
индексы	indeks	индекс	indeks	N;INAN;NOM;MASC;PL	N;SG
франции	prancis	франция	prancis	N;INAN;NOM;FEM;PL	PROPN;SG
франции	france	франция	france	N;INAN;NOM;FEM;PL	PROPN
франции	perancis	франция	perancis	N;INAN;NOM;FEM;PL	PROPN;SG
группа	kelompokkan	группа	kelompokkan	N;INAN;NOM;FEM;SG	V;SG;ACT
игры	permainan	игра	permainan	N;INAN;NOM;FEM;PL	N;SG
игры	games	игра	games	N;INAN;NOM;FEM;PL	PROPN
игры	game	игра	game	N;INAN;NOM;FEM;PL	N;SG
цифровой	digital	цифровой	digital	ADJ;NOM;MASC;SG	N;SG
ширина	lebar	ширина	lebar	N;INAN;NOM;FEM;SG	ADJ;SG
ширина	breadth	ширина	breadth	N;INAN;NOM;FEM;SG	PROPN
просто	cuma	просто	cuma	PART	
просто	hanya	просто	hanya	PART	ADV
регион	provinsi	регион	provinsi	N;INAN;NOM;MASC;SG	PROPN;SG
тогда	lalu	тогда	lalu	ADV	CONJ;SG
тогда	maka	тогда	maka	ADV	CONJ
конце	akhiri	конец	akhiri	N;INAN;ESS;MASC;SG	V;SG;ACT
конце	end	конец	end	N;INAN;ESS;MASC;SG	PROPN
отечественной	patriotik	отечественный	patriotik	ADJ;INS;FEM;SG	N
вот	disini	вот	disini	PART	PROPN;SG;PASS
вот	here	вот	here	PART	PROPN
вот	sini	вот	sini	PART	ADP;SG
церкви	church	церковь	church	N;INAN;NOM;FEM;SG	PROPN
клуб	club	клуб	club	N;INAN;NOM;MASC;SG	PROPN
наук	sciences	наука	sciences	N;INAN;GEN;FEM;PL	PROPN
наук	ilmu	наука	ilmu	N;INAN;GEN;FEM;PL	N;SG
наук	sains	наука	sains	N;INAN;GEN;FEM;PL	N;SG
ввп	gdp	ввп	gdp	N;INAN;NOM;MASC;SG	PROPN
больше	selengkapnya	больше	selengkap	ADV;CMPR	N;SG
больше	lainnya	больше	lainnya	ADV;CMPR	N
федерации	federasi	федерация	federasi	N;INAN;NOM;FEM;PL	N;SG
федерации	federation	федерация	federation	N;INAN;NOM;FEM;PL	PROPN
наиболее	kebanyakan	наиболее	kebanyakan	ADV	DET;SG
изображения	gambar	изображение	gambar	N;INAN;NOM;NEUT;PL	N;SG
изображения	citra	изображение	citra	N;INAN;NOM;NEUT;PL	N;SG
изображения	gambar	изображение	gambar	N;INAN;NOM;NEUT;PL	N;SG
изображения	citra	изображение	citra	N;INAN;NOM;NEUT;PL	N;SG
советский	soviet	советский	soviet	ADJ;NOM;MASC;SG	PROPN
степени	derajat	степень	derajat	N;INAN;NOM;FEM;PL	N;SG
степени	gelar	степень	gelar	N;INAN;NOM;FEM;PL	N;SG;ACT
степени	ijazah	степень	ijazah	N;INAN;NOM;FEM;PL	N;SG
степени	derajat	степень	derajat	N;INAN;NOM;FEM;PL	N;SG
северо	northwestern	северо	northwestern	ADV	PROPN
награды	imbalan	награда	imbalan	N;INAN;NOM;FEM;PL	N;SG
награды	reward	награда	reward	N;INAN;NOM;FEM;PL	PROPN
награды	penghargaan	награда	penhargaan	N;INAN;NOM;FEM;PL	N;SG
ранее	tadi	ранее	tadi	ADV	N
перед	sebelumnya	перед	sebelumnya	ADP	ADV
перед	before	перед	before	ADP	PROPN
германии	german	германия	german	N;INAN;ESS;NEUT;SG	PROPN
германии	jerman	германия	jerman	N;INAN;ESS;NEUT;SG	PROPN;SG
германии	jerman	германия	jerman	N;INAN;ESS;NEUT;SG	PROPN;SG
владимир	vladimir	владимир	vladimir	N;ANIM;NOM;MASC;SG	PROPN
москва	moskow	москва	moskow	N;INAN;NOM;FEM;SG	PROPN
москва	moskwa	москва	moskwa	N;INAN;NOM;FEM;SG	PROPN
системы	sistem	система	sistem	N;INAN;NOM;FEM;PL	N;SG
системы	systems	система	systems	N;INAN;NOM;FEM;PL	PROPN
стороны	sisi	сторона	sisi	N;INAN;NOM;FEM;PL	N;SG
стороны	pesta	сторона	pesta	N;INAN;NOM;FEM;PL	N;SG
стороны	pihak	сторона	pihak	N;INAN;NOM;FEM;PL	N;SG
совет	council	совет	council	N;INAN;NOM;MASC;SG	PROPN
академии	akademi	академия	akademi	N;INAN;NOM;FEM;PL	N;SG
академии	academy	академия	academy	N;INAN;NOM;FEM;PL	PROPN
две	two	два	two	NUM;NOM;FEM	PROPN
николай	nicolai	николай	nicolai	N;ANIM;NOM;MASC;SG	PROPN
николай	nikolai	николай	nikolai	N;ANIM;NOM;MASC;SG	PROPN
николай	nicholas	николай	nicholas	N;ANIM;NOM;MASC;SG	PROPN
некоторые	some	некоторый	some	DET;NOM;PL	PROPN
менее	kurang	менее	kurang	ADV;CMPR	ADV;SG
юго	southwest	южный	southwest	N;INAN;NOM;MASC;SG	PROPN
дом	home	дом	home	N;INAN;NOM;MASC;SG	PROPN
дом	pulang	дом	pulang	N;INAN;NOM;MASC;SG	V;SG;ACT
дом	beranda	дом	beranda	N;INAN;NOM;MASC;SG	
дом	dom	дом	dom	N;INAN;NOM;MASC;SG	PROPN
дом	house	дом	house	N;INAN;NOM;MASC;SG	PROPN
высоты	height	высота	height	N;INAN;NOM;FEM;PL	PROPN
высоты	ketinggian	высота	ketinggian	N;INAN;NOM;FEM;PL	N;SG
высоты	heights	высота	heights	N;INAN;NOM;FEM;PL	PROPN
русский	russian	русский	russian	ADJ;NOM;MASC;SG	PROPN
русский	rusia	русский	rusia	ADJ;NOM;MASC;SG	PROPN
член	member	член	menber	N;ANIM;NOM;MASC;SG	
член	dick	член	dick	N;ANIM;NOM;MASC;SG	PROPN
орден	order	орден	order	N;INAN;NOM;MASC;SG	PROPN
сам	myself	сам	myself	ADJ;NOM;MASC;SG	PROPN
сам	diri	сам	diri	ADJ;NOM;MASC;SG	N;SG
сын	nak	сын	nak	N;ANIM;NOM;MASC;SG	PART
сын	son	сын	son	N;ANIM;NOM;MASC;SG	PROPN
пока	bye	пока	bye	CONJ	PROPN
пока	dah	пока	dah	CONJ	PROPN
пока	daa	пока	daa	CONJ	PROPN
общины	komunitas	община	komunitas	N;INAN;NOM;FEM;PL	N;SG
общины	komunitas	община	komunitas	N;INAN;NOM;FEM;PL	N;SG
общины	masyarakat	община	masyarakat	N;INAN;NOM;FEM;PL	N;SG
общины	community	община	community	N;INAN;NOM;FEM;PL	PROPN
число	nomer	число	nomer	N;INAN;NOM;NEUT;SG	PROPN;SG
нужно	membutuhkan	нужный	menbutuhkan	ADJ;NEUT;SG	V;SG;ACT
нужно	perlukan	нужный	perlukan	ADJ;NEUT;SG	N;SG
нужно	perlu	нужный	perlu	ADJ;NEUT;SG	V;SG;ACT
нужно	kebutuhan	нужный	kebutuhan	ADJ;NEUT;SG	N;SG
нужно	need	нужный	need	ADJ;NEUT;SG	PROPN
нужно	butuh	нужный	butuh	ADJ;NEUT;SG	V;SG;ACT
большой	big	большой	big	ADJ;NOM;MASC;SG	PROPN
количество	nomer	количество	nomer	N;INAN;NOM;NEUT;SG	PROPN;SG
являются	adalah	являться	adalah	V;IPFV;IND;PL;3;PRS;FIN;MID	V
являются	are	являться	are	V;IPFV;IND;PL;3;PRS;FIN;MID	PROPN
институт	institute	институт	institute	N;INAN;NOM;MASC;SG	PROPN
компании	perusahaan	компания	perusahaan	N;INAN;NOM;FEM;PL	N;SG
компании	company	компания	company	N;INAN;NOM;FEM;PL	PROPN
компании	perusahaan	компания	perusahaan	N;INAN;NOM;FEM;PL	N;SG
церковь	church	церковь	church	N;INAN;NOM;FEM;SG	PROPN
советского	soviet	советский	soviet	ADJ;GEN;MASC;SG	PROPN
проект	project	проект	project	N;INAN;NOM;MASC;SG	PROPN
много	much	много	much	ADV	PROPN
сельский	pedesaan	сельский	pedesaan	ADJ;NOM;MASC;SG	N;SG
сельский	rustic	сельский	rustic	ADJ;NOM;MASC;SG	N
сельский	pedesaan	сельский	pedesaan	ADJ;NOM;MASC;SG	N;SG
сельский	berkarat	сельский	berkarat	ADJ;NOM;MASC;SG	V;SG;ACT
новый	new	новый	new	ADJ;NOM;MASC;SG	PROPN
тоже	terlalu	тоже	terlalu	PART	ADV
тоже	too	тоже	too	PART	PROPN
момент	moment	момент	moment	N;INAN;NOM;MASC;SG	PROPN
фильмы	films	фильм	films	N;INAN;NOM;MASC;PL	PROPN
фильмы	film	фильм	film	N;INAN;NOM;MASC;PL	N;SG
фильмы	movies	фильм	movies	N;INAN;NOM;MASC;PL	PROPN
фильмы	film	фильм	film	N;INAN;NOM;MASC;PL	N;SG
почти	almost	почти	almost	ADV	PROPN
почти	nyaris	почти	nyaris	ADV	
сокорро	socorro	сокорро	socorro		PROPN
партии	pesta	партия	pesta	N;INAN;NOM;FEM;PL	N;SG
партии	pihak	партия	pihak	N;INAN;NOM;FEM;PL	N;SG
настоящее	sajikan	настоящий	sajikan	ADJ;NOM;NEUT;SG	V;SG;ACT
настоящее	hadir	настоящий	hadir	ADJ;NOM;NEUT;SG	V;SG;ACT
настоящее	present	настоящий	present	ADJ;NOM;NEUT;SG	PROPN
стали	baja	стать	baja	V;PFV;IND;PL;PST;FIN;ACT	N
стали	steel	стать	steel	V;PFV;IND;PL;PST;FIN;ACT	PROPN
организации	organisasi	организация	organisasi	N;INAN;NOM;FEM;PL	N;SG
организации	organisasi	организация	organisasi	N;INAN;NOM;FEM;PL	N;SG
сейчас	now	сейчас	now	ADV	PROPN
сейчас	kini	сейчас	kini	ADV	N
империи	empire	империя	empire	N;INAN;NOM;FEM;PL	PROPN
империи	kekaisaran	империя	kekaisaran	N;INAN;NOM;FEM;PL	N;SG
река	sungai	река	sungai	N;INAN;NOM;FEM;SG	PROPN;SG
река	river	река	river	N;INAN;NOM;FEM;SG	PROPN
участников	peserta	участник	peserta	N;ANIM;GEN;MASC;PL	N;SG
участников	partisipan	участник	partisipan	N;ANIM;GEN;MASC;PL	N;SG
одна	sendirian	один	sendirian	DET;NOM;FEM;SG	N;SG
