коды	codurile	код	cod	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
клиентов	clientii	клиент	client	N;ANIM;GEN;MASC;PL	N;DEF;MASC;PL
клиентов	clientii	клиент	client	N;ANIM;GEN;MASC;PL	N;DEF;MASC;PL
возникновение	aparitia	возникновение	aparitie	N;INAN;NOM;NEUT;SG	N;DEF;FEM;SG
успенский	uspenski	успенский	uspenski	ADJ;NOM;MASC;SG	
остановка	oprirea	остановка	oprire	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
остановка	oprire	остановка	oprire	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
гвинея	guinee	гвинее	guinee	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
гвинея	guineea	гвинее	guinee	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
реформа	reformare	реформа	reformare	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
реформа	reformarea	реформа	reformare	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
реформа	reformei	реформа	reformă	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
реформа	reforma	реформа	reformă	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
реформа	reforma	реформа	reformă	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
войти	conectare	войти	conectare	V;PFV;NFIN;ACT	N;INDF;FEM;SG
войти	autentificare	войти	autentificare	V;PFV;NFIN;ACT	N;INDF;FEM;SG
войти	introdu	войти	introdu	V;PFV;NFIN;ACT	
войти	introduceti	войти	introduce	V;PFV;NFIN;ACT	
войти	enter	войти	enter	V;PFV;NFIN;ACT	
дева	fecioara	дева	fecioară	N;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
дева	fecioara	дева	fecioară	N;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
дева	fecioara	дева	fecioară	N;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
дева	virgina	дева	virgină	N;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
дева	fecioara	дева	fecioară	N;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
дева	virgina	дева	virgină	N;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
дева	fecioara	дева	fecioară	N;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
дева	maiden	дева	maiden	N;ANIM;NOM;FEM;SG	PROPN
травму	traume	травма	traume	N;INAN;ACC;FEM;SG	N;INDF;FEM;PL
травму	trauma	травма	traumă	N;INAN;ACC;FEM;SG	N;DEF;FEM;SG
травму	trauma	травма	traumă	N;INAN;ACC;FEM;SG	N;DEF;FEM;SG
висит	atarna	висеть	atarna	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
висит	spanzurare	висеть	spanzurare	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
висит	spanzuratoarea	висеть	spanzuratoare	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;DEF;FEM;SG
висит	agatat	висеть	agata	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;INDF;MASC;SG
конвенции	conventia	конвенция	conventia	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
конвенции	conventie	конвенция	conventie	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
конвенции	conventiile	конвенция	conventie	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
душа	dus	душа	duce	N;INAN;NOM;FEM;SG	V;MASC;SG;V.PTCP
душа	sufletul	душа	suflet	N;INAN;NOM;FEM;SG	N;DEF;MASC;SG
медведь	ursul	медведь	urs	N;ANIM;NOM;MASC;SG	N;DEF;MASC;SG
медведь	ursu	медведь	ursu	N;ANIM;NOM;MASC;SG	PROPN
чёрное	neagra	черный	negru	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
чёрное	neagra	черный	negru	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
чёрное	black	черный	black	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
эхо	ecouri	эхо	ecou	N;INAN;NOM;NEUT;SG	N;INDF;FEM;PL
эхо	ecoul	эхо	ecou	N;INAN;NOM;NEUT;SG	N;DEF;MASC;SG
эхо	echo	эхо	echo	N;INAN;NOM;NEUT;SG	
кипра	ciprul	кипр	cipru	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
кипра	cipru	кипр	cipru	N;INAN;NOM;MASC;SG	PROPN
быстрый	repede	быстрый	repede	ADJ;NOM;MASC;SG	ADV
быстрый	rapid	быстрый	rapid	ADJ;NOM;MASC;SG	ADV
быстрый	repede	быстрый	repede	ADJ;NOM;MASC;SG	ADV
быстрый	rapid	быстрый	rapid	ADJ;NOM;MASC;SG	ADV
быстрый	rapida	быстрый	rapida	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
тан	tang	тан	tang	PART	PROPN
тан	tan	тан	tan	PART	N;INDF;MASC;SG
тан	bronz	тан	bronz	PART	N;INDF;MASC;SG
спектр	spectrul	спектр	spectru	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
спектр	spectre	спектр	spectru	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
спектр	spectrul	спектр	spectru	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
спектр	spectre	спектр	spectru	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
спектр	specter	спектр	specter	N;INAN;NOM;MASC;SG	
курт	kurt	курт	kurt	N;ANIM;NOM;MASC;SG	PROPN
курт	curt	курт	curt	N;ANIM;NOM;MASC;SG	
ширину	latimea	ширина	latimă	N;INAN;ACC;FEM;SG	N;DEF;FEM;SG
ширину	latime	ширина	latimă	N;INAN;ACC;FEM;SG	
нации	natiune	нация	natiune	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
нации	natiune	нация	natiune	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
нации	neam	нация	neam	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
джин	jin	джин	jin	PART	PROPN
джин	gin	джин	gin	PART	N;INDF;MASC;SG
джин	jean	джин	jean	PART	PROPN
джин	gene	джин	geană	PART	N;INDF;FEM;PL
джин	gena	джин	genă	PART	N;DEF;FEM;SG
джин	gena	джин	genă	PART	N;DEF;FEM;SG
продано	vandut	продать	vandut	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;INDF;MASC;SG
продано	vandute	продать	vandut	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;INDF;FEM;PL
продано	vanduta	продать	vanduta	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;DEF;FEM;SG
продано	vandut	продать	vandut	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;INDF;MASC;SG
материнская	materne	материнский	matern	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
материнская	materna	материнский	maternă	ADJ;NOM;FEM;SG	N;DEF;FEM;SG
мощный	puternica	мощный	puternic	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
кругах	cercurile	круг	cerc	N;INAN;ESS;MASC;PL	N;DEF;FEM;PL
записать	record	записать	record	V;PFV;NFIN;ACT	N;INDF;MASC;SG
записать	inregistrare	записать	inregistrare	V;PFV;NFIN;ACT	N;INDF;FEM;SG
испанская	spaniola	испанский	spaniolă	ADJ;NOM;FEM;SG	N;DEF;FEM;SG
испанская	spanioli	испанский	spaniol	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;PL
испанская	spaniola	испанский	spaniolă	ADJ;NOM;FEM;SG	N;DEF;FEM;SG
комплексы	complexe	комплекс	complex	N;INAN;NOM;MASC;PL	ADJ;INDF;FEM;PL
разнообразные	divers	разнообразный	divers	ADJ;NOM;PL	ADJ;INDF;MASC;SG
мол	mal	мол	mal	ADV	N;INDF;MASC;SG
мол	mol	мол	mol	ADV	N;INDF;MASC;SG
льда	gheata	лед	gheată	N;INAN;GEN;MASC;SG	N;DEF;FEM;SG
льда	gheata	лед	gheată	N;INAN;GEN;MASC;SG	N;DEF;FEM;SG
льда	gheata	лед	gheată	N;INAN;GEN;MASC;SG	N;DEF;FEM;SG
льда	ice	лед	ice	N;INAN;GEN;MASC;SG	
льда	gheata	лед	gheată	N;INAN;GEN;MASC;SG	N;DEF;FEM;SG
северные	northern	северный	northern	ADJ;NOM;PL	PROPN
северные	nordul	северный	nord	ADJ;NOM;PL	N;DEF;MASC;SG
сопровождении	escortat	сопровождение	escorta	N;INAN;ESS;NEUT;SG	ADJ;INDF;MASC;SG
зимний	iarna	зимний	iarnă	ADJ;NOM;MASC;SG	N;DEF;FEM;SG
зимний	iarna	зимний	iarnă	ADJ;NOM;MASC;SG	N;DEF;FEM;SG
институты	institutele	институт	institut	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
институты	institutiile	институт	institutie	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
немецкое	germana	немецкий	germană	ADJ;NOM;NEUT;SG	N;DEF;FEM;SG
немецкое	germana	немецкий	germană	ADJ;NOM;NEUT;SG	N;DEF;FEM;SG
норвежский	norvegiana	норвежский	norvegiană	ADJ;NOM;MASC;SG	N;DEF;FEM;SG
норвежский	norvegiene	норвежский	norvegian	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
взяв	luarea	брать	luare	V;PFV;PST;V.CVB;ACT	N;DEF;FEM;SG
взяв	luand	брать	lua	V;PFV;PST;V.CVB;ACT	
вулкан	vulcanul	вулкан	vulcan	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
дополнительная	suplimentare	дополнительный	suplimentar	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
дополнительная	extra	дополнительный	extra	ADJ;NOM;FEM;SG	
десятилетий	decade	десятилетие	decade	N;INAN;GEN;NEUT;PL	
конкретный	specifica	конкретный	specifica	ADJ;NOM;MASC;SG	N;DEF;FEM;SG
конкретный	specifice	конкретный	specific	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
конкретный	beton	конкретный	beton	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
конкретный	concrete	конкретный	concret	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
верность	fidelitate	верность	fidelitate	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
верность	fidelitatea	верность	fidelitate	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
верность	loialitate	верность	loialitate	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
верность	loialitatea	верность	loialitate	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
поднять	ridicare	поднять	ridicare	V;PFV;NFIN;ACT	N;INDF;FEM;SG
плата	taxa	плата	taxă	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
плата	taxa	плата	taxă	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
медики	medicii	медик	medic	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
репутацию	reputatie	репутация	reputatie	N;INAN;ACC;FEM;SG	N;INDF;FEM;SG
репутацию	reputatia	репутация	reputatie	N;INAN;ACC;FEM;SG	N;DEF;FEM;SG
репутацию	reputatie	репутация	reputatie	N;INAN;ACC;FEM;SG	N;INDF;FEM;SG
коммуникации	comunicatii	коммуникация	comunicat	N;INAN;NOM;FEM;PL	
костюм	costumul	костюм	costum	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
избирательный	selective	избирательный	selectiv	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
избирательный	selectiv	избирательный	selectiv	ADJ;NOM;MASC;SG	ADV
избирательный	selectiva	избирательный	selectivă	ADJ;NOM;MASC;SG	N;DEF;FEM;SG
маяк	farul	маяк	far	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
маяк	baliza	маяк	baliză	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
маяк	baliza	маяк	baliză	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
норма	norma	норма	normă	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
норма	norma	норма	normă	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
норма	norm	норма	norm	N;INAN;NOM;FEM;SG	
отдельное	separa	отдельный	separa	ADJ;NOM;NEUT;SG	V;IND;SG;3;IPFV;FIN
отдельное	separata	отдельный	separată	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
отдельное	separate	отдельный	separat	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
воин	razboinic	воин	razboinic	N;ANIM;NOM;MASC;SG	ADJ;INDF;MASC;SG
воин	razboinic	воин	razboinic	N;ANIM;NOM;MASC;SG	ADJ;INDF;MASC;SG
воин	razboinicul	воин	razboinic	N;ANIM;NOM;MASC;SG	N;DEF;MASC;SG
крус	cruz	крус	cruz	N;INAN;NOM;FEM;SG	PROPN
отбора	selectie	отбор	selectie	N;INAN;GEN;MASC;SG	N;INDF;FEM;SG
отбора	selectia	отбор	selectie	N;INAN;GEN;MASC;SG	N;DEF;FEM;SG
лук	ceapa	лук	ceapă	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
лук	ceapa	лук	ceapă	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
лук	ceapa	лук	ceapă	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
лук	ceapa	лук	ceapă	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
лук	plecaciune	лук	plecaciune	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
лук	arcul	лук	arc	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
лук	bow	лук	bow	N;INAN;NOM;MASC;SG	PROPN
прусской	prusac	прусский	prusac	ADJ;INS;FEM;SG	N;INDF;MASC;SG
бабушка	bunica	бабушка	bunică	N;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
бабушка	bunica	бабушка	bunică	N;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
бабушка	bunica	бабушка	bunică	N;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
бабушка	bunica	бабушка	bunică	N;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
бабушка	bunica	бабушка	bunică	N;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
фишер	fisher	фишер	fisher	N;ANIM;NOM;MASC;SG	PROPN
фишер	fischer	фишер	fischer	N;ANIM;NOM;MASC;SG	PROPN
симфония	simfonie	симфония	simfonie	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
симфония	simfonia	симфония	simfonie	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
скажите	spune	сказать	spune	V;PFV;IMP;PL;2;FIN;ACT	V;IND;SG;3;PRS;FIN
разрешено	autorizate	разрешить	autorizat	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;INDF;FEM;PL
разрешено	autorizata	разрешить	autorizat	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N;DEF;FEM;SG
разрешено	autorizat	разрешить	autorizat	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;INDF;MASC;SG
разрешено	permis	разрешить	permite	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N;INDF;MASC;SG
разрешено	permisa	разрешить	permisa	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;DEF;FEM;SG
разрешено	permis	разрешить	permite	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N;INDF;MASC;SG
разрешено	permisa	разрешить	permisa	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;DEF;FEM;SG
разрешено	autorizate	разрешить	autorizat	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;INDF;FEM;PL
разрешено	autorizata	разрешить	autorizat	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N;DEF;FEM;SG
разрешено	autorizat	разрешить	autorizat	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;INDF;MASC;SG
гражданские	civil	гражданский	civil	ADJ;NOM;PL	ADJ;INDF;MASC;SG
гражданские	civila	гражданский	civil	ADJ;NOM;PL	ADJ;DEF;FEM;SG
гражданские	civila	гражданский	civil	ADJ;NOM;PL	ADJ;DEF;FEM;SG
гражданские	civil	гражданский	civil	ADJ;NOM;PL	ADJ;INDF;MASC;SG
гражданские	civila	гражданский	civil	ADJ;NOM;PL	ADJ;DEF;FEM;SG
гражданские	civili	гражданский	civil	ADJ;NOM;PL	N;INDF;MASC;PL
гражданские	civilii	гражданский	civil	ADJ;NOM;PL	N;DEF;MASC;PL
гражданские	civililor	гражданский	civil	ADJ;NOM;PL	N;DEF;MASC;PL
марино	marino	марино	marină	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
александров	alexandrov	александр	alexandrov	N;ANIM;NOM;MASC;PL	PROPN
вызвали	convocat	вызвать	convoca	V;PFV;IND;PL;PST;FIN;ACT	ADJ;INDF;MASC;SG
вызвали	chemat	вызвать	chema	V;PFV;IND;PL;PST;FIN;ACT	ADJ;INDF;MASC;SG
вызвали	invocat	вызвать	invoca	V;PFV;IND;PL;PST;FIN;ACT	ADJ;INDF;MASC;SG
яковлев	yakovlev	яковлев	yakovlev	N;ANIM;NOM;MASC;SG	PROPN
богдан	bogdan	богданин	bogdan	N;ANIM;NOM;MASC;SG	PROPN
проектирование	proiectare	проектирование	proiectare	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
проектирование	proiectarea	проектирование	proiectare	N;INAN;NOM;NEUT;SG	N;DEF;FEM;SG
проектирование	proiectare	проектирование	proiectare	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
низкая	scazuta	низкий	scazuta	ADJ;NOM;FEM;SG	ADJ;DEF;FEM;SG
низкая	low	низкий	low	ADJ;NOM;FEM;SG	
краснодар	krasnodar	краснодар	krasnodar	N;INAN;NOM;FEM;SG	PROPN
завершено	incheiat	завершить	incheia	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;INDF;MASC;SG
завершено	finalizat	завершить	finaliza	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;INDF;MASC;SG
завершено	completat	завершить	completa	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;INDF;MASC;SG
завершено	finalizata	завершить	finalizat	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;DEF;FEM;SG
завершено	terminat	завершить	termina	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;INDF;MASC;SG
франс	frans	франс	frans	N;INAN;NOM;MASC;SG	PROPN
франс	franta	франс	frantă	N;INAN;NOM;MASC;SG	PROPN
франс	franta	франс	frantă	N;INAN;NOM;MASC;SG	PROPN
франс	franta	франс	frantă	N;INAN;NOM;MASC;SG	PROPN
индейцы	indienii	индеец	indien	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
польшу	poloniei	польша	polonie	N;INAN;ACC;FEM;SG	PROPN;DEF;FEM;SG
польшу	polonia	польша	polonie	N;INAN;ACC;FEM;SG	PROPN
толщиной	groase	толщина	gros	N;INAN;INS;FEM;SG	ADJ;INDF;FEM;PL
толщиной	gros	толщина	gros	N;INAN;INS;FEM;SG	ADJ;INDF;MASC;SG
толщиной	groasa	толщина	gros	N;INAN;INS;FEM;SG	ADJ;DEF;FEM;SG
толщиной	grosime	толщина	grosime	N;INAN;INS;FEM;SG	N;INDF;FEM;SG
достоинство	demnitate	достоинство	demnitate	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
достоинство	demnitatea	достоинство	demnitate	N;INAN;NOM;NEUT;SG	N;DEF;FEM;SG
верующих	credincios	верующий	credincios	N;ANIM;ACC;MASC;PL	N;INDF;MASC;SG
верующих	credincioasa	верующий	credinciosa	N;ANIM;ACC;MASC;PL	ADJ;DEF;FEM;SG
пустыни	desert	пустыня	desert	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
пустыни	desertul	пустыня	desert	N;INAN;NOM;FEM;PL	N;DEF;MASC;SG
пустыни	desert	пустыня	desert	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
оборона	apararea	оборона	aparare	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
оборона	aparare	оборона	aparare	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
оборона	aparare	оборона	aparare	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
оборона	apararea	оборона	aparare	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
оборона	apararea	оборона	aparare	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
оборона	aparare	оборона	aparare	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
оборона	aparare	оборона	aparare	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
оборона	defensiva	оборона	defensiva	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
оборона	defensiv	оборона	defensiv	N;INAN;NOM;FEM;SG	ADJ;INDF;MASC;SG
аллен	allen	аллен	allen	N;ANIM;NOM;MASC;SG	PROPN
технически	tehnic	технически	tehnic	ADV	ADJ;INDF;MASC;SG
дяди	unchii	дядя	unchie	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
дяди	unchi	дядя	unchi	N;ANIM;NOM;MASC;PL	N;INDF;MASC;SG
христос	christos	христос	christos	N;ANIM;NOM;MASC;SG	PROPN
христос	hristos	христос	hristos	N;ANIM;NOM;MASC;SG	PROPN
христос	cristos	христос	cristos	N;ANIM;NOM;MASC;SG	PROPN
христос	hristoase	христос	hristos	N;ANIM;NOM;MASC;SG	N;INDF;FEM;PL
героиня	eroina	героиня	eroina	N;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
героиня	eroina	героиня	eroina	N;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
снята	retrasa	снять	retrage	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;DEF;FEM;SG
снята	retras	снять	retrage	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;INDF;MASC;SG
эрика	erika	эрик	erikă	N;ANIM;NOM;FEM;SG	PROPN
эрика	erica	эрик	erică	N;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
пещера	pestera	пещера	pestera	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
пещера	pestera	пещера	pestera	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
пещера	pestera	пещера	pestera	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
пещера	pestera	пещера	pestera	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
снимаю	filmarea	снимать	filmare	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;DEF;FEM;SG
снимаю	filmare	снимать	filmar	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;INDF;FEM;SG
гости	vizitatorii	гость	vizitator	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
обнаружена	descoperite	обнаружить	descoperi	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;INDF;FEM;PL
обнаружена	descoperita	обнаружить	descoperitate	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;DEF;FEM;SG
обнаружена	descoperit	обнаружить	descoperit	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;INDF;MASC;SG
обнаружена	detectata	обнаружить	detectata	V;PFV;FEM;SG;PST;V.PTCP;PASS	N;DEF;FEM;SG
обнаружена	detectate	обнаружить	detecta	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;INDF;FEM;PL
