پِرچ	schotel	پِرچ	schotel	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچلت	herkende	پرچلت	herken	PROPN;NOM;MASC;SG;3	V;SG;PST;FIN
پرچلت	erkende	پرچلت	erkennen	PROPN;NOM;MASC;SG;3	V;FIN
پرچلت	herkend	پرچلت	herkend	PROPN;NOM;MASC;SG;3	V;V.PTCP
پرچلت	erkend	پرچلت	erkend	PROPN;NOM;MASC;SG;3	V;V.PTCP
پرچلت	heersende	پرچلت	heersen	PROPN;NOM;MASC;SG;3	V;V.PTCP
پرچلن	huidig	پرچلن	huidig	PROPN;NOM;MASC;SG;3	ADJ
پرچلن	huidige	پرچلن	huidig	PROPN;NOM;MASC;SG;3	ADJ
پرچلن	actueel	پرچلن	actueel	PROPN;NOM;MASC;SG;3	ADJ
پرچلن	circulerende	پرچلن	circuleren	PROPN;NOM;MASC;SG;3	V;V.PTCP
پرچنڈ	razend	پرچنڈ	razend	PROPN;NOM;MASC;SG;3	V;V.PTCP
پرچنڈ	woedend	پرچنڈ	woedend	PROPN;NOM;MASC;SG;3	ADJ
پرچنڈ	woest	پرچنڈ	woest	PROPN;NOM;MASC;SG;3	ADJ
پرچنڈ	intensief	پرچنڈ	intensief	PROPN;NOM;MASC;SG;3	ADJ
پرچنڈ	intens	پرچنڈ	intens	PROPN;NOM;MASC;SG;3	ADJ
پرچنڈ	heftig	پرچنڈ	heftig	PROPN;NOM;MASC;SG;3	ADJ
پرچنڈ	intense	پرچنڈ	intens	PROPN;NOM;MASC;SG;3	ADJ
پرچنڈ	moedig	پرچنڈ	moedig	PROPN;NOM;MASC;SG;3	ADJ
پرچنڈ	dapper	پرچنڈ	dapper	PROPN;NOM;MASC;SG;3	ADJ
پرچنڈ	dappere	پرچنڈ	dapper	PROPN;NOM;MASC;SG;3	ADJ
پرچنڈ	gedurfd	پرچنڈ	durven	PROPN;NOM;MASC;SG;3	ADJ
پرچنڈ	vet	پرچنڈ	vet	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پرچنڈ	gewaagd	پرچنڈ	wagen	PROPN;NOM;MASC;SG;3	V;V.PTCP
پرچنڈ	brutaal	پرچنڈ	brutaal	PROPN;NOM;MASC;SG;3	ADJ
پرچنڈ	hartstochtelijke	پرچنڈ	hartstochtelijk	PROPN;NOM;MASC;SG;3	ADJ
پرچنڈ	gepassioneerd	پرچنڈ	passioneren	PROPN;NOM;MASC;SG;3	V;V.PTCP
پرچنڈ	hartstochtelijk	پرچنڈ	hartstochtelijk	PROPN;NOM;MASC;SG;3	ADJ
پرچنڈ	gepassioneerde	پرچنڈ	passioneren	PROPN;NOM;MASC;SG;3	V;V.PTCP
پرچنڈ	gewelddadige	پرچنڈ	gewelddadig	PROPN;NOM;MASC;SG;3	ADJ
پرچنڈ	gewelddadig	پرچنڈ	gewelddadig	PROPN;NOM;MASC;SG;3	ADJ
پرچنڈ	ondraaglijk	پرچنڈ	ondraaglijk	PROPN;NOM;MASC;SG;3	ADJ
پرچنڈ	woedende	پرچنڈ	woeden	PROPN;NOM;MASC;SG;3	V;V.PTCP
پرچنڈ	woedend	پرچنڈ	woedend	PROPN;NOM;MASC;SG;3	ADJ
پرچنڈمورتی	oleander	پرچنڈمورتی	oleander	ADJ	N;MASC+FEM;SG
پرچُول	nieuwsgierigheid	پرچُول	nieuwsgierigheid	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچُول	zoektocht	پرچُول	zoektocht	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچُول	zoeken	پرچُول	zoeken	PROPN;NOM;MASC;SG;3	V;NFIN
پرچُول	doorzoeken	پرچُول	doorzoeken	PROPN;NOM;MASC;SG;3	V;NFIN
پرچُول	zoek	پرچُول	zoek	PROPN;NOM;MASC;SG;3	ADJ
پرچُول	zoekopdracht	پرچُول	zoekopdracht	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچُول	gewoonte	پرچُول	gewoonte	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچُول	obsessies	پرچُول	obsessie	PROPN;NOM;MASC;SG;3	N;PL
پرچُول	obsessie	پرچُول	obsessie	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچُول	verslaving	پرچُول	verslaving	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچُون	detailhandel	پرچُون	detailhandel	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچُون	kleinhandel	پرچُون	kleinhandel	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچُونی	kruidenier	پرچُونی	kruidenier	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچہ	kranten	پرچہ	krant	N;NOM;MASC;SG;3	N;PL
پرچہ	periodiek	پرچہ	periodiek	N;NOM;MASC;SG;3	ADJ
پرچی	glippen	پرچی	glippen	N;NOM;MASC;SG;3	V;NFIN
پرچی	stemmen	پرچی	stem	N;NOM;MASC;SG;3	N;PL
پرچین	doorboord	پرچین	doorboren	PROPN;NOM;MASC;SG;3	V;V.PTCP
پرچھا	uitspraak	پرچھا	uitspraak	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچھا	oordeel	پرچھا	oordeel	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پرچھا	vonnis	پرچھا	vonnis	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پرچھا	vereffening	پرچھا	vereffening	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچھا	nederzetting	پرچھا	nederzetting	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچھا	schikking	پرچھا	schikking	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچھا	afwikkeling	پرچھا	afwikkeling	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچھا	besluit	پرچھا	besluit	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پرچھا	beslissing	پرچھا	beslissing	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچھانواں	demoon	پرچھانواں	demoon	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچھانواں	demon	پرچھانواں	demon	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچھانواں	duivel	پرچھانواں	duivel	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچھانواں	shadow	پرچھانواں	shadow	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچھانواں	schaduw	پرچھانواں	schaduw	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچھانواں	reflectie	پرچھانواں	reflectie	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچھانواں	spiegelbeeld	پرچھانواں	spiegelbeeld	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پرچھانواں	weerspiegeling	پرچھانواں	weerspiegeling	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچھانواں	bezinning	پرچھانواں	bezinning	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچھانواں	imago	پرچھانواں	imago	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پرچھانواں	beeld	پرچھانواں	beeld	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پرچھانواں	afbeelding	پرچھانواں	afbeelding	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچھانواں	schaduw	پرچھانواں	schaduw	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچھائیں	verbeelding	پرچھا	verbeelding	V;FEM;SBJV;PL;FIN;ACT	N;MASC+FEM;SG
پرچھائیں	verbeeldingskracht	پرچھا	verbeeldingskracht	V;FEM;SBJV;PL;FIN;ACT	N;MASC+FEM;SG
پرچھائیں	fantasie	پرچھا	fantasie	V;FEM;SBJV;PL;FIN;ACT	N;MASC+FEM;SG
پرچھائیں	shadow	پرچھا	shadow	V;FEM;SBJV;PL;FIN;ACT	N;MASC+FEM;SG
پرچھائیں	schaduw	پرچھا	schaduw	V;FEM;SBJV;PL;FIN;ACT	N;MASC+FEM;SG
پرچھائیں	fancy	پرچھا	fancy	V;FEM;SBJV;PL;FIN;ACT	
پرچھائیں	sjiek	پرچھا	sjiek	V;FEM;SBJV;PL;FIN;ACT	ADJ
پرچھائیں	reflectie	پرچھا	reflectie	V;FEM;SBJV;PL;FIN;ACT	N;MASC+FEM;SG
پرچھائیں	spiegelbeeld	پرچھا	spiegelbeeld	V;FEM;SBJV;PL;FIN;ACT	N;NEUT;SG
پرچھائیں	weerspiegeling	پرچھا	weerspiegeling	V;FEM;SBJV;PL;FIN;ACT	N;MASC+FEM;SG
پرچھائیں	bezinning	پرچھا	bezinning	V;FEM;SBJV;PL;FIN;ACT	N;MASC+FEM;SG
پرچھائیں	schaduw	پرچھا	schaduw	V;FEM;SBJV;PL;FIN;ACT	N;MASC+FEM;SG
پرچھی	zak	پرچھی	zak	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچھی	sack	پرچھی	sack	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچھی	zakje	پرچھی	zak	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پرچھی	buidel	پرچھی	buidel	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچھی	zakje	پرچھی	zak	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پرچھی	zak	پرچھی	zak	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرچھی	tas	پرچھی	tas	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرخاش	ruzie	پرخاش	ruzie	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرخاش	twist	پرخاش	twist	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرخاش	vijandigheid	پرخاش	vijandigheid	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرخچا	deel	پرخچا	deel	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پرخچا	gedeelte	پرخچا	gedeelte	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پرخچا	bit	پرخچا	bit	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرخچا	beetje	پرخچا	beetje	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پرخچا	splinter	پرخچا	splinter	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرخچا	stuk	پرخچا	stuk	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پرخچا	stukje	پرخچا	stuk	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پرداخت	helpen	پرداخت	helpen	N;NOM;MASC;SG;3	V;NFIN
پرداخت	zorgzame	پرداخت	zorgzaam	N;NOM;MASC;SG;3	ADJ
پرداخت	zorgzaam	پرداخت	zorgzaam	N;NOM;MASC;SG;3	ADJ
پرداخت	ondersteunen	پرداخت	ondersteunen	N;NOM;MASC;SG;3	V;NFIN
پرداختہ	versierd	پرداختہ	versieren	PROPN;NOM;MASC;SG;3	V;V.PTCP
پرداختہ	voltooid	پرداختہ	voltooien	PROPN;NOM;MASC;SG;3	V;V.PTCP
پرداختہ	afgewerkt	پرداختہ	afwerken	PROPN;NOM;MASC;SG;3	V;V.PTCP
پرداختہ	klaar	پرداختہ	klaar	PROPN;NOM;MASC;SG;3	ADJ
پرداختہ	afgewerkte	پرداختہ	afwerken	PROPN;NOM;MASC;SG;3	V;V.PTCP
پرداختہ	gepolijst	پرداختہ	polijsten	PROPN;NOM;MASC;SG;3	V;V.PTCP
پرداختہ	gepoetst	پرداختہ	poetsen	PROPN;NOM;MASC;SG;3	V;V.PTCP
پرداز	afwerking	پرداز	afwerking	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرداز	afwerken	پرداز	afwerken	PROPN;NOM;MASC;SG;3	V;NFIN
پرداز	gewoonte	پرداز	gewoonte	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرداز	perfectie	پرداز	perfectie	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرداز	finish	پرداز	finish	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرداز	voltooien	پرداز	voltooien	PROPN;NOM;MASC;SG;3	V;NFIN
پرداز	afmaken	پرداز	afmaken	PROPN;NOM;MASC;SG;3	V;NFIN
پرداز	afwerking	پرداز	afwerking	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرداز	stijl	پرداز	stijl	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرداز	style	پرداز	style	PROPN;NOM;MASC;SG;3	
پرداز	optreden	پرداز	optreden	PROPN;NOM;MASC;SG;3	V;NFIN
پرداز	uitvoeren	پرداز	uitvoeren	PROPN;NOM;MASC;SG;3	V;NFIN
پرداز	presteren	پرداز	presteren	PROPN;NOM;MASC;SG;3	V;NFIN
پرداز	prestatie	پرداز	prestatie	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرداز	voltooien	پرداز	voltooien	PROPN;NOM;MASC;SG;3	V;NFIN
پردازی	elegantie	پردازی	elegantie	N;NOM;MASC;SG;3	ADJ
پردان	bieden	پردان	bieden	PROPN;NOM;MASC;SG;3	V;NFIN
پردان	aanbieden	پردان	aanbieden	PROPN;NOM;MASC;SG;3	V;NFIN
پردان	presenteren	پردان	presenteren	PROPN;NOM;MASC;SG;3	V;NFIN
پردگی	bescheiden	پردگی	bescheiden	N;NOM;MASC;SG;3	ADJ
پردوش	vergissing	پردوش	vergissing	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پردوش	fout	پردوش	fout	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پردوش	foutje	پردوش	foutje	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پردوش	zonde	پردوش	zonde	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پردوش	zonden	پردوش	zonde	PROPN;NOM;MASC;SG;3	N;PL
پردوش	sin	پردوش	sin	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پردوش	zondigen	پردوش	zondigen	PROPN;NOM;MASC;SG;3	V;NFIN
پردہ	dekken	پردہ	dekken	N;NOM;MASC;SG;3	V;NFIN
پردہ	dekken	پردہ	dekken	N;NOM;MASC;SG;3	V;NFIN
پردیپ	light	پردیپ	light	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پردیپ	lichte	پردیپ	licht	PROPN;NOM;MASC;SG;3	ADJ
پردیپ	licht	پردیپ	licht	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پردیپ	lantaarn	پردیپ	lantaarn	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پردیپ	genialiteit	پردیپ	genialiteit	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پردیپ	pracht	پردیپ	pracht	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پردیپ	lamp	پردیپ	lamp	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پردھان	chef	پردھان	chef	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پردھان	chief	پردھان	chief	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پردھان	opperhoofd	پردھان	opperhoofd	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پردھان	president	پردھان	president	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پردھان	voorzitter	پردھان	voorzitter	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پردھان	aangever	پردھان	aangever	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پردھان	schoolhoofd	پردھان	schoolhoofd	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پردھان	leider	پردھان	leider	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پردھان	leader	پردھان	leader	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پردھان	hoofd	پردھان	hoofd	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پردھان	head	پردھان	head	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پردھان	intellect	پردھان	intellect	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پردھان	wijsheid	پردھان	wijsheid	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پردھانتا	grootheid	پردھانتا	grootheid	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پردھانتا	grootsheid	پردھانتا	grootsheid	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُرزہ	down	پُرزہ	down	ADJ	N;MASC+FEM;SG
پُرزہ	omlaag	پُرزہ	omlaag	ADJ	ADV
پُرزہ	sharp	پُرزہ	sharp	ADJ	N;MASC+FEM;SG
پُرزہ	bit	پُرزہ	bit	ADJ	N;MASC+FEM;SG
پُرزہ	beetje	پُرزہ	beetje	ADJ	N;NEUT;SG
پُرزہ	nap	پُرزہ	nap	ADJ	N;MASC+FEM;SG
پُرزہ	dutje	پُرزہ	dut	ADJ	N;NEUT;SG
پُرزہ	stuk	پُرزہ	stuk	ADJ	N;NEUT;SG
پُرزہ	stukje	پُرزہ	stuk	ADJ	N;NEUT;SG
پُرزہ	schroot	پُرزہ	schroten	ADJ	N;NEUT;SG
پرَس	toetssteen	پرَس	toetssteen		N;MASC+FEM;SG
پُرس	ondervragen	پُرس	ondervragen		V;NFIN
پُرس	ondervraging	پُرس	ondervraging		N;MASC+FEM;SG
پُرس	onderzoek	پُرس	onderzoek		N;NEUT;SG
پرسا	bijl	پرسا	bijl	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرسا	strijdbijl	پرسا	strijdbijl	PROPN;NOM;MASC;SG;3	ADJ
پُرسا	doorgronden	پُرسا	doorgronde	PROPN;NOM;MASC;SG;3	V;NFIN
پرساد	welwillendheid	پرساد	welwillendheid	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرساد	goodwill	پرساد	goodwill	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُرسان	hulpje	پُرسان	hulpje	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پُرسان	helper	پُرسان	helper	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُرسان	guardian	پُرسان	guardian	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُرسان	bewaker	پُرسان	bewaker	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُرسان	voogd	پُرسان	viegen	PROPN;NOM;MASC;SG;3	ADJ
پرستار	ventilator	پرستار	ventilator	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرستار	waaier	پرستار	waaier	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرستار	fan	پرستار	fan	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرستار	bediende	پرستار	bedienen	PROPN;NOM;MASC;SG;3	V;SG;PST;FIN
پرستار	dienaar	پرستار	dienaar	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرستار	ventilator	پرستار	ventilator	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرستار	waaier	پرستار	waaier	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرستار	fan	پرستار	fan	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرستار	bediende	پرستار	bedienen	PROPN;NOM;MASC;SG;3	V;SG;PST;FIN
پرستار	dienaar	پرستار	dienaar	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرستان	aanbidders	پرستان	aanbidder	PROPN;NOM;MASC;SG;3	N;PL
پرِستان	wonderland	پرِستان	wonderland	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرستاؤ	begin	پرستاؤ	begin	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پرستاؤ	gelegenheid	پرستاؤ	gelegenheid	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرستاؤ	kans	پرستاؤ	kans	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرستاؤ	inleiding	پرستاؤ	inleiding	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرستاؤ	invoering	پرستاؤ	invoering	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرستاؤ	introductie	پرستاؤ	introductie	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرستاؤ	gelegenheid	پرستاؤ	gelegenheid	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرستاؤ	prelude	پرستاؤ	prelude	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرستش	aanbidden	پرستش	aanbidden	N;NOM;MASC;SG;3	V;NFIN
پرِستک	swift	پرِستک	swift	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرستی	aanbidden	پرستی	aanbidden	N;NOM;MASC;SG;3	V;NFIN
پرستیدہ	gerespecteerd	پرستیدہ	respecteren	PROPN;NOM;MASC;SG;3	V;V.PTCP
پرستھان	vertrek	پرستھان	vertrekken	PROPN;NOM;MASC;SG;3	V;SG;PRS;FIN
پرسدھ	gerenommeerde	پرسدھ	renommeren	PROPN;NOM;MASC;SG;3	V;V.PTCP
پرسدھ	beroemde	پرسدھ	beroemd	PROPN;NOM;MASC;SG;3	ADJ
پرسدھ	beroemd	پرسدھ	beroemd	PROPN;NOM;MASC;SG;3	ADJ
پُرسِش	respecteer	پُرسِش	respecteer	ADJ	V;SG;PRS;FIN
پُرسِش	respect	پُرسِش	respect	ADJ	N;NEUT;SG
پُرسِش	respecteren	پُرسِش	respecteren	ADJ	V;NFIN
پُرسِش	onderzoek	پُرسِش	onderzoek	ADJ	N;NEUT;SG
پُرسِش	ondervragen	پُرسِش	ondervragen	ADJ	V;NFIN
پُرسِش	ondervraging	پُرسِش	ondervraging	ADJ	N;MASC+FEM;SG
پرسن	tevreden	پرسن	tevreden	PROPN;NOM;MASC;SG;3	ADJ
پرسن	bloeiende	پرسن	bloeien	PROPN;NOM;MASC;SG;3	V;V.PTCP
پرسن	helder	پرسن	helder	PROPN;NOM;MASC;SG;3	ADJ
پرسن	fel	پرسن	fel	PROPN;NOM;MASC;SG;3	ADJ
پرسن	bright	پرسن	brigen	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرسن	verrukt	پرسن	verrukken	PROPN;NOM;MASC;SG;3	V;V.PTCP
پرسن	clear	پرسن	clear	PROPN;NOM;MASC;SG;3	
پرسن	duidelijk	پرسن	duidelijk	PROPN;NOM;MASC;SG;3	ADJ
پرسن	helder	پرسن	helder	PROPN;NOM;MASC;SG;3	ADJ
پرسنّتا	blijheid	پرسنّتا	blijheid	V;IPFV;MASC;SG;V.PTCP;ACT	N;MASC+FEM;SG
پرسنّتا	blijdschap	پرسنّتا	blijdschap	V;IPFV;MASC;SG;V.PTCP;ACT	N;MASC+FEM;SG
پرسنّتا	geluk	پرسنّتا	geluk	V;IPFV;MASC;SG;V.PTCP;ACT	N;NEUT;SG
پرسنّتا	genot	پرسنّتا	genotten	V;IPFV;MASC;SG;V.PTCP;ACT	N;NEUT;SG
پرسنگ	gezegde	پرسنگ	zeggen	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرسنگ	zeggen	پرسنگ	zeggen	PROPN;NOM;MASC;SG;3	V;NFIN
پرسنگ	toewijding	پرسنگ	toewijding	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرسنگ	bijlage	پرسنگ	bijlage	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرسنگ	gehechtheid	پرسنگ	gehechtheid	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرسنگ	gezelschap	پرسنگ	gezelschap	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پرسنگ	bedrijf	پرسنگ	bedrijf	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پرسنگ	onderneming	پرسنگ	onderneming	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرسُوت	bevalling	پرسُوت	bevalling	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرسول	speer	پرسول	speer	PROPN;NOM;MASC;SG;3	ADJ
پرسیا	sikkel	پرسیا	sikkel	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پرش	bijl	پرش	bijl		N;MASC+FEM;SG
پرش	axe	پرش	ax		N;MASC+FEM;SG
پرش	bijl	پرش	bijl		N;MASC+FEM;SG
پرش	strijdbijl	پرش	strijdbijl		ADJ
پُرش	hoogte	پُرش	hoogte	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُرش	lengte	پُرش	lengte	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُرش	echtgenoot	پُرش	echtgenoot	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُرش	man	پُرش	man	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
