din	from	din	from	ADP;ACC	
sub	altinda	sub	alt	ADP;ACC	ADJ;ESS;SG;3
sub	altına	sub	alt	ADP;ACC	ADJ;DAT;SG;3
alte	diğer	alt	diğer	DET;FEM;PL;3	ADJ
alte	diğeri	alt	diğer	DET;FEM;PL;3	N;NOM;SG;3
alte	öteki	alt	öteki	DET;FEM;PL;3	
alte	diger	alt	diger	DET;FEM;PL;3	
regiune	bölge	regiune	bölge	N;INDF;FEM;SG	
regiune	bölgede	regiune	bölge	N;INDF;FEM;SG	N;ESS;SG;3
regiune	bölgesi	regiune	bölge	N;INDF;FEM;SG	N;NOM;SG;3
anii	yıllarca	an	yıllarca	N;DEF;MASC;PL	ADV
anii	yıllardır	an	yıl	N;DEF;MASC;PL	V;IPFV;IND;PL;3;POS
anii	yıllar	an	yıl	N;DEF;MASC;PL	N;NOM;PL;3
anii	yılların	an	yıl	N;DEF;MASC;PL	N;GEN;PL;3
anii	seneler	an	sene	N;DEF;MASC;PL	
parte	kısım	parte	kısım	N;INDF;FEM;SG	
parte	parçası	parte	parça	N;INDF;FEM;SG	N;NOM;SG;3
parte	bölüm	parte	bölüm	N;INDF;FEM;SG	
parte	part	parte	part	N;INDF;FEM;SG	
parte	kısmen	parte	kısmen	N;INDF;FEM;SG	
judetul	şehristanı	judet	şehristan	N;DEF;MASC;SG	N;NOM;SG;3
judetul	ilçe	judet	ilçe	N;DEF;MASC;SG	
judetul	county	judet	county	N;DEF;MASC;SG	PROPN;NOM;SG;3
judetul	şehristanı	judet	şehristan	N;DEF;MASC;SG	N;NOM;SG;3
judetul	ilçe	judet	ilçe	N;DEF;MASC;SG	
judetul	county	judet	county	N;DEF;MASC;SG	PROPN;NOM;SG;3
centura	kayış	centură	kayış	N;DEF;FEM;SG	
centura	kemer	centură	kemer	N;DEF;FEM;SG	
centura	kuşak	centură	kuşak	N;DEF;FEM;SG	
centura	kayış	centură	kayış	N;DEF;FEM;SG	
centura	kemer	centură	kemer	N;DEF;FEM;SG	
centura	kuşak	centură	kuşak	N;DEF;FEM;SG	
dinastia	hanedanı	dinastie	hanedan	N;DEF;FEM;SG	N;INS;SG;3
septembrie	eylül	septembrie	eylül	N;INDF;MASC;SG	
timp	vakit	timp	vakit	N;INDF;MASC;SG	
timp	time	timp	tim	N;INDF;MASC;SG	
despre	hakkında	despre	hak	ADP;ACC	N;ESS;SG;3
despre	yaklaşık	despre	yaklaşık	ADP;ACC	
unde	nereye	unde	nere	ADV	PRO;DAT;SG;3
unde	nerde	unde	nere	ADV	
unde	nere	unde	nere	ADV	
unde	nerede	unde	nere	ADV	PRO;ESS;SG;3
majoritatea	çoğu	majoritate	çok	N;DEF;FEM;SG	
majoritatea	çogu	majoritate	çogu	N;DEF;FEM;SG	
majoritatea	çoğunluğu	majoritate	çoğunluk	N;DEF;FEM;SG	N;ACC;SG;3
majoritatea	çoğunluk	majoritate	çoğunluk	N;DEF;FEM;SG	N;NOM;SG;3
densitate	yoğunluk	densitate	yoğunluk	N;INDF;FEM;SG	N;NOM;SG;3
densitate	yoğunluğu	densitate	yoğunluk	N;INDF;FEM;SG	N;ACC;SG;3
limba	dil	limbă	dil	N;DEF;FEM;SG	
limba	dili	limbă	dili	N;DEF;FEM;SG	
limba	dil	limbă	dil	N;DEF;FEM;SG	
limba	dile	limbă	dile	N;DEF;FEM;SG	
limba	dili	limbă	dili	N;DEF;FEM;SG	
limba	lisan	limbă	lisan	N;DEF;FEM;SG	
limba	dil	limbă	dil	N;DEF;FEM;SG	
limba	dili	limbă	dili	N;DEF;FEM;SG	
limba	dil	limbă	dil	N;DEF;FEM;SG	
limba	dile	limbă	dile	N;DEF;FEM;SG	
limba	dili	limbă	dili	N;DEF;FEM;SG	
limba	lisan	limbă	lisan	N;DEF;FEM;SG	
iunie	june	iunie	ju	N;INDF;MASC;SG	
iunie	haziran	iunie	haziran	N;INDF;MASC;SG	
multe	birçok	mult	birçok	PRO;FEM;PL;3	DET
socorro	socorro	socorro	socorro		PROPN;NOM;SG;3
prima	öncelikle	prim	öncelik	NUM;DEF;FEM;SG	N;INS;SG;3
prima	önce	prim	önce	NUM;DEF;FEM;SG	
prima	ilk	prim	ilk	NUM;DEF;FEM;SG	
prima	once	prim	once	NUM;DEF;FEM;SG	
prima	premium	prim	premi	NUM;DEF;FEM;SG	N;NOM;SG;3
octombrie	ekim	octombrie	ekim	N;INDF;MASC;SG	
august	ağustos	august	ağustos	N;INDF;MASC;SG	
august	august	august	august	N;INDF;MASC;SG	
sat	köyü	sat	köy	N;INDF;MASC;SG	
sat	köy	sat	köy	N;INDF;MASC;SG	
sat	oturdum	sat	otur	N;INDF;MASC;SG	V;PFV;IND;SG;1;POS;PST
sat	oturdu	sat	otur	N;INDF;MASC;SG	V;PFV;IND;SG;3;POS;PST
martie	mart	martie	mart	N;INDF;MASC;SG	
martie	marş	martie	marş	N;INDF;MASC;SG	
martie	yürüyüş	martie	yürüyüş	N;INDF;MASC;SG	
biserica	church	biserică	church	N;DEF;FEM;SG	PROPN;NOM;SG;3
biserica	kiliseye	biserică	kili	N;DEF;FEM;SG	N;DAT;SG;3
biserica	kilise	biserică	kili	N;DEF;FEM;SG	
biserica	church	biserică	church	N;DEF;FEM;SG	PROPN;NOM;SG;3
biserica	kiliseye	biserică	kili	N;DEF;FEM;SG	N;DAT;SG;3
biserica	kilise	biserică	kili	N;DEF;FEM;SG	
fisier	dosya	fisier	dosya	N;INDF;MASC;SG	
fisier	dosya	fisier	dosya	N;INDF;MASC;SG	
toate	all	tot	all	PRO;FEM;PL;3	
toate	hepsini	tot	hepsi	PRO;FEM;PL;3	PRO;ACC;PL;3
toate	tamamı	tot	tamam	PRO;FEM;PL;3	
toate	hepsi	tot	hepsi	PRO;FEM;PL;3	PRO;NOM;PL;3
toate	tümü	tot	tümü	PRO;FEM;PL;3	
ianuarie	ocak	ianuarie	ocak	N;INDF;MASC;SG	
adresa	adresiniz	adresă	adres	N;DEF;FEM;SG	N;NOM;SG;3
adresa	adresi	adresă	adres	N;DEF;FEM;SG	N;NOM;SG;3
adresa	adres	adresă	adres	N;DEF;FEM;SG	
adresa	adresiniz	adresă	adres	N;DEF;FEM;SG	N;NOM;SG;3
adresa	adresi	adresă	adres	N;DEF;FEM;SG	N;NOM;SG;3
adresa	adres	adresă	adres	N;DEF;FEM;SG	
noiembrie	kasım	noiembrie	kasım	N;INDF;MASC;SG	
cum	nasil	cum	nasil	ADV	
cum	nası	cum	nası	ADV	
cum	nasıl	cum	nasıl	ADV	
imagine	fotoğraf	imagine	fotoğraf	N;INDF;FEM;SG	
imagine	resim	imagine	resim	N;INDF;FEM;SG	
imagine	resmi	imagine	resmi	N;INDF;FEM;SG	
imagine	görsel	imagine	görsel	N;INDF;FEM;SG	
imagine	resim	imagine	resim	N;INDF;FEM;SG	
imagine	görüntü	imagine	görüntü	N;INDF;FEM;SG	N;NOM;SG;3
imagine	imaj	imagine	imaj	N;INDF;FEM;SG	
statul	state	stat	state	N;DEF;MASC;SG	
statul	eyalet	stat	eyalet	N;DEF;MASC;SG	
statul	devlet	stat	devlet	N;DEF;MASC;SG	N;NOM;SG;3
lor	onların	lui	o	DET;3	PRO;GEN;PL;3
lor	onlarin	lui	o	DET;3	
familia	ailesi	familie	aile	N;DEF;FEM;SG	N;NOM;SG;3
familia	family	familie	family	N;DEF;FEM;SG	
familia	aile	familie	aile	N;DEF;FEM;SG	
numele	adınız	nume	adınız	N;DEF;MASC;SG	N;NOM;SG;3
numele	isim	nume	isim	N;DEF;MASC;SG	N;NOM;SG;3
numele	ad	nume	ad	N;DEF;MASC;SG	N;NOM;SG;3
numele	adın	nume	ad	N;DEF;MASC;SG	
numele	adı	nume	ad	N;DEF;MASC;SG	N;NOM;SG;3
timpul	zaman	timp	zaman	N;DEF;MASC;SG	N;NOM;SG;3
timpul	vakit	timp	vakit	N;DEF;MASC;SG	
timpul	süre	timp	süre	N;DEF;MASC;SG	N;NOM;SG;3
timpul	time	timp	tim	N;DEF;MASC;SG	
nord	kuzey	nord	kuzey	N;INDF;MASC;SG	
nord	north	nord	north	N;INDF;MASC;SG	PROPN;NOM;SG;3
nord	nord	nord	nord	N;INDF;MASC;SG	PROPN;NOM;SG;3
principala	main	principal	main	ADJ;DEF;FEM;SG	
principala	ana	principal	ana	ADJ;DEF;FEM;SG	
principala	main	principal	main	ADJ;DEF;FEM;SG	
principala	ana	principal	ana	ADJ;DEF;FEM;SG	
sud	güney	sud	güney	N;INDF;MASC;SG	
aprilie	nişan	aprilie	nişan	N;INDF;MASC;SG	
aprilie	nisan	aprilie	nisan	N;INDF;MASC;SG	
primul	öncelikle	prim	öncelik	NUM;DEF;MASC;SG	N;INS;SG;3
primul	önce	prim	önce	NUM;DEF;MASC;SG	
primul	ilk	prim	ilk	NUM;DEF;MASC;SG	
primul	once	prim	once	NUM;DEF;MASC;SG	
iulie	temmuz	iulie	temmuz	N;INDF;MASC;SG	
doar	just	doar	just	ADV	
editura	yayıncı	editură	yayıncı	N;DEF;FEM;SG	
asteroid	göktaşı	asteroid	gök	ADJ;INDF;MASC;SG	
asteroid	asteroit	asteroid	asteroit	ADJ;INDF;MASC;SG	N;NOM;SG;3
februarie	şubat	februarie	şubat	N;INDF;MASC;SG	
trei	three	trei	three	NUM;PL	
asteroizi	asteroit	asteroid	asteroit	N;INDF;MASC;PL	N;NOM;SG;3
discutie	tartışma	discutie	tartış	N;INDF;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
discutie	tartışma	discutie	tartış	N;INDF;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
discutie	tartışma	discutie	tartış	N;INDF;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
franta	fransa	frantă	fra	PROPN	PROPN;NOM;SG;3
franta	france	frantă	france	PROPN	PROPN;NOM;SG;3
franta	fransa	frantă	fra	PROPN	PROPN;NOM;SG;3
franta	france	frantă	france	PROPN	PROPN;NOM;SG;3
franta	fransa	frantă	fra	PROPN	PROPN;NOM;SG;3
franta	france	frantă	france	PROPN	PROPN;NOM;SG;3
partea	kısım	parte	kısım	N;DEF;FEM;SG	
partea	parçası	parte	parça	N;DEF;FEM;SG	N;NOM;SG;3
partea	bölüm	parte	bölüm	N;DEF;FEM;SG	
partea	part	parte	part	N;DEF;FEM;SG	
partea	kısmen	parte	kısmen	N;DEF;FEM;SG	
mult	çok	mult	çok	ADV	
fara	olmadan	fară	ol		V;PFV;IND;NEG;PRS;V.CVB
fara	olmadan	fară	ol		V;PFV;IND;NEG;PRS;V.CVB
departamentul	bölümü	departament	bölüm	N;DEF;MASC;SG	N;NOM;SG;3
departamentul	departman	departament	departman	N;DEF;MASC;SG	N;NOM;SG;3
departamentul	bölüm	departament	bölüm	N;DEF;MASC;SG	
departamentul	departmanı	departament	departman	N;DEF;MASC;SG	N;ACC;SG;3
foarte	cok	foarte	cok	ADV	
foarte	çok	foarte	çok	ADV	
raionul	koridor	raion	koridor	N;DEF;MASC;SG	
data	tarihi	dată	tarih	N;DEF;FEM;SG	
data	randevu	dată	randev	N;DEF;FEM;SG	N;NOM;SG;3
data	flört	dată	flört	N;DEF;FEM;SG	
data	buluşma	dată	buluş	N;DEF;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
data	tarih	dată	tarih	N;DEF;FEM;SG	N;NOM;SG;3
data	veri	dată	veri	N;DEF;FEM;SG	
data	veriler	dată	veri	N;DEF;FEM;SG	N;NOM;PL;3
data	data	dată	data	N;DEF;FEM;SG	
data	tarihi	dată	tarih	N;DEF;FEM;SG	
data	randevu	dată	randev	N;DEF;FEM;SG	N;NOM;SG;3
data	flört	dată	flört	N;DEF;FEM;SG	
data	buluşma	dată	buluş	N;DEF;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
data	tarih	dată	tarih	N;DEF;FEM;SG	N;NOM;SG;3
departament	bölüm	departament	bölüm	N;INDF;MASC;SG	
unul	biri	unul	biri	PRO;MASC;SG;3	PRO;NOM;SG;3
unul	bir	unul	bir	PRO;MASC;SG;3	
apoi	öyleyse	apoi	öyleyse	ADV	
apoi	ozaman	apoi	oza	ADV	
grup	gurup	grup	gur	N;INDF;MASC;SG	
grup	grup	grup	grup	N;INDF;MASC;SG	
grup	grubu	grup	grup	N;INDF;MASC;SG	
locul	yer	loc	yer	N;DEF;MASC;SG	N;NOM;SG;3
oras	town	oras	town	N;INDF;MASC;SG	PROPN;NOM;SG;3
oras	kasaba	oras	kasaba	N;INDF;MASC;SG	
oras	şehir	oras	şehir	N;INDF;MASC;SG	
oras	sehir	oras	sehir	N;INDF;MASC;SG	
oras	city	oras	city	N;INDF;MASC;SG	PROPN;NOM;SG;3
oras	şehir	oras	şehir	N;INDF;MASC;SG	
oras	town	oras	town	N;INDF;MASC;SG	PROPN;NOM;SG;3
oras	kasaba	oras	kasaba	N;INDF;MASC;SG	
oras	şehir	oras	şehir	N;INDF;MASC;SG	
oras	sehir	oras	sehir	N;INDF;MASC;SG	
oras	city	oras	city	N;INDF;MASC;SG	PROPN;NOM;SG;3
oras	şehir	oras	şehir	N;INDF;MASC;SG	
oras	town	oras	town	N;INDF;MASC;SG	PROPN;NOM;SG;3
oras	kasaba	oras	kasaba	N;INDF;MASC;SG	
oras	şehir	oras	şehir	N;INDF;MASC;SG	
oras	sehir	oras	sehir	N;INDF;MASC;SG	
oras	city	oras	city	N;INDF;MASC;SG	PROPN;NOM;SG;3
oras	şehir	oras	şehir	N;INDF;MASC;SG	
pot	can	putea	can	V;IND;PL;3;PRS;FIN	
camp	kamp	camp	kamp	N;INDF;MASC;SG	
camp	field	camp	field	N;INDF;MASC;SG	
camp	tarla	camp	tarla	N;INDF;MASC;SG	
camp	alan	camp	al	N;INDF;MASC;SG	V;PFV;IND;POS;PRS;V.PTCP
camp	saha	camp	saha	N;INDF;MASC;SG	
germania	almanya	germania	al	PROPN	PROPN;NOM;SG;3
face	yap	face	yap	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;POS;PRS
satul	köyü	sat	köy	N;DEF;MASC;SG	
satul	köy	sat	köy	N;DEF;MASC;SG	
national	millî	national	millî	ADJ;INDF;MASC;SG	
national	national	national	national	ADJ;INDF;MASC;SG	N;DAT;SG;3
national	ulusal	national	ulusal	ADJ;INDF;MASC;SG	
national	millî	national	millî	ADJ;INDF;MASC;SG	
national	national	national	national	ADJ;INDF;MASC;SG	N;DAT;SG;3
national	ulusal	national	ulusal	ADJ;INDF;MASC;SG	
national	millî	national	millî	ADJ;INDF;MASC;SG	
national	national	national	national	ADJ;INDF;MASC;SG	N;DAT;SG;3
national	ulusal	national	ulusal	ADJ;INDF;MASC;SG	
note	not	notă	not	N;INDF;FEM;PL	
perioada	adet	perioadă	adet	N;DEF;FEM;SG	
perioada	nokta	perioadă	nokta	N;DEF;FEM;SG	
perioada	dönem	perioadă	dön	N;DEF;FEM;SG	
perioada	adet	perioadă	adet	N;DEF;FEM;SG	
perioada	nokta	perioadă	nokta	N;DEF;FEM;SG	
perioada	dönem	perioadă	dön	N;DEF;FEM;SG	
minoritate	azınlık	minoritate	azınlık	N;INDF;FEM;SG	N;NOM;SG;3
cadrul	çerçeve	cadru	çerçev	N;DEF;MASC;SG	N;NOM;SG;3
general	general	general	general	ADJ;INDF;MASC;SG	
razboi	war	razboi	war	N;INDF;MASC;SG	
razboi	savas	razboi	savas	N;INDF;MASC;SG	
razboi	war	razboi	war	N;INDF;MASC;SG	
razboi	savas	razboi	savas	N;INDF;MASC;SG	
peste	üzeri	peste	üzer	ADP;ACC	
peste	bitti	peste	bit	ADP;ACC	V;PFV;IND;SG;3;POS;PST
peste	balık	peste	balık	ADP;ACC	
peste	balik	peste	balik	ADP;ACC	
peste	balıklar	peste	balık	ADP;ACC	ADJ;NOM;PL;3
romana	rumen	romană	rumen	N;DEF;FEM;SG	
romana	romen	romană	romen	N;DEF;FEM;SG	
romana	romalı	romană	romalı	N;DEF;FEM;SG	
romana	roman	romană	roman	N;DEF;FEM;SG	
romana	romana	romană	roman	N;DEF;FEM;SG	N;DAT;SG;3
afla	öğrenin	afla	öğren	V;IND;SG;3;IPFV;FIN	V;PFV;IMP;PL;2;POS;PRS
afla	öğren	afla	öğren	V;IND;SG;3;IPFV;FIN	
afla	öğrenmek	afla	öğren	V;IND;SG;3;IPFV;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
inceput	başladık	incepe	başla	ADJ;INDF;MASC;SG	V;PFV;IND;PL;1;POS;PST
inceput	başladı	incepe	başla	ADJ;INDF;MASC;SG	V;PFV;IND;SG;3;POS;PST
inceput	başladım	incepe	başla	ADJ;INDF;MASC;SG	V;PFV;IND;SG;1;POS;PST
inceput	başlangıcı	incepe	başlangıç	ADJ;INDF;MASC;SG	N;ACC;SG;3
inceput	başlangıç	incepe	başlangıç	ADJ;INDF;MASC;SG	
iii	iii	trei	iii	NUM;SG	
duce	dük	duce	dük	V;IND;SG;3;PRS;FIN	
duce	duke	duce	duke	V;IND;SG;3;PRS;FIN	
duce	duce	duce	duce	V;IND;SG;3;PRS;FIN	
roman	rumen	roman	rumen	N;INDF;MASC;SG	
roman	romen	roman	romen	N;INDF;MASC;SG	
roman	romalı	roman	romalı	N;INDF;MASC;SG	
roman	roman	roman	roman	N;INDF;MASC;SG	
roman	roman	roman	roman	N;INDF;MASC;SG	
provincia	il	provincie	il	N;DEF;FEM;SG	
vedere	gör	vedere	gör	N;INDF;FEM;SG	V;PFV;IMP;SG;2;POS;PRS
vedere	görünüm	vedere	görün	N;INDF;FEM;SG	N;NOM;SG;3
vedere	görünümü	vedere	görün	N;INDF;FEM;SG	N;NOM;SG;3
vedere	manzara	vedere	manzara	N;INDF;FEM;SG	N;NOM;SG;3
wikipedia	wikipedia	wikipedia	wikipe	N;DEF;FEM;SG	
wikipedia	vikipedi	wikipedia	vikip	N;DEF;FEM;SG	
specie	tür	specie	tür	N;INDF;FEM;SG	
specie	türler	specie	tür	N;INDF;FEM;SG	N;NOM;PL;3
punct	nokta	punct	nokta	N;INDF;MASC;SG	
punct	dot	punct	dot	N;INDF;MASC;SG	
punct	puan	punct	pu	N;INDF;MASC;SG	
punct	nokta	punct	nokta	N;INDF;MASC;SG	
stat	state	stat	state	N;INDF;MASC;SG	
stat	eyalet	stat	eyalet	N;INDF;MASC;SG	
unite	birleşik	unit	birleşik	ADJ;INDF;FEM;PL	
unite	birlik	unit	birlik	ADJ;INDF;FEM;PL	
unite	united	unit	united	ADJ;INDF;FEM;PL	
unite	birleşmiş	unit	birleş	ADJ;INDF;FEM;PL	
moldova	moldova	moldova	moldova	PROPN	PROPN;NOM;SG;3
file	sekmeleri	filă	sekme	N;INDF;FEM;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
atunci	öyleyse	atunci	öyleyse	ADV	
atunci	ozaman	atunci	oza	ADV	
aceste	bunlar	acest	bu	DET;FEM;PL;3	PRO;NOM;PL;3
aceste	bunları	acest	bu	DET;FEM;PL;3	PRO;ACC;PL;3
aceste	şunlar	acest	şu	DET;FEM;PL;3	
secolul	yüzyıl	secol	yüzyıl	N;DEF;MASC;SG	
secolul	asır	secol	asır	N;DEF;MASC;SG	
una	biri	unul	biri	PRO;FEM;SG;3	PRO;NOM;SG;3
una	bir	unul	bir	PRO;FEM;SG;3	
aceasta	bu	acesta	bu	PRO;FEM;SG;3	
aceasta	bunu	acesta	bu	PRO;FEM;SG;3	PRO;ACC;SG;3
life	yaşam	life	yaşam		N;NOM;SG;3
resedinta	ikamet	resedinta	ikamet	N;DEF;FEM;SG	
resedinta	konut	resedinta	konut	N;DEF;FEM;SG	N;NOM;SG;3
resedinta	ikamet	resedinta	ikamet	N;DEF;FEM;SG	
resedinta	konut	resedinta	konut	N;DEF;FEM;SG	N;NOM;SG;3
resedinta	ikamet	resedinta	ikamet	N;DEF;FEM;SG	
resedinta	konut	resedinta	konut	N;DEF;FEM;SG	N;NOM;SG;3
orasul	sehir	oras	sehir	N;DEF;MASC;SG	
orasul	city	oras	city	N;DEF;MASC;SG	PROPN;NOM;SG;3
orasul	şehir	oras	şehir	N;DEF;MASC;SG	
orasul	town	oras	town	N;DEF;MASC;SG	PROPN;NOM;SG;3
orasul	kasaba	oras	kasaba	N;DEF;MASC;SG	
orasul	şehir	oras	şehir	N;DEF;MASC;SG	
orasul	sehir	oras	sehir	N;DEF;MASC;SG	
orasul	city	oras	city	N;DEF;MASC;SG	PROPN;NOM;SG;3
orasul	şehir	oras	şehir	N;DEF;MASC;SG	
tot	all	tot	all	PRO;MASC;SG;3	
tot	hepsini	tot	hepsi	PRO;MASC;SG;3	PRO;ACC;PL;3
tot	tamamı	tot	tamam	PRO;MASC;SG;3	
tot	hepsi	tot	hepsi	PRO;MASC;SG;3	PRO;NOM;PL;3
tot	tümü	tot	tümü	PRO;MASC;SG;3	
tot	hala	tot	hala	PRO;MASC;SG;3	ADV
tot	hâlâ	tot	hul	PRO;MASC;SG;3	
tot	halen	tot	halen	PRO;MASC;SG;3	
chiar	hatta	chiar	hatta	ADV	CONJ
facut	yapılmış	face	yap	ADJ;INDF;MASC;SG	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
facut	yapıldı	face	yap	ADJ;INDF;MASC;SG	V;PFV;IND;SG;3;POS;PST;PASS
cunoscute	bilinir	cunoscut	bil	ADJ;INDF;FEM;PL	V;IPFV;IND;SG;3;POS;PASS
cunoscute	bilinen	cunoscut	bil	ADJ;INDF;FEM;PL	V;PFV;IND;POS;PRS;V.PTCP;PASS
film	film	film	film	N;INDF;MASC;SG	
film	film	film	film	N;INDF;MASC;SG	
vorbitori	hoparlör	vorbitor	hopar	N;INDF;MASC;PL	N;NOM;SG;3
date	veri	dată	veri	N;INDF;FEM;PL	
date	data	dată	data	N;INDF;FEM;PL	
cunoscuta	bilinir	cunoscuta	bil	ADJ;DEF;FEM;SG	V;IPFV;IND;SG;3;POS;PASS
