kate	kate	kate	kate	PROPN;NOM	
borealis	borealis	borealis	borealis	N;NOM;INDF;MASC+FEM;SG	PROPN
ledaren	lider	ledare	lider	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
ledaren	conducator	ledare	conducator	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
ledaren	leader	ledare	leader	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
ledaren	liderul	ledare	lider	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
bakre	spate	bakre	spate	ADJ;NOM;CMPR	N;INDF;MASC;SG
reed	trestie	reed	trestie	PROPN;NOM	N;INDF;FEM;SG
reed	reed	reed	reede	PROPN;NOM	PROPN
partner	partenere	partner	partenere	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
partner	partenera	partner	parteneră	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
partner	partenerul	partner	partener	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
partner	parteneri	partner	partener	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
partner	partenerii	partner	partener	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;PL
fina	fina	fin	fină	ADJ;NOM;PL	ADJ;DEF;FEM;SG
fina	nice	fin	nice	ADJ;NOM;PL	
fina	frumos	fin	frumos	ADJ;NOM;PL	ADJ;INDF;MASC;SG
alkohol	alcoolul	alkohol	alcool	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
nicosia	nicosia	nicosia	nicosie	PROPN;NOM	PROPN
kartan	harta	karta	hartă	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
kartan	harta	karta	hartă	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
ingemar	ingemar	ingem	ingemar	PROPN;NOM	
diana	diana	du	diană	PROPN;NOM	N;DEF;FEM;SG
okända	necunoscut	okänd	necunoscut	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
okända	necunoscuta	okänd	necunoscut	ADJ;NOM;PL;PST;V.PTCP	ADJ;DEF;FEM;SG
utförs	efectuat	utföra	efectua	V;IND;PRS;FIN;PASS	ADJ;INDF;MASC;SG
annie	annie	annie	annie	PROPN;NOM	PROPN
trumpet	trompeta	trump	trompetă	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
trumpet	trompeta	trump	trompetă	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
evenemang	evenimentele	evenemang	eveniment	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
evenemang	evenimente	evenemang	eveniment	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
evenemang	evenimentul	evenemang	eveniment	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
flytt	evadat	flytt	evada	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
flytt	mutarea	flytt	mutare	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
ingeborg	ingeborg	ingeborg	ingeborg	PROPN;NOM	PROPN
flava	flava	flava	flavă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
malcolm	malcolm	malcolm	malcolm	PROPN;NOM	PROPN
malcolm	malcom	malcolm	malcom	PROPN;NOM	PROPN
heinz	heinz	heinz	heinz	PROPN;NOM	PROPN
barnes	barnes	barn	barnes	PROPN;NOM	PROPN
påverkas	afectate	påverka	afectat	V;IND;PRS;FIN;PASS	ADJ;INDF;FEM;PL
påverkas	afectat	påverka	afecta	V;IND;PRS;FIN;PASS	ADJ;INDF;MASC;SG
påverkas	afectata	påverka	afectată	V;IND;PRS;FIN;PASS	N;DEF;FEM;SG
påverkas	afectata	påverka	afectată	V;IND;PRS;FIN;PASS	N;DEF;FEM;SG
pusilla	pusilla	pusill	pusilla	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
lina	lina	lina	lină	PROPN;NOM	N;DEF;FEM;SG
helgon	sfinti	helgon	sfinti	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
helgon	sfinti	helgon	sfinti	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
helgon	sfintii	helgon	sfânt	N;NOM;INDF;NEUT;SG	N;DEF;MASC;PL
helgon	sfant	helgon	sfant	N;NOM;INDF;NEUT;SG	
helgon	sfantul	helgon	sfant	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
helgon	sfantul	helgon	sfant	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
acuminata	acuminata	acuminat	acuminat	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
sats	lotul	sats	lot	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
sats	teorema	sats	teoremă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
glenn	glenn	glen	glenn	PROPN;NOM	PROPN
timme	orar	timme	orar	N;NOM;INDF;MASC+FEM;SG	ADV
timme	ora	timme	oră	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
timme	ora	timme	oră	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
grotta	pestera	grott	pestera	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
grotta	pestera	grott	pestera	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
grotta	pestera	grott	pestera	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
grotta	pestera	grott	pestera	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
birmingham	birmingham	birmingham	birmingham	PROPN;NOM	PROPN
todd	todd	todd	todd	PROPN;NOM	PROPN
härrör	derivat	härröra	derivat	V;IND;PRS;FIN;ACT	ADJ;INDF;MASC;SG
härrör	derivate	härröra	derivat	V;IND;PRS;FIN;ACT	ADJ;INDF;FEM;PL
varberg	varberg	varberg	varberg	PROPN;NOM	N;INDF;MASC;SG
motsvarighet	omologul	motsvarighet	omolog	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
jacobus	jacobus	jacobus	jacobus	PROPN;NOM	N;INDF;MASC;SG
paradise	paradisul	paradise	paradis	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
paradise	paradise	paradise	paradis	N;NOM;INDF;MASC+FEM;SG	PROPN
sena	tarziu	sen	tarziu	ADJ;NOM;PL	
sena	intarziat	sen	intarziat	ADJ;NOM;PL	ADJ;INDF;MASC;SG
sena	tarziu	sen	tarziu	ADJ;NOM;PL	
negativ	negativa	negativ	negativa	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
negativ	negative	negativ	negativ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
negativ	negativ	negativ	negativ	ADJ;NOM;INDF;MASC+FEM;SG	ADV
negativ	negative	negativ	negativ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
elin	elin	elin	elin	PROPN;NOM	
canterbury	canterbury	canterbury	canterbury	PROPN;NOM	PROPN
ove	ove	ove	ovă	PROPN;NOM	N;INDF;MASC;SG
typisk	tipic	typisk	tipic	ADJ;NOM;INDF;MASC+FEM;SG	ADV
typisk	tipice	typisk	tipic	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
child	copile	child	copil	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
child	copila	child	copilă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
child	copila	child	copilă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
sicilien	sicilia	sicilien	sicilie	PROPN;NOM	PROPN
liggande	minciuna	ligga	minciună	ADJ;NOM;PRS;V.PTCP	N;DEF;FEM;SG
liggande	peisaj	ligga	peisaj	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC;SG
liggande	peisajului	ligga	peisaj	ADJ;NOM;PRS;V.PTCP	N;DEF;MASC;SG
liggande	peisajul	ligga	peisaj	ADJ;NOM;PRS;V.PTCP	N;DEF;MASC;SG
lópez	lópez	lópez	lópez	PROPN;NOM	PROPN
lópez	lopez	lópez	lopez	PROPN;NOM	PROPN
överlevde	supravietuit	överleva	supravietui	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
överlevde	supravietuit	överleva	supravietui	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
republikanska	republican	republikansk	republican	ADJ;NOM;PL	N;INDF;MASC;SG
republikanska	republicana	republikansk	republicană	ADJ;NOM;PL	N;DEF;FEM;SG
ssr	ssr	ss	ssr	PROPN;NOM	
jarl	jarl	jarl	jarl	PROPN;NOM	
enheten	dispozitivul	enhet	dispozitiv	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
enheten	dispozitiv	enhet	dispozitiv	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
enheten	unitate	enhet	unitate	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
enheten	unitatea	enhet	unitate	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
edinburgh	edinburgh	edinburgh	edinburgh	PROPN;NOM	N;INDF;MASC;SG
singer	cantareata	singa	cantareat	PROPN;NOM	ADJ;DEF;FEM;SG
singer	singer	singa	singer	PROPN;NOM	N;INDF;MASC;SG
singer	cantaret	singa	cantaret	PROPN;NOM	N;INDF;MASC;SG
xanthorhoe	xanthorhoe	xanthorhoe	xanthorhoe	N;NOM;INDF;MASC+FEM;SG	
angrepp	atacurile	angrepp	atac	N;NOM;INDF;NEUT;PL	N;DEF;FEM;PL
angrepp	infestare	angrepp	infestare	N;NOM;INDF;NEUT;PL	N;INDF;FEM;SG
angrepp	atac	angrepp	atac	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
angrepp	atac	angrepp	atac	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
angrepp	asalt	angrepp	asalt	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
summering	rezumatul	summering	rezumat	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
strindberg	strindberg	strindberg	strindberg	PROPN;NOM	N;INDF;MASC;SG
iihf	iihf	iihf	iihf	PROPN;NOM	
stammar	balbait	stam	balbait	N;NOM;INDF;MASC+FEM;PL	ADJ;INDF;MASC;SG
stammar	triburile	stam	trib	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
ein	ein	ei	ein	V;IMP;FIN;ACT	N;INDF;MASC;SG
kategorierna	categorii	kategorium	categorie	N;NOM;DEF;MASC+FEM;PL	N;INDF;FEM;PL
kategorierna	categoriile	kategorium	categorie	N;NOM;DEF;MASC+FEM;PL	N;DEF;FEM;PL
ersättare	inlocuirea	ersättare	inlocuire	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;SG
ersättare	inlocuitor	ersättare	inlocuitor	N;NOM;INDF;MASC+FEM;PL	ADJ;INDF;MASC;SG
ersättare	inlocuire	ersättare	inlocuire	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
wikidata	wikidata	pikidat	wikidata	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
helige	sfant	helig	sfant	ADJ;NOM;DEF;MASC;SG	
helige	sfanta	helig	sfanta	ADJ;NOM;DEF;MASC;SG	N;DEF;FEM;SG
helige	sfinte	helig	sfânt	ADJ;NOM;DEF;MASC;SG	
chan	chan	chan	chan	N;NOM;INDF;MASC+FEM;SG	PROPN
undrar	minunea	undra	minunie	V;IMP;FIN;ACT	N;DEF;FEM;SG
undrar	mirare	undra	mirare	V;IMP;FIN;ACT	N;INDF;FEM;SG
undrar	minune	undra	minune	V;IMP;FIN;ACT	
undrar	wonder	undra	wonder	V;IMP;FIN;ACT	PROPN
omröstning	votez	omröstning	vota	N;NOM;INDF;MASC+FEM;SG	V;IND;SG;1;PRS;FIN
omröstning	voteaza	omröstning	votează	N;NOM;INDF;MASC+FEM;SG	V;IND;SG;3;IPFV;FIN
omröstning	votati	omröstning	votati	N;NOM;INDF;MASC+FEM;SG	V;IND;PL;2;PRS;FIN
omröstning	voturile	omröstning	vot	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;PL
omröstning	voturi	omröstning	vot	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
omröstning	votez	omröstning	vota	N;NOM;INDF;MASC+FEM;SG	V;IND;SG;1;PRS;FIN
omröstning	votare	omröstning	votare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
omröstning	votul	omröstning	vot	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
omröstning	votarea	omröstning	votare	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
omröstning	sondajul	omröstning	sondaj	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
cleveland	cleveland	cleveland	cleveland	PROPN;NOM	PROPN
taube	taube	taube	taubă	PROPN;NOM	PROPN
fin	fin	fin	fin	ADJ;NOM;INDF;MASC+FEM;SG	ADV
idrottare	sportiv	idrottare	sportiv	N;NOM;INDF;MASC+FEM;PL	ADJ;INDF;MASC;SG
idrottare	atlet	idrottare	atlet	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
idrottare	sportivii	idrottare	sportiv	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
gravar	mormintele	grav	mormânt	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
gravar	graves	grav	graves	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
frivilliga	voluntari	frivillig	voluntar	ADJ;NOM;PL	N;INDF;MASC;PL
frivilliga	voluntarii	frivillig	voluntar	ADJ;NOM;PL	N;DEF;MASC;PL
frivilliga	voluntariat	frivillig	voluntariat	ADJ;NOM;PL	N;INDF;MASC;SG
frivilliga	voluntara	frivillig	voluntar	ADJ;NOM;PL	ADJ;DEF;FEM;SG
frivilliga	voluntar	frivillig	voluntar	ADJ;NOM;PL	ADJ;INDF;MASC;SG
runda	rotund	rund	rotund	ADJ;NOM;PL	ADJ;INDF;MASC;SG
runda	runda	rund	runda	ADJ;NOM;PL	N;DEF;FEM;SG
runda	rotunda	rund	rotunda	ADJ;NOM;PL	N;DEF;FEM;SG
runda	runda	rund	runda	ADJ;NOM;PL	N;DEF;FEM;SG
leconte	leconte	leconte	leconte	N;NOM;INDF;MASC+FEM;SG	PROPN
petersen	petersen	peters	petersen	N;NOM;DEF;MASC+FEM;SG	PROPN
carroll	carroll	carroll	carroll	PROPN;NOM	PROPN
hannover	hanovra	hannover	hanovră	PROPN;NOM	PROPN
hannover	hanovra	hannover	hanovră	PROPN;NOM	PROPN
palace	palatul	palace	palat	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
värt	worth	värd	worth	ADJ;NOM;INDF;MASC+FEM;SG	PROPN
hemmet	acasa	hem	acasa	N;NOM;DEF;NEUT;SG	
hemmet	casa	hem	casă	N;NOM;DEF;NEUT;SG	N;DEF;FEM;SG
hemmet	acasa	hem	acasa	N;NOM;DEF;NEUT;SG	
hemmet	home	hem	homă	N;NOM;DEF;NEUT;SG	
specifikt	specific	specifikt	specific	ADV	ADJ;INDF;MASC;SG
specifikt	specifica	specifikt	specifica	ADV	N;DEF;FEM;SG
specifikt	specifice	specifikt	specific	ADV	ADJ;INDF;FEM;PL
étienne	étienne	étienne	étienne	PROPN;NOM	PROPN
étienne	etienne	étienne	etienne	PROPN;NOM	PROPN
astronom	astronomul	astronom	astronom	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
anka	duck	anka	duck	N;NOM;INDF;MASC+FEM;SG	PROPN
anka	rata	anka	rată	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
anka	rata	anka	rată	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
anka	rata	anka	rată	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
patienter	pacientii	patient	pacient	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
erfarenheter	experienta	erfarenhet	experient	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;SG
erfarenheter	experienta	erfarenhet	experient	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;SG
erfarenheter	experienta	erfarenhet	experient	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;SG
administratörer	administratorii	administratör	administrator	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
administratörer	administratorii	administratör	administrator	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
rat	rat	rat	rat	N;NOM;INDF;MASC+FEM;SG	
renovering	renovare	renovering	renovare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
renovering	renovari	renovering	renovar	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
renovering	renovarea	renovering	renovare	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
renovering	renovare	renovering	renovare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
federation	federatiei	federation	federatie	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
federation	federatia	federation	federatie	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
federation	federatia	federation	federatie	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
hörnet	coltul	hörn	colt	N;NOM;DEF;NEUT;SG	N;DEF;MASC;SG
hörnet	corner	hörn	corner	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
hörnet	colt	hörn	colt	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
hörnet	colt	hörn	colt	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
granada	granada	granad	granadă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
banor	carari	bana	carar	N;NOM;INDF;MASC+FEM;PL	
banor	liniile	bana	linie	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
haag	haga	haag	hagă	PROPN;NOM	PROPN
blogg	blogul	blogg	blog	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
salta	sarata	salta	sarat	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
salta	sarea	salta	sare	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
salta	sare	salta	sare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
olga	olga	olg	olga	PROPN;NOM	PROPN
willy	willy	willy	willy	PROPN;NOM	PROPN
amiral	amiral	amiral	amiral	PROPN;NOM	N;INDF;MASC;SG
amiral	amiralul	amiral	amiral	PROPN;NOM	N;DEF;MASC;SG
fasaden	fatada	fasa	fatadă	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
fasaden	fatada	fasa	fatadă	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
fasaden	fatada	fasa	fatadă	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
smala	skinny	smal	skinny	ADJ;NOM;PL	
smala	slab	smal	slab	ADJ;NOM;PL	ADV
smala	slabanog	smal	slabanog	ADJ;NOM;PL	N;INDF;MASC;SG
smala	inguste	smal	ingust	ADJ;NOM;PL	
smala	ingusta	smal	ingusta	ADJ;NOM;PL	ADJ;DEF;FEM;SG
smala	restrange	smal	restrange	ADJ;NOM;PL	V;IND;SG;3;PRS;FIN
smala	ingust	smal	ingust	ADJ;NOM;PL	ADJ;INDF;MASC;SG
variegata	variegata	variegat	variegată	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
demo	demonstratie	demo	demonstratie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
mathias	mathias	mathias	mathias	PROPN;NOM	PROPN
bristol	bristol	bristol	bristol	PROPN;NOM	PROPN
nedanför	dedesubt	nedanför	dedesubt	ADV	
lägg	pune	lägg	pune	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
lägg	pus	lägg	pune	V;IMP;FIN;ACT	ADJ;INDF;MASC;SG
reticulata	reticulata	reticulat	reticulat	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;DEF;FEM;SG
svante	svante	svante	svant	PROPN;NOM	
produkt	produsul	produkt	produs	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
produkt	produse	produkt	produs	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
riktade	vizat	riktad	vizat	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
riktade	directionale	riktad	directional	ADJ;NOM;PL;PST;V.PTCP	N;INDF;FEM;PL
principen	principiul	princip	principiu	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
principen	principiu	princip	principiu	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
monroe	monroe	monroe	monroe	PROPN;NOM	PROPN
macdonald	macdonald	macdonald	macdonald	N;NOM;INDF;MASC+FEM;SG	PROPN
clements	clements	clement	clements	PROPN;NOM	PROPN
ansluter	conectare	ansluta	conectare	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
ansluter	conectarea	ansluta	conectare	V;IND;PRS;FIN;ACT	N;DEF;FEM;SG
besegra	infrangere	besegra	infrangere	V;IMP;FIN;ACT	N;INDF;FEM;SG
besegra	infrangerea	besegra	infrangere	V;IMP;FIN;ACT	N;DEF;FEM;SG
reaktion	reactie	reaktion	reactie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
reaktion	reactia	reaktion	reactie	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
reaktion	reactie	reaktion	reactie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
reaktion	reactie	reaktion	reactie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
journalisten	ziarista	journalist	ziarist	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
journalisten	jurnalistul	journalist	jurnalist	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
journalisten	jurnalist	journalist	jurnalist	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
journalisten	jurnalista	journalist	jurnalist	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
journalisten	ziarist	journalist	ziarist	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
butte	butte	butte	butte	N;NOM;INDF;NEUT;SG	PROPN
morrison	morrison	morrison	morrison	PROPN;NOM	PROPN
sällsynta	rar	sällsynta	rar	ADJ;NOM;PL	ADV
sällsynta	rara	sällsynta	rar	ADJ;NOM;PL	ADJ;DEF;FEM;SG
sällsynta	rara	sällsynta	rar	ADJ;NOM;PL	ADJ;DEF;FEM;SG
tabell	tabelul	tabell	tabel	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
tabell	masa	tabell	masă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
tabell	masa	tabell	masă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
utbyte	schimburi	utbyte	schimb	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
utbyte	schimburile	utbyte	schimb	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
utbyte	schimbul	utbyte	schimb	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
fleming	fleming	fleming	fleming	PROPN;NOM	PROPN
malin	malin	malin	malin	PROPN;NOM	
java	java	jav	javă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
mördad	ucisa	mörda	ucisa	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;DEF;FEM;SG
mördad	ucisa	mörda	ucisa	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;DEF;FEM;SG
ovanliga	neobisnuit	ovanlig	neobisnuit	ADJ;NOM;PL	ADJ;INDF;MASC;SG
ovanliga	neobisnuit	ovanlig	neobisnuit	ADJ;NOM;PL	ADJ;INDF;MASC;SG
trädgården	gradina	trädgård	gradină	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
trädgården	gradina	trädgård	gradină	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
