culturas	κουλτούρες	cultura	κουλτούρα	N	ADJ;NOM;FEM;PL
necesitan	αυτοί	necesitar	αυτός	V	PRO;NOM;MASC;PL;3
senon	αλλά	senon	αλλά	PART	CONJ
senon	αλλα	senon	αλλα	PART	ADV
senon	μα	senon	μα	PART	ADV
individual	μεμονωμένα	individual	μεμονωμένος	ADJ	ADV
individual	ατομικά	individual	ατομικά	ADJ	ADV
individual	επιμέρους	individual	επιμέρος	ADJ	N;NOM;FEM;PL
web	website	web	website	N	
web	web	web	web	N	
web	ιστός	web	ιστός	N	ADJ;NOM;MASC;SG
intres	moments	intres	moments	N	
específico	συγκεκριμένα	específico	συγκεκριμένα	ADJ	ADV
estatísticas	στατιστικές	estatística	στατιστικός	N	ADJ;NOM;FEM;PL
estatísticas	στατιστικά	estatística	στατιστικός	N	ADV
estatísticas	στατιστική	estatística	στατιστικός	N	ADJ;NOM;FEM;SG
fiel	πιστοί	fiel	πιστός	N	ADJ;NOM;MASC;PL
fiel	πιστός	fiel	πιστός	N	ADJ;NOM;MASC;SG
fiel	πιστό	fiel	πιστός	N	ADJ;NOM;NEUT;SG
fiel	πιστή	fiel	πιστός	N	ADJ;NOM;FEM;SG
capturado	αιχμάλωτος	capturado	αιχμάλωτος	V	ADJ;NOM;MASC;SG
trece	thirteen	trecer	thirteen	N	
trece	δεκατρείς	trecer	δεκατρέα	N	NUM;NOM;MASC;PL
trece	δεκατρία	trecer	δεκατρία	N	NUM;NOM;NEUT;PL
paran	αυτοί	parar	αυτός	V	PRO;NOM;MASC;PL;3
pensara	σκέψη	pensar	σκέψη	V	N;NOM;FEM;SG
enfermos	άρρωστος	enfermo	άρρωστος	N	ADJ;NOM;MASC;SG
enfermos	άρρωστοι	enfermo	άρρωστος	N	ADJ;NOM;MASC;PL
enfermos	άρρωστη	enfermo	άρρωστος	N	ADJ;NOM;FEM;SG
enfermos	άρρωστο	enfermo	άρρωστος	N	ADJ;NOM;NEUT;SG
compartimos	share	compartir	share	V	
compartimos	κοινοποίηση	compartir	κοινοποίηση	V	N;NOM;FEM;SG
compartimos	μετοχή	compartir	μετοχή	V	N;NOM;FEM;SG
compartimos	μερίδιο	compartir	μερίδιο	V	N;NOM;NEUT;SG
arder	καύση	arder	καύση	V	N;NOM;FEM;SG
arder	κάψιμο	arder	κάψιμο	V	N;NOM;NEUT;SG
arder	καύση	arder	καύση	V	N;NOM;FEM;SG
arder	κάψιμο	arder	κάψιμο	V	N;NOM;NEUT;SG
arder	κάψε	arder	κάψε	V	
arder	έγκαυμα	arder	έγκαυμα	V	N;NOM;NEUT;SG
oriental	ανατολικά	oriental	ανατολικά	ADJ	ADV
oriental	oriental	oriental	oriental	ADJ	
roubei	έκλεψε	roubar	κλέπω	PROPN	V;PFV;IND;SG;3;PST;FIN;ACT
usado	χρησιμοποιούμενα	usar	χρησιμοποιούμενος	V	ADV
usado	χρησιμοποιούμενες	usar	χρησιμοποιούμενος	V	ADJ;NOM;FEM;PL
explorar	εξερεύνηση	explorar	εξερεύνηση	V	N;ACC;FEM;SG
explorar	εξερεύνηση	explorar	εξερεύνηση	V	N;ACC;FEM;SG
teléfonos	smartphones	teléfono	smartphones	N	
mentais	ψυχική	mental	ψυχικός	N	ADJ;NOM;FEM;SG
mentais	νοητική	mental	νοητικός	N	ADJ;NOM;FEM;SG
tanque	τανκ	tanque	τανκ	N	
america	αμερική	americar	αμερικός	PROPN	PROPN;ACC;FEM;SG
axenda	agenda	axenda	agenda	N	
bancos	μπανκς	banco	μπανκς	N	PROPN;NOM;MASC;SG
pensaron	σκέψη	pensar	σκέψη	V	N;NOM;FEM;SG
pensaron	αυτοί	pensar	αυτός	V	PRO;NOM;MASC;PL;3
troques	αντ	trocar	αντ	V	N
chamábase	ονομασία	chamábase	ονομασία	V	N;NOM;FEM;SG
chamábase	όνομα	chamábase	όνομα	V	N;NOM;NEUT;SG
chamábase	ονομα	chamábase	ονομα	V	N;NOM;NEUT;SG
chamábase	ήταν	chamábase	είμαι	V	V;IPFV;IND;SG;3;PST;FIN;PASS
pluma	πεν	plumo	πεν	N	
pluma	pen	plumo	pen	N	
murray	μάρεϊ	murray	μάρεϊ	PROPN	
técnicos	τεχνικοί	técnico	τεχνικός	N	ADJ;NOM;MASC;PL
técnicos	τεχνικούς	técnico	τεχνικός	N	ADJ;ACC;MASC;PL
técnicos	τεχνικό	técnico	τεχνικός	N	ADJ;NOM;NEUT;SG
técnicos	τεχνική	técnico	τεχνικός	N	ADJ;NOM;FEM;SG
técnicos	τεχνικά	técnico	τεχνικά	N	ADV
deixalos	τους	deixalo	μου	N	PRO;GEN;MASC;PL;3
deixalos	φύγε	deixalo	φύγω	N	PRO;NOM;MASC;SG;1
deixalos	αφήσω	deixalo	αφήνω	N	V;PFV;IND;SG;1;FIN;ACT
vanme	αυτοί	vanme	αυτός	V	PRO;NOM;MASC;PL;3
conclusión	αυτό	conclusión	αυτός	N	PRO;NOM;NEUT;SG;3
conclusión	ότι	conclusión	ότι	N	CONJ
conclusión	that	conclusión	that	N	
converterse	γίνε	convertersar	γίνομαι	N	V;IPFV;IND;SG;1;PRS;FIN;PASS
converterse	γίνετε	convertersar	γίνομαι	N	V;IPFV;IND;PL;2;PRS;FIN;PASS
chegarán	γουίλ	chegar	γουίλ	V	
chegarán	will	chegar	will	V	
chegarán	θα	chegar	θα	V	PART
chegarán	αυτοί	chegar	αυτός	V	PRO;NOM;MASC;PL;3
gañando	νίκη	gañar	νίκη	V	N;ACC;FEM;SG
quedaron	αυτοί	quedar	αυτός	V	PRO;NOM;MASC;PL;3
supostamente	υποτίθεται	supostamente	υποτίθεμαι	ADV	V;IPFV;IND;SG;3;PRS;FIN;PASS
facelos	τους	facelo	μου	DET	PRO;GEN;MASC;PL;3
escribiume	έγραψες	escribiume	έγραψη	PROPN	V;PFV;IND;PL;2;PST;FIN;ACT
escribiume	έγραψε	escribiume	γράφω	PROPN	V;PFV;IND;SG;3;PST;FIN;ACT
gustoume	όπως	gustoume	όπως	V	ADV
gustoume	οπως	gustoume	οπως	V	ADV
gustoume	like	gustoume	like	V	
gustoume	σαν	gustoume	σαν	V	ADV
vestida	ντυμένος	vestida	ντυμένος	V	ADJ;NOM;MASC;SG
vestida	ντυμένοι	vestida	ντυμένος	V	ADJ;NOM;MASC;PL
vestida	ντυμένο	vestida	ντυμένο	V	N;NOM;NEUT;SG
hanoi	ανόι	hanol	ανόι	PROPN	
islam	ισλάμ	islam	ισλάμ	PROPN	N;NOM;NEUT;SG
profeta	προφήτης	profeta	πρόφητος	V	N;NOM;MASC;SG
profeta	προφήτη	profeta	πρόφητος	V	N;NOM;MASC;SG
chámanlle	καλέστε	chámanlle	καλώ	PROPN	V;PFV;IMP;PL;2;FIN;ACT
chámanlle	κλήση	chámanlle	κλήση	PROPN	N;NOM;FEM;SG
chámanlle	κάλεσε	chámanlle	καλώ	PROPN	V;PFV;IND;SG;3;PST;FIN;ACT
cas	με	cas	με	N	ADP
devanceiros	πρόγονοι	devanceiro	πρόγονος	ADJ	N;NOM;MASC;PL
devanceiros	προγόνων	devanceiro	προγόνο	ADJ	N;GEN;NEUT;PL
devanceiros	προγόνους	devanceiro	πρόγονος	ADJ	N;ACC;MASC;PL
perigosa	επικίνδυνα	perigosa	επικίνδυνα	ADJ	ADV
estatal	κράτος	estatal	κράτος	ADJ	N;NOM;NEUT;SG
estatal	πολιτεία	estatal	πολιτεία	ADJ	N;ACC;FEM;SG
estatal	state	estatal	state	ADJ	
equivocado	λάθος	equivocar	λάθος	V	N;NOM;NEUT;SG
representante	πληρεξούσιος	representante	πληρεξούσιος	N	ADJ;NOM;MASC;SG
representante	αντιπροσωπευτική	representante	αντιπροσωπευτικός	N	ADJ;NOM;FEM;SG
representante	αντιπροσωπευτικές	representante	αντιπροσωπευτικός	N	ADJ;NOM;FEM;PL
levárono	αυτόν	levárono	αυτός	V	PRO;ACC;MASC;SG;3
levárono	αυτοί	levárono	αυτός	V	PRO;NOM;MASC;PL;3
xogamos	παιχνίδι	xogar	παιχνίδι	V	N;NOM;NEUT;SG
xogamos	play	xogar	play	V	
feitas	φτιαγμένα	facer	φτιαγμένα	V	ADJ;NOM;NEUT;PL
favorita	αγαπημένα	favoritar	αγαπημένος	N	ADV
favorita	αγαπημένη	favoritar	αγαπημένος	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
favorita	αγαπημένος	favoritar	αγαπημένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
favorita	αγαπημένο	favoritar	αγαπημένος	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
favorita	αγαπημένες	favoritar	αγαπημένος	N	V;PFV;NOM;FEM;PL;V.PTCP;PASS
seguranza	ανάδοχο	seguranza	ανάδοχος	N	ADJ;NOM;FEM;SG
seguranza	ανάδοχος	seguranza	ανάδοχος	N	ADJ;NOM;MASC;SG
dirán	αυτοί	dir	αυτός	V	PRO;NOM;MASC;PL;3
viaxa	ταξίδια	viaxa	ταξίδι	V	N;NOM;NEUT;PL
viaxa	travel	viaxa	travel	V	
viaxa	ταξίδια	viaxa	ταξίδι	V	N;NOM;NEUT;PL
viaxa	ταξίδι	viaxa	ταξίδι	V	N;NOM;NEUT;SG
néboa	φογκ	néboa	φογκ	N	
ducia	ντουζίνα	ducia	ντουζίνα	N	NUM;NOM;NEUT;PL
ducia	dozen	ducia	dozen	N	
parker	πάρκερ	parker	πάρκερ	PROPN	PROPN;NOM;MASC;SG
parker	parker	parker	parker	PROPN	
pioneiros	πρωτοπόροι	pioneiro	πρωτοπόρος	N	ADJ;NOM;MASC;PL
esperan	ελπίδα	esperar	ελπίδα	V	N;NOM;FEM;SG
esperan	χόουπ	esperar	χόουπ	V	PROPN;NOM;MASC;SG
esperan	ελπιδα	esperar	ελπιδα	V	N;NOM;FEM;SG
esperan	αναμονή	esperar	αναμονή	V	N;NOM;FEM;SG
taza	κύπελλο	taza	κύπελλος	PROPN	N;NOM;NEUT;SG
taza	κούπα	taza	κούπα	PROPN	N;NOM;FEM;SG
taza	φλιτζάνι	taza	φλιτζάνι	PROPN	N;NOM;NEUT;SG
lixeiro	φως	lixeiro	φως	ADJ	N;NOM;NEUT;SG
lixeiro	light	lixeiro	light	ADJ	
lixeiro	ελαφρύ	lixeiro	ελαφρύ	ADJ	N;NOM;NEUT;SG
lixeiro	φώς	lixeiro	φώς	ADJ	N;NOM;NEUT;SG
manchester	μάντσεστερ	manchester	μάντσεστερ	N	
manchester	manchester	manchester	manchester	N	
tina	τίνα	tina	τίνα	N	PROPN;NOM;FEM;SG
tina	tina	tina	tina	N	
prometín	υποσχέθηκε	prometín	υπόσχομαι	PROPN	V;PFV;IND;SG;3;PST;FIN;PASS
condena	χρονος	condena	χρονος	N	DET;NOM;DEF;MASC;SG
defunto	αργά	defunto	αργά	N	ADV
defunto	νεκροί	defunto	νεκρός	N	ADJ;NOM;MASC;PL
defunto	νεκρός	defunto	νεκρός	N	ADJ;NOM;MASC;SG
regrese	πλάτη	regrese	πλάτος	V	N;NOM;FEM;SG
regrese	πισω	regrese	πισω	V	ADV
regrese	πίσω	regrese	πίσω	V	ADV
escapou	μακριά	escapar	μακριά	V	ADV
escapou	απο	escapar	απο	V	ADP
escapou	από	escapar	από	V	ADP
escapou	δραπέτης	escapar	δραπέτης	V	N;NOM;MASC;SG
tumbas	γκρέιβς	tumba	γκρέια	N	PROPN;NOM;MASC;SG
amada	αγάπησα	amadar	αγάπησα	ADJ	V;PFV;IND;SG;1;PST;FIN;ACT
amada	αγάπησε	amadar	αγαπίζω	ADJ	V;PFV;IND;SG;3;PST;FIN;ACT
amada	αγαπούσε	amadar	αγαπούσσω	ADJ	V;IPFV;IND;SG;3;PST;FIN;ACT
cooperativas	συνεργάσιμος	cooperativa	συνεργάσιμος	N	ADJ;NOM;MASC;SG
jenny	τζένι	jenny	τζένι	PROPN	
jenny	τζένη	jenny	τζένη	PROPN	PROPN;NOM;FEM;SG
óesme	εσύ	óesme	εσύ	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
óesme	εσείς	óesme	εγώ	PROPN	PRO;NOM;MASC;PL;2
óesme	εσυ	óesme	εσυ	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
óesme	ακούσω	óesme	ακούω	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
molesto	αναστατωμένος	molesto	αναστατωμένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
molesto	αναστατωμένη	molesto	αναστατώνω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
pensado	σκέψη	pensar	σκέψη	V	N;NOM;FEM;SG
gustaríalle	όπως	gustaríalle	όπως	V	ADV
gustaríalle	οπως	gustaríalle	οπως	V	ADV
gustaríalle	like	gustaríalle	like	V	
gustaríalle	σαν	gustaríalle	σαν	V	ADV
parado	σταθεί	parado	στέκω	N	V;PFV;NFIN;PASS
parado	stand	parado	stand	N	
mátote	σκοτώσει	mátote	σκοτώνω	PROPN	V;PFV;NFIN;ACT
mátote	σκότωσε	mátote	σκοτώνω	PROPN	V;PFV;IND;SG;3;PST;FIN;ACT
mátote	σκοτώστε	mátote	σκοτώνω	PROPN	N
mátote	εσύ	mátote	εσύ	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
mátote	εσείς	mátote	εγώ	PROPN	PRO;NOM;MASC;PL;2
mátote	εσυ	mátote	εσυ	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
esperas	εσύ	espera	εσύ	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
esperas	εσείς	espera	εγώ	N	PRO;NOM;MASC;PL;2
esperas	εσυ	espera	εσυ	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
esperas	περιμένω	espera	περιμένω	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
esperas	περιμένοντας	espera	περιμένω	N	V;IPFV;V.CVB;ACT
esperas	περιμένει	espera	περιμένω	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
caín	έπεσε	caín	πέφτω	PRO	V;PFV;IND;SG;3;PST;FIN;ACT
joseph	ιωσήφ	josephr	ιωσήφ	PROPN	N;MASC;SG
joseph	joseph	josephr	joseph	PROPN	
joseph	τζόσεφ	josephr	τζόσεφ	PROPN	
joseph	τζόζεφ	josephr	τζόζεφ	PROPN	PROPN;NOM;MASC;SG
secreta	μυστικός	secreta	μυστικός	N	ADJ;NOM;MASC;SG
secreta	μυστική	secreta	μυστικός	N	ADJ;NOM;FEM;SG
xusta	απλα	xusto	απλά	ADJ	ADV
xusta	απλά	xusto	απλά	ADJ	ADV
xusta	απλώς	xusto	απλά	ADJ	ADV
vido	ελα	vir	έλας	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
vido	έλα	vir	έλας	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
vido	ήρθε	vir	έρχομαι	N	V;PFV;IND;SG;3;PST;FIN;PASS
dispararon	βολή	disparar	βολή	V	N;ACC;FEM;SG
dispararon	σουτ	disparar	σουτ	V	
dispararon	πυροβολισμός	disparar	πυροβολισμός	V	N;NOM;MASC;SG
dispararon	αυτοί	disparar	αυτός	V	PRO;NOM;MASC;PL;3
potencia	power	potencia	power	N	
terlle	αυτόν	terlle	αυτός	PROPN	PRO;ACC;MASC;SG;3
prometo	υπόσχεση	prometo	υπόσχεση	V	N;ACC;FEM;SG
polis	αστυνομικοί	polis	αστυνομικός	N	ADJ;NOM;MASC;PL
seguirá	γουίλ	seguir	γουίλ	V	
seguirá	will	seguir	will	V	
seguirá	θα	seguir	θα	V	PART
seguirá	ακόμη	seguir	ακόμα	V	ADV
seguirá	ακομα	seguir	ακομα	V	ADV
seguirá	ακόμα	seguir	ακόμα	V	ADV
vervos	βλέπε	vervo	βλέπω	V	
vervos	δειτε	vervo	δειτε	V	
vervos	εσείς	vervo	εγώ	V	PRO;NOM;MASC;PL;2
celosa	ζηλεύει	celosar	ζηλώ	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
celosa	ζηλεύω	celosar	ζηλεύω	ADJ	V;IPFV;IND;SG;1;PRS;FIN;ACT
celosa	ζηλιάρα	celosar	ζηλιάρα	ADJ	N;NOM;FEM;SG
celosa	ζηλιάρης	celosar	ζηλιάρης	ADJ	N;NOM;MASC;SG
estabades	εσύ	estabade	εσύ	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
estabades	εσείς	estabade	εγώ	N	PRO;NOM;MASC;PL;2
estabades	εσυ	estabade	εσυ	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
interesada	ενδιαφέρεται	interesado	ενδιαφέρω	N	V;IPFV;IND;SG;3;PRS;FIN;PASS
interesada	ενδιαφέρομαι	interesado	ενδιαφέρομαι	N	V;IPFV;IND;SG;1;PRS;FIN;PASS
interesada	ενδιαφέρονται	interesado	ενδιαφέρω	N	V;IPFV;IND;PL;3;PRS;FIN;PASS
interesada	ενδιαφερόμενα	interesado	ενδιαφερόμενος	N	ADJ;NOM;NEUT;PL
escoitaches	εσείς	escoitaches	εγώ	V	PRO;NOM;MASC;PL;2
fálame	περίπου	fálame	περίπου	PROPN	ADV
fálame	πες	fálame	πες	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
parezo	κοίτα	parezo	κοίτα	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
vinnie	βίνι	vinnie	βίνι	PROPN	
permíteme	μάη	permíteme	μάη	V	ADP
permíteme	μάιος	permíteme	μάιος	V	N;NOM;MASC;SG
permíteme	μέι	permíteme	μέι	V	
permíteme	μάης	permíteme	μάος	V	N;NOM;MASC;SG
pague	πληρωμή	pague	πληρωμή	V	N;NOM;FEM;SG
colar	περιδέραιο	colar	περιδέραιο	V	N;NOM;NEUT;SG
colar	κολιέ	colar	κολία	V	N;NOM;NEUT;PL
colar	μενταγιόν	colar	μενταγιόν	V	N;NOM;NEUT;SG
levarte	εσείς	levarte	εγώ	V	PRO;NOM;MASC;PL;2
levarte	λήψη	levarte	λήψη	V	N;ACC;FEM;SG
sacaches	εσείς	sacaches	εγώ	V	PRO;NOM;MASC;PL;2
xudea	μπροστά	xudea	μπροστά	N	ADV
boh	λοιπόν	boh	λοιπόν	PROPN	ADV
lima	λίμα	lima	λίμα	PROPN	PROPN;NOM;FEM;SG
refíreste	εσύ	refíreste	εσύ	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
refíreste	εσείς	refíreste	εγώ	N	PRO;NOM;MASC;PL;2
refíreste	εσυ	refíreste	εσυ	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
adoro	αγαπη	adoro	αγαπη	V	N;NOM;FEM;SG
adoro	έρωτας	adoro	έρωτο	V	N;NOM;MASC;SG
adoro	αγάπη	adoro	αγάπη	V	N;NOM;FEM;SG
dillo	πες	dillo	πες	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
dillo	αυτόν	dillo	αυτός	PROPN	PRO;ACC;MASC;SG;3
trent	τρεντ	trent	τρεντ	PROPN	N;NOM;SG
jean	jean	jean	jean	PROPN	
jean	τζιν	jean	τζεν	PROPN	N;NOM;NEUT;SG
jean	τζην	jean	τζεν	PROPN	
jean	ζαν	jean	ζαν	PROPN	PROPN;NOM;MASC;SG
saigón	σαϊγκόν	saigón	σαϊγκόν	PROPN	N;NOM;MASC;SG
ámoa	αγαπη	ámoa	αγαπη	PROPN	N;NOM;FEM;SG
ámoa	έρωτας	ámoa	έρωτο	PROPN	N;NOM;MASC;SG
ámoa	αγάπη	ámoa	αγάπη	PROPN	N;NOM;FEM;SG
dakar	ντακάρ	dakar	ντακάρ	PROPN	PROPN;NOM;NEUT;SG
dylan	dylan	dólar	dylan	PROPN	
dylan	ντίλαν	dólar	ντίλω	PROPN	
dylan	ντύλαν	dólar	ντύλλω	PROPN	
xastre	ράφτη	xastre	ράφτης	N	PROPN;NOM;MASC;SG
clermont	κλερμόν	clermont	κλερμόν	PROPN	PROPN;NOM;MASC;SG
melinda	μελίντα	melinda	μελίντα	N	
père	pere	père	pere	PROPN	
imperfecto	ατελή	imperfecto	ατελός	ADJ	ADV
imperfecto	το	imperfecto	ο	ADJ	DET;NOM;DEF;NEUT;SG
flipper	φλίπερ	flipper	φλίπερ	PROPN	N
viñan	αυτοί	vir	αυτός	V	PRO;NOM;MASC;PL;3
cambian	αλλαγή	cambiar	αλλαγή	V	N;ACC;FEM;SG
cambian	μεταβολή	cambiar	μεταβολή	V	N;NOM;FEM;SG
cambian	ρέστα	cambiar	ρέστα	V	N;NOM;NEUT;PL
mozart	μότσαρτ	mozart	μότσαρτ	N	
dados	ζάρια	dar	ζάριος	V	N;NOM;NEUT;PL
occidental	δυτικά	occidental	δυτικά	ADJ	ADV
occidental	γουέστερν	occidental	γουέστερν	ADJ	
occidental	δυτικό	occidental	δυτικός	ADJ	N;NOM;NEUT;SG
occidental	western	occidental	western	ADJ	
occidental	δυτικά	occidental	δυτικά	ADJ	ADV
occidental	γουέστ	occidental	γουέστ	ADJ	
occidental	δύση	occidental	δύση	ADJ	N;ACC;FEM;SG
king	βασιλεύς	king	βασιλής	PROPN	N;NOM;MASC;SG
king	βασιλιάς	king	βασιλιάς	PROPN	N;NOM;MASC;SG
king	κινγκ	king	κινγκ	PROPN	
king	βασιλιά	king	βασιλιάς	PROPN	N;ACC;MASC;SG
king	king	king	king	PROPN	
andy	άντι	andy	άντι	PROPN	
andy	andy	andy	andy	PROPN	
archie	άρτσι	archie	άρτσι	PROPN	
xulgar	δικαστής	xulgar	δικαστής	V	N;NOM;MASC;SG
xulgar	δικαστή	xulgar	δικαστής	V	N;VOC;MASC;SG
xulgar	κριτής	xulgar	κριτός	V	N;NOM;MASC;SG
veredes	βλέπε	verede	βλέπω	V	
veredes	δειτε	verede	δειτε	V	
veredes	εσείς	verede	εγώ	V	PRO;NOM;MASC;PL;2
deixala	εσύ	deixala	εσύ	ADV	V;IPFV;IND;SG;1;PRS;FIN;ACT
deixala	εσείς	deixala	εγώ	ADV	PRO;NOM;MASC;PL;2
deixala	εσυ	deixala	εσυ	ADV	V;IPFV;IND;SG;1;PRS;FIN;ACT
extraordinario	έκτακτα	extraordinario	έκτακτα	ADJ	ADV
extraordinario	έκτακτη	extraordinario	έκτακτος	ADJ	N;NOM;FEM;SG
anderson	άντερσον	anderson	άντερσον	PROPN	PROPN;NOM;MASC;SG
anderson	anderson	anderson	anderson	PROPN	
contesta	απαντηση	contesta	απαντηση	V	N;ACC;FEM;SG
contesta	απάντηση	contesta	απάντηση	V	N;ACC;FEM;SG
pagas	πληρώσει	paga	πληρώνω	N	V;PFV;NFIN;ACT
pagas	πλήρωσε	paga	πληρώνω	N	V;PFV;IND;SG;3;PST;FIN;ACT
pagas	εσύ	paga	εσύ	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
pagas	εσείς	paga	εγώ	N	PRO;NOM;MASC;PL;2
pagas	εσυ	paga	εσυ	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
preguntoume	και	preguntoume	και	V	CONJ
collen	λήψη	coller	λήψη	V	N;ACC;FEM;SG
béisbol	μπέιζμπολ	béisbol	μπέιζμπολ	N	
electrónico	ηλεκτρονικά	electrónico	ηλεκτρονικά	ADJ	ADV
relacionado	σχετική	relacionar	σχετικός	V	ADJ;NOM;FEM;SG
relacionado	σχετικές	relacionar	σχετικός	V	ADJ;NOM;FEM;PL
relacionado	σχετικό	relacionar	σχετικός	V	ADJ;NOM;NEUT;SG
tocas	εσείς	toca	εγώ	V	PRO;NOM;MASC;PL;2
largo	έξω	largo	έξω	N	ADV
largo	out	largo	out	N	
largo	εξω	largo	εξω	N	ADV
experto	ειδικός	experto	ειδικός	N	ADJ;NOM;MASC;SG
tiveses	εσείς	ter	εγώ	V	PRO;NOM;MASC;PL;2
preocupar	περίπου	preocupar	περίπου	V	ADV
necesitaba	απαραίτητος	necesitar	απαραίτητος	V	ADJ;NOM;MASC;SG
secundarios	πλευρα	secundario	πλευρα	ADJ	N;ACC;FEM;SG
secundarios	πλευρά	secundario	πλευρά	ADJ	N;ACC;FEM;SG
secundarios	side	secundario	side	ADJ	
secreto	μυστικός	secreto	μυστικός	N	ADJ;NOM;MASC;SG
secreto	μυστική	secreto	μυστικός	N	ADJ;NOM;FEM;SG
verdadeiros	ρεάλ	verdadeiro	ρεάλ	ADJ	
verdadeiros	αληθινά	verdadeiro	αληθινός	ADJ	ADV
verdadeiros	αληθές	verdadeiro	αληθή	ADJ	N;NOM;NEUT;SG
verdadeiros	αληθεια	verdadeiro	αληθεια	ADJ	N;NOM;FEM;SG
verdadeiros	αλήθεια	verdadeiro	αλήθεια	ADJ	N;NOM;FEM;SG
similares	παρόμοιο	similar	παρόμοιος	ADJ	N;NOM;NEUT;SG
similares	παρόμοια	similar	παρόμοιος	ADJ	ADV
capturar	σύλληψη	capturar	σύλληψη	V	N;ACC;FEM;SG
capturar	αιχμαλωσία	capturar	αιχμαλωσία	V	N;NOM;FEM;SG
profundidade	βαθιά	profundidade	βαθύς	N	ADV
profundidade	βαθειά	profundidade	βαθειός	N	ADJ;NOM;FEM;SG
capas	χρυσό	capa	χρυσός	N	
utiliza	χρήση	utilizar	χρήση	V	N;ACC;FEM;SG
