din	from	din	from	ADP;ACC	PROPN
ucraina	ukraine	ucraina	ukraine	PROPN	PROPN
ucraina	украина	ucraina	украина	PROPN	N;INAN;NOM;FEM;SG
ucraina	украину	ucraina	украина	PROPN	N;INAN;ACC;FEM;SG
ani	ани	an	ани	N;INDF;MASC;PL	N;INAN;NOM;FEM;SG
ani	years	an	years	N;INDF;MASC;PL	PROPN
avea	имел	avea	иметь	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
comuna	муниципалитет	comună	муниципалитет	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
comuna	общих	comună	общий	N;DEF;FEM;SG	ADJ;GEN;PL
comuna	общие	comună	общий	N;DEF;FEM;SG	ADJ;NOM;PL
comuna	общая	comună	общий	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
poate	может	poate	мочь	ADV	V;IPFV;IND;SG;3;PRS;FIN;ACT
poate	возможно	poate	возможный	ADV	ADJ;NEUT;SG
poate	возможно	poate	возможный	ADV	ADJ;NEUT;SG
rege	king	rege	king	N;INDF;MASC;SG	PROPN
alte	другой	alt	другой	DET;FEM;PL;3	ADJ;NOM;MASC;SG
alte	другая	alt	другой	DET;FEM;PL;3	ADJ;NOM;FEM;SG
alte	другое	alt	другой	DET;FEM;PL;3	ADJ;NOM;NEUT;SG
alte	другие	alt	другой	DET;FEM;PL;3	ADJ;NOM;PL
alte	прочие	alt	прочий	DET;FEM;PL;3	ADJ;NOM;PL
când	когда	când	когда	ADV	CONJ
când	when	când	when	ADV	PROPN
regiune	область	regiune	область	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
regiune	регион	regiune	регион	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
anii	годы	an	год	N;DEF;MASC;PL	N;INAN;ACC;MASC;PL
anii	лет	an	год	N;DEF;MASC;PL	N;INAN;GEN;MASC;PL
anii	years	an	years	N;DEF;MASC;PL	PROPN
parte	часть	parte	часть	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
parte	частично	parte	частично	N;INDF;FEM;SG	ADV
județul	графство	județ	графство	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
județul	округе	județ	округ	N;DEF;MASC;SG	N;INAN;ESS;MASC;SG
județul	округ	județ	округ	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
centura	ремень	centură	ремень	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
centura	пояса	centură	пояс	N;DEF;FEM;SG	N;INAN;NOM;MASC;PL
centura	пояс	centură	пояс	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
dinastia	династии	dinastie	династия	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
dinastia	династия	dinastie	династия	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
timp	time	timp	time	N;INDF;MASC;SG	PROPN
despre	about	despre	about	ADP;ACC	PROPN
despre	о	despre	о	ADP;ACC	INTJ
majoritatea	большинство	majoritate	большинство	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
majoritatea	наиболее	majoritate	наиболее	N;DEF;FEM;SG	ADV
majoritatea	большинство	majoritate	большинство	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
densitate	плотность	densitate	плотность	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
limbă	язык	limbă	язык	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
limbă	язык	limbă	язык	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
multe	многих	mult	много	PRO;FEM;PL;3	NUM
multe	много	mult	много	PRO;FEM;PL;3	ADV
multe	многим	mult	много	PRO;FEM;PL;3	NUM
multe	многие	mult	много	PRO;FEM;PL;3	NUM
prima	первый	prim	первый	NUM;DEF;FEM;SG	ADJ;NOM;MASC;SG
prima	сначала	prim	сначала	NUM;DEF;FEM;SG	ADV
prima	первое	prim	первый	NUM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
prima	первая	prim	первый	NUM;DEF;FEM;SG	ADJ;NOM;FEM;SG
prima	first	prim	first	NUM;DEF;FEM;SG	PROPN
sat	сидел	sat	сидеть	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
sat	сел	sat	сесть	N;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;MID
sat	села	sat	сесть	N;INDF;MASC;SG	V;IPFV;NEUT;IND;SG;PST;FIN;MID
biserica	церковь	biserică	церковь	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
biserica	церкви	biserică	церковь	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
toate	всем	tot	все	PRO;FEM;PL;3	PRO;ANIM;DAT;PL
toate	всех	tot	все	PRO;FEM;PL;3	PRO;ANIM;ACC;PL
toate	all	tot	all	PRO;FEM;PL;3	PROPN
toate	все	tot	все	PRO;FEM;PL;3	PRO;INAN;NOM;NEUT;SG
adresă	адреса	adresa	адрес	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
adresă	адрес	adresa	адрес	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
cum	как	cum	как	ADV	CONJ
imagine	картинка	imagine	картинка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
imagine	фотография	imagine	фотография	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
imagine	фотка	imagine	фотка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
imagine	имидж	imagine	имидж	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
imagine	картинка	imagine	картинка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
imagine	образ	imagine	образ	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
imagine	изображения	imagine	изображение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
imagine	изображение	imagine	изображение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
statul	штат	stat	штат	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
statul	состояние	stat	состояние	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
statul	государство	stat	государство	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
lor	их	lui	они	DET;3	PRO;ACC;PL;3
familia	семья	familie	семья	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
familia	семейство	familie	семейство	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
familia	семейное	familie	семейный	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
familia	семьи	familie	семья	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
familia	родные	familie	родной	N;DEF;FEM;SG	ADJ;NOM;PL
numele	имя	nume	имя	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
numele	название	nume	название	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
timpul	время	timp	время	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
timpul	времени	timp	время	N;DEF;MASC;SG	N;INAN;GEN;NEUT;SG
timpul	тайм	timp	тайма	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
timpul	time	timp	time	N;DEF;MASC;SG	PROPN
nord	северный	nord	северный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
nord	северная	nord	северный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
nord	северной	nord	северный	N;INDF;MASC;SG	ADJ;INS;FEM;SG
nord	нор	nord	нора	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
nord	nord	nord	nord	N;INDF;MASC;SG	PROPN
principală	основная	principal	основной	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
principală	основные	principal	основной	ADJ;INDF;FEM;SG	ADJ;NOM;PL
principală	главная	principal	главный	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
principală	основных	principal	основной	ADJ;INDF;FEM;SG	ADJ;GEN;PL
sud	южная	sud	южный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
sud	южный	sud	южный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
sud	южной	sud	южный	N;INDF;MASC;SG	ADJ;INS;FEM;SG
erau	были	fi	быть	V;IND;PL;3;IPFV;FIN	V;IPFV;IND;PL;PST;FIN;ACT
primul	первый	prim	первый	NUM;DEF;MASC;SG	ADJ;NOM;MASC;SG
primul	сначала	prim	сначала	NUM;DEF;MASC;SG	ADV
primul	первое	prim	первый	NUM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
primul	первая	prim	первый	NUM;DEF;MASC;SG	ADJ;NOM;FEM;SG
primul	first	prim	first	NUM;DEF;MASC;SG	PROPN
doar	только	doar	только	ADV	PART
doar	просто	doar	просто	ADV	PART
doar	только	doar	только	ADV	PART
editura	издательство	editură	издательство	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
editura	издатель	editură	издатель	N;DEF;FEM;SG	N;ANIM;NOM;MASC;SG
asteroid	астероид	asteroid	астероид	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;SG
recensământului	переписи	recensământ	перепись	N;DEF;MASC;SG	N;INAN;NOM;FEM;PL
recensământului	перепись	recensământ	перепись	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
listă	перечень	listă	перечень	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
listă	список	listă	список	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
limba	язык	limbă	язык	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
limba	язык	limbă	язык	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
lats	латов	lats	лат		N;INAN;GEN;MASC;PL
discuție	обсуждение	discuție	обсуждение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
discuție	дискуссия	discuție	дискуссия	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
discuție	обсуждения	discuție	обсуждение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
discuție	дискуссии	discuție	дискуссия	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
franța	франции	franța	франция	PROPN	N;INAN;NOM;FEM;PL
franța	франс	franța	франс	PROPN	N;INAN;NOM;MASC;SG
franța	франция	franța	франция	PROPN	N;INAN;NOM;FEM;SG
franța	france	franța	france	PROPN	PROPN
partea	часть	parte	часть	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
partea	частично	parte	частично	N;DEF;FEM;SG	ADV
mult	многое	mult	многое	ADV	N;INAN;NOM;NEUT;SG
departamentul	департамент	departament	департамент	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
raionul	проход	raion	проход	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
data	свидание	dată	свидание	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
data	дата	dată	дата	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
data	данные	dată	данные	N;DEF;FEM;SG	N;INAN;NOM;PL
data	данных	dată	данные	N;DEF;FEM;SG	N;INAN;GEN;PL
data	data	dată	data	N;DEF;FEM;SG	PROPN
unul	одна	unul	один	PRO;MASC;SG;3	DET;NOM;FEM;SG
unul	one	unul	one	PRO;MASC;SG;3	PROPN
unul	одно	unul	один	PRO;MASC;SG;3	DET;NOM;NEUT;SG
unul	один	unul	один	PRO;MASC;SG;3	NUM;NOM;MASC
grup	группы	grup	группа	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
grup	group	grup	group	N;INDF;MASC;SG	PROPN
locul	место	loc	место	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
oraș	town	oraș	town	N;INDF;MASC;SG	PROPN
oraș	city	oraș	city	N;INDF;MASC;SG	PROPN
oraș	города	oraș	город	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
pot	может	putea	мочь	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
pot	могу	putea	мочь	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
pot	можно	putea	можно	V;IND;PL;3;PRS;FIN	ADV
pot	can	putea	can	V;IND;PL;3;PRS;FIN	PROPN
germania	германия	germania	германий	PROPN	N;INAN;NOM;NEUT;SG
germania	германию	germania	германия	PROPN	N;INAN;ACC;NEUT;SG
germania	германии	germania	германия	PROPN	N;INAN;ESS;NEUT;SG
face	make	face	make	V;IND;SG;3;PRS;FIN	PROPN
satul	деревне	sat	деревня	N;DEF;MASC;SG	N;INAN;DAT;FEM;SG
satul	село	sat	село	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
satul	деревня	sat	деревня	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
național	национальные	național	национальный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
național	национальных	național	национальный	ADJ;INDF;MASC;SG	ADJ;GEN;PL
național	national	național	national	ADJ;INDF;MASC;SG	PROPN
note	отмечает	notă	отмечать	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
perioada	период	perioadă	период	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
minoritate	меньшинства	minoritate	меньшинство	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
minoritate	меньшинство	minoritate	меньшинство	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
ucraineană	украинский	ucrainean	украинский	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
ucraineană	украинские	ucrainean	украинский	ADJ;INDF;FEM;SG	ADJ;NOM;PL
ucraineană	украинская	ucrainean	украинский	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
ucraineană	украинцы	ucrainean	украинец	ADJ;INDF;FEM;SG	N;ANIM;NOM;MASC;PL
cadrul	рамки	cadru	рамка	N;DEF;MASC;SG	N;INAN;NOM;FEM;PL
general	общие	general	общий	ADJ;INDF;MASC;SG	ADJ;NOM;PL
general	генерал	general	генерал	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
război	войны	război	война	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
război	war	război	war	N;INDF;MASC;SG	PROPN
peste	over	peste	over	ADP;ACC	PROPN
română	румынии	român	румыния	ADJ;INDF;FEM;SG	N;INAN;NOM;FEM;PL
află	учись	afla	учиться	V;IND;SG;3;PST;FIN	V;IPFV;IMP;SG;2;FIN;MID
află	учитесь	afla	учиться	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;2;PRS;FIN;MID
început	начали	început	начать	N;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN;ACT
început	начато	început	начать	N;INDF;MASC;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
început	начал	început	начать	N;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
început	началось	început	начаться	N;INDF;MASC;SG	V;PFV;NEUT;IND;SG;PST;FIN;MID
duce	герцог	duce	герцог	V;IND;SG;3;PRS;FIN	N;ANIM;NOM;MASC;SG
duce	дюк	duce	дюк	V;IND;SG;3;PRS;FIN	N;ANIM;NOM;MASC;SG
duce	дуче	duce	дуча	V;IND;SG;3;PRS;FIN	
român	румынии	român	румыния	ADJ;INDF;MASC;SG	N;INAN;NOM;FEM;PL
provincia	область	provincie	область	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
provincia	провинция	provincie	провинция	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
vedere	посмотреть	vedere	смотреть	N;INDF;FEM;SG	V;PFV;NFIN;ACT
vedere	просмотр	vedere	просмотр	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
vedere	просмотреть	vedere	просмотреть	N;INDF;FEM;SG	V;PFV;NFIN;ACT
vedere	вид	vedere	вид	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
wikipedia	википедия	wikipedia	википедия	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
wikipedia	википедии	wikipedia	википедия	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
specie	видов	specie	вид	N;INDF;FEM;SG	N;INAN;GEN;MASC;PL
specie	виды	specie	вид	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
specie	вид	specie	вид	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
punct	point	punct	point	N;INDF;MASC;SG	PROPN
unite	объединенные	unit	объединить	ADJ;INDF;FEM;PL	V;PFV;NOM;PL;PST;V.PTCP;PASS
unite	united	unit	united	ADJ;INDF;FEM;PL	PROPN
unite	юнайтед	unit	юнайтед	ADJ;INDF;FEM;PL	N;INAN;NOM;MASC;SG
moldova	молдова	moldova	молдов	PROPN	N;INAN;NOM;FEM;SG
aceste	эти	acest	этот	DET;FEM;PL;3	DET;NOM;PL
secolul	век	secol	век	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
secolul	столетие	secol	столетие	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
una	одна	unul	один	PRO;FEM;SG;3	DET;NOM;FEM;SG
una	one	unul	one	PRO;FEM;SG;3	PROPN
una	одно	unul	один	PRO;FEM;SG;3	DET;NOM;NEUT;SG
una	один	unul	один	PRO;FEM;SG;3	NUM;NOM;MASC
aceasta	this	acesta	this	PRO;FEM;SG;3	PROPN
aceasta	это	acesta	это	PRO;FEM;SG;3	PRO;INAN;NOM;NEUT;SG
aceasta	эта	acesta	этот	PRO;FEM;SG;3	DET;NOM;FEM;SG
aceasta	этот	acesta	этот	PRO;FEM;SG;3	DET;NOM;MASC;SG
life	life	life	life		PROPN
life	жизнь	life	жизнь		N;INAN;NOM;FEM;SG
life	жизни	life	жизнь		N;INAN;NOM;FEM;PL
reședință	резиденция	reședință	резиденция	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
reședință	проживание	reședință	проживание	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
orașul	city	oraș	city	N;DEF;MASC;SG	PROPN
orașul	город	oraș	город	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
orașul	города	oraș	город	N;DEF;MASC;SG	N;INAN;NOM;MASC;PL
tot	всем	tot	все	PRO;MASC;SG;3	PRO;ANIM;DAT;PL
tot	всех	tot	все	PRO;MASC;SG;3	PRO;ANIM;ACC;PL
tot	all	tot	all	PRO;MASC;SG;3	PROPN
tot	все	tot	все	PRO;MASC;SG;3	PRO;INAN;NOM;NEUT;SG
chiar	даже	chiar	даже	ADV	PART
făcut	сделанные	face	делать	V;MASC;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
făcut	сделаны	face	делать	V;MASC;SG;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
cunoscute	известное	cunoscut	известный	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
cunoscute	известный	cunoscut	известный	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
cunoscute	известен	cunoscut	известный	ADJ;INDF;FEM;PL	ADJ;MASC;SG
cunoscute	известная	cunoscut	известный	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
film	film	film	film	N;INDF;MASC;SG	PROPN
perioadă	период	perioadă	период	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
vorbitori	выступающие	vorbitor	выступать	N;INDF;MASC;PL	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
date	data	dată	data	N;INDF;FEM;PL	PROPN
trebuie	должен	trebui	должен	V;IND;3;PRS;FIN	ADJ;MASC;SG
trebuie	должно	trebui	должен	V;IND;3;PRS;FIN	ADJ;NEUT;SG
trebuie	должны	trebui	должен	V;IND;3;PRS;FIN	ADJ;PL
cunoscută	известные	cunoscut	известный	ADJ;INDF;FEM;SG	ADJ;NOM;PL
cunoscută	известное	cunoscut	известный	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
cunoscută	известный	cunoscut	известный	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
cunoscută	известная	cunoscut	известный	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
decât	чем	decât	чем	ADV	CONJ
aici	вот	aici	вот	ADV	PART
mari	большая	mare	большой	ADJ;INDF;PL	ADJ;NOM;FEM;SG
mari	big	mare	big	ADJ;INDF;PL	PROPN
mari	большой	mare	большой	ADJ;INDF;PL	ADJ;NOM;MASC;SG
mari	биг	mare	биг	ADJ;INDF;PL	
mari	мари	mare	мари	ADJ;INDF;PL	N;ANIM;NOM;FEM;SG
zile	days	zi	days	N;INDF;FEM;PL	PROPN
față	передние	față	передний	N;INDF;FEM;SG	ADJ;NOM;PL
față	передняя	față	передний	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
față	фронт	față	фронт	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
față	лицом	față	лицо	N;INDF;FEM;SG	N;INAN;INS;NEUT;SG
față	лицо	față	лицо	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
club	club	club	club	N;INDF;MASC;SG	PROPN
est	восточная	est	восточный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
est	east	est	east	N;INDF;MASC;SG	PROPN
est	восточный	est	восточный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
est	est	est	est	N;INDF;MASC;SG	PROPN
nou	новые	nou	новый	ADJ;INDF;MASC;SG	ADJ;NOM;PL
nou	новинка	nou	новинка	ADJ;INDF;MASC;SG	N;INAN;NOM;FEM;SG
nou	новых	nou	новый	ADJ;INDF;MASC;SG	ADJ;GEN;PL
ales	выбранный	ales	выбрать	ADV	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
ales	избранные	ales	избрать	ADV	V;PFV;NOM;PL;PST;V.PTCP;PASS
ales	избранный	ales	избрать	ADV	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
numai	только	numai	только	ADV	PART
ioan	джон	ioan	джон	PROPN	N;ANIM;NOM;MASC;SG
ioan	иоанн	ioan	иоанный	PROPN	N;ANIM;NOM;MASC;SG
ioan	йоан	ioan	йоан	PROPN	
rusă	русская	rus	русский	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
rusă	русские	rus	русский	ADJ;INDF;FEM;SG	N;ANIM;NOM;MASC;PL
rusă	российская	rus	российский	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
rusă	русский	rus	русский	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
isbn	isbn	isbn	isbn		PROPN
populația	населения	populație	население	N;DEF;FEM;SG	N;INAN;GEN;NEUT;SG
populația	население	populație	население	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
dată	свидание	dată	свидание	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
dată	дата	dată	дата	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
numit	назвал	numit	назвать	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
numit	названа	numit	назвать	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
numit	называется	numit	называться	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;MID
numit	звонил	numit	звонить	ADJ;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
numit	позвонил	numit	звонить	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
descrisă	описано	descris	описать	ADJ;INDF;FEM;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
descrisă	описал	descris	описать	ADJ;INDF;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
descrisă	описаны	descris	описать	ADJ;INDF;FEM;SG	V;PFV;PL;PST;V.PTCP;PASS
descrisă	описанные	descris	описать	ADJ;INDF;FEM;SG	V;PFV;NOM;PL;PST;V.PTCP;PASS
oficial	официальных	oficial	официальный	ADJ;INDF;MASC;SG	ADJ;GEN;PL
oficial	официальные	oficial	официальный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
oficial	официально	oficial	официально	ADJ;INDF;MASC;SG	ADV
nici	ни	nici	ни	ADV	CONJ
saint	святой	saint	святой	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
saint	сен	saint	сен	N;INDF;MASC;SG	
saint	святая	saint	святой	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
specia	видов	specie	вид	N;DEF;FEM;SG	N;INAN;GEN;MASC;PL
specia	виды	specie	вид	N;DEF;FEM;SG	N;INAN;NOM;MASC;PL
specia	вид	specie	вид	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
vest	уэст	vest	уэст	N;INDF;MASC;SG	PART
vest	западная	vest	западный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
vest	западный	vest	западный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
vest	западная	vest	западный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
vest	западные	vest	западный	N;INDF;MASC;SG	ADJ;NOM;PL
