kategória	kategori	kategória	kategori	N;NOM;FEM;SG	
medzi	arasında	medzi	ara	ADP;INS	ADJ;ESS;SG;3
medzi	arasına	medzi	ara	ADP;INS	ADJ;DAT;SG;3
medzi	arası	medzi	ara	ADP;INS	ADJ;NOM;SG;3
medzi	arasındaki	medzi	ara	ADP;INS	ADJ;ESS;SG;3
projekty	projelerin	projekt	proje	N;INAN;NOM;MASC;PL	N;GEN;PL;3
projekty	proje	projekt	proje	N;INAN;NOM;MASC;PL	
projekty	projeleri	projekt	proje	N;INAN;NOM;MASC;PL	N;ACC;PL;3
team	team	team	team	PROPN;ANIM;NOM;MASC;SG	
team	ekip	team	ekip	PROPN;ANIM;NOM;MASC;SG	
team	takım	team	takım	PROPN;ANIM;NOM;MASC;SG	
byť	olmak	byť	ol	V;IPFV;POS;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
francúzska	fransızlar	francúzsky	fransız	N;NOM;FEM;SG	N;NOM;PL;3
francúzska	fransız	francúzsky	fransız	N;NOM;FEM;SG	
francúzska	fransızca	francúzsky	fransızca	N;NOM;FEM;SG	
francúzska	fransa	francúzsky	fra	N;NOM;FEM;SG	PROPN;NOM;SG;3
francúzska	france	francúzsky	france	N;NOM;FEM;SG	PROPN;NOM;SG;3
najvyšší	yüce	vysoký	yüce	ADJ;ANIM;NOM;RL;MASC;SG	
však	ancak	však	ancak	PART	
pod	aşağıda	pod	aşağı	ADP;INS	ADJ;ESS;SG;3
pod	aşağı	pod	aşağ	ADP;INS	
pod	aşağıya	pod	aşağı	ADP;INS	ADJ;DAT;SG;3
pod	aşağıdan	pod	aşağı	ADP;INS	ADJ;AT+ABL;SG;3
pod	pod	pod	pod	ADP;INS	
pod	altında	pod	alt	ADP;INS	ADJ;ESS;SG;3
pod	altinda	pod	alt	ADP;INS	ADJ;ESS;SG;3
pod	altına	pod	alt	ADP;INS	ADJ;DAT;SG;3
pred	önceden	pred	önceden	ADP;INS	ADV
pred	öncesi	pred	önce	ADP;INS	N;NOM;SG;3
pred	önceki	pred	önceki	ADP;INS	
pred	önceden	pred	önceden	ADP;INS	ADV
pred	önce	pred	önce	ADP;INS	
pred	öncesi	pred	önce	ADP;INS	N;NOM;SG;3
pred	öncesinde	pred	önce	ADP;INS	N;ESS;SG;3
vývoj	kalkınma	vývoj	kalkın	N;INAN;NOM;MASC;SG	
vývoj	geliştirme	vývoj	geliş	N;INAN;NOM;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
vývoj	gelişme	vývoj	geliş	N;INAN;NOM;MASC;SG	
vývoj	gelişim	vývoj	geliş	N;INAN;NOM;MASC;SG	
vývoj	evrim	vývoj	evrim	N;INAN;NOM;MASC;SG	
vývoj	gelişmeler	vývoj	geliş	N;INAN;NOM;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
graf	grafik	graf	grafik	N;INAN;NOM;MASC;SG	
graf	grafik	graf	grafik	N;INAN;NOM;MASC;SG	
kde	kde	kde	kde	ADV	
kde	nereye	kde	nere	ADV	PRO;DAT;SG;3
kde	nerde	kde	nere	ADV	
kde	nere	kde	nere	ADV	
kde	nerede	kde	nere	ADV	PRO;ESS;SG;3
môže	may	môcť	may	V;IPFV;IND;SG;3;POS;PRS;FIN	
môže	mayis	môcť	mayis	V;IPFV;IND;SG;3;POS;PRS;FIN	
môže	mayıs	môcť	mayıs	V;IPFV;IND;SG;3;POS;PRS;FIN	
môže	can	môcť	can	V;IPFV;IND;SG;3;POS;PRS;FIN	
nasledujúci	takip	nasledujúci	takip	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT	
nasledujúci	sonraki	nasledujúci	sonraki	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT	
nasledujúci	sırada	nasledujúci	sıra	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT	N;ESS;SG;3
nasledujúci	sıradaki	nasledujúci	sıradaki	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT	
zobrazuje	gösterir	zobrazovať	göster	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;POS
zobrazuje	gösteriler	zobrazovať	göster	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;PL;3
zobrazuje	görüntüler	zobrazovať	görüntü	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;PL;3
zobrazuje	gösteriyor	zobrazovať	göster	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
len	yalnızca	len	yalnızca	PART	ADV
len	sadece	len	sadece	PART	ADV
len	sadece	len	sadece	PART	ADV
len	just	len	just	PART	
mesto	town	mesto	town	N;NOM;NEUT;SG	PROPN;NOM;SG;3
mesto	kasaba	mesto	kasaba	N;NOM;NEUT;SG	
mesto	şehir	mesto	şehir	N;NOM;NEUT;SG	
mesto	sehir	mesto	sehir	N;NOM;NEUT;SG	
mesto	city	mesto	city	N;NOM;NEUT;SG	PROPN;NOM;SG;3
mesto	şehir	mesto	şehir	N;NOM;NEUT;SG	
počas	esnasında	počas	esna	ADP;GEN	N;ESS;SG;3
počas	sırasında	počas	sıra	ADP;GEN	N;ESS;SG;3
tiež	ayrica	tiež	ayrica	PART	
tiež	ayrıca	tiež	ayrıca	PART	
usa	amerika	usa	amerik		
usa	abd	usa	abd		
usa	usa	usa	us		
rokov	yıllarca	rok	yıllarca	N;INAN;GEN;MASC;PL	ADV
rokov	yıllardır	rok	yıl	N;INAN;GEN;MASC;PL	V;IPFV;IND;PL;3;POS
rokov	yıllar	rok	yıl	N;INAN;GEN;MASC;PL	N;NOM;PL;3
rokov	seneler	rok	sene	N;INAN;GEN;MASC;PL	
nie	olmaz	nie	ol	PART	V;IPFV;IND;SG;3;NEG
nie	değil	nie	değil	PART	
september	eylül	september	eylül	N;INAN;NOM;MASC;SG	
úmrtia	olum	úmrtie	ol	N;NOM;NEUT;PL	
úmrtia	ölüm	úmrtie	ölüm	N;NOM;NEUT;PL	
úmrtia	death	úmrtie	death	N;NOM;NEUT;PL	
úmrtia	ölümlerin	úmrtie	ölüm	N;NOM;NEUT;PL	N;GEN;PL;3
úmrtia	ölümleri	úmrtie	ölüm	N;NOM;NEUT;PL	N;ACC;PL;3
neskôr	sonradan	neskôr	sonradan	ADV	
slovenský	slovak	slovenský	slovak	ADJ;ANIM;NOM;MASC;SG	
aby	yap	aby	yap	CONJ;COND	V;PFV;IMP;SG;2;POS;PRS
storočia	yüzyıllarca	storočie	yüzyıllarca	N;NOM;NEUT;PL	ADV
storočia	yüzyıl	storočie	yüzyıl	N;NOM;NEUT;PL	
storočia	asır	storočie	asır	N;NOM;NEUT;PL	
nad	nad	nad	nad	ADP;INS	
nad	yukarıdaki	nad	yukarıdakiki	ADP;INS	
nad	yukarıda	nad	yukarı	ADP;INS	ADJ;ESS;SG;3
nad	üzeri	nad	üzer	ADP;INS	
nad	üstünde	nad	üst	ADP;INS	ADJ;ESS;SG;3
nad	üstü	nad	üst	ADP;INS	
nad	yukarda	nad	yukar	ADP;INS	
utc	utc	utc	utc		
jpg	jpg	jpg	jpg		
časti	parçalar	časť	parça	N;DAT;FEM;SG	N;NOM;PL;3
časti	parçaları	časť	parça	N;DAT;FEM;SG	N;ACC;PL;3
stránka	sayfaya	stránka	sayfa	N;NOM;FEM;SG	N;DAT;SG;3
stránka	sayfa	stránka	sayf	N;NOM;FEM;SG	
stránka	sayfada	stránka	sayfa	N;NOM;FEM;SG	N;ESS;SG;3
stránka	sayfayı	stránka	sayfa	N;NOM;FEM;SG	N;ACC;SG;3
stránka	sitede	stránka	site	N;NOM;FEM;SG	N;ESS;SG;3
skupiny	gurup	skupina	gur	N;NOM;FEM;PL	
skupiny	grup	skupina	grup	N;NOM;FEM;PL	
skupiny	grubu	skupina	grup	N;NOM;FEM;PL	
skupiny	grupları	skupina	grup	N;NOM;FEM;PL	N;ACC;PL;3
html	html	htmly	html	N;INAN;NOM;MASC;SG	
roka	yıl	rok	yıl	N;INAN;GEN;MASC;SG	
roka	yılı	rok	yıl	N;INAN;GEN;MASC;SG	
roka	sene	rok	sene	N;INAN;GEN;MASC;SG	
ktorú	hangi	ktorý	hangi	DET;ACC;FEM;SG	ADJ
ktorú	hangisi	ktorý	hangi	DET;ACC;FEM;SG	
časť	bölüm	časť	bölüm	N;NOM;FEM;SG	
časť	kısım	časť	kısım	N;NOM;FEM;SG	
časť	kısım	časť	kısım	N;NOM;FEM;SG	
časť	bölüm	časť	bölüm	N;NOM;FEM;SG	
časť	part	časť	part	N;NOM;FEM;SG	
časť	kısmen	časť	kısmen	N;NOM;FEM;SG	
ngc	ngc	my	ngc	N;NOM;FEM;SG	PROPN;NOM;SG;3
október	ekim	október	ekim	N;INAN;NOM;MASC;SG	
október	ekim	október	ekim	N;INAN;NOM;MASC;SG	
mesta	town	mesto	town	N;NOM;NEUT;SG	PROPN;NOM;SG;3
mesta	kasaba	mesto	kasaba	N;NOM;NEUT;SG	
mesta	şehir	mesto	şehir	N;NOM;NEUT;SG	
mesta	sehir	mesto	sehir	N;NOM;NEUT;SG	
mesta	city	mesto	city	N;NOM;NEUT;SG	PROPN;NOM;SG;3
mesta	şehir	mesto	şehir	N;NOM;NEUT;SG	
marec	mart	marec	mart	N;INAN;NOM;MASC;SG	
marec	marş	marec	marş	N;INAN;NOM;MASC;SG	
marec	yürüyüş	marec	yürüyüş	N;INAN;NOM;MASC;SG	
august	ağustos	august	ağustos	N;INAN;NOM;MASC;SG	
august	august	august	august	N;INAN;NOM;MASC;SG	
august	aug	august	aug	N;INAN;NOM;MASC;SG	
skupina	gurup	skupina	gur	N;NOM;FEM;SG	
skupina	grup	skupina	grup	N;NOM;FEM;SG	
skupina	grubu	skupina	grup	N;NOM;FEM;SG	
veľmi	cok	veľmi	cok	ADV	
veľmi	çok	veľmi	çok	ADV	
potom	öyleyse	potom	öyleyse	ADV	
potom	ozaman	potom	oza	ADV	
oficiálna	resmî	oficiálny	resmî	ADJ;NOM;FEM;SG	
oficiálna	official	oficiálny	official	ADJ;NOM;FEM;SG	N;NOM;SG;3
oficiálna	resmi	oficiálny	resmi	ADJ;NOM;FEM;SG	
narodenia	doğumu	narodenie	doğum	N;NOM;NEUT;PL	N;ACC;SG;3
narodenia	doğum	narodenie	doğum	N;NOM;NEUT;PL	N;NOM;SG;3
narodenia	dogum	narodenie	dogum	N;NOM;NEUT;PL	
tento	bu	tento	bu	DET;INAN;NOM;MASC;SG	
tento	bunu	tento	bu	DET;INAN;NOM;MASC;SG	PRO;ACC;SG;3
osobnosti	kişiliği	osobnosť	kişilik	N;NOM;FEM;PL	N;NOM;SG;3
osobnosti	kişilik	osobnosť	kişilik	N;NOM;FEM;PL	N;NOM;SG;3
bratislava	bratislava	bratislava	bratislava	N;NOM;FEM;SG	PROPN;NOM;SG;3
november	kasım	november	kasım	N;INAN;NOM;MASC;SG	
november	kasım	november	kasım	N;INAN;NOM;MASC;SG	
iba	yalnızca	iba	yalnızca	PART	ADV
iba	sadece	iba	sadece	PART	ADV
iba	sadece	iba	sadece	PART	ADV
iba	just	iba	just	PART	
roky	yıllarca	rok	yıllarca	N;INAN;NOM;MASC;PL	ADV
roky	yıllardır	rok	yıl	N;INAN;NOM;MASC;PL	V;IPFV;IND;PL;3;POS
roky	yılların	rok	yıl	N;INAN;NOM;MASC;PL	N;GEN;PL;3
roky	seneler	rok	sene	N;INAN;NOM;MASC;PL	
oblasti	bölge	oblasť	bölge	N;NOM;FEM;PL	
oblasti	alanı	oblasť	alan	N;NOM;FEM;PL	N;NOM;SG;3
oblasti	alan	oblasť	al	N;NOM;FEM;PL	V;PFV;IND;POS;PRS;V.PTCP
oblasti	alanları	oblasť	alan	N;NOM;FEM;PL	N;ACC;PL;3
január	ocak	január	ocak	N;INAN;NOM;MASC;SG	
súbor	dosya	súbor	dosya	N;INAN;NOM;MASC;SG	
mal	vardı	mať	var	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;PFV;IND;SG;3;POS;PST
mal	mal	mať	mal	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	
proti	karsi	proti	karsi	ADP;DAT	
proti	aleyhinde	proti	aleyh	ADP;DAT	N;ESS;SG;3
proti	karşı	proti	karşı	ADP;DAT	
apríl	apr	aprila	apr	N;INAN;NOM;MASC;SG	
apríl	nişan	aprila	nişan	N;INAN;NOM;MASC;SG	
apríl	nisan	aprila	nisan	N;INAN;NOM;MASC;SG	
sveta	world	svet	world	N;INAN;GEN;MASC;SG	
sveta	dünya	svet	dünya	N;INAN;GEN;MASC;SG	
sveta	dunya	svet	dunya	N;INAN;GEN;MASC;SG	
bez	olmadan	bez	ol	ADP;GEN	V;PFV;IND;NEG;PRS;V.CVB
bez	onsuz	bez	onsuz	ADP;GEN	
najmä	özellikle	najmä	özellikle	PART	
najmä	özelliklede	najmä	özellikle	PART	N;ESS;SG;3
najmä	bilhassa	najmä	bilhassa	PART	
viac	daha	viac	daha	NUM;NOM;NEUT;SG	ADV
viac	devamı	viac	devam	NUM;NOM;NEUT;SG	
viac	more	viac	more	NUM;NOM;NEUT;SG	
február	şubat	február	şubat	N;INAN;NOM;MASC;SG	
február	şubat	február	şubat	N;INAN;NOM;MASC;SG	
náhľad	önizleme	náhľad	önizle	N;INAN;NOM;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
mužov	erkekler	muž	erkek	N;ANIM;ACC;MASC;PL	ADJ;NOM;PL;3
mužov	men	muž	men	N;ANIM;ACC;MASC;PL	
mužov	erkek	muž	erkek	N;ANIM;ACC;MASC;PL	
mužov	adamlar	muž	adam	N;ANIM;ACC;MASC;PL	N;NOM;PL;3
názov	adın	názov	ad	N;INAN;NOM;MASC;SG	
názov	başlık	názov	başlık	N;INAN;NOM;MASC;SG	
názov	unvan	názov	unvan	N;INAN;NOM;MASC;SG	
názov	ünvan	názov	ünvan	N;INAN;NOM;MASC;SG	
okolo	çevresinde	okolo	çevre	ADP;GEN	N;ESS;SG;3
okolo	çevrede	okolo	çevre	ADP;GEN	N;ESS;SG;3
okolo	etrafta	okolo	etraf	ADP;GEN	N;ESS;SG;3
okolo	etrafında	okolo	etraf	ADP;GEN	N;ESS;SG;3
ešte	henüz	ešte	henüz	PART	
prvý	öncelikle	prvý	öncelik	ADJ;ANIM;NOM;MASC;SG	N;INS;SG;3
prvý	önce	prvý	önce	ADJ;ANIM;NOM;MASC;SG	
prvý	ilk	prvý	ilk	ADJ;ANIM;NOM;MASC;SG	
prvý	once	prvý	once	ADJ;ANIM;NOM;MASC;SG	
text	yazı	text	yazı	N;INAN;NOM;MASC;SG	
text	mesaj	text	mesaj	N;INAN;NOM;MASC;SG	
text	metin	text	metin	N;INAN;NOM;MASC;SG	
máj	may	mať	may	INTJ	
máj	mayis	mať	mayis	INTJ	
máj	mayıs	mať	mayıs	INTJ	
slovenskej	slovak	slovenský	slovak	ADJ;GEN;FEM;SG	
spolu	toplam	spolu	toplam	ADV	
spolu	beraber	spolu	beraber	ADV	
spolu	beraberce	spolu	beraberce	ADV	
spolu	birlikte	spolu	birlikte	ADV	
tom	tom	to	tom	DET;NOM;NEUT;SG	
majstrovstvá	şampiyonası	majstrovstvo	şampiyon	N;NOM;NEUT;PL	N;NOM;SG;3
majstrovstvá	şampiyonluk	majstrovstvo	şampiyonluk	N;NOM;NEUT;PL	N;NOM;SG;3
majstrovstvá	şampiyona	majstrovstvo	şampiyon	N;NOM;NEUT;PL	N;DAT;SG;3
majstrovstvá	biatlon	majstrovstvo	biatlon	N;NOM;NEUT;PL	
saint	aziz	saint	aziz	PROPN;ANIM;NOM;MASC;SG	
saint	azize	saint	aziz	PROPN;ANIM;NOM;MASC;SG	
saint	saint	saint	saint	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
okrem	hariç	okrem	hariç	ADP;GEN	
okrem	dışında	okrem	dış	ADP;GEN	ADJ;ESS;SG;3
bar	çubuk	bar	çubuk	N;INAN;NOM;MASC;SG	
americký	amerikalı	americký	amerikalı	ADJ;ANIM;NOM;MASC;SG	
americký	amerikan	americký	amerikan	ADJ;ANIM;NOM;MASC;SG	
americký	american	americký	american	ADJ;ANIM;NOM;MASC;SG	N;NOM;SG;3
júl	temmuz	júl	temmuz	N;INAN;NOM;MASC;SG	
cez	aracılığıyla	cez	aracılık	ADP;ACC	N;INS;SG;3
cez	via	cez	via	ADP;ACC	PROPN;NOM;SG;3
cez	yoluyla	cez	yol	ADP;ACC	N;INS;SG;3
cez	üzerinden	cez	üzer	ADP;ACC	N;AT+ABL;SG;3
cez	aracılığıyla	cez	aracılık	ADP;ACC	N;INS;SG;3
cez	yoluyla	cez	yol	ADP;ACC	N;INS;SG;3
cez	geçerek	cez	geç	ADP;ACC	V;PFV;IND;POS;PRS;V.CVB
asi	muhtemelen	asi	muhtemel	PART	
asi	tahmin	asi	tahmin	PART	
jeden	biri	jeden	biri	NUM;ANIM;NOM;MASC;SG	PRO;NOM;SG;3
jeden	bir	jeden	bir	NUM;ANIM;NOM;MASC;SG	
ktorých	kimin	ktorý	kim	DET;ANIM;ACC;MASC;PL	PRO;GEN;SG;3
vojny	savaş	vojna	savaş	N;NOM;FEM;PL	N;NOM;SG;3
vojny	war	vojna	war	N;NOM;FEM;PL	
vojny	savas	vojna	savas	N;NOM;FEM;PL	
rok	yıl	rok	yıl	N;INAN;NOM;MASC;SG	
rok	yılı	rok	yıl	N;INAN;NOM;MASC;SG	
rok	sene	rok	sene	N;INAN;NOM;MASC;SG	
ulica	street	ulica	street	N;NOM;FEM;SG	PROPN;NOM;SG;3
album	albüm	album	albüm	N;INAN;NOM;MASC;SG	
dátum	tarihi	dátum	tarih	N;INAN;NOM;MASC;SG	
dátum	flört	dátum	flört	N;INAN;NOM;MASC;SG	
dátum	buluşma	dátum	buluş	N;INAN;NOM;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
žien	kadın	žena	kadın	N;GEN;FEM;PL	
žien	dişi	žena	dişi	N;GEN;FEM;PL	
žien	kadınları	žena	kadın	N;GEN;FEM;PL	ADJ;ACC;PL;3
žien	kadın	žena	kadın	N;GEN;FEM;PL	
žien	kadinlar	žena	kadin	N;GEN;FEM;PL	ADJ;NOM;PL;3
žien	kadınlar	žena	kadın	N;GEN;FEM;PL	ADJ;NOM;PL;3
tieto	bunlar	tento	bu	DET;NOM;MASC;PL	PRO;NOM;PL;3
tieto	bunları	tento	bu	DET;NOM;MASC;PL	PRO;ACC;PL;3
tieto	şunlar	tento	şu	DET;NOM;MASC;PL	
januára	ocak	január	ocak	N;INAN;GEN;MASC;SG	
toto	bu	toto	bu	DET;NOM;NEUT;SG	
toto	bunu	toto	bu	DET;NOM;NEUT;SG	PRO;ACC;SG;3
toto	toto	toto	toto	DET;NOM;NEUT;SG	
ktorí	kimler	ktorý	kim	DET;ANIM;NOM;MASC;PL	
ktorí	who	ktorý	who	DET;ANIM;NOM;MASC;PL	
ktorí	kim	ktorý	kim	DET;ANIM;NOM;MASC;PL	PRO;NOM;SG;3
všetky	all	všetok	all	DET;INAN;NOM;MASC;PL	
všetky	hepsini	všetok	hepsi	DET;INAN;NOM;MASC;PL	PRO;ACC;PL;3
všetky	tamamı	všetok	tamam	DET;INAN;NOM;MASC;PL	
všetky	hepsi	všetok	hepsi	DET;INAN;NOM;MASC;PL	PRO;NOM;PL;3
všetky	tümü	všetok	tümü	DET;INAN;NOM;MASC;PL	
francúzsky	fransızlar	francúzsky	fransız	N;ANIM;NOM;MASC;SG	N;NOM;PL;3
francúzsky	fransız	francúzsky	fransız	N;ANIM;NOM;MASC;SG	
francúzsky	fransızca	francúzsky	fransızca	N;ANIM;NOM;MASC;SG	
teda	böylece	teda	böylece	PART	ADV
žije	yaşar	žiť	yaşa	V;IPFV;IND;SG;3;POS;PRS;FIN	
žije	hayatlar	žiť	hayat	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;PL;3
český	çek	český	çek	ADJ;ANIM;NOM;MASC;SG	
český	český	český	český	ADJ;ANIM;NOM;MASC;SG	
často	sıklıkla	často	sıklık	ADV	
často	sıkça	často	sıkça	ADV	
často	sıklıkla	často	sıklık	ADV	
často	sıkça	často	sıkça	ADV	
ján	jan	ján	jan	PROPN;ANIM;NOM;MASC;SG	
ján	ocak	ján	ocak	PROPN;ANIM;NOM;MASC;SG	
ján	ján	ján	ján	PROPN;ANIM;NOM;MASC;SG	
ján	john	ján	john	PROPN;ANIM;NOM;MASC;SG	
ján	yahya	ján	yahya	PROPN;ANIM;NOM;MASC;SG	
niekoľko	birkaçı	niekoľko	birkaçı	DET;NOM;NEUT;SG	PRO;NOM;PL;3
okres	ilçesi	okres	ilçe	INTJ	N;NOM;SG;3
okres	bölge	okres	bölge	INTJ	
okres	semt	okres	semt	INTJ	N;NOM;SG;3
okres	bahşı	okres	bahşı	INTJ	
okres	ilçe	okres	ilçe	INTJ	
jún	jun	jún	jun	INTJ	
jún	joon	jún	joon	INTJ	
jún	june	jún	ju	INTJ	
jún	haziran	jún	haziran	INTJ	
šablóny	şablon	šablón	şablon	N;INAN;NOM;MASC;PL	
šablóny	şablonu	šablón	şablo	N;INAN;NOM;MASC;PL	N;ACC;SG;3
šablóny	şablon	šablón	şablon	N;INAN;NOM;MASC;PL	
dnes	bugün	dnes	bugün	ADV	N;NOM;SG;3
dnes	bugünde	dnes	bugün	ADV	N;ESS;SG;3
dnes	bügün	dnes	bügün	ADV	
dnes	bugun	dnes	bugun	ADV	
slovensko	slovakya	slovensko	slovakya	N;NOM;NEUT;SG	PROPN;NOM;SG;3
pretože	cünkü	pretože	cünkü	CONJ	
pretože	çünkü	pretože	çünkü	CONJ	CONJ
ani	ani	ani	ani	PART	
ani	anı	ani	an	PART	
ktorého	kimin	ktorý	kim	DET;ANIM;GEN;MASC;SG	PRO;GEN;SG;3
všetkých	all	všetok	all	DET;ANIM;ACC;MASC;PL	
všetkých	hepsini	všetok	hepsi	DET;ANIM;ACC;MASC;PL	PRO;ACC;PL;3
všetkých	tamamı	všetok	tamam	DET;ANIM;ACC;MASC;PL	
všetkých	hepsi	všetok	hepsi	DET;ANIM;ACC;MASC;PL	PRO;NOM;PL;3
všetkých	tümü	všetok	tümü	DET;ANIM;ACC;MASC;PL	
štátu	state	štát	state	N;INAN;GEN;MASC;SG	
štátu	eyalet	štát	eyalet	N;INAN;GEN;MASC;SG	
štátu	devlet	štát	devlet	N;INAN;GEN;MASC;SG	N;NOM;SG;3
ďalšie	ilave	ďalší	ilave	ADJ;NOM;NEUT;SG	
ďalšie	ek	ďalší	ek	ADJ;NOM;NEUT;SG	
ďalšie	sonraki	ďalší	sonraki	ADJ;NOM;NEUT;SG	
ďalšie	sırada	ďalší	sıra	ADJ;NOM;NEUT;SG	N;ESS;SG;3
ďalšie	sıradaki	ďalší	sıradaki	ADJ;NOM;NEUT;SG	
ďalšie	diğeri	ďalší	diğer	ADJ;NOM;NEUT;SG	N;NOM;SG;3
ďalšie	öteki	ďalší	öteki	ADJ;NOM;NEUT;SG	
