dell	dell	dell	dell	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
armele	kanonen	armă	kanon	N;DEF;FEM;PL	N;NOM;FEM;PL
armele	schusswaffen	armă	schußwaffen	N;DEF;FEM;PL	V;NFIN
armele	waffen	armă	waffen	N;DEF;FEM;PL	
știa	wussten	ști	wissen	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PST;FIN
știa	kannte	ști	kennen	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PST;FIN
știa	wusste	ști	wissen	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PST;FIN
știa	wußte	ști	wissen	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PST;FIN
prizonier	gefangener	prizonier	gefangen	N;INDF;MASC;SG	ADJ
prizonier	gefangene	prizonier	gefangen	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
prizonier	gefangenen	prizonier	gefangen	N;INDF;MASC;SG	V;IND;PL;3;FIN
prizonier	gefangenschaft	prizonier	gefangenschaft	N;INDF;MASC;SG	ADJ
prizonier	gefangen	prizonier	fangen	N;INDF;MASC;SG	V;V.PTCP
părinte	vater	părinte	vater		N;NOM;MASC;SG
părinte	muttergesellschaft	părinte	muttergesellschaft		ADJ
părinte	mutterunternehmen	părinte	mutterunternehmen		V
tribunalul	gerichts	tribunal	gerichts	N;DEF;MASC;SG	
tribunalul	tribunal	tribunal	tribunal	N;DEF;MASC;SG	PROPN;NOM;SG
tribunalul	gerichtshof	tribunal	gerichtshof	N;DEF;MASC;SG	PROPN
tribunalul	gericht	tribunal	ringen	N;DEF;MASC;SG	N;NOM;SG
leu	löwen	leu	löwen	N;INDF;MASC;SG	
leu	löwe	leu	löwe	N;INDF;MASC;SG	
leu	lion	leu	lion	N;INDF;MASC;SG	
leu	leu	leu	leu	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
subțire	schmalen	subțire	schmal		ADJ
subțire	schlank	subțire	schlank		ADJ
subțire	slim	subțire	slim		PROPN;NOM;SG
subțire	schmal	subțire	schmal		ADJ
subțire	schlanke	subțire	schlank		ADJ;NOM;FEM;PL
subțire	dünn	subțire	dünn		ADJ
subțire	dünne	subțire	dünn		ADJ;NOM;PL
producătorul	hersteller	producător	hersteller	N;DEF;MASC;SG	ADJ
germain	germain	germain	germain	PROPN	PROPN;NOM;SG
invers	reverse	invers	reverse	ADV	PROPN
invers	umgekehrt	invers	umgekehrt	ADV	ADJ
invers	umkehr	invers	umkehr	ADV	
invers	umkehren	invers	umkehren	ADV	V;NFIN
invers	rückseite	invers	rückseite	ADV	ADJ
gară	station	gară	station	N;INDF;FEM;SG	
gară	bahnhof	gară	bahnhof	N;INDF;FEM;SG	N;NOM;MASC;SG
gară	tankstelle	gară	tankstelle	N;INDF;FEM;SG	
renumit	renommierten	renumit	renommiert	ADJ;INDF;MASC;SG	V;IND;PL;3;PST;FIN
orele	öffnungszeiten	oră	öffnungszeit	N;DEF;FEM;PL	V;NFIN
orele	stunden	oră	stehen	N;DEF;FEM;PL	V;NFIN
orele	arbeitszeit	oră	arbeitszeit	N;DEF;FEM;PL	
orele	betriebszeiten	oră	betriebszeiten	N;DEF;FEM;PL	V;NFIN
tablă	tafel	tablă	tafel	N;INDF;FEM;SG	
tablă	tin	tablă	tin	N;INDF;FEM;SG	
tablă	zinn	tablă	zinnen	N;INDF;FEM;SG	
tablă	dose	tablă	dose	N;INDF;FEM;SG	
tablă	verwaltungsrat	tablă	verwaltungsrat	N;INDF;FEM;SG	ADJ
tablă	board	tablă	board	N;INDF;FEM;SG	
tablă	verpflegung	tablă	verpflegung	N;INDF;FEM;SG	ADJ
tablă	aufsichtsrat	tablă	aufsichtsraten	N;INDF;FEM;SG	PROPN
metodele	methoden	metodă	metheden	N;DEF;FEM;PL	V;NFIN
harold	harold	harold	harold	PROPN	PROPN;NOM;MASC;SG
compozitorul	komponistin	compozitor	komponistin	N;DEF;MASC;SG	ADJ
compozitorul	komponist	compozitor	komponist	N;DEF;MASC;SG	ADJ
compozitorul	komponisten	compozitor	komponist	N;DEF;MASC;SG	ADJ
blindate	armored	blinda	armored	ADJ;INDF;FEM;PL	PROPN
blindate	gepanzerte	blinda	gepanzert	ADJ;INDF;FEM;PL	ADJ;SG
roy	roy	roy	roy	PROPN	PROPN;NOM;MASC;SG
teorema	theorem	teoremă	theor	N;DEF;FEM;SG	PROPN;NOM;SG
brațe	armen	braț	arm	N;INDF;FEM;PL	ADJ
brațe	arme	braț	arm	N;INDF;FEM;PL	ADJ;NOM
brațe	arms	braț	arms	N;INDF;FEM;PL	
brațe	wappen	braț	wappen	N;INDF;FEM;PL	
brațe	waffen	braț	waffen	N;INDF;FEM;PL	
proceselor	prozessen	proces	prozeß	N;DEF;FEM;PL	V;NFIN
proceselor	vorgänge	proces	vorgängen	N;DEF;FEM;PL	
părul	haar	păr	haar	N;DEF;MASC;SG	
părul	haarfarbe	păr	haarfarbe	N;DEF;MASC;SG	PROPN;NOM;SG
părul	haare	păr	haaren	N;DEF;MASC;SG	
părul	frisur	păr	frisur	N;DEF;MASC;SG	
putna	putna	putna	putna	PROPN	
jon	jon	jon	jon	PROPN	PROPN;NOM;MASC;SG
poduri	bridges	pod	bridges	N;INDF;FEM;PL	PROPN;NOM;NEUT;SG
adaptat	angepaßt	adaptat	anpapen	ADJ;INDF;MASC;SG	V;V.PTCP
adaptat	adaptiert	adaptat	adaptieren	ADJ;INDF;MASC;SG	V;V.PTCP
adaptat	angepasst	adaptat	anpassen	ADJ;INDF;MASC;SG	V;V.PTCP
brigadă	brigaden	brigadă	brigaden	N;INDF;FEM;SG	N;NOM;PL
brigadă	brigade	brigadă	brigade	N;INDF;FEM;SG	
provizoriu	vorläufiger	provizoriu	vorläufig	ADV	ADJ
provizoriu	vorläufige	provizoriu	vorläufig	ADV	ADJ;NOM;FEM;PL
provizoriu	vorläufig	provizoriu	vorläufig	ADV	ADJ
provizoriu	vorläufigen	provizoriu	vorläufig	ADV	ADJ
provizoriu	provisorische	provizoriu	provisorisch	ADV	ADJ;NOM;FEM;PL
provizoriu	vorläufig	provizoriu	vorläufig	ADV	ADJ
normale	normales	normal	normal	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
templu	tempels	templu	tempels	N;INDF;MASC;SG	
templu	tempel	templu	tempel	N;INDF;MASC;SG	
beneficiat	profitiert	beneficiat	profitieren	ADJ;INDF;MASC;SG	V;V.PTCP
consumul	verbrauch	consum	verbrauchen	N;DEF;MASC;SG	ADJ
consumul	verbrauchs	consum	verbrauchs	N;DEF;MASC;SG	
sandu	sandu	sa	sandu	PROPN	
pcr	pcr	pcr	pcr	N	PROPN;NOM;SG
arsenal	arsenal	arsenal	arsenal	N;INDF;MASC;SG	PROPN;NOM;SG
blocuri	blocks	bloc	blocks	N;INDF;FEM;PL	
blocuri	blöcke	bloc	block	N;INDF;FEM;PL	ADJ
blocuri	bausteine	bloc	bausteine	N;INDF;FEM;PL	ADJ;NOM;SG
achiziționat	gekauft	achiziționa	kaufen	ADJ;INDF;MASC;SG	V;V.PTCP
achiziționat	erworbene	achiziționa	erworben	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
achiziționat	erworben	achiziționa	erwerben	ADJ;INDF;MASC;SG	V;V.PTCP
achiziționat	gekauft	achiziționa	kaufen	ADJ;INDF;MASC;SG	V;V.PTCP
achiziționat	erworben	achiziționa	erwerben	ADJ;INDF;MASC;SG	V;V.PTCP
executate	hinrichten	executa	hinrichten	ADJ;INDF;FEM;PL	V;NFIN
executate	ausgeführte	executa	ausgeführt	ADJ;INDF;FEM;PL	ADJ;NOM;SG
executate	ausgeführt	executa	ausführen	ADJ;INDF;FEM;PL	V;V.PTCP
executate	hingerichtet	executa	hinrichten	ADJ;INDF;FEM;PL	V;V.PTCP
treizeci	thirty	treizeci	thirty	NUM;PL	PROPN
suburbie	vorstadt	suburbie	vorstadt	N;INDF;FEM;SG	PROPN
suburbie	stadtrand	suburbie	stadtrehen	N;INDF;FEM;SG	ADJ
suburbie	vorort	suburbie	vorort	N;INDF;FEM;SG	ADV
suburbie	stadtteil	suburbie	stadtteil	N;INDF;FEM;SG	ADJ
preferă	bevorzugt	prefera	bevorzugen	V;IND;3;PRS;FIN	ADJ
preferă	lieber	prefera	lieb	V;IND;3;PRS;FIN	
proprietarul	besitzer	proprietar	besitzer	N;DEF;MASC;SG	ADJ
proprietarul	inhaber	proprietar	inhaber	N;DEF;MASC;SG	ADV
proprietarul	eigentümerin	proprietar	eigentümerin	N;DEF;MASC;SG	ADJ
proprietarul	eigentümer	proprietar	eigentüm	N;DEF;MASC;SG	ADJ
proprietarul	vermieter	proprietar	vermieter	N;DEF;MASC;SG	
nobili	adel	nobil	adel	N;INDF;MASC;PL	
nobili	adligen	nobil	adlig	N;INDF;MASC;PL	ADJ;PL
nobili	noble	nobil	nobel	N;INDF;MASC;PL	PROPN;SG
nobili	edel	nobil	edel	N;INDF;MASC;PL	ADJ
nobili	edlen	nobil	edlen	N;INDF;MASC;PL	
nobili	edler	nobil	edel	N;INDF;MASC;PL	PROPN;NOM;SG
forțată	erzwungene	forțat	erzwungen	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
forțată	zwang	forțat	zwingen	ADJ;INDF;FEM;SG	V;SG;FIN
forțată	gezwungen	forțat	zwingen	ADJ;INDF;FEM;SG	V;V.PTCP
forțată	erzwungen	forțat	erzwingen	ADJ;INDF;FEM;SG	V;V.PTCP
ducat	herzogtum	ducat	herzogtum	N;INDF;MASC;SG	PROPN
metropolitan	metropolen	metropolitan	Metropole	N;INDF;MASC;SG	ADJ
metropolitan	metropolregion	metropolitan	metropolregion	N;INDF;MASC;SG	ADJ
metropolitan	metropolitan	metropolitan	metropolitan	N;INDF;MASC;SG	PROPN
scuze	entschuldige	scuză	entschuldig	N;INDF;FEM;PL	
scuze	entschuldigung	scuză	Entschuldigung	N;INDF;FEM;PL	ADJ
scuze	leider	scuză	leider	N;INDF;FEM;PL	ADV
scuze	tschuldigung	scuză	tschuldigung	N;INDF;FEM;PL	ADJ
scuze	sorry	scuză	sorry	N;INDF;FEM;PL	
scuze	leid	scuză	leid	N;INDF;FEM;PL	
iubirea	love	iubire	love	N;DEF;FEM;SG	PROPN
iubirea	lieben	iubire	lieben	N;DEF;FEM;SG	V;FIN
iubirea	liebe	iubire	lieb	N;DEF;FEM;SG	PROPN;NOM;SG
iubirea	liebes	iubire	lieb	N;DEF;FEM;SG	;NOM;SG
iubirea	liebste	iubire	lieb	N;DEF;FEM;SG	ADJ
ann	ann	ann	ann	PROPN	PROPN;NOM;MASC;SG
talent	talente	talent	talent	N;INDF;MASC;SG	ADJ;NOM;PL
talent	begabung	talent	Begabung	N;INDF;MASC;SG	ADJ
talent	talent	talent	talent	N;INDF;MASC;SG	ADJ
talent	talenten	talent	talent	N;INDF;MASC;SG	V;FIN
salvador	salvador	salvador	salvador	PROPN	PROPN
cultul	kult	cult	kult	N;DEF;MASC;SG	ADJ
cultul	sekte	cult	sekten	N;DEF;MASC;SG	
low	niedrige	low	niedrig		ADJ;NOM;FEM;PL
low	niedrig	low	niedrig		ADJ
low	niedrigen	low	niedrig		ADJ
low	low	low	low		
santo	santo	santo	santo	N;INDF;MASC;SG	PROPN
grammy	grammy	grammy	grammy	N;INDF;MASC;SG	PROPN
nucleul	kern	nucleu	kern	N;DEF;MASC;SG	ADJ
nucleul	core	nucleu	core	N;DEF;MASC;SG	
nucleul	kernkompetenzen	nucleu	kernkompetenzen	N;DEF;MASC;SG	V;NFIN
nucleul	herzstück	nucleu	herzstück	N;DEF;MASC;SG	ADJ
astronomie	astronomie	astronomie	astronomie	N;INDF;FEM;SG	
astronomie	astronomischen	astronomie	astronomisch	N;INDF;FEM;SG	ADJ
metalice	metall	metalic	metall	ADJ;INDF;FEM;PL	
philadelphia	philadelphia	philadelphie	philadelphia	PROPN	PROPN;NOM;MASC;SG
molotov	molotow	molotov	molotow	N;INDF;MASC;SG	PROPN
sony	sony	sony	sony	N;INDF;MASC;SG	PROPN;NOM;SG
feminină	weibliche	feminin	weiblich	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
gură	mund	gură	mund	N;INDF;FEM;SG	
gură	klappe	gură	klapp	N;INDF;FEM;SG	
gură	maul	gură	maul	N;INDF;FEM;SG	
plăci	kennzeichen	placă	kennzeichen	N;INDF;FEM;PL	
plăci	teller	placă	teller	N;INDF;FEM;PL	
plăci	platten	placă	platt	N;INDF;FEM;PL	V;NFIN
plăci	fliesen	placă	fleisen	N;INDF;FEM;PL	V;NFIN
plăci	ziegel	placă	ziegel	N;INDF;FEM;PL	
psihologie	psychologe	psihologie	psycholog	N;INDF;FEM;SG	
psihologie	psychologie	psihologie	psychologie	N;INDF;FEM;SG	N;NOM;FEM;SG
psihologie	psychologen	psihologie	psycholog	N;INDF;FEM;SG	ADJ
creator	schöpfer	creator	schöpfer	N;INDF;MASC;SG	
creator	urheber	creator	urheber	N;INDF;MASC;SG	
circuit	schaltungen	circuit	schaltung	N;INDF;MASC;SG	N;NOM;FEM;PL
circuit	kreislauf	circuit	kreislauf	N;INDF;MASC;SG	PROPN
circuit	circuit	circuit	circuit	N;INDF;MASC;SG	PROPN
circuit	rennstrecke	circuit	rennstrecke	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
circuit	schaltung	circuit	schaltung	N;INDF;MASC;SG	ADJ
neutru	neutrale	neutru	neutral	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
bahia	bahia	bahia	bahia	PROPN	PROPN;NOM;SG
telefon	telefonisch	telefon	telefonisch	N;INDF;MASC;SG	ADJ
telefon	telefonnummer	telefon	telefonnummer	N;INDF;MASC;SG	ADJ
telefon	telefonieren	telefon	telefonieren	N;INDF;MASC;SG	V;NFIN
telefon	telefon	telefon	telefon	N;INDF;MASC;SG	
telefon	handys	telefon	handys	N;INDF;MASC;SG	
telefon	telefonnummern	telefon	telefonnummern	N;INDF;MASC;SG	V;NFIN
telefon	telefonnummer	telefon	telefonnummer	N;INDF;MASC;SG	ADJ
telefon	telefonieren	telefon	telefonieren	N;INDF;MASC;SG	V;NFIN
telefon	telefon	telefon	telefon	N;INDF;MASC;SG	
controlată	kontrolliert	controlat	kontrollieren	ADJ;INDF;FEM;SG	V;V.PTCP
controlată	gesteuert	controlat	steuern	ADJ;INDF;FEM;SG	V;V.PTCP
controlată	kontrollierten	controlat	kontrollieren	ADJ;INDF;FEM;SG	V;IND;PL;3;PST;FIN
controlată	kontrollierte	controlat	kontrolliert	ADJ;INDF;FEM;SG	ADJ;NOM;SG
benedict	benedikt	benedict	benediken	N;INDF;MASC;SG	PROPN;SG
benedict	benedict	benedict	benedict	N;INDF;MASC;SG	PROPN;NOM;SG
larry	larry	larry	larry	PROPN	PROPN;NOM;SG
copenhaga	kopenhagen	copenhaga	kopenhagen	PROPN	PROPN;NOM;NEUT;SG
lipsește	fehlende	lipsi	fehlend	V;IND;SG;3;PRS;FIN	ADJ;NOM;FEM;PL
lipsește	fehlenden	lipsi	fehlend	V;IND;SG;3;PRS;FIN	ADJ
roland	roland	roland	roland	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
trepte	fußstapfen	treaptă	fußstapfen	N;INDF;FEM;PL	V;NFIN
trepte	schritten	treaptă	schreiten	N;INDF;FEM;PL	V;NFIN
trepte	schritte	treaptă	schritt	N;INDF;FEM;PL	
trepte	spuren	treaptă	spur	N;INDF;FEM;PL	V;NFIN
trepte	treppe	treaptă	treppe	N;INDF;FEM;PL	
trepte	schritten	treaptă	schreiten	N;INDF;FEM;PL	V;NFIN
trepte	schritte	treaptă	schritt	N;INDF;FEM;PL	
trepte	stufen	treaptă	stufen	N;INDF;FEM;PL	V;NFIN
conservarea	konservierung	conservare	konservierung	N;DEF;FEM;SG	N;NOM;FEM;SG
conservarea	naturschutz	conservare	naturschutz	N;DEF;FEM;SG	ADJ
conservarea	umweltschutz	conservare	umweltschutz	N;DEF;FEM;SG	ADJ
conservarea	bewahrung	conservare	bewahrung	N;DEF;FEM;SG	
conservarea	aufbewahrung	conservare	aufbewahrung	N;DEF;FEM;SG	PROPN
conservarea	konservierung	conservare	konservierung	N;DEF;FEM;SG	N;NOM;FEM;SG
mahmud	mahmoud	mahmud	Mahmoud	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
mahmud	mahmud	mahmud	mahmud	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
pictată	gemalt	picta	malen	ADJ;INDF;FEM;SG	V;V.PTCP
pictată	gestrichen	picta	gestrechen	ADJ;INDF;FEM;SG	V;V.PTCP
pictată	malte	picta	malen	ADJ;INDF;FEM;SG	V;IND;SG;3;PST;FIN
pictată	bemalt	picta	bemalen	ADJ;INDF;FEM;SG	V;V.PTCP
pictată	lackiert	picta	lackieren	ADJ;INDF;FEM;SG	V;V.PTCP
progresul	fortschritten	progres	fortschreiten	N;DEF;MASC;SG	V;NFIN
progresul	fortschritts	progres	fortschritts	N;DEF;MASC;SG	
progresul	fortschritte	progres	fortschritt	N;DEF;MASC;SG	
progresul	fortschritt	progres	fortschreiten	N;DEF;MASC;SG	PROPN
ciclu	zyklus	ciclu	zyklus	N;INDF;MASC;SG	
ciclu	kreislauf	ciclu	kreislauf	N;INDF;MASC;SG	PROPN
ciclu	zyklen	ciclu	zyklen	N;INDF;MASC;SG	N;PL
rundă	runden	rund	rund	N;INDF;FEM;SG	ADJ
rundă	runde	rund	runde	N;INDF;FEM;SG	ADV
rundă	rund	rund	rund	N;INDF;FEM;SG	ADV
rundă	round	rund	round	N;INDF;FEM;SG	
emanuel	emanuel	emanuel	emanuel	PROPN	PROPN;NOM;MASC;SG
reforme	reformen	reformă	reformen	N;INDF;FEM;PL	V;NFIN
reforme	reform	reformă	reform	N;INDF;FEM;PL	
junior	junioren	junior	junior		N;NOM;FEM;PL
junior	junior	junior	junior		PROPN;NOM;MASC;SG
platon	plato	platon	plato	N;INDF;MASC;SG	
arhivele	archiven	arhivă	archiv	N;DEF;FEM;PL	V;NFIN
arhivele	archivierung	arhivă	archivierung	N;DEF;FEM;PL	N;NOM;FEM;SG
arhivele	archiv	arhivă	archiv	N;DEF;FEM;PL	N;NOM;NEUT;SG
arhivele	archive	arhivă	archiv	N;DEF;FEM;PL	N;NOM;FEM;PL
arhivele	archivieren	arhivă	archivieren	N;DEF;FEM;PL	V;NFIN
metrou	subway	metrou	subway	N;INDF;MASC;SG	
metrou	metrostation	metrou	Metrostation	N;INDF;MASC;SG	ADJ
metrou	métro	metrou	métro	N;INDF;MASC;SG	PROPN;NOM;SG
metrou	metro	metrou	metro	N;INDF;MASC;SG	PROPN
vendée	vendée	vendée	vendée	PROPN	PROPN;NOM;MASC;SG
vicar	vikar	vicar	vikar	N;INDF;MASC;SG	PROPN;NOM;SG
vicar	pastor	vicar	pastor	N;INDF;MASC;SG	PROPN;SG
einstein	einstein	einstein	einstein	N;INDF;MASC;SG	
prelucrarea	weiterverarbeitung	prelucrare	weiterverarbeitung	N;DEF;FEM;SG	ADJ
prelucrarea	bearbeitung	prelucrare	bearbeitung	N;DEF;FEM;SG	N;NOM;FEM;SG
prelucrarea	verarbeitung	prelucrare	verarbeitung	N;DEF;FEM;SG	N;NOM;FEM;SG
prelucrarea	aufbereitung	prelucrare	aufbereitung	N;DEF;FEM;SG	N;NOM;FEM;SG
prelucrarea	veredelung	prelucrare	veredelung	N;DEF;FEM;SG	
wrestling	ringer	wrestling	ring	PROPN	ADJ
wrestling	wrestling	wrestling	wrestlingen	PROPN	ADJ
wrestling	ringen	wrestling	ringen	PROPN	V;NFIN
nasr	nasr	nasr	nasr	PROPN	PROPN;NOM;MASC;SG
merit	verdienen	merit	verdienen	N;INDF;MASC;SG	V;NFIN
merit	verdient	merit	verdienen	N;INDF;MASC;SG	V;V.PTCP
merit	verdienst	merit	verdienst	N;INDF;MASC;SG	
perspectivă	perspektiven	perspectivă	perspektiv	N;INDF;FEM;SG	ADJ
perspectivă	perspektive	perspectivă	perspektiv	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
recenzie	rezension	recenzie	rezension	N;INDF;FEM;SG	ADJ
recenzie	überprüfen	recenzie	überprüfen	N;INDF;FEM;SG	V;NFIN
recenzie	bewertung	recenzie	bewertung	N;INDF;FEM;SG	ADJ
recenzie	rückblick	recenzie	rückblick	N;INDF;FEM;SG	PROPN
recenzie	überprüfung	recenzie	überprüfung	N;INDF;FEM;SG	N;NOM;FEM;SG
pierdută	verlor	pierde	verlieren	ADJ;INDF;FEM;SG	V;IND;SG;3;PST;FIN
pierdută	verirrt	pierde	verirren	ADJ;INDF;FEM;SG	V;V.PTCP
pierdută	verloren	pierde	verlieren	ADJ;INDF;FEM;SG	V;V.PTCP
pierdută	verlorene	pierde	verloren	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
pierdută	lost	pierde	lossen	ADJ;INDF;FEM;SG	PROPN
stewart	stewart	stewart	stewart	PROPN	PROPN
trimisă	verschickt	trimite	verschicken	ADJ;INDF;FEM;SG	V;V.PTCP
trimisă	geschickt	trimite	schicken	ADJ;INDF;FEM;SG	V;V.PTCP
trimisă	versendet	trimite	versenden	ADJ;INDF;FEM;SG	V;V.PTCP
trimisă	gesendet	trimite	senden	ADJ;INDF;FEM;SG	V;V.PTCP
trimisă	versandt	trimite	versandt	ADJ;INDF;FEM;SG	V;V.PTCP
aveyron	aveyron	aveyron	aveyron	PROPN	PROPN;NOM;MASC;SG
adâncimea	tiefe	adâncime	tief	N;DEF;FEM;SG	
adâncimea	tiefen	adâncime	tief	N;DEF;FEM;SG	V;NFIN
chelsea	chelsea	chelsea	chelsea	N;DEF;FEM;SG	PROPN;NOM;SG
unire	verschmelzen	unire	verschmelzen	N;INDF;FEM;SG	V;NFIN
unire	zusammenführen	unire	zusammenführen	N;INDF;FEM;SG	V;NFIN
unire	verbinden	unire	verbinden	N;INDF;FEM;SG	V;NFIN
unire	zusammenführung	unire	zusammenführung	N;INDF;FEM;SG	ADJ
unire	bindung	unire	bindung	N;INDF;FEM;SG	N;NOM;FEM;SG
unire	kleben	unire	kleben	N;INDF;FEM;SG	V;NFIN
întâlnirea	treffen	întâlnire	treffen	N;DEF;FEM;SG	V;NFIN
întâlnirea	tagung	întâlnire	tagung	N;DEF;FEM;SG	N;NOM;FEM;SG
panzer	panzer	panzer	panzer	N;INDF;MASC;SG	ADJ
