پُرندر	tjuv	پُرندر	tjuv	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروا	want	پروا	want	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروا	vill	پروا	vilja	PROPN;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
پروا	lutning	پروا	lutning	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروا	skötsel	پروا	skötsel	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروا	bryr	پروا	bryra	PROPN;NOM;MASC;SG;3	V;IMP;FIN;ACT
پروا	omsorg	پروا	omsorg	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروا	vård	پروا	vård	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروا	care	پروا	care	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروا	ångest	پروا	ångest	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروا	ömhet	پروا	ömhet	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروا	tillgivenhet	پروا	tillgivenhet	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرِوار	familjen	پرِوار	familj	PROPN;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
پرِوار	familj	پرِوار	familj	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرِوار	family	پرِوار	family	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
پرِوار	släkt	پرِوار	släkt	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرواز	flyger	پرواز	flyga	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
پرواز	flyga	پرواز	flyga	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
پرواز	flygande	پرواز	flyga	N;NOM;MASC;SG;3	ADJ;NOM;PRS;V.PTCP
پرواز	avresa	پرواز	avresa	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
پرواز	nå	پرواز	nå	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
پروان	sanna	پروان	sanna	V;ACT	N;NOM;INDF;MASC+FEM;SG
پروان	sann	پروان	sann	V;ACT	ADJ;NOM;INDF;MASC+FEM;SG
پروان	sant	پروان	sant	V;ACT	N;NOM;INDF;NEUT;SG
پروان	true	پروان	true	V;ACT	N;NOM;INDF;NEUT;SG
پروان	bara	پروان	bara	V;ACT	ADV
پروان	autentisk	پروان	autentisk	V;ACT	ADJ;NOM;INDF;MASC+FEM;SG
پروان	autentiska	پروان	autentisk	V;ACT	ADJ;NOM;PL
پروان	äkta	پروان	äkta	V;ACT	ADJ;NOM
پروان	giltiga	پروان	giltig	V;ACT	ADJ;NOM;PL
پروانجات	bidrag	پروانجات	bidrag	N;NOM;MASC;PL;3	N;NOM;INDF;NEUT;SG
پروانجات	tillstånd	پروانجات	tillstånd	N;NOM;MASC;PL;3	N;NOM;INDF;NEUT;SG
پروانجات	brev	پروانجات	brev	N;NOM;MASC;PL;3	N;NOM;INDF;NEUT;SG
پروانچہ	ordningsföljd	پروانچہ	ordningsföljd	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروانچہ	beställning	پروانچہ	beställning	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروانچہ	ordning	پروانچہ	ordning	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروانچہ	beställa	پروانچہ	beställa	PROPN;NOM;MASC;SG;3	V;NFIN;ACT
پروانچہ	licens	پروانچہ	lic	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروانچی	budbärare	پروانچی	budbärare	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
پروانچی	messenger	پروانچی	messeng	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
پروانگی	ledighet	پروانگی	ledighet	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروانگی	lämna	پروانگی	lämna	PROPN;NOM;MASC;SG;3	V;IMP;FIN;ACT
پروانگی	ordningsföljd	پروانگی	ordningsföljd	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروانگی	beställning	پروانگی	beställning	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروانگی	ordning	پروانگی	ordning	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروانگی	beställa	پروانگی	beställa	PROPN;NOM;MASC;SG;3	V;NFIN;ACT
پروانگی	command	پروانگی	command	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروانگی	kommando	پروانگی	kommando	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
پروانگی	kommandot	پروانگی	kommandod	PROPN;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
پروانگی	ledighet	پروانگی	ledighet	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروانگی	lämna	پروانگی	lämna	PROPN;NOM;MASC;SG;3	V;IMP;FIN;ACT
پروانگی	ordningsföljd	پروانگی	ordningsföljd	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروانگی	beställning	پروانگی	beställning	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروانگی	ordning	پروانگی	ordning	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروانگی	beställa	پروانگی	beställa	PROPN;NOM;MASC;SG;3	V;NFIN;ACT
پروانگی	command	پروانگی	command	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروانگی	kommando	پروانگی	kommando	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
پروانگی	kommandot	پروانگی	kommandod	PROPN;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
پروانگی	tillåtelse	پروانگی	tillåtelse	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروانگی	behörighet	پروانگی	behörighet	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروانگی	tillstånd	پروانگی	tillstånd	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
پروانہ	fullmakt	پروانہ	fullmakt	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروانہ	tillåta	پروانہ	tillåta	PROPN;NOM;MASC;SG;3	V;IMP;FIN;ACT
پروانہ	tillstånd	پروانہ	tillstånd	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
پروانہ	brev	پروانہ	brev	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
پروانہ	bokstav	پروانہ	bokstav	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروانہ	skrivelse	پروانہ	skrivelse	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروانہ	älskarinna	پروانہ	älskarinna	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروانہ	älskare	پروانہ	älskare	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
پروانہ	tjänare	پروانہ	tjänare	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
پروانہ	betjänt	پروانہ	betjänt	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروانہ	licens	پروانہ	lic	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرواہ	tömma	پرواہ	tömma	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
پروائی	behövande	پروائی	behövande	N;NOM;FEM;SG;3	ADJ;NOM;PRS;V.PTCP
پروجن	lust	پروجن	lust	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروجن	önskan	پروجن	önskan	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروجن	åtrå	پروجن	åtrå	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروجن	längtan	پروجن	längtan	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروجن	önskan	پروجن	önskan	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروجن	önskar	پروجن	önska	PROPN;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
پروجن	önska	پروجن	önska	PROPN;NOM;MASC;SG;3	V;IMP;FIN;ACT
پروجن	wish	پروجن	wish	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروجن	ränta	پروجن	ränta	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروجن	räntor	پروجن	ränta	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
پروجن	intresse	پروجن	intresse	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
پروجن	behov	پروجن	behov	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
پروجن	behöver	پروجن	behöva	PROPN;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
پرور	anhängare	پرور	anhängare		N;NOM;INDF;MASC+FEM;PL
پرور	patron	پرور	patron		N;NOM;INDF;MASC+FEM;SG
پرورتن	växling	پرورتن	växling	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرورتن	utväxling	پرورتن	utväxling	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرورتن	exchange	پرورتن	exchange	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرورتن	utbyte	پرورتن	utbyte	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
پرورتن	byteshandel	پرورتن	byteshandel	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروردِگار	providence	پروردِگار	providence	PROPN;NOM;MASC;SG;3	PROPN;NOM
پروردِگار	uppfinnare	پروردِگار	uppfinnare	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروردِگار	gud	پروردِگار	gud	PROPN;NOM;MASC;SG;3	PROPN;NOM
پروردہ	tjänare	پروردہ	tjänare	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
پروردہ	betjänt	پروردہ	betjänt	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروردہ	uppfödda	پروردہ	uppfödd	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL;PST;V.PTCP
پروردہ	stödde	پروردہ	stödje	PROPN;NOM;MASC;SG;3	V;IND;PST;FIN;ACT
پروردہ	stöds	پروردہ	stödja	PROPN;NOM;MASC;SG;3	V;IND;PRS;FIN;PASS
پروردہ	stöttat	پروردہ	stötta	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
پروردہ	stöttade	پروردہ	stötta	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL;PST;V.PTCP
پروردہ	uppfödda	پروردہ	uppfödd	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL;PST;V.PTCP
پروردہ	uppvuxen	پروردہ	uppvuxen	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
پرورِش	främja	پرورِش	främja	PROPN;NOM;MASC;SG;3	V;IMP;FIN;ACT
پرورِش	välvilja	پرورِش	välvilja	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرورِش	support	پرورِش	support	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرورِش	stöd	پرورِش	stöd	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
پرورِش	stötta	پرورِش	stötta	PROPN;NOM;MASC;SG;3	V;NFIN;ACT
پرورِش	stödja	پرورِش	stödja	PROPN;NOM;MASC;SG;3	V;IMP;FIN;ACT
پرورِش	beskydd	پرورِش	beskydd	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
پرورِش	bibehållande	پرورِش	bibehålla	PROPN;NOM;MASC;SG;3	ADJ;NOM;PRS;V.PTCP
پرورِش	underhålls	پرورِش	underhålla	PROPN;NOM;MASC;SG;3	V;IND;FIN;PASS
پرورِش	underhåll	پرورِش	underhåll	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
پرورِش	vänlighet	پرورِش	vänlighet	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پروری	främja	پروری	främja	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
پروسا	serverad	پروسا	serverad	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
پروسا	avtjänat	پروسا	avtjänad	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
پروسا	tjänat	پروسا	tjäna	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
پروسا	serveras	پروسا	servera	PROPN;NOM;MASC;SG;3	V;IND;PRS;FIN;PASS
پروسیا	kypare	پروسیا	kypare	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
پروسیا	servitör	پروسیا	servitör	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پِرونا	pierce	پِرونا	pierce	PROPN;NOM;MASC;SG;3	PROPN;NOM
پروی	duva	پروی	duva	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرویز	värdefullt	پرویز	värdefull	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
پرویز	älskade	پرویز	älskad	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL;PST;V.PTCP
پرویز	precious	پرویز	precious	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
پرویز	dyrbart	پرویز	dyrbar	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
پرویز	dyrbar	پرویز	dyrbar	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
پرویز	raffinerade	پرویز	raffinera	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL;PST;V.PTCP
پرویز	raffinerat	پرویز	raffinerad	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
پرویز	raffinerad	پرویز	raffinera	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
پرویز	odlade	پرویز	odla	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL;PST;V.PTCP
پرویز	tur	پرویز	tur	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرویز	lucky	پرویز	lucky	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرویز	segrande	پرویز	segra	PROPN;NOM;MASC;SG;3	ADJ;NOM
پرویز	glada	پرویز	glad	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
پرویز	grattis	پرویز	grattis	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
پرویز	lycklig	پرویز	lycklig	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
پرویز	nöjd	پرویز	nöjd	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرویز	lyckliga	پرویز	lycklig	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
پرویز	glad	پرویز	glad	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
پرویزن	såll	پرویزن	såll	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
پِرویش	entré	پِرویش	entré	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پِرویش	ingång	پِرویش	ingång	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پِرویش	införsel	پِرویش	införsel	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
پِرویش	inträde	پِرویش	inträde	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
پروین	plejaderna	پروین	plejad	PROPN;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;PL
پرَوین	veta	پرَوین	veta	PROPN;NOM;MASC;SG;3	V;IMP;FIN;ACT
پرَوین	vetskap	پرَوین	vetskap	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرَوین	intelligenta	پرَوین	intelligent	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
پرَوین	intelligent	پرَوین	intelligent	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
پرَوین	förträffligt	پرَوین	förträfflig	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
پرَوین	utmärkt	پرَوین	utmärkt	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
پرَوین	smart	پرَوین	smar	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
پرّہ	sidan	پرّہ	sida	PROPN;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
پرّہ	side	پرّہ	side	PROPN;NOM;MASC;SG;3	PROPN;NOM
پرّہ	sido	پرّہ	sido	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرّہ	kant	پرّہ	kunna	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرّہ	edge	پرّہ	edge	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرّہ	kanten	پرّہ	kant	PROPN;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
پرّہ	gräns	پرّہ	gräns	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرّہ	kant	پرّہ	kunna	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرّہ	border	پرّہ	bord	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرّہ	inramning	پرّہ	inramning	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرّہ	gränsen	پرّہ	gräns	PROPN;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
پرّہ	extremiteter	پرّہ	extremitet	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
پرہلاد	lycka	پرہلاد	lycka	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرہلاد	lyckan	پرہلاد	lycka	PROPN;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
پرہلاد	glädje	پرہلاد	glädje	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرہلاد	joy	پرہلاد	joy	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرہلاد	njutning	پرہلاد	njutning	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پرہلاد	nöje	پرہلاد	nöje	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
پرہیز	temperance	پرہیز	temperance	ADJ	PROPN;NOM
پرہیز	varning	پرہیز	varning	ADJ	N;NOM;INDF;MASC+FEM;SG
پرہیز	försiktighet	پرہیز	försiktighet	ADJ	N;NOM;INDF;MASC+FEM;SG
پرہیز	nykterhet	پرہیز	nykterhet	ADJ	N;NOM;INDF;MASC+FEM;SG
پرہیز	förebygga	پرہیز	förebygga	ADJ	V;IMP;NFIN;ACT
پرہیز	prevention	پرہیز	prevention	ADJ	N;NOM;INDF;MASC+FEM;SG
پرہیز	skötsel	پرہیز	skötsel	ADJ	N;NOM;INDF;MASC+FEM;SG
پرہیز	bryr	پرہیز	bryra	ADJ	V;IMP;FIN;ACT
پرہیز	omsorg	پرہیز	omsorg	ADJ	N;NOM;INDF;MASC+FEM;SG
پرہیز	vård	پرہیز	vård	ADJ	N;NOM;INDF;MASC+FEM;SG
پرہیز	care	پرہیز	care	ADJ	N;NOM;INDF;MASC+FEM;SG
پرہیز	temperance	پرہیز	temperance	ADJ	PROPN;NOM
پرہیز	varning	پرہیز	varning	ADJ	N;NOM;INDF;MASC+FEM;SG
پرہیز	försiktighet	پرہیز	försiktighet	ADJ	N;NOM;INDF;MASC+FEM;SG
پرہیز	avhållsamhet	پرہیز	avhållsamhet	ADJ	N;NOM;INDF;MASC+FEM;SG
پرہیز	nykterhet	پرہیز	nykterhet	ADJ	N;NOM;INDF;MASC+FEM;SG
پرہیز	förebygga	پرہیز	förebygga	ADJ	V;IMP;NFIN;ACT
پرہیز	prevention	پرہیز	prevention	ADJ	N;NOM;INDF;MASC+FEM;SG
پرہیز	skötsel	پرہیز	skötsel	ADJ	N;NOM;INDF;MASC+FEM;SG
پرہیز	bryr	پرہیز	bryra	ADJ	V;IMP;FIN;ACT
پرہیز	omsorg	پرہیز	omsorg	ADJ	N;NOM;INDF;MASC+FEM;SG
پرہیز	vård	پرہیز	vård	ADJ	N;NOM;INDF;MASC+FEM;SG
پرہیز	care	پرہیز	care	ADJ	N;NOM;INDF;MASC+FEM;SG
پری	älskarinna	پری	älskarinna	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پری	älskare	پری	älskare	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
پری	älskade	پری	älskad	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL;PST;V.PTCP
پری	älskad	پری	älskad	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
پری	peri	پری	peri	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پری	älskarinna	پری	älskarinna	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پری	älskare	پری	älskare	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
پری	fe	پری	fe	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پری	älva	پری	älva	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پری	älskade	پری	älskad	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL;PST;V.PTCP
پری	älskad	پری	älskad	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
پری	peri	پری	peri	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
پُری	byn	پُری	byn	ADJ	N;NOM;DEF;MASC+FEM;SG
پُری	by	پُری	by	ADJ	N;NOM;INDF;MASC+FEM;SG
پُری	village	پُری	village	ADJ	N;NOM;INDF;NEUT;SG
پُری	town	پُری	town	ADJ	N;NOM;INDF;MASC+FEM;SG
پُری	stad	پُری	stad	ADJ	N;NOM;INDF;MASC+FEM;SG
پُری	staden	پُری	stad	ADJ	N;NOM;DEF;MASC+FEM;SG
پُری	boning	پُری	boning	ADJ	N;NOM;INDF;MASC+FEM;SG
پُری	fyllning	پُری	fyllning	ADJ	N;NOM;INDF;MASC+FEM;SG
پُری	påfyllning	پُری	påfyllning	ADJ	N;NOM;INDF;MASC+FEM;SG
پُری	fylla	پُری	fylla	ADJ	V;IMP;FIN;ACT
پرے	bortom	پرا	bortom	V;PFV;MASC;SG;V.PTCP;ACT	ADP
پرے	iväg	پرا	iväg	V;PFV;MASC;SG;V.PTCP;ACT	ADV
پرے	bort	پرا	bort	V;PFV;MASC;SG;V.PTCP;ACT	ADV
پرے	away	پرا	away	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
پرِیّا	härligt	پرِیّا	härlig	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
پرِیّا	ljuvlig	پرِیّا	ljuvlig	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
پرِیّا	ljuvliga	پرِیّا	ljuvlig	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
پرِیّا	underbart	پرِیّا	underbar	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
پرِیّا	härlig	پرِیّا	härlig	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
پرِیّا	ljuvligt	پرِیّا	ljuvlig	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
پریاگ	altaret	پریاگ	altar	PROPN;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
پریاگ	altare	پریاگ	alt	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
پریاگ	indiska	پریاگ	indisk	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
