در	vrata	در	vrata	ADP	N;NOM;NEUT;PL
مسکونی	stanovanjskih	None	stanovanjski	N;SG	ADJ;GEN;MASC;PL
مسکونی	stanovanjski	None	stanovanjski	N;SG	ADJ;NOM;MASC;PL
کار	dela	کار	delo	N;SG	N;NOM;NEUT;PL
کار	dela	کار	delo	N;SG	N;NOM;NEUT;PL
کار	delovna	کار	deloven	N;SG	ADJ;NOM;FEM;SG
کار	delovno	کار	deloven	N;SG	ADJ;NOM;NEUT;SG
کار	delovni	کار	deloven	N;SG	ADJ;NOM;DEF;MASC;SG
بازیگران	snemanje	بازیگر	snemanje	N;PL	N;NOM;NEUT;SG
روی	roy	رو	roy	ADP	N;NOM;MASC;SG
روی	cinkov	رو	cinek	ADP	N;NOM;MASC;SG
روی	cink	رو	cink	ADP	N;NOM;MASC;SG
روی	cinka	رو	cinka	ADP	N;GEN;MASC;SG
مرکز	osrednje	مرکز	osrednji	N;SG	ADJ;NOM;NEUT;SG
مرکز	centralne	مرکز	centralen	N;SG	ADJ;NOM;FEM;PL
مرکز	centralno	مرکز	centralno	N;SG	ADJ;NOM;NEUT;SG
مرکز	osrednji	مرکز	osrednji	N;SG	ADJ;NOM;DEF;MASC;SG
مرکز	centralni	مرکز	centralen	N;SG	ADJ;NOM;DEF;MASC;SG
شرکت	podjetniški	شرکت	podjetniški	N;SG	ADJ;NOM;MASC;SG
مقاله	členi	مقاله	člen	N;SG	N;NOM;MASC;PL
مقاله	članki	مقاله	članek	N;SG	N;NOM;MASC;PL
مقاله	izdelki	مقاله	izdelek	N;SG	N;NOM;MASC;PL
تیم	ekipno	تیم	ekipno	N;SG	ADJ;NOM;NEUT;SG
مرد	moški	مرد	moški	N;SG	N;NOM;MASC;PL
انگلیسی	angleško	انگلیسی	angleško	N;SG	ADV
انگلیسی	angleži	انگلیسی	anglež	N;SG	N;NOM;MASC;PL
انگلیسی	angleški	انگلیسی	angleški	N;SG	ADJ;NOM;MASC;SG
نظر	mnenja	نظر	mnenje	N;SG	N;NOM;NEUT;PL
جهانی	mednarodne	جهانی	mednaroden	N;SG	ADJ;NOM;FEM;PL
جهانی	mednarodni	جهانی	mednaroden	N;SG	ADJ;NOM;MASC;SG
جهانی	mednarodna	جهانی	mednaroden	N;SG	ADJ;NOM;FEM;SG
جهانی	mednarodno	جهانی	mednaroden	N;SG	ADJ;NOM;NEUT;SG
جهانی	univerzalno	جهانی	univerzalno	N;SG	ADJ;NOM;NEUT;SG
جهانی	univerzalnih	جهانی	univerzalen	N;SG	ADJ;GEN;MASC;PL
جهانی	univerzalni	جهانی	univerzalen	N;SG	ADJ;NOM;MASC;SG
جهانی	univerzalne	جهانی	univerzalen	N;SG	ADJ;NOM;FEM;PL
جهانی	univerzalna	جهانی	univerzalen	N;SG	ADJ;NOM;FEM;SG
جهانی	svetovna	جهانی	svetoven	N;SG	ADJ;NOM;FEM;SG
جهانی	globalni	جهانی	globalen	N;SG	ADJ;NOM;MASC;SG
جهانی	globalno	جهانی	globalen	N;SG	ADV
جهانی	svetovno	جهانی	svetoven	N;SG	ADJ;NOM;NEUT;SG
جهانی	svetovna	جهانی	svetoven	N;SG	ADJ;NOM;FEM;SG
جهانی	svetovno	جهانی	svetoven	N;SG	ADJ;NOM;NEUT;SG
جهانی	world	جهانی	world	N;SG	
همچنین	tudi	همچنین	tudi	CONJ	PART
همچنین	preveč	همچنین	preveč	CONJ	DET
زندگی	živeti	زندگی	živeti	N;SG	V;IPFV;NFIN
زندگی	živel	زندگی	živeti	N;SG	V;IPFV;MASC;SG;V.PTCP
زندگی	živela	زندگی	živeti	N;SG	V;IPFV;FEM;SG;V.PTCP
زندگی	life	زندگی	life	N;SG	
زن	ženski	زن	ženski	N;SG	ADJ;NOM;MASC;SG
زیر	spodaj	زیر	spodaj	ADP	ADV
زیر	pod	زیر	pod	ADP	
آنها	njimi	آن	on	PRO;PL	PRO;DAT;MASC;PL;3
آنها	jih	آن	on	PRO;PL	PRO;ACC;MASC;PL;3
آنها	njih	آن	on	PRO;PL	PRO;GEN;MASC;PL;3
آنها	so	آن	biti	PRO;PL	V;IND;PL;3;POS;PRS;FIN
بازی	tekme	بازی	tekma	N;SG	N;NOM;FEM;PL
بازی	igre	بازی	igra	N;SG	N;NOM;FEM;PL
بازی	igrah	بازی	igra	N;SG	N;ESS;FEM;PL
بازی	igrice	بازی	igrica	N;SG	N;NOM;FEM;PL
بازی	iger	بازی	igra	N;SG	N;GEN;FEM;PL
بازی	igraj	بازی	igraj	N;SG	V;IPFV;IMP;SG;2;FIN
فرانسه	francosko	فرانسه	francoski	N;SG	ADJ;NOM;NEUT;SG
فرانسه	francoska	فرانسه	francoski	N;SG	ADJ;NOM;FEM;SG
فرانسه	francoski	فرانسه	francoski	N;SG	ADJ;NOM;DEF;MASC;SG
جنگ	vojne	جنگ	vojna	N;SG	N;NOM;FEM;PL
باید	mora	بایست#باید	morati	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
دست	roke	دست	roka	N;SG	N;NOM;FEM;PL
دست	roki	دست	roka	N;SG	N;NOM;FEM;DU
های	hai	ها	haša	N;PL	
توابع	funkcije	توابع	funkcija	N;SG	N;NOM;FEM;PL
توابع	funkcij	توابع	funkcija	N;SG	N;GEN;FEM;PL
کتاب	knjige	کتاب	knjiga	N;SG	N;NOM;FEM;PL
کتاب	knjig	کتاب	knjiga	N;SG	N;GEN;FEM;PL
آلمان	nemško	آلمان	nemški	N;SG	ADJ;NOM;NEUT;SG
آلمان	nemška	آلمان	nemški	N;SG	ADJ;NOM;FEM;SG
آلمان	nemški	آلمان	nemški	N;SG	ADJ;NOM;DEF;MASC;SG
آلمان	nemčija	آلمان	nemčija	N;SG	PROPN;NOM;FEM;SG
سطح	stopnje	سطح	stopnja	N;SG	N;NOM;FEM;PL
سطح	nivoji	سطح	nivo	N;SG	N;NOM;MASC;PL
اصلی	main	اصلی	main	ADJ	
اصلی	izvirnik	اصلی	izvirnik	ADJ	N;NOM;MASC;SG
اصلی	original	اصلی	original	ADJ	N;NOM;MASC;SG
اصلی	primarno	اصلی	primaren	ADJ	ADV
المپیک	olimpijski	المپیک	olimpijski	N;SG	ADJ;NOM;MASC;PL
اول	najprej	اول	najprej	ADJ	ADV;RL
سه	three	سه	three	NUM	
مرکزی	središčem	مرکزی	središče	ADJ	N;DAT;NEUT;PL
ایالت	državno	ایالت	državen	N;SG	ADJ;NOM;NEUT;SG
فارسی	perzijski	فارسی	perzijski	N;SG	ADJ;NOM;MASC;SG
بین	bean	بین	bean	ADP	N;NOM;MASC;SG
انگلستان	england	انگلستان	england	N;SG	PROPN;NOM;MASC;SG
گروه	skupinsko	گروه	skupinski	N;SG	ADJ;NOM;NEUT;SG
گروه	skupinski	گروه	skupinski	N;SG	ADJ;NOM;MASC;SG
گروه	skupinska	گروه	skupinski	N;SG	ADJ;NOM;FEM;SG
بیشتر	večina	بیش	večina	ADJ;CMPR	N;NOM;FEM;SG
بیشتر	večini	بیش	večina	ADJ;CMPR	N;DAT;FEM;SG
بیشتر	največ	بیش	največ	ADJ;CMPR	DET
بیشتر	najbolj	بیش	najbolj	ADJ;CMPR	ADV;RL
بیشتر	več	بیش	več	ADJ;CMPR	DET
بیشتر	bolj	بیش	bolj	ADJ;CMPR	ADV;CMPR
جنوبی	južna	جنوبی	južen	N;SG	ADJ;NOM;FEM;SG
جنوبی	južno	جنوبی	južen	N;SG	ADV
جنوبی	južni	جنوبی	južen	N;SG	ADJ;NOM;MASC;SG
جنوبی	južno	جنوبی	južen	N;SG	ADV
جنوبی	južna	جنوبی	južen	N;SG	ADJ;NOM;FEM;SG
روز	day	روز	day	N;SG	
روز	podnevi	روز	podneva	N;SG	ADV
جمهوری	republike	جمهوری	republika	N;SG	N;NOM;FEM;PL
داد	dodd	داد#ده	dodd	V;SG;3;PST	N;NOM;MASC;SG
بسیار	številni	بسیار	številen	ADV	ADJ;NOM;MASC;PL
بسیار	mnogi	بسیار	mnog	ADV	DET;NOM;MASC;PL
بسیار	veliko	بسیار	veliko	ADV	DET
بسیار	much	بسیار	much	ADV	N;NOM;MASC;SG
بسیار	veliko	بسیار	veliko	ADV	DET
روستایی	podeželski	روستایی	podeželski	N;SG	ADJ;NOM;MASC;SG
روستایی	podeželske	روستایی	podeželski	N;SG	ADJ;NOM;FEM;PL
روستایی	podeželska	روستایی	podeželski	N;SG	ADJ;NOM;FEM;SG
روستایی	kmečka	روستایی	kmečki	N;SG	ADJ;NOM;FEM;SG
آمار	statistike	آمار	statistika	N;SG	N;NOM;FEM;PL
فعالیت	dejavnosti	فعالیت	dejavnost	N;SG	N;NOM;FEM;PL
فعالیت	aktivnosti	فعالیت	aktivnost	N;SG	N;NOM;FEM;PL
زاده	rojen	زاده	rojen	N;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
زاده	rojena	زاده	rojen	N;SG	ADJ;NOM;FEM;SG;V.PTCP
زاده	rojene	زاده	rojen	N;SG	ADJ;NOM;FEM;PL;V.PTCP
زاده	rojeni	زاده	rojen	N;SG	ADJ;NOM;MASC;PL;V.PTCP
زاده	rodil	زاده	roditi	N;SG	V;MASC;SG;V.PTCP
محمد	mohammad	محمد	mohammad	N;SG	N;NOM;MASC;DU
بریتانیا	britanski	None	britanski	N;SG	ADJ;NOM;MASC;SG
بریتانیا	britanci	None	britanec	N;SG	N;NOM;MASC;PL
بریتانیا	britansko	None	britanski	N;SG	ADJ;NOM;NEUT;SG
مانند	kot	مانند	kot	ADV	CONJ
چند	multi	چند	multa	ADJ	N;NOM;MASC;SG
شمالی	severna	شمالی	severen	N;SG	ADJ;NOM;FEM;SG
شمالی	severni	شمالی	severen	N;SG	ADJ;NOM;DEF;MASC;SG
شمالی	severno	شمالی	severen	N;SG	ADV
شمالی	severna	شمالی	severen	N;SG	ADJ;NOM;FEM;SG
شمالی	severno	شمالی	severen	N;SG	ADV
شمالی	severni	شمالی	severen	N;SG	ADJ;NOM;DEF;MASC;SG
شمالی	severne	شمالی	severen	N;SG	ADJ;NOM;FEM;PL
ایرانی	perzijski	ایرانی	perzijski	N;SG	ADJ;NOM;MASC;SG
ایرانی	iranski	ایرانی	iranski	N;SG	ADJ;NOM;MASC;SG
ایرانی	iransko	ایرانی	iranski	N;SG	ADJ;NOM;NEUT;SG
اطلاعات	info	اطلاع	info	N;PL	N;NOM;MASC;SG
اطلاعات	obveščanje	اطلاع	obveščanje	N;PL	N;NOM;NEUT;SG
اطلاعات	informacija	اطلاع	informacija	N;PL	N;NOM;FEM;SG
اطلاعات	podatek	اطلاع	podatek	N;PL	N;NOM;MASC;SG
ایجاد	ustvarjati	ایجاد	ustvarjati	N;SG	V;IPFV;NFIN
ایجاد	ustvariti	ایجاد	ustvariti	N;SG	V;PFV;NFIN
ایجاد	ustvari	ایجاد	ustvariti	N;SG	V;PFV;IND;SG;3;PRS;FIN
ایجاد	ustvari	ایجاد	ustvariti	N;SG	V;PFV;IND;SG;3;PRS;FIN
مردم	ljudje	مردم	človek	N;SG	N;NOM;MASC;PL
مردم	osebe	مردم	oseba	N;SG	N;NOM;FEM;PL
مردم	ljudi	مردم	človek	N;SG	N;ACC;MASC;PL
دلیل	razlogi	دلیل	razlog	N;SG	N;NOM;MASC;PL
دور	daleč	دور	daleč	ADP	ADV
دور	stran	دور	stran	ADP	N;NOM;FEM;SG
اولین	evelyn	اولین	evelyn	ADJ;RL	N;NOM;FEM;SG
بار	obremenitve	بار	obremenitev	N;SG	N;NOM;FEM;PL
بار	naloži	بار	nalož	N;SG	V;PFV;IND;SG;3;PRS;FIN
شما	si	شما	biti	PRO;PL;2	V;IND;SG;2;POS;PRS;FIN
شما	tvoje	شما	tvoj	PRO;PL;2	DET;NOM;NEUT;SG;1
شما	tvoji	شما	tvoj	PRO;PL;2	DET;NOM;MASC;SG;1
شما	vaš	شما	vaš	PRO;PL;2	DET;NOM;MASC;SG;2
شما	tvoj	شما	tvoj	PRO;PL;2	DET;NOM;MASC;SG;1
شما	tvoja	شما	tvoj	PRO;PL;2	DET;NOM;FEM;SG;1
شما	vaša	شما	vaš	PRO;PL;2	DET;NOM;FEM;SG;2
برابر	enaka	برابر	enak	ADP	DET;NOM;FEM;SG
برابر	enaki	برابر	enak	ADP	DET;NOM;MASC;PL
برابر	enako	برابر	enako	ADP	ADV
تولید	ustvari	تولید	ustvariti	N;SG	V;PFV;IND;SG;3;PRS;FIN
تپه	hill	تپه	hill	N;SG	PROPN;NOM;MASC;SG
تنها	sama	تنها	sam	ADV	ADJ;NOM;FEM;SG
تنها	sami	تنها	sam	ADV	ADJ;NOM;MASC;PL
تنها	sam	تنها	samo	ADV	PART
تنها	le	تنها	le	ADV	PART
تنها	samo	تنها	samo	ADV	PART
تنها	osamljeno	تنها	osamljen	ADV	ADJ;NOM;NEUT;SG;V.PTCP
تنها	osamljena	تنها	osamljen	ADV	ADJ;NOM;FEM;SG;V.PTCP
تنها	osamljeni	تنها	osamljen	ADV	ADJ;NOM;MASC;PL;V.PTCP
تنها	osamljen	تنها	osamljen	ADV	ADJ;NOM;INDF;MASC;SG;V.PTCP
شرقی	vzhodni	شرقی	vzhoden	N;SG	ADJ;NOM;DEF;MASC;SG
شرقی	vzhodna	شرقی	vzhoden	N;SG	ADJ;NOM;FEM;SG
شرقی	vzhodno	شرقی	vzhoden	N;SG	ADV
شرقی	oriental	شرقی	orientati	N;SG	V;PFV;MASC;SG;V.PTCP
شرقی	vzhodni	شرقی	vzhoden	N;SG	ADJ;NOM;DEF;MASC;SG
شرقی	vzhodna	شرقی	vzhoden	N;SG	ADJ;NOM;FEM;SG
شرقی	vzhodno	شرقی	vzhoden	N;SG	ADV
برخی	nekatere	برخی	nekateri	PRO	DET;NOM;FEM;PL
برخی	nekaterim	برخی	nekateri	PRO	DET;DAT;MASC;PL
برخی	nekateri	برخی	nekateri	PRO	DET;NOM;MASC;PL
برخی	neki	برخی	nek	PRO	DET;NOM;MASC;SG
جهان	svetovna	جهان	svetoven	N;SG	ADJ;NOM;FEM;SG
جهان	svetovno	جهان	svetoven	N;SG	ADJ;NOM;NEUT;SG
جهان	world	جهان	world	N;SG	
ها	huh	None	huha	N;SG	
ها	hmmm	None	hmeti	N;SG	
ارتفاع	višine	ارتفاع	višina	N;SG	N;NOM;FEM;PL
کشف	odkrila	کشف	odkriti	N;SG	V;PFV;FEM;SG;V.PTCP
کشف	odkril	کشف	odkriti	N;SG	V;PFV;MASC;SG;V.PTCP
کشف	odkrite	کشف	odkriti	N;SG	ADJ;NOM;FEM;PL
کشف	odkrita	کشف	odkriti	N;SG	ADJ;NOM;FEM;SG;V.PTCP
کشف	odkrili	کشف	odkriti	N;SG	V;PFV;MASC;PL;V.PTCP
کشف	odkrit	کشف	odkrit	N;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
کشف	odkriti	کشف	odkriti	N;SG	V;PFV;NFIN
کشف	odkrili	کشف	odkriti	N;SG	V;PFV;MASC;PL;V.PTCP
کشف	discovery	کشف	discovery	N;SG	PROPN;NOM;MASC;SG
حذف	odstrani	حذف	odstran	N;SG	V;PFV;IND;SG;3;PRS;FIN
تلویزیونی	televizijo	تلویزیونی	televizija	ADJ	N;ACC;FEM;SG
تلویزیونی	televizija	تلویزیونی	televizija	ADJ	N;NOM;FEM;SG
غربی	zahod	غربی	zahod	ADJ	N;NOM;MASC;SG
غربی	zahodno	غربی	zahodno	ADJ	ADV
غربی	western	غربی	western	ADJ	
غربی	zahodno	غربی	zahodno	ADJ	ADV
گرفته	slikano	گرفت#گیر	slikan	V;SG;3;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
دوران	dobe	دوره	doba	N;SG	N;NOM;FEM;PL
دوران	obdobja	دوره	obdobje	N;SG	N;NOM;NEUT;PL
شامل	vključi	شامل	vključiti	ADJ	V;PFV;IND;SG;3;PRS;FIN
شامل	vključuje	شامل	vključevati	ADJ	V;IPFV;IND;SG;3;PRS;FIN
بهترین	best	به	best	ADJ;RL	
دولت	državno	دولت	državen	N;SG	ADJ;NOM;NEUT;SG
دولت	vladna	دولت	vladen	N;SG	ADJ;NOM;FEM;SG
دولت	vladno	دولت	vladen	N;SG	ADJ;NOM;NEUT;SG
دولت	vladni	دولت	vladen	N;SG	ADJ;NOM;MASC;SG
دولت	vlade	دولت	vlada	N;SG	N;NOM;FEM;PL
همراه	mobilna	همراه	mobilen	ADP	ADJ;NOM;FEM;SG
همراه	mobilni	همراه	mobilen	ADP	ADJ;NOM;MASC;SG
همراه	mobilnih	همراه	mobilen	ADP	ADJ;GEN;MASC;PL
همراه	mobilno	همراه	mobilen	ADP	ADJ;NOM;NEUT;SG
همراه	povezavi	همراه	povezava	ADP	N;DAT;FEM;SG
همراه	spremljevalni	همراه	spremljevalen	ADP	ADJ;NOM;MASC;SG
همراه	spremljevalne	همراه	spremljevalen	ADP	ADJ;NOM;FEM;PL
همراه	spremni	همراه	spremeniti	ADP	ADJ;NOM;DEF;MASC;SG
چپ	levi	چپ	lev	N;SG	ADJ;NOM;MASC;SG
چپ	levo	چپ	levo	N;SG	ADV
چپ	leva	چپ	lev	N;SG	ADJ;NOM;FEM;SG
ایتالیا	italia	ایتالیا	italia	N;SG	PROPN;NOM;MASC;SG
ایتالیا	italijanske	ایتالیا	italijanski	N;SG	ADJ;NOM;FEM;PL
ایتالیا	italijanski	ایتالیا	italijanski	N;SG	ADJ;NOM;MASC;SG
ایتالیا	italijansko	ایتالیا	italijanski	N;SG	ADJ;NOM;NEUT;SG
ایتالیا	italijanska	ایتالیا	italijanski	N;SG	ADJ;NOM;FEM;SG
تحت	pod	تحت	pod	ADP	
آغاز	začni	آغاز	začeti	N;SG	V;PFV;IMP;SG;2;FIN
کشتی	ladje	کشتی	ladja	N;SG	N;NOM;FEM;PL
توجه	pozor	توجه	pozor	N;SG	
بن	bena	بن	bena		N;NOM;MASC;SG
بن	ben	بن	ben		
همه	vsi	همه	ves	PRO	DET;NOM;MASC;PL
همه	vsi	همه	ves	PRO	DET;NOM;MASC;PL
همه	vsem	همه	ves	PRO	DET;DAT;MASC;PL
همه	vse	همه	ves	PRO	DET;NOM;NEUT;SG
همه	vseh	همه	ves	PRO	DET;GEN;MASC;PL
همه	vsi	همه	ves	PRO	DET;NOM;MASC;PL
کوچک	manjše	کوچک	majhen	ADJ	ADJ;NOM;CMPR;NEUT;SG
کوچک	manjši	کوچک	majhen	ADJ	ADJ;NOM;DEF;CMPR;MASC;SG
کوچک	manjša	کوچک	majhen	ADJ	ADJ;NOM;CMPR;FEM;SG
ژاپن	japonska	ژاپن	japonski	N;SG	ADJ;NOM;FEM;SG
ژاپن	japonsko	ژاپن	japonski	N;SG	ADJ;NOM;NEUT;SG
رسمی	uradnik	رسمی	uradnik	ADJ	N;NOM;MASC;SG
رسمی	uradno	رسمی	uradno	ADJ	ADV
رسمی	formalno	رسمی	formalno	ADJ	ADV
ماه	meseci	ماه	mesec	N;SG	N;NOM;MASC;PL
ماه	mesece	ماه	mesec	N;SG	N;ACC;MASC;PL
ماه	mesecev	ماه	mesec	N;SG	N;GEN;MASC;PL
ماه	moon	ماه	moon	N;SG	PROPN;NOM;MASC;SG
تابستانی	poletna	تابستانی	poleten	N;SG	ADJ;NOM;FEM;SG
تابستانی	poletni	تابستانی	poleten	N;SG	ADJ;NOM;DEF;MASC;SG
تابستانی	poletno	تابستانی	poleten	N;SG	ADJ;NOM;NEUT;SG
تابستانی	poleti	تابستانی	poleti	N;SG	ADV
چون	kdaj	چون	kdaj	CONJ	ADV
تغییر	spreminja	تغییر	spreminjati	N;SG	V;IPFV;IND;SG;3;PRS;FIN
تغییر	spremeni	تغییر	spremeniti	N;SG	V;PFV;IND;SG;3;PRS;FIN
تغییر	spremembe	تغییر	sprememba	N;SG	N;NOM;FEM;PL
تغییر	spremeni	تغییر	spremeniti	N;SG	V;PFV;IND;SG;3;PRS;FIN
شکل	oblike	شکل	oblika	N;SG	N;NOM;FEM;PL
شکل	forme	شکل	forma	N;SG	N;NOM;FEM;PL
شکل	oblikovano	شکل	oblikovan	N;SG	ADJ;NOM;NEUT;SG;V.PTCP
شکل	oblikovan	شکل	oblikovan	N;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
درخواست	zahteva	درخواست	zahtevati	N;SG	V;IND;SG;3;PRS;FIN
کیلومتر	kilometre	کیلومتر	kilometer	N;SG	N;ACC;MASC;PL
کیلومتر	kilometrov	کیلومتر	kilometer	N;SG	N;GEN;MASC;PL
کیلومتر	kilometri	کیلومتر	kilometer	N;SG	N;NOM;MASC;PL
کیلومتر	kilometre	کیلومتر	kilometer	N;SG	N;ACC;MASC;PL
کیلومتر	kilometrov	کیلومتر	kilometer	N;SG	N;GEN;MASC;PL
کیلومتر	kilometri	کیلومتر	kilometer	N;SG	N;NOM;MASC;PL
گردشگری	turistična	گردشگری	turističen	N;SG	ADJ;NOM;FEM;SG
گردشگری	turistični	گردشگری	turističen	N;SG	ADJ;NOM;MASC;SG
گردشگری	turistične	گردشگری	turističen	N;SG	ADJ;NOM;FEM;PL
گردشگری	turistično	گردشگری	turističen	N;SG	ADJ;NOM;NEUT;SG
گردشگری	znamenitosti	گردشگری	znamenitost	N;SG	N;NOM;FEM;PL
شهری	mestna	شهر	mesten	N;SG	ADJ;NOM;FEM;SG
شهری	urbana	شهر	urban	N;SG	ADJ;NOM;FEM;SG
شهری	mestne	شهر	mesten	N;SG	ADJ;NOM;FEM;PL
شهری	občinski	شهر	občinski	N;SG	ADJ;NOM;MASC;SG
شهری	city	شهر	city	N;SG	PROPN;NOM;MASC;SG
روسیه	ruska	روسیه	ruski	N;SG	ADJ;NOM;FEM;SG
روسیه	ruski	روسیه	ruski	N;SG	ADJ;NOM;DEF;MASC;SG
روسیه	rusko	روسیه	ruski	N;SG	ADJ;NOM;NEUT;SG
نخستین	najprej	نخستین	najprej	ADJ;RL	ADV;RL
شاه	king	شاه	king	N;SG	
جنوب	južna	جنوب	južen	N;SG	ADJ;NOM;FEM;SG
