של	shel	של	shel	PART;GEN	
מה	hvad	מה	hvad	ADV	PRO;SG
העולם	world	העולם	world		
העולם	verden	העולם	verden		N;INDF;MASC+FEM;SG
העיר	town	העיר	town	V;MASC;SG;3;PST;ACT	N;INDF;MASC+FEM;SG
העיר	byen	העיר	by	V;MASC;SG;3;PST;ACT	N;DEF;MASC+FEM;SG
העיר	by	העיר	by	V;MASC;SG;3;PST;ACT	N;INDF;MASC+FEM;SG
העיר	city	העיר	city	V;MASC;SG;3;PST;ACT	
העיר	byen	העיר	by	V;MASC;SG;3;PST;ACT	N;DEF;MASC+FEM;SG
העיר	storby	העיר	storby	V;MASC;SG;3;PST;ACT	N;INDF;MASC+FEM;SG
העיר	by	העיר	by	V;MASC;SG;3;PST;ACT	N;INDF;MASC+FEM;SG
כן	ja	כן	ja	ADV	INTJ
כן	ja	כן	ja	ADV	INTJ
שנים	år	שנה	år	N;FEM;PL	N;INDF;NEUT;SG
אף	snude	אף	snude	CONJ	N;INDF;MASC+FEM;SG
אף	næsen	אף	næse	CONJ	N;DEF;MASC+FEM;SG
אף	næse	אף	næse	CONJ	N;INDF;MASC+FEM;SG
אף	eff	אף	eff	CONJ	
רבים	mange	רב	mange	V;MASC;PL;V.PTCP;ACT	ADJ;PL
רבים	flertal	רב	flertal	V;MASC;PL;V.PTCP;ACT	N;INDF;NEUT;SG
בה	hende	ב	hun		PRO;ACC;MASC+FEM;SG;3
בה	hendes	ב	hendes		DET;3
אין	ingen	None	ingen	ADV;NEG	PRO;MASC+FEM;SG
אביב	aviv	אביב	aviv	N;MASC;SG	PROPN
במאי	may	במאי	may	N;MASC;SG	
במאי	kan	במאי	kunne	N;MASC;SG	V;IND;PRS;FIN;ACT
נולד	born	נולד	born	V;MASC;SG;3;PST;MID	
נולד	fødte	נולד	føde	V;MASC;SG;3;PST;MID	V;IND;PST;FIN;ACT
הערות	kommenterer	הערה	kommentere	N;FEM;PL	V;IND;PRS;FIN;ACT
חלק	jævn	חלק	jævn	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
חלק	glatte	חלק	glatte	N;MASC;SG	ADJ;PL
חלק	glat	חלק	glat	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
לפני	inden	לפני	inden	ADP	ADV
לפני	før	לפני	før	ADP	ADV
אחת	et	אחת	en	NUM;FEM;SG	PRO;NEUT;SG
אחת	en	אחת	en	NUM;FEM;SG	PRO;MASC+FEM;SG
אחת	én	אחת	en	NUM;FEM;SG	PRO;MASC+FEM;SG
ביולי	juli	ביולי	juli	PROPN	N;INDF;MASC+FEM;SG
שוליים	fringe	שול	fringe	N;MASC;PL	N;INDF;MASC+FEM;SG
שוליים	margen	שול	marg	N;MASC;PL	N;DEF;MASC+FEM;SG
שוליים	margin	שול	margin	N;MASC;PL	N;INDF;MASC+FEM;SG
באוקטובר	oktober	באוקטובר	oktober	PROPN	N;INDF;MASC+FEM;SG
באוקטובר	olt	באוקטובר	olt	PROPN	
בשם	opkaldt	בשם	opkalde		V;INDF;SG;PST;V.PTCP
בשם	navngivet	בשם	navngivet		V;INDF;SG;PST;V.PTCP
בשם	navngivne	בשם	navngivet		ADJ;PL
במקום	istedet	במקום	istedet	ADP	ADV
אותה	hendes	None	hendes	PRO;ACC;FEM;SG;3	DET;3
החל	begyndte	None	begynde	ADP	V;IND;PST;FIN;ACT
החל	begynder	None	begynde	ADP	V;IND;PRS;FIN;ACT
החל	start	None	start	ADP	N;INDF;MASC+FEM;SG
החל	startende	None	starte	ADP	V;PRS;V.PTCP
החל	starter	None	starte	ADP	V;IND;PRS;FIN;ACT
הרב	herb	הרב	herb		
מן	manna	מן	manna	ADP	
בינואר	januar	בינואר	januar		N;INDF;MASC+FEM;SG
במרץ	marts	במרץ	marts	PROPN	N;INDF;MASC+FEM;SG
במרץ	march	במרץ	march	PROPN	N;INDF;MASC+FEM;SG
במרץ	marchere	במרץ	marcher	PROPN	V;NFIN;ACT
ראש	head	ראש	head	N;MASC;SG	
ראש	rush	ראש	rush	N;MASC;SG	
ראש	sus	ראש	sus	N;MASC;SG	
חיים	liv	חיים	liv	PROPN	N;INDF;NEUT;SG
חיים	livet	חיים	liv	PROPN	N;DEF;NEUT;SG
חיים	livstid	חיים	livstid	PROPN	N;INDF;MASC+FEM;SG
חיים	life	חיים	life	PROPN	
חיים	chaim	חיים	chaim	PROPN	
חיים	haim	חיים	haim	PROPN	
המאה	århundrede	המאה	århundrede		N;INDF;NEUT;SG
בנובמבר	november	בנובמבר	november	ADV	N;INDF;MASC+FEM;SG
בדצמבר	december	בדצמבר	december	PROPN	N;INDF;MASC+FEM;SG
לי	lee	ל	lee		
תל	tel	תל	tel	N;MASC;SG	
בבית	hjem	בבית	hjem		ADV
בבית	hjemme	בבית	hjemme		ADV
בבית	startside	בבית	startside		N;INDF;MASC+FEM;SG
בבית	hjemad	בבית	hjemad		ADV
בבית	home	בבית	home		
בפברואר	februar	בפברואר	februar	ADV	N;INDF;MASC+FEM;SG
אחר	andre	אחר	anden	ADP	PRO;PL
אחר	andet	אחר	anden	ADP	PRO;NEUT;SG
אחר	else	אחר	else	ADP	
בני	benny	בני	benny	PROPN	
בני	søn	בני	søn	PROPN	N;INDF;MASC+FEM;SG
ללא	uden	ללא	uden	ADP	ADV
שונים	forskelligt	שונה	forskelligt	ADJ;MASC;PL	ADV
שונים	forskellig	שונה	forskellig	ADJ;MASC;PL	ADJ;INDF;MASC+FEM;SG
אדם	menneskeligt	אדם	menneskelig	N;MASC;SG	ADJ;INDF;NEUT;SG
אדם	menneskelige	אדם	menneskelig	N;MASC;SG	ADJ;PL
אדם	menneskelig	אדם	menneskelig	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
כלל	regel	כלל	regel	ADV	N;INDF;MASC+FEM;SG
כלל	reglen	כלל	regel	ADV	N;DEF;MASC+FEM;SG
עוד	flere	עוד	mange	ADV	ADJ;CMPR;PL
דבר	ting	דבר	ting	N;MASC;SG	N;INDF;MASC+FEM;PL
דבר	tal	דבר	tal	N;MASC;SG	N;INDF;NEUT;PL
אחרים	andre	אחר	anden	ADJ;MASC;PL	PRO;PL
אחרים	andet	אחר	anden	ADJ;MASC;PL	PRO;NEUT;SG
אחרים	andre	אחר	anden	ADJ;MASC;PL	PRO;PL
ספר	book	ספר	book	N;MASC;SG	V;IMP
ספר	fortæl	ספר	fortæl	N;MASC;SG	V;IMP
נגד	imod	נגד	imod	ADP	ADV
נגד	mod	נגד	mod	ADP	N;INDF;NEUT;SG
לה	hende	ל	hun		PRO;ACC;MASC+FEM;SG;3
לה	hendes	ל	hendes		DET;3
אחרי	efter	אחרי	efter	ADP	ADV
אולם	dog	אולם	dog	CONJ	ADV
אולם	imidlertid	אולם	imidlertid	CONJ	ADV
יום	hume	יום	hume	N;MASC;SG	
אלה	ella	אלה	ella	PRO;MASC;PL;3	
אלה	gudinden	אלה	gudinde	PRO;MASC;PL;3	N;DEF;MASC+FEM;SG
אלה	gudinde	אלה	gudinde	PRO;MASC;PL;3	N;INDF;MASC+FEM;SG
כיום	aktuelt	כיום	aktuel	ADV	ADJ;INDF;NEUT;SG
ירושלים	jerusalem	ירושלים	jerusalem	PROPN	N;INDF;NEUT;SG
המדינה	stat	המדין	stat	V;FEM;SG;3;PST;ACT	N;INDF;MASC+FEM;SG
המדינה	state	המדין	state	V;FEM;SG;3;PST;ACT	
המדינה	delstat	המדין	delstat	V;FEM;SG;3;PST;ACT	N;INDF;MASC+FEM;SG
המדינה	tilstand	המדין	tilstand	V;FEM;SG;3;PST;ACT	N;INDF;MASC+FEM;SG
מקום	place	מקום	place	N;MASC;SG	
מאוד	meget	מאוד	meget	ADV	ADJ;INDF;SG
יהודים	jøde	יהודי	jøde	N;MASC;PL	N;INDF;MASC+FEM;SG
יהודים	jødisk	יהודי	jødisk	N;MASC;PL	ADJ;INDF;SG
יהודים	jødiske	יהודי	jødisk	N;MASC;PL	ADJ;PL
רבות	mange	רב	mange	N;FEM;PL	ADJ;PL
כמה	nogle	כמה	nogen	DET;PSSD	PRO;PL
מטר	fod	מטר	fod	PROPN	N;INDF;MASC+FEM;SG
מטר	fødderne	מטר	fod	PROPN	N;DEF;MASC+FEM;PL
מטר	fødder	מטר	fod	PROPN	N;INDF;MASC+FEM;PL
מטר	meter	מטר	meter	PROPN	N;INDF;MASC+FEM;PL
מטר	målere	מטר	måler	PROPN	N;INDF;MASC+FEM;PL
מטר	meter	מטר	meter	PROPN	N;INDF;MASC+FEM;PL
מטר	meter	מטר	meter	PROPN	N;INDF;MASC+FEM;PL
מטר	måler	מטר	måle	PROPN	V;IND;PRS;FIN;ACT
מטר	meter	מטר	meter	PROPN	N;INDF;MASC+FEM;PL
דרך	gennem	דרך	gennem		ADV
דרך	via	דרך	via		ADP
דרך	gennem	דרך	gennem		ADV
דרך	igennem	דרך	igennem		ADV
דרך	vej	דרך	vej		N;INDF;MASC+FEM;SG
דרך	way	דרך	way		
דרך	måde	דרך	måde		N;INDF;MASC+FEM;SG
שנת	aars	שנה	aars	N;PSSD;FEM;SG	N;INDF;MASC+FEM;SG
שנת	året	שנה	år	N;PSSD;FEM;SG	N;DEF;NEUT;SG
שנת	år	שנה	år	N;PSSD;FEM;SG	N;INDF;NEUT;SG
יכול	kunne	None	kunne	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
יכול	ku	None	ku	V;MASC;SG;V.PTCP	ADJ;INDF;NEUT;SG
יכול	kan	None	kunne	V;MASC;SG;V.PTCP	V;IND;PRS;FIN;ACT
יכול	can	None	cinke	V;MASC;SG;V.PTCP	
באמצעות	gennem	באמצעות	gennem	ADP	ADV
בעלי	husbond	בעל	husbond	N;PSSD;MASC;PL	N;INDF;MASC+FEM;SG
בעלי	ægtemand	בעל	ægtemand	N;PSSD;MASC;PL	N;INDF;MASC+FEM;SG
בעלי	mand	בעל	mand	N;PSSD;MASC;PL	N;INDF;MASC+FEM;SG
בשל	moden	בשל	moden	ADP	ADJ;INDF;MASC+FEM;SG
בשל	modne	בשל	modne	ADP	ADJ;PL
בשל	termin	בשל	termin	ADP	N;INDF;MASC+FEM;SG
בשל	forfalder	בשל	forfalder	ADP	V;IND;PRS;FIN;ACT
בשל	forfaldne	בשל	forfalden	ADP	ADJ;PL
פרס	belønning	פרס	belønning	PROPN	N;INDF;MASC+FEM;SG
פרס	dusør	פרס	dusør	PROPN	N;INDF;MASC+FEM;SG
פרס	præmie	פרס	præmie	PROPN	N;INDF;MASC+FEM;SG
פרס	tilslag	פרס	tilslag	PROPN	
פרס	award	פרס	award	PROPN	N;INDF;MASC+FEM;SG
פרס	tildeling	פרס	tildeling	PROPN	N;INDF;MASC+FEM;SG
ראו	rao	ראה	rao	V;PL;3;PST;ACT	
דוד	dodd	דוד	dodd	PROPN	
דוד	onkel	דוד	onkel	PROPN	N;INDF;MASC+FEM;SG
דוד	uncle	דוד	uncle	PROPN	
דוד	farbror	דוד	farbror	PROPN	N;INDF;MASC+FEM;SG
דוד	david	דוד	david	PROPN	
שלה	hendes	של	hendes		DET;3
שלה	hende	של	hun		PRO;ACC;MASC+FEM;SG;3
שלה	hendes	של	hendes		DET;3
בנוסף	plus	בנוסף	plus	ADV	N;INDF;MASC+FEM;SG
תחת	ass	תחת	ass	ADP	
תחת	røv	תחת	røv	ADP	N;INDF;MASC+FEM;SG
תחת	numse	תחת	numse	ADP	N;INDF;MASC+FEM;SG
תחת	bagdel	תחת	bagdel	ADP	N;INDF;MASC+FEM;SG
תחת	røv	תחת	røv	ADP	N;INDF;MASC+FEM;SG
תחת	under	תחת	under	ADP	ADV
תמונה	photo	תמונה	photo	N;FEM;SG	
כתב	skrev	כתב	skrive	N;MASC;SG	V;IND;PST;FIN;ACT
הקבוצה	gruppe	הקבוצה	gruppe	PROPN	N;INDF;MASC+FEM;SG
הקבוצה	group	הקבוצה	group	PROPN	N;INDF;MASC+FEM;SG
הקבוצה	gruppen	הקבוצה	gruppe	PROPN	N;DEF;MASC+FEM;SG
הערך	værdien	הערך	værdi		N;DEF;MASC+FEM;SG
הערך	værdi	הערך	værdi		N;INDF;MASC+FEM;SG
רבי	rabbiner	רבי	rabbin	PROPN	N;INDF;MASC+FEM;SG
מי	hvem	מי	hvem	ADV	PRO;MASC+FEM
למרות	trods	למרות	trods	ADP	N;INDF;MASC+FEM;SG
למרות	selvom	למרות	selvom	ADP	ADV
למרות	skønt	למרות	skøn	ADP	ADJ;INDF;NEUT;SG
למרות	skønt	למרות	skøn	ADP	ADJ;INDF;NEUT;SG
אחרות	andre	אחר	anden	ADJ;FEM;PL	PRO;PL
אותם	them	None	them	PRO;ACC;MASC;PL;3	
החברה	society	החברה	society	N;FEM;SG	
המלחמה	krigen	המלחם	krig	PROPN	N;DEF;MASC+FEM;SG
המלחמה	krig	המלחם	krig	PROPN	N;INDF;MASC+FEM;SG
המלחמה	war	המלחם	war	PROPN	
המלחמה	krige	המלחם	krig	PROPN	N;INDF;MASC+FEM;PL
שונות	forskelligt	שונה	forskelligt	ADJ;FEM;PL	ADV
שונות	forskellig	שונה	forskellig	ADJ;FEM;PL	ADJ;INDF;MASC+FEM;SG
שונות	forskelligt	שונה	forskelligt	ADJ;FEM;PL	ADV
הארץ	jorden	הארץ	jord		N;DEF;MASC+FEM;SG
הארץ	earth	הארץ	earth		
הארץ	jord	הארץ	jord		N;INDF;MASC+FEM;SG
הארץ	jordens	הארץ	jord		N;GEN;DEF;MASC+FEM;SG
תאריך	date	תאריך	date	PROPN	N;INDF;MASC+FEM;SG
תאריך	dato	תאריך	dato	PROPN	N;INDF;MASC+FEM;SG
עבר	forbi	עבר	forbi	N;MASC;SG	ADV
עבר	flyttede	עבר	flytte	N;MASC;SG	V;IND;PST;FIN;ACT
עבר	bevæget	עבר	bevæget	N;MASC;SG	V;INDF;SG;PST;V.PTCP
עבר	flyttet	עבר	flytte	N;MASC;SG	V;INDF;SG;PST;V.PTCP
עבר	passeret	עבר	passere	N;MASC;SG	V;INDF;SG;PST;V.PTCP
עבר	bestået	עבר	bestå	N;MASC;SG	V;INDF;SG;PST;V.PTCP
אפשר	aktivere	אפשר	aktiv	V	V;NFIN;ACT
אפשר	tillad	אפשר	tillad	V	V;IMP
נוסף	tilføjet	None	tilføje	ADP	V;INDF;SG;PST;V.PTCP
נוסף	føjet	None	føje	ADP	V;INDF;SG;PST;V.PTCP
נוסף	tilføjede	None	tilføje	ADP	V;IND;PST;FIN;ACT
נוסף	tilsat	None	tilsat	ADP	V;INDF;SG;PST;V.PTCP
מרכז	centralt	מרכז	centralt	N;MASC;SG	ADJ;INDF;NEUT;SG
מרכז	centreret	מרכז	centerere	N;MASC;SG	V;INDF;SG;PST;V.PTCP
מרכז	centreret	מרכז	centerere	N;MASC;SG	V;INDF;SG;PST;V.PTCP
שימוש	bruger	שימוש	bruge	N;MASC;SG	V;IND;PRS;FIN;ACT
שימוש	anvend	שימוש	anvende	N;MASC;SG	V;IMP
שיש	marmor	שיש	marmor		N;INDF;NEUT;SG
רוב	højst	רוב	højst	N;MASC;SG	ADV
רוב	mest	רוב	mest	N;MASC;SG	ADV;RL
רוב	rob	רוב	rob	N;MASC;SG	
רוב	røve	רוב	røve	N;MASC;SG	V;NFIN;ACT
כולל	omfattet	כלל	omfatte	V;MASC;SG;V.PTCP;ACT	N;DEF;NEUT;SG
כולל	inkluderede	כלל	inkludere	V;MASC;SG;V.PTCP;ACT	V;PL;PST;V.PTCP
גדול	large	גדול	large	ADJ;MASC;SG	
גדול	store	גדול	stor	ADJ;MASC;SG	ADJ;PL
גדול	big	גדול	big	ADJ;MASC;SG	
גדול	store	גדול	stor	ADJ;MASC;SG	ADJ;PL
ישראלים	israelske	ישראלי	israelsk	N;MASC;PL	ADJ;PL
ישראלים	israelsk	ישראלי	israelsk	N;MASC;PL	ADJ;INDF;SG
יהודי	jødisk	יהודי	jødisk	N;MASC;SG	ADJ;INDF;SG
יהודי	jøder	יהודי	jøde	N;MASC;SG	N;INDF;MASC+FEM;PL
יהודי	jødiske	יהודי	jødisk	N;MASC;SG	ADJ;PL
סוג	venlig	סוג	venlig	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
סוג	indtast	סוג	indtast	N;MASC;SG	V;IMP
סוג	skriv	סוג	skrive	N;MASC;SG	V;IMP
ראשון	søndag	ראשון	søndag	PROPN	N;INDF;MASC+FEM;SG
ראשון	sunday	ראשון	sunday	PROPN	
ראשון	søndags	ראשון	søndag	PROPN	N;GEN;INDF;MASC+FEM;SG
ראשון	rishon	ראשון	rishon	PROPN	
ראשון	første	ראשון	første	PROPN	ADJ
ראשון	først	ראשון	først	PROPN	ADV
מידע	oplysninger	מידע	oplysning	N;MASC;SG	N;INDF;MASC+FEM;PL
מידע	oplysninger	מידע	oplysning	N;MASC;SG	N;INDF;MASC+FEM;PL
מידע	oplysninger	מידע	oplysning	N;MASC;SG	N;INDF;MASC+FEM;PL
מידע	data	מידע	data	N;MASC;SG	N;INDF;NEUT;PL
אנשים	people	איש	peopl	N;MASC;PL	
קובץ	file	קובץ	file	PROPN	N;INDF;MASC+FEM;SG
קובץ	filen	קובץ	fil	PROPN	N;DEF;MASC+FEM;SG
קובץ	fil	קובץ	fil	PROPN	N;INDF;MASC+FEM;SG
דקות	referat	דקה	referat	N;FEM;PL	N;INDF;NEUT;SG
חבר	kæreste	חבר	kær	N;MASC;SG	ADJ;DEF;RL
צריך	behov	צריך	behov	V;MASC;SG	N;INDF;NEUT;SG
צריך	sku	צריך	sku	V;MASC;SG	ADV
צריך	skulle	צריך	skulle	V;MASC;SG	V;IND;PST;FIN;ACT
צריך	skal	צריך	skulle	V;MASC;SG	V;IND;PRS;FIN;ACT
צריך	burde	צריך	burde	V;MASC;SG	V;IND;PST;FIN;ACT
ויקיפדיה	wikipedia	ויקיפדיה	wikipedia	PROPN	N;INDF;MASC+FEM;SG
בת	beth	בת	beth	N;FEM;SG	
השם	betegnelse	השם	betegnelse		N;INDF;MASC+FEM;SG
השם	navn	השם	navn		N;INDF;NEUT;SG
בתוך	indvendigt	בתוך	indvendig	ADP	ADV
בתוך	indenfor	בתוך	indenfor	ADP	ADV
בתוך	inde	בתוך	inde	ADP	ADV
בתוך	indvendig	בתוך	indvendig	ADP	ADJ;INDF;MASC+FEM;SG
בתוך	indeni	בתוך	indeni	ADP	ADJ;INDF;MASC+FEM;SG
בתוך	indenfor	בתוך	indenfor	ADP	ADV
האדם	person	האדם	person		N;INDF;MASC+FEM;SG
מול	mol	מול	mol	ADP	N;INDF;NEUT;SG
שלהם	deres	של	deres		DET;3
שלהם	deres	של	deres		DET;3
הכנסת	knesset	הכנסה	knes	N;PSSD;FEM;SG	N;DEF;NEUT;SG
הכנסת	synagoge	הכנסה	synagog	N;PSSD;FEM;SG	N;INDF;MASC+FEM;SG
וגם	også	וגם	også		ADV
הים	søs	הים	søs		N;INDF;MASC+FEM;SG
הים	sea	הים	sea		
הים	hav	הים	hav		N;INDF;NEUT;SG
הים	havet	הים	hav		N;DEF;NEUT;SG
השיר	sang	השיר	sang	ADV	N;INDF;MASC+FEM;SG
השיר	song	השיר	song	ADV	
בזמן	mens	בזמן	mens	PROPN	CONJ
חדש	nye	חדש	ny	ADJ;MASC;SG	ADJ;PL
השלישי	iii	השליש	iii	PROPN	NUM
השלישי	tredje	השליש	tredje	PROPN	ADJ
משה	moses	משה	moses	PROPN	N;INDF;MASC+FEM;SG
משה	moshe	משה	moshe	PROPN	
גרמניה	tysk	גרמניה	tysk	PROPN	ADJ;INDF;SG
גרמניה	tysker	גרמניה	tysker	PROPN	N;INDF;MASC+FEM;SG
גרמניה	tyske	גרמניה	tysk	PROPN	ADJ;PL
גרמניה	tyskland	גרמניה	tyskland	PROPN	PROPN
יורק	york	יורק	york	PROPN	PROPN
הממשלה	regering	הממשלה	regering	PROPN	N;INDF;MASC+FEM;SG
הממשלה	regeringen	הממשלה	regering	PROPN	N;DEF;MASC+FEM;SG
חיל	korps	חיל	korps	PROPN	N;INDF;NEUT;SG
חיל	korpset	חיל	korpset	PROPN	N;DEF;NEUT;SG
יהודה	yehuda	יהודה	yehuda	PROPN	N;INDF;NEUT;SG
יהודה	judas	יהודה	judas	PROPN	
יהודה	judah	יהודה	judah	PROPN	N;INDF;MASC+FEM;SG
מעל	over	מעל	over	ADP	ADV
מעל	derover	מעל	derover	ADP	ADV
מעל	slut	מעל	slut	ADP	N
מעל	ovenover	מעל	ovenover	ADP	N;INDF;NEUT;SG
מעל	overhead	מעל	overhead	ADP	N;INDF;NEUT;SG
מעל	ovenfor	מעל	ovenfor	ADP	ADV
מעל	over	מעל	over	ADP	ADV
מעל	ovenover	מעל	ovenover	ADP	N;INDF;NEUT;SG
מעל	ovenstående	מעל	ovenstående	ADP	ADV
ארץ	lande	ארץ	land	N;FEM;SG	N;INDF;NEUT;PL
ארץ	lander	ארץ	land	N;FEM;SG	V;IND;PRS;FIN;ACT
ארץ	earth	ארץ	earth	N;FEM;SG	
צרפת	frankrig	צרפת	frankrig	PROPN	
צרפת	france	צרפת	france	PROPN	
הרבה	masser	הרבה	masse	ADV	N;INDF;MASC+FEM;PL
הרבה	mange	הרבה	mange	ADV	ADJ;PL
הרבה	much	הרבה	much	ADV	
הרבה	meget	הרבה	meget	ADV	ADJ;INDF;SG
נמצא	fundne	נמצא	fundne	V;MASC;SG;V.PTCP;MID	V;NFIN;ACT
נמצא	fandt	נמצא	finde	V;MASC;SG;V.PTCP;MID	V;IND;PST;FIN;ACT
טוב	gode	טוב	god	ADJ;MASC;SG	ADJ;PL
טוב	godt	טוב	godt	ADJ;MASC;SG	ADV
אי	øen	אי	ø	ADV	N;DEF;MASC+FEM;SG
ילדים	kids	ילד	kids	N;MASC;PL	N;INDF;NEUT;SG
שלושה	three	שלושה	thre	NUM;MASC;SG	
לאורך	langs	לאורך	langs	ADP	ADV
אירופה	eu	אירופה	eu	PROPN	N;INDF;MASC+FEM;SG
אירופה	europe	אירופה	europe	PROPN	
אירופה	europa	אירופה	europa	PROPN	PROPN
אירופה	europa	אירופה	europa	PROPN	PROPN
אירופה	europæisk	אירופה	europæisk	PROPN	ADJ;INDF;SG
אירופה	europæiske	אירופה	europæisk	PROPN	ADJ;PL
המלך	konge	המלך	konge		N;INDF;MASC+FEM;SG
המלך	kongens	המלך	konge		N;GEN;DEF;MASC+FEM;SG
המלך	kong	המלך	kong		
המלך	kongen	המלך	konge		N;DEF;MASC+FEM;SG
המלך	king	המלך	king		
מיליון	millioner	מיליון	million	NUM;MASC;SG	N;INDF;MASC+FEM;PL
יצחק	isaac	יצחק	isaac	PROPN	
יצחק	isak	יצחק	isak	PROPN	N;INDF;MASC+FEM;SG
יצחק	yitzhak	יצחק	yitzhak	PROPN	
יצחק	itzhak	יצחק	itzhak	PROPN	
האלבום	album	האלבום	album	PROPN	N;INDF;NEUT;SG
האלבום	plade	האלבום	plade	PROPN	N;INDF;MASC+FEM;SG
האלבום	albummet	האלבום	album	PROPN	N;DEF;NEUT;SG
יוסף	joseph	יוסף	joseph	PROPN	N;INDF;MASC+FEM;SG
יוסף	josef	יוסף	josef	PROPN	N;INDF;MASC+FEM;SG
יוסף	yosef	יוסף	yose	PROPN	
כוח	tving	כוח	tving	N;MASC;SG	V;IMP
כוח	force	כוח	force	N;MASC;SG	
נפטר	afdød	נפטר	afdød	V;MASC;SG;3;PST;MID	ADJ;INDF;MASC+FEM;SG
נפטר	afdøde	נפטר	afdød	V;MASC;SG;3;PST;MID	ADJ;DEF;SG
הלהקה	band	הלהקה	band	PROPN	N;INDF;NEUT;SG
הלהקה	bandet	הלהקה	band	PROPN	N;DEF;NEUT;SG
הלהקה	orkester	הלהקה	orkester	PROPN	N;INDF;NEUT;SG
מלך	kong	מלך	kong	N;MASC;SG	
מלך	king	מלך	king	N;MASC;SG	
בתי	datter	בית	datter	PROPN	N;INDF;MASC+FEM;SG
בתי	datteren	בית	datter	PROPN	N;DEF;MASC+FEM;SG
