של	shel	של	shel	PART;GEN	
שנה	sene	שנה	sene	N;FEM;SG	
שנה	yıllarca	שנה	yıllarca	N;FEM;SG	ADV
שנה	yıllardır	שנה	yıl	N;FEM;SG	V;IPFV;IND;PL;3;POS
שנה	yıllar	שנה	yıl	N;FEM;SG	N;NOM;PL;3
שנה	yılların	שנה	yıl	N;FEM;SG	N;GEN;PL;3
שנה	seneler	שנה	sene	N;FEM;SG	
נולד	doğan	נולד	doğ	V;MASC;SG;3;PST;MID	
נולד	doğuştan	נולד	doğuş	V;MASC;SG;3;PST;MID	N;AT+ABL;SG;3
נולד	doğdum	נולד	doğ	V;MASC;SG;3;PST;MID	V;PFV;IND;SG;1;POS;PST
הערות	not	הערה	not	N;FEM;PL	
הערות	yorum	הערה	yorum	N;FEM;PL	
חלק	kısım	חלק	kısım	N;MASC;SG	
חלק	bölüm	חלק	bölüm	N;MASC;SG	
חלק	part	חלק	part	N;MASC;SG	
חלק	kısmen	חלק	kısmen	N;MASC;SG	
חלק	yumuşak	חלק	yumuşak	N;MASC;SG	
חלק	pürüzsüz	חלק	pürüzsüz	N;MASC;SG	ADJ
חלק	sorunsuz	חלק	sorunsuz	N;MASC;SG	ADJ
לפני	önceki	לפני	önceki	ADP	
לפני	önceden	לפני	önceden	ADP	ADV
לפני	önce	לפני	önce	ADP	
לפני	öncesi	לפני	önce	ADP	N;NOM;SG;3
לפני	öncesinde	לפני	önce	ADP	N;ESS;SG;3
אחת	biri	אחת	biri	NUM;FEM;SG	PRO;NOM;SG;3
אחת	bir	אחת	bir	NUM;FEM;SG	
ביולי	temmuz	ביולי	temmuz	PROPN	
שוליים	fringe	שול	fring	N;MASC;PL	
באוקטובר	ekim	באוקטובר	ekim	PROPN	
באוקטובר	ekim	באוקטובר	ekim	PROPN	
בשם	adında	בשם	ad		N;ESS;SG;3
במקום	yerine	במקום	yer	ADP	N;DAT;SG;3
אותה	onun	None	o	PRO;ACC;FEM;SG;3	PRO;GEN;SG;3
החל	başlamak	None	başla	ADP	V;PFV;NOM;IND;POS;PRS;V.MSDR
החל	başlıyor	None	başla	ADP	V;PROG;IND;SG;3;POS;INFM;PRS
החל	başlıyorum	None	başla	ADP	V;PROG;IND;SG;1;POS;INFM;PRS
החל	başlangıç	None	başlangıç	ADP	
מן	helvası	מן	helva	ADP	N;ACC;SG;3
במרץ	mart	במרץ	mart	PROPN	
במרץ	marş	במרץ	marş	PROPN	
במרץ	yürüyüş	במרץ	yürüyüş	PROPN	
ראש	kafa	ראש	kafa	N;MASC;SG	
ראש	acele	ראש	acele	N;MASC;SG	
ראש	rush	ראש	rush	N;MASC;SG	
חיים	life	חיים	life	PROPN	
חיים	hayat	חיים	hayat	PROPN	
חיים	yaşam	חיים	yaşam	PROPN	N;NOM;SG;3
חיים	ömür	חיים	ömür	PROPN	
חיים	chaim	חיים	chaim	PROPN	
חיים	haim	חיים	haim	PROPN	
בנובמבר	kasım	בנובמבר	kasım	ADV	
בדצמבר	aralık	בדצמבר	aralık	PROPN	N;NOM;SG;3
תל	tel	תל	tel	N;MASC;SG	
בבית	ev	בבית	ev		N;NOM;SG;3
בבית	evde	בבית	ev		N;ESS;SG;3
בבית	eve	בבית	ev		N;DAT;SG;3
בבית	evim	בבית	ev		N;NOM;SG;3
ערך	değerli	ערך	değerli	N;MASC;SG	
ערך	değer	ערך	değer	N;MASC;SG	
ערך	deger	ערך	deger	N;MASC;SG	
בפברואר	şubat	בפברואר	şubat	ADV	
אלו	şunlar	אלו	şu	PRO;PL;3	
זמן	vakit	זמן	vakit	N;MASC;SG	
זמן	time	זמן	tim	N;MASC;SG	
אחר	diğer	אחר	diğer	ADP	ADJ
אחר	diğeri	אחר	diğer	ADP	N;NOM;SG;3
אחר	öteki	אחר	öteki	ADP	
אחר	diger	אחר	diger	ADP	
אחר	başka	אחר	başka	ADP	
אחר	baska	אחר	baska	ADP	
בני	benny	בני	ben	PROPN	
בני	oğul	בני	oğul	PROPN	
בני	evlat	בני	evlat	PROPN	
בני	oğlum	בני	oğul	PROPN	N;NOM;SG;3
בעיקר	çoğunlukla	בעיקר	çoğunluk	ADV	N;INS;SG;3
בעיקר	genellikle	בעיקר	genellikle	ADV	
אתר	eter	אתר	et	N;MASC;SG	
ללא	olmadan	ללא	ol	ADP	V;PFV;IND;NEG;PRS;V.CVB
ללא	onsuz	ללא	onsuz	ADP	
שונים	farkli	שונה	farkli	ADJ;MASC;PL	
שונים	değişik	שונה	değişik	ADJ;MASC;PL	
שונים	çeşitli	שונה	çeşitli	ADJ;MASC;PL	
אדם	şahıs	אדם	şahıs	N;MASC;SG	
אדם	kisi	אדם	kisi	N;MASC;SG	
אדם	adem	אדם	adem	N;MASC;SG	
אדם	insani	אדם	insani	N;MASC;SG	
אדם	man	אדם	man	N;MASC;SG	
אדם	erkek	אדם	erkek	N;MASC;SG	
כלל	kural	כלל	kural	ADV	
עוד	devamı	עוד	devam	ADV	
עוד	more	עוד	more	ADV	
דבר	konuş	דבר	konuş	N;MASC;SG	
דבר	konuşmak	דבר	konuş	N;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
דבר	talk	דבר	talk	N;MASC;SG	
דבר	konuşma	דבר	konuş	N;MASC;SG	
דבר	konuş	דבר	konuş	N;MASC;SG	
אחרים	diğeri	אחר	diğer	ADJ;MASC;PL	N;NOM;SG;3
אחרים	öteki	אחר	öteki	ADJ;MASC;PL	
אחרים	diger	אחר	diger	ADJ;MASC;PL	
אחרים	diger	אחר	diger	ADJ;MASC;PL	
אחרים	diğerleri	אחר	diğer	ADJ;MASC;PL	N;ACC;PL;3
אחרים	diğerlerini	אחר	diğer	ADJ;MASC;PL	N;ACC;PL;3
ספר	berber	ספר	berber	N;MASC;SG	
ספר	söyle	ספר	söyle	N;MASC;SG	
ספר	anlat	ספר	anlat	N;MASC;SG	
נגד	karsi	נגד	karsi	ADP	
נגד	aleyhinde	נגד	aleyh	ADP	N;ESS;SG;3
נגד	karşı	נגד	karşı	ADP	
לה	onun	ל	o		PRO;GEN;SG;3
לה	onu	ל	o		PRO;ACC;SG;3
זכה	kazanılan	זכה	kazan	V;MASC;SG;3;PST;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
זכה	won	זכה	won	V;MASC;SG;3;PST;ACT	
אחרי	sonrası	אחרי	sonra	ADP	
אחרי	ardından	אחרי	ardından	ADP	ADV
אחרי	sonrasında	אחרי	sonra	ADP	N;ESS;SG;3
אחרי	sonra	אחרי	sonra	ADP	ADV
אולם	ancak	אולם	ancak	CONJ	
יום	gündüz	יום	gündüz	N;MASC;SG	
יום	gun	יום	gun	N;MASC;SG	
יום	hume	יום	hume	N;MASC;SG	
אלה	şunlar	אלה	şu	PRO;MASC;PL;3	
אלה	ella	אלה	el	PRO;MASC;PL;3	
אלה	tanrıça	אלה	tanrıç	PRO;MASC;PL;3	N;NOM;SG;3
כבר	çoktan	כבר	çok	ADV	ADJ;AT+ABL;SG;3
כיום	şimdilerde	כיום	şimdi	ADV	N;ESS;PL;3
כיום	günümüzde	כיום	gün	ADV	N;ESS;SG;3
כיום	bugünlerde	כיום	bugün	ADV	N;ESS;PL;3
ירושלים	kudüs	ירושלים	kudüs	PROPN	PROPN;NOM;SG;3
המדינה	state	המדין	state	V;FEM;SG;3;PST;ACT	
המדינה	eyalet	המדין	eyalet	V;FEM;SG;3;PST;ACT	
המדינה	devlet	המדין	devlet	V;FEM;SG;3;PST;ACT	N;NOM;SG;3
מקום	mekan	מקום	mekan	N;MASC;SG	
מקום	mekân	מקום	mekân	N;MASC;SG	
מאוד	cok	מאוד	cok	ADV	
מאוד	çok	מאוד	çok	ADV	
יהודים	yahudi	יהודי	yahudi	N;MASC;PL	
יהודים	musevi	יהודי	musevi	N;MASC;PL	
יהודים	yahudiler	יהודי	yahudi	N;MASC;PL	V;PFV;IND;PL;3;POS;PST
יהודים	yahudi	יהודי	yahudi	N;MASC;PL	
רבות	birçok	רב	birçok	N;FEM;PL	DET
כמה	bazıları	כמה	bazı	DET;PSSD	
כמה	bazılarını	כמה	bazı	DET;PSSD	PRO;ACC;PL;3
כמה	kimisi	כמה	kimi	DET;PSSD	
מטר	ayakları	מטר	ayak	PROPN	N;NOM;PL;3
מטר	ayak	מטר	ayak	PROPN	N;NOM;SG;3
מטר	ayaklar	מטר	ayak	PROPN	N;NOM;PL;3
מטר	metre	מטר	metre	PROPN	
מטר	metre	מטר	metre	PROPN	
מטר	metre	מטר	metre	PROPN	
מטר	metre	מטר	metre	PROPN	
דרך	aracılığıyla	דרך	aracılık		N;INS;SG;3
דרך	via	דרך	via		PROPN;NOM;SG;3
דרך	yoluyla	דרך	yol		N;INS;SG;3
דרך	üzerinden	דרך	üzer		N;AT+ABL;SG;3
דרך	aracılığıyla	דרך	aracılık		N;INS;SG;3
דרך	yoluyla	דרך	yol		N;INS;SG;3
דרך	geçerek	דרך	geç		V;PFV;IND;POS;PRS;V.CVB
דרך	şekilde	דרך	şekil		N;ESS;SG;3
שנת	yıl	שנה	yıl	N;PSSD;FEM;SG	
שנת	yılı	שנה	yıl	N;PSSD;FEM;SG	
שנת	sene	שנה	sene	N;PSSD;FEM;SG	
יכול	can	None	can	V;MASC;SG;V.PTCP	
באמצעות	aracılığıyla	באמצעות	aracılık	ADP	N;INS;SG;3
באמצעות	via	באמצעות	via	ADP	PROPN;NOM;SG;3
באמצעות	yoluyla	באמצעות	yol	ADP	N;INS;SG;3
באמצעות	üzerinden	באמצעות	üzer	ADP	N;AT+ABL;SG;3
בעלי	kocası	בעל	koca	N;PSSD;MASC;PL	ADJ;NOM;SG;3
בעלי	kocacığım	בעל	koc	N;PSSD;MASC;PL	N;NOM;SG;3
בעלי	koca	בעל	koca	N;PSSD;MASC;PL	
יחד	beraber	יחד	beraber	ADV	
יחד	beraberce	יחד	beraberce	ADV	
יחד	birlikte	יחד	birlikte	ADV	
בשל	olgun	בשל	olgun	ADP	
בשל	vadesi	בשל	vade	ADP	N;NOM;SG;3
בשל	nedeniyle	בשל	neden	ADP	N;INS;SG;3
פרס	ödül	פרס	ödül	PROPN	
פרס	ödülü	פרס	ödül	PROPN	N;ACC;SG;3
פרס	ödül	פרס	ödül	PROPN	
פרס	ödülü	פרס	ödül	PROPN	N;ACC;SG;3
פרס	ödül	פרס	ödül	PROPN	
פרס	ödülü	פרס	ödül	PROPN	N;ACC;SG;3
ראו	rao	ראה	rao	V;PL;3;PST;ACT	
דוד	dodd	דוד	dodd	PROPN	
דוד	amca	דוד	amca	PROPN	
דוד	dayı	דוד	day	PROPN	
דוד	davud	דוד	davud	PROPN	
דוד	davut	דוד	davut	PROPN	
דוד	david	דוד	david	PROPN	
בעל	baal	בעל	baal	N;MASC;SG	
בעל	kocası	בעל	koca	N;MASC;SG	ADJ;NOM;SG;3
בעל	koca	בעל	koca	N;MASC;SG	
שלה	onun	של	o		PRO;GEN;SG;3
שלה	onu	של	o		PRO;ACC;SG;3
בנוסף	artı	בנוסף	artı	ADV	
בנוסף	plus	בנוסף	plus	ADV	
תחת	popo	תחת	popo	ADP	
תחת	kıç	תחת	kıç	ADP	
תחת	kıç	תחת	kıç	ADP	
תחת	popo	תחת	popo	ADP	
תחת	kalça	תחת	kalça	ADP	
תחת	altında	תחת	alt	ADP	ADJ;ESS;SG;3
תחת	altinda	תחת	alt	ADP	ADJ;ESS;SG;3
תחת	altına	תחת	alt	ADP	ADJ;DAT;SG;3
תמונה	fotograf	תמונה	fotograf	N;FEM;SG	
תמונה	foto	תמונה	foto	N;FEM;SG	
תמונה	fotoğraf	תמונה	fotoğraf	N;FEM;SG	
תמונה	görsel	תמונה	görsel	N;FEM;SG	
תמונה	resim	תמונה	resim	N;FEM;SG	
תמונה	imaj	תמונה	imaj	N;FEM;SG	
תמונה	fotoğraf	תמונה	fotoğraf	N;FEM;SG	
תמונה	resim	תמונה	resim	N;FEM;SG	
תמונה	resmi	תמונה	resmi	N;FEM;SG	
כתב	gazeteci	כתב	gazeteci	N;MASC;SG	
כתב	muhabir	כתב	muhabir	N;MASC;SG	
כתב	yazdı	כתב	yaz	N;MASC;SG	V;PFV;IND;SG;3;POS;PST
הקבוצה	gurup	הקבוצה	gur	PROPN	
הקבוצה	grup	הקבוצה	grup	PROPN	
הקבוצה	grubu	הקבוצה	grup	PROPN	
הערך	değeri	הערך	değer		N;ACC;SG;3
היום	bugün	היום	bugün	ADV	N;NOM;SG;3
היום	bugünde	היום	bugün	ADV	N;ESS;SG;3
היום	bügün	היום	bügün	ADV	
היום	bugun	היום	bugun	ADV	
רבי	haham	רבי	haham	PROPN	
רבי	rabbi	רבי	rabbi	PROPN	
מי	kimler	מי	kim	ADV	
מי	who	מי	who	ADV	
מי	kim	מי	kim	ADV	PRO;NOM;SG;3
למרות	gerçi	למרות	gerçi	ADP	
למרות	gerçi	למרות	gerçi	ADP	
אחרות	diger	אחר	diger	ADJ;FEM;PL	
אחרות	diğerleri	אחר	diğer	ADJ;FEM;PL	N;ACC;PL;3
אחרות	diğerlerini	אחר	diğer	ADJ;FEM;PL	N;ACC;PL;3
אותם	onlar	None	o	PRO;ACC;MASC;PL;3	PRO;NOM;PL;3
החברה	topluluk	החברה	topluluk	N;FEM;SG	
החברה	toplum	החברה	toplum	N;FEM;SG	
החברה	şirket	החברה	şirket	N;FEM;SG	
החברה	bölük	החברה	bölük	N;FEM;SG	
המלחמה	savaş	המלחם	savaş	PROPN	N;NOM;SG;3
המלחמה	war	המלחם	war	PROPN	
המלחמה	savas	המלחם	savas	PROPN	
שונות	farkli	שונה	farkli	ADJ;FEM;PL	
שונות	değişik	שונה	değişik	ADJ;FEM;PL	
שונות	çeşitli	שונה	çeşitli	ADJ;FEM;PL	
תאריך	tarihi	תאריך	tarih	PROPN	
תאריך	randevu	תאריך	randev	PROPN	N;NOM;SG;3
תאריך	flört	תאריך	flört	PROPN	
תאריך	buluşma	תאריך	buluş	PROPN	V;PFV;NOM;IND;POS;PRS;V.MSDR
תאריך	tarih	תאריך	tarih	PROPN	N;NOM;SG;3
עבר	geçmiş	עבר	geç	N;MASC;SG	
עבר	taşınmış	עבר	taşı	N;MASC;SG	V;PFV;NFH;IND;3;POS;PST;PASS
עבר	taşınan	עבר	taşı	N;MASC;SG	V;PFV;IND;POS;PRS;V.PTCP;PASS
עבר	taşındı	עבר	taşı	N;MASC;SG	V;PFV;IND;SG;3;POS;PST;PASS
עבר	geçmiş	עבר	geç	N;MASC;SG	
עבר	geçtim	עבר	geç	N;MASC;SG	V;PFV;IND;SG;1;POS;PST
עבר	geçti	עבר	geç	N;MASC;SG	V;PFV;IND;SG;3;POS;PST
נוסף	eklenen	None	ekle	ADP	V;PFV;IND;POS;PRS;V.PTCP;PASS
נוסף	eklendi	None	ekle	ADP	V;PFV;IND;SG;3;POS;PST;PASS
נוסף	eklenmiş	None	ekle	ADP	V;PFV;NFH;IND;SG;3;POS;PST;PASS
נוסף	ekledi	None	ekle	ADP	V;PFV;IND;SG;3;POS;PST
מרכז	merkez	מרכז	merkez	N;MASC;SG	
מרכז	merkez	מרכז	merkez	N;MASC;SG	
מרכז	orta	מרכז	orta	N;MASC;SG	
מרכז	merkez	מרכז	merkez	N;MASC;SG	
מרכז	orta	מרכז	orta	N;MASC;SG	
מרכז	centre	מרכז	centre	N;MASC;SG	PROPN;NOM;SG;3
שימוש	kullanım	שימוש	kullanım	N;MASC;SG	
שימוש	kullanıyor	שימוש	kullan	N;MASC;SG	V;PROG;IND;SG;3;POS;INFM;PRS
שימוש	kullanmak	שימוש	kullan	N;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
שימוש	kullanma	שימוש	kullan	N;MASC;SG	
שימוש	kullanarak	שימוש	kullan	N;MASC;SG	V;PFV;IND;POS;PRS;V.CVB
שימוש	kullanın	שימוש	kullan	N;MASC;SG	V;PFV;IMP;PL;2;POS;PRS
שימוש	kullanım	שימוש	kullanım	N;MASC;SG	
שימוש	kullanmak	שימוש	kullan	N;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
שימוש	kullan	שימוש	kullan	N;MASC;SG	
רוב	çoğu	רוב	çok	N;MASC;SG	
רוב	çogu	רוב	çogu	N;MASC;SG	
רוב	soy	רוב	soy	N;MASC;SG	
רוב	rob	רוב	rob	N;MASC;SG	
כולל	içerir	כלל	içeri	V;MASC;SG;V.PTCP;ACT	
כולל	dahil	כלל	dahil	V;MASC;SG;V.PTCP;ACT	
כולל	dahil	כלל	dahil	V;MASC;SG;V.PTCP;ACT	
כולל	dâhil	כלל	dâhil	V;MASC;SG;V.PTCP;ACT	
כולל	dahil	כלל	dahil	V;MASC;SG;V.PTCP;ACT	
גדול	büyük	גדול	büyük	ADJ;MASC;SG	
גדול	big	גדול	big	ADJ;MASC;SG	
גדול	buyuk	גדול	buyuk	ADJ;MASC;SG	
גדול	büyük	גדול	büyük	ADJ;MASC;SG	
גדול	kocaman	גדול	kocaman	ADJ;MASC;SG	
גדול	harika	גדול	harik	ADJ;MASC;SG	
ישראלים	israilli	ישראלי	israilli	N;MASC;PL	
ישראלים	israilliler	ישראלי	isra	N;MASC;PL	ADJ;NOM;PL;3
יהודי	yahudi	יהודי	yahudi	N;MASC;SG	
יהודי	musevi	יהודי	musevi	N;MASC;SG	
יהודי	yahudi	יהודי	yahudi	N;MASC;SG	
סוג	kibar	סוג	kibar	N;MASC;SG	
סוג	nazik	סוג	nazik	N;MASC;SG	ADJ
סוג	tipi	סוג	tip	N;MASC;SG	
סוג	tip	סוג	tip	N;MASC;SG	
סוג	türü	סוג	tür	N;MASC;SG	
סוג	tür	סוג	tür	N;MASC;SG	
סוג	type	סוג	type	N;MASC;SG	
ראשון	pazar	ראשון	pazar	PROPN	
ראשון	rishon	ראשון	rishon	PROPN	
ראשון	öncelikle	ראשון	öncelik	PROPN	N;INS;SG;3
ראשון	önce	ראשון	önce	PROPN	
ראשון	ilk	ראשון	ilk	PROPN	
ראשון	once	ראשון	once	PROPN	
מידע	bilgileri	מידע	bilgi	N;MASC;SG	N;ACC;PL;3
מידע	bilgiler	מידע	bilgi	N;MASC;SG	N;NOM;PL;3
מידע	bilgilendirme	מידע	bilgilen	N;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
מידע	bilgiler	מידע	bilgi	N;MASC;SG	N;NOM;PL;3
מידע	veri	מידע	veri	N;MASC;SG	
מידע	veriler	מידע	veri	N;MASC;SG	N;NOM;PL;3
מידע	data	מידע	data	N;MASC;SG	
ערכים	değer	ערך	değer	N;MASC;PL	
ערכים	girdileri	ערך	gir	N;MASC;PL	V;PFV;IND;POS;PST;V.PTCP
ערכים	girdiler	ערך	gir	N;MASC;PL	V;PFV;IND;PL;3;POS;PST
אנשים	halk	איש	halk	N;MASC;PL	
אנשים	millet	איש	millet	N;MASC;PL	
קובץ	dosya	קובץ	dosya	PROPN	
קובץ	dosyası	קובץ	dosya	PROPN	N;NOM;SG;3
דקות	dakika	דקה	dakika	N;FEM;PL	
דקות	dakika	דקה	dakika	N;FEM;PL	
חבר	arkadaş	חבר	arkadaş	N;MASC;SG	
חבר	dost	חבר	dost	N;MASC;SG	
צריך	ihtiyaç	צריך	ihtiyaç	V;MASC;SG	
צריך	lazım	צריך	lazım	V;MASC;SG	
צריך	ihtiyacım	צריך	ihtiyaç	V;MASC;SG	N;NOM;SG;3
צריך	gerek	צריך	gerek	V;MASC;SG	
ויקיפדיה	wikipedia	ויקיפדיה	wikipe	PROPN	
ויקיפדיה	vikipedi	ויקיפדיה	vikip	PROPN	
בת	kızı	בת	kız	N;FEM;SG	ADJ;NOM;SG;3
בת	kızım	בת	kız	N;FEM;SG	ADJ;NOM;SG;3
בת	kizi	בת	kizi	N;FEM;SG	
בת	beth	בת	beth	N;FEM;SG	
השם	adınız	השם	adınız		N;NOM;SG;3
השם	isim	השם	isim		N;NOM;SG;3
השם	ad	השם	ad		N;NOM;SG;3
השם	adı	השם	ad		N;NOM;SG;3
בתוך	içi	בתוך	iç	ADP	
בתוך	içeride	בתוך	içeri	ADP	N;ESS;SG;3
בתוך	içinde	בתוך	içinde	ADP	ADV
בתוך	içerde	בתוך	içeri	ADP	N;ESS;SG;3
בתוך	içinde	בתוך	içinde	ADP	ADV
האדם	kişi	האדם	kişi		N;NOM;SG;3
האדם	kişiye	האדם	kişi		N;DAT;SG;3
האדם	insan	האדם	insan		N;NOM;SG;3
כאן	burada	כאן	bura	ADV	N;ESS;SG;3
כאן	burda	כאן	bura	ADV	N;ESS;SG;3
מול	mol	מול	mol	ADP	
שלהם	onların	של	o		PRO;GEN;PL;3
שלהם	onların	של	o		PRO;GEN;PL;3
הכנסת	knesset	הכנסה	knesset	N;PSSD;FEM;SG	
השיר	song	השיר	song	ADV	
השיר	sarki	השיר	sarki	ADV	
השיר	şarkı	השיר	şarkı	ADV	
השלישי	iii	השליש	iii	PROPN	
השלישי	üçüncüsü	השליש	üçüncü	PROPN	ADJ;NOM;SG;3
השלישי	üçüncü	השליש	üçüncü	PROPN	
