של	shel	של	shel	PART;GEN	
כמו	like	כמו	like	ADP	PROPN;NOM;SG
אחד	einen	אחד	ein	NUM;MASC;SG	PRO;ACC;INDF;MASC;SG
אחד	eins	אחד	ein	NUM;MASC;SG	
אחד	einer	אחד	ein	NUM;MASC;SG	PRO;NOM;INDF;MASC;SG
אחד	eine	אחד	ein	NUM;MASC;SG	DET;NOM;INDF;FEM;SG
אחד	ein	אחד	ein	NUM;MASC;SG	ADV
שמאל	linke	שמאל	linker	N;MASC;SG	ADJ;NOM;FEM;PL
שמאל	linker	שמאל	link	N;MASC;SG	ADJ
שמאל	links	שמאל	links	N;MASC;SG	ADV
שמאל	linken	שמאל	link	N;MASC;SG	ADJ;MASC;PL
קישורים	verbindungen	קישורים	verbindung	N;MASC;PL	V;NFIN
קישורים	verweise	קישורים	verweisen	N;MASC;PL	
קישורים	verknüpfungen	קישורים	verknüpfung	N;MASC;PL	V;NFIN
קישורים	links	קישורים	links	N;MASC;PL	ADV
חיצוניים	externe	חיצוני	extern	ADJ;MASC;PL	
חיצוניים	außenhandel	חיצוני	außenhandel	ADJ;MASC;PL	
חיצוניים	außen	חיצוני	außen	ADJ;MASC;PL	ADV
הברית	bündnis	הברית	bündnis	PROPN	
הברית	alliance	הברית	alliance	PROPN	PROPN;NOM;SG
הברית	allianz	הברית	allianz	PROPN	PROPN;NOM;SG
מספר	nummer	מספר	nummer	N;MASC;SG	ADV
בו	er	ב	er	ADP	PRO;NOM;MASC;SG;3
בו	ihn	ב	er	ADP	PRO;ACC;MASC;SG;3
בו	ihm	ב	er	ADP	PRO;DAT;MASC;SG;3
בו	boo	ב	boo	ADP	
היו	wurden	היה	werden	V;PL;3;POS;PST	V;IND;PL;3;PST;FIN;PASS
היו	waren	היה	sein	V;PL;3;POS;PST	V;IND;PL;3;PST;FIN
רק	einzige	רק	einzig	ADV	ADJ;NOM;FEM;PL
רק	einzig	רק	einzig	ADV	ADJ
רק	einzigen	רק	einzig	ADV	ADJ;NOM;PL
רק	just	רק	just	ADV	PROPN;NOM;SG
כאשר	wann	כאשר	wann	CONJ	ADV
אותו	er	None	er	PRO;ACC;MASC;SG;3	PRO;NOM;MASC;SG;3
אותו	ihm	None	er	PRO;ACC;MASC;SG;3	PRO;DAT;MASC;SG;3
בן	ben	בן	ben	PROPN	
בן	sohn	בן	sohnen	PROPN	N;NOM;MASC;SG
שלו	seinem	של	sein		DET;DAT;MASC;SG
שלו	seinen	של	sein		DET;ACC;MASC;SG
שלו	seine	של	sein		DET;NOM;FEM;SG
שלו	sein	של	sein		DET;NOM;MASC;SG
שלו	seiner	של	sein		DET;NOM;MASC;SG
שלו	ihre	של	ihr		DET;NOM;FEM;SG
שלו	seine	של	sein		DET;NOM;FEM;SG
שלו	seiner	של	sein		DET;NOM;MASC;SG
שני	sekunde	שני	sekunde	NUM;MASC;PL	
שני	zweiter	שני	zweit	NUM;MASC;PL	ADJ
שני	zweite	שני	zweit	NUM;MASC;PL	ADJ;NOM;FEM;PL
שני	zweiten	שני	zweit	NUM;MASC;PL	ADJ;NOM;MASC;PL
שני	zweit	שני	zweit	NUM;MASC;PL	
שני	beiden	שני	beide	NUM;MASC;PL	PRO;NOM;INDF;PL
שני	two	שני	two	NUM;MASC;PL	PROPN;SG
שני	montag	שני	montag	NUM;MASC;PL	ADV
שני	montags	שני	montags	NUM;MASC;PL	ADV
לו	lew	ל	lew		PROPN;NOM;MASC;SG
לו	lou	ל	lou		PROPN;NOM;MASC;SG
מה	welche	מה	welch	ADV	PRO;NOM;SG
מה	was	מה	was	ADV	PRO;NOM;NEUT;SG
מה	welchen	מה	welch	ADV	PRO;NOM;SG
העולם	welt	העולם	welt		N;NOM;FEM;SG
העולם	weltweit	העולם	weltweit		ADJ
העיר	stadt	העיר	staden	V;MASC;SG;3;PST;ACT	
העיר	ortschaft	העיר	ortschaft	V;MASC;SG;3;PST;ACT	ADJ
העיר	stadt	העיר	staden	V;MASC;SG;3;PST;ACT	
במהלך	während	במהלך	während	ADV	CONJ
כן	yes	כן	yes	ADV	
כן	yeah	כן	yeah	ADV	PROPN
שנים	jahren	שנה	jahren	N;FEM;PL	ADJ
שנים	jahre	שנה	jahren	N;FEM;PL	ADV
אף	nasen	אף	nase	CONJ	N;NOM;PL
אף	nase	אף	nase	CONJ	N;SG
אף	eff	אף	eff	CONJ	PROPN;NOM;MASC;SG
רבים	viele	רב	viel	V;MASC;PL;V.PTCP;ACT	ADJ;NOM;INDF;PL
רבים	vieles	רב	viel	V;MASC;PL;V.PTCP;ACT	PRO;NOM;INDF;NEUT;SG
רבים	zahlreiche	רב	zahlreich	V;MASC;PL;V.PTCP;ACT	ADJ;NOM;FEM;PL
רבים	vielen	רב	viel	V;MASC;PL;V.PTCP;ACT	ADJ;ACC;INDF;MASC;PL
רבים	mehrzahl	רב	mehrzahl	V;MASC;PL;V.PTCP;ACT	ADJ
רבים	plural	רב	plural	V;MASC;PL;V.PTCP;ACT	ADJ
אבל	doch	אבל	doch	CONJ	ADV
אבל	allerdings	אבל	allerdings	CONJ	ADV
אבל	but	אבל	bun	CONJ	
אבל	jedoch	אבל	jedoch	CONJ	ADV
בה	ihr	ב	ihr		PRO;NOM;MASC;SG
בה	ihre	ב	ihr		DET;NOM;FEM;SG
אין	keine	None	kein	ADV;NEG	PRO;NOM;INDF;FEM;SG;NEG
אין	keiner	None	kein	ADV;NEG	PRO;NOM;INDF;MASC;SG;NEG
אביב	aviv	אביב	aviv	N;MASC;SG	PROPN;NOM;MASC;SG
אביב	frühling	אביב	frühling	N;MASC;SG	ADJ
אביב	frühjahr	אביב	frühjahr	N;MASC;SG	ADV
אביב	frühlings	אביב	frühlings	N;MASC;SG	
אביב	spring	אביב	springen	N;MASC;SG	PROPN
במאי	mai	במאי	mai	N;MASC;SG	PROPN;NOM;MASC;SG
במאי	kann	במאי	können	N;MASC;SG	V;IND;SG;3;PRS;FIN
במאי	may	במאי	maylen	N;MASC;SG	PROPN
במאי	möge	במאי	mögen	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
במאי	darf	במאי	dürfen	N;MASC;SG	V;IND;SG;3;PRS;FIN
במאי	direktor	במאי	direktor	N;MASC;SG	ADJ
במאי	regisseurin	במאי	regisseurin	N;MASC;SG	ADJ
במאי	leitung	במאי	leitung	N;MASC;SG	ADJ
במאי	direktorin	במאי	direktorin	N;MASC;SG	ADJ
שנה	baujahr	שנה	baujahr	N;FEM;SG	
שנה	jahre	שנה	jahren	N;FEM;SG	ADV
שנה	jahren	שנה	jahren	N;FEM;SG	ADJ
שנה	jahre	שנה	jahren	N;FEM;SG	ADV
נולד	born	נולד	born	V;MASC;SG;3;PST;MID	
הערות	notizen	הערה	notiz	N;FEM;PL	V;NFIN
הערות	anmerkungen	הערה	anmerkingen	N;FEM;PL	V;NFIN
הערות	bemerkungen	הערה	bemerkungen	N;FEM;PL	V;NFIN
הערות	anmerkungen	הערה	anmerkingen	N;FEM;PL	V;NFIN
הערות	kommentare	הערה	kommentar	N;FEM;PL	ADJ;NOM;FEM;SG
הערות	bemerkungen	הערה	bemerkungen	N;FEM;PL	V;NFIN
הערות	kommentar	הערה	kommentar	N;FEM;PL	ADJ
חלק	teilweise	חלק	teilweise	N;MASC;SG	ADV
חלק	teil	חלק	teil	N;MASC;SG	ADV
חלק	glatten	חלק	glatten	N;MASC;SG	V;NFIN
חלק	glätten	חלק	glatt	N;MASC;SG	V;NFIN
חלק	sanft	חלק	sanfen	N;MASC;SG	ADJ
חלק	glatt	חלק	glatt	N;MASC;SG	ADJ
לפני	zuvor	לפני	zuvor	ADP	ADV
לפני	davor	לפני	davor	ADP	ADV
לפני	vorher	לפני	vorher	ADP	ADV
לפני	bevor	לפני	bevor	ADP	CONJ
אחת	einen	אחת	ein	NUM;FEM;SG	PRO;ACC;INDF;MASC;SG
אחת	eins	אחת	ein	NUM;FEM;SG	
אחת	einer	אחת	ein	NUM;FEM;SG	PRO;NOM;INDF;MASC;SG
אחת	eine	אחת	ein	NUM;FEM;SG	DET;NOM;INDF;FEM;SG
אחת	ein	אחת	ein	NUM;FEM;SG	ADV
ביולי	juli	ביולי	juli	PROPN	PROPN;NOM;MASC;SG
ביולי	july	ביולי	july	PROPN	
שוליים	spannen	שול	spannen|spinnen	N;MASC;PL	V;NFIN
שוליים	ränder	שול	rand	N;MASC;PL	ADJ
שוליים	fringe	שול	fringen	N;MASC;PL	
שוליים	spielraum	שול	spielraum	N;MASC;PL	ADJ
שוליים	gewinnspanne	שול	gewinnspanne	N;MASC;PL	ADJ;NOM;FEM;SG
שוליים	marge	שול	margen	N;MASC;PL	PROPN;NOM;SG
שוליים	spanne	שול	spannen	N;MASC;PL	
להיות	wesen	היה	wesen	V;POS;NFIN	N;NOM;NEUT;SG
באוקטובר	oktober	באוקטובר	oktober	PROPN	PROPN;NOM;SG
באוקטובר	october	באוקטובר	october	PROPN	PROPN
באוקטובר	oktober	באוקטובר	oktober	PROPN	PROPN;NOM;SG
באוקטובר	okt	באוקטובר	okt	PROPN	
בשם	genannt	בשם	nennen		V;V.PTCP
בשם	namens	בשם	namens		ADV
בשם	benannte	בשם	benennen		V;IND;SG;3;PST;FIN
בשם	benannt	בשם	benennen		V;V.PTCP
במקום	anstelle	במקום	anstelle	ADP	ADV
במקום	anstatt	במקום	anstatt	ADP	
במקום	stattdessen	במקום	stattdessen	ADP	ADV
אותה	ihr	None	ihr	PRO;ACC;FEM;SG;3	PRO;NOM;MASC;SG
אותה	ihre	None	ihr	PRO;ACC;FEM;SG;3	DET;NOM;FEM;SG
החל	begonnen	None	beginnen	ADP	V;V.PTCP
החל	begannen	None	beginnen	ADP	V;IND;PL;3;PST;FIN
החל	begann	None	beginnen	ADP	V;IND;SG;3;PST;FIN
החל	starten	None	start	ADP	V;NFIN
החל	angefangen	None	anfangen	ADP	V;V.PTCP
הרב	herb	הרב	herb		PROPN
הרב	kräutern	הרב	kräutern		V;NFIN
הרב	kräuter	הרב	kräut		ADJ
ארצות	staaten	ארץ	staaten	N;FEM;PL	V;FIN
מן	manna	מן	manna	ADP	
בינואר	januar	בינואר	januar		PROPN;NOM;MASC;SG
במרץ	marsch	במרץ	marsch	PROPN	ADJ
במרץ	march	במרץ	march	PROPN	PROPN
במרץ	märz	במרץ	märz	PROPN	PROPN;NOM;MASC;SG
ראש	head	ראש	head	N;MASC;SG	PROPN;NOM;SG
ראש	kopf	ראש	kopfen	N;MASC;SG	
ראש	leiter	ראש	leiter	N;MASC;SG	ADJ
ראש	haupt	ראש	haupen	N;MASC;SG	
ראש	rush	ראש	rishen	N;MASC;SG	PROPN
ראש	eile	ראש	eil	N;MASC;SG	ADV
ראש	hetzen	ראש	hetzen	N;MASC;SG	V;NFIN
ראש	hektik	ראש	hektik	N;MASC;SG	
חיים	leben	חיים	leben	PROPN	V;NFIN
חיים	life	חיים	life	PROPN	PROPN
חיים	lebens	חיים	lebens	PROPN	N;NOM;PL
חיים	chaim	חיים	chaim	PROPN	PROPN;NOM;MASC;SG
חיים	haim	חיים	haim	PROPN	PROPN;NOM;MASC;SG
המאה	jahrhundert	המאה	jahrhundert		ADJ
המאה	century	המאה	century		PROPN
המאה	jahrhunderts	המאה	jahrhundert		ADV
בנובמבר	november	בנובמבר	november	ADV	PROPN
בדצמבר	december	בדצמבר	december	PROPN	PROPN
בדצמבר	dezember	בדצמבר	dezember	PROPN	PROPN;NOM;MASC;SG
לי	lee	ל	lee		PROPN;NOM;MASC;SG
תל	tel	תל	tel	N;MASC;SG	
בבית	startseite	בבית	startseite		ADJ
בבית	haus	בבית	haus		N;NOM;NEUT;SG
בבית	heimat	בבית	heimat		N;FEM;SG
ערך	wert	ערך	wert	N;MASC;SG	ADJ
בפברואר	february	בפברואר	february	ADV	
בפברואר	februar	בפברואר	februaer	ADV	PROPN;NOM;SG
אלו	diesen	אלו	dies	PRO;PL;3	PRO;ACC;MASC;SG
אלו	diese	אלו	dies	PRO;PL;3	PRO;NOM;FEM;SG
זמן	zeit	זמן	zeit	N;MASC;SG	ADJ
זמן	uhrzeit	זמן	uhrzeit	N;MASC;SG	ADJ
זמן	zeiten	זמן	zeiten	N;MASC;SG	V;NFIN
זמן	zeitraum	זמן	zeitraum	N;MASC;SG	ADV
זמן	zeitpunkt	זמן	zeitpunkt	N;MASC;SG	ADJ
אחר	sonstiges	אחר	sonstig	ADP	ADJ;NOM;NEUT;SG
אחר	andere	אחר	ander	ADP	ADJ;NOM;FEM;PL
אחר	anderen	אחר	ander	ADP	ADJ;NOM;PL
אחר	sonstige	אחר	sonstig	ADP	ADJ;NOM;FEM;PL
אחר	anderes	אחר	ander	ADP	ADJ;NOM;NEUT;SG
אחר	anderes	אחר	ander	ADP	ADJ;NOM;NEUT;SG
אחר	sonst	אחר	sonst	ADP	ADV
אחר	else	אחר	else	ADP	PROPN;NOM;SG
בני	benny	בני	benny	PROPN	PROPN;NOM;SG
בני	sohn	בני	sohnen	PROPN	N;NOM;MASC;SG
בעיקר	hauptsächlich	בעיקר	hauptsächlich	ADV	ADJ
בעיקר	überwiegend	בעיקר	überwiegend	ADV	ADJ
בעיקר	vorwiegend	בעיקר	vorwiegend	ADV	ADJ
בעיקר	überwiegend	בעיקר	überwiegend	ADV	ADJ
בעיקר	hauptsächlich	בעיקר	hauptsächlich	ADV	ADJ
אתר	internetseite	אתר	internetseite	N;MASC;SG	ADJ
אתר	webseiten	אתר	webseiten	N;MASC;SG	V;NFIN
אתר	webseite	אתר	webseite	N;MASC;SG	
אתר	aufstellungsort	אתר	aufstellungsort	N;MASC;SG	ADJ
אתר	webseite	אתר	webseite	N;MASC;SG	
אתר	standort	אתר	standoren	N;MASC;SG	ADV
אתר	äther	אתר	äther	N;MASC;SG	
אתר	ether	אתר	ether	N;MASC;SG	
ללא	without	ללא	withouen	ADP	
שונים	diverse	שונה	divers	ADJ;MASC;PL	N;NOM;FEM;PL
אדם	person	אדם	person	N;MASC;SG	
אדם	adam	אדם	adam	N;MASC;SG	PROPN;NOM;MASC;SG
אדם	menschlicher	אדם	menschlich	N;MASC;SG	ADJ
אדם	menschen	אדם	menschen	N;MASC;SG	N;NOM;PL
אדם	menschliche	אדם	menschlich	N;MASC;SG	ADJ;NOM;FEM;PL
אדם	menschlichen	אדם	menschlich	N;MASC;SG	ADJ
אדם	mann	אדם	mann	N;MASC;SG	
אדם	man	אדם	man	N;MASC;SG	PRO;NOM;INDF;SG
כלל	vorschrift	כלל	vorschreifen	ADV	
כלל	rule	כלל	rulen	ADV	PROPN
עוד	weiteres	עוד	weit	ADV	ADJ;NOM;NEUT;SG
עוד	weitere	עוד	weit	ADV	ADJ;NOM;FEM;PL
דבר	ding	דבר	ding	N;MASC;SG	
דבר	sache	דבר	sachen	N;MASC;SG	ADV
דבר	reden	דבר	reden	N;MASC;SG	V;NFIN
דבר	talk	דבר	talk	N;MASC;SG	
דבר	sprich	דבר	sprich	N;MASC;SG	
דבר	sprechen	דבר	sprechen	N;MASC;SG	V;NFIN
דבר	sprecht	דבר	sprechen	N;MASC;SG	V;IND;SG;3;FIN
אחרים	sonstiges	אחר	sonstig	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
אחרים	anderes	אחר	ander	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
אחרים	sonstiges	אחר	sonstig	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
ספר	buch	ספר	bachen	N;MASC;SG	ADV
ספר	buchen	ספר	buchen	N;MASC;SG	V;NFIN
ספר	reservieren	ספר	reservieren	N;MASC;SG	V;NFIN
ספר	friseur	ספר	friseur	N;MASC;SG	PROPN
ספר	barber	ספר	barber	N;MASC;SG	PROPN;NOM;SG
ספר	sag	ספר	saugen	N;MASC;SG	
ספר	sagen	ספר	sagen	N;MASC;SG	V;NFIN
ספר	tell	ספר	tell	N;MASC;SG	
נגד	dagegen	נגד	dagegen	ADP	ADV
לה	ihr	ל	ihr		PRO;NOM;MASC;SG
לה	ihre	ל	ihr		DET;NOM;FEM;SG
זכה	won	זכה	won	V;MASC;SG;3;PST;ACT	
זכה	gewonnene	זכה	gewonnen	V;MASC;SG;3;PST;ACT	ADJ;NOM;FEM;SG
אחרי	danach	אחרי	danach	ADP	ADV
אחרי	after	אחרי	aft	ADP	PROPN;NOM;SG
אחרי	nachher	אחרי	nachher	ADP	ADV
אחרי	nachdem	אחרי	nachdem	ADP	CONJ
אולם	dennoch	אולם	dennoch	CONJ	ADV
אולם	allerdings	אולם	allerdings	CONJ	ADV
אולם	jedoch	אולם	jedoch	CONJ	ADV
הן	sie	הוא	sie	PRO;FEM;PL;3	PRO;NOM;FEM;SG;3
יום	tage	יום	tagen	N;MASC;SG	N;NOM;MASC;PL
יום	hume	יום	humen	N;MASC;SG	PROPN;NOM;MASC;SG
אלה	diesen	אלה	dies	PRO;MASC;PL;3	PRO;ACC;MASC;SG
אלה	diese	אלה	dies	PRO;MASC;PL;3	PRO;NOM;FEM;SG
אלה	ella	אלה	ella	PRO;MASC;PL;3	PROPN;NOM;SG
אלה	göttin	אלה	göttin	PRO;MASC;PL;3	
כיום	aktuell	כיום	aktuell	ADV	ADJ
כיום	gegenwärtig	כיום	gegenwärtig	ADV	ADJ
כיום	momentan	כיום	momentan	ADV	ADJ
ירושלים	jerusalem	ירושלים	jerusal	PROPN	ADJ;DAT;MASC;SG
המדינה	staat	המדין	staaen	V;FEM;SG;3;PST;ACT	N
המדינה	bundesland	המדין	bundesland	V;FEM;SG;3;PST;ACT	
המדינה	zustand	המדין	zustand	V;FEM;SG;3;PST;ACT	
המדינה	mitgliedstaat	המדין	mitgliedstaat	V;FEM;SG;3;PST;ACT	ADJ
המדינה	bundesstaat	המדין	bundesstaat	V;FEM;SG;3;PST;ACT	ADJ
מקום	veranstaltungsort	מקום	veranstaltungsort	N;MASC;SG	ADJ
מקום	gerichtsstand	מקום	gerichtsstehen	N;MASC;SG	ADJ
מקום	austragungsort	מקום	austragungsort	N;MASC;SG	ADJ
מקום	stelle	מקום	stellen	N;MASC;SG	V;IND;SG;3;PRS;FIN
מקום	platz	מקום	platz	N;MASC;SG	ADV
מאוד	very	מאוד	very	ADV	
יהודים	jüdische	יהודי	jüdisch	N;MASC;PL	ADJ;NOM;FEM;PL
יהודים	jüdischen	יהודי	jüdisch	N;MASC;PL	ADJ;NOM;MASC;SG
יהודים	jüdisch	יהודי	jüdisch	N;MASC;PL	ADJ
יהודים	juden	יהודי	juden	N;MASC;PL	
יהודים	jüdischer	יהודי	jüdisch	N;MASC;PL	ADJ
יהודים	juden	יהודי	juden	N;MASC;PL	
רבות	viele	רב	viel	N;FEM;PL	ADJ;NOM;INDF;PL
רבות	vieles	רב	viel	N;FEM;PL	PRO;NOM;INDF;NEUT;SG
רבות	zahlreiche	רב	zahlreich	N;FEM;PL	ADJ;NOM;FEM;PL
רבות	vielen	רב	viel	N;FEM;PL	ADJ;ACC;INDF;MASC;PL
כמה	einige	כמה	einige	DET;PSSD	PRO;NOM;INDF;PL
כמה	manche	כמה	manch	DET;PSSD	PRO;NOM;INDF;PL
כמה	einigen	כמה	einige	DET;PSSD	PRO;ACC;INDF;PL
מטר	füsse	מטר	füssen	PROPN	
מטר	fuß	מטר	faß	PROPN	ADJ
מטר	füße	מטר	füß	PROPN	
מטר	füssen	מטר	füssen	PROPN	
מטר	metern	מטר	metern	PROPN	ADJ
מטר	meter	מטר	meter	PROPN	ADV
מטר	metern	מטר	metern	PROPN	ADJ
מטר	zähler	מטר	zähl	PROPN	
מטר	messgeräte	מטר	meßgerät	PROPN	N;NOM;FEM;PL
מטר	meter	מטר	meter	PROPN	ADV
מטר	zähler	מטר	zähl	PROPN	
מטר	meter	מטר	meter	PROPN	ADV
מטר	messgerät	מטר	messgerät	PROPN	PROPN
מטר	metern	מטר	metern	PROPN	ADJ
מטר	meter	מטר	meter	PROPN	ADV
דרך	über	דרך	über		ADP
דרך	per	דרך	per		ADP
דרך	durch	דרך	durch		ADP
דרך	weise	דרך	weis		ADJ
דרך	weg	דרך	weg		ADV
שנת	baujahr	שנה	baujahr	N;PSSD;FEM;SG	
שנת	jahre	שנה	jahren	N;PSSD;FEM;SG	ADV
יכול	könnte	None	können	V;MASC;SG;V.PTCP	V;SBJV;SG;3;PST;FIN
יכול	könnten	None	können	V;MASC;SG;V.PTCP	V;SBJV;PL;3;PST;FIN
יכול	konnte	None	können	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
יכול	kann	None	können	V;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN
יכול	können	None	können	V;MASC;SG;V.PTCP	V;IND;PL;3;PRS;FIN
יכול	can	None	can	V;MASC;SG;V.PTCP	
יכול	kannst	None	können	V;MASC;SG;V.PTCP	V;IND;SG;2;PRS;FIN
באמצעות	via	באמצעות	via	ADP	
בעלי	gatte	בעל	gaten	N;PSSD;MASC;PL	
בעלי	ehemann	בעל	ehemann	N;PSSD;MASC;PL	
בעלי	mann	בעל	mann	N;PSSD;MASC;PL	
יחד	gemeinsam	יחד	gemeinsam	ADV	ADJ
בשל	reif	בשל	reif	ADP	ADJ
בשל	reife	בשל	reif	ADP	N;NOM;FEM;PL
בשל	due	בשל	due	ADP	
בשל	fällig	בשל	fällig	ADP	ADJ
פרס	lohn	פרס	lohn	PROPN	
פרס	belohnen	פרס	belohnen	PROPN	V;NFIN
פרס	belohnung	פרס	belohnung	PROPN	ADJ
פרס	preisgeld	פרס	preisgeld	PROPN	
פרס	preis	פרס	preis	PROPN	PROPN
פרס	ausgezeichnet	פרס	auszeichnen	PROPN	V;V.PTCP
פרס	auszeichnung	פרס	auszeichnung	PROPN	N;NOM;FEM;SG
פרס	award	פרס	award	PROPN	PROPN;NOM;MASC;SG
ראו	rao	ראה	rao	V;PL;3;PST;ACT	PROPN;NOM;MASC;SG
דוד	dodd	דוד	dodd	PROPN	PROPN;NOM;MASC;SG
דוד	onkel	דוד	onkel	PROPN	
דוד	onkels	דוד	onkels	PROPN	
דוד	heiko	דוד	heiko	PROPN	PROPN;NOM;MASC;SG
דוד	david	דוד	david	PROPN	PROPN;NOM;MASC;SG
בעל	baal	בעל	baal	N;MASC;SG	
בעל	gatte	בעל	gaten	N;MASC;SG	
בעל	ehemann	בעל	ehemann	N;MASC;SG	
בעל	mann	בעל	mann	N;MASC;SG	
שלה	ihres	של	ihr		DET;GEN;MASC;SG
שלה	ihr	של	ihr		PRO;NOM;MASC;SG
שלה	ihre	של	ihr		DET;NOM;FEM;SG
בנוסף	zzgl	בנוסף	zzgl	ADV	
בנוסף	plus	בנוסף	plus	ADV	
בנוסף	zusätzlich	בנוסף	zusätzlich	ADV	ADJ
תחת	ass	תחת	ass	ADP	
תחת	hintern	תחת	hintern	ADP	
תחת	arsch	תחת	arsch	ADP	N
תחת	hintern	תחת	hintern	ADP	
תחת	arsch	תחת	arsch	ADP	N
תחת	under	תחת	under	ADP	
תמונה	foto	תמונה	foto	N;FEM;SG	
תמונה	fotoalbum	תמונה	fotoalbum	N;FEM;SG	ADJ
תמונה	abbildung	תמונה	abbildung	N;FEM;SG	
תמונה	bild	תמונה	bild	N;FEM;SG	
תמונה	abbild	תמונה	abbild	N;FEM;SG	
תמונה	bild	תמונה	bild	N;FEM;SG	
כתב	reporterin	כתב	reporterin	N;MASC;SG	ADJ
כתב	journalist	כתב	journalist	N;MASC;SG	ADJ
כתב	journalistin	כתב	journalistin	N;MASC;SG	ADJ
כתב	reporter	כתב	reporter	N;MASC;SG	ADJ
כתב	schrieben	כתב	schreiben	N;MASC;SG	V;PL;FIN
