medaljen	medalj	medalje	medalj	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
tillid	förtroendet	tillid	förtroende	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
tillid	självförtroende	tillid	självförtroende	N;INDF;MASC+FEM;SG	ADJ;NOM;PRS;V.PTCP
winther	winther	winther	winther		PROPN;NOM
elo	elo	elo	elo		PROPN;NOM
johansson	johansson	johansson	johansson	N;INDF;MASC+FEM;SG	PROPN;NOM
studeret	studerat	studere	studera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
fylder	fyllning	fylde	fyllning	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
fylder	påfyllning	fylde	påfyllning	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
fylder	fylla	fylde	fylla	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
fortolkning	tolkningen	fortolkning	tolkning	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
nintendo	nintendo	nintendo	nintendo		N;NOM;INDF;MASC+FEM;SG
svampe	svamp	svampe	svamp	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
svampe	svamp	svampe	svamp	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
svampe	svamp	svampe	svamp	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
vancouver	vancouver	vancouver	vancouver	N;INDF;MASC+FEM;SG	PROPN;NOM
benz	benz	benz	benz		PROPN;NOM
points	points	points	points		N;NOM;INDF;NEUT;SG
points	poäng	points	poäng		N;NOM;INDF;NEUT;SG
points	punkter	points	punkt		N;NOM;INDF;MASC+FEM;PL
points	punkterna	points	punkt		N;NOM;DEF;MASC+FEM;PL
anholdt	anhållen	anholde	anhåll	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
anholdt	gripen	anholde	grip	V;INDF;SG;PST;V.PTCP	N;NOM;DEF;MASC+FEM;SG
anholdt	arresterad	anholde	arrestera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
anholdt	häktad	anholde	häktad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
anholdt	arresterade	anholde	arrestera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
brændstof	bränslen	brændstof	bränsle	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;PL
sandheden	sanning	sandhed	sanning	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
løsninger	lösningarna	løsning	lösning	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
effektive	effektiv	effektiv	effektiv	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
effektive	effektivt	effektiv	effektiv	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
effektive	ändamålsenligt	effektiv	ändamålsenlig	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
effektive	effektiv	effektiv	effektiv	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
effektive	effektivt	effektiv	effektiv	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
flyvende	flyger	flyvende	flyga	ADJ	V;IND;PRS;FIN;ACT
flyvende	flygning	flyvende	flygning	ADJ	N;NOM;INDF;MASC+FEM;SG
flyvende	flyga	flyvende	flyga	ADJ	V;IMP;FIN;ACT
forbrydelser	brott	forbrydelse	brott	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
forbrydelser	kriminalitet	forbrydelse	kriminalitet	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
forbrydelser	brottslighet	forbrydelse	brottslighet	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
forbrydelser	brott	forbrydelse	brott	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
forbrydelser	crime	forbrydelse	crime	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
undervisningen	undervisa	undervisning	undervisa	N;DEF;MASC+FEM;SG	V;IMP;FIN;ACT
undervisningen	undervisning	undervisning	undervisning	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
normer	standards	norm	standard	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
dateret	daterat	dateret	datera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
dateret	daterad	dateret	datera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
dateret	daterade	dateret	datera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
ukrainske	ukrainska	ukrainsk	ukrainsk	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
heiberg	heiberg	heiberg	heiberg	N;INDF;MASC+FEM;SG	PROPN;NOM
forbedringer	förbättring	forbedring	förbättring	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
forbedringer	förbättringarna	forbedring	förbättring	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
forbedringer	förbättring	forbedring	förbättring	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
sind	sinnet	sind	sinne	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
sind	sinnen	sind	sinne	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;PL
brune	brun	brune	brun	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
brune	brunt	brune	brunt	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
brune	brown	brune	brown	ADJ;PL	PROPN;NOM
falske	förfalskningar	falsk	förfalskning	ADJ;PL	N;NOM;INDF;MASC+FEM;PL
falske	förfalskning	falsk	förfalskning	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
falske	falsk	falsk	falsk	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
falske	false	falsk	false	ADJ;PL	PROPN;NOM
falske	falskt	falsk	falsk	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
falske	förfalskningar	falsk	förfalskning	ADJ;PL	N;NOM;INDF;MASC+FEM;PL
falske	falskt	falsk	falsk	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
falske	fake	falsk	fake	ADJ;PL	V;IMP;FIN;ACT
båret	slitna	bære	sliten	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
båret	slitet	bære	slit	V;INDF;SG;PST;V.PTCP	N;NOM;DEF;NEUT;SG
etaper	faserna	etape	fas	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
industrien	industri	industri	industri	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
industrien	bransch	industri	bransch	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
rør	touch	røre	touch	V;IMP	N;NOM;INDF;MASC+FEM;SG
rør	beröring	røre	beröring	V;IMP	N;NOM;INDF;MASC+FEM;SG
rør	vidrör	røre	vidrör	V;IMP	N;NOM;INDF;MASC+FEM;SG
rør	rör	røre	röra	V;IMP	N;NOM;INDF;NEUT;SG
rør	pipe	røre	pipe	V;IMP	N;NOM;INDF;MASC+FEM;SG
rør	rör	røre	röra	V;IMP	N;NOM;INDF;NEUT;SG
rør	pipa	røre	pipa	V;IMP	N;NOM;INDF;NEUT;SG
rør	rör	røre	röra	V;IMP	N;NOM;INDF;NEUT;SG
rør	tub	røre	tub	V;IMP	N;NOM;INDF;MASC+FEM;SG
rør	rör	røre	röra	V;IMP	N;NOM;INDF;NEUT;SG
rør	tuber	røre	tuber	V;IMP	N;NOM;INDF;MASC+FEM;PL
rør	slangar	røre	slang	V;IMP	N;NOM;INDF;MASC+FEM;PL
rør	rör	røre	röra	V;IMP	N;NOM;INDF;NEUT;SG
rør	rörledningar	røre	rörledning	V;IMP	N;NOM;INDF;MASC+FEM;PL
valuta	valutan	valuta	valutan	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
udskilt	utsöndras	udskille	utsöndra	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
dialog	dialogen	dialog	dialog	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
kapital	kapitalet	kapital	kapital	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
kapital	huvudstaden	kapital	huvudstad	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
orleans	orleans	orlean	orleans		PROPN;NOM
sean	sean	sean	sean		PROPN;NOM
annonceret	meddelat	annoncere	meddela	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
annonceret	aviserat	annoncere	avisera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
annonceret	annonserade	annoncere	annonsera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
cruz	cruz	cruz	cruz		PROPN;NOM
dokumentation	dokumentationen	dokumentation	dokumentation	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
hal	hai	hal	hai		N;NOM;INDF;NEUT;SG
hal	hal	hal	hal		N;NOM;INDF;MASC+FEM;SG
hal	salen	hal	sal		N;NOM;DEF;MASC+FEM;SG
hal	hallen	hal	hall		N;NOM;DEF;MASC+FEM;SG
hal	hall	hal	hall		N;NOM;INDF;MASC+FEM;SG
krateret	månkrater	kratere	månkrat	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
krateret	krater	kratere	krata	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
dømte	dömd	dømme	dömd	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
dømte	fälld	dømme	fälld	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
dømte	dömda	dømme	döma	V;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
dømte	dömt	dømme	döma	V;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
dømte	dömd	dømme	dömd	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
dømte	dömda	dømme	döma	V;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
dømte	fördömt	dømme	fördöma	V;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
dømte	dömd	dømme	dömd	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
dømte	dömda	dømme	döma	V;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
thorvald	thorvald	thorvald	thorvald		PROPN;NOM
phoenix	fenix	phoenix	fenix		N;NOM;INDF;MASC+FEM;SG
phoenix	phoenix	phoenix	phoenix		PROPN;NOM
besøger	besöka	besøge	besöka	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
besøger	besökande	besøge	besökande	V;IND;PRS;FIN;ACT	ADJ;NOM;PRS;V.PTCP
etnisk	etniska	etnisk	etnisk	ADJ;INDF;SG	ADJ;NOM;PL
skjulte	gömt	skjule	göma	V;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
skjulte	dold	skjule	dölja	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
skjulte	gömd	skjule	gömd	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
skjulte	dolda	skjule	dölja	V;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
skjulte	dolt	skjule	dolt	V;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
hat	hatten	hat	hatt	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
kassel	kassel	kassel	kassel		PROPN;NOM
randy	randy	randy	randy	PROPN	PROPN;NOM
reklamer	annonsera	reklame	annonsera	N;INDF;MASC+FEM;PL	V;IMP;FIN;ACT
reklamer	reklam	reklame	reklam	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
reklamer	annonsering	reklame	annonsering	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
forbedrede	förbättrade	forbedre	förbättrad	V;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
forbedrede	förbättrat	forbedre	förbättrad	V;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
forbedrede	förbättrad	forbedre	förbättrad	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
jessen	jessen	jesse	jess	N;DEF;MASC+FEM;SG	PROPN;NOM
aaron	aaron	aaron	aaron		PROPN;NOM
aaron	aron	aaron	aro		PROPN;NOM
clemens	clemens	cleme	clem	N;INDF;MASC+FEM;SG	PROPN;NOM
flyder	flytande	flyde	flyta	V;IND;PRS;FIN;ACT	ADJ;NOM;PRS;V.PTCP
flyder	svävande	flyde	svävande	V;IND;PRS;FIN;ACT	ADJ;NOM;PRS;V.PTCP
flyder	flyta	flyde	flyta	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
flyder	flöden	flyde	flöd	V;IND;PRS;FIN;ACT	N;NOM;INDF;NEUT;PL
mekanisk	mekaniskt	mekanisk	mekanisk	ADV	ADJ;NOM;INDF;NEUT;SG
mekanisk	mekaniskt	mekanisk	mekanisk	ADV	ADJ;NOM;INDF;NEUT;SG
mekanisk	mekaniska	mekanisk	mekanisk	ADV	ADJ;NOM;PL
mekanisk	mekanisk	mekanisk	mekanisk	ADV	ADJ;NOM;INDF;MASC+FEM;SG
miami	miami	miami	miami		PROPN;NOM
aus	aus	aus	aus		V;IMP;FIN;ACT
involverede	involverad	involvere	involverad	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
involverede	inblandat	involvere	inblandad	V;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
involverede	delaktig	involvere	delaktig	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
involverede	involverade	involvere	involvera	V;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
involverede	inblandad	involvere	inblandad	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
venter	väntande	vente	vänta	V;IND;PRS;FIN;ACT	ADJ;NOM;PRS;V.PTCP
venter	väntan	vente	väntan	V;IND;PRS;FIN;ACT	N;NOM;DEF;MASC+FEM;SG
fogh	fogh	fogh	fogh	PROPN	PROPN;NOM
tegne	draw	tegne	draw	V;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
tegne	dragning	tegne	dragning	V;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
tegne	dragning	tegne	dragning	V;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
tegne	teckning	tegne	teckning	V;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
tegne	ritning	tegne	ritning	V;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
kontorer	kontor	kontor	kontor	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
kontorer	kontoren	kontor	kontor	N;INDF;MASC+FEM;PL	N;NOM;DEF;NEUT;PL
besøge	besök	besøge	besök	V;NFIN;ACT	N;NOM;INDF;NEUT;SG
introduktion	införa	introduktion	införa	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
forstærkninger	förstärkning	forstærkning	förstärkning	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
forstærkninger	förstärkning	forstærkning	förstärkning	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
svag	svaga	svag	svag	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
løve	lejonet	løve	lejon	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
sejler	segla	sejle	segla	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
sejler	segling	sejle	segling	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
roma	romer	roma	rom		N;NOM;INDF;MASC+FEM;PL
roma	roma	roma	roma		PROPN;NOM
hebraisk	hebreiska	hebraisk	hebreisk	ADJ;INDF;SG	N;NOM;INDF;MASC+FEM;SG
operationen	insats	operation	insats	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
operationen	operation	operation	operation	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
operationen	drift	operation	drift	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
aftaler	avtal	aftale	avtal	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
aftaler	kontrakt	aftale	kontrakt	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
aftaler	avtal	aftale	avtal	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
ehf	ehf	ehf	ehf	PROPN	PROPN;NOM
spænding	spända	spænding	spända	N;INDF;MASC+FEM;SG	ADJ;NOM;PL;PST;V.PTCP
spænding	spänningar	spænding	spänning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
kontrakten	kontrakt	kontrakt	kontrakt	N;DEF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
løsladt	utsläppt	løsladt	utsläppa	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
løsladt	släppt	løsladt	släppa	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
løsladt	släpps	løsladt	släppa	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
