right	ben	righta	ben		ADV
nekaj	algúns	nekaj	algún	PRO;ACC;NEUT;SG	DET
nekaj	algunhas	nekaj	algún	PRO;ACC;NEUT;SG	DET
nekaj	de	nekaj	de	PRO;ACC;NEUT;SG	ADP
nekaj	un	nekaj	un	PRO;ACC;NEUT;SG	DET
nekaj	cousa	nekaj	cousa	PRO;ACC;NEUT;SG	N
januar	de	januar	de	N;NOM;MASC;SG	ADP
december	de	december	de	N;NOM;MASC;SG	ADP
november	de	november	de	N;NOM;MASC;SG	ADP
nato	otan	nato	otar	ADV	PROPN
drugi	outra	drug	outro	ADJ;NOM;MASC;SG	DET
drugi	outros	drug	outro	ADJ;NOM;MASC;SG	DET
drugi	outro	drug	outro	ADJ;NOM;MASC;SG	DET
drugi	outras	drug	outro	ADJ;NOM;MASC;SG	DET
drugi	aos	drug	aos	ADJ;NOM;MASC;SG	PROPN
drugi	outros	drug	outro	ADJ;NOM;MASC;SG	DET
drugi	demais	drug	demais	ADJ;NOM;MASC;SG	DET
drugi	outras	drug	outro	ADJ;NOM;MASC;SG	DET
april	de	april	de	N;NOM;MASC;SG	ADP
druge	outra	drug	outro	ADJ;NOM;FEM;PL	DET
druge	outros	drug	outro	ADJ;NOM;FEM;PL	DET
druge	outro	drug	outro	ADJ;NOM;FEM;PL	DET
druge	outras	drug	outro	ADJ;NOM;FEM;PL	DET
druge	aos	drug	aos	ADJ;NOM;FEM;PL	PROPN
druge	outros	drug	outro	ADJ;NOM;FEM;PL	DET
druge	demais	drug	demais	ADJ;NOM;FEM;PL	DET
druge	outras	drug	outro	ADJ;NOM;FEM;PL	DET
postal	a	postati	o	V;PFV;MASC;SG;V.PTCP	DET
postal	nunha	postati	nunha	V;PFV;MASC;SG;V.PTCP	N
postal	nun	postati	nun	V;PFV;MASC;SG;V.PTCP	PROPN
postal	en	postati	en	V;PFV;MASC;SG;V.PTCP	ADP
postal	se	postati	se	V;PFV;MASC;SG;V.PTCP	CONJ
vojne	a	vojna	o	N;NOM;FEM;PL	DET
februar	de	februar	de	N;NOM;MASC;SG	ADP
samo	único	samo	único	PART	ADJ
samo	só	samo	só	PART	ADV
samo	única	samo	único	PART	ADJ
samo	de	samo	de	PART	ADP
samo	só	samo	só	PART	ADV
okoli	redor	okoli	redor	ADP;GEN	N
okoli	arredor	okoli	arredor	ADP;GEN	ADV
okoli	aquí	okoli	aquí	ADP;GEN	ADV
kasneje	tarde	kasno	tarde	ADV;CMPR	N
dela	traballar	delo	traballar	N;NOM;NEUT;PL	V
dela	funciona	delo	funcionar	N;NOM;NEUT;PL	V
dela	traballa	delo	traballar	N;NOM;NEUT;PL	V
dela	traballando	delo	traballar	N;NOM;NEUT;PL	V
dela	a	delo	o	N;NOM;NEUT;PL	DET
dela	traballar	delo	traballar	N;NOM;NEUT;PL	V
maj	poden	maj	poder		V
maj	pode	maj	poder		V
maj	maio	maj	maio		N
maj	que	maj	que		PRO
maj	podo	maj	podar		V
danes	día	danes	día	ADV	N
skupaj	total	skupaj	total	ADV	N
skupaj	de	skupaj	de	ADV	ADP
skupaj	xuntos	skupaj	xunto	ADV	ADJ
najbolj	a	najbolj	o	ADV;RL	DET
najbolj	maioría	najbolj	maioría	ADV;RL	N
najbolj	parte	najbolj	parte	ADV;RL	N
poleg	lado	poleg	lado	ADP;GEN	N
poleg	ao	poleg	ao	ADP;GEN	PROPN
stran	lonxe	stran	lonxe	N;NOM;FEM;SG	ADV
julij	de	julij	de	N;NOM;MASC;SG	ADP
svetovno	mundo	svetoven	mundo	ADJ;NOM;NEUT;SG	N
svetovno	no	svetoven	no	ADJ;NOM;NEUT;SG	V
svetovno	mundo	svetoven	mundo	ADJ;NOM;NEUT;SG	N
svetovno	de	svetoven	de	ADJ;NOM;NEUT;SG	ADP
glede	sobre	glede	sobre	ADV	ADP
glede	de	glede	de	ADV	ADP
imajo	que	imeti	que	V;IPFV;IND;PL;3;POS;PRS;FIN	PRO
brez	non	brez	non	ADP;GEN	PART
brez	hai	brez	haber	ADP;GEN	V
mesta	nas	mesto	nas	N;NOM;NEUT;PL	PROPN
vojno	a	vojna	o	N;ACC;FEM;SG	DET
cerkev	da	cerkev	da	N;NOM;FEM;SG	V
primer	se	primer	se	N;NOM;MASC;SG	CONJ
primer	por	primer	por	N;NOM;MASC;SG	ADP
sicer	contrario	sicer	contrario	PART	N
sicer	ou	sicer	ou	PART	CONJ
sicer	doutro	sicer	doutro	PART	N
sicer	xeito	sicer	xeito	PART	N
sicer	se	sicer	se	PART	CONJ
sicer	senón	sicer	senón	PART	CONJ
imena	os	ime	o	N;NOM;NEUT;PL	DET
drugih	aos	drug	aos	ADJ;GEN;MASC;PL	PROPN
drugih	outros	drug	outro	ADJ;GEN;MASC;PL	DET
drugih	demais	drug	demais	ADJ;GEN;MASC;PL	DET
drugih	outras	drug	outro	ADJ;GEN;MASC;PL	DET
dve	dous	dva	dous	NUM;NOM;FEM;DU	N
dve	dúas	dva	dous	NUM;NOM;FEM;DU	N
prav	ben	prav	ben	PART	ADV
mestu	city	mesto	city	N;DAT;NEUT;SG	PROPN
mestu	da	mesto	da	N;DAT;NEUT;SG	V
drugo	outra	drug	outro	ADJ;NOM;NEUT;SG	DET
drugo	outros	drug	outro	ADJ;NOM;NEUT;SG	DET
drugo	outro	drug	outro	ADJ;NOM;NEUT;SG	DET
drugo	outras	drug	outro	ADJ;NOM;NEUT;SG	DET
vojna	a	vojna	o	N;NOM;FEM;SG	DET
pesmi	escribir	pesem	escribir	N;NOM;FEM;PL	V
tri	tres	trije	tres	NUM;NOM;FEM;PL	N
dva	dous	dva	dous	NUM;NOM;MASC;DU	N
dva	dúas	dva	dous	NUM;NOM;MASC;DU	N
ameriški	americanos	ameriški	americano	ADJ;NOM;DEF;MASC;SG	N
katerih	que	kateri	que	DET;GEN;MASC;PL	PRO
katerih	cal	kateri	cal	DET;GEN;MASC;PL	PRO
imel	que	imeti	que	V;IPFV;MASC;SG;V.PTCP	PRO
van	van	van	ir		V
van	pham	van	pham		PROPN
druga	outra	drug	outro	ADJ;NOM;FEM;SG	DET
druga	outros	drug	outro	ADJ;NOM;FEM;SG	DET
druga	outro	drug	outro	ADJ;NOM;FEM;SG	DET
druga	outras	drug	outro	ADJ;NOM;FEM;SG	DET
pogosto	frecuencia	pogosto	frecuencia	ADV	N
pogosto	a	pogosto	o	ADV	DET
pogosto	miúdo	pogosto	miúdo	ADV	N
pogosto	veces	pogosto	vez	ADV	N
pogosto	común	pogosto	común	ADV	ADJ
pogosto	comúns	pogosto	común	ADV	ADJ
eno	unha	en	un	NUM;NOM;NEUT;SG	DET
eno	un	en	un	NUM;NOM;NEUT;SG	DET
življenje	a	življenje	o	N;NOM;NEUT;SG	DET
john	john	john	jo	PROPN;NOM;MASC;SG	PROPN
skupina	de	skupina	de	N;NOM;FEM;SG	ADP
nagrada	pulitzer	nagrada	pulitzer	N;NOM;FEM;SG	V
nagrada	o	nagrada	o	N;NOM;FEM;SG	DET
katerega	que	kateri	que	DET;GEN;MASC;SG	PRO
katerega	cal	kateri	cal	DET;GEN;MASC;SG	PRO
čeprav	aínda	čeprav	aínda	CONJ	ADV
čeprav	que	čeprav	que	CONJ	PRO
čeprav	non	čeprav	non	CONJ	PART
čeprav	pero	čeprav	pero	CONJ	CONJ
čeprav	aínda	čeprav	aínda	CONJ	ADV
čeprav	que	čeprav	que	CONJ	PRO
von	von	von	von		PROPN
francoski	franceses	francoski	francese	ADJ;NOM;DEF;MASC;SG	N
francoski	francés	francoski	francés	ADJ;NOM;DEF;MASC;SG	N
ena	unha	en	un	NUM;NOM;FEM;SG	DET
ena	un	en	un	NUM;NOM;FEM;SG	DET
pomeni	significado	pomeniti	significado	V;IND;SG;3;PRS;FIN	N
pomeni	sentido	pomeniti	sentido	V;IND;SG;3;PRS;FIN	N
pomeni	que	pomeniti	que	V;IND;SG;3;PRS;FIN	PRO
pomeni	o	pomeniti	o	V;IND;SG;3;PRS;FIN	DET
pomeni	que	pomeniti	que	V;IND;SG;3;PRS;FIN	PRO
pomeni	medios	pomeniti	medio	V;IND;SG;3;PRS;FIN	N
kralj	king	kralj	king	N;NOM;MASC;SG	PROPN
kralj	rei	kralj	rei	N;NOM;MASC;SG	PROPN
kralj	o	kralj	o	N;NOM;MASC;SG	DET
eden	unha	eden	un	NUM;NOM;MASC;SG	DET
eden	un	eden	un	NUM;NOM;MASC;SG	DET
saint	santo	saint	santo	PROPN;NOM;MASC;SG	ADJ
saint	san	saint	ser	PROPN;NOM;MASC;SG	ADJ
kateri	que	kateri	que	DET;NOM;MASC;SG	PRO
kateri	cal	kateri	cal	DET;NOM;MASC;SG	PRO
skozi	través	skozi	través	ADP;ACC	N
skozi	a	skozi	o	ADP;ACC	DET
ponovno	outra	ponovno	outro	ADV	DET
ponovno	vez	ponovno	vez	ADV	N
ponovno	novo	ponovno	novo	ADV	ADJ
ponovno	de	ponovno	de	ADV	ADP
začel	a	začeti	o	V;PFV;MASC;SG;V.PTCP	DET
decembra	de	december	de	N;GEN;MASC;SG	ADP
nemški	alemaña	nemški	alemaña	ADJ;NOM;DEF;MASC;SG	PROPN
nemški	alemáns	nemški	alemán	ADJ;NOM;DEF;MASC;SG	N
ljudi	a	človek	o	N;ACC;MASC;PL	DET
države	unidos	država	unir	N;NOM;FEM;PL	V
države	ee	država	ee	N;NOM;FEM;PL	PROPN
države	uu	država	uu	N;NOM;FEM;PL	PROPN
države	eua	država	eua	N;NOM;FEM;PL	PROPN
države	dos	država	dos	N;NOM;FEM;PL	PROPN
maja	poden	maj	poder	N;GEN;MASC;SG	V
maja	pode	maj	poder	N;GEN;MASC;SG	V
maja	que	maj	que	N;GEN;MASC;SG	PRO
maja	podo	maj	podar	N;GEN;MASC;SG	V
potem	e	potem	e	ADV	CONJ
pesem	cantar	pesem	cantar	N;NOM;FEM;SG	V
pesem	canto	pesem	canto	N;NOM;FEM;SG	PRO
švedska	suecia	švedska	suecia	ADJ;NOM;FEM;SG	PROPN
iii	iii	iiti	iii		PROPN
krog	arredor	krog	arredor	N;NOM;MASC;SG	ADV
krog	preto	krog	preto	N;NOM;MASC;SG	ADV
red	para	red	para	N;NOM;MASC;SG	ADP
član	da	član	da	N;NOM;MASC;SG	V
nagrado	pulitzer	nagrada	pulitzer	N;ACC;FEM;SG	V
nagrado	o	nagrada	o	N;ACC;FEM;SG	DET
celo	nin	celo	nin	PART	CONJ
celo	incluso	celo	incluso	PART	ADV
celo	aínda	celo	aínda	PART	ADV
celo	mesmo	celo	mesmo	PART	DET
celo	sequera	celo	sequera	PART	ADV
sam	soa	samo	só	PART	DET
sam	só	samo	só	PART	ADV
sam	sós	samo	só	PART	PROPN
sam	soas	samo	so	PART	N
sam	en	samo	en	PART	ADP
sam	paz	samo	paz	PART	N
sam	sam	samo	sam	PART	PROPN
skoraj	case	skoraj	case	PART	ADV
skoraj	case	skoraj	case	PART	ADV
skoraj	preto	skoraj	preto	PART	ADV
tam	hai	tam	haber	ADV	V
anderson	anderson	anderson	anderson	N;NOM;MASC;SG	PROPN
sistem	de	sistem	de	N;NOM;MASC;SG	ADP
večinoma	maioría	večinoma	maioría	ADV	N
večinoma	sobre	večinoma	sobre	ADV	ADP
večinoma	todo	večinoma	todo	ADV	DET
januarja	de	januar	de	N;GEN;MASC;SG	ADP
živi	vivo	živeti	vivo	V;IPFV;IND;SG;3;PRS;FIN	ADJ
živi	viva	živeti	vivo	V;IPFV;IND;SG;3;PRS;FIN	ADJ
živi	vidas	živeti	vida	V;IPFV;IND;SG;3;PRS;FIN	N
živi	vida	živeti	vida	V;IPFV;IND;SG;3;PRS;FIN	N
julija	de	julij	de	N;GEN;MASC;SG	ADP
jim	jim	on	jim	PROPN;NOM;MASC;PL	PROPN
peter	peter	peter	peter	N;NOM;MASC;SG	V
kmalu	en	kmalu	en	ADV	ADP
kmalu	canto	kmalu	canto	ADV	PRO
manj	menos	manj	menos	DET	ADV
manj	menos	manj	menos	DET	ADV
septembra	de	september	de	N;GEN;MASC;SG	ADP
način	así	način	así	N;NOM;MASC;SG	ADV
način	como	način	como	N;NOM;MASC;SG	PRO
janez	john	janez	jo	PROPN;NOM;MASC;SG	PROPN
imen	os	ime	o	N;GEN;NEUT;PL	DET
mesa	a	meso	o	N;GEN;NEUT;SG	DET
oktobra	de	oktober	de	N;GEN;MASC;SG	ADP
brigada	a	brigada	o	N;NOM;FEM;SG	DET
sveta	sagrado	svet	sagrar	N;NOM;MASC;SG	ADJ
sveta	sagrados	svet	sagrar	N;NOM;MASC;SG	V
kako	como	kako	como	ADV	PRO
kako	que	kako	que	ADV	PRO
kako	canto	kako	canto	ADV	PRO
svetovna	mundo	svetoven	mundo	ADJ;NOM;FEM;SG	N
svetovna	no	svetoven	no	ADJ;NOM;FEM;SG	V
svetovna	mundo	svetoven	mundo	ADJ;NOM;FEM;SG	N
svetovna	de	svetoven	de	ADJ;NOM;FEM;SG	ADP
marca	de	marec	de	N;GEN;MASC;SG	ADP
nahaja	atópanse	nahajati	atópanse	V;IPFV;IND;SG;3;PRS;FIN	PROPN
verjetno	que	verjetno	que	ADV	PRO
pot	seu	pot	seu	N;NOM;FEM;SG	DET
pot	así	pot	así	N;NOM;FEM;SG	ADV
pot	como	pot	como	N;NOM;FEM;SG	PRO
vsi	mundo	ves	mundo	DET;NOM;MASC;PL	N
vsi	mundo	ves	mundo	DET;NOM;MASC;PL	N
nekateri	algo	nekateri	algo	DET;NOM;MASC;PL	PRO
nekateri	de	nekateri	de	DET;NOM;MASC;PL	ADP
avgusta	de	avgust	de	N;GEN;MASC;SG	ADP
aprila	de	april	de	N;GEN;MASC;SG	ADP
umrl	morto	umreti	morto	V;PFV;MASC;SG;V.PTCP	N
predsednik	o	predsednik	o	N;NOM;MASC;SG	DET
večina	a	večina	o	N;NOM;FEM;SG	DET
večina	máis	večina	máis	N;NOM;FEM;SG	ADV
postala	a	postati	o	V;PFV;FEM;SG;V.PTCP	DET
postala	nunha	postati	nunha	V;PFV;FEM;SG;V.PTCP	N
postala	nun	postati	nun	V;PFV;FEM;SG;V.PTCP	PROPN
postala	en	postati	en	V;PFV;FEM;SG;V.PTCP	ADP
postala	se	postati	se	V;PFV;FEM;SG;V.PTCP	CONJ
pogovor	sobre	pogovor	sobre	N;NOM;MASC;SG	ADP
pogovor	falar	pogovor	falar	N;NOM;MASC;SG	V
pogovor	con	pogovor	con	N;NOM;MASC;SG	ADP
razvoj	da	razvoj	da	N;NOM;MASC;SG	V
razvoj	de	razvoj	de	N;NOM;MASC;SG	ADP
razvoj	xapón	razvoj	xapón	N;NOM;MASC;SG	PROPN
razvoj	en	razvoj	en	N;NOM;MASC;SG	ADP
razvoj	e	razvoj	e	N;NOM;MASC;SG	CONJ
razvoj	desenvolvendo	razvoj	desenvolver	N;NOM;MASC;SG	V
razvoj	desenvolver	razvoj	desenvolver	N;NOM;MASC;SG	V
imela	que	imeti	que	V;IPFV;FEM;SG;V.PTCP	PRO
novembra	de	november	de	N;GEN;MASC;SG	ADP
napisal	escribiume	napisati	escribiume	V;PFV;MASC;SG;V.PTCP	PROPN
napisal	a	napisati	o	V;PFV;MASC;SG;V.PTCP	DET
dobil	que	dobiti	que	V;PFV;MASC;SG;V.PTCP	PRO
števila	os	število	o	N;GEN;NEUT;SG	DET
kaj	o	kaj	o	PRO;ACC;NEUT;SG	DET
katero	que	kateri	que	DET;ACC;NEUT;SG	PRO
katero	cal	kateri	cal	DET;ACC;NEUT;SG	PRO
katere	que	kateri	que	DET;ACC;FEM;PL	PRO
katere	cal	kateri	cal	DET;ACC;FEM;PL	PRO
vojska	militares	vojska	militar	N;NOM;FEM;SG	V
vojska	militar	vojska	militar	N;NOM;FEM;SG	ADJ
vojska	do	vojska	do	N;NOM;FEM;SG	PROPN
torej	que	torej	que	ADV	PRO
naslov	a	naslov	o	N;INAN;ACC;MASC;SG	DET
naslov	tratar	naslov	tratar	N;INAN;ACC;MASC;SG	V
naslov	abordar	naslov	abordar	N;INAN;ACC;MASC;SG	V
znan	coñecido	znan	coñecer	ADJ;NOM;INDF;MASC;SG;V.PTCP	V
znan	coñecidos	znan	coñecer	ADJ;NOM;INDF;MASC;SG;V.PTCP	V
znan	de	znan	de	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADP
mora	que	morati	que	V;IPFV;IND;SG;3;PRS;FIN	PRO
robert	robert	robert	roberto	N;NOM;MASC;SG	V
močno	forte	močno	forte	ADV	ADJ
močno	fortes	močno	forte	ADV	ADJ
močno	poderosa	močno	poder	ADV	ADJ
močno	poderosos	močno	poderoso	ADV	ADJ
močno	poderoso	močno	poderoso	ADV	ADJ
življenja	vive	življenje	vivir	N;GEN;NEUT;SG	V
običajno	normal	običajno	normal	ADV	ADJ
običajno	normais	običajno	normal	ADV	N
običajno	adoita	običajno	adoitar	ADV	V
običajno	xeral	običajno	xeral	ADV	ADJ
običajno	adoitan	običajno	adoitar	ADV	V
običajno	usual	običajno	usual	ADV	ADJ
običajno	de	običajno	de	ADV	ADP
običajno	normalidade	običajno	normalidade	ADV	N
običajno	habitual	običajno	habitual	ADV	ADJ
običajno	costume	običajno	costume	ADV	N
igrah	xogar	igra	xogar	N;ESS;FEM;PL	V
igrah	os	igra	o	N;ESS;FEM;PL	DET
začela	a	začeti	o	V;PFV;FEM;SG;V.PTCP	DET
najprej	primeiro	najprej	primeiro	ADV;RL	ADJ
najprej	primeira	najprej	primeiro	ADV;RL	ADJ
vir	de	vir	de	N;NOM;MASC;SG	ADP
jean	jean	jean	jean	PROPN;NOM;MASC;SG	PROPN
william	william	william	william	N;NOM;MASC;SG	PROPN
angleški	inglés	angleški	inglés	ADJ;NOM;MASC;SG	N
angleški	ingleses	angleški	inglese	ADJ;NOM;MASC;SG	N
okrog	redor	okrog	redor	ADP;GEN	N
okrog	arredor	okrog	arredor	ADP;GEN	ADV
okrog	aquí	okrog	aquí	ADP;GEN	ADV
vsak	entre	vsak	entre	DET;NOM;MASC;SG	ADP
čez	todo	čez	todo	ADP;ACC	DET
čez	cruzando	čez	cruzar	ADP;ACC	V
čez	través	čez	través	ADP;ACC	N
štiri	catro	štirje	catro	NUM;ACC;FEM;PL	N
posebej	sobre	posebej	sobre	ADV	ADP
posebej	todo	posebej	todo	ADV	DET
ruski	ruso	ruski	ruso	ADJ;NOM;DEF;MASC;SG	N
pozneje	tarde	pozno	tarde	ADV;CMPR	N
jezik	a	jezik	o	N;NOM;MASC;SG	DET
nekatere	algo	nekateri	algo	DET;NOM;FEM;PL	PRO
nekatere	de	nekateri	de	DET;NOM;FEM;PL	ADP
san	san	san	ser	PROPN;NOM;MASC;SG	ADJ
san	andrews	san	andrews	PROPN;NOM;MASC;SG	PROPN
februarja	de	februar	de	N;GEN;MASC;SG	ADP
njimi	os	on	o	PRO;DAT;MASC;PL;3	DET
njimi	deles	on	del	PRO;DAT;MASC;PL;3	PROPN
njen	ela	njen	el	DET;NOM;MASC;SG;3	PRO
sedež	sentar	sedež	sentar	N;NOM;MASC;SG	V
sedež	senta	sedež	sentar	N;NOM;MASC;SG	V
sedež	séntese	sedež	séntese	N;NOM;MASC;SG	V
sedež	sente	sedež	sente	N;NOM;MASC;SG	V
oče	papá	oče	papá	N;NOM;MASC;SG	PROPN
oče	o	oče	o	N;NOM;MASC;SG	DET
popolnoma	completo	popolnoma	completo	ADV	ADJ
popolnoma	por	popolnoma	por	ADV	ADP
vasi	da	vas	da	N;GEN;FEM;SG	V
različne	varias	različen	varios	ADJ;NOM;FEM;PL	DET
različne	varios	različen	varios	ADJ;NOM;FEM;PL	DET
različne	con	različen	con	ADJ;NOM;FEM;PL	ADP
povprečna	media	povprečen	media	ADJ;NOM;FEM;SG	N
povprečna	medio	povprečen	medio	ADJ;NOM;FEM;SG	N
povprečna	de	povprečen	de	ADJ;NOM;FEM;SG	ADP
povprečna	mediocre	povprečen	mediocre	ADJ;NOM;FEM;SG	N
tretji	terzo	tretji	terzo	ADJ;NOM;MASC;SG	N
igral	o	igrati	o	V;IPFV;MASC;SG;V.PTCP	DET
igral	papel	igrati	papel	V;IPFV;MASC;SG;V.PTCP	N
martin	martin	martin	martin	N;NOM;MASC;SG	PROPN
nemčija	alemaña	nemčija	alemaña	PROPN;NOM;FEM;SG	PROPN
povprečno	media	povprečen	media	ADJ;NOM;NEUT;SG	N
povprečno	medio	povprečen	medio	ADJ;NOM;NEUT;SG	N
povprečno	de	povprečen	de	ADJ;NOM;NEUT;SG	ADP
povprečno	mediocre	povprečen	mediocre	ADJ;NOM;NEUT;SG	N
njih	os	on	o	PRO;GEN;MASC;PL;3	DET
njih	deles	on	del	PRO;GEN;MASC;PL;3	PROPN
konec	por	konec	por	N;NOM;MASC;SG	ADP
konec	de	konec	de	N;NOM;MASC;SG	ADP
vrh	do	vrh	do	N;NOM;MASC;SG	PROPN
vrh	enriba	vrh	enriba	N;NOM;MASC;SG	ADV
vrh	20	vrh	20	N;NOM;MASC;SG	NUM
vrh	superior	vrh	superior	N;NOM;MASC;SG	ADJ
mogoče	se	mogoč	se	ADJ;NOM;NEUT;SG	CONJ
mogoče	quizáis	mogoč	quizáis	ADJ;NOM;NEUT;SG	ADV
mogoče	quizais	mogoč	quizais	ADJ;NOM;NEUT;SG	ADV
mogoče	cadra	mogoč	cadra	ADJ;NOM;NEUT;SG	ADV
mogoče	talvez	mogoč	talvez	ADJ;NOM;NEUT;SG	ADV
mogoče	se	mogoč	se	ADJ;NOM;NEUT;SG	CONJ
mogoče	cadra	mogoč	cadra	ADJ;NOM;NEUT;SG	ADV
mogoče	quizais	mogoč	quizais	ADJ;NOM;NEUT;SG	ADV
mogoče	pode	mogoč	poder	ADJ;NOM;NEUT;SG	V
mogoče	talvez	mogoč	talvez	ADJ;NOM;NEUT;SG	ADV
držav	unidos	država	unir	N;GEN;FEM;PL	V
držav	ee	država	ee	N;GEN;FEM;PL	PROPN
držav	uu	država	uu	N;GEN;FEM;PL	PROPN
držav	eua	država	eua	N;GEN;FEM;PL	PROPN
hitro	rápido	hitro	rápido	ADV	ADJ
hitro	rápida	hitro	rápido	ADV	ADJ
hitro	veña	hitro	vir	ADV	V
hitro	marchar	hitro	marchar	ADV	V
hitro	rápido	hitro	rápido	ADV	ADJ
hitro	velocidade	hitro	velocidade	ADV	N
hitro	rápido	hitro	rápido	ADV	ADJ
imeli	que	imeti	que	V;IPFV;MASC;PL;V.PTCP	PRO
ženske	as	ženska	o	N;NOM;FEM;PL	DET
nemško	alemaña	nemški	alemaña	ADJ;NOM;NEUT;SG	PROPN
nemško	alemáns	nemški	alemán	ADJ;NOM;NEUT;SG	N
franc	francis	franc	francis	N;NOM;MASC;SG	PROPN
naprej	fronte	naprej	fronte	ADV	N
naprej	cara	naprej	cara	ADV	N
naprej	no	naprej	no	ADV	V
naprej	en	naprej	en	ADV	ADP
naprej	na	naprej	na	ADV	N
naprej	veña	naprej	vir	ADV	V
britanski	a	britanski	o	ADJ;NOM;MASC;SG	DET
david	david	david	david	N;NOM;MASC;SG	PROPN
včasih	veces	včasih	vez	ADV	N
včasih	ás	včasih	á	ADV	N
evropi	europa	evropa	europa	N;DAT;FEM;SG	PROPN
evropi	en	evropa	en	N;DAT;FEM;SG	ADP
oblike	de	oblika	de	N;NOM;FEM;PL	ADP
oblike	figura	oblika	figurar	N;NOM;FEM;PL	V
paul	paul	pauti	paul	PROPN;NOM;MASC;SG	PROPN
york	york	york	york	PROPN;NOM;MASC;SG	PROPN
york	iorque	york	iorque	PROPN;NOM;MASC;SG	PROPN
type	escribir	typ	escribir	N;NOM;MASC;SG	V
type	de	typ	de	N;NOM;MASC;SG	ADP
zgodovina	da	zgodovina	da	N;NOM;FEM;SG	V
italija	italia	italija	italia	N;NOM;FEM;SG	PROPN
program	de	program	de	N;NOM;MASC;SG	ADP
program	programar	program	programar	N;NOM;MASC;SG	V
ljudje	humanos	človek	humano	N;NOM;MASC;PL	ADJ
ljudje	os	človek	o	N;NOM;MASC;PL	DET
ljudje	a	človek	o	N;NOM;MASC;PL	DET
igre	xogar	igra	xogar	N;NOM;FEM;PL	V
igre	os	igra	o	N;NOM;FEM;PL	DET
znani	coñecido	znan	coñecer	ADJ;NOM;MASC;PL;V.PTCP	V
znani	coñecidos	znan	coñecer	ADJ;NOM;MASC;PL;V.PTCP	V
znani	de	znan	de	ADJ;NOM;MASC;PL;V.PTCP	ADP
vodi	leads	voditi	lear	V;IPFV;IND;SG;3;PRS;FIN	PROPN
podobno	parecido	podoben	parecer	ADJ;NOM;NEUT;SG	N
vojaški	militares	vojaški	militar	ADJ;NOM;MASC;SG	V
vojaški	exército	vojaški	exército	ADJ;NOM;MASC;SG	N
zadnji	o	zadnji	o	ADJ;NOM;DEF;MASC;SG	DET
zadnji	onte	zadnji	onte	ADJ;NOM;DEF;MASC;SG	ADV
