estructural	מבנית	estructural	מבנית	ADJ;SG	ADV
medir	מדידה	medir	מדידה	V;NFIN	N;FEM;SG
medir	מדידה	medir	מדידה	V;NFIN	N;FEM;SG
medir	מידה	medir	מידה	V;NFIN	N;FEM;SG
asume	הניחו	asumir	הניח	V;IND;SG;3;PRS;FIN	V;PL;3;PST;ACT
asume	מניחים	asumir	הניח	V;IND;SG;3;PRS;FIN	V;MASC;PL;V.PTCP;ACT
dieta	דיאט	dieta	דיאט	N;FEM;SG	PROPN
discusiones	דיון	discusión	דיון	N;FEM;PL	N;MASC;SG
stanley	סטנלי	stanley	סטנלי	PROPN	PROPN
panorama	פנורמה	panorama	פנורמה	N;MASC;SG	PROPN
realistas	מציאותי	realista	מציאות	N;PL	ADJ;MASC;SG
realistas	מציאותיים	realista	מציאותי	N;PL	ADJ;MASC;PL
realistas	ריאלי	realista	ריאלי	N;PL	ADJ;MASC;SG
realistas	מציאותית	realista	מציאותית	N;PL	ADV
rin	הריין	rin	הריין	N;MASC;SG	PROPN
rin	ריין	rin	ריין	N;MASC;SG	PROPN
animada	אנימציה	animado	אנימציה	ADJ;FEM;SG;V.PTCP	N;FEM;SG
animada	לייבלי	animado	לייבלי	ADJ;FEM;SG;V.PTCP	PROPN
nativa	יליד	nativo	יליד	ADJ;FEM;SG	PROPN
nativa	ילידים	nativo	יליד	ADJ;FEM;SG	N;MASC;PL
duelo	מתאבלת	duelo	התאבל	N;MASC;SG	V;FEM;SG;V.PTCP
duelo	מתאבל	duelo	התאבל	N;MASC;SG	V;MASC;SG;V.PTCP
duelo	אבלה	duelo	אבלה	N;MASC;SG	PROPN
duelo	באבל	duelo	באבל	N;MASC;SG	PROPN
duelo	מתאבלת	duelo	התאבל	N;MASC;SG	V;FEM;SG;V.PTCP
duelo	מתאבל	duelo	התאבל	N;MASC;SG	V;MASC;SG;V.PTCP
duelo	האבל	duelo	האבל	N;MASC;SG	PROPN
legend	האגדה	legend	האגדה	N	PROPN
seattle	סיאטל	seattle	סיאטל	N;MASC;SG	PROPN
rectangular	מלבני	rectangular	מלבני	ADJ;SG	PROPN
acústica	אקוסטיקה	acústicar	אקוסטיקה	ADJ;FEM;SG	N;FEM;SG
acústica	אקוסטית	acústicar	אקוסטי	ADJ;FEM;SG	N;FEM;SG
hueso	בון	hueso	בון	N;MASC;SG	PROPN
hueso	עצם	hueso	עצם	N;MASC;SG	
donald	דונלד	donald	דונלד	N;SG	PROPN
rincón	לפינה	rincón	לפינה	N;MASC;SG	
rincón	פינה	rincón	פינה	N;MASC;SG	
rincón	רינקון	rincón	רינקון	N;MASC;SG	PROPN
jacob	יעקב	jacob	יעקב	PROPN	PROPN
baño	שירותים	baño	שירות	N;MASC;SG	N;MASC;PL
baño	שירותים	baño	שירות	N;MASC;SG	N;MASC;PL
baño	אמבט	baño	אמבט	N;MASC;SG	
seguros	ביטוח	seguro	ביטוח	N;MASC;PL	N;MASC;SG
correr	רץ	correr	רץ	V;NFIN	
correr	ריצה	correr	ריצה	V;NFIN	N;FEM;SG
correr	רוץ	correr	רוץ	V;NFIN	PROPN
correr	ריצה	correr	ריצה	V;NFIN	N;FEM;SG
correr	ריצה	correr	ריצה	V;NFIN	N;FEM;SG
telecomunicaciones	טלקום	telecomunicación	טלקום	N;FEM;PL	PROPN
arequipa	ארקיפה	arequipa	ארקיפה	N;FEM;SG	PROPN
iris	איריס	iris	איריס	N;MASC;SG	PROPN
iris	אייריס	iris	אייריס	N;MASC;SG	PROPN
maldonado	מלדונאדו	maldonar	מלדונאדו	N;MASC;SG	
cantando	מזמר	cantar	מזמר	V;V.MSDR	PROPN
cantando	מזמרים	cantar	מזמר	V;V.MSDR	N;MASC;PL
cantando	שרים	cantar	שר	V;V.MSDR	N;MASC;PL
cantando	שירה	cantar	שירה	V;V.MSDR	
cantando	שר	cantar	שר	V;V.MSDR	N;MASC;SG
depósitos	הפיקדון	depósito	הפיקדון	N;MASC;PL	N;MASC;SG
depósitos	הפקדה	depósito	הפקדה	N;MASC;PL	N;FEM;SG
depósitos	פיקדון	depósito	פיקדון	N;MASC;PL	N;MASC;SG
invitada	אורחת	invitada	אורחה	ADJ;FEM;SG;V.PTCP	N;FEM;SG
invitada	אורח	invitada	אורח	ADJ;FEM;SG;V.PTCP	N;MASC;SG
invitada	מוזמנים	invitada	הוזמן	ADJ;FEM;SG;V.PTCP	V;MASC;PL;V.PTCP;PASS
invitada	מוזמנת	invitada	הוזמן	ADJ;FEM;SG;V.PTCP	V;FEM;SG;V.PTCP;PASS
invitada	הוזמן	invitada	הוזמן	ADJ;FEM;SG;V.PTCP	V;MASC;SG;3;PST;PASS
invitada	הוזמנה	invitada	הוזמן	ADJ;FEM;SG;V.PTCP	V;FEM;SG;3;PST;PASS
invitada	מוזמן	invitada	הוזמן	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP;PASS
homer	הומר	homer	הומר	N;MASC;SG	PROPN
liverpool	ליברפול	liverpool	ליברפול	N;MASC;SG	PROPN
rap	ראפ	rap	ראפ	N;MASC;SG	PROPN
respondió	ענתה	responder	ענה	V;IND;SG;3;PST;FIN	N;FEM;SG
respondió	ענתה	responder	ענה	V;IND;SG;3;PST;FIN	N;FEM;SG
asistir	השתתפות	asistir	השתתפות	V;NFIN	N;FEM;SG
asistir	נוכח	asistir	נוכח	V;NFIN	
turistas	תיירות	turista	תיירות	N;PL	N;FEM;SG
turistas	תייר	turista	תייר	N;PL	
turistas	תיירת	turista	תייר	N;PL	N;FEM;SG
turistas	תיירות	turista	תיירות	N;PL	N;FEM;SG
darío	דריוס	darío	דריוס	N;MASC;SG	PROPN
imdb	imdb	imdb	imdb	N;FEM;SG	
autobús	האוטובוס	autobús	האוטובוס	N;MASC;SG	PROPN
actuando	משחק	actuar	משחק	V;V.MSDR	N;MASC;SG
anuncia	מכריז	anunciar	הכריז	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
anuncia	מודיעה	anunciar	הודיע	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
anuncia	תכריז	anunciar	תכריז	V;IND;SG;3;PRS;FIN	V;FEM;SG;3;FUT;ACT
lituania	ליטאי	lituania	ליטאי	N;FEM;SG	PROPN
lituania	ליטא	lituania	ליטא	N;FEM;SG	PROPN
tendencias	מגמה	tendencia	מגמה	N;FEM;PL	N;FEM;SG
tendencias	פופולרי	tendencia	פופולרי	N;FEM;PL	ADJ;MASC;SG
tendencias	פופולריות	tendencia	פופולריות	N;FEM;PL	N;FEM;SG
tendencias	פופולריים	tendencia	פופולרי	N;FEM;PL	ADJ;MASC;PL
secretos	סוד	secreto	סוד	N;MASC;PL	
secretos	סודית	secreto	סודית	N;MASC;PL	ADV
secretos	סוד	secreto	סוד	N;MASC;PL	
secretos	סודיות	secreto	סודיות	N;MASC;PL	N;FEM;SG
secretos	סודי	secreto	סודי	N;MASC;PL	N;MASC;SG
tommy	טומי	tommy	טומי	PROPN	PROPN
exhibición	מוצג	exhibición	הוצג	N;FEM;SG	V;MASC;SG;V.PTCP;PASS
exhibición	התערוכה	exhibición	התערוכה	N;FEM;SG	V;FEM;SG;3;PST
amistoso	ידידותית	amistoso	ידידותי	ADJ;MASC;SG	ADV
amistoso	ידידותיות	amistoso	ידידותיות	ADJ;MASC;SG	N;FEM;PL
elaborado	לפרט	elaborado	פירט	ADJ;MASC;SG;V.PTCP	V;NFIN;ACT
temprano	ארלי	temprano	ארלי	ADV	PROPN
temprano	תחילת	temprano	תחילה	ADV	N;PSSD;FEM;SG
direcciones	כתובת	dirección	כתובת	N;FEM;PL	N;FEM;SG
direcciones	הכתובת	dirección	הכתובה	N;FEM;PL	PROPN
soprano	סופרנו	soprano	סופר	N;FEM;SG	PROPN
now	כעת	now	כעת		ADV
now	עכשיו	now	עכשיו		ADV
sonic	קולי	sonic	קולי	N;MASC;SG	PROPN
espectro	ספקטור	espectro	ספקטור	N;MASC;SG	PROPN
espectro	ספקטר	espectro	ספקטר	N;MASC;SG	PROPN
espectro	רפא	espectro	רפא	N;MASC;SG	
espectro	רפאים	espectro	רפאי	N;MASC;SG	N;MASC;PL
espectro	הספקטרום	espectro	הספקטרום	N;MASC;SG	PROPN
espectro	ספקטר	espectro	ספקטר	N;MASC;SG	PROPN
serio	רצינית	serio	רציני	ADJ;MASC;SG	ADV
serio	רציניים	serio	רציני	ADJ;MASC;SG	ADJ;MASC;PL
conducción	נוהג	conducción	נהג	N;FEM;SG	V;MASC;SG;V.PTCP;ACT
gobernantes	שליטי	gobernante	שליטי	N;PL	PROPN
capacidades	יכולות	capacidad	יכול	N;FEM;PL	ADJ;FEM;PL
capacidades	יכולות	capacidad	יכול	N;FEM;PL	ADJ;FEM;PL
inteligente	חכמה	inteligente	חכמה	ADJ;SG	N;FEM;SG
inteligente	חכם	inteligente	חכם	ADJ;SG	
inteligente	חכם	inteligente	חכם	ADJ;SG	
inteligente	נבון	inteligente	נבון	ADJ;SG	PROPN
inteligente	אינטליגנציה	inteligente	אינטליגנציה	ADJ;SG	N;FEM;SG
inteligente	חכם	inteligente	חכם	ADJ;SG	
inteligente	חכמה	inteligente	חכמה	ADJ;SG	N;FEM;SG
inteligente	חכמים	inteligente	חכם	ADJ;SG	N;MASC;PL
introducido	הציג	introducir	הציג	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;ACT
introducido	הציגה	introducir	הציג	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST;ACT
ficticio	בדיונית	ficticio	בדיוני	ADJ;MASC;SG	PROPN
ficticio	בדיוני	ficticio	בדיוני	ADJ;MASC;SG	N;MASC;SG
ficticio	בדוי	ficticio	בדוי	ADJ;MASC;SG	PROPN
manhattan	מנהטן	manhattar	מנהטן	N;MASC;SG	PROPN
abundantes	בשפע	abundante	בשפע	ADJ;PL	
abundantes	בשפע	abundante	בשפע	ADJ;PL	
abundantes	שופע	abundante	שופע	ADJ;PL	ADJ;MASC;SG
abundantes	שפע	abundante	שפע	ADJ;PL	
dosis	מנה	dosis	מנה	N;FEM	
conocía	ידע	conocer	ידע	V;IND;SG;3;IPFV;FIN	N;MASC;SG
conocía	ידעה	conocer	דעה	V;IND;SG;3;IPFV;FIN	V;FEM;SG;3;PST
cubrir	כיסוי	cubrir	כיסוי	V;NFIN	N;MASC;SG
cubrir	כסה	cubrir	כסה	V;NFIN	
cubrir	חיפוי	cubrir	חיפוי	V;NFIN	N;MASC;SG
antártida	האנטארקטי	antártida	האנטארקטי	N;FEM;SG	PROPN
aprobada	אושר	aprobado	אושר	ADJ;FEM;SG;V.PTCP	PROPN
aprobada	אושרו	aprobado	אושר	ADJ;FEM;SG;V.PTCP	V;PL;3;PST;PASS
aprobada	אושרה	aprobado	אושר	ADJ;FEM;SG;V.PTCP	V;FEM;SG;3;PST;PASS
investigar	תחקור	investigar	תחקור	V;NFIN	N;MASC;SG
filadelfia	פילי	filadelfia	פילי	N;FEM;SG	PROPN
filadelfia	פילדלפיה	filadelfia	פילדלפיה	N;FEM;SG	PROPN
decidido	החלטת	decidido	החלטה	ADJ;MASC;SG;V.PTCP	N;PSSD;FEM;SG
decidido	החליטה	decidido	החליט	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST;ACT
decidido	החליטו	decidido	החליט	ADJ;MASC;SG;V.PTCP	V;PL;3;PST;ACT
decidido	החלטתי	decidido	החלטתי	ADJ;MASC;SG;V.PTCP	V;SG;1;PST;ACT
decidido	הוחלט	decidido	הוחלט	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;PASS
decidido	החליט	decidido	החליט	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;ACT
decidido	נקבע	decidido	נקבע	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;MID
decidido	שנקבע	decidido	שנקבע	ADJ;MASC;SG;V.PTCP	
baden	באדן	bader	באדן	N;MASC;SG	PROPN
falso	שווא	falso	שווא	ADJ;MASC;SG	
falso	שקר	falso	שקר	ADJ;MASC;SG	
falso	מזויף	falso	מזויף	ADJ;MASC;SG	V;MASC;SG;V.PTCP;PASS
falso	מזוייף	falso	הזויף	ADJ;MASC;SG	V;MASC;SG;V.PTCP;PASS
falso	מזויפת	falso	זויף	ADJ;MASC;SG	V;FEM;SG;V.PTCP;PASS
falso	זיוף	falso	זיוף	ADJ;MASC;SG	N;MASC;SG
falso	מזויפות	falso	הזויף	ADJ;MASC;SG	V;FEM;PL;V.PTCP;PASS
jesuitas	ישועי	jesuita	ישוע	N;PL	PROPN
enfrenta	מתעמת	enfrentar	מתעמת	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP
humedad	הלחות	humedad	הלחה	N;FEM;SG	N;FEM;PL
humedad	הלחות	humedad	הלחה	N;FEM;SG	N;FEM;PL
jurídico	חוקי	jurídico	חוקי	ADJ;MASC;SG	ADJ;MASC;PL
jurídico	חוקית	jurídico	חוקי	ADJ;MASC;SG	ADV
jurídico	חוקיים	jurídico	חוקי	ADJ;MASC;SG	ADJ;MASC;PL
jurídico	חוקיות	jurídico	חוקיות	ADJ;MASC;SG	N;FEM;SG
tabasco	טבסקו	tabasco	טבסקו	N;MASC;SG	PROPN
destruida	נהרס	destruido	נהרס	ADJ;FEM;SG;V.PTCP	V;MASC;SG;3;PST;MID
destruida	הושמד	destruido	הושמד	ADJ;FEM;SG;V.PTCP	V;MASC;SG;3;PST;PASS
destruida	הרס	destruido	הרס	ADJ;FEM;SG;V.PTCP	N;MASC;SG
destruida	הרוס	destruido	הרוס	ADJ;FEM;SG;V.PTCP	
destruida	נהרסו	destruido	נהרס	ADJ;FEM;SG;V.PTCP	V;PL;3;PST;MID
testigo	עדה	testigo	עדה	N;MASC;SG	
testigo	העד	testigo	העד	N;MASC;SG	
testigo	עדים	testigo	עד	N;MASC;SG	N;MASC;PL
seguida	עקבתי	seguido	עקבתי	ADJ;FEM;SG;V.PTCP	V;SG;1;PST;ACT
seguida	ואחריו	seguido	ואחריו	ADJ;FEM;SG;V.PTCP	
bros	אחים	bros	אח	N;MASC;SG	N;PL
kilómetro	מייל	kilómetro	מייל	N;MASC;SG	PROPN
bobby	בובי	bobby	בובי	PROPN	PROPN
reptiles	זוחל	reptil	זוחל	N;MASC;PL	PROPN
logo	לוגו	logo	לוגו	N;MASC;SG	PROPN
logo	הלוגו	logo	הלוגו	N;MASC;SG	PROPN
turística	תייר	turístico	תייר	ADJ;FEM;SG	
turística	תיירת	turístico	תייר	ADJ;FEM;SG	N;FEM;SG
turística	תיירים	turístico	תייר	ADJ;FEM;SG	N;MASC;PL
turística	תיירות	turístico	תיירות	ADJ;FEM;SG	N;FEM;SG
holandés	הולנדית	holandés	הולנדי	N;MASC;SG	PROPN
holandés	הולנדי	holandés	הולנדי	N;MASC;SG	PROPN
holandés	ההולנדי	holandés	ההולנד	N;MASC;SG	PROPN
plus	בנוסף	plus	בנוסף	N	ADV
plus	פלוס	plus	None	N	
plus	ובנוסף	plus	ובנוסף	N	
nasa	נאסא	nasa	נאסא	N;FEM;SG	PROPN
masiva	מאסיב	masivo	מאסיב	ADJ;FEM;SG	PROPN
masiva	מסיבית	masivo	מסיבית	ADJ;FEM;SG	ADV
viendo	צפייה	ver	צפייה	V;V.MSDR	N;FEM;SG
viendo	צופים	ver	צופה	V;V.MSDR	N;MASC;PL
mercurio	כספית	mercurio	כספי	N;MASC;SG	ADV
mercurio	מרקורי	mercurio	מרקורי	N;MASC;SG	PROPN
gilbert	גילברט	gilbert	גילברט	PROPN	PROPN
escobar	אסקובר	escobar	אסקובר	PROPN	PROPN
moléculas	מולקולה	molécula	מולקולה	N;FEM;PL	N;FEM;SG
sargento	קשישא	sargento	קשישא	N;MASC;SG	PROPN
alturas	הייטס	altura	הייטס	N;FEM;PL	PROPN
creencia	האמונה	creencia	האמונה	N;FEM;SG	
aterrizaje	נוחת	aterrizaje	נוחת	N;MASC;SG	V;MASC;SG;V.PTCP;ACT
campbell	קמבל	campbell	קמבל	N;SG	PROPN
campbell	קמפבל	campbell	קמפבל	N;SG	PROPN
danny	דני	danny	דני	N;MASC;SG	PROPN
martes	שלישי	martes	שלישי	N	PROPN
requieren	דורש	requerir	דרש	V;IND;PL;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
requieren	דורשים	requerir	דרש	V;IND;PL;3;PRS;FIN	V;MASC;PL;V.PTCP;ACT
requieren	דרוש	requerir	דרש	V;IND;PL;3;PRS;FIN	PROPN
pretendía	מיועד	pretender	יועד	V;IND;SG;3;IPFV;FIN	V;MASC;SG;V.PTCP;PASS
pretendía	המיועד	pretender	המיועד	V;IND;SG;3;IPFV;FIN	N;MASC;SG
arsenal	הנשקייה	arsenal	הנשקייה	N;MASC;SG	PROPN
arsenal	הנשקייה	arsenal	הנשקייה	N;MASC;SG	PROPN
arsenal	ארסנל	arsenal	ארסנל	N;MASC;SG	PROPN
nigeria	הניגרי	nigeria	הניגרי	N;FEM;SG	PROPN
nigeria	ניגריה	nigeria	ניגריה	N;FEM;SG	PROPN
constantinopla	קונסטנטינופול	constantinopla	קונסטנטינופול	ADJ;FEM;SG	PROPN
extrema	קיצוניות	extremo	קיצוני	ADJ;FEM;SG	ADJ;FEM;PL
extrema	קיצוני	extremo	קיצוני	ADJ;FEM;SG	N;MASC;SG
extrema	אקסטרים	extremo	אקסטרי	ADJ;FEM;SG	N;MASC;PL
extrema	קיצונית	extremo	קיצוני	ADJ;FEM;SG	ADV
gibraltar	גיברלטר	gibraltar	גיברלטר	V;NFIN	PROPN
consola	לנחם	consola	נחם	N;FEM;SG	V;NFIN;ACT
sentimiento	מרגישה	sentimiento	הרגיש	N;MASC;SG	V;FEM;SG;V.PTCP;ACT
sentimiento	מרגיש	sentimiento	הרגיש	N;MASC;SG	V;MASC;SG;V.PTCP;ACT
cargas	עול	carga	עול	N;FEM;PL	
cargas	המון	carga	המון	N;FEM;PL	
trato	דיל	trato	דיל	N;MASC;SG	PROPN
suficientes	מספיק	suficiente	מספיק	ADJ;PL	ADV
suficientes	מספקת	suficiente	סיפק	ADJ;PL	V;FEM;SG;V.PTCP;ACT
when	מתי	when	מתי	N	ADV
when	כאשר	when	כאשר	N	CONJ
flash	הבזק	flash	הבזק	N;MASC;SG	
flash	פלאש	flash	פלאש	N;MASC;SG	PROPN
flash	מבזק	flash	מבזק	N;MASC;SG	PROPN
place	המקום	place	המקום	N	
non	נון	non	נון	N	PROPN
castillos	טירה	castillo	טירה	N;MASC;PL	N;FEM;SG
fuga	לברוח	fuga	ברח	N;FEM;SG	V;NFIN;ACT
cleveland	קליבלנד	cleveland	קליבלנד	N;MASC;SG	PROPN
dorada	זהב	dorado	זהב	ADJ;FEM;SG;V.PTCP	N;MASC;SG
dorada	זהוב	dorado	זהוב	ADJ;FEM;SG;V.PTCP	
dorada	גולדן	dorado	גולדן	ADJ;FEM;SG;V.PTCP	PROPN
dorada	זהב	dorado	זהב	ADJ;FEM;SG;V.PTCP	N;MASC;SG
dorada	גולד	dorado	גולד	ADJ;FEM;SG;V.PTCP	PROPN
abuela	סבתא	abuela	סבתא	N;FEM;SG	PROPN
abuela	סבתא	abuela	סבתא	N;FEM;SG	PROPN
abuela	סבתא	abuela	סבתא	N;FEM;SG	PROPN
frontal	קדמי	frontal	קדם	ADJ;SG	PROPN
frontal	החזית	frontal	החזית	ADJ;SG	ADV
frontal	חזית	frontal	חזית	ADJ;SG	N;FEM;SG
frontal	לחזית	frontal	לחזית	ADJ;SG	ADV
frontal	חזיתית	frontal	חזיתית	ADJ;SG	ADV
huevo	ביצים	huevo	ביצה	N;MASC;SG	N;FEM;PL
huevo	אגס	huevo	אגס	N;MASC;SG	PROPN
huevo	ביצה	huevo	ביצה	N;MASC;SG	PROPN
tragedia	טרגי	tragedia	טרגי	N;FEM;SG	ADJ;MASC;SG
beta	ביתא	beta	ביתא	N;FEM;SG	PROPN
beta	בטא	beta	בטא	N;FEM;SG	PROPN
charlotte	שרלוט	charlotte	שרלוט	N;MASC;SG	PROPN
charlotte	שארלוט	charlotte	שארלוט	N;MASC;SG	PROPN
azteca	האצטקי	azteca	האצטקי	N;SG	PROPN
patrones	דפוס	patrón	דפוס	N;MASC;PL	N;MASC;SG
patrones	תבנית	patrón	תבנית	N;MASC;PL	N;FEM;SG
how	איך	how	איך	PROPN	ADV
how	כיצד	how	כיצד	PROPN	ADV
boeing	בואינג	boeing	בואינג	N;MASC;SG	PROPN
aliado	אלי	aliado	אלי	ADJ;MASC;SG;V.PTCP	PROPN
ama	הפילגש	amar	הפילגש	V;IND;SG;3;PRS;FIN	PROPN
