armónica	وزن	armónico	وزن	ADJ;FEM;SG	N;NOM;MASC;SG;3
orquídea	اُشنہ.	orquídea	اُشنہ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
ejecuta	فرض	ejecuto	فرض	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
ejecuta	حکم	ejecuto	حکم	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
pierce	گُھپنا	percer	گھھپنا	PROPN	PROPN;NOM;MASC;SG;3
pierce	سالنا	percer	سالنا	PROPN	
pierce	درآنا	percer	درآنا	PROPN	PROPN;NOM;MASC;SG;3
pierce	برمانا	percer	برما	PROPN	V;SG;V.PTCP;ACT
aislados	نرالا.	aislado	نرالاؤ	ADJ;MASC;PL;V.PTCP	PROPN;NOM;MASC;SG;3
aislados	انوکھا	aislado	انوکھا	ADJ;MASC;PL;V.PTCP	ADJ;NOM;MASC;SG
refuerzo	کمک.	refuerzo	کمک.	N;MASC;SG	
novedades	اطلاع	novedad	اطلاع	N;FEM;PL	N;NOM;FEM;SG;3
novedades	اچھوتا	novedad	اچھوتا	N;FEM;PL	PROPN;NOM;MASC;SG;3
novedades	حالیہ.	novedad	حالیہ.	N;FEM;PL	PROPN;NOM;MASC;SG;3
novedades	نودیدہ	novedad	نودیدہ	N;FEM;PL	PROPN;NOM;MASC;SG;3
novedades	عجیب.	novedad	عجیب.	N;FEM;PL	PROPN;NOM;MASC;SG;3
novedades	جدید	novedad	جدید	N;FEM;PL	ADJ
novedades	اچھوتا	novedad	اچھوتا	N;FEM;PL	PROPN;NOM;MASC;SG;3
novedades	حالیہ.	novedad	حالیہ.	N;FEM;PL	PROPN;NOM;MASC;SG;3
novedades	نودیدہ	novedad	نودیدہ	N;FEM;PL	PROPN;NOM;MASC;SG;3
novedades	اجنبی	novedad	اجنبی	N;FEM;PL	V;SG;V.PTCP;ACT
novedades	عجیب.	novedad	عجیب.	N;FEM;PL	PROPN;NOM;MASC;SG;3
novedades	جدید	novedad	جدید	N;FEM;PL	ADJ
cubanos	کیوبائی.	cubano	کیوبائی.	N;MASC;PL	PROPN;NOM;MASC;SG;3
unit	واحدہ	unit	واحدہ	N	
unit	فی	unit	فی	N	ADP
ricas	(	rico	(	ADJ;FEM;PL	
ricas	قیمتی-	rico	قیمتی-	ADJ;FEM;PL	N;NOM;MASC;PL;3
ricas	in	rico	in	ADJ;FEM;PL	
ricas	وافر	rico	وافر	ADJ;FEM;PL	
ricas	دعویٰ	rico	دعویٰ	ADJ;FEM;PL	N;NOM;MASC;SG;3
ricas	بھرپور-	rico	بھرپور-	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
ricas	پھکّڑ.	rico	پھکّڑ.	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
ricas	رئیسانہ	rico	رئیسانہ	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
experimentales	وقتی	experimental	وقتی	ADJ;PL	N;NOM;MASC;SG;3
vinculación	سلاسل.	vinculación	سلاسلؤ	N;FEM;SG	PROPN;NOM;MASC;SG;3
vinculación	سلسلہ.	vinculación	سلسلہ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
vinculación	زنجیر	vinculación	زنجیر	N;FEM;SG	
hombros	کندھیانا	hombro	کندھیانا	N;MASC;PL	PROPN;NOM;MASC;SG;3
hombros	پہاڑ	hombro	پہاڑ	N;MASC;PL	N;NOM;MASC;SG;3
hombros	کندھیانا	hombro	کندھیانا	N;MASC;PL	PROPN;NOM;MASC;SG;3
hombros	دوش	hombro	دوش	N;MASC;PL	V;SG;ACT
hombros	پہاڑ	hombro	پہاڑ	N;MASC;PL	N;NOM;MASC;SG;3
sedimentos	تلچھٹ	sedimento	تلچھٹ	N;MASC;PL	N;NOM;MASC;SG;3
sedimentos	دُرد	sedimento	دُرد	N;MASC;PL	PROPN;NOM;MASC;SG;3
sedimentos	پختہ	sedimento	پختہ	N;MASC;PL	ADJ
sedimentos	پرانا	sedimento	پرانا	N;MASC;PL	ADJ;NOM;MASC;SG
sedimentos	محکم	sedimento	محکم	N;MASC;PL	PROPN;NOM;MASC;SG;3
sedimentos	تلچھٹ	sedimento	تلچھٹ	N;MASC;PL	N;NOM;MASC;SG;3
sedimentos	دُرد	sedimento	دُرد	N;MASC;PL	PROPN;NOM;MASC;SG;3
sedimentos	پختہ	sedimento	پختہ	N;MASC;PL	ADJ
sedimentos	پرانا	sedimento	پرانا	N;MASC;PL	ADJ;NOM;MASC;SG
sedimentos	محکم	sedimento	محکم	N;MASC;PL	PROPN;NOM;MASC;SG;3
sedimentos	گاد	sedimento	گاد	N;MASC;PL	
sedimentos	رُسوب	sedimento	رُسوب	N;MASC;PL	PROPN;NOM;MASC;SG;3
desconocidos	مجہول	desconocido	مجہول	ADJ;MASC;PL;V.PTCP	N;NOM;MASC;SG;3
verduras	جامد-	verdura	جامد-	N;FEM;PL	PROPN;NOM;MASC;SG;3
verduras	لدّھڑ	verdura	لدّھڑ	N;FEM;PL	PROPN;NOM;MASC;SG;3
verduras	بقلی	verdura	بقلی	N;FEM;PL	
verduras	آلو	verdura	آلو	N;FEM;PL	N;NOM;MASC;SG;3
verduras	نباتی	verdura	نباتی	N;FEM;PL	ADJ
willy	آلت	willy	آلت	N;MASC;SG	PROPN;NOM;MASC;SG;3
willy	پُھّنو	willy	پُھّنو	N;MASC;SG	PROPN;NOM;MASC;SG;3
mínimos	اقل	mínimo	اقل	ADJ;MASC;PL	
mínimos	باریک	mínimo	باریک	ADJ;MASC;PL	N;NOM;MASC;SG;3
mínimos	اقلی.	mínimo	اقلی.	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
espía	جاسوس	espía	جاسوس	N;SG	PROPN;NOM;MASC;SG;3
espía	مخبر	espía	مخبر	N;SG	PROPN;NOM;MASC;SG;3
front	to	front	to	N	
front	سیما.	front	سیما.	N	PROPN;NOM;MASC;SG;3
front	اگلا	front	اگلا	N	
front	بیشیں.	front	بیش	N	V;PL;FIN;ACT
front	صدر	front	صدر	N	PROPN;NOM;MASC;SG;3
front	toward	front	toward	N	PROPN;NOM;MASC;SG;3
front	to	front	to	N	
front	سیما.	front	سیما.	N	PROPN;NOM;MASC;SG;3
front	اگلا	front	اگلا	N	
front	بیشیں.	front	بیش	N	V;PL;FIN;ACT
front	صدر	front	صدر	N	PROPN;NOM;MASC;SG;3
front	toward	front	toward	N	PROPN;NOM;MASC;SG;3
vos	تم	vo	تو	PRO;SG;2	PRO;NOM;PL;2
vos	تم	vo	تو	PRO;SG;2	PRO;NOM;PL;2
palm	ہتھیلی	palm	ہتھیلی		N;NOM;FEM;SG;3
municiones	شیل	munición	شیل	N;FEM;PL	PROPN;NOM;MASC;SG;3
informado	ذہین.	informado	ذہین.	ADJ;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;3
elefante	فیل	elefante	فیل	N;MASC;SG	V;ACT
organizan	سلجھانا.	organizar	سلجھان	V;IND;PL;3;PRS;FIN	PROPN;NOM;MASC;SG;3
sinónimos	قاموس	sinónimo	قاموس	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
sinónimos	معجم	sinónimo	معجم	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
saltar	from	saltar	from	V;NFIN	
saltar	کدانا	saltar	کدانا	V;NFIN	PROPN;NOM;MASC;SG;3
saltar	اضطراب.	saltar	اضطراب.	V;NFIN	PROPN;NOM;MASC;SG;3
saltar	چھلانگ.	saltar	چھلانگ.	V;NFIN	PROPN;NOM;MASC;SG;3
saltar	in	saltar	in	V;NFIN	
saltar	قیمتوں	saltar	قیمت	V;NFIN	N;NOM;MASC;PL;3
saltar	چڑھانا.	saltar	چڑھاناؤ	V;NFIN	PROPN;NOM;MASC;SG;3
saltar	from	saltar	from	V;NFIN	
saltar	کدانا	saltar	کدانا	V;NFIN	PROPN;NOM;MASC;SG;3
saltar	زقند	saltar	زقند	V;NFIN	PROPN;NOM;MASC;SG;3
saltar	اضطراب.	saltar	اضطراب.	V;NFIN	PROPN;NOM;MASC;SG;3
saltar	چھلانگ.	saltar	چھلانگ.	V;NFIN	PROPN;NOM;MASC;SG;3
saltar	in	saltar	in	V;NFIN	
saltar	قیمتوں	saltar	قیمت	V;NFIN	N;NOM;MASC;PL;3
saltar	چڑھانا.	saltar	چڑھاناؤ	V;NFIN	PROPN;NOM;MASC;SG;3
saltar	of	saltar	of	V;NFIN	
ciertamente	واقعی	ciertamente	واقعی	ADV	
ciertamente	بیشک	ciertamente	بیشک	ADV	
ciertamente	تحقیر	ciertamente	تحقیر	ADV	N;NOM;MASC;SG;3
ciertamente	واقعی	ciertamente	واقعی	ADV	
ciertamente	بیشک	ciertamente	بیشک	ADV	
ciertamente	تحقیر	ciertamente	تحقیر	ADV	N;NOM;MASC;SG;3
ciertamente	قطعاً	ciertamente	قطعاً	ADV	N
ciertamente	بالکل	ciertamente	بالکل	ADV	CONJ
ciertamente	وثوق	ciertamente	وثوق	ADV	
ciertamente	قطعاً	ciertamente	قطعاً	ADV	N
ciertamente	بالکل	ciertamente	بالکل	ADV	CONJ
ciertamente	وثوق	ciertamente	وثوق	ADV	
hardy	قوی	hardy	قوی	N	ADJ
hardy	مضبوط	hardy	مضبوط	N	ADJ
encontradas	(	encontrado	(	ADJ;FEM;PL;V.PTCP	
monetaria	زری	monetario	زری	ADJ;FEM;SG	N;NOM;MASC;SG;3
amable	عنایت	amable	عنایت	ADJ;SG	PROPN;NOM;MASC;SG;3
amable	گروہ	amable	گروہ	ADJ;SG	N;NOM;MASC;SG;3
amable	قسم	amable	قسم	ADJ;SG	N;NOM;MASC;SG;3
amable	جماعت	amable	جماعت	ADJ;SG	N;NOM;FEM;SG;3
amable	مہربان	amable	مہربان	ADJ;SG	PROPN;NOM;MASC;SG;3
amable	عنایت	amable	عنایت	ADJ;SG	PROPN;NOM;MASC;SG;3
amable	وضع	amable	وضع	ADJ;SG	N;NOM;MASC;SG;3
amable	گروہ	amable	گروہ	ADJ;SG	N;NOM;MASC;SG;3
amable	قسم	amable	قسم	ADJ;SG	N;NOM;MASC;SG;3
amable	جماعت	amable	جماعت	ADJ;SG	N;NOM;FEM;SG;3
amable	شفیق	amable	شفیق	ADJ;SG	PROPN;NOM;MASC;SG;3
amable	مہربان	amable	مہربان	ADJ;SG	PROPN;NOM;MASC;SG;3
cera	جھونجل	cera	جھونجل	N;FEM;SG	PROPN;NOM;MASC;SG;3
cera	(	cera	(	N;FEM;SG	
cera	مومیانا	cera	مومیانا	N;FEM;SG	PROPN;NOM;MASC;SG;3
novato	عازم	novato	عازم	N;MASC;SG	PROPN;NOM;MASC;SG;3
novato	چیلا.	novato	چیلا.	N;MASC;SG	PROPN;NOM;MASC;SG;3
novato	نوآموز	novato	نوآموز	N;MASC;SG	PROPN;NOM;MASC;SG;3
novato	سیکھتڑ	novato	سیکھتڑ	N;MASC;SG	PROPN;NOM;MASC;SG;3
lino	قمیص	lino	قمیص	N;MASC;SG	PROPN;NOM;MASC;SG;3
procurador	مختا	procurador	مختا	N;MASC;SG	
procurador	گماشتہ	procurador	گماشتہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
radiodifusión	ریڈیو	radiodifusión	ریڈیو	N;FEM;SG	PROPN;NOM;MASC;SG;3
belle	حسینہ.	belle	حسینہ.	N;SG	PROPN;NOM;MASC;SG;3
sexualidad	جنسیت	sexualidad	جنسیت	N;FEM;SG	PROPN;NOM;MASC;SG;3
misteriosa	سرّی.	misterioso	سرّی.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
misteriosa	رازداری	misterioso	رازداری	ADJ;FEM;SG	N;NOM;MASC;SG;3
misteriosa	خفیہ	misterioso	خفیہ	ADJ;FEM;SG	N;NOM;MASC;SG;3
misteriosa	رمزیت	misterioso	رمزیت	ADJ;FEM;SG	N;NOM;MASC;SG;3
misteriosa	رازداری	misterioso	رازداری	ADJ;FEM;SG	N;NOM;MASC;SG;3
misteriosa	خفیہ	misterioso	خفیہ	ADJ;FEM;SG	N;NOM;MASC;SG;3
misteriosa	راز	misterioso	راز	ADJ;FEM;SG	N;NOM;MASC;SG;3
misteriosa	رمزیت	misterioso	رمزیت	ADJ;FEM;SG	N;NOM;MASC;SG;3
misteriosa	بھید	misterioso	بھید	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
rush	پھیلنا	rush	پھیل	N	V;SG;NFIN;ACT
rush	بعجلت	rush	بعجلت	N	
rush	گرنا	rush	گر	N	V;MASC;SG;NFIN;ACT
rush	جوشیلی	rush	جوشیلی	N	PROPN;NOM;MASC;SG;3
rush	پھرتیلی	rush	پھرتیلی	N	ADJ
rush	بہنا	rush	بہ	N	V;PFV;MASC;SG;V.PTCP;ACT
rush	سرکنڈا	rush	سرکنڈا	N	PROPN;NOM;MASC;SG;3
rush	نرکل	rush	نرکل	N	PROPN;NOM;MASC;SG;3
rush	on	rush	on	N	
rush	دوڑانا	rush	دوڑانا	N	PROPN;NOM;MASC;SG;3
rush	(	rush	(	N	
rush	ہلچل	rush	ہلچل	N	V;ACT
rush	سیلاب.	rush	سیلاب.	N	PROPN;NOM;MASC;SG;3
compacto	جوڑنا.	compacto	جوڑنا.	ADJ;MASC;SG	V;MASC;SG;NFIN;ACT
compacto	جگہ	compacto	جگہ	ADJ;MASC;SG	N;NOM;MASC;SG;3
compacto	جمانا	compacto	جمانا	ADJ;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
compacto	میثاق.	compacto	میثاق.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
consumidor	طالب.	consumidor	طالب.	N;MASC;SG	PROPN;NOM;MASC;SG;3
camisa	بلاؤز.	camisa	بلاؤز.	N;FEM;SG	PROPN;NOM;MASC;SG;3
camisa	بلاؤز.	camisa	بلاؤز.	N;FEM;SG	PROPN;NOM;MASC;SG;3
camisa	قمیص	camisa	قمیص	N;FEM;SG	PROPN;NOM;MASC;SG;3
quita	ہٹانا-	quitar	ہٹانا	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
quita	درجہ.	quitar	درجہ.	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
inundación	(	inundación	(	N;FEM;SG	
inundación	سمندر.	inundación	سمندر.	N;FEM;SG	PROPN;NOM;MASC;SG;3
inundación	اُچھال.	inundación	اُچھال.	N;FEM;SG	PROPN;NOM;MASC;SG;3
inundación	سینچنا	inundación	سینچ	N;FEM;SG	V;SG;ACT
inundación	مد	inundación	مد	N;FEM;SG	
pintar	روغن	pintar	روغن	V;NFIN	N;NOM;MASC;SG;3
pintar	غازہ	pintar	غازہ	V;NFIN	
pintar	سرخی	pintar	سرخی	V;NFIN	N;NOM;MASC;SG;3
oca	بدّھو	oca	بدّھو		PROPN;NOM;MASC;SG;3
cubo	مکعب.	cubo	مکعب.	N;MASC;SG	PROPN;NOM;MASC;SG;3
falsos	موہوم	falso	موہوم	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
falsos	باطل	falso	باطل	ADJ;MASC;PL	
falsos	نادرست	falso	نادرست	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
falsos	موہوم	falso	موہوم	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
falsos	باطل	falso	باطل	ADJ;MASC;PL	
falsos	دھوکا	falso	دھوکا	ADJ;MASC;PL	N;NOM;MASC;SG;3
falsos	غیراصلی.	falso	غیراصلی.	ADJ;MASC;PL	N
falsos	نقالی	falso	نقالی	ADJ;MASC;PL	N;NOM;MASC;SG;3
falsos	تقلّب.	falso	تقلّب.	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
falsos	کھوٹا	falso	کھوٹا	ADJ;MASC;PL	V;PFV;MASC;SG;V.PTCP;ACT
falsos	جعل	falso	جعل	ADJ;MASC;PL	N;NOM;MASC;SG;3
halcón	شکرا	halcón	شکرا	N;MASC;SG	PROPN;NOM;MASC;SG;3
halcón	لٹیرا	halcón	لٹیرا	N;MASC;SG	PROPN;NOM;MASC;SG;3
choice	چنیدہ	choice	چنیدہ	N	
choice	منتخب	choice	منتخب	N	ADJ
cometa	چیل	cometer	چیل	N;SG	PROPN;NOM;MASC;SG;3
cometa	گڈی	cometer	گڈی	N;SG	PROPN;NOM;MASC;SG;3
uniformes	(	uniforme	(	N;MASC;PL	
uniformes	وردی.	uniforme	وردی.	N;MASC;PL	PROPN;NOM;MASC;SG;3
uniformes	یکساں	uniforme	یکساں	N;MASC;PL	ADJ
posadas	سرائے	posada	سرائے	N;FEM;PL	PROPN;NOM;MASC;SG;3
subterránea	پوشیدہ.	subterráneo	پوشیدہ.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
subterránea	خفیہ	subterráneo	خفیہ	ADJ;FEM;SG	N;NOM;MASC;SG;3
diariamente	مستقل	diariamente	مستقل	ADV	ADJ
diariamente	متواتر	diariamente	متواتر	ADV	ADJ
diariamente	باقاعدہ.	diariamente	باقاعدہ.	ADV	PROPN;NOM;MASC;SG;3
diariamente	مسلسل.	diariamente	مسلسل.	ADV	PROPN;NOM;MASC;SG;3
sexos	مباشرت.	sexo	مباشرت.	N;MASC;PL	ADJ
sexos	جنسی	sexo	جنسی	N;MASC;PL	ADJ
swift	پھرتیلا	swift	پھرتیلا	N	PROPN;NOM;MASC;SG;3
swift	سمامہ.	swift	سمامہ.	N	PROPN;NOM;MASC;SG;3
descender	برسنا	descender	برسنا	V;NFIN	
descender	درجے	descender	درجہ	V;NFIN	
vaso	سوڈے	vaso	سوڈے	N;MASC;SG	V;PFV;MASC;PL;V.PTCP;ACT
vaso	لگانا.	vaso	لگان	N;MASC;SG	V;MASC;SG;NFIN;ACT
jenny	حمّالہ.	jenny	حمّالہ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
jenny	spinning-jenny	jenny	spinning-jenny	N;FEM;SG	PROPN;NOM;MASC;SG;3
jenny	گدھی.	jenny	گدھی.	N;FEM;SG	PROPN;NOM;MASC;SG;3
operadora	منتظم.	operadora	منتظم.	N;FEM;SG	PROPN;NOM;MASC;SG;3
fantástico	طرفہ.	fantástico	طرفہ.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
fantástico	نرالا	fantástico	نرالا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
convence	قائل	convencer	قائل	V;IND;SG;3;PRS;FIN	ADJ
seleccionar	چنیدہ	seleccionar	چنیدہ	V;NFIN	
seleccionar	منتخب.	seleccionar	منتخب.	V;NFIN	ADJ
pulmonar	ریوی.	pulmonar	ریوی.	ADJ;SG	PROPN;NOM;MASC;SG;3
pulmonar	شش.	pulmonar	شش.	ADJ;SG	PROPN;NOM;MASC;SG;3
pulmonar	پھیپھڑا	pulmonar	پھیپھڑا	ADJ;SG	PROPN;NOM;MASC;SG;3
olas	کف.	ola	کف.	N;FEM;PL	
mill	غلہ	mill	غلہ		N;NOM;MASC;SG;3
mill	مارنا	mill	مار		V;MASC;SG;NFIN;ACT
mill	لڑنا	mill	لڑنا		V;MASC;SG;NFIN;ACT
mill	پھینٹنا	mill	پھینٹنا		V;SG;NFIN;ACT
mill	دانے	mill	دا		N;NOM;MASC;SG;3
mill	بھڑنا.	mill	بھڑنا.		V;SG;NFIN;ACT
entendimiento	ہمدرد	entendimiento	ہمدرد	N;MASC;SG	PROPN;NOM;MASC;SG;3
entendimiento	فہمیدہ	entendimiento	فہمیدہ	N;MASC;SG	ADJ
entendimiento	درک.	entendimiento	درک.	N;MASC;SG	
foot	پا	foot	پا	N	V;ACT
descontento	بددلی	descontento	بددلی	N;MASC;SG	ADJ
descontento	نامطمئن	descontento	نامطمئن	N;MASC;SG	PROPN;NOM;MASC;SG;3
descontento	کبیدہ	descontento	کبیدہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
descontento	ناخوش	descontento	ناخوش	N;MASC;SG	ADJ
descontento	نامطمئن	descontento	نامطمئن	N;MASC;SG	PROPN;NOM;MASC;SG;3
requisito	مانگ	requisito	مانگ	N;MASC;SG	V;ACT
requisito	لازمی.	requisito	لازم	N;MASC;SG	PROPN;NOM;MASC;SG;3
experimentar	امکاں	experimentar	امکاں	V;NFIN	PROPN;NOM;MASC;SG;3
experimentar	جانچ	experimentar	جانچ	V;NFIN	N;NOM;MASC;SG;3
experimentar	جانچنا.	experimentar	جانچناؤ	V;NFIN	PROPN;NOM;MASC;SG;3
experimentar	اختبار	experimentar	اختبار	V;NFIN	N;NOM;MASC;SG;3
experimentar	مزاولت	experimentar	مزاولت	V;NFIN	PROPN;NOM;MASC;SG;3
experimentar	آزمائش	experimentar	آزمائش	V;NFIN	N;NOM;MASC;SG;3
experimentar	پرکھ.	experimentar	پرکھ.	V;NFIN	PROPN;NOM;MASC;SG;3
evidentemente	بظاہر	evidentemente	بظاہر	ADV	
hidroeléctrica	برقابی.	hidroeléctrico	برقابی.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
angular	زاویائی.	angular	زاویائی.	ADJ;SG	PROPN;NOM;MASC;SG;3
metabolismo	تحوّل	metabolismo	تحوّل	N;MASC;SG	
metabolismo	تحوّلی	metabolismo	تحوّلی	N;MASC;SG	PROPN;NOM;MASC;SG;3
cold	بالکل	cold	بالکل	N	CONJ
cold	مدّھم	cold	مدّھم	N	PROPN;NOM;MASC;SG;3
cold	شیتل	cold	شیتل	N	PROPN;NOM;MASC;SG;3
cold	بالکل	cold	بالکل	N	CONJ
cold	بارِد	cold	بارِد	N	PROPN;NOM;MASC;SG;3
cold	مدّھم	cold	مدّھم	N	PROPN;NOM;MASC;SG;3
cold	شیتل	cold	شیتل	N	PROPN;NOM;MASC;SG;3
degradación	تنّزل	degradación	تنّزل	N;FEM;SG	PROPN;NOM;MASC;SG;3
degradación	تنّزل	degradación	تنّزل	N;FEM;SG	PROPN;NOM;MASC;SG;3
enormemente	بہت	enormemente	بہت	ADV	DET
enormemente	غیرمعمولی	enormemente	غیرمعمولی	ADV	ADJ
enormemente	زیادہ	enormemente	زیادہ	ADV	ADJ
enormemente	بہت	enormemente	بہت	ADV	DET
almacenar	پُرکرنا.	almacenar	پُرکرنا.	V;NFIN	ADJ
almacenar	مملو	almacenar	مملو	V;NFIN	
almacenar	معلومات	almacenar	معلومات	V;NFIN	N;NOM;MASC;PL;3
almacenar	گودام.	almacenar	گودام.	V;NFIN	PROPN;NOM;MASC;SG;3
almacenar	لیس	almacenar	لیس	V;NFIN	
almacenar	پُرکرنا.	almacenar	پُرکرنا.	V;NFIN	ADJ
almacenar	مملو	almacenar	مملو	V;NFIN	
almacenar	معلومات	almacenar	معلومات	V;NFIN	N;NOM;MASC;PL;3
almacenar	ذخیرہ	almacenar	ذخیرہ	V;NFIN	N;NOM;MASC;SG;3
almacenar	گودام.	almacenar	گودام.	V;NFIN	PROPN;NOM;MASC;SG;3
almacenar	لیس	almacenar	لیس	V;NFIN	
split	over	split	over	N;MASC;SG	PROPN;NOM;MASC;SG;3
split	جھری	split	جھری	N;MASC;SG	PROPN;NOM;MASC;SG;3
split	تنکا.	split	تنکا.	N;MASC;SG	PROPN;NOM;MASC;SG;3
split	درز	split	درز	N;MASC;SG	PROPN;NOM;MASC;SG;3
split	away	split	away	N;MASC;SG	PROPN;NOM;MASC;SG;3
periferia	اضافی	periferia	اضافی	N;FEM;SG	ADJ
periferia	ذیلی.	periferia	ذیلی.	N;FEM;SG	PROPN;NOM;MASC;SG;3
periferia	بیرونی	periferia	بیرونی	N;FEM;SG	ADJ
periferia	محیط	periferia	محیط	N;FEM;SG	ADJ
periferia	دور.	periferia	دور.	N;FEM;SG	
perpetua	سرمدی.	perpetua	سرمدی.	N;FEM;SG	PROPN;NOM;MASC;SG;3
perpetua	ابدی	perpetua	ابدی	N;FEM;SG	PROPN;NOM;MASC;SG;3
perpetua	مسلسل	perpetua	مسلسل	N;FEM;SG	ADV
lámina	برگہ.	lámina	برگہ.	N;FEM;SG	
lámina	برگہ	lámina	برگہ	N;FEM;SG	
lámina	پسپائی.	lámina	پسپائی.	N;FEM;SG	PROPN;NOM;MASC;SG;3
tutela	پڑھائی.	tutela	پڑھائی	N;FEM;SG	PROPN;NOM;MASC;SG;3
tutela	سبق	tutela	سبق	N;FEM;SG	;NOM;MASC;SG;3
tutela	تولیت	tutela	تولیت	N;FEM;SG	PROPN;NOM;MASC;SG;3
vestimenta	رسمی	vestimenta	رسمی	N;FEM;SG	ADJ
vestimenta	پوشاک	vestimenta	پوشاک	N;FEM;SG	PROPN;NOM;MASC;SG;3
vestimenta	ملبوسات	vestimenta	ملبوسات	N;FEM;SG	N;NOM;MASC;PL;3
gun	بندوقچی.	gun	بندوقچی.	N	PROPN;NOM;MASC;SG;3
felices	مسرور.	feliz	مسرور.	ADJ;PL	PROPN;NOM;MASC;SG;3
felices	مگن	feliz	مگن	ADJ;PL	
felices	مسرور.	feliz	مسرور.	ADJ;PL	PROPN;NOM;MASC;SG;3
cuidados	خبرداری	cuidado	خبرداری	ADJ;MASC;PL;V.PTCP	N;NOM;MASC;SG;3
cuidados	توجہ	cuidado	توجہ	ADJ;MASC;PL;V.PTCP	N;NOM;MASC;SG;3
