پِزشک	lékař	پِزشک	lékař	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG;POS
پِستان	ňadra	پِستان	ňadra	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;PL;POS
پِستان	poprsí	پِستان	poprsí	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پِستانیہ	savec	پِستانیہ	savec	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG;POS
پُستک	kniha	پُستک	kniha	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پُستک	knihu	پُستک	kniha	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG;POS
پُستک	rezervovat	پُستک	rezervovat	PROPN;NOM;MASC;SG;3	V;POS;NFIN
پُستک	knížka	پُستک	knížka	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پُستک	rukopis	پُستک	rukopis	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پُستک	objem	پُستک	objem	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پُستک	svazek	پُستک	svazek	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پُستک	hlasitost	پُستک	hlasitost	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پستی	zaostalosti	پس	zaostalost	ADJ	N;NOM;FEM;SG;POS
پستی	únava	پس	únava	ADJ	N;NOM;FEM;SG;POS
پستی	méněcennosti	پس	méněcennost	ADJ	N;NOM;FEM;SG;POS
پستی	únava	پس	únava	ADJ	N;NOM;FEM;SG;POS
پستی	zaostalosti	پس	zaostalost	ADJ	N;NOM;FEM;SG;POS
پستی	únava	پس	únava	ADJ	N;NOM;FEM;SG;POS
پستی	méněcennosti	پس	méněcennost	ADJ	N;NOM;FEM;SG;POS
پستی	únava	پس	únava	ADJ	N;NOM;FEM;SG;POS
پِسر	kluk	پِسر	kluk	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG;POS
پِسر	chlapec	پِسر	chlapec	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG;POS
پِسر	synu	پِسر	syn	PROPN;NOM;MASC;SG;3	N;ANIM;DAT;MASC;SG;POS
پِسر	syn	پِسر	syn	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG;POS
پسند	volba	پسند	volba	ADJ	N;NOM;FEM;SG;POS
پسند	výběr	پسند	výběr	ADJ	N;INAN;NOM;MASC;SG;POS
پسند	schválení	پسند	schválení	ADJ	N;NOM;NEUT;SG;POS
پسند	schvalování	پسند	schvalování	ADJ	N;NOM;NEUT;SG;POS
پسند	přednost	پسند	přednost	ADJ	N;NOM;FEM;SG;POS
پسند	preference	پسند	preference	ADJ	N;NOM;FEM;PL;POS
پسند	volba	پسند	volba	ADJ	N;NOM;FEM;SG;POS
پسند	výběr	پسند	výběr	ADJ	N;INAN;NOM;MASC;SG;POS
پسند	schválení	پسند	schválení	ADJ	N;NOM;NEUT;SG;POS
پسند	schvalování	پسند	schvalování	ADJ	N;NOM;NEUT;SG;POS
پسند	přednost	پسند	přednost	ADJ	N;NOM;FEM;SG;POS
پسند	preference	پسند	preference	ADJ	N;NOM;FEM;PL;POS
پسندیدہ	líbilo	پسندیدہ	líbit	ADJ	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT
پسندیدہ	obdivoval	پسندیدہ	obdivovat	ADJ	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
پسندیدہ	obdivovala	پسندیدہ	obdivovat	ADJ	V;IPFV;POS;PST;V.PTCP;ACT
پسندیدہ	líbilo	پسندیدہ	líbit	ADJ	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT
پسندیدہ	obdivoval	پسندیدہ	obdivovat	ADJ	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
پسندیدہ	obdivovala	پسندیدہ	obdivovat	ADJ	V;IPFV;POS;PST;V.PTCP;ACT
پِسنہارا	millerová	پِسنہارا	millerový	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS
پِسنہارا	miller	پِسنہارا	miller	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG;POS
پِسنہارا	millera	پِسنہارا	miller	PROPN;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG;POS
پسُو	šelmy	پسُو	šelm	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL;POS
پسُو	zvíře	پسُو	zvíře	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پسُو	bestie	پسُو	bestie	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پسُو	zvířecí	پسُو	zvířecí	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG;POS
پسُو	zvíře	پسُو	zvíře	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پسُو	zvířat	پسُو	zvíře	PROPN;NOM;MASC;SG;3	N;GEN;NEUT;PL;POS
پسُو	skot	پسُو	skot	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG;POS
پسُو	dobytek	پسُو	dobytek	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پِسّو	bleší	پِسّو	bleš	PROPN;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG;POS
پسواڑہ	křídlo	پسواڑہ	křídlo	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پسواڑہ	straně	پسواڑہ	strana	PROPN;NOM;MASC;SG;3	N;DAT;FEM;SG;POS
پسواڑہ	strana	پسواڑہ	strana	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پسواڑہ	boční	پسواڑہ	boční	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG;POS
پسواڑہ	side	پسواڑہ	sít	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG;POS
پسیج	připravené	پسیج	připravený	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS
پسیج	připraveno	پسیج	připravený	PROPN;NOM;MASC;SG;3	ADJ;NEUT;SG;POS;V.PTCP;PASS
پسیج	vlhkost	پسیج	vlhkost	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پسیج	vlhkosti	پسیج	vlhkost	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پسیج	připraven	پسیج	připravený	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG;POS;V.PTCP;PASS
پسیج	připravena	پسیج	připravený	PROPN;NOM;MASC;SG;3	ADJ;POS;V.PTCP;PASS
پسیج	připraveno	پسیج	připravený	PROPN;NOM;MASC;SG;3	ADJ;NEUT;SG;POS;V.PTCP;PASS
پسیجنا	pot	پسیجنا	pot	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پسیجنا	pot	پسیجنا	pot	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پسین	poslední	پسین	poslední		ADJ;NOM;MASC;SG;POS
پسین	posledni	پسین	posledný		N;NOM;MASC;SG;POS
پسین	naposledy	پسین	naposledy		ADV
پسین	naposled	پسین	naposled		ADV
پِشاچ	ghost	پِشاچ	ghost	PROPN;NOM;MASC;SG;3	PROPN;INAN;NOM;MASC;SG;POS
پِشاچ	přízrak	پِشاچ	přízrak	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پِشاچ	duch	پِشاچ	duch	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG;POS
پِشاچ	duchu	پِشاچ	duch	PROPN;NOM;MASC;SG;3	N;ANIM;DAT;MASC;SG;POS
پِشاچ	strašidlo	پِشاچ	strašidlo	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پُشپ	kytka	پُشپ	kytka	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پُشپ	květ	پُشپ	květ	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پُشپ	květina	پُشپ	květina	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پُشپک	kytka	پُشپک	kytka	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پُشپک	květ	پُشپک	květ	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پُشپک	květina	پُشپک	květina	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پُشت	zpět	پُشت	zpět	N;NOM;MASC;SG;3	ADV
پُشت	zpátky	پُشت	zpátky	N;NOM;MASC;SG;3	ADV
پُشت	záda	پُشت	záda	N;NOM;MASC;SG;3	N;NOM;NEUT;PL;POS
پُشت	podporu	پُشت	podpora	N;NOM;MASC;SG;3	N;ACC;FEM;SG;POS
پُشت	podporovat	پُشت	podporovat	N;NOM;MASC;SG;3	V;IPFV;POS;NFIN
پُشت	podpořit	پُشت	podpořit	N;NOM;MASC;SG;3	V;PFV;POS;NFIN
پُشتارا	hmota	پُشتارا	hmota	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پُشتارا	mše	پُشتارا	mše	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پُشتارا	hmotnosti	پُشتارا	hmotnost	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پُشتارا	hmotnost	پُشتارا	hmotnost	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پُشتارا	břemeno	پُشتارا	břemeno	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پُشتارا	břímě	پُشتارا	bříma	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پُشتارا	zátěž	پُشتارا	zátěž	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پُشتارا	balík	پُشتارا	balík	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پُشتارا	naložit	پُشتارا	naložit	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پُشتارا	načíst	پُشتارا	načíst	PROPN;NOM;MASC;SG;3	V;POS;NFIN
پُشتارا	zatížení	پُشتارا	zatížení	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پُشتانہ	pozadí	پُشتانہ	pozadí	ADJ	N;NOM;NEUT;SG;POS
پُشتانہ	zázemí	پُشتانہ	zázemí	ADJ	N;NOM;NEUT;SG;POS
پُشتاول	posílení	پُشتاول	posílení	ADJ	N;NOM;NEUT;SG;POS
پُشتہ	banku	پُشتہ	banka	ADJ	N;ACC;FEM;SG;POS
پُشتہ	banka	پُشتہ	banka	ADJ	N;NOM;FEM;SG;POS
پُشتہ	banky	پُشتہ	banka	ADJ	N;NOM;FEM;PL;POS
پُشتہ	bank	پُشتہ	banka	ADJ	N;GEN;FEM;PL;POS
پُشتہ	lesba	پُشتہ	lesba	ADJ	N;NOM;FEM;SG;POS
پُشتی	spojenectví	پُش	spojenectví	ADJ	N;NOM;NEUT;SG;POS
پُشتی	aliance	پُش	aliance	ADJ	N;NOM;FEM;SG;POS
پُشتی	podporu	پُش	podpora	ADJ	N;ACC;FEM;SG;POS
پُشتی	podporovat	پُش	podporovat	ADJ	V;IPFV;POS;NFIN
پُشتی	podpořit	پُش	podpořit	ADJ	V;PFV;POS;NFIN
پُشتی	podpory	پُش	podpora	ADJ	N;NOM;FEM;SG;POS
پُشتی	podpora	پُش	podpora	ADJ	N;NOM;FEM;SG;POS
پُشتی	pomozte	پُش	pomoci	ADJ	V;PFV;IMP;PL;2;POS;FIN
پُشتی	pomoc	پُش	pomoc	ADJ	N;NOM;FEM;SG;POS
پُشتی	pomoci	پُش	pomoci	ADJ	V;POS;NFIN
پُشتی	prop	پُش	propesor	ADJ	N;NOM;MASC;SG;POS
پُشتَین	předky	پُشتَین	předek	ADJ	N;ANIM;NOM;MASC;PL;POS
پُشتَین	předků	پُشتَین	předek	ADJ	N;ANIM;GEN;MASC;PL;POS
پُشتَین	předci	پُشتَین	předec	ADJ	N;ANIM;NOM;MASC;PL;POS
پُشتَین	předkové	پُشتَین	předek	ADJ	N;ANIM;NOM;MASC;PL;POS
پُشتَینی	předků	پُشتَینی	předek	ADJ	N;ANIM;GEN;MASC;PL;POS
پشک	rosa	پشک	rosa		N;NOM;FEM;SG;POS
پشک	dew	پشک	dew		PROPN;INAN;NOM;MASC;SG;POS
پُشکر	tanku	پُشکر	tank	PROPN;NOM;MASC;SG;3	N;INAN;DAT;MASC;SG;POS
پُشکر	tank	پُشکر	tank	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پُشکر	nádrž	پُشکر	nádrž	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پُشکر	intoxikace	پُشکر	intoxikace	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پُشکر	battle	پُشکر	battle	PROPN;NOM;MASC;SG;3	PROPN;MASC;SG;POS
پُشکر	bitva	پُشکر	bitva	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پُشکر	válka	پُشکر	válka	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پُشکر	války	پُشکر	válka	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL;POS
پُشکر	válce	پُشکر	válka	PROPN;NOM;MASC;SG;3	N;DAT;FEM;SG;POS
پُشکر	válku	پُشکر	válka	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG;POS
پُشکر	jezero	پُشکر	jezero	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پُشکر	lake	پُشکر	lake	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG;POS
پُشکر	jezera	پُشکر	jezero	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;PL;POS
پُشکر	rybník	پُشکر	rybník	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پُشکر	rybníku	پُشکر	rybník	PROPN;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG;POS
پِشکِل	kozy	پِشکِل	koza	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL;POS
پِشکِل	jelení	پِشکِل	jelení	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG;POS
پِشکِل	jelen	پِشکِل	jelen	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG;POS
پِشکِل	jelena	پِشکِل	jelen	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پشم	vlasy	پشم	vlas		N;INAN;NOM;MASC;PL;POS
پشم	vlasů	پشم	vlas		N;INAN;GEN;MASC;PL;POS
پشم	srst	پشم	srst		N;NOM;FEM;SG;POS
پشم	chlupy	پشم	chlup		N;INAN;NOM;MASC;PL;POS
پشم	kožešiny	پشم	kožešina		N;NOM;FEM;PL;POS
پشم	srst	پشم	srst		N;NOM;FEM;SG;POS
پشم	vlna	پشم	vlna		N;NOM;FEM;SG;POS
پشم	vlnu	پشم	vlna		N;ACC;FEM;SG;POS
پشُو	zvířecí	پشُو	zvířecí	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG;POS
پشُو	zvíře	پشُو	zvíře	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پشُو	zvířat	پشُو	zvíře	PROPN;NOM;MASC;SG;3	N;GEN;NEUT;PL;POS
پشُو	skot	پشُو	skot	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG;POS
پشُو	dobytek	پشُو	dobytek	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پشّہ	komár	پشّہ	komár	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG;POS
پشّہ	triviální	پشّہ	triviální	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG;POS
پشّہ	banální	پشّہ	banální	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG;POS
پشیمان	stydím	پشیمان	stydět	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
پشیمانی	litovat	پشیمانی	litovat	PROPN;NOM;MASC;SG;3	V;IPFV;POS;NFIN
پشیمانی	lítost	پشیمانی	lítost	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پشیمانی	hanba	پشیمانی	hanba	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پشیمانی	ostuda	پشیمانی	ostuda	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پشیمانی	škoda	پشیمانی	škoda	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پشیمانی	výčitky	پشیمانی	výčitka	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL;POS
پشیمانی	pokání	پشیمانی	pokání	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پُف	puff	پُف	puff		PROPN;ANIM;NOM;MASC;SG;POS
پکا	zrající	پک	zrající	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
پکا	vařené	پک	vařený	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS
پکّا	firma	پکڑ	firma	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پکّا	pevná	پکڑ	pevný	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS
پکّا	pevné	پکڑ	pevný	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL;POS
پکّا	pevný	پکڑ	pevný	PROPN;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG;POS
پکّا	odborník	پکڑ	odborník	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG;POS
پکّا	odborná	پکڑ	odborný	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS
پکّا	znalec	پکڑ	znalec	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG;POS
پکّا	expert	پکڑ	expert	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG;POS
پکّا	mazaný	پکڑ	mazaný	PROPN;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG;POS
پکّا	norma	پکڑ	norma	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پکّا	standardní	پکڑ	standardní	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG;POS
پکّا	standard	پکڑ	standard	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پکّا	vařené	پکڑ	vařený	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS
پکّا	ostrý	پکڑ	ostrý	PROPN;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG;POS
پکّا	ostře	پکڑ	ostře	PROPN;NOM;MASC;SG;3	ADV;POS
پکّا	ostré	پکڑ	ostrý	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS
پکّا	ostrá	پکڑ	ostrý	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS
پکّا	zkušený	پکڑ	zkušený	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG;POS
پکّا	zažil	پکڑ	zažít	PROPN;NOM;MASC;SG;3	V;MASC;SG;POS;PST;V.PTCP;ACT
پکّا	rychlé	پکڑ	rychlý	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS
پکّا	rychle	پکڑ	rychle	PROPN;NOM;MASC;SG;3	ADV;POS
پکّا	rychlá	پکڑ	rychlý	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS
پکّا	rychlý	پکڑ	rychlý	PROPN;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG;POS
پکّا	chytré	پکڑ	chytrý	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS
پکّا	chytrý	پکڑ	chytrý	PROPN;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG;POS
