que	att	que	att	PRO	PART
xa	vet	xa	veta	ADV	V;IND;PRS;FIN;ACT
xa	know	xa	know	ADV	N;NOM;INDF;MASC+FEM;SG
xa	veta	xa	veta	ADV	V;IMP;FIN;ACT
dos	från	dos	från	PROPN	ADP
dos	de	dos	de	PROPN	PRO;NOM;DEF;PL
dos	den	dos	den	PROPN	PRO;DEF;MASC+FEM;SG
ti	ni	ti	ni		PRO;NOM;DEF;MASC+FEM;SG
ti	dig	ti	du		PRO;ACC;DEF;MASC+FEM;SG
ti	du	ti	du		PRO;NOM;DEF;MASC+FEM;SG
súa	hans	seu	han	DET	PRO;DEF
súa	hennes	seu	hon	DET	PRO;DEF
súa	her	seu	her	DET	N;NOM;INDF;MASC+FEM;SG
súa	henne	seu	hon	DET	PRO;ACC;DEF;MASC+FEM;SG
súa	deras	seu	de	DET	PRO;DEF
súa	sina	seu	sig	DET	PRO;DEF;PL
súa	its	seu	its	DET	N;NOM;INDF;MASC+FEM;SG
súa	dess	seu	den	DET	PRO;DEF
súa	ditt	seu	du	DET	PRO;DEF;NEUT;SG
súa	din	seu	du	DET	PRO;DEF;MASC+FEM;SG
súa	dina	seu	du	DET	PRO;DEF;PL
así	gilla	así	gilla	ADV	V;IMP;FIN;ACT
así	gillar	así	gilla	ADV	V;IND;PRS;FIN;ACT
así	som	así	som	ADV	CONJ
así	like	así	like	ADV	V;IMP;FIN;ACT
así	denna	así	denna	ADV	PRO;DEF;MASC+FEM;SG
así	detta	así	denna	ADV	PRO;DEF;NEUT;SG
así	att	así	att	ADV	PART
seu	hans	seu	han	DET	PRO;DEF
seu	deras	seu	de	DET	PRO;DEF
seu	sina	seu	sig	DET	PRO;DEF;PL
seu	hennes	seu	hon	DET	PRO;DEF
seu	her	seu	her	DET	N;NOM;INDF;MASC+FEM;SG
seu	henne	seu	hon	DET	PRO;ACC;DEF;MASC+FEM;SG
seu	its	seu	its	DET	N;NOM;INDF;MASC+FEM;SG
seu	dess	seu	den	DET	PRO;DEF
seu	ditt	seu	du	DET	PRO;DEF;NEUT;SG
seu	din	seu	du	DET	PRO;DEF;MASC+FEM;SG
seu	dina	seu	du	DET	PRO;DEF;PL
¿	vad	¿	vad		PRO;INDF;NEUT;SG
¿	hur	¿	hur		ADV
¿	varför	¿	varför		ADV
¿	ni	¿	ni		PRO;NOM;DEF;MASC+FEM;SG
¿	dig	¿	du		PRO;ACC;DEF;MASC+FEM;SG
¿	du	¿	du		PRO;NOM;DEF;MASC+FEM;SG
¿	är	¿	vara		V;IND;PRS;FIN;ACT
¿	are	¿	are		N;NOM;INDF;MASC+FEM;SG
facer	fabrikat	facer	fabrika	V	N;NOM;INDF;NEUT;SG
isto	att	isto	att	PRO	PART
ten	ha	ter	ha	V	INTJ
ten	got	ter	got	V	N;NOM;INDF;NEUT;SG
ten	ni	ter	ni	V	PRO;NOM;DEF;MASC+FEM;SG
ten	dig	ter	du	V	PRO;ACC;DEF;MASC+FEM;SG
ten	du	ter	du	V	PRO;NOM;DEF;MASC+FEM;SG
onde	där	onde	där	PRO	ADV
onde	vart	onde	var	PRO	N;NOM;INDF;NEUT;SG
era	var	ser	var	V	PRO;INDF;MASC+FEM;SG
esta	denna	este	denna	DET	PRO;DEF;MASC+FEM;SG
esta	detta	este	denna	DET	PRO;DEF;NEUT;SG
esta	ikväll	este	ikväll	DET	N;NOM;INDF;MASC+FEM;SG
esta	inatt	este	inatt	DET	N;NOM;INDF;NEUT;SG
foi	var	ser	var	V	PRO;INDF;MASC+FEM;SG
foi	varit	ser	vara	V	V;V.CVB;ACT
quen	who	quen	who	PRO	N;NOM;INDF;NEUT;SG
algo	några	algo	någon	PRO	DET;INDF;PL
teño	got	ter	got	V	N;NOM;INDF;NEUT;SG
teño	ha	ter	ha	V	INTJ
todos	allt	todo	all	DET	PRO;INDF;NEUT;SG
todos	alla	todo	all	DET	PRO;INDF;PL
todos	allihopa	todo	allihopa	DET	N;NOM;INDF;MASC+FEM;SG
todos	alla	todo	all	DET	PRO;INDF;PL
este	denna	este	denna	DET	PRO;DEF;MASC+FEM;SG
este	detta	este	denna	DET	PRO;DEF;NEUT;SG
este	att	este	att	DET	PART
lle	her	lle	her	PRO	N;NOM;INDF;MASC+FEM;SG
vai	going	ir	going	V	N;NOM;INDF;MASC+FEM;SG
vai	gonna	ir	gonna	V	N;NOM;INDF;MASC+FEM;SG
pode	kan	poder	kunna	V	V;IND;PRS;FIN;ACT
pode	can	poder	can	V	N;NOM;INDF;MASC+FEM;SG
pode	may	poder	may	V	N;NOM;INDF;NEUT;SG
pode	maj	poder	maj	V	N;NOM;INDF;MASC+FEM;SG
pode	ni	poder	ni	V	PRO;NOM;DEF;MASC+FEM;SG
pode	dig	poder	du	V	PRO;ACC;DEF;MASC+FEM;SG
pode	du	poder	du	V	PRO;NOM;DEF;MASC+FEM;SG
tamén	oxå	tamén	oxå	ADV	N;NOM;INDF;MASC+FEM;SG
tamén	too	tamén	too	ADV	N;NOM;INDF;NEUT;SG
casa	hemma	casa	hemma	N	ADV
quero	want	quero	want	V	N;NOM;INDF;MASC+FEM;SG
quero	don	quero	don	V	N;NOM;INDF;MASC+FEM;SG
anos	gamla	ano	gammal	N	ADJ;NOM;PL
anos	gammal	ano	gammal	N	ADJ;NOM;INDF;MASC+FEM;SG
anos	gammalt	ano	gammal	N	ADJ;NOM;INDF;NEUT;SG
xente	är	xente	vara	N	V;IND;PRS;FIN;ACT
vez	igen	vez	igen	N	ADV
vez	återigen	vez	återigen	N	ADV
vez	någonsin	vez	någonsin	N	ADV
señor	sir	señor	sir	N	PROPN;NOM
das	de	das	de	N	PRO;NOM;DEF;PL
das	den	das	den	N	PRO;DEF;MASC+FEM;SG
das	från	das	från	N	ADP
sei	know	saber	know	V	N;NOM;INDF;MASC+FEM;SG
sei	don	saber	don	V	N;NOM;INDF;MASC+FEM;SG
tempo	långa	tempo	lång	N	ADJ;NOM;PL
tempo	långt	tempo	långt	N	ADV
tempo	lång	tempo	lång	N	ADJ;NOM;INDF;MASC+FEM;SG
tempo	länge	tempo	länge	N	ADV
polo	de	polo	de	N	PRO;NOM;DEF;PL
polo	den	polo	den	N	PRO;DEF;MASC+FEM;SG
polo	för	polo	för	N	ADP
polo	minst	polo	lite	N	ADV;RL
dicir	say	dicir	say	V	N;NOM;INDF;NEUT;SG
dicir	ordspråk	dicir	ordspråk	V	N;NOM;INDF;NEUT;SG
dicir	tell	dicir	tell	V	N;NOM;INDF;NEUT;SG
dicir	medelvärde	dicir	medelvärde	V	N;NOM;INDF;MASC+FEM;SG
dicir	elakt	dicir	elakt	V	ADJ;NOM;INDF;NEUT;SG
dicir	elak	dicir	elak	V	ADJ;NOM;INDF;MASC+FEM;SG
dicir	mean	dicir	mean	V	N;NOM;INDF;MASC+FEM;SG
sobre	ungefär	sobre	ungefär	ADP	ADV
sobre	over	sobre	over	ADP	N;NOM;INDF;MASC+FEM;SG
teu	ditt	teu	du	DET	PRO;DEF;NEUT;SG
teu	din	teu	du	DET	PRO;DEF;MASC+FEM;SG
teu	dina	teu	du	DET	PRO;DEF;PL
estaba	var	estar	var	V	PRO;INDF;MASC+FEM;SG
aínda	jämn	aínda	jämn	ADV	ADJ;NOM;INDF;MASC+FEM;SG
mesmo	detsamma	mesmo	densamma	DET	PRO;DEF;NEUT;SG
mesmo	jämn	mesmo	jämn	DET	ADJ;NOM;INDF;MASC+FEM;SG
mesmo	även	mesmo	även	DET	ADV
mesmo	höger	mesmo	höger	DET	N;NOM;INDF;MASC+FEM;SG
mesmo	rätt	mesmo	rätt	DET	N;NOM;INDF;MASC+FEM;SG
ela	her	el	her	PRO	N;NOM;INDF;MASC+FEM;SG
ela	she	el	she	PRO	V;IMP;FIN;ACT
moito	parti	moito	parti	ADV	N;NOM;INDF;NEUT;SG
moito	lot	moito	lot	ADV	N;NOM;INDF;MASC+FEM;SG
moito	mycke	moito	mycke	ADV	N;NOM;INDF;MASC+FEM;SG
moito	much	moito	much	ADV	N;NOM;INDF;NEUT;SG
moito	långa	moito	lång	ADV	ADJ;NOM;PL
moito	lång	moito	lång	ADV	ADJ;NOM;INDF;MASC+FEM;SG
moito	long	moito	long	ADV	N;NOM;INDF;MASC+FEM;SG
¡	ni	¡	ni		PRO;NOM;DEF;MASC+FEM;SG
¡	dig	¡	du		PRO;ACC;DEF;MASC+FEM;SG
¡	du	¡	du		PRO;NOM;DEF;MASC+FEM;SG
vostede	ni	vostede	ni	PROPN	PRO;NOM;DEF;MASC+FEM;SG
vostede	dig	vostede	du	PROPN	PRO;ACC;DEF;MASC+FEM;SG
vostede	du	vostede	du	PROPN	PRO;NOM;DEF;MASC+FEM;SG
nunca	ever	nunca	ever	ADV	N;NOM;INDF;MASC+FEM;SG
podo	kan	podar	kunna	V	V;IND;PRS;FIN;ACT
podo	can	podar	can	V	N;NOM;INDF;MASC+FEM;SG
coma	gilla	coma	gilla	CONJ	V;IMP;FIN;ACT
coma	gillar	coma	gilla	CONJ	V;IND;PRS;FIN;ACT
coma	like	coma	like	CONJ	V;IMP;FIN;ACT
están	de	estar	de	V	PRO;NOM;DEF;PL
están	dom	estar	de	V	PRO;NOM;DEF;PL
están	are	estar	are	V	N;NOM;INDF;MASC+FEM;SG
estás	ni	estar	ni	V	PRO;NOM;DEF;MASC+FEM;SG
estás	dig	estar	du	V	PRO;ACC;DEF;MASC+FEM;SG
estás	du	estar	du	V	PRO;NOM;DEF;MASC+FEM;SG
estás	är	estar	vara	V	V;IND;PRS;FIN;ACT
estás	are	estar	are	V	N;NOM;INDF;MASC+FEM;SG
tan	sådana	tan	sån	ADV	PRO;INDF;PL
tan	sådan	tan	sån	ADV	ADJ;NOM;INDF;MASC+FEM;SG
tan	sådant	tan	sån	ADV	PRO;INDF;NEUT;SG
mundo	alla	mundo	all	N	PRO;INDF;PL
pola	för	pola	för	N	ADP
pola	de	pola	de	N	PRO;NOM;DEF;PL
pola	den	pola	den	N	PRO;DEF;MASC+FEM;SG
co	med	co	med	PROPN	ADP
co	de	co	de	PROPN	PRO;NOM;DEF;PL
co	den	co	den	PROPN	PRO;DEF;MASC+FEM;SG
che	ni	che	ni		PRO;NOM;DEF;MASC+FEM;SG
che	dig	che	du		PRO;ACC;DEF;MASC+FEM;SG
che	du	che	du		PRO;NOM;DEF;MASC+FEM;SG
home	man	home	man	N	PRO;NOM;INDF;MASC+FEM;SG
mellor	bäst	mellor	bra	ADJ	ADV;RL
mellor	än	mellor	än	ADJ	CONJ
coa	med	coar	med	V	ADP
coa	de	coar	de	V	PRO;NOM;DEF;PL
coa	den	coar	den	V	PRO;DEF;MASC+FEM;SG
aos	de	aos	de	PROPN	PRO;NOM;DEF;PL
aos	den	aos	den	PROPN	PRO;DEF;MASC+FEM;SG
sempre	forever	sempre	forever	ADV	N;NOM;INDF;MASC+FEM;SG
temos	ha	ter	ha	V	INTJ
temos	got	ter	got	V	N;NOM;INDF;NEUT;SG
vou	going	var	going	V	N;NOM;INDF;MASC+FEM;SG
vou	gonna	var	gonna	V	N;NOM;INDF;MASC+FEM;SG
tes	ni	tes	ni	V	PRO;NOM;DEF;MASC+FEM;SG
tes	dig	tes	du	V	PRO;ACC;DEF;MASC+FEM;SG
tes	du	tes	du	V	PRO;NOM;DEF;MASC+FEM;SG
tes	ha	tes	ha	V	INTJ
tes	got	tes	got	V	N;NOM;INDF;NEUT;SG
nin	jämn	nin	jämn	CONJ	ADJ;NOM;INDF;MASC+FEM;SG
nin	även	nin	även	CONJ	ADV
nin	nor	nin	nor	CONJ	N;NOM;INDF;NEUT;SG
nin	inte	nin	inte	CONJ	PART;NEG
nin	ej	nin	ej	CONJ	PART;NEG
seus	deras	seu	de	DET	PRO;DEF
seus	sina	seu	sig	DET	PRO;DEF;PL
seus	its	seu	its	DET	N;NOM;INDF;MASC+FEM;SG
seus	dess	seu	den	DET	PRO;DEF
seus	hans	seu	han	DET	PRO;DEF
seus	ditt	seu	du	DET	PRO;DEF;NEUT;SG
seus	din	seu	du	DET	PRO;DEF;MASC+FEM;SG
seus	dina	seu	du	DET	PRO;DEF;PL
seus	hennes	seu	hon	DET	PRO;DEF
seus	her	seu	her	DET	N;NOM;INDF;MASC+FEM;SG
seus	henne	seu	hon	DET	PRO;ACC;DEF;MASC+FEM;SG
dous	två	dous	två	N	NUM;NOM
dous	båda	dous	båda	N	PRO;DEF;PL
dous	både	dous	både	N	CONJ
traballo	arbeta	traballo	arbeta	N	V;IMP;FIN;ACT
traballo	jobba	traballo	jobba	N	V;IMP;FIN;ACT
grazas	tacka	graza	tacka	N	V;IMP;FIN;ACT
grazas	ni	graza	ni	N	PRO;NOM;DEF;MASC+FEM;SG
grazas	dig	graza	du	N	PRO;ACC;DEF;MASC+FEM;SG
grazas	du	graza	du	N	PRO;NOM;DEF;MASC+FEM;SG
grazas	mycket	graza	mycket	N	ADV
outra	igen	outro	igen	DET	ADV
outra	återigen	outro	återigen	DET	ADV
outra	annan	outro	annan	DET	ADJ;NOM;INDF;MASC+FEM;SG
outra	övrig	outro	övrig	DET	ADJ;NOM;INDF;MASC+FEM;SG
outra	övriga	outro	övrig	DET	ADJ;NOM;PL
outra	andra	outro	annan	DET	PRO;INDF;PL
outra	övrigt	outro	övrigt	DET	ADJ;NOM;INDF;NEUT;SG
outra	annat	outro	annan	DET	PRO;INDF;NEUT;SG
outra	en	outro	en	DET	NUM;NOM;INDF;MASC+FEM;SG
outra	ett	outro	en	DET	NUM;NOM;INDF;NEUT;SG
outra	one	outro	one	DET	N;NOM;INDF;MASC+FEM;SG
es	ni	e	ni	N	PRO;NOM;DEF;MASC+FEM;SG
es	dig	e	du	N	PRO;ACC;DEF;MASC+FEM;SG
es	du	e	du	N	PRO;NOM;DEF;MASC+FEM;SG
es	är	e	vara	N	V;IND;PRS;FIN;ACT
antes	före	antes	före	ADV	ADP
antes	innan	antes	innan	ADV	CONJ
ás	de	á	de	N	PRO;NOM;DEF;PL
ás	den	á	den	N	PRO;DEF;MASC+FEM;SG
ás	ibland	á	ibland	N	ADV
ese	att	ese	att	DET	PART
ese	denna	ese	denna	DET	PRO;DEF;MASC+FEM;SG
ese	detta	ese	denna	DET	PRO;DEF;NEUT;SG
esa	att	ese	att	DET	PART
esa	denna	ese	denna	DET	PRO;DEF;MASC+FEM;SG
esa	detta	ese	denna	DET	PRO;DEF;NEUT;SG
queres	ni	quere	ni	V	PRO;NOM;DEF;MASC+FEM;SG
queres	dig	quere	du	V	PRO;ACC;DEF;MASC+FEM;SG
queres	du	quere	du	V	PRO;NOM;DEF;MASC+FEM;SG
queres	want	quere	want	V	N;NOM;INDF;MASC+FEM;SG
ter	ha	ter	ha	V	INTJ
ir	going	ir	going	V	N;NOM;INDF;MASC+FEM;SG
verdade	sann	verdade	sann	N	ADJ;NOM;INDF;MASC+FEM;SG
verdade	verkligen	verdade	verkligen	N	ADV
verdade	ni	verdade	ni	N	PRO;NOM;DEF;MASC+FEM;SG
verdade	dig	verdade	du	N	PRO;ACC;DEF;MASC+FEM;SG
verdade	du	verdade	du	N	PRO;NOM;DEF;MASC+FEM;SG
verdade	verklig	verdade	verklig	N	ADJ;NOM;INDF;MASC+FEM;SG
verdade	äkta	verdade	äkta	N	ADJ;NOM
verdade	riktigt	verdade	riktig	N	ADV
verdade	verkligt	verdade	verklig	N	ADJ;NOM;INDF;NEUT;SG
verdade	riktig	verdade	riktig	N	ADJ;NOM;INDF;MASC+FEM;SG
dun	en	dun	en	PROPN	NUM;NOM;INDF;MASC+FEM;SG
dun	ett	dun	en	PROPN	NUM;NOM;INDF;NEUT;SG
dun	one	dun	one	PROPN	N;NOM;INDF;MASC+FEM;SG
dun	från	dun	från	PROPN	ADP
sabes	ni	saber	ni	V	PRO;NOM;DEF;MASC+FEM;SG
sabes	dig	saber	du	V	PRO;ACC;DEF;MASC+FEM;SG
sabes	du	saber	du	V	PRO;NOM;DEF;MASC+FEM;SG
sabes	know	saber	know	V	N;NOM;INDF;MASC+FEM;SG
aí	att	aí	att	ADV	PART
despois	after	despois	after	ADV	N;NOM;INDF;MASC+FEM;SG
despois	efter	despois	efter	ADV	ADP
bo	gott	bo	god	ADJ	ADV
bo	bra	bo	bra	ADJ	ADV
bo	godmorgon	bo	godmorgon	ADJ	N;NOM;INDF;MASC+FEM;SG
bo	morgon	bo	morgon	ADJ	N;NOM;INDF;MASC+FEM;SG
bo	morning	bo	morning	ADJ	N;NOM;INDF;MASC+FEM;SG
imos	är	ir	vara	V	V;IND;PRS;FIN;ACT
imos	are	ir	are	V	N;NOM;INDF;MASC+FEM;SG
imos	going	ir	going	V	N;NOM;INDF;MASC+FEM;SG
imos	let	ir	leta	V	N;NOM;INDF;NEUT;SG
imos	come	ir	come	V	N;NOM;INDF;MASC+FEM;SG
falar	föredrag	falar	föredrag	V	N;NOM;INDF;NEUT;SG
falar	prat	falar	prat	V	N;NOM;INDF;NEUT;SG
falar	talk	falar	talk	V	N;NOM;INDF;MASC+FEM;SG
falar	ungefär	falar	ungefär	V	ADV
falar	talande	falar	tala	V	ADJ;NOM;PRS;V.PTCP
cada	vardera	cada	vardera	DET	PRO;DEF;SG
quere	want	querer	want	V	N;NOM;INDF;MASC+FEM;SG
quere	ni	querer	ni	V	PRO;NOM;DEF;MASC+FEM;SG
quere	dig	querer	du	V	PRO;ACC;DEF;MASC+FEM;SG
quere	du	querer	du	V	PRO;NOM;DEF;MASC+FEM;SG
logo	after	logo	after	ADV	N;NOM;INDF;MASC+FEM;SG
logo	efter	logo	efter	ADV	ADP
favor	snälla	favor	snälla	N	ADJ;NOM;PL
favor	vänligen	favor	vänligen	N	ADV
veña	come	vir	come	V	N;NOM;INDF;MASC+FEM;SG
fai	fabrikat	facer	fabrika	V	N;NOM;INDF;NEUT;SG
creo	don	creo	don	V	N;NOM;INDF;MASC+FEM;SG
noso	våra	noso	vi	DET	PRO;DEF;PL
noso	vårat	noso	vira	DET	PRO;DEF;NEUT;SG
noso	vår	noso	vår	DET	N;NOM;INDF;MASC+FEM;SG
noso	vårt	noso	vi	DET	PRO;DEF;NEUT;SG
noso	våran	noso	våran	DET	N;NOM;DEF;MASC+FEM;SG
nosa	våra	noso	vi	DET	PRO;DEF;PL
nosa	vårat	noso	vira	DET	PRO;DEF;NEUT;SG
nosa	vår	noso	vår	DET	N;NOM;INDF;MASC+FEM;SG
nosa	vårt	noso	vi	DET	PRO;DEF;NEUT;SG
nosa	våran	noso	våran	DET	N;NOM;DEF;MASC+FEM;SG
ninguén	någon	ninguén	någon	ADV	PRO;INDF;MASC+FEM;SG
ninguén	ingen	ninguén	ingen	ADV	PRO;INDF;MASC+FEM;SG
ninguén	en	ninguén	en	ADV	NUM;NOM;INDF;MASC+FEM;SG
ninguén	ett	ninguén	en	ADV	NUM;NOM;INDF;NEUT;SG
ninguén	one	ninguén	one	ADV	N;NOM;INDF;MASC+FEM;SG
alí	over	alí	over	ADV	N;NOM;INDF;MASC+FEM;SG
alí	över	alí	över	ADV	ADP
podes	ni	poder	ni	V	PRO;NOM;DEF;MASC+FEM;SG
podes	dig	poder	du	V	PRO;ACC;DEF;MASC+FEM;SG
podes	du	poder	du	V	PRO;NOM;DEF;MASC+FEM;SG
podes	kan	poder	kunna	V	V;IND;PRS;FIN;ACT
podes	can	poder	can	V	N;NOM;INDF;MASC+FEM;SG
pouco	little	pouco	littal	ADV	N;NOM;INDF;MASC+FEM;SG
pouco	lilla	pouco	liten	ADV	ADJ;NOM;DEF;SG
pouco	liten	pouco	liten	ADV	ADJ;NOM;INDF;MASC+FEM;SG
pouco	bet	pouco	bet	ADV	V;IMP;FIN;ACT
pouco	några	pouco	någon	ADV	DET;INDF;PL
pouco	vissa	pouco	vissa	ADV	PRO;INDF;PL
pouco	somliga	pouco	somlig	ADV	PRO;INDF;PL
estamos	are	estar	are	V	N;NOM;INDF;MASC+FEM;SG
tiña	var	ter	var	V	PRO;INDF;MASC+FEM;SG
tiña	ha	ter	ha	V	INTJ
podemos	kan	poder	kunna	V	V;IND;PRS;FIN;ACT
podemos	can	poder	can	V	N;NOM;INDF;MASC+FEM;SG
ó	de	ó	de	DET	PRO;NOM;DEF;PL
ó	den	ó	den	DET	PRO;DEF;MASC+FEM;SG
dixo	sagda	dicir	sagda	V	ADJ;NOM;PL;PST;V.PTCP
dixo	hon	dicir	hon	V	PRO;NOM;DEF;MASC+FEM;SG
dixo	say	dicir	say	V	N;NOM;INDF;NEUT;SG
dixo	berättat	dicir	berätta	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
alguén	who	alguén	who	PRO	N;NOM;INDF;NEUT;SG
teñen	de	ter	de	V	PRO;NOM;DEF;PL
teñen	dom	ter	de	V	PRO;NOM;DEF;PL
teñen	är	ter	vara	V	V;IND;PRS;FIN;ACT
teñen	are	ter	are	V	N;NOM;INDF;MASC+FEM;SG
teñen	ha	ter	ha	V	INTJ
menos	färre	menos	få	ADV	ADJ;NOM;CMPR
menos	än	menos	än	ADV	CONJ
menos	saknar	menos	sakna	ADV	V;IND;PRS;FIN;ACT
menos	fröken	menos	fröka	ADV	N;NOM;DEF;MASC+FEM;SG
menos	miss	menos	miss	ADV	N;NOM;INDF;MASC+FEM;SG
dunha	från	dunha	från	N	ADP
ata	tills	ata	tills	ADP	ADV
ata	tills	ata	tills	ADP	ADV
nas	de	nas	de	PROPN	PRO;NOM;DEF;PL
nas	den	nas	den	PROPN	PRO;DEF;MASC+FEM;SG
outro	annan	outro	annan	DET	ADJ;NOM;INDF;MASC+FEM;SG
outro	övrig	outro	övrig	DET	ADJ;NOM;INDF;MASC+FEM;SG
outro	övriga	outro	övrig	DET	ADJ;NOM;PL
outro	andra	outro	annan	DET	PRO;INDF;PL
outro	övrigt	outro	övrigt	DET	ADJ;NOM;INDF;NEUT;SG
outro	annat	outro	annan	DET	PRO;INDF;NEUT;SG
outro	en	outro	en	DET	NUM;NOM;INDF;MASC+FEM;SG
outro	ett	outro	en	DET	NUM;NOM;INDF;NEUT;SG
outro	one	outro	one	DET	N;NOM;INDF;MASC+FEM;SG
súas	deras	seu	de	DET	PRO;DEF
súas	sina	seu	sig	DET	PRO;DEF;PL
súas	hans	seu	han	DET	PRO;DEF
súas	its	seu	its	DET	N;NOM;INDF;MASC+FEM;SG
súas	dess	seu	den	DET	PRO;DEF
súas	ditt	seu	du	DET	PRO;DEF;NEUT;SG
súas	din	seu	du	DET	PRO;DEF;MASC+FEM;SG
súas	dina	seu	du	DET	PRO;DEF;PL
súas	hennes	seu	hon	DET	PRO;DEF
súas	her	seu	her	DET	N;NOM;INDF;MASC+FEM;SG
súas	henne	seu	hon	DET	PRO;ACC;DEF;MASC+FEM;SG
cousa	nånting	cousa	nånting	N	PRO;INDF;NEUT;SG
cousa	något	cousa	någon	N	PRO;INDF;NEUT;SG
cousa	någonting	cousa	någonting	N	PRO;INDF;NEUT;SG
cousa	nåt	cousa	nåt	N	PRO;INDF;NEUT;SG
cara	mot	cara	mot	N	ADP
tres	tre	tres	tre	N	NUM;NOM
novo	nyhet	novo	nyhet	ADJ	N;NOM;INDF;MASC+FEM;SG
novo	igen	novo	igen	ADJ	ADV
novo	återigen	novo	återigen	ADJ	ADV
novo	young	novo	young	ADJ	N;NOM;INDF;MASC+FEM;SG
todas	överallt	todo	överallt	DET	ADV
todas	allt	todo	all	DET	PRO;INDF;NEUT;SG
todas	alla	todo	all	DET	PRO;INDF;PL
di	say	dicir	say	V	N;NOM;INDF;NEUT;SG
di	hon	dicir	hon	V	PRO;NOM;DEF;MASC+FEM;SG
di	sagda	dicir	sagda	V	ADJ;NOM;PL;PST;V.PTCP
