evans	evans	evans	evans		PROPN;NOM;MASC;SG
merénylet	ermordung	merénylet	ermordung	N;NOM;SG	
merénylet	mord	merénylet	mord	N;NOM;SG	
meghívott	eingeladene	meghívott	eingeladen	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ;NOM;FEM;PL
tanzánia	tansania	tanzánia	tansania	N;NOM;SG	PROPN;NOM;MASC;SG
jelentést	berichte	jelentés	bericht	N;ACC;SG	
jelentést	report	jelentés	report	N;ACC;SG	PROPN
jelentést	meldung	jelentés	meldung	N;ACC;SG	ADJ
jelentést	melden	jelentés	melden	N;ACC;SG	V;NFIN
rodríguez	rodriguez	rodríguez	rodriguez	N;NOM;SG	PROPN
rodríguez	rodríguez	rodríguez	rodríguez	N;NOM;SG	PROPN;NOM;MASC;SG
megközelítés	vorgehensweise	megközelítés	vorgehensweise	N;NOM;SG	ADV
megközelítés	vorgehen	megközelítés	vorgehen	N;NOM;SG	V;NFIN
szomszéd	nachbarland	szomszéd	nachbarland		ADJ
szomszéd	nachbarin	szomszéd	nachbarin		ADJ
szomszéd	nachbarn	szomszéd	nachbarn		ADJ
szomszéd	nachbar	szomszéd	nachbar		ADJ
szomszéd	nachbarin	szomszéd	nachbarin		ADJ
szomszéd	nachbarn	szomszéd	nachbarn		ADJ
szomszéd	nachbar	szomszéd	nachbar		ADJ
fizetni	bezahlung	fizet	Bezahlung	V;NFIN;ACT	N;SG
fizetni	pay	fizet	pay	V;NFIN;ACT	PROPN;NOM;SG
vendégek	abnehmer	vendég	abnehmer	N;NOM;PL	ADJ
vendégek	kundschaft	vendég	kundschaft	N;NOM;PL	ADJ
vendégek	gästen	vendég	gäst	N;NOM;PL	V;PL;FIN
bush	bush	bush	bush		PROPN;NOM;MASC;SG
bush	gebüsch	bush	gebüsch		ADJ
bush	bushs	bush	bushs		PROPN;NOM;MASC;SG
bush	busch	bush	busch		PROPN
spencer	spencer	spencer	spencer		PROPN;NOM;MASC;SG
marino	marino	marino	marino		PROPN
eduard	eduard	eduard	eduard		PROPN;NOM;MASC;SG
pontokat	punkten	pont	punken	N;ACC;PL	N;NOM;MASC;PL
pontokat	punkte	pont	punken	N;ACC;PL	N;NOM;MASC;PL
masters	meister	masters	meist		N;NOM;MASC;SG
masters	masters	masters	masters		PROPN
masters	meistern	masters	meistern		V;NFIN
masters	master	masters	master		ADJ
labda	ball	labda	ball	N;NOM;SG	PROPN
labda	kugel	labda	kugeln	N;NOM;SG	
labda	bälle	labda	bäll	N;NOM;SG	ADJ
janet	janet	janet	janen		PROPN;NOM;SG
megmarad	überreste	megmarad	überrest	V;INDF;IND;SG;3;PRS;FIN;ACT	ADJ
fra	fra	fra	fra		PROPN;NOM;SG
négyzet	square	négyzet	squar		PROPN
négyzet	quadratisch	négyzet	quadratisch		ADJ
négyzet	platz	négyzet	platz		ADV
agresszív	aggressiver	agresszív	aggressiv		ADJ
agresszív	aggressive	agresszív	aggressiv		ADJ;NOM;FEM;PL
agresszív	aggressiven	agresszív	aggressiv		ADJ
agresszív	aggressiv	agresszív	aggressiv		ADJ
agresszív	aggressivität	agresszív	aggressivität		ADJ
hihetetlen	unfassbar	hihetetlen	unfassbar		ADJ
hihetetlen	unglaublich	hihetetlen	unglaublich		ADJ
hihetetlen	unglaublichen	hihetetlen	unglaublich		ADJ
hihetetlen	unglaubliche	hihetetlen	unglaublich		ADJ;NOM;FEM;PL
hihetetlen	unfassbar	hihetetlen	unfassbar		ADJ
hihetetlen	unglaublich	hihetetlen	unglaublich		ADJ
hercegek	prinzen	herceg	prinzen	N;NOM;PL	
fénykép	foto	fénykép	foto	N;NOM;SG	
fénykép	fotoalbum	fénykép	fotoalbum	N;NOM;SG	ADJ
fénykép	fotografieren	fénykép	fotografieren	N;NOM;SG	V;NFIN
fénykép	foto	fénykép	foto	N;NOM;SG	
fénykép	fotografien	fénykép	fotografien	N;NOM;SG	
fénykép	bild	fénykép	bild	N;NOM;SG	
rivális	rivalen	rivális	rival		ADJ
rivális	rivalen	rivális	rival		ADJ
rivális	konkurrenten	rivális	konkurrent		ADJ
hull	hull	hull	hull	V;INDF;IND;SG;3;PRS;FIN;ACT	PROPN;NOM;SG
hull	hülle	hull	hüllen	V;INDF;IND;SG;3;PRS;FIN;ACT	
hull	rumpf	hull	rumpf	V;INDF;IND;SG;3;PRS;FIN;ACT	ADJ
minták	muster	minta	muster	N;NOM;PL	ADJ
minták	mustern	minta	mustern	N;NOM;PL	V;NFIN
minták	stichproben	minta	stichpreben	N;NOM;PL	V;NFIN
minták	muster	minta	muster	N;NOM;PL	ADJ
minták	proben	minta	proben	N;NOM;PL	V;NFIN
vajdasági	vojvodina	vajdasági	vojvodina	ADJ;NOM;SG	PROPN;NOM;SG
wanderers	wanderers	wanderers	wanderers	N;NOM;SG	PROPN;NOM;MASC;SG
népszavazás	volksabstimmungen	népszavazás	volksabstimmung	N;NOM;SG	N;NOM;FEM;PL
népszavazás	referendum	népszavazás	referendum	N;NOM;SG	ADJ
népszavazás	referenden	népszavazás	referend	N;NOM;SG	ADJ;PL
népszavazás	referendums	népszavazás	referendums	N;NOM;SG	ADJ
felvételi	zulassungen	felvételi	zulassung	ADJ;NOM;SG	V;NFIN
felvételi	besucherzahlen	felvételi	besucherzahlen	ADJ;NOM;SG	V;NFIN
felvételi	rekrutieren	felvételi	rekrutieren	ADJ;NOM;SG	V;NFIN
felvételi	anstellung	felvételi	anstellung	ADJ;NOM;SG	V;IND;SG;3;PST;FIN
felvételi	einstellung	felvételi	einstellung	ADJ;NOM;SG	N;NOM;FEM;SG
felvételi	einstellungen	felvételi	einstellingen	ADJ;NOM;SG	V;NFIN
felvételi	aufnahme	felvételi	aufnehmen	ADJ;NOM;SG	
felvételi	zulassung	felvételi	zulassung	ADJ;NOM;SG	N
felvételi	aufnahmebedingungen	felvételi	aufnahmebedingung	ADJ;NOM;SG	V
felvételi	eintritt	felvételi	eintreten	ADJ;NOM;SG	V;IND;SG;3;PRS;FIN
kiváltó	auslöser	kiváltó	auslöser	N;NOM;SG	ADJ
kiváltó	auslösen	kiváltó	auslösen	N;NOM;SG	V;NFIN
alessandro	alessandro	alessand	alessandro		PROPN;NOM;SG
vse	vse	vse	vse	N;NOM;SG	PROPN;NOM;SG
square	square	sóuar	squar		PROPN
square	quadratisch	sóuar	quadratisch		ADJ
square	platz	sóuar	platz		ADV
nagymester	großmeister	nagymester	großmeist	N;NOM;SG	ADJ
vállalati	corporate	vállalati	corporate	ADJ;NOM;SG	
vállalati	konzern	vállalati	konzern	ADJ;NOM;SG	
vállalati	firmenkunden	vállalati	firmenkunden	ADJ;NOM;SG	N;NOM;PL
pokol	hell	pokol	hell		ADJ
termelési	fertigung	termelési	Fertigung	ADJ;NOM;SG	N;NOM;FEM;SG
termelési	produktion	termelési	produktion	ADJ;NOM;SG	
termelési	herstellung	termelési	herstellung	ADJ;NOM;SG	N;NOM;FEM;SG
termelési	erzeugung	termelési	erzeugung	ADJ;NOM;SG	N;SG
katonaság	militärische	katonaság	militärisch	N;NOM;SG	ADJ;NOM;FEM;PL
katonaság	militär	katonaság	militär	N;NOM;SG	ADJ
katonaság	militärisch	katonaság	militärisch	N;NOM;SG	ADJ
katonaság	militärischen	katonaság	militärisch	N;NOM;SG	ADJ;ACC;SG
leverkusen	leverkusen	leverkus	leverkusen	N;NOM;SG	PROPN;NOM;SG
garfield	garfield	garfield	garfield		ADJ
naplója	veranstaltungskalender	napló	veranstaltungskalender	N;NOM;SG	ADJ
naplója	terminkalender	napló	terminkalender	N;NOM;SG	ADJ
naplója	tagebücher	napló	tagebüch	N;NOM;SG	ADJ
naplója	tagebuch	napló	tagebuch	N;NOM;SG	ADJ
fiktív	fiktiven	fiktív	fiktiv		ADJ
fiktív	fiktive	fiktív	fiktiv		ADJ;NOM;FEM;PL
fiktív	fiktiven	fiktív	fiktiv		ADJ
fiktív	fiktive	fiktív	fiktiv		ADJ;NOM;FEM;PL
fiktív	nominalwert	fiktív	nominalwert		ADJ
járni	fußweg	jár	faßweg	V;NFIN;ACT	
járni	spaziergang	jár	spaziergang	V;NFIN;ACT	N
julie	heiko	julie	heiko		PROPN;NOM;MASC;SG
julie	julie	julie	julie		PROPN;NOM;FEM;SG
theodor	theodor	theodor	theodor		PROPN;NOM;SG
nemzedék	generation	nemzedék	generation	N;NOM;SG	ADJ
nemzedék	generierung	nemzedék	generierung	N;NOM;SG	ADJ
nemzedék	stromerzeugung	nemzedék	stromerzeugung	N;NOM;SG	ADJ
közepette	inmitten	közep	inmitten	ADP	ADV
közepette	inmitten	közep	inmitten	ADP	ADV
mare	mare	mare	maren		PROPN;NOM;SG
gloria	gloria	gloria	gloria		PROPN;NOM;SG
novi	novi	novi	novi		PROPN
kutyák	hunden	kutya	hunden	N;NOM;PL	
kutyák	hund	kutya	hund	N;NOM;PL	N;NOM;MASC;SG
kutyák	hunde	kutya	hund	N;NOM;PL	
hart	hart	hart	hart	PROPN;NOM;SG	ADJ
dordogne	dordogne	dordog	dordogne	N;NOM;SG	PROPN;NOM;SG
tapasztalatok	erlebnisse	tapasztalat	erlebnis	N;NOM;PL	ADJ;NOM;PL
tapasztalatok	erfahrung	tapasztalat	erfahrung	N;NOM;PL	ADJ
tapasztalatok	erfahrungen	tapasztalat	erfahrung	N;NOM;PL	V;NFIN
tapasztalatok	erleben	tapasztalat	erleben	N;NOM;PL	V;NFIN
tapasztalatok	erlebnisse	tapasztalat	erlebnis	N;NOM;PL	ADJ;NOM;PL
tapasztalatok	erlebnis	tapasztalat	erlebnis	N;NOM;PL	ADJ
tapasztalatok	erfahrung	tapasztalat	erfahrung	N;NOM;PL	ADJ
tapasztalatok	erfahrungen	tapasztalat	erfahrung	N;NOM;PL	V;NFIN
fernández	fernandez	fernández	fernandez		PROPN;NOM;MASC;SG
fernández	fernández	fernández	fernández		PROPN;NOM;MASC;SG
császárok	kaiser	császár	kaiser	N;NOM;PL	
cpu	cpu	cpu	cpu	N;NOM;SG	PROPN;SG
cpu	prozessor	cpu	prozessor	N;NOM;SG	PROPN
hajós	bootsmann	hajós	bootsmann		ADJ
hajós	seefahrer	hajós	seefahrer		ADJ
hajós	matrosen	hajós	matrosen		N;PL
hajós	boote	hajós	bioten		N;NOM;NEUT;PL
hajós	boot	hajós	booen		ADV
hajós	schiff	hajós	schiff		ADJ
felajánlotta	angebotene	felajánl	angeboten	V;DEF;IND;SG;3;PST;FIN;ACT	ADJ;NOM;FEM;PL
megegyező	identische	megegyező	identisch		ADJ;NOM;FEM;PL
megegyező	identischen	megegyező	identisch		ADJ
megegyező	identisch	megegyező	identisch		ADJ
emlékezetes	unvergesslich	emlékezetes	unvergeßlich		ADJ
volvo	volvo	volvo	volvo	N;NOM;SG	PROPN;NOM;SG
elment	weg	elment	weg	V;INDF;IND;SG;3;PST;FIN;ACT	ADV
amazon	amazonas	amaz	amazonas		PROPN;NOM;SG
formátum	formatieren	formátum	formatieren	N;NOM;SG	V;NFIN
formátum	formaten	formátum	formaten	N;NOM;SG	V;NFIN
formátum	formatierung	formátum	formatierung	N;NOM;SG	ADJ
pokémon	pokemon	pokém	pokemon		PROPN
innsbruck	innsbruck	innsbruck	innsbruck	N;NOM;SG	PROPN;NOM;SG
innsbruck	tirol	innsbruck	tirol	N;NOM;SG	
néztem	sah	néz	sehen	V;DEF;IND;SG;1;PRS;FIN;ACT	V;IND;SG;3;PST;FIN
néztem	beobachtete	néz	beobachtet	V;DEF;IND;SG;1;PRS;FIN;ACT	V;IND;SG;3;PST;FIN
néma	stumm	néma	stumm		ADJ
néma	stillen	néma	still		V;NFIN
néma	schweigen	néma	schweigen		V;NFIN
néma	leise	néma	leise		ADJ
néma	stumm	néma	stumm		ADJ
néma	ausschalten	néma	ausschalten		V;NFIN
monica	monica	monica	monica		PROPN;NOM;SG
monica	monika	monica	monika		PROPN;NOM;FEM;SG
fájdalom	schmerz	fájdalom	schmerz	N;NOM;SG	PROPN
fájdalom	schmerzen	fájdalom	schmerz	N;NOM;SG	V;NFIN
fehérek	weißen	fehér	weiß	N;NOM;PL	ADJ
fehérek	weiße	fehér	weiß	N;NOM;PL	ADJ;NOM;FEM;PL
alakulat	corps	alakulat	corps	N;NOM;SG	
alakulat	korps	alakulat	korps	N;NOM;SG	
csaták	schlachten	csaták	schlachten	N;NOM;PL	V;NFIN
csaták	kämpfen	csaták	kämpfen	N;NOM;PL	V;NFIN
csaták	schlacht	csaták	schlacht	N;NOM;PL	N;NOM;FEM;SG
csaták	kämpfe	csaták	kämpfen	N;NOM;PL	
leszállás	landen	leszállás	landen	N;NOM;SG	V;NFIN
leszállás	landungen	leszállás	landungen	N;NOM;SG	V;NFIN
leszállás	anlandung	leszállás	anlandung	N;NOM;SG	
fender	fender	fender	fend	N;NOM;SG	ADJ
foglaló	ablagerung	foglaló	ablagerung		ADJ;NOM;SG
foglaló	anzahlung	foglaló	anzahlung		N
foglaló	kaution	foglaló	kaution		ADJ
foglaló	einlage	foglaló	einlage		N;SG
foglaló	einzahlung	foglaló	einzahlung		N;NOM;FEM;SG
meglátogatta	besuchten	meg+lát	besuchen	V;DEF;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;FIN
geometria	geometrie	geometria	geometrie	N;NOM;SG	
geometria	geometrische	geometria	geometrisch	N;NOM;SG	ADJ;NOM;FEM;PL
geometria	geometrie	geometria	geometrie	N;NOM;SG	
geometria	geometrischen	geometria	geometrisch	N;NOM;SG	ADJ
pókember	spiderman	pókember	spiderman	N;NOM;SG	
domináns	dominante	domináns	dominant		ADJ;NOM;FEM;PL
domináns	beherrschende	domináns	beherrschend		ADJ;NOM;FEM;PL
domináns	dominanz	domináns	dominanz		N;NOM;FEM;SG
domináns	dominieren	domináns	dominieren		V;NFIN
domináns	dominant	domináns	dominant		ADJ
költségek	kosten	költség	kosten	N;NOM;PL	V;NFIN
költségek	kosten	költség	kosten	N;NOM;PL	V;NFIN
költségek	cost	költség	cost	N;NOM;PL	ADJ
költségek	ausgaben	költség	ausgeben	N;NOM;PL	V;FIN
költségek	kosten	költség	kosten	N;NOM;PL	V;NFIN
költségek	spesen	költség	spesen	N;NOM;PL	
költségek	unkosten	költség	unkosten	N;NOM;PL	
költségek	aufwendungen	költség	aufwendingen	N;NOM;PL	V;NFIN
elhagyott	verlassenen	el+hagyott	verlassen	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ
dalmácia	dalmatien	dalmácia	dalmatien	N;NOM;SG	PROPN;NOM;SG
sergio	sergio	sergio	sergio		PROPN;NOM;SG
szikla	boulder	szikla	bould	N;NOM;SG	PROPN;SG
szikla	klippe	szikla	klipp	N;NOM;SG	
szikla	felsen	szikla	felsen	N;NOM;SG	V;NFIN
szikla	klippen	szikla	klippen	N;NOM;SG	V;NFIN
szikla	cliff	szikla	cliff	N;NOM;SG	PROPN;NOM;MASC;SG
szikla	rockmusik	szikla	rockmusik	N;NOM;SG	ADJ
szikla	rock	szikla	rock	N;NOM;SG	
szikla	gestein	szikla	gestein	N;NOM;SG	
szikla	felsen	szikla	felsen	N;NOM;SG	V;NFIN
menekülő	flucht	menekülő	fluchen		N
mecset	moscheen	mecset	moscheen	N;NOM;SG	N;NOM;PL
mecset	moschee	mecset	moschen	N;NOM;SG	
leggazdagabb	wohlhabendsten	nagy	wohlhabend	ADJ;NOM;RL;SG	ADJ;PL
leggazdagabb	reichsten	nagy	reich	ADJ;NOM;RL;SG	ADJ;PL
leggazdagabb	reichsten	nagy	reich	ADJ;NOM;RL;SG	ADJ;PL
richter	richter	richter	richter		ADJ
samsung	samsung	samsung	samsung	N;NOM;SG	PROPN;SG
pascal	pascal	pascal	pascal		PROPN;NOM;MASC;SG
láthatatlan	unsichtbare	láthatatlan	unsichtbar	ADJ;NOM;SG	ADJ;NOM;FEM;PL
láthatatlan	verborgenen	láthatatlan	verborgen	ADJ;NOM;SG	V;NFIN
birkózás	ringer	birkózás	ring	N;NOM;SG	ADJ
birkózás	wrestling	birkózás	wrestlingen	N;NOM;SG	ADJ
birkózás	ringen	birkózás	ringen	N;NOM;SG	V;NFIN
férj	gatte	férj	gaten	N;NOM;SG	
férj	ehemann	férj	ehemann	N;NOM;SG	
férj	mann	férj	mann	N;NOM;SG	
szuper	geil	szuper	geil		ADJ
szuper	hammer	szuper	Hammer		ADJ
szuper	krass	szuper	kraß		ADJ
szuper	super	szuper	super		ADJ
állítható	verstellbare	állítható	verstellbar	ADJ;NOM;SG	ADJ;NOM;FEM;PL
állítható	einstellbare	állítható	einstellbar	ADJ;NOM;SG	ADJ;NOM;FEM;PL
bond	bindung	bond	bindung		N;NOM;FEM;SG
