kupfer	kobber	küpfen	kobber	ADJ	N;INDF;MASC+FEM;PL
atmosphäre	atmosfæren	atmosphäre	atmosfær	ADJ;NOM;SG	N;DEF;MASC+FEM;SG
siemens	siemens	siemens	siemens		N;GEN;DEF;MASC+FEM;SG
mini	mini	mini	mini		
ernest	ernest	ernest	ernest	PROPN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
wen	hvem	wer	hvem	ADV	PRO;MASC+FEM
wen	wen	wer	wen	ADV	
kreuzer	krydsere	kreuzer	krydser	ADJ	N;INDF;NEUT;PL
kreuzer	krydser	kreuzer	krydse	ADJ	V;IND;PRS;FIN;ACT
erdbeben	seismiske	erdbeben	seismisk	V;NFIN	ADJ;PL
erdbeben	jordskælv	erdbeben	jordskælv	V;NFIN	N;INDF;NEUT;SG
erdbeben	jordskælvet	erdbeben	jordskælv	V;NFIN	N;DEF;NEUT;SG
erdbeben	jordskælv	erdbeben	jordskælv	V;NFIN	N;INDF;NEUT;SG
puerto	puerto	puerto	puerto	PROPN	
feier	ceremoni	feier	ceremoni		N;INDF;MASC+FEM;SG
feier	højtidelighed	feier	højtidelighed		N;INDF;MASC+FEM;SG
feier	ceremonien	feier	ceremonie		N;DEF;MASC+FEM;SG
feier	ceremonier	feier	ceremoni		N;INDF;MASC+FEM;PL
feier	party	feier	party		
feier	fest	feier	fest		N;INDF;MASC+FEM;SG
feier	part	feier	part		N;INDF;MASC+FEM;SG
feier	parti	feier	parti		N;INDF;NEUT;SG
feier	festligheder	feier	festlighed		N;INDF;MASC+FEM;PL
feier	fejrer	feier	fejre		V;IND;PRS;FIN;ACT
feier	fejre	feier	fejre		V;NFIN;ACT
feier	fejres	feier	fejre		V;IND;PRS;FIN;PASS
feier	festdag	feier	festdag		N;INDF;MASC+FEM;SG
feier	fest	feier	fest		N;INDF;MASC+FEM;SG
feier	fejring	feier	fejring		N;INDF;MASC+FEM;SG
schäfer	shepherd	schäf	shepherd	PROPN	
schäfer	hyrde	schäf	hyrde	PROPN	N;INDF;MASC+FEM;SG
schäfer	schaefer	schäf	schaefer	PROPN	N;INDF;MASC+FEM;SG
schäfer	schäfer	schäf	sch5fe	PROPN	N;INDF;MASC+FEM;SG
schäfer	hyrder	schäf	hyrde	PROPN	N;INDF;MASC+FEM;PL
rückseite	bagdel	rückseite	bagdel	ADJ	N;INDF;MASC+FEM;SG
rückseite	reverse	rückseite	reverse	ADJ	
rückseite	bakgear	rückseite	bakgear	ADJ	N;INDF;NEUT;SG
rückseite	baglæns	rückseite	baglæn	ADJ	ADV
rückseite	bak	rückseite	bak	ADJ	
rückseite	vende	rückseite	vende	ADJ	V;NFIN;ACT
rückseite	baghjul	rückseite	baghjul	ADJ	N;INDF;NEUT;PL
rückseite	bagud	rückseite	bagud	ADJ	ADV
rückseite	retur	rückseite	retur	ADJ	N;INDF;MASC+FEM;SG
rückseite	ryg	rückseite	ryg	ADJ	N;INDF;MASC+FEM;SG
rückseite	tilbage	rückseite	tilbage	ADJ	ADV
lokomotive	lokomotiv	lokomotiv	lokomotiv	ADJ;NOM;FEM;PL	N;INDF;NEUT;SG
vermutung	formodning	vermutung	formodning	ADV	N;INDF;MASC+FEM;SG
vermutung	formodninger	vermutung	formodning	ADV	N;INDF;MASC+FEM;PL
vermutung	gisninger	vermutung	gisning	ADV	N;INDF;MASC+FEM;PL
vermutung	antagelser	vermutung	antagelse	ADV	N;INDF;MASC+FEM;PL
vermutung	formodninger	vermutung	formodning	ADV	N;INDF;MASC+FEM;PL
vermutung	forudsætninger	vermutung	forudsætning	ADV	N;INDF;MASC+FEM;PL
vermutung	hypoteser	vermutung	hypotese	ADV	N;INDF;MASC+FEM;PL
vermutung	gætter	vermutung	gætter	ADV	V;IND;PRS;FIN;ACT
vermutung	gæt	vermutung	gæt	ADV	N;INDF;NEUT;SG
vermutung	formodning	vermutung	formodning	ADV	N;INDF;MASC+FEM;SG
propaganda	propaganda	propaganda	propaganda	PROPN	N;INDF;MASC+FEM;SG
kenntnisse	kvalifikationer	kenntnis	kvalifikation	ADJ	N;INDF;MASC+FEM;PL
kenntnisse	kompetencer	kenntnis	kompetence	ADJ	N;INDF;MASC+FEM;SG
kenntnisse	færdigheder	kenntnis	færdighed	ADJ	N;INDF;MASC+FEM;PL
kenntnisse	kundskab	kenntnis	kundskab	ADJ	N;INDF;MASC+FEM;SG
kenntnisse	viden	kenntnis	viden	ADJ	N;INDF;MASC+FEM;SG
kenntnisse	kundskaber	kenntnis	kundskab	ADJ	N;INDF;NEUT;PL
kenntnisse	kendskab	kenntnis	kendskab	ADJ	N;INDF;NEUT;SG
spalte	søjle	spalten	søjle	ADJ;NOM;SG	N;INDF;MASC+FEM;SG
spalte	kolonne	spalten	kolon	ADJ;NOM;SG	N;INDF;MASC+FEM;SG
spalte	spalter	spalten	spalter	ADJ;NOM;SG	N;INDF;MASC+FEM;PL
spalte	søjler	spalten	søjle	ADJ;NOM;SG	N;INDF;MASC+FEM;PL
spalte	kolonner	spalten	kolon	ADJ;NOM;SG	N;INDF;MASC+FEM;PL
southern	sydlige	southern	sydlig	PROPN	ADJ;PL
oswald	oswald	oswald	oswald	PROPN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
überlegungen	overvejelser	überlegungen	overvejelse	V;NFIN	N;INDF;MASC+FEM;PL
überlegungen	betragtninger	überlegungen	betragtning	V;NFIN	N;INDF;MASC+FEM;PL
überlegungen	reflekser	überlegungen	reflekse	V;NFIN	N;INDF;MASC+FEM;PL
überlegungen	overvejelser	überlegungen	overvejelse	V;NFIN	N;INDF;MASC+FEM;PL
überlegungen	tanker	überlegungen	tanke	V;NFIN	N;INDF;MASC+FEM;PL
report	rapporter	report	rapport	PROPN	N;INDF;MASC+FEM;PL
report	anmelde	report	anmelde	PROPN	V;NFIN;ACT
report	betænkning	report	betænkning	PROPN	N;INDF;MASC+FEM;SG
report	rapport	report	rapport	PROPN	N;INDF;MASC+FEM;SG
geheimen	secret	geheimen	secret	ADJ	
geheimen	hemmelighed	geheimen	hemmelighed	ADJ	N;INDF;MASC+FEM;SG
fremde	fremmed	fremd	fremmed	ADJ;NOM;FEM;PL	ADJ;INDF;MASC+FEM;SG
lkw	lastbiler	lkw	lastbil		N;INDF;MASC+FEM;PL
lkw	lastvogne	lkw	lastvogn		N;INDF;MASC+FEM;PL
lkw	vogn	lkw	vogn		N;INDF;MASC+FEM;SG
lkw	truck	lkw	truck		N;INDF;MASC+FEM;SG
lkw	lastvogn	lkw	lastvogn		N;INDF;MASC+FEM;SG
lkw	lastbil	lkw	lastbil		N;INDF;MASC+FEM;SG
lkw	lastbil	lkw	lastbil		N;INDF;MASC+FEM;SG
lkw	lastvogn	lkw	lastvogn		N;INDF;MASC+FEM;SG
lkw	lastbiler	lkw	lastbil		N;INDF;MASC+FEM;PL
lkw	lastvogne	lkw	lastvogn		N;INDF;MASC+FEM;PL
abbildungen	figurerne	abbildung	figur	V;NFIN	N;DEF;MASC+FEM;PL
abbildungen	grafer	abbildung	graf	V;NFIN	N;INDF;MASC+FEM;PL
abbildungen	diagrammer	abbildung	diagrammer	V;NFIN	N;INDF;MASC+FEM;PL
abbildungen	billeder	abbildung	billede	V;NFIN	N;INDF;NEUT;PL
abbildungen	billeder	abbildung	billede	V;NFIN	N;INDF;NEUT;PL
abbildungen	tal	abbildung	tal	V;NFIN	N;INDF;NEUT;PL
abbildungen	tallene	abbildung	tal	V;NFIN	N;DEF;NEUT;PL
abbildungen	figurer	abbildung	figur	V;NFIN	N;INDF;MASC+FEM;PL
abbildungen	illustrationer	abbildung	illustration	V;NFIN	N;INDF;MASC+FEM;PL
verschwinden	forsvind	verschwinden	forsvind	V;NFIN	N;INDF;NEUT;SG
verschwinden	forsvinden	verschwinden	forsvinde	V;NFIN	N;DEF;MASC+FEM;SG
magdalena	magdalene	magdalena	magdal	N;NOM;FEM;SG	N;DEF;NEUT;PL
magdalena	magdalena	magdalena	magdalena	N;NOM;FEM;SG	
spenden	donation	spenden	donation	V;NFIN	N;INDF;MASC+FEM;SG
spenden	donationer	spenden	donation	V;NFIN	N;INDF;MASC+FEM;PL
spenden	donation	spenden	donation	V;NFIN	N;INDF;MASC+FEM;SG
monarchie	monarki	monarchie	monarki	PROPN	N;INDF;NEUT;SG
republikanischen	republikanere	republikanisch	republikaner	ADJ;NOM;MASC;PL	N;INDF;MASC+FEM;PL
republikanischen	republikaner	republikanisch	republikane	ADJ;NOM;MASC;PL	N;INDF;MASC+FEM;SG
republikanischen	republikanerne	republikanisch	republikaner	ADJ;NOM;MASC;PL	N;DEF;MASC+FEM;PL
scharf	sharp	scharf	sharp	ADJ	
scharf	skarpt	scharf	skarpt	ADJ	ADV
scharf	krydret	scharf	krydre	ADJ	V;INDF;SG;PST;V.PTCP
vermittelt	medieret	vermitteln	mediere	V;V.PTCP	N;DEF;NEUT;SG
frisch	fresh	frisch	fresh	ADJ	
frisch	frisch	frisch	frisch	ADJ	N;INDF;MASC+FEM;SG
kelly	kelly	kelly	kelly	PROPN;NOM;SG	
alabama	alabama	alabama	alabama	PROPN;NOM;NEUT;SG	
loire	loire	loire	loire	PROPN;NOM;SG	N;INDF;MASC+FEM;PL
audio	lyd	audio	lyd		N;INDF;MASC+FEM;SG
audio	audio	audio	audio		N;INDF;MASC+FEM;SG
kette	lænker	kett	lænke	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
kette	kæder	kett	kæde	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
kette	kæder	kett	kæde	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
herrenhaus	palæet	herrenhaus	palæ	ADJ	N;DEF;NEUT;SG
herrenhaus	palæ	herrenhaus	palæ	ADJ	N;INDF;NEUT;SG
herrenhaus	manor	herrenhaus	manor	ADJ	N;INDF;MASC+FEM;SG
schicht	skift	schechen	skift	ADJ	N;INDF;NEUT;SG
schicht	shift	schechen	shift	ADJ	N;INDF;MASC+FEM;SG
schicht	lag	schechen	lag	ADJ	N;INDF;NEUT;SG
schicht	laget	schechen	lage	ADJ	N;DEF;NEUT;SG
schicht	stratum	schechen	stratum	ADJ	N;INDF;MASC+FEM;SG
justiz	justice	justiz	justic		
justiz	justitsministeriet	justiz	justitsministerium		N;DEF;NEUT;SG
justiz	retfærdighed	justiz	retfærdighed		N;INDF;MASC+FEM;SG
justiz	retsvæsen	justiz	retsvæsen		N;INDF;NEUT;SG
justiz	retsvæsenet	justiz	retsvæsen		N;DEF;NEUT;SG
alberto	alberto	alberto	alberto	PROPN;NOM;SG	
offizieller	officielt	offiziell	officielt	ADJ	ADV
offizieller	embedsmand	offiziell	embedsmand	ADJ	N;INDF;MASC+FEM;SG
offizieller	tjenestemand	offiziell	tjenestemand	ADJ	N;INDF;MASC+FEM;SG
bewaffneten	bevæbnede	bewaffnet	bevæbnet	V;IND;PL;3;PST;FIN	ADJ;PL
bewaffneten	væbnet	bewaffnet	væbne	V;IND;PL;3;PST;FIN	N;DEF;NEUT;SG
bewaffneten	armeret	bewaffnet	armere	V;IND;PL;3;PST;FIN	V;INDF;SG;PST;V.PTCP
bewaffneten	bevæbnet	bewaffnet	bevæbne	V;IND;PL;3;PST;FIN	V;INDF;SG;PST;V.PTCP
bewaffneten	væbnede	bewaffnet	væbne	V;IND;PL;3;PST;FIN	ADJ;PL
mittelmeer	atlantic	mittelmeer	atlantic		
mittelmeer	atlanterhavet	mittelmeer	atlanterhavet		N;DEF;NEUT;SG
mittelmeer	atlanterhav	mittelmeer	atlanterhav		N;INDF;NEUT;SG
mittelmeer	atlantisk	mittelmeer	atlantisk		ADJ;INDF;SG
mittelmeer	middelhavsområdet	mittelmeer	middelhavsområde		N;DEF;NEUT;SG
mittelmeer	middelhavslandene	mittelmeer	middelhavsland		N;DEF;NEUT;PL
mittelmeer	middelhavet	mittelmeer	middelhavet		N;DEF;NEUT;SG
mittelmeer	middelhavslande	mittelmeer	middelhavsland		N;INDF;NEUT;PL
faktor	factor	faktor	factor	ADJ	N;INDF;MASC+FEM;SG
faktor	faktoren	faktor	faktor	ADJ	N;DEF;MASC+FEM;SG
faktor	faktor	faktor	faktor	ADJ	N;INDF;MASC+FEM;SG
ermordung	mord	ermordung	mord		N;INDF;NEUT;SG
ermordung	attentatet	ermordung	attentat		N;DEF;NEUT;SG
ermordung	mord	ermordung	mord		N;INDF;NEUT;SG
ermordung	attentat	ermordung	attentat		N;INDF;NEUT;SG
connecticut	connecticut	connecticut	connecticut	PROPN	N;INDF;MASC+FEM;SG
persönlichkeit	personligheder	persönlichkeit	personlighed	ADJ	N;INDF;MASC+FEM;PL
persönlichkeit	personlighed	persönlichkeit	personlighed	ADJ	N;INDF;MASC+FEM;SG
etablierte	etablerede	etablieren	etablere	V;IND;SG;3;PST;FIN	V;PL;PST;V.PTCP
kaliningrad	kaliningrad	kaliningrad	kaliningrad	PROPN	N;INDF;MASC+FEM;SG
zusatz	tilføjelse	zusatz	tilføjelse		N;INDF;NEUT;SG
zusatz	tilsætning	zusatz	tilsætning		N;INDF;MASC+FEM;SG
zusatz	tilsætningsstof	zusatz	tilsætningsstof		N;INDF;NEUT;SG
zusatz	additiv	zusatz	additiv		N;INDF;MASC+FEM;SG
guido	guido	guido	guido	PROPN;NOM;MASC;SG	
gefangenen	fangen	gefangen	fange	V;IND;PL;3;FIN	N;DEF;MASC+FEM;SG
gefangenen	fangenskab	gefangen	fangenskab	V;IND;PL;3;FIN	N;INDF;MASC+FEM;SG
gefangenen	fangerne	gefangen	fange	V;IND;PL;3;FIN	N;DEF;MASC+FEM;PL
gefangenen	fanger	gefangen	fange	V;IND;PL;3;FIN	N;INDF;MASC+FEM;PL
gefangenen	fanger	gefangen	fange	V;IND;PL;3;FIN	N;INDF;MASC+FEM;PL
leutnant	løjtnant	leutnant	løjtnant	ADJ	N;INDF;MASC+FEM;SG
lateinische	latin	lateinisch	latin	ADJ;NOM;FEM;PL	
lateinische	latinsk	lateinisch	latinsk	ADJ;NOM;FEM;PL	ADJ;INDF;SG
xvi	xvi	xvi	xvi	PROPN;NOM;MASC;SG	
vietnam	vietnam	vietnam	vietnam	PROPN	
strategie	strategier	strategie	strategi	N;SG	N;INDF;NEUT;PL
strategie	strategierne	strategie	strategi	N;SG	N;DEF;NEUT;PL
uruguay	uruguay	uruguay	uruguay	PROPN;NOM;MASC;SG	PROPN
einheimischen	indfødte	einheimisch	indføde	ADJ	V;PL;PST;V.PTCP
einheimischen	lokalbefolkningen	einheimisch	lokalbefolkning	ADJ	N;DEF;MASC+FEM;SG
gruyter	gruyter	gruyt	gruyte		N;INDF;MASC+FEM;PL
liechtenstein	liechtenstein	liechtenstein	liechtenstein	PROPN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
liechtenstein	lichtenstein	liechtenstein	lichtenstein	PROPN;NOM;NEUT;SG	N;INDF;NEUT;SG
holocaust	holocaust	holocaust	holocaust	PROPN;NOM;SG	N;INDF;MASC+FEM;SG
siegel	segl	siegel	segl		N;INDF;NEUT;SG
siegel	forsegling	siegel	forsegling		N;INDF;MASC+FEM;SG
siegel	sæler	siegel	sæle		N;INDF;MASC+FEM;PL
siegel	seals	siegel	seals		
siegel	siegel	siegel	siegel		
siegel	segl	siegel	segl		N;INDF;NEUT;SG
siegel	sæl	siegel	sæl		N;INDF;MASC+FEM;SG
siegel	forsegling	siegel	forsegling		N;INDF;MASC+FEM;SG
siegel	seal	siegel	seal		N;INDF;MASC+FEM;SG
quer	tværgående	quer	tværgående	ADV	ADJ
fragt	spurgte	fragen	spørge	V;IND;SG;3;PRS;FIN	V;IND;PST;FIN;ACT
fragt	spurgt	fragen	spørge	V;IND;SG;3;PRS;FIN	V;INDF;SG;PST;V.PTCP
ausscheiden	fratræden	ausscheiden	fratræden	V;NFIN	N;DEF;MASC+FEM;SG
ausscheiden	opsigelse	ausscheiden	opsigelse	V;NFIN	N;INDF;MASC+FEM;SG
ausscheiden	fratrædelse	ausscheiden	fratrædelse	V;NFIN	N;INDF;MASC+FEM;SG
hamm	gam	hamm	gammel	PROPN;NOM;MASC;SG	
hamm	hamm	hamm	hamme	PROPN;NOM;MASC;SG	
auschwitz	auschwitz	auschwitz	auschwitz	PROPN	N;INDF;NEUT;SG
planungen	planlægningen	planung	planlægning	V;NFIN	N;DEF;MASC+FEM;SG
planungen	planlægning	planung	planlægning	V;NFIN	N;INDF;MASC+FEM;SG
planungen	planerne	planung	plan	V;NFIN	N;DEF;MASC+FEM;PL
planungen	planer	planung	plan	V;NFIN	N;INDF;MASC+FEM;PL
beendigung	ophør	beendigung	ophør	ADV	N;INDF;NEUT;SG
beendigung	ophævelse	beendigung	ophævelse	ADV	N;INDF;MASC+FEM;SG
beendigung	opsigelse	beendigung	opsigelse	ADV	N;INDF;MASC+FEM;SG
beendigung	afslutning	beendigung	afslutning	ADV	N;INDF;MASC+FEM;SG
detroit	detroit	detroit	detroit	PROPN;NOM;MASC;SG	
emma	emma	emma	emma	PROPN;NOM;SG	
publikation	udgivelser	publikation	udgivelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
publikation	publikationer	publikation	publikation	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
stoff	klæde	stoff	klæde		V;NFIN;ACT
stoff	klud	stoff	klud		N;INDF;MASC+FEM;SG
stoff	stof	stoff	stof		N;INDF;NEUT;SG
stoff	substans	stoff	substans		N;INDF;MASC+FEM;SG
stoff	stof	stoff	stof		N;INDF;NEUT;SG
fremden	udlændinge	fremd	udlænding	ADJ	N;INDF;MASC+FEM;PL
fremden	rumvæsener	fremd	rumvæsen	ADJ	N;INDF;MASC+FEM;PL
fremden	aliens	fremd	aliens	ADJ	N;INDF;MASC+FEM;SG
fremden	rumvæsner	fremd	rumvæsen	ADJ	N;INDF;NEUT;PL
ernsthaft	seriøst	ernsthaft	seriøst	ADJ	ADV
ernsthaft	alvorligt	ernsthaft	alvorligt	ADJ	ADV
ernsthaft	seriøst	ernsthaft	seriøst	ADJ	ADV
ernsthaft	alvorligt	ernsthaft	alvorligt	ADJ	ADV
gelben	gult	gelb	gult		ADJ;INDF;NEUT;SG
gelben	gule	gelb	gul		ADJ;PL
gelben	yellow	gelb	yellow		
gelben	gul	gelb	gul		ADJ;INDF;MASC+FEM;SG
krankheiten	sygdom	krankheit	sygdom	V;NFIN	N;INDF;MASC+FEM;SG
krankheiten	sygdomme	krankheit	sygdom	V;NFIN	N;INDF;MASC+FEM;PL
krankheiten	lidelser	krankheit	lidelse	V;NFIN	N;INDF;MASC+FEM;PL
krankheiten	sygdomme	krankheit	sygdom	V;NFIN	N;INDF;MASC+FEM;PL
krankheiten	sygdom	krankheit	sygdom	V;NFIN	N;INDF;MASC+FEM;SG
zentimetern	centimeter	zentimetern	centimeter	ADJ	N;INDF;MASC+FEM;PL
bukarest	bukarest	bukarest	bukarest	PROPN;NOM;NEUT;SG	ADJ;RL
mans	mans	mans	mans	PROPN;NOM;MASC;SG	
denkmäler	monumenter	denkmäl	monument	ADJ	N;INDF;NEUT;PL
denkmäler	mindesmærker	denkmäl	mindesmærke	ADJ	N;INDF;NEUT;PL
maine	maine	mainen	maine	PROPN;NOM;SG	N;INDF;MASC+FEM;SG
entlassung	afskedigelser	entlassung	afskedigelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
kongo	congo	kongo	congo	PROPN;NOM;MASC;SG	
stämme	stammer	stammen	stamme		V;IND;PRS;FIN;ACT
stämme	stammer	stammen	stamme		V;IND;PRS;FIN;ACT
musikern	musikere	musikern	musiker	V;NFIN	N;INDF;MASC+FEM;PL
grob	råolie	grob	råolie	ADJ	N;INDF;MASC+FEM;SG
grob	ru	grob	ru	ADJ	
grob	groft	grob	groft	ADJ	ADV
grob	groft	grob	groft	ADJ	ADV
grob	groft	grob	groft	ADJ	ADV
dialekt	dialekt	dialekt	dialekt	ADJ	N;INDF;MASC+FEM;SG
dialekt	dialekt	dialekt	dialekt	ADJ	N;INDF;MASC+FEM;SG
dialekt	dialekter	dialekt	dialekt	ADJ	N;INDF;MASC+FEM;PL
philologie	filologi	philologie	filologi	PROPN;NOM;SG	N;INDF;MASC+FEM;SG
hofmann	hofmann	hofmann	hofmann	PROPN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
südkorea	taiwans	südkorea	taiwan	PROPN;NOM;MASC;SG	
südkorea	taiwan	südkorea	taiwan	PROPN;NOM;MASC;SG	
südkorea	korea	südkorea	korea	PROPN;NOM;MASC;SG	
südkorea	seoul	südkorea	seoul	PROPN;NOM;MASC;SG	
beachtung	opmærksomhed	beachtung	opmærksomhed		N;INDF;MASC+FEM;SG
beachtung	overholdelse	beachtung	overholdelse		N;INDF;MASC+FEM;SG
grimm	grimm	greimen	grimm		
merkmal	karakteristik	merkmal	karakteristik	ADJ	N;INDF;MASC+FEM;SG
merkmal	funktion	merkmal	funktion	ADJ	N;INDF;MASC+FEM;SG
merkmal	funktionen	merkmal	funktion	ADJ	N;DEF;MASC+FEM;SG
anr	anr	anr	anr	PROPN;NOM;SG	N;INDF;MASC+FEM;SG
orthodoxen	ortodoksi	orthodox	ortodoksi	ADJ	N;INDF;MASC+FEM;SG
epoche	epoker	epoch	epoker	N;SG	N;INDF;NEUT;PL
engineering	ingeniør	engineering	ingeniør	PROPN	N;INDF;MASC+FEM;SG
engineering	engineering	engineering	engineering	PROPN	N;INDF;MASC+FEM;SG
rechnung	kontoen	rechnung	konto	PROPN;SG	N;DEF;MASC+FEM;SG
rechnung	konto	rechnung	konto	PROPN;SG	N;INDF;MASC+FEM;SG
rechnung	fakturering	rechnung	fakturering	PROPN;SG	N;INDF;MASC+FEM;SG
rechnung	regninger	rechnung	regning	PROPN;SG	N;INDF;MASC+FEM;PL
rechnung	fakturaer	rechnung	faktura	PROPN;SG	N;INDF;MASC+FEM;PL
rechnung	regning	rechnung	regning	PROPN;SG	N;INDF;MASC+FEM;SG
rechnung	bill	rechnung	bill	PROPN;SG	
rechnung	lovforslag	rechnung	lovforslag	PROPN;SG	N;INDF;NEUT;SG
rechnung	faktura	rechnung	faktura	PROPN;SG	N;INDF;MASC+FEM;SG
browser	browsere	brows	browser	ADJ	N;INDF;MASC+FEM;PL
browser	browseren	brows	browser	ADJ	N;DEF;MASC+FEM;SG
browser	browser	brows	browse	ADJ	N;INDF;MASC+FEM;SG
konsul	konsul	konsul	konsul		N;INDF;MASC+FEM;SG
stab	knivstik	stab	knivstik		N;INDF;NEUT;SG
stab	stab	stab	stab		N;INDF;MASC+FEM;SG
stab	stik	stab	stik		N;INDF;NEUT;SG
stab	rod	stab	rod		N;INDF;MASC+FEM;SG
stab	ke	stab	ke		
stab	stang	stab	stang		N;INDF;MASC+FEM;SG
draft	udkast	drafen	udkast	PROPN;NOM;SG	N;INDF;NEUT;SG
draft	kladde	drafen	kladde	PROPN;NOM;SG	N;INDF;MASC+FEM;SG
benannten	udpeget	benennen	udpege	V;PL;FIN	V;INDF;SG;PST;V.PTCP
vorschriften	forordninger	vorschreifen	forordning	V;NFIN	N;INDF;MASC+FEM;PL
vorschriften	regulativer	vorschreifen	regulativ	V;NFIN	N;INDF;NEUT;PL
vorschriften	regler	vorschreifen	regel	V;NFIN	N;INDF;MASC+FEM;PL
