پِدر	father	پِدر	father	PROPN;NOM;MASC;SG;3	N;SG
پر	distant	پر	distant	ADP	ADJ
پر	yet	پر	yet	ADP	ADV
پر	feather	پر	feather	ADP	N;SG
پر	still	پر	still	ADP	ADV
پر	quill	پر	quill	ADP	PROPN;SG
پر	subsequent	پر	subsequent	ADP	ADJ
پر	but	پر	but	ADP	CONJ
پر	another	پر	another	ADP	DET
پر	after	پر	after	ADP	ADV
پر	strength	پر	strength	ADP	N;SG
پر	for	پر	for	ADP	
پر	pinion	پر	pinion	ADP	N;SG
پر	support	پر	support	ADP	N;SG
پر	alien	پر	alien	ADP	ADJ
پر	power	پر	power	ADP	N;SG
پر	foreign	پر	foreign	ADP	ADJ
پر	other	پر	other	ADP	ADJ
پر	upon	پر	upon	ADP	ADV
پر	else	پر	else	ADP	ADV
پربستگی	helplessness	پربستگی	helplessness	PROPN;NOM;MASC;SG;3	N;SG
پربستہ	helpless	پربستہ	helpless	PROPN;NOM;MASC;SG;3	ADJ
پردار	free	پردار	free	PROPN;NOM;MASC;SG;3	ADJ
پردار	winged	پردار	wing	PROPN;NOM;MASC;SG;3	ADJ
پردار	independent	پردار	independent	PROPN;NOM;MASC;SG;3	ADJ
پرزنی	fluttering	پرزنی	fluttering	ADJ	N;SG
پرشکستہ	afflicted	پرشکستہ	afflict	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پرشکستہ	disabled	پرشکستہ	disable	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پرقینچ	weak	پرقینچ	weak	PROPN;NOM;MASC;SG;3	ADJ
پرقینچ	incapacitated	پرقینچ	incapacitate	PROPN;NOM;MASC;SG;3	ADJ
پرقینچ	dependent	پرقینچ	dependent	PROPN;NOM;MASC;SG;3	ADJ
پرکترنا	subdue	پرکترنا	subdue	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پرکترنا	overcome	پرکترنا	overcome	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پرکھُلا	free	پرکھ	free	PROPN;NOM;MASC;SG;3	ADJ
پرکھُلا	independent	پرکھ	independent	PROPN;NOM;MASC;SG;3	ADJ
پروبال	power	پروبال	power	PROPN;NOM;MASC;SG;3	N;SG
پروبال	plumage	پروبال	plumage	PROPN;NOM;MASC;SG;3	N;SG
پردیس	abroad	پردیس	abroad	PROPN;NOM;MASC;SG;3	ADV
پردیسی	wanderer	پردیسی	wanderer	PROPN;NOM;MASC;SG;3	N;SG
پردیسی	foreigner	پردیسی	foreigner	PROPN;NOM;MASC;SG;3	N;SG
پردیسی	stranger	پردیسی	stranger	PROPN;NOM;MASC;SG;3	N;SG
پُر	exceeding	پُر	exceed	ADJ	V;V.MSDR
پُر	village	پُر	village	ADJ	N;SG
پراشتیاق	longing	پراشتیاق	longing	PROPN;NOM;MASC;SG;3	N;SG
پراشتیاق	desirous	پراشتیاق	desirous	PROPN;NOM;MASC;SG;3	ADJ
پراشتیاق	craving	پراشتیاق	craving	PROPN;NOM;MASC;SG;3	N;SG
پرافسوں	enchanting	پرافس	enchant	N;ACC;MASC;PL;3	ADJ
پرافسوں	fascinating	پرافس	fascinating	N;ACC;MASC;PL;3	ADJ
پرافسوں	alluring	پرافس	allur	N;ACC;MASC;PL;3	ADJ
پرافسوں	magical	پرافس	magical	N;ACC;MASC;PL;3	ADJ
پرالم	sorrowful	پرالم	sorrowful	PROPN;NOM;MASC;SG;3	ADJ
پرآب	shining	پرآب	shine		N;SG
پرآب	watery	پرآب	watery		ADJ
پرآشوب	stormy	پرآشوب	stormy	PROPN;NOM;MASC;SG;3	ADJ
پرآشوب	tumultuous	پرآشوب	tumultuous	PROPN;NOM;MASC;SG;3	ADJ
پرباد	swollen	پرباد	swell	PROPN;NOM;MASC;SG;3	ADJ
پرباد	bloated	پرباد	bloat	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پرباد	arrogant	پرباد	arrogant	PROPN;NOM;MASC;SG;3	ADJ
پرتاثیر	effective	پرتاثیر	effective	PROPN;NOM;MASC;SG;3	ADJ
پرخار	thorny	پرخار	thorny	PROPN;NOM;MASC;SG;3	ADJ
پرخم	bent	پرخم	bent		ADJ
پرخم	crooked	پرخم	crook		ADJ
پرخم	entangled	پرخم	entangle		V;PST;V.PTCP
پرخم	confused	پرخم	confused		ADJ
پررنگ	active	پررنگ	active	PROPN;NOM;MASC;SG;3	ADJ
پررنگ	vivid	پررنگ	vivid	PROPN;NOM;MASC;SG;3	ADJ
پررنگ	colourful	پررنگ	colourful	PROPN;NOM;MASC;SG;3	ADJ
پررونق	busy	پررونق	busy	PROPN;NOM;MASC;SG;3	ADJ
پررونق	bustling	پررونق	bustling	PROPN;NOM;MASC;SG;3	N;SG
پررونق	flourishing	پررونق	flourishing	PROPN;NOM;MASC;SG;3	N;SG
پررونق	fresh	پررونق	fresh	PROPN;NOM;MASC;SG;3	ADJ
پررونق	blooming	پررونق	bloom	PROPN;NOM;MASC;SG;3	N;SG
پررونق	successful	پررونق	successful	PROPN;NOM;MASC;SG;3	ADJ
پررونق	splendid	پررونق	splendid	PROPN;NOM;MASC;SG;3	ADJ
پرسکون	composed	پرسکون	compose	ADJ	V;PST;V.PTCP
پرسوز	sore	پرسوز	sore	PROPN;NOM;MASC;SG;3	ADJ
پرسوز	lighted	پرسوز	light	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پرسوز	painful	پرسوز	painful	PROPN;NOM;MASC;SG;3	ADJ
پرسوز	sorrowful	پرسوز	sorrowful	PROPN;NOM;MASC;SG;3	ADJ
پرغرور	arrogant	پرغرور	arrogant	PROPN;NOM;MASC;SG;3	ADJ
پرکدورت	malicious	پرکدورت	malicious	PROPN;NOM;MASC;SG;3	ADJ
پرگو	talkative	پرگو	talkative	PROPN;NOM;MASC;SG;3	ADJ
پرگو	prolific	پرگو	prolific	PROPN;NOM;MASC;SG;3	ADJ
پرگوشت	fleshy	پرگوشت	fleshy	PROPN;NOM;MASC;SG;3	ADJ
پرلطف	pleasant	پرلطف	pleasant	PROPN;NOM;MASC;SG;3	ADJ
پرمغز	meaningful	پرمغز	meaningful	PROPN;NOM;MASC;SG;3	ADJ
پرنمود	showy	پرنمود	showy	PROPN;NOM;MASC;SG;3	ADJ
پرنور	beautiful	پرنور	beautiful	PROPN;NOM;MASC;SG;3	ADJ
پرنور	illuminated	پرنور	illuminate	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پرنور	illustrious	پرنور	illustrious	PROPN;NOM;MASC;SG;3	ADJ
پرنور	attractive	پرنور	attractive	PROPN;NOM;MASC;SG;3	ADJ
پرا	file	پرا	file	V;SG;V.PTCP;ACT	N;SG
پرا	herd	پرا	herd	V;SG;V.PTCP;ACT	N;SG
پرا	company	پرا	company	V;SG;V.PTCP;ACT	N;SG
پرا	rank	پرا	rank	V;SG;V.PTCP;ACT	N;SG
پُرا	skin	پُرا	skin	PROPN;NOM;MASC;SG;3	N;SG
پراپت	profit	پراپت	profit	PROPN;NOM;MASC;SG;3	N;SG
پراپت	gain	پراپت	gain	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پراپت	success	پراپت	success	PROPN;NOM;MASC;SG;3	N;SG
پراپت	approach	پراپت	approach	PROPN;NOM;MASC;SG;3	N;SG
پراپت	access	پراپت	access	PROPN;NOM;MASC;SG;3	N;SG
پُراتم	ancient	پُراتم	ancient	PROPN;NOM;MASC;SG;3	ADJ
پُراتم	wise	پُراتم	wise	PROPN;NOM;MASC;SG;3	ADJ
پُراتم	knowledgeable	پُراتم	knowledgeable	PROPN;NOM;MASC;SG;3	ADJ
پُراتم	experienced	پُراتم	experienced	PROPN;NOM;MASC;SG;3	ADJ
پراجِت	defeated	پراجِت	defeat	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پراجَے	defeat	پراجا	defeat	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پراچین	hedge	پراچین	hedge		N;SG
پراچین	ancient	پراچین	ancient		ADJ
پراچین	wall	پراچین	wall		N;SG
پراچین	fence	پراچین	fence		N;SG
پراچین	former	پراچین	former		ADJ
پراچین	old	پراچین	old		ADJ
پراچین	eastern	پراچین	eastern		ADJ
پرارتھ	desire	پرارتھ	desire	PROPN;NOM;MASC;SG;3	N;SG
پرارتھ	craving	پرارتھ	craving	PROPN;NOM;MASC;SG;3	N;SG
پرارتھ	longing	پرارتھ	longing	PROPN;NOM;MASC;SG;3	N;SG
پرارتھنا	request	پرارتھنا	request	PROPN;NOM;MASC;SG;3	N;SG
پرارتھنا	prayer	پرارتھنا	prayer	PROPN;NOM;MASC;SG;3	N;SG
پراکرِت	uncultivated	پراکرِت	uncultivated	N;NOM;MASC;SG;3	ADJ
پراکرِت	original	پراکرِت	original	N;NOM;MASC;SG;3	ADJ
پراکرِت	natural	پراکرِت	natural	N;NOM;MASC;SG;3	ADJ
پراگندگی	disturbance	پراگندگی	disturbance	PROPN;NOM;MASC;SG;3	N;SG
پراگندگی	dispersion	پراگندگی	dispersion	PROPN;NOM;MASC;SG;3	N;SG
پراگندگی	distraction	پراگندگی	distraction	PROPN;NOM;MASC;SG;3	N;SG
پراگندہ	scattered	پراگندہ	scatter	ADJ	V;PST;V.PTCP
پراگندہ	distracted	پراگندہ	distract	ADJ	V;PST;V.PTCP
پرالبدھ	fate	پرالبدھ	fate	PROPN;NOM;MASC;SG;3	N;SG
پرالبدھ	destiny	پرالبدھ	destiny	PROPN;NOM;MASC;SG;3	N;SG
پران	beloved	پران	beloved		ADJ
پران	power	پران	power		N;SG
پران	strength	پران	strength		N;SG
پران	life	پران	life		N;SG
پران	respiration	پران	respiration		N;SG
پران	breath	پران	breath		N;SG
پران	soul	پران	soul		N;SG
پُران	ancient	پُران	ancient	PROPN;NOM;MASC;SG;3	ADJ
پُران	puranas	پُران	puranas	PROPN;NOM;MASC;SG;3	N;PL
پُران	old	پُران	old	PROPN;NOM;MASC;SG;3	ADJ
پرّاں	flying	پرّاں	fly	PROPN;NOM;MASC;SG;3	V;V.MSDR
پرانا	flee	پرانا	flee	ADJ;NOM;MASC;SG	V;IMP;FIN
پِرانا	hurt	پِرانا	hurt	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پُرانا	fill	پُرانا	fill	ADJ	V;IMP;FIN
پرانک	animate	پرانک	animate		V;IMP;FIN
پِرانی	beloved	پِرانی	beloved	PROPN;NOM;MASC;SG;3	ADJ
پِرانی	lover	پِرانی	lover	PROPN;NOM;MASC;SG;3	N;SG
پِرانی	living	پِرانی	living	PROPN;NOM;MASC;SG;3	N;SG
پِرانی	man	پِرانی	man	PROPN;NOM;MASC;SG;3	N;SG
پِرانی	breathing	پِرانی	breathing	PROPN;NOM;MASC;SG;3	N;SG
پِرانی	ghost	پِرانی	ghost	PROPN;NOM;MASC;SG;3	N;SG
پِرانی	animal	پِرانی	animal	PROPN;NOM;MASC;SG;3	N;SG
پِرانی	alive	پِرانی	alive	PROPN;NOM;MASC;SG;3	ADJ
پرایا	alien	پرایا	alien	PROPN;NOM;MASC;SG;3	ADJ
پرایا	foreign	پرایا	foreign	PROPN;NOM;MASC;SG;3	ADJ
پرایا	unknown	پرایا	unknown	PROPN;NOM;MASC;SG;3	ADJ
پرایا	strange	پرایا	strange	PROPN;NOM;MASC;SG;3	ADJ
پرب	festival	پرب	festival		N;SG
پرب	gem	پرب	gem		N;SG
پرب	knot	پرب	knot		N;SG
پرباس	journey	پرباس	journey	PROPN;NOM;MASC;SG;3	N;SG
پرباسی	traveller	پرباسی	traveller	ADJ	N;SG
پرباسی	foreigner	پرباسی	foreigner	ADJ	N;SG
پِرَبال	sprout	پِرَبال	sprout	PROPN;NOM;MASC;SG;3	N;SG
پربت	hill	پربت	hill	N;NOM;MASC;SG;3	PROPN;SG
پربت	hill	پربت	hill	N;NOM;MASC;SG;3	PROPN;SG
پربتی	mountaineer	پربتی	mountaineer	PROPN;NOM;MASC;SG;3	N;SG
پربندھ	tie	پربندھ	tie	PROPN;NOM;MASC;SG;3	N;SG
پربندھ	discipline	پربندھ	discipline	PROPN;NOM;MASC;SG;3	N;SG
پربندھ	bond	پربندھ	bond	PROPN;NOM;MASC;SG;3	PROPN;SG
پربندھ	management	پربندھ	management	PROPN;NOM;MASC;SG;3	N;SG
پربندھ	link	پربندھ	link	PROPN;NOM;MASC;SG;3	N;SG
پربندھ	arrangement	پربندھ	arrangement	PROPN;NOM;MASC;SG;3	N;SG
پربندھک	manager	پربندھک	manager	PROPN;NOM;MASC;SG;3	N;SG
پربندھک	administrator	پربندھک	administrator	PROPN;NOM;MASC;SG;3	N;SG
پربودھ	intelligence	پربودھ	intelligence	PROPN;NOM;MASC;SG;3	N;SG
پربودھ	wisdom	پربودھ	wisdom	PROPN;NOM;MASC;SG;3	N;SG
پربودھ	sense	پربودھ	sense	PROPN;NOM;MASC;SG;3	N;SG
پربی	festival	پربی	festival	PROPN;NOM;MASC;SG;3	N;SG
پربِین	clever	پربِین	clever	PROPN;NOM;MASC;SG;3	ADJ
پربِین	pretty	پربِین	pretty	PROPN;NOM;MASC;SG;3	ADV
پربِین	shrewd	پربِین	shrewd	PROPN;NOM;MASC;SG;3	ADJ
پِربھا	lustre	پِربھا	lustre	PROPN;NOM;MASC;SG;3	N;SG
پِربھا	light	پِربھا	light	PROPN;NOM;MASC;SG;3	N;SG
پِربھا	brilliance	پِربھا	brilliance	PROPN;NOM;MASC;SG;3	N;SG
پِربھا	splendour	پِربھا	splendour	PROPN;NOM;MASC;SG;3	N;SG
پِربھا	radiance	پِربھا	radiance	PROPN;NOM;MASC;SG;3	N;SG
پربھات	morning	پربھ	morning	PROPN;NOM;MASC;SG;3	N;SG
پربھات	dawn	پربھ	dawn	PROPN;NOM;MASC;SG;3	PROPN;SG
پِربھاتی	singing	پِربھاتی	sing	PROPN;NOM;MASC;SG;3	N;SG
پِربھاکر	sun	پِربھاکر	sun	PROPN;NOM;MASC;SG;3	PROPN;SG
پِربھاکر	luminous	پِربھاکر	luminous	PROPN;NOM;MASC;SG;3	ADJ
پِربھاکر	moon	پِربھاکر	moon	PROPN;NOM;MASC;SG;3	N;SG
پِربھاکر	fire	پِربھاکر	fire	PROPN;NOM;MASC;SG;3	N;SG
پِربھاکر	radiant	پِربھاکر	radiant	PROPN;NOM;MASC;SG;3	ADJ
پربھاؤ	effect	پربھاؤ	effect	PROPN;NOM;MASC;SG;3	N;SG
پربھاؤ	power	پربھاؤ	power	PROPN;NOM;MASC;SG;3	N;SG
پربھاؤ	quality	پربھاؤ	quality	PROPN;NOM;MASC;SG;3	N;SG
پربھاؤ	influence	پربھاؤ	influence	PROPN;NOM;MASC;SG;3	N;SG
پربھاؤ	strength	پربھاؤ	strength	PROPN;NOM;MASC;SG;3	N;SG
پربھاؤ	force	پربھاؤ	force	PROPN;NOM;MASC;SG;3	N;SG
پربھاؤ	efficacy	پربھاؤ	efficacy	PROPN;NOM;MASC;SG;3	N;SG
پربھو	principal	پربھو	principal	PROPN;NOM;MASC;SG;3	ADJ
پربھو	master	پربھو	master	PROPN;NOM;MASC;SG;3	N;SG
پربھو	god	پربھو	god	PROPN;NOM;MASC;SG;3	PROPN;SG
پربھو	lord	پربھو	lord	PROPN;NOM;MASC;SG;3	N;SG
پرِبھوگ	enjoyment	پرِبھوگ	enjoyment	PROPN;NOM;MASC;SG;3	N;SG
پرِبھوگ	entertainment	پرِبھوگ	entertainment	PROPN;NOM;MASC;SG;3	N;SG
پرپٹ	plain	پرپٹ	plain	PROPN;NOM;MASC;SG;3	ADJ
پرپٹ	flat	پرپٹ	flat	PROPN;NOM;MASC;SG;3	N;SG
پرپٹ	level	پرپٹ	level	PROPN;NOM;MASC;SG;3	N;SG
پرپٹی	india	پرپٹی	india	PROPN;NOM;MASC;SG;3	PROPN;SG
پرپر	throbbing	پرپر	throbb	PROPN;NOM;MASC;SG;3	N;SG
پرپر	smart	پرپر	smart	PROPN;NOM;MASC;SG;3	ADJ
پرپرانا	tingle	پرپرانا	tingle	PROPN;NOM;MASC;SG;3	N;SG
پرپراہٹ	tingling	پرپراہٹ	tingling	PROPN;NOM;MASC;SG;3	N;SG
پرپنچ	treachery	پرپنچ	treachery		N;SG
پرپنچ	delusion	پرپنچ	delusion		N;SG
پرپنچ	fraud	پرپنچ	fraud		N;SG
پرپنچ	cheat	پرپنچ	cheat		V;IMP;FIN
پرپنچ	amplification	پرپنچ	amplification		N;SG
پرپنچ	deceit	پرپنچ	deceit		N;SG
پرپنچ	expansion	پرپنچ	expansion		N;SG
پرپنچ	illusion	پرپنچ	illusion		N;SG
پرتاب	pomp	پرتاب	pomp	PROPN;NOM;MASC;SG;3	N;SG
پرتاب	bounty	پرتاب	bounty	PROPN;NOM;MASC;SG;3	N;SG
پرتاب	grandeur	پرتاب	grandeur	PROPN;NOM;MASC;SG;3	N;SG
پرتاب	light	پرتاب	light	PROPN;NOM;MASC;SG;3	N;SG
پرتاب	favour	پرتاب	favour	PROPN;NOM;MASC;SG;3	N;SG
پرتاب	splendour	پرتاب	splendour	PROPN;NOM;MASC;SG;3	N;SG
پرتاب	glitter	پرتاب	glitter	PROPN;NOM;MASC;SG;3	N;SG
پرتاب	aim	پرتاب	aim	PROPN;NOM;MASC;SG;3	N;SG
پرتاب	shine	پرتاب	shine	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پرتاپ	dignity	پرتاپ	dignity	PROPN;NOM;MASC;SG;3	N;SG
پرتاپ	heat	پرتاپ	heat	PROPN;NOM;MASC;SG;3	N;SG
پرتاپ	generosity	پرتاپ	generosity	PROPN;NOM;MASC;SG;3	N;SG
پرتاپ	magnanimity	پرتاپ	magnanimity	PROPN;NOM;MASC;SG;3	N;SG
پرتاپ	splendour	پرتاپ	splendour	PROPN;NOM;MASC;SG;3	N;SG
پرتاپ	warmth	پرتاپ	warmth	PROPN;NOM;MASC;SG;3	N;SG
پرتاپ	glory	پرتاپ	glory	PROPN;NOM;MASC;SG;3	N;SG
پرتال	check	پرتال	check	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پرتال	luggage	پرتال	luggage	PROPN;NOM;MASC;SG;3	N;SG
پرتال	load	پرتال	load	PROPN;NOM;MASC;SG;3	N;SG
پرتال	testing	پرتال	testing	PROPN;NOM;MASC;SG;3	N;SG
پرتالنا	measure	پرتالنا	measure	PROPN;NOM;MASC;SG;3	N;SG
پرتالنا	assess	پرتالنا	assess	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پُرتگال	portugal	پُرتگال	portugal	PROPN;NOM;MASC;SG;3	PROPN;SG
پرتِگّیا	promise	پرتِگّیا	promise	PROPN;NOM;MASC;SG;3	N;SG
پرتِگّیا	commitment	پرتِگّیا	commitment	PROPN;NOM;MASC;SG;3	N;SG
پرتِگّیا	agreement	پرتِگّیا	agreement	PROPN;NOM;MASC;SG;3	N;SG
پرتلا	strap	پرتلا	strap	PROPN;NOM;MASC;SG;3	N;SG
پرتَو	beam	پرتَو	beam	PROPN;NOM;MASC;SG;3	N;SG
پرتَو	light	پرتَو	light	PROPN;NOM;MASC;SG;3	N;SG
پرتَو	reflection	پرتَو	reflection	PROPN;NOM;MASC;SG;3	N;SG
پرتَو	image	پرتَو	image	PROPN;NOM;MASC;SG;3	N;SG
پرتَو	ray	پرتَو	ray	PROPN;NOM;MASC;SG;3	PROPN;SG
پرتی	wasteland	پر	wasteland	PROPN;NOM;MASC;SG;3	N;SG
پِرتی	map	پِرتی	map	PROPN;NOM;MASC;SG;3	N;SG
پِرتی	account	پِرتی	account	PROPN;NOM;MASC;SG;3	N;SG
پِرتی	status	پِرتی	status	PROPN;NOM;MASC;SG;3	N;SG
پرتیت	grace	پرتیت	grace	PROPN;NOM;MASC;SG;3	PROPN;SG
پرتیت	goodwill	پرتیت	goodwill	PROPN;NOM;MASC;SG;3	N;SG
پرتیکشا	wait	پرتیکشا	wait	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پرتیکشا	longing	پرتیکشا	longing	PROPN;NOM;MASC;SG;3	N;SG
پرتیکشا	desire	پرتیکشا	desire	PROPN;NOM;MASC;SG;3	N;SG
پرتھا	tradition	پرتھا	tradition		N;SG
پرتھا	fame	پرتھا	fame		N;SG
پرتھا	renown	پرتھا	renown		N;SG
پرتھا	custom	پرتھا	custom		N;SG
پرتھک	apart	پرتھک	apart	PROPN;NOM;MASC;SG;3	ADV
پرتھک	single	پرتھک	single	PROPN;NOM;MASC;SG;3	ADJ
پرتھک	separate	پرتھک	separate	PROPN;NOM;MASC;SG;3	ADJ
پرتھم	initial	پرتھم	initial	PROPN;NOM;MASC;SG;3	ADJ
پرتھم	original	پرتھم	original	PROPN;NOM;MASC;SG;3	ADJ
پرتھم	primary	پرتھم	primary	PROPN;NOM;MASC;SG;3	ADJ
پرتھم	first	پرتھم	first	PROPN;NOM;MASC;SG;3	ADV
پرتھوی	world	پرتھوی	world	PROPN;NOM;MASC;SG;3	N;SG
پرتھوی	ground	پرتھوی	ground	PROPN;NOM;MASC;SG;3	N;SG
پرتھوی	earth	پرتھوی	earth	PROPN;NOM;MASC;SG;3	PROPN;SG
پرجا	dependant	پرجا	dependant	PROPN;NOM;MASC;SG;3	ADJ
پرجا	race	پرجا	race	PROPN;NOM;MASC;SG;3	N;SG
پرجا	tenant	پرجا	tenant	PROPN;NOM;MASC;SG;3	N;SG
پرجا	family	پرجا	family	PROPN;NOM;MASC;SG;3	N;SG
پرجا	subject	پرجا	subject	PROPN;NOM;MASC;SG;3	N;SG
پرجا	descendant	پرجا	descendant	PROPN;NOM;MASC;SG;3	N;SG
پرچ	particle	پرچ	particle	PROPN;NOM;MASC;SG;3	N;SG
پرچ	splinter	پرچ	splinter	PROPN;NOM;MASC;SG;3	N;SG
پرچ	piece	پرچ	piece	PROPN;NOM;MASC;SG;3	N;SG
پِرچ	saucer	پِرچ	saucer	PROPN;NOM;MASC;SG;3	N;SG
پرچانا	coax	پرچانا	coax	PROPN;NOM;MASC;SG;3	N;SG
پرچانا	charm	پرچانا	charm	PROPN;NOM;MASC;SG;3	N;SG
پرچانا	tame	پرچانا	tame	PROPN;NOM;MASC;SG;3	ADJ
پرچخ	piece	پرچخ	piece		N;SG
پرچخ	fragment	پرچخ	fragment		N;SG
پُرچک	flattery	پُرچک	flattery	ADJ	N;SG
پُرچک	sign	پُرچک	sign	ADJ	N;SG
پُرچک	indication	پُرچک	indication	ADJ	N;SG
پُرچک	hint	پُرچک	hint	ADJ	N;SG
پُرچک	encouragement	پُرچک	encouragement	ADJ	N;SG
پُرچک	support	پُرچک	support	ADJ	N;SG
پرچلت	current	پرچلت	current	PROPN;NOM;MASC;SG;3	ADJ
