que	ka	que	ka	PRO	
súa	tavs	seu	tavs	DET	PRO;NOM;MASC;SG;3
súa	jūsu	seu	jūs	DET	PRO;GEN;PL;2
súa	tava	seu	tava	DET	PRO;NOM;FEM;SG;3
así	patīk	así	patikt	ADV	V;FH;IND;3;POS;PRS;FIN;ACT
así	like	así	like	ADV	
así	šī	así	šī	ADV	PRO;NOM;FEM;SG
así	šo	así	šis	ADV	PRO;ACC;MASC;SG
así	šis	así	šis	ADV	PRO;NOM;MASC;SG
así	tas	así	tas	ADV	PRO;NOM;MASC;SG
así	ka	así	ka	ADV	
así	tas	así	tas	ADV	PRO;NOM;MASC;SG
seu	viņa	seu	viņa	DET	PRO;NOM;FEM;SG;3
seu	viņu	seu	viņš	DET	PRO;ACC;MASC;SG;3
seu	viņai	seu	viņa	DET	PRO;DAT;FEM;SG;3
seu	viņas	seu	viņa	DET	PRO;NOM;FEM;PL;3
seu	tās	seu	tā	DET	PRO;NOM;FEM;PL
seu	tavas	seu	tava	DET	PRO;NOM;FEM;PL;3
seu	tavu	seu	tava	DET	PRO;ACC;SG;3
seu	tavs	seu	tavs	DET	PRO;NOM;MASC;SG;3
seu	jūsu	seu	jūs	DET	PRO;GEN;PL;2
seu	tava	seu	tava	DET	PRO;NOM;FEM;SG;3
¿	kas	¿	kas		PRO;NOM
¿	kāda	¿	kāda		PRO;NOM;FEM;SG
¿	kāds	¿	kāds		PRO;NOM;MASC;SG
¿	ko	¿	kas		PRO;ACC
¿	kā	¿	kā		ADV
¿	kādēļ	¿	kādēļ		ADV
¿	kāpēc	¿	kāpēc		ADV
¿	tu	¿	tu		PRO;NOM;SG;2
¿	tevi	¿	tu		PRO;ACC;SG;2
¿	jums	¿	jūs		PRO;DAT;PL;2
¿	tev	¿	tu		PRO;DAT;SG;2
¿	jūs	¿	jūs		PRO;NOM;PL;2
¿	ir	¿	būt		V;FH;IND;3;POS;PRS;FIN;ACT
ser	tiek	ser	tikt	V	V;FH;IND;3;POS;PRS;FIN;ACT
facer	make	facer	make	V	
facer	marka	facer	marka	V	N;NOM;FEM;SG
isto	ka	isto	ka	PRO	
ten	tu	ter	tu	V	PRO;NOM;SG;2
ten	tevi	ter	tu	V	PRO;ACC;SG;2
ten	jums	ter	jūs	V	PRO;DAT;PL;2
ten	tev	ter	tu	V	PRO;DAT;SG;2
ten	jūs	ter	jūs	V	PRO;NOM;PL;2
onde	kur	onde	kur	PRO	ADV
onde	ja	onde	ja	PRO	CONJ
era	bija	ser	būt	V	V;FH;IND;3;POS;PST;FIN;ACT
esta	šī	este	šī	DET	PRO;NOM;FEM;SG
esta	šo	este	šis	DET	PRO;ACC;MASC;SG
esta	šis	este	šis	DET	PRO;NOM;MASC;SG
esta	tas	este	tas	DET	PRO;NOM;MASC;SG
esta	šonakt	este	šonakt	DET	ADV
esta	šovakar	este	šovakar	DET	ADV
foi	tika	ser	tikt	V	V;FH;IND;3;POS;PST;FIN;ACT
foi	bijis	ser	būt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
nada	jebkas	nada	jebkas	PRO	
nada	jebko	nada	jebkas	PRO	
quen	pvo	quen	pvo	PRO	PROPN
algo	kautkas	algo	kautka	PRO	N;NOM;MASC;SG
algo	jebkas	algo	jebkas	PRO	
algo	jebko	algo	jebkas	PRO	
todos	visiem	todo	viss	DET	PRO;DAT;MASC;PL
todos	visu	todo	viss	DET	PRO;ACC;MASC;SG
todos	visas	todo	visa	DET	PRO;NOM;FEM;PL
todos	visi	todo	viss	DET	PRO;NOM;MASC;PL
todos	visa	todo	viss	DET	PRO;NOM;FEM;SG
todos	ikviens	todo	ikviens	DET	PRO;NOM;MASC;SG
todos	visi	todo	viss	DET	PRO;NOM;MASC;PL
todos	visiem	todo	viss	DET	PRO;DAT;MASC;PL
este	šī	este	šī	DET	PRO;NOM;FEM;SG
este	šo	este	šis	DET	PRO;ACC;MASC;SG
este	šis	este	šis	DET	PRO;NOM;MASC;SG
este	tas	este	tas	DET	PRO;NOM;MASC;SG
este	ka	este	ka	DET	
este	tas	este	tas	DET	PRO;NOM;MASC;SG
pode	maijs	poder	maijs	V	N;NOM;MASC;SG
pode	tu	poder	tu	V	PRO;NOM;SG;2
pode	tevi	poder	tu	V	PRO;ACC;SG;2
pode	jums	poder	jūs	V	PRO;DAT;PL;2
pode	tev	poder	tu	V	PRO;DAT;SG;2
pode	jūs	poder	jūs	V	PRO;NOM;PL;2
tamén	arī	tamén	arī	ADV	PART
casa	home	casa	home	N	
casa	majas	casa	maja	N	ADJ;NOM;FEM;PL
quero	dons	quero	dons	V	PROPN;NOM;MASC;SG
quero	don	quero	don	V	
anos	vecā	ano	veca	N	ADJ;NOM;FEM;SG
anos	veca	ano	veca	N	ADJ;NOM;FEM;SG
anos	veci	ano	vecs	N	ADJ;NOM;MASC;PL
anos	vecs	ano	vecs	N	ADJ;NOM;MASC;SG
xente	ir	xente	būt	N	V;FH;IND;3;POS;PRS;FIN;ACT
vez	atkal	vez	atkal	N	ADV
vez	vēlreiz	vez	vēlreiz	N	ADV
vez	vienreiz	vez	vienreiz	N	ADV
vez	reiz	vez	reiz	N	ADV
vez	kādreiz	vez	kādreiz	N	ADV
vez	ever	vez	evērt	N	
vez	jebkad	vez	jebkad	N	
señor	ser	señor	ser	N	
das	no	das	no	N	
sei	dons	saber	dons	V	PROPN;NOM;MASC;SG
sei	don	saber	don	V	
tempo	ilgi	tempo	ilgi	N	ADV
tempo	garais	tempo	garais	N	ADJ;NOM;MASC;SG
tempo	gara	tempo	garš	N	ADJ;NOM;FEM;SG
tempo	garas	tempo	gara	N	ADJ;NOM;FEM;PL
tempo	garš	tempo	garš	N	ADJ;NOM;MASC;SG
vida	life	vida	life	N	
polo	par	polo	par	N	
polo	priekš	polo	priekš	N	ADP
polo	for	polo	for	N	
polo	vismazāk	polo	maz	N	ADV;RL
dicir	saki	dicir	sacīt	V	INTJ
dicir	teiciens	dicir	teiciens	V	N;NOM;MASC;SG
dicir	vidējais	dicir	vidējs	V	ADJ;NOM;MASC;SG
sobre	par	sobre	par	ADP	
teu	tavas	teu	tava	DET	PRO;NOM;FEM;PL;3
teu	tavu	teu	tava	DET	PRO;ACC;SG;3
teu	tavs	teu	tavs	DET	PRO;NOM;MASC;SG;3
teu	jūsu	teu	jūs	DET	PRO;GEN;PL;2
teu	tava	teu	tava	DET	PRO;NOM;FEM;SG;3
estaba	bija	estar	būt	V	V;FH;IND;3;POS;PST;FIN;ACT
aínda	vēljoprojām	aínda	vēljoprojām	ADV	V;FH;IND;PL;1;POS;PST;FIN;ACT
aínda	pat	aínda	pat	ADV	PART
mesmo	pašas	mesmo	pati	DET	PRO;NOM;FEM;PL
mesmo	pašu	mesmo	pats	DET	PRO;ACC;MASC;SG
mesmo	pat	mesmo	pat	DET	PART
mesmo	tiesības	mesmo	tiesības	DET	N;NOM;FEM
mesmo	labās	mesmo	laba	DET	ADJ;NOM;FEM;PL
mesmo	pareizi	mesmo	pareizi	DET	ADV
ela	vina	el	vins	PRO	N;NOM;FEM;SG
moito	partija	moito	partija	ADV	N;NOM;FEM;SG
moito	garais	moito	garais	ADV	ADJ;NOM;MASC;SG
moito	gara	moito	garš	ADV	ADJ;NOM;FEM;SG
moito	garas	moito	gara	ADV	ADJ;NOM;FEM;PL
moito	garš	moito	garš	ADV	ADJ;NOM;MASC;SG
¡	tu	¡	tu		PRO;NOM;SG;2
¡	tevi	¡	tu		PRO;ACC;SG;2
¡	jums	¡	jūs		PRO;DAT;PL;2
¡	tev	¡	tu		PRO;DAT;SG;2
¡	jūs	¡	jūs		PRO;NOM;PL;2
vostede	tu	vostede	tu	PROPN	PRO;NOM;SG;2
vostede	tevi	vostede	tu	PROPN	PRO;ACC;SG;2
vostede	jums	vostede	jūs	PROPN	PRO;DAT;PL;2
vostede	tev	vostede	tu	PROPN	PRO;DAT;SG;2
vostede	jūs	vostede	jūs	PROPN	PRO;NOM;PL;2
nunca	ever	nunca	evērt	ADV	
nunca	jebkad	nunca	jebkad	ADV	
coma	patīk	coma	patikt	CONJ	V;FH;IND;3;POS;PRS;FIN;ACT
coma	like	coma	like	CONJ	
están	viņi	estar	viņš	V	PRO;NOM;MASC;PL;3
están	tie	estar	tas	V	PRO;NOM;MASC;PL
están	tās	estar	tā	V	PRO;NOM;FEM;PL
están	ir	estar	būt	V	V;FH;IND;3;POS;PRS;FIN;ACT
estás	tu	estar	tu	V	PRO;NOM;SG;2
estás	tevi	estar	tu	V	PRO;ACC;SG;2
estás	jums	estar	jūs	V	PRO;DAT;PL;2
estás	tev	estar	tu	V	PRO;DAT;SG;2
estás	jūs	estar	jūs	V	PRO;NOM;PL;2
tan	tādi	tan	tāds	ADV	PRO;NOM;MASC;PL
tan	tāda	tan	tāda	ADV	PRO;NOM;FEM;SG
tan	tāds	tan	tāds	ADV	PRO;NOM;MASC;SG
mundo	ikviens	mundo	ikviens	N	PRO;NOM;MASC;SG
mundo	visi	mundo	viss	N	PRO;NOM;MASC;PL
mundo	visiem	mundo	viss	N	PRO;DAT;MASC;PL
pola	par	pola	par	N	
pola	priekš	pola	priekš	N	ADP
pola	for	pola	for	N	
co	ar	co	ar	PROPN	ADP
che	tu	che	tu		PRO;NOM;SG;2
che	tevi	che	tu		PRO;ACC;SG;2
che	jums	che	jūs		PRO;DAT;PL;2
che	tev	che	tu		PRO;DAT;SG;2
che	jūs	che	jūs		PRO;NOM;PL;2
home	vecīt	home	vecīt	N	INTJ
mellor	labāk	mellor	labi	ADJ	ADV;CMPR
mellor	vislabāk	mellor	labi	ADJ	ADV;RL
mellor	than	mellor	than	ADJ	
mellor	nekā	mellor	nekas	ADJ	PRO;GEN;MASC;SG
coa	ar	coar	ar	V	ADP
sempre	forever	sempre	forever	ADV	
sempre	mūžam	sempre	mūžs	ADV	N;DAT;MASC;SG
tes	tu	tes	tu	V	PRO;NOM;SG;2
tes	tevi	tes	tu	V	PRO;ACC;SG;2
tes	jums	tes	jūs	V	PRO;DAT;PL;2
tes	tev	tes	tu	V	PRO;DAT;SG;2
tes	jūs	tes	jūs	V	PRO;NOM;PL;2
noite	šonakt	noite	šonakt	N	ADV
noite	šovakar	noite	šovakar	N	ADV
nin	pat	nin	pat	CONJ	PART
nin	nav	nin	nebūt	CONJ	V;FH;IND;3;NEG;PRS;FIN;ACT
nin	ne	nin	ne	CONJ	PART
seus	viņu	seu	viņš	DET	PRO;ACC;MASC;SG;3
seus	tās	seu	tā	DET	PRO;NOM;FEM;PL
seus	viņa	seu	viņa	DET	PRO;NOM;FEM;SG;3
seus	tavas	seu	tava	DET	PRO;NOM;FEM;PL;3
seus	tavu	seu	tava	DET	PRO;ACC;SG;3
seus	tavs	seu	tavs	DET	PRO;NOM;MASC;SG;3
seus	jūsu	seu	jūs	DET	PRO;GEN;PL;2
seus	tava	seu	tava	DET	PRO;NOM;FEM;SG;3
seus	viņai	seu	viņa	DET	PRO;DAT;FEM;SG;3
seus	viņas	seu	viņa	DET	PRO;NOM;FEM;PL;3
dous	divas	dous	divas	N	NUM;NOM;FEM;PL
dous	divus	dous	divi	N	NUM;ACC;MASC;PL
dous	divi	dous	divi	N	NUM;NOM;MASC;PL
dous	abas	dous	abas	N	PRO;NOM;FEM;PL
dous	abus	dous	abi	N	PRO;ACC;MASC;PL
dous	gan	dous	gan	N	CONJ
dous	abi	dous	abi	N	PRO;NOM;MASC;PL
grazas	tu	graza	tu	N	PRO;NOM;SG;2
grazas	tevi	graza	tu	N	PRO;ACC;SG;2
grazas	jums	graza	jūs	N	PRO;DAT;PL;2
grazas	tev	graza	tu	N	PRO;DAT;SG;2
grazas	jūs	graza	jūs	N	PRO;NOM;PL;2
grazas	daudz	graza	daudz	N	ADV
grazas	paldies	graza	paldies	N	INTJ
outra	atkal	outro	atkal	DET	ADV
outra	vēlreiz	outro	vēlreiz	DET	ADV
outra	pārējie	outro	pārējs	DET	ADJ;NOM;MASC;PL
outra	citi	outro	cits	DET	PRO;NOM;MASC;PL
outra	cits	outro	cits	DET	PRO;NOM;MASC;SG
outra	citādi	outro	citādi	DET	ADV
outra	citas	outro	cita	DET	PRO;NOM;FEM;PL
outra	viens	outro	viens	DET	NUM;NOM;MASC;SG
outra	viena	outro	viena	DET	NUM;NOM;FEM;SG
outra	vienu	outro	viens	DET	NUM;ACC;MASC;SG
es	tu	e	tu	N	PRO;NOM;SG;2
es	tevi	e	tu	N	PRO;ACC;SG;2
es	jums	e	jūs	N	PRO;DAT;PL;2
es	tev	e	tu	N	PRO;DAT;SG;2
es	jūs	e	jūs	N	PRO;NOM;PL;2
es	ir	e	būt	N	V;FH;IND;3;POS;PRS;FIN;ACT
antes	pirms	antes	pirms	ADV	ADP
ás	dažkārt	á	dažkārt	N	ADV
ás	dažreiz	á	dažreiz	N	ADV
ese	ka	ese	ka	DET	
ese	tas	ese	tas	DET	PRO;NOM;MASC;SG
ese	šī	ese	šī	DET	PRO;NOM;FEM;SG
ese	šo	ese	šis	DET	PRO;ACC;MASC;SG
ese	šis	ese	šis	DET	PRO;NOM;MASC;SG
ese	tas	ese	tas	DET	PRO;NOM;MASC;SG
esa	ka	ese	ka	DET	
esa	tas	ese	tas	DET	PRO;NOM;MASC;SG
esa	šī	ese	šī	DET	PRO;NOM;FEM;SG
esa	šo	ese	šis	DET	PRO;ACC;MASC;SG
esa	šis	ese	šis	DET	PRO;NOM;MASC;SG
esa	tas	ese	tas	DET	PRO;NOM;MASC;SG
queres	tu	quere	tu	V	PRO;NOM;SG;2
queres	tevi	quere	tu	V	PRO;ACC;SG;2
queres	jums	quere	jūs	V	PRO;DAT;PL;2
queres	tev	quere	tu	V	PRO;DAT;SG;2
queres	jūs	quere	jūs	V	PRO;NOM;PL;2
verdade	patiess	verdade	patiess	N	ADJ;NOM;MASC;SG
verdade	patiesa	verdade	patiesa	N	ADJ;NOM;FEM;SG
verdade	labās	verdade	laba	N	ADJ;NOM;FEM;PL
verdade	pareizi	verdade	pareizi	N	ADV
verdade	patiešām	verdade	patiešām	N	PART
verdade	tiešām	verdade	tiešām	N	PART
verdade	tu	verdade	tu	N	PRO;NOM;SG;2
verdade	tevi	verdade	tu	N	PRO;ACC;SG;2
verdade	jums	verdade	jūs	N	PRO;DAT;PL;2
verdade	tev	verdade	tu	N	PRO;DAT;SG;2
verdade	jūs	verdade	jūs	N	PRO;NOM;PL;2
verdade	reāli	verdade	reāli	N	ADV
verdade	īstais	verdade	īsts	N	ADJ;NOM;MASC;SG
verdade	īsta	verdade	īsta	N	ADJ;NOM;FEM;SG
verdade	reālā	verdade	reāls	N	ADJ;NOM;FEM;SG
verdade	reālās	verdade	reāla	N	ADJ;NOM;FEM;PL
verdade	īstas	verdade	īsta	N	ADJ;NOM;FEM;PL
dun	viens	dun	viens	PROPN	NUM;NOM;MASC;SG
dun	viena	dun	viena	PROPN	NUM;NOM;FEM;SG
dun	vienu	dun	viens	PROPN	NUM;ACC;MASC;SG
dun	no	dun	no	PROPN	
sabes	tu	saber	tu	V	PRO;NOM;SG;2
sabes	tevi	saber	tu	V	PRO;ACC;SG;2
sabes	jums	saber	jūs	V	PRO;DAT;PL;2
sabes	tev	saber	tu	V	PRO;DAT;SG;2
sabes	jūs	saber	jūs	V	PRO;NOM;PL;2
aí	ka	aí	ka	ADV	
aí	tas	aí	tas	ADV	PRO;NOM;MASC;SG
despois	vēlākā	despois	vēla	ADV	ADJ;NOM;CMPR;FEM;SG
despois	pēc	despois	pēc	ADV	ADP
bo	labi	bo	labi	ADJ	ADV
bo	rīts	bo	rīts	ADJ	N;NOM;MASC;SG
falar	par	falar	par	V	
cada	katrs	cada	katrs	DET	PRO;NOM;MASC;SG
cada	katru	cada	katra	DET	PRO;ACC;MASC;SG
cada	katra	cada	katra	DET	PRO;NOM;FEM;SG
quere	tu	querer	tu	V	PRO;NOM;SG;2
quere	tevi	querer	tu	V	PRO;ACC;SG;2
quere	jums	querer	jūs	V	PRO;DAT;PL;2
quere	tev	querer	tu	V	PRO;DAT;SG;2
quere	jūs	querer	jūs	V	PRO;NOM;PL;2
logo	pēc	logo	pēc	ADV	ADP
logo	vēlākā	logo	vēla	ADV	ADJ;NOM;CMPR;FEM;SG
estar	tiek	estar	tikt	V	V;FH;IND;3;POS;PRS;FIN;ACT
favor	lūdzu	favor	lūdzu	N	INTJ
favor	ludzu	favor	ludzu	N	V;FH;IND;SG;1;POS;PRS;FIN;ACT
fai	make	facer	make	V	
fai	marka	facer	marka	V	N;NOM;FEM;SG
creo	tici	creo	ticēt	V	INTJ
creo	dons	creo	dons	V	PROPN;NOM;MASC;SG
creo	don	creo	don	V	
creo	padomā	creo	padomāt	V	N;MASC;SG
noso	mūsu	noso	mēs	DET	PRO;GEN;PL;1
nosa	mūsu	noso	mēs	DET	PRO;GEN;PL;1
ninguén	jebkurš	ninguén	jebkurš	ADV	PRO;NOM;MASC;SG
ninguén	ikviens	ninguén	ikviens	ADV	PRO;NOM;MASC;SG
ninguén	kādam	ninguén	kāds	ADV	PRO;DAT;MASC;SG
ninguén	neviens	ninguén	neviens	ADV	PRO;NOM;MASC;SG
ninguén	viens	ninguén	viens	ADV	NUM;NOM;MASC;SG
ninguén	viena	ninguén	viena	ADV	NUM;NOM;FEM;SG
ninguén	vienu	ninguén	viens	ADV	NUM;ACC;MASC;SG
alí	pār	alí	pār	ADV	ADP
podes	tu	poder	tu	V	PRO;NOM;SG;2
podes	tevi	poder	tu	V	PRO;ACC;SG;2
podes	jums	poder	jūs	V	PRO;DAT;PL;2
podes	tev	poder	tu	V	PRO;DAT;SG;2
podes	jūs	poder	jūs	V	PRO;NOM;PL;2
pouco	maza	pouco	maza	ADV	ADJ;NOM;FEM;SG
pouco	mazais	pouco	mazs	ADV	ADJ;NOM;MASC;SG
pouco	bitu	pouco	bita	ADV	N;ACC;FEM;SG
pouco	dažas	pouco	daža	ADV	PRO;NOM;FEM;PL
pouco	dažiem	pouco	dažs	ADV	PRO;DAT;MASC;PL
pouco	daži	pouco	dažs	ADV	PRO;NOM;MASC;PL
estamos	ir	estar	būt	V	V;FH;IND;3;POS;PRS;FIN;ACT
tiña	tika	ter	tikt	V	V;FH;IND;3;POS;PST;FIN;ACT
dixo	viņa	dicir	viņa	V	PRO;NOM;FEM;SG;3
dixo	vina	dicir	vins	V	N;NOM;FEM;SG
dixo	saki	dicir	sacīt	V	INTJ
alguén	pvo	alguén	pvo	PRO	PROPN
teñen	viņi	ter	viņš	V	PRO;NOM;MASC;PL;3
teñen	tie	ter	tas	V	PRO;NOM;MASC;PL
teñen	tās	ter	tā	V	PRO;NOM;FEM;PL
menos	than	menos	than	ADV	
menos	nekā	menos	nekas	ADV	PRO;GEN;MASC;SG
menos	pietrūkst	menos	pietrūkt	ADV	V;FH;IND;3;POS;PRS;FIN;ACT
menos	miss	menos	miss	ADV	
menos	jaunkundze	menos	jaunkundze	ADV	N;NOM;FEM;SG
dunha	no	dunha	no	N	
ata	līdz	ata	līdz	ADP	ADV
outro	pārējie	outro	pārējs	DET	ADJ;NOM;MASC;PL
outro	citi	outro	cits	DET	PRO;NOM;MASC;PL
outro	cits	outro	cits	DET	PRO;NOM;MASC;SG
outro	citādi	outro	citādi	DET	ADV
outro	citas	outro	cita	DET	PRO;NOM;FEM;PL
outro	viens	outro	viens	DET	NUM;NOM;MASC;SG
outro	viena	outro	viena	DET	NUM;NOM;FEM;SG
outro	vienu	outro	viens	DET	NUM;ACC;MASC;SG
súas	viņu	seu	viņš	DET	PRO;ACC;MASC;SG;3
súas	viņa	seu	viņa	DET	PRO;NOM;FEM;SG;3
súas	tās	seu	tā	DET	PRO;NOM;FEM;PL
súas	tavas	seu	tava	DET	PRO;NOM;FEM;PL;3
súas	tavu	seu	tava	DET	PRO;ACC;SG;3
súas	tavs	seu	tavs	DET	PRO;NOM;MASC;SG;3
súas	jūsu	seu	jūs	DET	PRO;GEN;PL;2
súas	tava	seu	tava	DET	PRO;NOM;FEM;SG;3
súas	viņai	seu	viņa	DET	PRO;DAT;FEM;SG;3
súas	viņas	seu	viņa	DET	PRO;NOM;FEM;PL;3
cousa	jebkas	cousa	jebkas	N	
cousa	jebko	cousa	jebkas	N	
tres	trim	tres	trīs	N	NUM;DAT;MASC;PL
tres	trīs	tres	trīs	N	NUM;NOM;MASC;PL
novo	jaunums	novo	jaunums	ADJ	N;NOM;MASC;SG
novo	atkal	novo	atkal	ADJ	ADV
novo	vēlreiz	novo	vēlreiz	ADJ	ADV
todas	visur	todo	visur	DET	ADV
todas	visiem	todo	viss	DET	PRO;DAT;MASC;PL
todas	visu	todo	viss	DET	PRO;ACC;MASC;SG
todas	visas	todo	visa	DET	PRO;NOM;FEM;PL
todas	visi	todo	viss	DET	PRO;NOM;MASC;PL
todas	visa	todo	viss	DET	PRO;NOM;FEM;SG
di	saki	dicir	sacīt	V	INTJ
di	viņa	dicir	viņa	V	PRO;NOM;FEM;SG;3
di	vina	dicir	vins	V	N;NOM;FEM;SG
sabe	tu	saber	tu	V	PRO;NOM;SG;2
sabe	tevi	saber	tu	V	PRO;ACC;SG;2
sabe	jums	saber	jūs	V	PRO;DAT;PL;2
sabe	tev	saber	tu	V	PRO;DAT;SG;2
sabe	jūs	saber	jūs	V	PRO;NOM;PL;2
sabe	zin	saber	zin	V	INTJ
mañá	rīts	mañá	rīts	ADV	N;NOM;MASC;SG
dende	no	dende	no	ADP	
primeiro	vispirms	primeiro	vispirms	ADJ	ADV
parte	visvairāk	parte	visvairāk	N	ADV;RL
veces	dažkārt	vez	dažkārt	N	ADV
veces	dažreiz	vez	dažreiz	N	ADV
veces	divreiz	vez	divreiz	N	ADV
sexa	vienalga	ser	vienalga	V	
claro	kursa	claro	kurss	ADJ	N;GEN;MASC;SG
claro	kursu	claro	kurss	ADJ	N;ACC;MASC;SG
claro	kurss	claro	kurss	ADJ	N;NOM;MASC;SG
claro	kursā	claro	kurss	ADJ	N;ESS;MASC;SG
claro	skaidri	claro	skaidri	ADJ	ADV
claro	drošs	claro	drošs	ADJ	V;IPFV;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
claro	pārliecināts	claro	pārliecināt	ADJ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
canto	kā	canto	kā	PRO	ADV
canto	daudz	canto	daudz	PRO	ADV
canto	ilgi	canto	ilgi	PRO	ADV
canto	garais	canto	garais	PRO	ADJ;NOM;MASC;SG
canto	gara	canto	garš	PRO	ADJ;NOM;FEM;SG
canto	garas	canto	gara	PRO	ADJ;NOM;FEM;PL
canto	garš	canto	garš	PRO	ADJ;NOM;MASC;SG
pasa	par	pasar	par	V	
pasa	nepareizi	pasar	nepareizi	V	ADV
pasa	nepareiza	pasar	nepareiza	V	ADJ;NOM;FEM;SG
pasa	nepareizs	pasar	nepareizs	V	ADJ;NOM;MASC;SG
pasa	ar	pasar	ar	V	ADP
pasa	kas	pasar	kas	V	PRO;NOM
pasa	kāda	pasar	kāda	V	PRO;NOM;FEM;SG
pasa	kāds	pasar	kāds	V	PRO;NOM;MASC;SG
