loại	skriv	loại	skrive	N	V;IMP;FIN
thế	det	thế	det	PROPN	PRO;NEUT;SG;3
thế	at	thế	at	PROPN	CONJ
bar	bar	bar	bere		V;IND;PST;FIN
lại	igjen	lại	igjen		ADV
cũng	òg	cũng	òg		ADV
cũng	også	cũng	også		ADV
the	the	the	the		
the	den	the	den		PRO;SG;3
nhất	best	nhất	bra		ADJ;INDF;RL
nhất	beste	nhất	god		ADJ;DEF;RL
nhân	core	nhân	core		N
nhân	kjernen	nhân	kjerne		N;DEF;MASC;SG
nhân	kjerne	nhân	kjerne		N;INDF;MASC;SG
nhân	tålmodig	nhân	tålmodig		ADJ;INDF;NEUT;SG
nhân	pasient	nhân	pasient		N;INDF;MASC;SG
phát	sending	phát	sending	V	N;INDF;FEM;SG
phát	sendingen	phát	sending	V	N;DEF;MASC;SG
phát	kringkasting	phát	kringkasting	V	N;INDF;FEM;SG
phát	kringkaste	phát	kringk	V	ADJ;DEF;RL
phát	skutt	phát	skutt	V	ADJ;INDF;NEUT;SG;V.PTCP
phát	skudd	phát	skudd	V	N;INDF;NEUT;SG
anh	du	anh	du	N	PRO;HUM;NOM;SG;2
anh	deg	anh	du	N	PRO;HUM;ACC;SG;2
danh	importere	danh	importere	N	V;NFIN
danh	importerer	danh	importere	N	V;IND;PRS;FIN
chúng	them	chúng	them	PROPN	
chúng	dem	chúng	dem	PROPN	
chúng	de	chúng	de	PROPN	PRO;HUM;NOM;PL;2
chúng	they	chúng	they	PROPN	N
tập	episode	tập	episode		N;INDF;MASC;SG
tập	episoder	tập	episode		N;INDF;MASC;SG
nhiều	mangt	nhiều	mangt	ADJ	N;INDF;MASC;SG
nhiều	many	nhiều	many	ADJ	N
nhiều	mangen	nhiều	mang	ADJ	N;DEF;MASC;SG
nhiều	mye	nhiều	mye	ADJ	N;INDF;MASC;SG
nhiều	flere	nhiều	flere	ADJ	
nhiều	multippel	nhiều	multippel	ADJ	N;INDF;NEUT;SG
chỉ	berre	chỉ	berre		ADV
chỉ	only	chỉ	only		
chỉ	bare	chỉ	bare		ADV
chỉ	kun	chỉ	kun		N;INDF;NEUT;SG
chỉ	berre	chỉ	berre		ADV
chỉ	akkurat	chỉ	akkurat		ADV
chỉ	bare	chỉ	bare		ADV
chỉ	nettopp	chỉ	nettopp		ADV
chỉ	just	chỉ	just		N;INDF;MASC;SG
đây	her	đây	her	PROPN	ADV
sinh	born	sinh	barn	V	N;INDF;NEUT;PL
sinh	født	sinh	føde	V	ADJ;INDF;SG;V.PTCP
sinh	fødsel	sinh	fødsel	V	N;INDF;MASC;SG
sinh	fødselen	sinh	fødsel	V	N;DEF;MASC;SG
quan	guan	quan	guan	V	PROPN
quan	quan	quan	quan	V	N
quan	offiser	quan	offiser	V	N;INDF;MASC;SG
quan	konstabel	quan	konstabel	V	N;INDF;MASC;SG
tin	tro	tin	tro		N;INDF;MASC;SG
tin	trø	tin	trø		V;IMP;FIN
tin	believe	tin	believe		N;INDF;MASC;SG
tin	tinn	tin	tinn		N;INDF;MASC;SG
tin	tin	tin	tin		N;INDF;NEUT;SG
tin	hendelser	tin	hendelse		N;INDF;NEUT;SG
tin	historier	tin	historie		N;INDF;FEM;PL
tin	hendingar	tin	hending		N;INDF;FEM;PL
tin	fortellinger	tin	fortellinger		N;INDF;FEM;PL
tin	nyheter	tin	nyhet		N;INDF;FEM;PL
tin	news	tin	new		N
tin	tillit	tin	tillit		N;INDF;FEM;SG
tin	trust	tin	trust		N;INDF;MASC;SG
hai	two	hai	Two	NUM	
phải	riktig	phải	riktig	V	ADJ;INDF;NEUT;SG
phải	rett	phải	rett	V	ADJ;INDF;NEUT;SG
phải	must	phải	must	V	N;INDF;NEUT;SG
bắc	nordover	bắc	nordov	N	ADP
bắc	north	bắc	north	N	PROPN
bắc	nord	bắc	nord	N	ADP
bắc	nordlige	bắc	nordlig	N	ADJ;PL
tiểu	lille	tiểu	lilje		N;INDF;MASC;SG
tiểu	lite	tiểu	lite		ADJ;INDF;NEUT;SG
tiểu	liten	tiểu	liten		ADJ;INDF;MASC;SG
định	định	định	định	V	N;INDF;MASC;SG
khác	annerledes	khác	annerledes	ADJ	N;INDF;MASC;SG
khác	andre	khác	annan	ADJ	DET;PL
khác	annet	khác	annet	ADJ	N;INDF;NEUT;SG
khác	annen	khác	annen	ADJ	N;INDF;MASC;SG
khác	andre	khác	annan	ADJ	DET;PL
cao	high	cao	high	ADJ	N
cao	rus	cao	rus	ADJ	N;INDF;MASC;SG
cao	høy	cao	høy	ADJ	N;INDF;MASC;SG
cao	høyt	cao	høyt	ADJ	N;INDF;NEUT;SG
cao	høy	cao	høy	ADJ	N;INDF;MASC;SG
cao	gao	cao	gje	ADJ	PROPN
tây	vest	tây	vest	N	ADP
tây	vestlig	tây	vestlig	N	ADJ;INDF;NEUT;SG
tây	vest	tây	vest	N	ADP
tây	vestlige	tây	vestlig	N	ADJ;PL
cùng	same	cùng	same	ADJ	DET;DEF
cùng	samme	cùng	samme	ADJ	N;INDF;NEUT;SG
giải	løs	giải	løs	V	N;INDF;MASC;SG
giải	boksing	giải	boksing	V	N;INDF;FEM;SG
giải	løs	giải	løs	V	N;INDF;MASC;SG
giải	oppklare	giải	oppklare	V	N;INDF;MASC;SG
giải	løser	giải	løs	V	N;INDF;FEM;PL
giải	oppløsning	giải	oppløsning	V	N;INDF;FEM;SG
giải	resolusjon	giải	resolusjon	V	N;INDF;MASC;SG
bang	autoriteter	bang	autoritet		N;INDF;MASC;PL
bang	myndigheter	bang	myndigheter		N;INDF;FEM;PL
bang	myndighetene	bang	myndighet		N;DEF;FEM;PL
bang	stat	bang	stat		N;INDF;MASC;SG
bang	staten	bang	stat		N;DEF;MASC;SG
bang	delstater	bang	delstater		N;INDF;MASC;PL
bang	state	bang	state		PROPN
bang	tilstand	bang	tilstand		N;INDF;MASC;SG
bang	delstat	bang	delstat		N;INDF;MASC;SG
bang	bang	bang	bang		N;INDF;MASC;SG
đông	đông	đông	đông	ADJ	N;INDF;MASC;SG
đông	east	đông	eest	ADJ	PROPN
đông	øst	đông	øs	ADJ	N;INDF;NEUT;SG
phố	town	phố	town	N	PROPN
phố	street	phố	stre	N	PROPN
xuất	eksportere	xuất	eksportere	N	V;NFIN
khu	ward	khu	ward	N	PROPN
hơn	than	hơn	than		N;INDF
hơn	enn	hơn	enn		ADP
lập	independent	lập	independent	V	N;INDF;MASC;SG
lập	uavhengige	lập	uavhengig	V	ADJ;PL
lập	uavhengig	lập	uavhengig	V	ADJ;INDF;NEUT;SG
lập	selvstendig	lập	selvstendig	V	ADJ;INDF;NEUT;SG
cách	måter	cách	måte	V	N;INDF;MASC;PL
phần	del	phần	dele	N	V;IMP;FIN
dưới	nedenfor	dưới	nedenfor	N	
dưới	under	dưới	under	N	ADP
dưới	under	dưới	under	N	ADP
giới	verden	giới	verden	N	
điều	det	điều	det	N	PRO;NEUT;SG;3
điều	at	điều	at	N	CONJ
thông	furu	thông	furu		N;INDF;MASC;SG
thông	pine	thông	pine		N;INDF;FEM;SG
bay	fly	bay	fly		N;INDF;NEUT;SG
bay	flue	bay	fluge		N;INDF;MASC;SG
bay	flyr	bay	fly		V;IND;PRS;FIN
bay	flying	bay	flying		N;INDF;FEM;SG
bay	flyging	bay	flyging		N;INDF;FEM;SG
bay	flyr	bay	fly		V;IND;PRS;FIN
bay	flyreise	bay	flyreise		N;INDF;FEM;SG
bay	flytur	bay	flytur		N;INDF;MASC;SG
bay	flyging	bay	flyging		N;INDF;FEM;SG
bay	bukt	bay	bukt		N;INDF;FEM;SG
bay	bay	bay	bay		N;INDF;FEM;SG
bài	korte	bài	kort	N	ADJ;PL
tích	statisk	tích	statisk	N	ADJ;INDF;NEUT;SG
lớn	large	lớn	larg	ADJ	N
lớn	big	lớn	big	ADJ	N;INDF;SG
phim	filmer	phim	film		N;INDF;FEM;PL
phim	movie	phim	movie		N;INDF
phim	film	phim	film		N;INDF;MASC;SG
phim	film	phim	film		N;INDF;MASC;SG
phim	kino	phim	kino		N;INDF;MASC;SG
phim	filmer	phim	film		N;INDF;FEM;PL
trước	første	trước	første		ADJ;DEF;SG
trước	først	trước	først		ADV
trước	forst	trước	forst		N;INDF;MASC;SG
trước	first	trước	first		N
trước	tidligere	trước	tidligere		N;INDF;FEM;SG
trước	førre	trước	førre		DET;DEF
trước	forrige	trước	forrige		ADJ;PL
trước	before	trước	brfor		N;INDF;NEUT;SG
trước	før	trước	før		ADP
đức	tyskland	đức	tyskland	N	PROPN
bằng	likemenn	bằng	likemenn	ADP	N;INDF;MASC;PL
bằng	with	bằng	with	ADP	N
nhỏ	small	nhỏ	small	ADJ	N;INDF;NEUT;SG
nhỏ	lille	nhỏ	lilje	ADJ	N;INDF;MASC;SG
nhỏ	junior	nhỏ	junior	ADJ	N;INDF;MASC;SG
nhỏ	minor	nhỏ	minor	ADJ	N;INDF;MASC;SG
hợp	passer	hợp	passe	ADJ	V;IND;PRS;FIN
hợp	fit	hợp	fit	ADJ	N;INDF;MASC;SG
hợp	union	hợp	union	ADJ	N;INDF;MASC;SG
hợp	fagforening	hợp	fagforening	ADJ	N;INDF;FEM;SG
hợp	unionen	hợp	union	ADJ	N;DEF;MASC;SG
hợp	passer	hợp	passe	ADJ	V;IND;PRS;FIN
thêm	add	thêm	add	V	N
thêm	fleire	thêm	mange	V	ADJ;CMPR
thêm	fler	thêm	fler	V	N;INDF;NEUT;SG
thêm	flere	thêm	flere	V	
thêm	mer	thêm	mer	V	N;INDF;MASC;SG
thêm	meir	thêm	mykje	V	ADJ;CMPR
thêm	mere	thêm	mere	V	N;INDF;MASC;SG
xem	titt	xem	titt	V	N;INDF;MASC;SG
xem	look	xem	look	V	N;INDF;MASC;SG
xem	se	xem	se	V	
xem	vis	xem	vis	V	N;INDF;NEUT;SG
xem	show	xem	show	V	N;INDF;NEUT;SG
xem	watch	xem	watch	V	N;INDF;MASC;SG
xem	see	xem	see	V	N;INDF;SG
xem	se	xem	se	V	
xem	visning	xem	visning	V	N;INDF;FEM;SG
xem	visning	xem	visning	V	N;INDF;FEM;SG
xem	utsikt	xem	utsikt	V	N;INDF;MASC;SG
xem	vis	xem	vis	V	N;INDF;NEUT;SG
diễn	fungerende	diễn	fungerende	V	N;INDF;NEUT;SG
diễn	skuespill	diễn	skuespill	V	N;INDF;NEUT;SG
diễn	aktør	diễn	aktør	V	N;INDF;MASC;SG
diễn	skuespiller	diễn	skuespille	V	N;INDF;MASC;SG
máy	vert	máy	verte	N	V;IND;PRS;FIN
hoàng	huang	hoàng	huang	N	PROPN
hoàng	fyrste	hoàng	fyrste	N	ADJ;DEF;SG
chức	held	chức	halde	N	V;IND;PRS;FIN
chức	holdt	chức	hold	N	ADJ;INDF;NEUT;SG;V.PTCP
dương	positivt	dương	positiv	N	ADJ;INDF;NEUT;SG
dương	positive	dương	positiv	N	ADJ;PL
dương	positiv	dương	positiv	N	ADJ;INDF;SG
hay	hay	hay	hay	CONJ	PROPN
hay	flinke	hay	flink	CONJ	ADJ;PL
hay	flink	hay	flink	CONJ	ADJ;INDF;SG
hay	godt	hay	god	CONJ	ADJ;INDF;NEUT;SG
hay	dyktig	hay	dyktig	CONJ	ADJ;INDF;SG
hay	god	hay	god	CONJ	ADJ;INDF;SG
hay	bra	hay	bra	CONJ	ADJ;INDF;NEUT;SG
sống	bodd	sống	bodd	V	ADJ;INDF;NEUT;SG;V.PTCP
sống	levende	sống	levende	V	N;INDF;NEUT;SG
sống	direkte	sống	direkte	V	ADJ;INDF;NEUT;SG
sống	live	sống	live	V	N
sống	lev	sống	la	V	N;INDF;MASC;SG
sống	direktesending	sống	direktesending	V	N;INDF;FEM;SG
sống	bodd	sống	bodd	V	ADJ;INDF;NEUT;SG;V.PTCP
sống	levende	sống	levende	V	N;INDF;NEUT;SG
sống	alive	sống	alive	V	N
thường	vanligvis	thường	vanligvis		ADV
thường	pleier	thường	pleie		V;IND;PRS;FIN
thường	regulært	thường	regulær		ADJ;INDF;NEUT;SG
thường	regelmessige	thường	regelmessig		ADJ;PL
thường	vanlig	thường	vanlig		ADJ;INDF;NEUT;SG
thường	normalt	thường	normal		ADJ;INDF;NEUT;SG
thường	normale	thường	normal		ADJ;PL
thường	normalen	thường	normal		N;DEF;MASC;SG
thường	normal	thường	normal		ADJ;INDF;SG
tính	beregne	tính	beregne	V	N;INDF;FEM;SG
ban	om	ban	om		ADP
ban	angående	ban	angående		N;INDF;MASC;SG
ban	omtrent	ban	omtrent		ADV
ban	avdelingene	ban	avdeling		N;DEF;FEM;PL
ban	band	ban	band		N;INDF;NEUT;SG
ban	ban	ban	ban		N;INDF;MASC;SG
ban	forby	ban	forby		V;NFIN
ban	forbud	ban	forbud		N;INDF;NEUT;SG
cộng	plus	cộng	plus		N;INDF;NEUT;SG
cộng	pluss	cộng	pluss		N;INDF;NEUT;SG
nhận	påstand	nhận	påstand	V	N;INDF;MASC;SG
nhận	krav	nhận	krav	V	N;INDF;NEUT;SG
nhận	kravet	nhận	krav	V	N;DEF;NEUT;SG
nhận	hent	nhận	hente	V	N;INDF;MASC;SG
nhận	få	nhận	få	V	ADJ;PL
nhận	get	nhận	get	V	
nhận	motta	nhận	motta	V	N;INDF;MASC;SG
nhận	mottak	nhận	mottak	V	N;INDF;NEUT;SG
qua	fortida	qua	fortid	V	N;DEF;FEM;SG
qua	fortiden	qua	fortid	V	N;DEF;MASC;SG
qua	fortid	qua	fortid	V	N;INDF;FEM;SG
qua	forbi	qua	forbi	V	ADP
qua	past	qua	past	V	N;INDF
qua	overstått	qua	overstå	V	ADJ;INDF;SG;V.PTCP
qua	over	qua	over	V	ADP
qua	bortom	qua	bortom	V	N;INDF;MASC;SG
qua	via	qua	via	V	ADP
qua	gjennom	qua	gjennom	V	ADP
qua	through	qua	through	V	
qua	igjennom	qua	igjennom	V	ADP
qua	pasning	qua	pasning	V	N;INDF;FEM;SG
tổng	totalt	tổng	total	N	ADJ;INDF;NEUT;SG
tổng	totale	tổng	total	N	ADJ;PL
tổng	total	tổng	total	N	ADJ;INDF;SG
tác	originalt	tác	original	N	ADJ;INDF;NEUT;SG
tác	opprinnelig	tác	opprinnelig	N	ADJ;INDF;NEUT;SG
tác	originale	tác	original	N	ADJ;PL
tác	opprinnelige	tác	opprinnelig	N	ADJ;PL
tác	original	tác	original	N	ADJ;INDF;SG
gồm	inklusiv	gồm	inklusiv	V	N;INDF;MASC;SG
gồm	deriblant	gồm	deriblant	V	N;INDF;NEUT;SG
gồm	inklusive	gồm	inklusiv	V	ADJ;PL
gồm	inkludert	gồm	inkludere	V	ADJ;INDF;SG;V.PTCP
gồm	inkludert	gồm	inkludere	V	ADJ;INDF;SG;V.PTCP
gồm	bestående	gồm	bestående	V	N;INDF;NEUT;SG
kinh	sutra	kinh	sutre	V	N;INDF;MASC;SG
kinh	beijing	kinh	beijing	V	N;INDF;FEM;SG
kinh	beijing	kinh	beijing	V	N;INDF;FEM;SG
kinh	peking	kinh	peking	V	N;INDF;FEM;SG
tiếp	nestemann	tiếp	nestemann	V	N;INDF;MASC;SG
tiếp	neste	tiếp	neste	V	DET;DEF
tiếp	next	tiếp	next	V	N
trị	trị	trị	trị		N;INDF;MASC;SG
xếp	sortering	xếp	sortering	V	N;INDF;FEM;SG
xếp	sorter	xếp	sorter	V	N;INDF;FEM;PL
rằng	det	rằng	det	CONJ	PRO;NEUT;SG;3
rằng	at	rằng	at	CONJ	CONJ
đánh	beat	đánh	beit	V	N;INDF;MASC;SG
đánh	sio	đánh	sio	V	N;INDF;MASC;SG
đánh	treff	đánh	treff	V	N;INDF;NEUT;SG
nhạc	music	nhạc	music	V	N;INDF;MASC;SG
nhạc	musikk	nhạc	musikk	V	N;INDF;MASC;SG
nhạc	musical	nhạc	musical	V	N
nhạc	musikal	nhạc	musikal	V	N;INDF;MASC;SG
nhạc	musikalsk	nhạc	musikalsk	V	ADJ;INDF;NEUT;SG
hóa	kjemisk	hóa	kjemisk		N;INDF;MASC;SG
hóa	kjemi	hóa	kjeme		N;INDF;MASC;SG
gọi	anrop	gọi	anrop	V	N;INDF;MASC;SG
gọi	call	gọi	call	V	N;INDF;MASC;SG
gọi	ring	gọi	ring	V	N;INDF;MASC;SG
gọi	calling	gọi	calling	V	N;INDF;FEM;SG
trang	siden	trang	siden	N	
nguyên	materiell	nguyên	materiell	N	ADJ;INDF;SG
tạo	oppretting	tạo	oppretting	V	N;INDF;FEM;SG
tạo	oppretter	tạo	oppretter	V	N;INDF;MASC;SG
tạo	opprettes	tạo	opprettes	V	N;INDF;MASC;SG
tạo	opprettet	tạo	opprett	V	N;INDF;NEUT;SG
tạo	skapt	tạo	skape	V	ADJ;INDF;NEUT;SG;V.PTCP
tạo	laga	tạo	lage	V	ADJ;INDF;NEUT;SG;V.PTCP
tạo	oppretter	tạo	oppretter	V	N;INDF;MASC;SG
tạo	opprett	tạo	opprett	V	N;INDF;MASC;SG
tạo	skapelsen	tạo	skapelse	V	N;DEF;MASC;SG
tạo	oppretting	tạo	oppretting	V	N;INDF;FEM;SG
tạo	skapning	tạo	skapning	V	N;INDF;MASC;SG
tạo	skaperverk	tạo	skaperverk	V	N;INDF;NEUT;SG
tạo	skapelse	tạo	skapelse	V	N;INDF;MASC;SG
tạo	opprettelse	tạo	opprettelse	V	N;INDF;MASC;SG
tạo	lag	tạo	lag	V	N;INDF;NEUT;SG
tạo	laget	tạo	lag	V	N;DEF;NEUT;SG
tạo	team	tạo	team	V	N;INDF;NEUT;SG
đặc	solid	đặc	solid	N	ADJ;INDF;NEUT;SG
đặc	massivt	đặc	massiv	N	ADJ;INDF;NEUT;SG
đặc	solide	đặc	solid	N	ADJ;PL
nên	skulle	nên	skulle	CONJ	V;IND;PST;FIN
nên	bør	nên	burde	CONJ	V;IND;PRS;FIN
nên	burde	nên	burde	CONJ	V;IND;PST;FIN
mới	ny	mới	ny		ADJ;INDF;SG
mới	nyhet	mới	nyh		N;INDF;MASC;SG
mới	nye	mới	ny		ADJ;PL
mới	new	mới	new		N;INDF;SG
mới	nytt	mới	ny		ADJ;INDF;NEUT;SG
lịch	kalendere	lịch	kalendere	N	V;NFIN
đạo	moralsk	đạo	moralsk	N	ADJ;INDF;NEUT;SG
bắt	catch	bắt	catch	V	N;INDF;MASC;SG
bắt	tatt	bắt	ta	V	ADJ;INDF;NEUT;SG;V.PTCP
bắt	fang	bắt	fang	V	N;INDF;NEUT;SG
bắt	fange	bắt	fange	V	N;INDF;MASC;SG
bắt	take	bắt	take	V	N;INDF;NEUT;SG
bắt	grip	bắt	gripe	V	N;INDF;MASC;SG
rất	svært	rất	svær		ADJ;INDF;NEUT;SG
rất	very	rất	very		
rất	meget	rất	meget		N;DEF;NEUT;SG
rất	veldig	rất	veldig		ADJ;INDF;NEUT;SG
thức	oppskrift	thức	oppskrift	V	N;INDF;FEM;SG
thức	våkn	thức	våkn	V	N;INDF;MASC;SG
thức	vekke	thức	vekke	V	N;INDF;MASC;SG
thức	wake	thức	wake	V	N;INDF;NEUT;SG
tới	ankom	tới	ankom	V	N;INDF;MASC;SG
tới	kommet	tới	komme	V	
tới	ankommet	tới	ankom	V	N;DEF;NEUT;SG
tới	kommer	tới	kommer	V	
tới	coming	tới	coming	V	N
hải	sjølsagt	hải	sjølsagt	N	ADJ;INDF;NEUT;SG
khoảng	om	khoảng	om	ADJ	ADP
khoảng	angående	khoảng	angående	ADJ	N;INDF;MASC;SG
khoảng	omtrent	khoảng	omtrent	ADJ	ADV
khoảng	mellomrom	khoảng	mellomrom	ADJ	N;INDF;NEUT;SG
khoảng	rundt	khoảng	rundt	ADJ	ADP
khoảng	around	khoảng	around	ADJ	N;INDF;MASC;SG
khoảng	omkring	khoảng	omkring	ADJ	ADP
khoảng	ca	khoảng	ca.	ADJ	ADV
khoảng	omtrent	khoảng	omtrent	ADJ	ADV
vương	rikt	vương	rik	N	ADJ;INDF;NEUT;SG
vương	rike	vương	rik	N	ADJ;PL
vương	rik	vương	rik	N	ADJ;INDF;SG
nhật	japansk	nhật	japansk		ADJ;INDF;SG
viết	skrive	viết	skrive	V	ADJ;INDF;NEUT;SG;V.PTCP
viết	skriving	viết	skriving	V	N;INDF;FEM;SG
viết	skriveren	viết	skriver	V	N;DEF;MASC;SG
viết	printer	viết	printer	V	N;INDF;FEM;PL
viết	skrev	viết	skrev	V	N;INDF;MASC;SG
viết	skriving	viết	skriving	V	N;INDF;FEM;SG
bảo	ask	bảo	ask	V	N;INDF;MASC;SG
bảo	bảo	bảo	bảo	V	N;INDF;MASC;SG
bảo	sakt	bảo	sakt	V	ADJ;INDF;NEUT;SG
bảo	said	bảo	said	V	N
