από	from	από	from	ADP	
πόλη	town	πόλη	town	N;NOM;FEM;SG	PROPN;NOM;SG;3
πόλη	kasaba	πόλη	kasaba	N;NOM;FEM;SG	
πόλη	şehir	πόλη	şehir	N;NOM;FEM;SG	
πόλη	sehir	πόλη	sehir	N;NOM;FEM;SG	
πόλη	city	πόλη	city	N;NOM;FEM;SG	PROPN;NOM;SG;3
πόλη	şehir	πόλη	şehir	N;NOM;FEM;SG	
σύνδεσμοι	bağlantılar	σύνδεσμος	bağlantı	N;ACC;MASC;SG	N;NOM;PL;3
σύνδεσμοι	bağlar	σύνδεσμος	bağla	N;ACC;MASC;SG	
σύνδεσμοι	bağlantıları	σύνδεσμος	bağlantı	N;ACC;MASC;SG	N;NOM;PL;3
πολύ	cok	πολύ	cok	ADV	
πολύ	çok	πολύ	çok	ADV	
κάθε	her	κάθε	her	PRO;ACC;FEM;SG;3	DET
κάθε	herbiri	κάθε	herbiri	PRO;ACC;FEM;SG;3	PRO;NOM;SG;3
περιοχή	bölge	περιοχή	bölge	N;NOM;FEM;SG	
περιοχή	bölgede	περιοχή	bölge	N;NOM;FEM;SG	N;ESS;SG;3
περιοχή	bölge	περιοχή	bölge	N;NOM;FEM;SG	
περιοχή	alan	περιοχή	al	N;NOM;FEM;SG	V;PFV;IND;POS;PRS;V.PTCP
αιώνα	yüzyıl	αιώνας	yüzyıl	N;ACC;MASC;SG	
αιώνα	asır	αιώνας	asır	N;ACC;MASC;SG	
αθήνα	atina	αθήνα	at	PROPN;ACC;FEM;SG	N;DAT;SG;3
περίοδο	adet	περίοδος	adet	N;ACC;FEM;SG	
περίοδο	nokta	περίοδος	nokta	N;ACC;FEM;SG	
περίοδο	dönem	περίοδος	dön	N;ACC;FEM;SG	
τότε	öyleyse	τότε	öyleyse	ADV	
τότε	ozaman	τότε	oza	ADV	
όνομα	adın	όνομα	ad	N;NOM;NEUT;SG	
ελλάδα	yunanistan	ελλάδα	yunanistan	PROPN;ACC;FEM;SG	PROPN;NOM;SG;3
μέρος	kısım	μέρος	kısım	N;NOM;NEUT;SG	
μέρος	bölüm	μέρος	bölüm	N;NOM;NEUT;SG	
μέρος	part	μέρος	part	N;NOM;NEUT;SG	
μέρος	kısmen	μέρος	kısmen	N;NOM;NEUT;SG	
σήμερα	bugün	σήμερα	bugün	ADV	N;NOM;SG;3
σήμερα	bugünde	σήμερα	bugün	ADV	N;ESS;SG;3
σήμερα	bügün	σήμερα	bügün	ADV	
σήμερα	bugun	σήμερα	bugun	ADV	
μέσα	içi	μέσα	iç	ADV	
μέσα	içeride	μέσα	içeri	ADV	N;ESS;SG;3
μέσα	içerde	μέσα	içeri	ADV	N;ESS;SG;3
πως	nasil	πως	nasil	CONJ	
πως	nası	πως	nası	CONJ	
πως	nasıl	πως	nasıl	CONJ	
μαζί	beraber	μαζί	beraber	ADV	
μαζί	beraberce	μαζί	beraberce	ADV	
μαζί	birlikte	μαζί	birlikte	ADV	
διάρκεια	süresi	διάρκεια	süre	N;ACC;FEM;SG	N;NOM;SG;3
διάρκεια	süre	διάρκεια	süre	N;ACC;FEM;SG	N;NOM;SG;3
ιστορία	hikâye	ιστορία	hiku	N;NOM;FEM;SG	
ιστορία	öykü	ιστορία	öykü	N;NOM;FEM;SG	
ιστορία	masal	ιστορία	masal	N;NOM;FEM;SG	
ιστορία	tarihi	ιστορία	tarih	N;NOM;FEM;SG	
ιστορία	geçmiş	ιστορία	geç	N;NOM;FEM;SG	
πρωτάθλημα	league	πρωτάθλημα	league	N;NOM;NEUT;SG	
πρωτάθλημα	birlik	πρωτάθλημα	birlik	N;NOM;NEUT;SG	
πρωτάθλημα	lig	πρωτάθλημα	lig	N;NOM;NEUT;SG	
πρωτάθλημα	ligi	πρωτάθλημα	ligi	N;NOM;NEUT;SG	
πρωτάθλημα	şampiyona	πρωτάθλημα	şampiyon	N;NOM;NEUT;SG	N;DAT;SG;3
αργότερα	sonradan	αργά	sonradan	ADV;CMPR	
νέα	haberler	νέος	haber	ADJ;NOM;NEUT;PL	N;NOM;PL;3
νέα	haberleri	νέος	haber	ADJ;NOM;NEUT;PL	N;NOM;PL;3
νέα	haber	νέος	haber	ADJ;NOM;NEUT;PL	N;NOM;SG;3
περίπου	hakkında	περίπου	hak	ADV	N;ESS;SG;3
περίπου	yaklaşık	περίπου	yaklaşık	ADV	
περίπου	yaklaşık	περίπου	yaklaşık	ADV	
αυτά	bunları	αυτός	bu	PRO;NOM;NEUT;PL;3	PRO;ACC;PL;3
αυτά	şunlar	αυτός	şu	PRO;NOM;NEUT;PL;3	
πριν	önceki	πριν	önceki	ADV	
πριν	önce	πριν	önce	ADV	
πριν	öncesi	πριν	önce	ADV	N;NOM;SG;3
πριν	öncesinde	πριν	önce	ADV	N;ESS;SG;3
χωρίς	olmadan	χωρίς	ol	ADP	V;PFV;IND;NEG;PRS;V.CVB
χωρίς	onsuz	χωρίς	onsuz	ADP	
εθνική	millî	εθνικός	millî	ADJ;NOM;FEM;SG	
εθνική	national	εθνικός	national	ADJ;NOM;FEM;SG	N;DAT;SG;3
εθνική	ulusal	εθνικός	ulusal	ADJ;NOM;FEM;SG	
συζήτηση	muhabbet	συζήτηση	muhabbet	N;ACC;FEM;SG	N;NOM;SG;3
συζήτηση	sohbet	συζήτηση	sohbet	N;ACC;FEM;SG	N;NOM;SG;3
συζήτηση	tartışma	συζήτηση	tartış	N;ACC;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
συζήτηση	münazara	συζήτηση	münazar	N;ACC;FEM;SG	N;NOM;SG;3
συζήτηση	tartışma	συζήτηση	tartış	N;ACC;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
συζήτηση	müzakere	συζήτηση	müzakere	N;ACC;FEM;SG	N;NOM;SG;3
αρχείο	arşivi	αρχείο	arşivi	N;NOM;NEUT;SG	
αρχείο	arşiv	αρχείο	arşiv	N;NOM;NEUT;SG	
αρχείο	dosya	αρχείο	dosya	N;NOM;NEUT;SG	
φορά	zaman	φορά	zaman	N;ACC;FEM;SG	N;NOM;SG;3
φορά	vakit	φορά	vakit	N;ACC;FEM;SG	
φορά	süre	φορά	süre	N;ACC;FEM;SG	N;NOM;SG;3
φορά	time	φορά	tim	N;ACC;FEM;SG	
πάνω	yukarıda	πάνω	yukarı	ADV	ADJ;ESS;SG;3
ομάδες	grupları	ομάδα	grup	N;NOM;FEM;PL	N;ACC;PL;3
πρώτο	öncelikle	πρώτος	öncelik	NUM;NOM;NEUT;SG	N;INS;SG;3
πρώτο	önce	πρώτος	önce	NUM;NOM;NEUT;SG	
πρώτο	ilk	πρώτος	ilk	NUM;NOM;NEUT;SG	
πρώτο	once	πρώτος	once	NUM;NOM;NEUT;SG	
έργο	proje	έργο	proje	N;NOM;NEUT;SG	
έργο	çalış	έργο	çalış	N;NOM;NEUT;SG	
έργο	çalışma	έργο	çalış	N;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
έργο	çalışmak	έργο	çalış	N;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
κυρίως	çoğunlukla	κυρίως	çoğunluk	ADV	N;INS;SG;3
κυρίως	genellikle	κυρίως	genellikle	ADV	
όχι	olmaz	όχι	ol	PART	V;IPFV;IND;SG;3;NEG
όχι	değil	όχι	değil	PART	
ελληνική	yunanlı	ελληνικός	yunanlı	ADJ;NOM;FEM;SG	
ελληνική	yunan	ελληνικός	yunan	ADJ;NOM;FEM;SG	
ελληνική	yunanca	ελληνικός	yunanca	ADJ;NOM;FEM;SG	V;PFV;IND;POS;PRS;PASS
μεγάλη	big	μεγάλος	big	ADJ;NOM;FEM;SG	
μεγάλη	buyuk	μεγάλος	buyuk	ADJ;NOM;FEM;SG	
μεγάλη	büyük	μεγάλος	büyük	ADJ;NOM;FEM;SG	
μεγάλη	kocaman	μεγάλος	kocaman	ADJ;NOM;FEM;SG	
υπό	altında	υπό	alt	ADP	ADJ;ESS;SG;3
υπό	altinda	υπό	alt	ADP	ADJ;ESS;SG;3
υπό	altına	υπό	alt	ADP	ADJ;DAT;SG;3
ταινία	film	ταινία	film	N;NOM;FEM;SG	
ταινία	bant	ταινία	bant	N;NOM;FEM;SG	
ταινία	teyp	ταινία	teyp	N;NOM;FEM;SG	
ταινία	kaset	ταινία	kaset	N;NOM;FEM;SG	
ταινία	film	ταινία	film	N;NOM;FEM;SG	
άλλα	diğer	άλλος	diğer	PRO;NOM;NEUT;PL;3	ADJ
άλλα	diğeri	άλλος	diğer	PRO;NOM;NEUT;PL;3	N;NOM;SG;3
άλλα	öteki	άλλος	öteki	PRO;NOM;NEUT;PL;3	
άλλα	diger	άλλος	diger	PRO;NOM;NEUT;PL;3	
άλλα	diger	άλλος	diger	PRO;NOM;NEUT;PL;3	
άλλα	diğerleri	άλλος	diğer	PRO;NOM;NEUT;PL;3	N;ACC;PL;3
άλλα	diğerlerini	άλλος	diğer	PRO;NOM;NEUT;PL;3	N;ACC;PL;3
άλλα	başkaları	άλλος	başka	PRO;NOM;NEUT;PL;3	ADJ;ACC;PL;3
τμήμα	bölüm	τμήμα	bölüm	N;NOM;NEUT;SG	
τμήμα	departmanı	τμήμα	departman	N;NOM;NEUT;SG	N;ACC;SG;3
τμήμα	bölüm	τμήμα	bölüm	N;NOM;NEUT;SG	
τμήμα	kısım	τμήμα	kısım	N;NOM;NEUT;SG	
σαν	like	σαν	like	ADV	
σαν	beğen	σαν	beğen	ADV	
σαν	gibi	σαν	gibi	ADV	
εκεί	orada	εκεί	ora	ADV	N;ESS;SG;3
εκεί	orda	εκεί	ora	ADV	N;ESS;SG;3
ωστόσο	ancak	ωστόσο	ancak	CONJ	
άλλες	diğer	άλλος	diğer	PRO;NOM;FEM;PL;3	ADJ
άλλες	diğeri	άλλος	diğer	PRO;NOM;FEM;PL;3	N;NOM;SG;3
άλλες	öteki	άλλος	öteki	PRO;NOM;FEM;PL;3	
άλλες	diger	άλλος	diger	PRO;NOM;FEM;PL;3	
τέλος	nihayet	τέλος	nihayet	ADV	
τέλος	bitir	τέλος	bitir	ADV	V;PFV;IMP;SG;2;POS;PRS
τέλος	son	τέλος	son	ADV	
τέλος	sonu	τέλος	son	ADV	
τέλος	bitiş	τέλος	bitiş	ADV	
σειρά	serisi	σειρά	seri	N;ACC;FEM;SG	PROPN;NOM;SG;3
σειρά	dizi	σειρά	dizi	N;ACC;FEM;SG	N;NOM;SG;3
σειρά	seri	σειρά	seri	N;ACC;FEM;SG	
σειρά	düzen	σειρά	düz	N;ACC;FEM;SG	
σειρά	emir	σειρά	imir	N;ACC;FEM;SG	
σειρά	sipariş	σειρά	sipariş	N;ACC;FEM;SG	N;NOM;SG;3
σειρά	satır	σειρά	satır	N;ACC;FEM;SG	
σειρά	kürek	σειρά	kürek	N;ACC;FEM;SG	
σειρά	sıra	σειρά	sıra	N;ACC;FEM;SG	N;NOM;SG;3
στοιχεία	element	στοιχείο	element	N;NOM;NEUT;PL	N;NOM;SG;3
στοιχεία	veri	στοιχείο	veri	N;NOM;NEUT;PL	
στοιχεία	data	στοιχείο	data	N;NOM;NEUT;PL	
εκτός	hariç	εκτός	hariç	ADV	
εκτός	dışında	εκτός	dış	ADV	ADJ;ESS;SG;3
συνέχεια	devamlılık	συνέχεια	devamlılık	N;ACC;FEM;SG	N;NOM;SG;3
συνέχεια	devam	συνέχεια	devam	N;ACC;FEM;SG	N;NOM;SG;3
κάτω	down	κάτω	down	ADV	
κάτω	aşağıya	κάτω	aşağı	ADV	ADJ;DAT;SG;3
κάτω	aşağı	κάτω	aşağ	ADV	
κάτω	alt	κάτω	alt	ADV	
κάτω	aşağı	κάτω	aşağ	ADV	
κάτω	aşağıda	κάτω	aşağı	ADV	ADJ;ESS;SG;3
κάτω	aşağı	κάτω	aşağ	ADV	
κάτω	aşağıya	κάτω	aşağı	ADV	ADJ;DAT;SG;3
κάτω	aşağıdan	κάτω	aşağı	ADV	ADJ;AT+ABL;SG;3
πολλές	birçok	πολύς	birçok	ADJ;NOM;FEM;PL	DET
όλα	herşey	όλος	herşey	ADJ;NOM;NEUT;PL	
όλα	herşeyi	όλος	herşey	ADJ;NOM;NEUT;PL	N;ACC;SG;3
όλα	hersey	όλος	hersey	ADJ;NOM;NEUT;PL	
όλα	all	όλος	all	ADJ;NOM;NEUT;PL	
όλα	hepsini	όλος	hepsi	ADJ;NOM;NEUT;PL	PRO;ACC;PL;3
όλα	tamamı	όλος	tamam	ADJ;NOM;NEUT;PL	
όλα	hepsi	όλος	hepsi	ADJ;NOM;NEUT;PL	PRO;NOM;PL;3
όλα	tümü	όλος	tümü	ADJ;NOM;NEUT;PL	
σύστημα	sistemi	σύστημα	sistem	N;NOM;NEUT;SG	N;ACC;SG;3
ακόμα	hâlâ	ακόμα	hul	ADV	
ακόμα	halen	ακόμα	halen	ADV	
φορές	kez	φορά	kez	N;NOM;FEM;PL	N;NOM;SG;3
φορές	times	φορά	times	N;NOM;FEM;PL	
ίδια	aynısından	ίδιος	aynı	ADJ;NOM;FEM;SG	ADJ;AT+ABL;SG;3
ίδια	aynen	ίδιος	aynen	ADJ;NOM;FEM;SG	
ίδια	ayni	ίδιος	ayni	ADJ;NOM;FEM;SG	
ίδια	aynısı	ίδιος	aynı	ADJ;NOM;FEM;SG	N;NOM;SG;3
ιουλίου	temmuz	ιούλιος	temmuz	N;GEN;NEUT;SG	
χώρα	ülke	χώρα	ülke	N;NOM;FEM;SG	
χώρα	vatan	χώρα	vat	N;NOM;FEM;SG	
αποτέλεσμα	sonuç	αποτέλεσμα	sonuç	N;ACC;NEUT;SG	
αποτέλεσμα	efekt	αποτέλεσμα	efekt	N;ACC;NEUT;SG	
αποτέλεσμα	etki	αποτέλεσμα	etki	N;ACC;NEUT;SG	
αποτέλεσμα	etkisi	αποτέλεσμα	etki	N;ACC;NEUT;SG	N;NOM;SG;3
οκτωβρίου	ekim	οκτώβριος	ekim	N;GEN;MASC;SG	
ιανουαρίου	ocak	ιανουάριος	ocak	PROPN;GEN;MASC;SG	
σεπτεμβρίου	eylül	σεπτέμβριο	eylül	N;GEN;MASC;SG	
νοεμβρίου	kasım	νόεμβριος	kasım	N;GEN;MASC;SG	
αγώνες	eşleşme	αγώνας	eşleş	N;NOM;MASC;PL	
αγώνες	kibrit	αγώνας	kibrit	N;NOM;MASC;PL	
αγώνες	oyun	αγώνας	oyun	N;NOM;MASC;PL	
αγώνες	oyunları	αγώνας	oyun	N;NOM;MASC;PL	N;ACC;PL;3
ταινίες	filmleri	ταινία	film	N;NOM;FEM;PL	N;ACC;PL;3
ταινίες	film	ταινία	film	N;NOM;FEM;PL	
ταινίες	film	ταινία	film	N;NOM;FEM;PL	
ταινίες	sinema	ταινία	sine	N;NOM;FEM;PL	N;NOM;SG;3
μέσω	aracılığıyla	μέσω	aracılık	ADP	N;INS;SG;3
μέσω	via	μέσω	via	ADP	PROPN;NOM;SG;3
μέσω	yoluyla	μέσω	yol	ADP	N;INS;SG;3
μέσω	üzerinden	μέσω	üzer	ADP	N;AT+ABL;SG;3
μέσω	aracılığıyla	μέσω	aracılık	ADP	N;INS;SG;3
μέσω	yoluyla	μέσω	yol	ADP	N;INS;SG;3
μέσω	geçerek	μέσω	geç	ADP	V;PFV;IND;POS;PRS;V.CVB
μαρτίου	mart	μάρτιος	mart	N;GEN;MASC;SG	
μαρτίου	marş	μάρτιος	marş	N;GEN;MASC;SG	
μαρτίου	yürüyüş	μάρτιος	yürüyüş	N;GEN;MASC;SG	
γεννήθηκε	doğan	γεννώ	doğ	V;PFV;IND;SG;3;PST;FIN;PASS	
γεννήθηκε	doğuştan	γεννώ	doğuş	V;PFV;IND;SG;3;PST;FIN;PASS	N;AT+ABL;SG;3
γεννήθηκε	doğdum	γεννώ	doğ	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;SG;1;POS;PST
ιουνίου	june	ιούνιος	ju	N;GEN;MASC;SG	
ιουνίου	haziran	ιούνιος	haziran	N;GEN;MASC;SG	
αυτές	bunları	αυτός	bu	PRO;NOM;FEM;PL;3	PRO;ACC;PL;3
αυτές	şunlar	αυτός	şu	PRO;NOM;FEM;PL;3	
πολλά	birçok	πολύς	birçok	ADJ;NOM;NEUT;PL	DET
απριλίου	nişan	απρίλιος	nişan	N;GEN;MASC;SG	
απριλίου	nisan	απρίλιος	nisan	N;GEN;MASC;SG	
τρεις	three	τρεις	three	NUM;NOM;MASC;PL	
αυγούστου	ağustos	αυγούστος	ağustos	N;GEN;MASC;SG	
αυγούστου	august	αυγούστος	august	N;GEN;MASC;SG	
έργα	çalışır	έργο	çalış	N;NOM;NEUT;PL	
έργα	çalışıyor	έργο	çalış	N;NOM;NEUT;PL	V;PROG;IND;SG;3;POS;INFM;PRS
έργα	projelerin	έργο	proje	N;NOM;NEUT;PL	N;GEN;PL;3
έργα	proje	έργο	proje	N;NOM;NEUT;PL	
έργα	projeleri	έργο	proje	N;NOM;NEUT;PL	N;ACC;PL;3
δεκεμβρίου	aralık	δεκέμβριο	aralık	N;GEN;MASC;SG	N;NOM;SG;3
χρήση	kullanın	χρήση	kullan	N;ACC;FEM;SG	V;PFV;IMP;PL;2;POS;PRS
χρήση	kullanımı	χρήση	kullanım	N;ACC;FEM;SG	N;NOM;SG;3
χρήση	kullanım	χρήση	kullanım	N;ACC;FEM;SG	
χρήση	kullanmak	χρήση	kullan	N;ACC;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
χρήση	kullan	χρήση	kullan	N;ACC;FEM;SG	
πρόεδρος	başkan	πρόεδρος	başkan	N;ACC;MASC;SG	
πρόεδρος	cumhurbaşkanı	πρόεδρος	cumhurbaşkanı	N;ACC;MASC;SG	N;NOM;SG;3
πρόεδρος	baskan	πρόεδρος	baskan	N;ACC;MASC;SG	
πολιτική	ilke	πολιτική	ilke	N;NOM;FEM;SG	
πολιτική	politika	πολιτική	politika	N;NOM;FEM;SG	
πολιτική	poliçe	πολιτική	poliçe	N;NOM;FEM;SG	
πολιτική	politika	πολιτική	politika	N;NOM;FEM;SG	
πολιτική	siyaset	πολιτική	siyaset	N;NOM;FEM;SG	
ακόμη	hâlâ	ακόμα	hul	ADV	
ακόμη	halen	ακόμα	halen	ADV	
ίδιο	aynısından	ίδιος	aynı	ADJ;NOM;NEUT;SG	ADJ;AT+ABL;SG;3
ίδιο	aynen	ίδιος	aynen	ADJ;NOM;NEUT;SG	
ίδιο	ayni	ίδιος	ayni	ADJ;NOM;NEUT;SG	
ίδιο	aynısı	ίδιος	aynı	ADJ;NOM;NEUT;SG	N;NOM;SG;3
εκλογές	seçim	εκλογή	seçim	N;NOM;FEM;PL	
εκλογές	seçim	εκλογή	seçim	N;NOM;FEM;PL	
μέλη	üye	μέλος	üye	N;NOM;NEUT;PL	
τελικά	nihayet	τελικά	nihayet	ADV	
μέλος	üye	μέλος	üye	N;NOM;NEUT;SG	
εποχή	mevsim	εποχή	mevsim	N;ACC;FEM;SG	
εποχή	sezon	εποχή	sezon	N;ACC;FEM;SG	
εποχή	çağ	εποχή	çağ	N;ACC;FEM;SG	
χωριό	köyü	χωριό	köy	N;NOM;NEUT;SG	
χωριό	köy	χωριό	köy	N;NOM;NEUT;SG	
αρχικά	başlangıçta	αρχικά	başlangıç	ADV	N;ESS;SG;3
αρχικά	aslen	αρχικά	aslen	ADV	
αρχικά	başlangıçta	αρχικά	başlangıç	ADV	N;ESS;SG;3
περίοδος	adet	περίοδος	adet	N;NOM;FEM;SG	
περίοδος	nokta	περίοδος	nokta	N;NOM;FEM;SG	
περίοδος	dönem	περίοδος	dön	N;NOM;FEM;SG	
δήμος	belediye	δήμος	beledi	N;NOM;MASC;SG	
δήμος	belediyesi	δήμος	belediye	N;NOM;MASC;SG	
δήμος	belediyeye	δήμος	belediye	N;NOM;MASC;SG	N;DAT;SG;3
κύπελλο	kupa	κύπελλος	kupa	N;NOM;NEUT;SG	
κύπελλο	cup	κύπελλος	cup	N;NOM;NEUT;SG	
ζωή	life	ζωή	life	N;ACC;FEM;SG	
ζωή	hayat	ζωή	hayat	N;ACC;FEM;SG	
ζωή	yaşam	ζωή	yaşam	N;ACC;FEM;SG	N;NOM;SG;3
ζωή	ömür	ζωή	ömür	N;ACC;FEM;SG	
ζωή	zoe	ζωή	zoe	N;ACC;FEM;SG	
έδρα	merkez	έδρα	merkez	N;NOM;FEM;SG	
έδρα	karargah	έδρα	karargah	N;NOM;FEM;SG	
περιλαμβάνει	içerir	περιλαμβάνω	içeri	V;IPFV;IND;SG;3;PRS;FIN;ACT	
περιλαμβάνει	dahil	περιλαμβάνω	dahil	V;IPFV;IND;SG;3;PRS;FIN;ACT	
μεγάλο	büyük	μεγάλος	büyük	ADJ;NOM;NEUT;SG	
μεγάλο	big	μεγάλος	big	ADJ;NOM;NEUT;SG	
μεγάλο	buyuk	μεγάλος	buyuk	ADJ;NOM;NEUT;SG	
μεγάλο	büyük	μεγάλος	büyük	ADJ;NOM;NEUT;SG	
μεγάλο	kocaman	μεγάλος	kocaman	ADJ;NOM;NEUT;SG	
βάση	üs	βάση	üs	N;ACC;FEM;SG	
βάση	baz	βάση	baz	N;ACC;FEM;SG	
βάση	üssü	βάση	üss	N;ACC;FEM;SG	
βάση	taban	βάση	taban	N;ACC;FEM;SG	
κέντρο	merkezi	κέντρο	merkez	N;NOM;NEUT;SG	N;ACC;SG;3
κέντρο	merkez	κέντρο	merkez	N;NOM;NEUT;SG	
κέντρο	orta	κέντρο	orta	N;NOM;NEUT;SG	
κέντρο	merkezi	κέντρο	merkez	N;NOM;NEUT;SG	N;ACC;SG;3
κέντρο	merkez	κέντρο	merkez	N;NOM;NEUT;SG	
κέντρο	orta	κέντρο	orta	N;NOM;NEUT;SG	
κέντρο	centre	κέντρο	centre	N;NOM;NEUT;SG	PROPN;NOM;SG;3
φεβρουαρίου	şubat	φεβρουάριο	şubat	N;GEN;MASC;SG	
κάτι	birşeyler	κάτι	birşey	PRO;NOM;NEUT;SG;3	N;NOM;PL;3
κάτι	birşey	κάτι	birşey	PRO;NOM;NEUT;SG;3	
κοντά	yakın	κοντά	yakın	ADV	
κοντά	yakınında	κοντά	yakın	ADV	ADJ;ESS;SG;3
κοντά	yakınındaki	κοντά	yakınındaki	ADV	ADJ;ESS;SG;3
κοντά	yakın	κοντά	yakın	ADV	
κοντά	kapat	κοντά	kapat	ADV	V;PFV;IMP;SG;2;POS;PRS
κοντά	yakına	κοντά	yakın	ADV	
κοντά	yakin	κοντά	yakin	ADV	
κοντά	yakındaki	κοντά	yakındaki	ADV	ADJ;ESS;SG;3
κοντά	yakınlardaki	κοντά	yakınlardaki	ADV	ADJ;ESS;PL;3
κοντά	yakınında	κοντά	yakın	ADV	ADJ;ESS;SG;3
κοντά	yakınlarda	κοντά	yakın	ADV	ADJ;ESS;PL;3
κοντά	yakın	κοντά	yakın	ADV	
μορφή	formu	μορφή	formu	N;NOM;FEM;SG	
μορφή	biçim	μορφή	biçim	N;NOM;FEM;SG	
μορφή	form	μορφή	form	N;NOM;FEM;SG	
μορφή	format	μορφή	format	N;NOM;FEM;SG	
μορφή	biçim	μορφή	biçim	N;NOM;FEM;SG	
