konstgjorda	بناوٹی	konstgjord	بناوٹی	ADJ;NOM;PL;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
tyngd	تأثر-	tyngd	تأثر-	N;NOM;INDF;MASC+FEM;SG	ADJ
tyngd	(	tyngd	(	N;NOM;INDF;MASC+FEM;SG	
tyngd	بار-	tyngd	بار-	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
tyngd	بوجھ	tyngd	بوجھ	N;NOM;INDF;MASC+FEM;SG	V;ACT
nedsatt	تخریب	nedsätta	تخریب	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NOM;MASC;SG;3
hövding	فائق	hövding	فائق	N;NOM;INDF;MASC+FEM;SG	ADJ
hövding	ممتاز	hövding	ممتاز	N;NOM;INDF;MASC+FEM;SG	ADJ
rekommendationer	سفارش	rekommendation	سفارش	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
lime	کھالوں	lime	کھال	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;PL;3
urbana	مدنی	urbana	مدنی	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
urbana	شہری	urbana	شہری	ADJ;NOM;PL	N;NOM;MASC;SG;3
argumenterar	of	argumentera	of	V;IND;PRS;FIN;ACT	
överlägsen	بہتر	överlägs	بہتر	N;NOM;DEF;MASC+FEM;SG	ADJ
pesten	بلا	pest	بلا	N;NOM;DEF;MASC+FEM;SG	
pesten	آفت.	pest	آفت.	N;NOM;DEF;MASC+FEM;SG	V;IPFV;MASC;SG;V.PTCP;ACT
pesten	کوسنا	pest	کوسنا	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
pesten	بلا	pest	بلا	N;NOM;DEF;MASC+FEM;SG	
pesten	آفت.	pest	آفت.	N;NOM;DEF;MASC+FEM;SG	V;IPFV;MASC;SG;V.PTCP;ACT
pesten	کوسنا	pest	کوسنا	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
kunden	گاہک.	kund	گاہک.	N;NOM;DEF;MASC+FEM;SG	
kunden	گاہک.	kund	گاہک.	N;NOM;DEF;MASC+FEM;SG	
kunden	مصاحب.	kund	مصاحب.	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
kunden	طفیلی	kund	طفیلی	N;NOM;DEF;MASC+FEM;SG	ADJ
uttala	for	uttala	for	V;IMP;FIN;ACT	
uttala	against	uttala	against	V;IMP;FIN;ACT	PROPN;NOM;MASC;SG;3
passiv	مجہول	passiv	مجہول	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
vidsträckt	عظیم	vidsträcka	عظیم	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
cypress	(	cypress	(	N;NOM;INDF;MASC+FEM;SG	
cypress	سرو	cypress	سرو	N;NOM;INDF;MASC+FEM;SG	V;ACT
cypress	(	cypress	(	N;NOM;INDF;MASC+FEM;SG	
zoologi	فعلیات	zoologi	فعلی	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL;3
crag	سیپ	crag	سیپ	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
mittemot	ڈنڈی	mittemot	ڈنڈی	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
singular	مفرد	singul	مفرد	N;NOM;INDF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
singular	فرد	singul	فرد	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
singular	نادر	singul	نادر	N;NOM;INDF;MASC+FEM;PL	ADJ
singular	اکیلا.	singul	اکیلا.	N;NOM;INDF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
singular	انوکھا.	singul	انوکھاؤ	N;NOM;INDF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
singular	یکتا	singul	یک	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
singular	عجیب	singul	عجیب	N;NOM;INDF;MASC+FEM;PL	ADJ
misstänkte	مشتبہ	misstänkt	مشتبہ	V;IND;PST;V.PTCP;ACT	ADJ
trollkarlen	جادوگر.	trollkarl	جادوگر.	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
trollkarlen	ساحر	trollkarl	ساحر	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
moské	مسجد.	moské	مسجد.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
årligt	اکسالہ-	årligt	اکسالہ-	ADJ;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
tråkigt	حقیر	tråkig	حقیر	ADJ;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
tråkigt	المناک	tråkig	المناک	ADJ;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
tråkigt	مدّھم	tråkig	مدّھم	ADJ;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
tråkigt	حقیر	tråkig	حقیر	ADJ;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
tråkigt	المناک	tråkig	المناک	ADJ;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
tråkigt	مدّھم	tråkig	مدّھم	ADJ;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
störta	سقوط	stor	سقوط	V;FIN;ACT	PROPN;NOM;MASC;SG;3
störta	چھلانگ.	stor	چھلانگ.	V;FIN;ACT	PROPN;NOM;MASC;SG;3
störta	غوطہ	stor	غوطہ	V;FIN;ACT	N;NOM;MASC;SG;3
störta	نزول	stor	نزول	V;FIN;ACT	PROPN;NOM;MASC;SG;3
störta	شکست	stor	شکست	V;FIN;ACT	N;NOM;FEM;SG;3
störta	زوال.	stor	زوال.	V;FIN;ACT	
störta	الٹنا.	stor	الٹنا.	V;FIN;ACT	PROPN;NOM;MASC;SG;3
blixt	جھپکی	blixa	جھپکی	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
blixt	نقلی	blixa	نقلی	N;NOM;INDF;MASC+FEM;SG	ADJ
blixt	بہنا.	blixa	بہنا.	N;NOM;INDF;MASC+FEM;SG	
blixt	بھڑکیلا	blixa	بھڑکیلا	N;NOM;INDF;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
rörlig	متغیرہ	rörlig	متغیرہ	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
rörlig	متغیر	rörlig	متغیر	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
explosion	انفجار.	explosion	انفجار.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
explosion	انفجار.	explosion	انفجار.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
whiskey	پالا.	whiskey	پالا.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
whiskey	کچوکنا.	whiskey	کچوکن	N;NOM;INDF;MASC+FEM;SG	
whiskey	چرکا.	whiskey	چرکا.	N;NOM;INDF;MASC+FEM;SG	
whiskey	اڑنگا.	whiskey	اڑنگا.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
whiskey	گھائو	whiskey	گھائو	N;NOM;INDF;MASC+FEM;SG	
invändningar	گرفت	invändning	گرفت	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
invändningar	اختلاف.	invändning	اختلاف.	N;NOM;INDF;MASC+FEM;PL	ADJ
invändningar	اعتراض	invändning	اعتراض	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
myt	اسطور	myt	اسطور	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
träff	تاریخ.	träff	تاریخ.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
träff	قدیم	träff	قدیم	N;NOM;INDF;MASC+FEM;SG	ADJ
träff	back	träff	back	N;NOM;INDF;MASC+FEM;SG	
träff	ترقیمہ.	träff	ترقیمہ.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
träff	کھجور.	träff	کھجور.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
träff	سوجھنا	träff	سوجھ	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
träff	چوٹ	träff	چوٹ	N;NOM;INDF;MASC+FEM;SG	V;ACT
träff	against	träff	against	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
träff	فقرہ.	träff	فقرہ.	N;NOM;INDF;MASC+FEM;SG	
massiv	بڑا.	massiv	بڑا.	ADJ;NOM;INDF;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
massiv	(	massiv	(	ADJ;NOM;INDF;MASC+FEM;SG	
massiv	جسیم	massiv	جسیم	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
massiv	ٹھوس.	massiv	ٹھوس.	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
massiv	وقیع.	massiv	وقیع.	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
förfrågan	if	förfrågan	if	N;NOM;INDF;MASC+FEM;SG	
förfrågan	سرکاری.	förfrågan	سرکاریؤ	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
förfrågan	التماس-	förfrågan	التماس-	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
förfrågan	(	förfrågan	(	N;NOM;INDF;MASC+FEM;SG	
förfrågan	التماس-	förfrågan	التماس-	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
förfrågan	مانگ	förfrågan	مانگ	N;NOM;INDF;MASC+FEM;SG	V;ACT
förfrågan	(	förfrågan	(	N;NOM;INDF;MASC+FEM;SG	
klanen	بڑا	klan	بڑا	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
klanen	گوت	klan	گوت	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
klanen	ڈار	klan	ڈار	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
klanen	بڑا	klan	بڑا	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
klanen	گوت	klan	گوت	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
klanen	ڈار	klan	ڈار	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
notering	حاشیہ	notering	حاشیہ	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
notering	جدول.	notering	جدول.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
notering	باڑ	notering	باڑ	N;NOM;INDF;MASC+FEM;SG	
vandra	جھونکنا.	vandra	جھونکنان	V;IMP;FIN;ACT	PROPN;NOM;MASC;SG;3
vandra	چڑھانا.	vandra	چڑھاناؤ	V;IMP;FIN;ACT	PROPN;NOM;MASC;SG;3
vandra	دریا	vandra	دریا	V;IMP;FIN;ACT	N;NOM;MASC;SG;3
bekräftat	محکم	bekräftad	محکم	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
bekräftat	پکا	bekräftad	پک	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
ställföreträdare	نمائندہ	ställföreträdare	نمائندہ	N;NOM;INDF;MASC+FEM;SG	ADJ
katastrofen	آفت	katastrofen	آفت	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
cobra	ناگ.	cobra	ناگ.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
överlägsenhet	فضیلت.	överlägsenhet	فضیلت.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
överlägsenhet	تفّوق	överlägsenhet	تفّوق	N;NOM;INDF;MASC+FEM;SG	
pipe	(	pipe	(	N;NOM;INDF;MASC+FEM;SG	
pipe	صفیر.	pipe	صفیر.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
pipe	on	pipe	on	N;NOM;INDF;MASC+FEM;SG	
demonstration	۳-	demonstration	۳-	N;NOM;INDF;MASC+FEM;SG	
dickens	what	dick	what	N;GEN;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
låda	بکس	låda	بکس	N;NOM;INDF;MASC+FEM;SG	
låda	دراز	låda	عرصہ	N;NOM;INDF;MASC+FEM;SG	ADJ
låda	ڈھوڈا.	låda	ڈھوڈا.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
låda	ڈھانچا	låda	ڈھانچا	N;NOM;INDF;MASC+FEM;SG	
apotekare	عطّار.	apotekare	عطّارؤ	N;NOM;INDF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
protium	قب:	protium	قب:	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
utgående	ملنسار	utgående	ملنسار	N;NOM;INDF;NEUT;SG	
utgående	دوستانہ	utgående	دوستانہ	N;NOM;INDF;NEUT;SG	ADJ
rotary	دولابی-	rotary	دولابی-	N;NOM	PROPN;NOM;MASC;SG;3
rotary	چوراہا	rotary	چوراہا	N;NOM	PROPN;NOM;MASC;SG;3
slutsats	ماحصل.	slutsats	ماحصل.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
betoning	واضح	betoning	واضح	N;NOM;INDF;MASC+FEM;SG	ADJ
arch	کمان	arch	کمان	PROPN;NOM	N;NOM;MASC;SG;3
arch	شریر	arch	شریر	PROPN;NOM	N;NOM;MASC;SG;3
frälsning	عافیت.	frälsning	عافیت.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
frälsning	عافیت.	frälsning	عافیت.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
squaw	بیوی.	squaw	بیوی.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
formulering	تدوین	formulering	تدوین	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
koncentrera	خلاصہ.	koncentrera	خلاصہ.	V;IMP;FIN;ACT	
koncentrera	(	koncentrera	(	V;IMP;FIN;ACT	
koncentrera	ست	koncentrera	ست	V;IMP;FIN;ACT	
koncentrera	قوت	koncentrera	قوت	V;IMP;FIN;ACT	N;NOM;FEM;SG;3
spetsiga	نکیلا	spetsig	نکیل	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
webben	جال-	Bebben	جال	N;NOM;DEF;MASC+FEM;SG	
komplicerat	مجموعی.	komplicerad	مجموعی.	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
komplicerat	عمارت	komplicerad	عمارت	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;NOM;FEM;SG;3
komplicerat	مجموعی.	komplicerad	مجموعی.	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
komplicerat	عمارت	komplicerad	عمارت	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;NOM;FEM;SG;3
uppfinningar	اختراعیت.	uppfinning	اختراعیت.	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
avsiktligt	بالعمد	avsiktlig	بالعمد	ADV	PROPN;NOM;MASC;SG;3
avsiktligt	بالعمد	avsiktlig	بالعمد	ADV	PROPN;NOM;MASC;SG;3
avsiktligt	عمداً.	avsiktlig	عمداً.	ADV	N
avsiktligt	دانستہ	avsiktlig	دانستہ	ADV	ADJ
avsiktligt	بالارادہ	avsiktlig	بالارادہ	ADV	PROPN;NOM;MASC;SG;3
avsiktligt	محتاط	avsiktlig	محتاط	ADV	ADJ
avsiktligt	غوروتأمل	avsiktlig	غوروتأمل	ADV	PROPN;NOM;MASC;SG;3
doft	تاڑنا	doft	تاڑنا	N;NOM;INDF;MASC+FEM;SG	V;SG;NFIN;ACT
doft	سونگھنا	doft	سونگھنا	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
doft	خوشبو.	doft	خوشبو.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
doft	مہک	doft	مہک	N;NOM;INDF;MASC+FEM;SG	V;SG;ACT
doft	خوشبو.	doft	خوشبو.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
doft	مہک	doft	مہک	N;NOM;INDF;MASC+FEM;SG	V;SG;ACT
tull	برآمد	tull	برآمد	N;NOM;INDF;MASC+FEM;SG	ADJ
tull	سعادتمندی	tull	سعادتمندی	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
tull	برآمد	tull	برآمد	N;NOM;INDF;MASC+FEM;SG	ADJ
tull	سعادتمندی	tull	سعادتمندی	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
nedläggning	اِتمام.	nedläggning	اِتمام.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
nedläggning	بندش	nedläggning	بندش	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
nedläggning	ڈھانپنے	nedläggning	ڈھانپ	N;NOM;INDF;MASC+FEM;SG	V;ACC;NFIN
nedläggning	ترک	nedläggning	ترک	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
landar	فرودگاہ.	landa	فرودگاہ.	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
förebygga	تدارک	förebygga	تدارک	V;IMP;NFIN;ACT	N;NOM;MASC;SG;3
kändisar	شہرت	kändis	شہرت	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
kändisar	دھوم.	kändis	دھوم.	N;NOM;INDF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
moster	چچی.	moster	چچی.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
kortet	چال	kort	چال	N;NOM;DEF;NEUT;SG	;MASC;SG;3
kortet	تومنا	kort	تومنا	N;NOM;DEF;NEUT;SG	PROPN;NOM;MASC;SG;3
sexualitet	جنسیت	sexualitet	جنسیت	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
sly	گھنّا	sly	گھنّا	N;NOM;INDF;NEUT;SG	
sly	طنّاز.	sly	طنّاز.	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
sly	مصنوعی	sly	مصنوعی	N;NOM;INDF;NEUT;SG	ADJ
sly	گھنّا	sly	گھنّا	N;NOM;INDF;NEUT;SG	
sly	مکّار	sly	مکّار	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
sly	عیّار	sly	عیّار	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
sly	چالاک	sly	چالاک	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
sly	طنّاز.	sly	طنّاز.	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
sly	مصنوعی	sly	مصنوعی	N;NOM;INDF;NEUT;SG	ADJ
skapelse	آفرینش-	skapelse	آفرینش-	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
skapelse	آفرینش-	skapelse	آفرینش-	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
gurka	شریربچّہ.	gurka	شریربچّہ.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
gurka	کھیرا	gurka	کھیرا	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
gurka	خِیار.	gurka	خِیار.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
kassett	کارتوس.	kassett	کارتوس.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
installation	لگانا	installation	لگا	N;NOM;INDF;MASC+FEM;SG	V;MASC;SG;NFIN;ACT
installation	بٹھانا.	installation	بٹھاناؤ	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
linjära	پتلا	linjär	پتلا	ADJ;NOM;PL	N;NOM;MASC;SG;3
linjära	ہموار.	linjär	مےں	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
linjära	خطوط	linjär	خط	ADJ;NOM;PL	N;NOM;MASC;PL;3
läder	پونچھنا.	lad	پونچھنا.	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
läder	تسمہ	lad	تسمہ	N;NOM;INDF;NEUT;SG	
logiskt	ثبوت.	logisk	ثبوت.	ADJ;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
reglering	حکم.	reglering	حکم.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
himmelska	ربّانی.	himmelsk	ربّانی.	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
himmelska	اعلیٰ.	himmelsk	اعلیٰ.	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
himmelska	ارفع	himmelsk	ارفع	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
himmelska	سماوی	himmelsk	سماوی	ADJ;NOM;PL	
himmelska	اعلیٰ.	himmelsk	اعلیٰ.	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
himmelska	ارفع	himmelsk	ارفع	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
byst	ٹوٹنا	bysa	ٹوٹنا	N;NOM;INDF;MASC+FEM;SG	V;NFIN;ACT
byst	ٹوٹا	bysa	ٹوٹا	N;NOM;INDF;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
byst	ضرب.	bysa	ضرب.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
