mekaniği	mehāniķi	mekanik	mehāniķis	N;NOM;SG;3	N;NOM;MASC;PL
market	tirgū	market	tirgus		N;ESS;MASC;SG
chi	chi	chi	chi		
nitelikli	kvalificēts	nitelikli	kvalificēt		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
nitelikli	kvalificētu	nitelikli	kvalificēt		V;PFV;ACC;MASC;SG;PST;V.PTCP
nitelikli	kvalificēta	nitelikli	kvalificēt		V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
nitelikli	kvalificēti	nitelikli	kvalificēts		V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
nbc	nbc	nbc	nbc		
milyonlarca	miljonos	milyonlarca	miljons	NUM	N;ESS;MASC;PL
milyonlarca	miljoniem	milyonlarca	miljons	NUM	N;DAT;MASC;PL
milyonlarca	miljoni	milyonlarca	miljons	NUM	N;NOM;MASC;PL
yaratmak	radīšana	yarat	radīšana	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;SG
dâhil	iekļāva	dâhil	iekļaut		V;FH;IND;3;POS;PST;FIN;ACT
dâhil	iekļauta	dâhil	iekļaut		V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
dâhil	iekļauti	dâhil	iekļaut		V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
dâhil	iekļautas	dâhil	iekļaut		V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
dâhil	iekļauts	dâhil	iekļaut		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
savcı	prokurors	savcı	prokurors		N;NOM;MASC;SG
winter	ziemā	winte	ziema	PROPN;NOM;SG;3	N;ESS;FEM;SG
winter	ziema	winte	ziema	PROPN;NOM;SG;3	N;NOM;FEM;SG
winter	ziemai	winte	ziema	PROPN;NOM;SG;3	N;DAT;FEM;SG
israilli	izraēlas	israilli	izraēla		PROPN;NOM;FEM;SG
iade	kompensācija	iade	kompensācija		N;NOM;FEM;SG
iade	atgriežas	iade	atgriezties		V;FH;IND;3;POS;REFL;PRS;FIN;ACT
iade	atgriež	iade	atgriezt		V;IMP;SG;2;POS;PRS;FIN;ACT
iade	atdeve	iade	atdeve		N;NOM;FEM;SG
iade	atgriešanas	iade	atgriešana		N;NOM;FEM;SG
iade	atgriešanās	iade	atgriešanās		N;NOM;FEM;SG
iade	izdošanas	iade	izdošana		N;NOM;FEM;PL
iade	izdošanu	iade	izdošana		N;ACC;FEM;SG
iade	izdošana	iade	izdošana		N;NOM;FEM;SG
sola	palicis	sola	palikt		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
sola	kreisais	sola	kreiss		ADJ;NOM;MASC;SG
sola	kreisā	sola	kreisa		ADJ;NOM;FEM;SG
sola	palikusi	sola	palikt		V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
maggie	megija	maggie	megija		N;NOM;FEM;SG
bıçak	asmeni	bıçak	asmens		N;ACC;MASC;SG
bıçak	naži	bıçak	nažs		N;NOM;MASC;PL
bıçak	nazi	bıçak	nazis		N;ACC;MASC;SG
bıçak	nazis	bıçak	nazis		N;NOM;MASC;SG
nikola	nicola	nikol	nicols		PROPN;NOM;FEM;SG
nikola	nikola	nikol	nikols		PROPN;NOM;FEM;SG
kararları	rezolūcijas	karar	rezolūcija	N;ACC;PL;3	N;NOM;FEM;PL
kararları	lēmumi	karar	lēmums	N;ACC;PL;3	N;NOM;MASC;PL
kaldırmak	celšanas	kal	celšana	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;GEN;FEM;SG
kaldırmak	pacelšanas	kal	pacelšana	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;NOM;FEM;PL
kaldırmak	celšana	kal	celšana	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;NOM;FEM;SG
kaldırmak	pacelšana	kal	pacelšana	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;NOM;FEM;SG
desteklenen	atbalstīti	destekle	atbalstīt	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
desteklenen	atbalstīta	destekle	atbalstīt	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
desteklenen	atbalstītie	destekle	atbalstīt	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
desteklenen	atbalstīts	destekle	atbalstīt	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
nietzsche	nīče	nietzsche	nīče		N;NOM;FEM;SG
ntv	ntv	itv	ntv		N
komut	komandas	komut	komanda		N;NOM;FEM;PL
komut	pavēlniecība	komut	pavēlniecība		N;NOM;FEM;SG
komut	komanda	komut	komanda		N;NOM;FEM;SG
komut	vadība	komut	vadība		N;NOM;FEM;SG
yöneticiler	administratoriem	yönetici	administrators	N;NOM;PL;3	N;DAT;MASC;PL
yöneticiler	pārvalde	yönetici	pārvalde	N;NOM;PL;3	N;NOM;FEM;SG
kayalık	rokijs	kayalık	rokijs		N;NOM;MASC;SG
görüşme	pārrunas	görüşme	pārruna		N;NOM;FEM;PL
görüşme	intervijas	görüşme	intervija		N;NOM;FEM;PL
görüşme	intervijā	görüşme	intervija		N;ESS;FEM;SG
görüşme	interviju	görüşme	intervija		N;ACC;FEM;SG
görüşme	intervija	görüşme	intervija		N;NOM;FEM;SG
statik	statiskais	statik	statisks		ADJ;NOM;MASC;SG
statik	statiskā	statik	statiska		ADJ;NOM;FEM;SG
statik	statiska	statik	statiska		ADJ;NOM;FEM;SG
lima	limas	lima	lima	PROPN;NOM;SG;3	N;NOM;FEM;PL
baltimore	baltimoras	baltimore	baltimora	PROPN;NOM;SG;3	N;NOM;FEM;PL
pazarı	tirgus	pazar	tirgus	N;ACC;SG;3	N;NOM;MASC;SG
pazarı	tirgū	pazar	tirgus	N;ACC;SG;3	N;ESS;MASC;SG
aydınlık	gaismu	aydınlık	gaisma	N;NOM;SG;3	N;ACC;FEM;SG
aydınlık	gaišs	aydınlık	gaišs	N;NOM;SG;3	ADJ;NOM;MASC;SG
aydınlık	gaismas	aydınlık	gaisma	N;NOM;SG;3	N;NOM;FEM;PL
aydınlık	gaiši	aydınlık	gaiši	N;NOM;SG;3	ADV
aydınlık	koši	aydınlık	kosis	N;NOM;SG;3	ADV
aydınlık	spilgti	aydınlık	spilgti	N;NOM;SG;3	ADV
aydınlık	gaišs	aydınlık	gaišs	N;NOM;SG;3	ADJ;NOM;MASC;SG
aydınlık	spilgtuma	aydınlık	spilgtums	N;NOM;SG;3	N;GEN;MASC;SG
felix	fēlikss	felix	fēlikss		PROPN;NOM;MASC;SG
neolitik	neolīta	neolitik	neolīt		V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
maryland	maryland	marylan	maryandēt	PROPN;NOM;SG;3	
glory	slava	glory	slava		N;NOM;FEM;SG
sorar	jautā	sor	jautāt		V;FH;IND;SG;2;POS;PRS;FIN;ACT
sorar	lūdz	sor	lūgt		V;FH;IND;3;POS;PRS;FIN;ACT
sorar	prasa	sor	prasīt		V;FH;IND;3;POS;PRS;FIN;ACT
brad	breds	brad	breds		PROPN;NOM;MASC;SG
kilit	slēgt	kilit	slēgt		V;POS;NFIN
kilit	lock	kilit	lock		
kilit	bloķēšana	kilit	bloķēšana		N;NOM;FEM;SG
kilit	bloķēšanas	kilit	bloķēšana		N;NOM;FEM;SG
kilit	slēdzenes	kilit	slēdzenes		N;NOM;FEM;PL
kıdemli	stāžu	kıdemli	stāžs		N;ACC;MASC;SG
kıdemli	vecākais	kıdemli	vecs		ADJ;NOM;CMPR;MASC;SG
sektörü	nozare	sektör	nozare		N;NOM;FEM;SG
sektörü	sektors	sektör	sektors		N;NOM;MASC;SG
igor	igors	igor	igors		PROPN;NOM;MASC;SG
miles	jūdzes	miles	jūdze		N;NOM;FEM;PL
tecrübeli	pieredzējuši	tecrübeli	pieredzēt		V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
tecrübeli	pieredzējis	tecrübeli	pieredzēt		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
borç	parādi	borç	parādīt		N;VOC;MASC;SG
borç	parādus	borç	parādīties		N;ACC;MASC;PL
borç	kredīts	borç	kredīts		N;NOM;MASC;SG
borç	aizņēmums	borç	aizņēmums		N;NOM;MASC;SG
borç	aizdevums	borç	aizdevums		N;NOM;MASC;SG
borç	parāds	borç	parāds		N;NOM;MASC;SG
borç	parādu	borç	parādīt		N;ACC;MASC;SG
aralıklarla	intervāli	aralık	intervāli	N;INS;PL;3	N;NOM;MASC;PL
yönetmenlik	vadīšanā	yönetmenlik	vadīšana	N;NOM;SG;3	N;ESS;FEM;SG
çekme	vilkšanas	çek	vilkšana		N;NOM;FEM;SG
viktor	viktor	viktor	viktor		
viktor	viktors	viktor	viktors		N;NOM;MASC;SG
sincan	siņdzjanas	sincan	siņdzjana	PROPN;NOM;SG;3	N;NOM;FEM;PL
claire	klēra	claire	klēra		N;NOM;MASC;SG
étienne	étienne	üt	étienne		PROPN;NOM;FEM;SG
spurs	spurs	spurs	spurs	PROPN;NOM;SG;3	N
çifti	pāris	çift	pāris	ADJ;NOM;SG;3	N;NOM;MASC;SG
çifti	pāra	çift	pāra	ADJ;NOM;SG;3	N;NOM;FEM;SG
çifti	pāri	çift	pāri	ADJ;NOM;SG;3	ADV
çifti	pāris	çift	pāris	ADJ;NOM;SG;3	N;NOM;MASC;SG
çifti	pāra	çift	pāra	ADJ;NOM;SG;3	N;NOM;FEM;SG
tanık	liecinieki	tanık	liecinieks		N;NOM;MASC;PL
tanık	lieciniekus	tanık	liecinieks		N;ACC;MASC;PL
tanık	liecinieku	tanık	liecinieks		N;ACC;MASC;SG
tanık	liecinieks	tanık	liecinieks		N;NOM;MASC;SG
belarus	baltkrievija	belarus	baltkrievija	PROPN;NOM;SG;3	N;NOM;FEM;SG
periyodik	periodiskas	periyodik	periodiska		ADJ;NOM;FEM;PL
periyodik	periodiski	periyodik	periodiski		ADV
periyodik	periodiska	periyodik	periodiska		ADJ;NOM;FEM;SG
periyodik	periodisku	periyodik	periodiska		ADJ;ACC;MASC;SG
çömlek	keramikas	çömlek	keramika		N;NOM;FEM;PL
asistanı	palīgs	asistan	palīgs	N;ACC;SG;3	N;NOM;MASC;SG
asistanı	asistents	asistan	asistents	N;ACC;SG;3	N;NOM;MASC;SG
aileleri	ģimeņu	aile	ģimene	N;ACC;PL;3	N;GEN;FEM;PL
aileleri	ģimenes	aile	ģimene	N;ACC;PL;3	N;NOM;FEM;PL
aileleri	ģimenēm	aile	ģimene	N;ACC;PL;3	N;DAT;FEM;PL
falcon	piekūns	falcon	piekūns		N;NOM;MASC;SG
jamie	džeimijs	jamie	džeimijs		N;NOM;MASC;SG
boğa	vērsis	boğa	vērsis		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
boğa	vērsis	boğa	vērsis		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
boğa	bull	boğa	bull		
oranları	likmes	oran	likme	N;ACC;PL;3	N;NOM;FEM;PL
oranları	koeficienti	oran	koeficients	N;ACC;PL;3	N;NOM;MASC;PL
sporcular	sportistiem	sporcu	sportists	N;NOM;PL;3	N;DAT;MASC;PL
norveçli	norvēģu	norveçli	norvēģis		N;GEN;MASC;PL
norveçli	norvēģijas	norveçli	norvēģija		PROPN;NOM;FEM;SG
arıcılık	biškopības	arıcılık	biškopība	N;NOM;SG;3	N;NOM;FEM;PL
mutfak	virtuve	mutfak	virtuve		N;NOM;FEM;SG
mutfak	virtuve	mutfak	virtuve		N;NOM;FEM;SG
mutfak	virtuves	mutfak	virtuve		N;NOM;FEM;PL
eleştirmen	kritiķis	eleştir	kritiķis		N;NOM;MASC;SG
gilbert	gilbert	gilbert	gilbert		
spartak	spartak	spartak	sparta		N;NOM;MASC;SG
carolina	karolīna	carol	karolīns	PROPN;NOM;SG;3	N;NOM;FEM;SG
okumak	lasi	oku	lasīt	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IMP;SG;2;POS;FIN;ACT
okumak	lasīšana	oku	lasīšana	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;SG
okumak	lasījumā	oku	lasījums	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;ESS;MASC;SG
ural	urālu	ural	urāls		N;ACC;MASC;SG
sembol	simbols	sembol	simbols		N;NOM;MASC;SG
christina	kristīne	christin	kristīne	PROPN;DAT;SG;3	PROPN;NOM;FEM;SG
christina	kristīna	christin	kristīna	PROPN;DAT;SG;3	PROPN;NOM;FEM;SG
uzmanlık	speciālie	uzmanlık	speciāls	N;NOM;SG;3	ADJ;NOM;MASC;PL
uzmanlık	specializācijas	uzmanlık	specializācija	N;NOM;SG;3	N;NOM;FEM;PL
mesih	mesija	mesih	mesija		N;NOM;FEM;SG
keşfi	atklājums	keşif	atklājums		N;NOM;MASC;SG
keşfi	atradums	keşif	atradums		N;NOM;MASC;SG
keşfi	atklāšana	keşif	atklāšana		N;NOM;FEM;SG
chaplin	čaplins	chaplin	čaplins		PROPN;NOM;MASC;SG
johan	johan	johan	johan		
johan	johans	johan	johans		PROPN;NOM;MASC;SG
olivier	olivier	olivier	olivier		
çete	banda	çete	bands		N;NOM;FEM;SG
çete	bandas	çete	banda		N;NOM;FEM;PL
foster	veicinātu	foster	veicināt	PROPN;NOM;SG;3	V;COND;POS;FIN;ACT
fotoğrafçı	fotogrāfs	fotoğrafçı	fotogrāfs		N;NOM;MASC;SG
grönland	grenlandes	grönla	grenlande		N;NOM;FEM;PL
grönland	grenlande	grönla	grenlande		PROPN;NOM;FEM;SG
soykırım	genocīds	soykırım	genocīds		N;NOM;MASC;SG
soykırım	holokausta	soykırım	holokausts		N;NOM;MASC;SG
bakanlık	ministrijas	bakanlık	ministrija	N;NOM;SG;3	N;NOM;FEM;PL
ibm	ibm	ibm	ibm		PROPN
faith	ticība	faith	ticība		N;NOM;FEM;SG
faith	ticībā	faith	ticība		N;ESS;FEM;SG
faith	ticību	faith	ticība		N;ACC;FEM;SG
key	galvenais	key	galvenais		ADJ;NOM;MASC;SG
key	atslēga	key	atslēgt		N;NOM;FEM;SG
key	taustiņš	key	taustiņš		N;NOM;MASC;SG
peri	nimfa	peri	nimfs		N;NOM;FEM;SG
çizim	skice	çiz	skice		N;NOM;FEM;SG
çizim	zīmējums	çiz	zīmējums		N;NOM;MASC;SG
çizim	zīmēšanas	çiz	zīmēšana		N;NOM;FEM;SG
çizim	rasējums	çiz	rasējums		N;NOM;MASC;SG
ihracat	eksports	ihracat	eksports		N;NOM;MASC;SG
ihracat	eksportēt	ihracat	eksportēt		V;POS;NFIN
ihracat	eksports	ihracat	eksports		N;NOM;MASC;SG
simetrik	simetrisks	simetrik	simetrisks		ADJ;NOM;MASC;SG
simetrik	simetriski	simetrik	simetriski		ADV
infaz	izpildīts	infaz	izpildīt		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
infaz	izpilde	infaz	izpilde		N;NOM;FEM;SG
yüzük	gredzeni	yüzük	gredzene	N;NOM;SG;3	N;NOM;MASC;PL
deneyimi	pieredze	deney	pieredze	N;ACC;SG;3	N;NOM;FEM;SG
deneyimi	pieredzes	deney	pieredze	N;ACC;SG;3	N;NOM;FEM;PL
genişleme	paplašināšana	genişle	paplašināšana	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;SG
genişleme	paplašināšanās	genişle	paplašināšanās	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;SG
genişleme	dilatāciju	genişle	dilatācija	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;ACC;FEM;SG
genişleme	paplašināšana	genişle	paplašināšana	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;SG
genişleme	izplešanās	genişle	izplešanās	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;SG
genişleme	paplašināšanās	genişle	paplašināšanās	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;SG
bağlanmış	pievienoti	bağla	pievienot	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
bağlanmış	pievienotie	bağla	pievienot	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP
bağlanmış	pievienotas	bağla	pievienot	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
bağlanmış	piesaistīti	bağla	piesaistīt	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
aramaya	meklēšana	ara	meklēšana	V;PFV;DAT;IND;POS;PRS;V.MSDR	N;NOM;FEM;SG
yanlışlıkla	nejauši	yanlışlık	nejauši	N;INS;SG;3	ADV
yanlışlıkla	netīšām	yanlışlık	netīt	N;INS;SG;3	ADV
lezbiyen	lesbiešu	lezbiyen	lesbietas		N;GEN;MASC;PL
lezbiyen	lesbietes	lezbiyen	lesbiete		N;NOM;FEM;PL
tutsak	ieslodzīto	tutsak	ieslodzīt		V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP
tutsak	ieslodzītie	tutsak	ieslodzīt		V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
tutsak	ieslodzīto	tutsak	ieslodzīt		V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP
tutsak	nebrīvē	tutsak	nebrīvēt		N;ESS;FEM;SG
sonsuza	forever	sonsuz	forever	ADJ;DAT;SG;3	
sonsuza	mūžam	sonsuz	mūžs	ADJ;DAT;SG;3	N;DAT;MASC;SG
sonsuza	mūžīgi	sonsuz	mūžīgi	ADJ;DAT;SG;3	ADV
protokolü	protokolā	protokolü	protokols	N;ACC;SG;3	N;ESS;MASC;SG
protokolü	protokols	protokolü	protokols	N;ACC;SG;3	N;NOM;MASC;SG
emily	emīlija	emily	emīlija		N;NOM;FEM;SG
haiti	haiti	hait	haiti		PROPN
haiti	haiti	hait	haiti		PROPN
iphone	iphone	iphon	iphone	N;NOM;SG;3	
buluşma	datums	buluş	datums	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;MASC;SG
buluşma	sanāksme	buluş	sanāksme	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;SG
buluşma	satikšanās	buluş	satikšanās	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;SG
buluşma	sapulce	buluş	sapulce	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;SG
buluşma	tikšanās	buluş	tikšanās	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;SG
kazanma	uzvara	kazan	uzvara		N;NOM;FEM;SG
kazanma	uzvaras	kazan	uzvara		N;NOM;FEM;PL
kazanma	uzvaru	kazan	uzvara		N;ACC;FEM;SG
fikirler	atzinumus	fikir	atzinums	N;NOM;PL;3	N;ACC;MASC;PL
liderlik	vadošie	liderlik	vadošs	N;NOM;SG;3	V;IPFV;NOM;DEF;MASC;PL;PRS;V.PTCP;PASS
liderlik	vadošais	liderlik	vadīt	N;NOM;SG;3	V;IPFV;NOM;DEF;MASC;SG;PRS;V.PTCP;PASS
temelde	būtībā	temel	būtība	ADJ;ESS;SG;3	N;ESS;FEM;SG
temelde	pamatā	temel	pamats	ADJ;ESS;SG;3	N;ESS;MASC;SG
temelde	būtībā	temel	būtība	ADJ;ESS;SG;3	N;ESS;FEM;SG
jimnastik	vingrošana	jimnastik	vingrošana		N;NOM;FEM;SG
sağlanan	piegādāta	sağla	piegādāt	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
sağlanan	piegādāts	sağla	piegādāt	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
garcia	garsija	garcia	garsija	PROPN;NOM;SG;3	PROPN;NOM;FEM;SG
eng}}	eng}	eng}}	eng}		
sembolik	simboliski	sembolik	simboliski		ADV
sembolik	simbolisks	sembolik	simbolisks		ADJ;NOM;MASC;SG
sembolik	simboliska	sembolik	simboliska		ADJ;NOM;FEM;SG
sembolik	simboliski	sembolik	simboliski		ADV
sembolik	simboliski	sembolik	simboliski		ADV
minimum	minimālā	minim	minimāls	N;NOM;SG;3	ADJ;NOM;FEM;SG
minimum	minimālais	minim	minimāls	N;NOM;SG;3	ADJ;NOM;MASC;SG
minimum	minimāls	minim	minimāls	N;NOM;SG;3	ADJ;NOM;MASC;SG
minimum	minimāla	minim	minimāls	N;NOM;SG;3	ADJ;NOM;FEM;SG
minimum	minimāli	minim	minimāli	N;NOM;SG;3	ADV
cbs	cb	cbs	cb		N
cbs	ģis	cbs	ģis		N
yen	jenas	yen	jena		PROPN;NOM;FEM;SG
asistan	rezidentu	asistan	rezidents		N;ACC;MASC;SG
asistan	rezidents	asistan	rezidents		N;NOM;MASC;SG
asistan	iedzīvotājs	asistan	iedzīvotājs		N;NOM;MASC;SG
asistan	palīgs	asistan	palīgs		N;NOM;MASC;SG
asistan	asistents	asistan	asistents		N;NOM;MASC;SG
parametre	parametru	parametre	parametrs	N;NOM;SG;3	N;ACC;MASC;SG
parametre	parametri	parametre	parametrs	N;NOM;SG;3	N;NOM;MASC;PL
karşılaşma	atbilstība	karşılaşma	atbilstība		N;NOM;FEM;SG
