luhur	yüce	luhur	yüce	N	
digit	haneli	digit	hanel	N;SG	
digit	rakam	digit	rakam	N;SG	
digit	hane	digit	hane	N;SG	
digit	haneli	digit	hanel	N;SG	
dog	köpek	dog	köpek	PROPN	N;NOM;SG;3
krim	krim	krim	krim	N;SG	
krim	kremler	krim	krem	N;SG	N;NOM;PL;3
krim	krema	krim	krema	N;SG	
krim	kremalı	krim	kremalı	N;SG	
krim	kaymak	krim	kay	N;SG	
krim	krem	krim	krem	N;SG	
krim	krema	krim	krema	N;SG	
sebastian	sebastian	sebastian	sebastian	PROPN	
ottoman	osmanlı	ottoman	osmanlı	PROPN	
ottoman	osmanlı	ottoman	osmanlı	PROPN	
ottoman	osmanlılar	ottoman	osmanlı	PROPN	ADJ;NOM;PL;3
cerah	parlak	cerah	parlak	ADJ;SG	
cerah	aydınlık	cerah	aydınlık	ADJ;SG	N;NOM;SG;3
cerah	güneşli	cerah	güneşli	ADJ;SG	
cerah	sunny	cerah	sun	ADJ;SG	N;NOM;SG;3
herbert	herbert	herbert	herbert	PROPN	
konstantinus	konstantin	konstantinus	konstant	PROPN	
konstantinus	constantine	konstantinus	constant	PROPN	N;DAT;SG;3
karim	kerim	karim	kerim	PROPN	
karim	karim	karim	karim	PROPN	
rupanya	anlaşılan	rupa	anlaş	ADV;SG	V;PFV;IND;POS;PRS;V.PTCP;PASS
iron	demir	iron	demir	PROPN	
iron	ütü	iron	ütü	PROPN	
each	herbiri	each	herbiri	PROPN	PRO;NOM;SG;3
norte	norte	norte	nort	PROPN	PROPN;NOM;SG;3
eagle	kartal	eagle	kartal	PROPN	
indiana	indiana	indiana	indian	PROPN	
abi	abi	abi	abi	PROPN	
xiii	xiii	xiii	Eiii	PROPN	
berikan	ver	berrikan	ver	V;SG;ACT	
berikan	verin	berrikan	ver	V;SG;ACT	V;PFV;IMP;PL;2;POS;PRS
rap	rap	rap	rap	PROPN	
rap	rap	rap	rap	PROPN	
transformasi	dönüştürme	transformasi	dönüş	N;SG	V;PFV;IND;SG;2;POS;PRS;CAUS
transformasi	dönüştür	transformasi	dönüş	N;SG	V;PFV;IMP;SG;2;POS;PRS;CAUS
transformasi	dönüşüm	transformasi	dönüşüm	N;SG	
transformasi	dönüşün	transformasi	dönüş	N;SG	
transformasi	dönüştürür	transformasi	dönüş	N;SG	V;IPFV;IND;SG;3;POS;CAUS
transformasi	değişim	transformasi	değişim	N;SG	
transformasi	dönüşüm	transformasi	dönüşüm	N;SG	
transformasi	dönüşümler	transformasi	dönüşüm	N;SG	N;NOM;PL;3
transformasi	dönüşümleri	transformasi	dönüşüm	N;SG	N;ACC;PL;3
kekacauan	kaos	kekacauan	kaos	N;SG	
kekacauan	karmaşa	kekacauan	karmaş	N;SG	
kekacauan	kargaşa	kekacauan	kargaş	N;SG	
mengenang	hatırlama	menkenang	hatırla	V;SG;ACT	
mengenang	anma	menkenang	an	V;SG;ACT	
ade	ade	ade	ade	PROPN	
graham	graham	graham	graham	PROPN	PROPN;NOM;SG;3
siam	siyam	siam	siyam	PROPN	
siam	siam	siam	siam	PROPN	PROPN;NOM;SG;3
entry	giriş	entry	giriş	PROPN	
entry	girdi	entry	gir	PROPN	V;PFV;IND;SG;3;POS;PST
pilih	seç	pilih	seç	V;SG;ACT	
pilih	seçim	pilih	seçim	V;SG;ACT	
pilih	seçin	pilih	seç	V;SG;ACT	V;PFV;IMP;PL;2;POS;PRS
pilih	seçme	pilih	seç	V;SG;ACT	
pilih	seç	pilih	seç	V;SG;ACT	
pilih	seçin	pilih	seç	V;SG;ACT	V;PFV;IMP;PL;2;POS;PRS
pilih	seçiniz	pilih	seç	V;SG;ACT	V;PFV;IMP;PL;2;POS;PRS
impor	ithalat	impor	ithalat	N;SG;ACT	
impor	ithal	impor	ithal	N;SG;ACT	
impor	ithalat	impor	ithalat	N;SG;ACT	
impor	ithal	impor	ithal	N;SG;ACT	
erik	erik	erik	erik	PROPN	
ferry	feribot	ferry	feribot	PROPN	N;NOM;SG;3
jump	atlama	jump	atla	PROPN	
jump	atla	jump	atla	PROPN	
kesan	izlenim	kesan	izlenim	N;SG	
kesan	gösterim	kesan	göster	N;SG	
seng	seng	seng	seng	PROPN	
seng	çinko	seng	çinko	PROPN	
korintus	korintliler	korintus	korintli	PROPN	N;NOM;PL;3
korintus	corinth	korintus	corinth	PROPN	PROPN;NOM;SG;3
marsekal	mareşal	marsekal	mareşal	N	
marsekal	marshal	marsekal	marshal	N	
marsekal	şerif	marsekal	şerif	N	
acak	rastgele	acak	rastgele	ADJ;SG	
acak	rasgele	acak	rasgele	ADJ;SG	
acak	karıştırma	acak	karış	ADJ;SG	V;PFV;NOM;IND;2;POS;PRS;V.MSDR;CAUS
terkejut	şok	terkejut	şok	V;SG;PASS	
goguryeo	goguryeo	goguryeo	goguryeo	PROPN	
botol	şişe	botol	şişe	N;SG	
botol	şişeler	botol	şişe	N;SG	N;NOM;PL;3
botol	şişe	botol	şişe	N;SG	
syuting	çekim	syuting	çekim	N	
beat	alt	beat	alt	PROPN	
kehancuran	yıkım	kehancuran	yık	N;SG	
kehancuran	harabe	kehancuran	harabe	N;SG	
kehancuran	yıkım	kehancuran	yık	N;SG	
kehancuran	imha	kehancuran	imha	N;SG	
kenangan	nostalji	kenangan	nostalji	N;SG	
kenangan	nostaljik	kenangan	nostaljik	N;SG	ADJ
kenangan	hatıralar	kenangan	hatıra	N;SG	N;NOM;PL;3
kenangan	anılar	kenangan	anı	N;SG	N;NOM;PL;3
kenangan	hatıra	kenangan	hatıra	N;SG	
kenangan	anılar	kenangan	anı	N;SG	N;NOM;PL;3
kenangan	hatıralar	kenangan	hatıra	N;SG	N;NOM;PL;3
brigadir	tuğgeneral	brigadir	tuğgeneral	PROPN	N;DAT;SG;3
ditembak	atış	ditembak	atış	V;SG;PASS	
plan	plân	plan	pl	PROPN	
plan	planla	plan	plan	PROPN	
plan	plan	plan	plan	PROPN	
plan	planı	plan	plan	PROPN	N;ACC;SG;3
dam	barajı	dam	barajı		N;NOM;SG;3
caesar	caesar	caesar	caesar	PROPN	
caesar	sezar	caesar	sezar	PROPN	
winner	kazanan	winner	kazan	PROPN	V;PFV;IND;POS;PRS;V.PTCP
winner	galip	winner	gal	PROPN	ADV
pukulan	darbeler	pukulan	darbe	N;SG	N;NOM;PL;3
pukulan	yumruk	pukulan	yumruk	N;SG	
pukulan	yumrukla	pukulan	yumruk	N;SG	ADJ;INS;SG;3
mendesak	acil	mendesak	acil	V;SG;ACT	
beri	ver	beri	ver	V;SG;ACT	
beri	verin	beri	ver	V;SG;ACT	V;PFV;IMP;PL;2;POS;PRS
mendatang	yaklaşıyor	mendatang	yaklaş	ADJ;SG	V;PROG;IND;SG;3;POS;INFM;PRS
mendatang	yaklaşan	mendatang	yaklaş	ADJ;SG	V;PFV;IND;POS;PRS;V.PTCP
mendatang	yaklaşmakta	mendatang	yaklaş	ADJ;SG	V;PROG;IND;SG;3;POS;FORM;PRS
lucky	şans	lucky	şans	PROPN	
lucky	lucky	lucky	lucky	PROPN	
lucky	şanslı	lucky	şanslı	PROPN	ADJ
agregat	toplu	agregat	toplu	N;SG	
agregat	toplu	agregat	toplu	N;SG	
agregat	kümeleme	agregat	kümele	N;SG	
bersembunyi	saklanan	bersembunyi	sakla	V;SG;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
bersembunyi	saklanmak	bersembunyi	sakla	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
bersembunyi	saklanıyor	bersembunyi	sakla	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
stanford	stanford	stanford	stanford	PROPN	PROPN;NOM;SG;3
bergaya	şık	bergaya	şık	V;SG;ACT	
bergaya	tarz	bergaya	tarz	V;SG;ACT	
bergaya	stil	bergaya	stil	V;SG;ACT	
bergaya	tarzı	bergaya	tarz	V;SG;ACT	
bergaya	biçim	bergaya	biçim	V;SG;ACT	
bergaya	styling	bergaya	styling	V;SG;ACT	
hudson	hudson	hudson	hud	PROPN	PROPN;NOM;SG;3
membatalkan	iptal	menbatalkan	iptal	V;SG;ACT	
membatalkan	iptal	menbatalkan	iptal	V;SG;ACT	
perlombaan	irk	perlombaan	irk	N;SG	
perlombaan	yarış	perlombaan	yarış	N;SG	
serigala	kurt	serigala	kurt	N	
serigala	wolf	serigala	wolf	N	
serigala	kürt	serigala	kürt	N	
ruas	alanlar	ruas	alan	N;SG	N;NOM;PL;3
ruas	fields	ruas	fields	N;SG	
ruas	alanları	ruas	alan	N;SG	N;ACC;PL;3
ruas	tarla	ruas	tarla	N;SG	
ruas	tarlaları	ruas	tarla	N;SG	N;NOM;PL;3
iata	iata	iata	iata	PROPN	
taksi	taksi	taksi	taksi	N;SG	
taksi	taksim	taksi	taksim	N;SG	
taksi	taksi	taksi	taksi	N;SG	
taksi	taksi	taksi	taksi	N;SG	
taksi	taksi	taksi	taksi	N;SG	
taksi	taksi	taksi	taksi	N;SG	
wabah	salgın	wabah	salgın	N;SG	
wabah	veba	wabah	veba	N;SG	
wabah	salgın	wabah	salgın	N;SG	
wabah	salgın	wabah	salgın	N;SG	
financial	finans	financial	finans	N	
financial	finansal	financial	finansal	N	ADJ
financial	mali	financial	mali	N	
bala	bala	bala	bala	N;SG	
lilin	mum	lilin	mu	N;SG	
lilin	kandil	lilin	kandil	N;SG	
lilin	cila	lilin	cila	N;SG	
lilin	mum	lilin	mu	N;SG	
lilin	mumlar	lilin	mum	N;SG	N;NOM;PL;3
wolf	kurtlar	wolf	kurt	PROPN	N;NOM;PL;3
wolf	kurt	wolf	kurt	PROPN	
wolf	wolf	wolf	wolf	PROPN	
wolf	kurdu	wolf	kurt	PROPN	N;NOM;SG;3
wolf	kürt	wolf	kürt	PROPN	
harrison	harrison	harrison	harrison	PROPN	PROPN;NOM;SG;3
angola	angola	angola	angola	PROPN	PROPN;NOM;SG;3
tanzania	tanzanya	tanzania	tanzan	PROPN	PROPN;NOM;SG;3
laras	varil	laras	varil	N	
laras	fıçı	laras	fıç	N	
mind	zihin	mind	zih	PROPN	N;NOM;SG;3
mind	akıl	mind	akıl	PROPN	
duke	dük	duke	dük	PROPN	
duke	duke	duke	duke	PROPN	
grammy	grammy	grammy	grammy	PROPN	
grammy	grammy	grammy	grammy	PROPN	
akademisi	akademisyenler	akademisi	akademisyen	N;SG	N;NOM;PL;3
akademisi	akademik	akademisi	akademik	N;SG	ADJ
yosua	joshua	yosua	joshua	PROPN	
evolution	evrim	evolution	evrim	PROPN	
patroli	devriyeler	patroli	devriye	N;SG	N;NOM;PL;3
patroli	devriyeler	patroli	devriye	N;SG	N;NOM;PL;3
eyes	göz	eyes	göz	PROPN	N;NOM;SG;3
eyes	gözler	eyes	göz	PROPN	N;NOM;PL;3
eyes	gözleri	eyes	göz	PROPN	N;NOM;PL;3
joan	joan	joan	joan	PROPN	
joan	jeanne	joan	Teanne	PROPN	
mutlak	mutlak	mutlak	mutlak	ADJ;SG	
screen	ekran	screen	ekran	PROPN	N;NOM;SG;3
screen	ekranı	screen	ekran	PROPN	N;NOM;SG;3
tbs	tbs	tbs	tbs	PROPN	
mendaftar	kayıt	mendaftar	kayıt	V;SG;ACT	
vosges	vosges	vosges	vosges	PROPN	PROPN;NOM;SG;3
maurice	maurice	maurice	maurice	PROPN	
ukm	kobi	ukm	kobi	PROPN	
ukm	smb	ukm	smb	PROPN	
plasma	plazma	plasma	plaz	N	
seat	koltuk	seat	koltuk	PROPN	N;NOM;SG;3
fauna	fauna	fauna	fauna	PROPN	
produktif	verimli	produktif	verimli	ADJ;SG	
produktif	üretken	produktif	üretken	ADJ;SG	
leon	leon	leon	leon	PROPN	PROPN;NOM;SG;3
six	six	six	six	PROPN	
six	alti	six	alti	PROPN	
six	altı	six	altı	PROPN	NUM
madya	magnesia	madya	magnesia	PROPN	
bandingkan	karşılaştırma	bandingkan	karşılaş	V;SG;ACT	N;NOM;SG;3
bandingkan	karşılaştırmak	bandingkan	karşılaş	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
emma	emma	emma	emma	PROPN	
pelaut	denizciler	penlaut	denizci	N;SG	N;NOM;PL;3
pelaut	denizciler	penlaut	denizci	N;SG	N;NOM;PL;3
pelaut	denizci	penlaut	denizci	N;SG	
pelaut	denizci	penlaut	denizci	N;SG	
pelaut	denizci	penlaut	denizci	N;SG	
perkantoran	büro	perkantoran	büro	N;SG	
perkantoran	office	perkantoran	office	N;SG	
perkantoran	ofis	perkantoran	ofis	N;SG	
utang	borç	utang	borç	N;SG	
utang	borçları	utang	borç	N;SG	N;NOM;PL;3
utang	borçlar	utang	borç	N;SG	N;NOM;PL;3
utang	borç	utang	borç	N;SG	
utang	borcu	utang	borcu	N;SG	
utang	borçlar	utang	borç	N;SG	N;NOM;PL;3
wordpress	wordpress	wordpress	wordpress	PROPN	
montenegro	karadağ	montenegro	karadağ	PROPN	PROPN;NOM;SG;3
montenegro	karadağlı	montenegro	karadağlı	PROPN	
pecinta	sevgili	pecinta	sevgili	N;SG	
pecinta	sevenler	pecinta	seven	N;SG	N;NOM;PL;3
pecinta	sevgililer	pecinta	sevgili	N;SG	ADJ;NOM;PL;3
pecinta	aşıklar	pecinta	aşık	N;SG	ADJ;NOM;PL;3
pecinta	aşık	pecinta	aşık	N;SG	
pecinta	sevgili	pecinta	sevgili	N;SG	
tayangan	gösterim	tayangan	göster	N;SG	
tayangan	gösterimleri	tayangan	gösterim	N;SG	N;ACC;PL;3
tayangan	görüntüleme	tayangan	görüntüleme	N;SG	
tayangan	izlenim	tayangan	izlenim	N;SG	
tayangan	gösterim	tayangan	göster	N;SG	
hikayat	saga	hikayat	saga	N	
kelanjutan	devamı	kelanjutan	devam	N;SG	
commons	commons	commons	commons	PROPN	
sandy	kumlu	sandy	kumlu	PROPN	
sandy	sandy	sandy	sandy	PROPN	
mangga	mango	mangga	mango	N	
mangga	mango	mangga	mango	N	
diana	diana	diana	dian	PROPN	
tai	tai	tai	tai	PROPN	
engineer	mühendis	engineer	mühendis	PROPN	
engineer	mühendisi	engineer	mühendis	PROPN	N;NOM;SG;3
engineer	makinist	engineer	makinist	PROPN	
banding	temyiz	banding	temyiz	PROPN;SG;ACT	
banding	temyize	banding	temyize	PROPN;SG;ACT	N;DAT;SG;3
banding	temyiz	banding	temyiz	PROPN;SG;ACT	
banding	itiraz	banding	itiraz	PROPN;SG;ACT	
gak	gak	gak	gak	PART	
newcastle	newcastle	newcastle	newcas	PROPN	PROPN;NOM;SG;3
bir	bira	bir	bira	N;SG	
bir	bira	bir	bira	N;SG	
bir	biralar	bir	bira	N;SG	N;NOM;PL;3
rusa	muş	rusa	i	N	
rusa	mus	rusa	mus	N	
redaksi	editör	redaksi	editör	PROPN	
redaksi	düzenleyici	redaksi	düzenleyici	PROPN	
redaksi	editor	redaksi	et	PROPN	
redaksi	editör	redaksi	editör	PROPN	
redaksi	editörler	redaksi	editör	PROPN	ADJ;NOM;PL;3
cooper	cooper	cooper	cooper	PROPN	
bahu	omuz	bahu	omuz	N;SG	
bahu	omuza	bahu	omuz	N;SG	
bahu	omuzlar	bahu	omuz	N;SG	N;NOM;PL;3
bahu	omuzları	bahu	omuz	N;SG	N;ACC;PL;3
berlari	ran	berlari	ran	V;SG;ACT	
berlari	koştu	berlari	koş	V;SG;ACT	
berlari	koşu	berlari	koşu	V;SG;ACT	
berlari	koşan	berlari	koş	V;SG;ACT	
residen	yerleşik	residen	yerleşik	N	
residen	asistan	residen	asistan	N	
residen	ikamet	residen	ikamet	N	
residen	prefect	residen	prefect	N	
residen	vali	residen	vali	N	
berinteraksi	nişanlı	berinteraksi	nişanlı	V;SG;ACT	
berinteraksi	etkileşimde	berinteraksi	etkileş	V;SG;ACT	N;ESS;SG;3
arwah	ruhlar	arwah	ruh	N;SG	N;NOM;PL;3
arwah	ruhları	arwah	ruh	N;SG	N;ACC;PL;3
michelle	michelle	michelle	michel	N	
michelle	michele	michelle	michele	N	PROPN;NOM;SG;3
electronic	elektron	electronic	elektron	PROPN	N;NOM;SG;3
electronic	elektronik	electronic	elektronik	PROPN	
campbell	campbell	campbell	campbell	PROPN	PROPN;NOM;SG;3
nevada	nevada	nevada	neva	PROPN	PROPN;NOM;SG;3
meiji	meiji	meiji	meiji	PROPN	
haruka	haruka	haruka	haruk	PROPN	
côte	côte	côte	côte	PROPN	PROPN;NOM;SG;3
bermotor	motorlu	bermotor	motorlu	V;SG;ACT	
bermotor	motorlu	bermotor	motorlu	V;SG;ACT	
disk	disk	disk	disk	PROPN	
disk	disk	disk	disk	PROPN	
disk	diskler	disk	disk	PROPN	N;NOM;PL;3
thompson	thompson	thompson	thompson	PROPN	
rudy	rudy	rudy	rudy	PROPN	
kejayaan	zafer	kejayaan	zafer	N;SG	
elit	elit	elit	elit	N;SG	
elit	seçkin	elit	seçkin	N;SG	
susan	susan	susan	sus	PROPN	
shadow	gölge	shadow	gölge	PROPN	
kobayashi	kobayashi	kobayashi	kobayashi	PROPN	PROPN;NOM;SG;3
bull	boğa	bull	boğa	PROPN	
bull	bull	bull	bull	PROPN	
jujur	dürüstçe	jujur	dürüstçe	ADJ;SG	
jujur	dürüst	jujur	dürüst	ADJ;SG	
jujur	dürüstçe	jujur	dürüstçe	ADJ;SG	
instalasi	yüklemeleri	instalasi	yükle	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
instalasi	yükleme	instalasi	yükle	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
instalasi	montaj	instalasi	montaj	N;SG	
instalasi	tesisler	instalasi	tesis	N;SG	N;NOM;PL;3
cabai	chili	cabai	chili	N;SG	
antarktika	antarktika	antarktika	antarktika	PROPN	
antarktika	antarktika	antarktika	antarktika	PROPN	
diiringi	eşlik	diiringi	eşlik	V;SG;PASS	
room	oda	room	oda	PROPN	N;NOM;SG;3
launch	fırlatma	launch	fırlatma	PROPN	V;PFV;IMP;SG;2;NEG;PRS;CAUS
launch	kalkış	launch	kalkış	PROPN	N;NOM;SG;3
launch	başlat	launch	başlat	PROPN	
lencana	rozet	lencana	rozet	N;SG	
lencana	rozet	lencana	rozet	N;SG	
rindu	miss	rindu	miss	PROPN;SG	
rindu	hanım	rindu	hanım	PROPN;SG	
rindu	bayan	rindu	bayan	PROPN;SG	
rindu	hanımefendi	rindu	hanımefendi	PROPN;SG	N;NOM;SG;3
rindu	özledim	rindu	özle	PROPN;SG	V;PFV;IND;SG;1;POS;PST
lembar	levha	lembar	levha	N;SG	
lembar	çarşaf	lembar	çarşaf	N;SG	
lembar	yaprak	lembar	yaprak	N;SG	
lembar	levhalar	lembar	levha	N;SG	N;NOM;PL;3
lembar	çarşaf	lembar	çarşaf	N;SG	
mengarahkan	yönetmenlik	menkarahkan	yönetmenlik	V;SG;ACT	N;NOM;SG;3
bruno	bruno	bruno	bruno	PROPN	
kelautan	marine	kelautan	marin	N;SG	
kelautan	deniz	kelautan	deniz	N;SG	
kelautan	denizci	kelautan	denizci	N;SG	
bayangan	gölge	bayangan	gölge	N;SG	
bayangan	gölgeleri	bayangan	gölge	N;SG	N;ACC;PL;3
bayangan	gölgelerin	bayangan	gölge	N;SG	N;GEN;PL;3
bayangan	gölgeler	bayangan	gölge	N;SG	N;NOM;PL;3
bayangan	gölge	bayangan	gölge	N;SG	
pmr	pmr	pmr	pmr	PROPN	
close	yakın	close	yakın	PROPN	
close	kapat	close	kapat	PROPN	V;PFV;IMP;SG;2;POS;PRS
close	yakına	close	yakın	PROPN	
close	yakin	close	yakin	PROPN	
eddy	eddy	eddy	et	PROPN	
ajax	ajax	ajax	aja	PROPN	
keberadaannya	varoluş	keberadaan	varoluş	N;SG	
romeo	romeo	romeo	romeo	PROPN	
justin	justin	justin	justin	PROPN	
waris	mirasçı	waris	mirasçı	N;SG	
waris	vâris	waris	vâris	N;SG	
waris	varis	waris	varis	N;SG	
waris	waris	waris	waris	N;SG	
keterbatasan	kısıtlamalar	keterbatasan	kısıtla	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
keterbatasan	sınırlamalar	keterbatasan	sınırla	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
keterbatasan	kısıtlama	keterbatasan	kısıtla	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
mitsubishi	mitsubishi	mitsubishi	mitsubish	N	PROPN;NOM;SG;3
monica	monica	monica	monica	PROPN	PROPN;NOM;SG;3
sendirian	yalnız	sendirian	yalnız	N;SG	
ingat	unutmayın	ingat	unut		V;PFV;IMP;PL;2;NEG;PRS
torpedo	torpil	torpedo	torpil	N	
torpedo	torpido	torpedo	torpido	N	
bio	bio	bio	bio	PROPN	
bio	biyo	bio	biyo	PROPN	
bio	biyografi	bio	biyografi	PROPN	
ilegal	illegal	ilegal	illegal	N;SG	
ilegal	yasadışı	ilegal	yasa	N;SG	
berbunyi	bip	berbunyi	bip	V;SG;ACT	
busur	ark	busur	ark	N;SG	
busur	arc	busur	arc	N;SG	
busur	yay	busur	yay	N;SG	
busur	yay	busur	yay	N;SG	
linecolor	linecolor	linecolor	linecolor	PROPN	
joo	joo	joo	joo	PROPN	
persenjataan	cephanelik	persenjataan	cephanelik	N;SG	
kantong	cepte	kantong	cep	N;SG	
kantong	cebe	kantong	cebe	N;SG	
kantong	cep	kantong	cep	N;SG	
kantong	poşet	kantong	poşet	N;SG	
kantong	torba	kantong	torba	N;SG	
kantong	kese	kantong	kese	N;SG	
kantong	torba	kantong	torba	N;SG	
kantong	çantalar	kantong	çanta	N;SG	N;NOM;PL;3
kantong	torba	kantong	torba	N;SG	
copy	kopya	copy	kopya	PROPN	
copy	kopyası	copy	kopya	PROPN	
copy	kopyala	copy	kopyal	PROPN	V;PFV;IMP;SG;2;POS;PRS
fisikawan	fizikçiler	fisikawan	fizikçi	N;MASC;SG	N;NOM;PL;3
robinson	robinson	robinson	robinson	N	
puasa	oruç	puasa	oruç	PROPN;SG	
puasa	hızlı	puasa	hızlı	PROPN;SG	ADJ
puasa	hizli	puasa	hizli	PROPN;SG	
interwiki	interwiki	interwiki	interwiki	PROPN	
dollar	dolar	dollar	dolar	PROPN	N;NOM;SG;3
dollar	dolarlar	dollar	dolar	PROPN	N;NOM;PL;3
dollar	dolar	dollar	dolar	PROPN	N;NOM;SG;3
mandala	mandala	mandala	mandal	PROPN	
depresi	depresif	depresi	depresif	N;SG	
depresi	bunalım	depresi	bu	N;SG	
depresi	bunalım	depresi	bu	N;SG	
depresi	depresyon	depresi	depresyon	N;SG	
pembaruan	yenileme	penbaruan	yenilem	N;SG	
pembaruan	güncellemeleri	penbaruan	güncelle	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
pembaruan	güncellemeler	penbaruan	güncelle	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
pembaruan	güncelleme	penbaruan	güncelle	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
evans	evans	evans	evans	PROPN	
rina	rina	rina	rina	PROPN	
moskow	moskova	moskow	moskova	PROPN	PROPN;NOM;SG;3
pengecualian	istisna	pengecualian	istisna	N;SG	
pengecualian	dışlanma	pengecualian	dışlan	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
pengecualian	istisna	pengecualian	istisna	N;SG	
butuh	ihtiyaç	butuh	ihtiyaç	V;SG;ACT	
butuh	lazım	butuh	lazım	V;SG;ACT	
butuh	ihtiyacım	butuh	ihtiyaç	V;SG;ACT	N;NOM;SG;3
butuh	gerek	butuh	gerek	V;SG;ACT	
sandra	sandra	sandra	san	PROPN	
keterlibatan	nişan	keterlibatan	nişan	N;SG	
keterlibatan	etkileşim	keterlibatan	etkileş	N;SG	
andre	andre	andre	andre	PROPN	
andre	andré	andre	andré	PROPN	
halo	merhaba	halo	merhaba	PROPN	
halo	selam	halo	selam	PROPN	
halo	hello	halo	hello	PROPN	
halo	halo	halo	halo	PROPN	
tendangan	tekme	tendangan	tekme	N;SG	
tendangan	tekme	tendangan	tekme	N;SG	
alexandria	iskenderiye	alexandria	iskenderi	PROPN;SG	PROPN;DAT;SG;3
akira	akira	akira	akira	PROPN	
enak	enfes	enak	enfes	ADJ;SG	
enak	leziz	enak	leziz	ADJ;SG	
enak	nefis	enak	nefis	ADJ;SG	
gayo	gayo	gayo	gayo	PROPN	
sasuke	sasuke	sasuke	sasuke	PROPN	
collins	collins	collins	collins	PROPN	
dimasak	pişmiş	dimasak	piş	V;SG;PASS	
circle	halkalar	circle	halka	PROPN	N;NOM;PL;3
circle	daireler	circle	daire	PROPN	N;NOM;PL;3
circle	daire	circle	daire	PROPN	N;NOM;SG;3
circle	çember	circle	çember	PROPN	
gizi	beslenme	gizi	besle	PROPN;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
gizi	besin	gizi	besin	PROPN;SG	
gizi	besleyici	gizi	besleyici	PROPN;SG	
gizi	besin	gizi	besin	PROPN;SG	
sato	sato	sato	sato	PROPN	PROPN;NOM;SG;3
industrial	endüstriyel	industrial	endüstriyel	PROPN	N;NOM;SG;3
industrial	endüstri	industrial	endüstri	PROPN	
industrial	sanayii	industrial	sanayii	PROPN	
industrial	sanayi	industrial	sanayi	PROPN	
kesimpulan	sonuçlar	kesimpulan	sonuç	N;SG	N;NOM;PL;3
