til	za	til	za	ADV	ADP;ACC
andre	drugi	anden	drugi	PRO;PL	ADJ;NOM;MASC;SG
andre	druge	anden	drugi	PRO;PL	ADJ;NOM;FEM;PL
denne	ovo	denne	ovaj	PRO;MASC+FEM;SG	DET;NOM;NEUT;SG
fik	imam	få	imati	V;IND;PST;FIN;ACT	V;IND;SG;1;PRS;FIN
del	podijeli	del	podijetiti	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
født	rođeni	føde	rođen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
født	rođen	føde	roditi	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP;PASS
født	rođena	føde	roditi	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
mellem	izmedju	mellem	izmedje	ADP	N;NOM;MASC;SG
flere	nekoliko	mange	nekoliko	ADJ;CMPR;PL	DET
flere	višestruko	mange	višestruko	ADJ;CMPR;PL	ADV
flere	višestruki	mange	višestruk	ADJ;CMPR;PL	ADJ;NOM;DEF;MASC;SG
flere	više	mange	mnogo	ADJ;CMPR;PL	ADV;CMPR
dette	ovo	denne	ovaj	PRO;NEUT;SG	DET;NOM;NEUT;SG
alle	sve	al	sve	ADJ;PL	PRO;NOM;NEUT;SG
alle	svi	al	sav	ADJ;PL	DET;NOM;DEF;MASC;PL
alle	svima	al	sav	ADJ;PL	DET;DAT;DEF;MASC;PL
alle	svi	al	sav	ADJ;PL	DET;NOM;DEF;MASC;PL
danmark	danske	danmark	danski		ADJ;NOM;DEF;FEM;PL
danmark	danska	danmark	danska		ADJ;NOM;DEF;FEM;SG
danmark	danskoj	danmark	danski		ADJ;DAT;DEF;FEM;SG
team	tim	team	taj	N;INDF;NEUT;SG	DET;INS;NEUT;SG
danske	danski	dansk	danski	ADJ;PL	ADJ;NOM;DEF;MASC;SG
tidligere	prethodno	tidligere	prethodno	ADV;CMPR	ADV
tidligere	bivši	tidligere	bivši	ADV;CMPR	ADJ;NOM;DEF;MASC;SG
tidligere	prethodni	tidligere	prethodan	ADV;CMPR	ADJ;NOM;DEF;MASC;SG
tidligere	prethodna	tidligere	prethodan	ADV;CMPR	ADJ;NOM;DEF;FEM;SG
siden	stranicu	siden	stranica	ADV	N;ACC;FEM;SG
siden	stranica	siden	stranica	ADV	N;NOM;FEM;SG
siden	stranice	siden	stranica	ADV	N;NOM;FEM;PL
skal	ljuske	skulle	ljuska	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
skal	shell	skulle	shell	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
skal	ljuska	skulle	ljuska	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
skal	školjka	skulle	školjka	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
have	vrta	have	vrt	V;NFIN;ACT	N;GEN;MASC;SG
have	garden	have	garden	V;NFIN;ACT	N;NOM;MASC;SG
have	vrt	have	vrt	V;NFIN;ACT	N;NOM;MASC;SG
store	velika	stor	velik	ADJ;PL	ADJ;NOM;DEF;FEM;SG
store	veliki	stor	velik	ADJ;PL	ADJ;NOM;DEF;MASC;SG
store	veliko	stor	velik	ADJ;PL	ADJ;NOM;NEUT;SG
meget	vrlo	meget	vrlo	ADJ;INDF;SG	ADV
meget	puno	meget	puno	ADJ;INDF;SG	ADV
meget	mnogo	meget	mnogo	ADJ;INDF;SG	ADV
været	bio	være	biti	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
bliver	ostanak	blive	ostanak	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
samme	isto	samme	isto	ADJ	ADV
vil	will	ville	will	V;IND;PRS;FIN;ACT	ADP
seed	seme	seed	seme		N;NOM;NEUT;SG
seed	sjeme	seed	saj		N;NOM;NEUT;SG
ham	mu	han	on	PRO;ACC;MASC+FEM;SG;3	PRO;DAT;MASC;SG;3
ham	njemu	han	on	PRO;ACC;MASC+FEM;SG;3	PRO;DAT;MASC;SG;3
selv	čak	selv	čak	PRO	ADV
københavn	kopenhagenu	københavn	kopenhagen	PROPN	N;DAT;FEM;SG
kom	dođi	komme	doći	V;IND;PST;FIN;ACT	V;IMP;SG;2;FIN
and	patak	and	patak		N;NOM;MASC;SG
and	patka	and	patak		N;NOM;FEM;SG
and	duck	and	duck		N;NOM;MASC;SG
tre	tre	tre	tre	NUM	PROPN;NOM;MASC;SG
blandt	medju	blandt	medju	ADP	
byen	town	by	town	N;DEF;MASC+FEM;SG	ADP
disse	ovi	denne	ovaj	PRO;PL	DET;NOM;MASC;PL
disse	ove	denne	ovaj	PRO;PL	DET;GEN;FEM;SG
maj	may	maj	may	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
anden	drugi	anden	drugi	PRO;MASC+FEM;SG	ADJ;NOM;MASC;SG
anden	drugo	anden	drugi	PRO;MASC+FEM;SG	ADJ;NOM;NEUT;SG
anden	druga	anden	drugi	PRO;MASC+FEM;SG	ADJ;NOM;FEM;SG
andet	drugi	anden	drugi	PRO;NEUT;SG	ADJ;NOM;MASC;SG
andet	drugo	anden	drugi	PRO;NEUT;SG	ADJ;NOM;NEUT;SG
andet	druga	anden	drugi	PRO;NEUT;SG	ADJ;NOM;FEM;SG
andet	drugi	anden	drugi	PRO;NEUT;SG	ADJ;NOM;MASC;SG
andet	drugo	anden	drugi	PRO;NEUT;SG	ADJ;NOM;NEUT;SG
andet	druga	anden	drugi	PRO;NEUT;SG	ADJ;NOM;FEM;SG
dag	dana	dag	dan	N;INDF;MASC+FEM;SG	N;GEN;MASC;PL
her	evo	her	evo	ADV	
kommune	općine	kommune	općina	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
død	smrti	død	smrt	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
død	mrtav	død	mrtav	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
dem	im	de	oni	PRO;ACC;PL;3	PRO;DAT;PL;3
forskellige	drukčije	forskellig	drukčije	ADJ;PL	ADV
forskellige	drugačiji	forskellig	drugačiji	ADJ;PL	ADJ;NOM;DEF;MASC;SG
forskellige	drugačija	forskellig	drugačiji	ADJ;PL	ADJ;NOM;DEF;FEM;SG
forskellige	drugačije	forskellig	drugačije	ADJ;PL	ADV
nye	novo	ny	nov	ADJ;PL	ADJ;NOM;NEUT;SG
nye	nova	ny	nov	ADJ;PL	ADJ;NOM;DEF;FEM;SG
nye	novi	ny	nov	ADJ;PL	ADJ;NOM;DEF;MASC;SG
både	brodove	både	brod	ADV	N;ACC;MASC;PL
både	brodovi	både	brod	ADV	N;NOM;MASC;PL
både	čamci	både	čamac	ADV	N;NOM;MASC;PL
både	oboje	både	oboje	ADV	N;NOM;MASC;SG
gennem	via	gennem	via	ADV	PROPN;NOM;MASC;SG
gennem	putem	gennem	put	ADV	N;INS;MASC;SG
gennem	kroz	gennem	kroz	ADV	ADP;ACC
stor	velika	stor	velik	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
stor	veliki	stor	velik	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
stor	velike	stor	velik	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;PL
stor	super	stor	super	ADJ;INDF;MASC+FEM;SG	ADV
usa	americi	usa	amerika	PROPN	N;DAT;FEM;SG
usa	amerika	usa	amerika	PROPN	N;NOM;FEM;SG
usa	america	usa	america	PROPN	N;NOM;FEM;SG
usa	ameriku	usa	amerika	PROPN	N;ACC;FEM;SG
usa	usa	usa	us	PROPN	PROPN;NOM;MASC;SG
uden	bez	uden	bez	ADV	ADP;GEN
hold	timovi	holde	tim	V;IMP	N;NOM;MASC;PL
hold	ekipe	holde	ekipa	V;IMP	N;NOM;FEM;PL
hold	momčadi	holde	momčad	V;IMP	N;NOM;FEM;PL
hold	ekipa	holde	ekipa	V;IMP	N;NOM;FEM;SG
hold	momčad	holde	momčad	V;IMP	N;NOM;FEM;SG
hold	reprezentacija	holde	reprezentacija	V;IMP	N;NOM;FEM;SG
hold	tim	holde	taj	V;IMP	DET;INS;NEUT;SG
når	kada	når	kada	CONJ	ADV
når	kad	når	kad	CONJ	ADV
juni	june	juni	juniti	N;INDF;MASC+FEM;SG	ADP
kendt	poznata	kendt	poznat	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
kendt	poznato	kendt	poznat	ADJ;INDF;SG	ADJ;NOM;DEF;NEUT;SG
kendt	poznati	kendt	poznat	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;PL
kendt	slavni	kendt	slavan	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
kendt	poznati	kendt	poznat	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;PL
kendt	poznata	kendt	poznat	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
hvilket	koje	hvilken	koji	PRO;NEUT;SG	DET;NOM;FEM;SG
hvilket	koja	hvilken	koji	PRO;NEUT;SG	DET;NOM;FEM;SG
hvilket	koji	hvilken	koji	PRO;NEUT;SG	DET;NOM;MASC;SG
sogn	parish	sogn	parish	N;INDF;NEUT;SG	ADP
sogn	župe	sogn	župa	N;INDF;NEUT;SG	N;NOM;FEM;PL
mest	većina	mest	većina	ADV;RL	N;NOM;FEM;SG
mest	najvise	mest	mnogo	ADV;RL	ADJ;NOM;DEF;RL;FEM;SG
hele	cijele	hel	cio	ADJ;DEF;SG	ADJ;NOM;DEF;FEM;PL
række	redaka	række	redak	N;INDF;MASC+FEM;SG	N;GEN;MASC;PL
række	redovi	række	red	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
række	veslaj	række	veslaj	N;INDF;MASC+FEM;SG	
style	stil	style	stil		N;NOM;MASC;SG
style	style	style	styli		ADP
style	stila	style	stil		N;GEN;MASC;SG
jpg	jpg	jpg	jpg		N;NOM;MASC;SG
ville	bi	ville	biti	V;IND;PST;FIN;ACT	V;COND;SG;3;PST;FIN
først	prvi	først	prvi	ADV	ADJ;NOM;MASC;SG
mål	golova	mål	gol	N;INDF;NEUT;SG	N;GEN;MASC;PL
mål	ciljeve	mål	cilj	N;INDF;NEUT;SG	N;ACC;MASC;PL
mål	ciljevi	mål	cilj	N;INDF;NEUT;SG	N;NOM;MASC;PL
mål	mete	mål	meti	N;INDF;NEUT;SG	N;NOM;FEM;PL
film	kino	film	kino	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
film	film	film	film	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
film	film	film	film	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
noget	nesto	nogen	nesto	PRO;NEUT;SG	N;NOM;NEUT;SG
tyske	njemački	tysk	njemački	ADJ;PL	ADJ;NOM;DEF;MASC;SG
tyske	nijemac	tysk	nijemac	ADJ;PL	N;NOM;MASC;SG
tyske	njemacki	tysk	njemacki	ADJ;PL	ADJ;NOM;DEF;MASC;SG
mindre	manjim	mindre	mal	ADV;CMPR	ADJ;INS;DEF;CMPR;MASC;SG
mindre	manja	mindre	mali	ADV;CMPR	ADJ;NOM;DEF;CMPR;FEM;SG
mindre	manji	mindre	mali	ADV;CMPR	ADJ;NOM;DEF;CMPR;MASC;SG
mindre	manja	mindre	mali	ADV;CMPR	ADJ;NOM;DEF;CMPR;FEM;SG
christian	christian	christian	christian		PROPN;NOM;MASC;SG
christian	kršćanin	christian	kršćanin		N;NOM;MASC;SG
christian	kristijan	christian	kristijan		N;NOM;MASC;SG
frem	napred	frem	napred	ADV	N;NOM;MASC;SG
frem	proslijedi	frem	proslijediti	ADV	V;IND;SG;3;PRS;FIN
cet	sev	cet	sev		PROPN;NOM;MASC;SG
alt	sve	al	sve	ADJ;NEUT;SG	PRO;NOM;NEUT;SG
alt	sve	al	sve	ADJ;NEUT;SG	PRO;NOM;NEUT;SG
alt	svi	al	sav	ADJ;NEUT;SG	DET;NOM;DEF;MASC;PL
side	stranice	side	stranica	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
større	veci	stor	veka	ADJ;CMPR	ADJ;NOM;INDF;MASC;SG
søn	sine	søn	sina	N;INDF;MASC+FEM;SG	INTJ
tog	vlakom	tage	vlak	V;IND;PST;FIN;ACT	N;INS;MASC;SG
tog	voz	tage	voz	V;IND;PST;FIN;ACT	N;NOM;MASC;SG
tog	vlak	tage	vlak	V;IND;PST;FIN;ACT	N;NOM;MASC;SG
tog	vlakovi	tage	vlak	V;IND;PST;FIN;ACT	N;NOM;MASC;PL
tog	vlakove	tage	vlak	V;IND;PST;FIN;ACT	N;ACC;MASC;PL
tog	vlakova	tage	vlak	V;IND;PST;FIN;ACT	N;GEN;MASC;PL
amerikansk	američki	amerikansk	američki	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
amerikansk	american	amerikansk	american	ADJ;INDF;SG	ADP
amerikansk	amerikanac	amerikansk	amerikanac	ADJ;INDF;SG	N;NOM;MASC;SG
amerikansk	američka	amerikansk	američki	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
lille	male	lille	mali	ADJ;SG	ADJ;NOM;DEF;FEM;PL
lille	malo	lille	malo	ADJ;SG	ADV
lille	male	lille	mali	ADJ;SG	ADJ;NOM;DEF;FEM;PL
lille	lille	lille	lille	ADJ;SG	N;NOM;MASC;SG
hendes	joj	hendes	on	DET;3	PRO;DAT;FEM;SG;3
hendes	nju	hendes	on	DET;3	PRO;ACC;FEM;SG;3
von	von	von	von		PROPN;NOM;MASC;SG
hvad	sta	hvad	sta	PRO;SG	
nord	sjeverno	nord	sjeverno	N;INDF	ADV
nord	sjeverna	nord	sjeveran	N;INDF	ADJ;NOM;DEF;FEM;SG
nord	nord	nord	nord	N;INDF	PROPN;NOM;MASC;SG
kort	karta	kort	karta	ADJ;INDF;SG	N;NOM;FEM;SG
kort	mapa	kort	mapa	ADJ;INDF;SG	N;NOM;FEM;SG
kort	kartu	kort	karta	ADJ;INDF;SG	N;ACC;FEM;SG
kort	mapu	kort	mapa	ADJ;INDF;SG	N;ACC;FEM;SG
kort	ukratko	kort	ukratko	ADJ;INDF;SG	ADV
kort	kratki	kort	kratka	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
kort	kratko	kort	kratko	ADJ;INDF;SG	ADV
kort	kratka	kort	kratak	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
kort	mape	kort	mapa	ADJ;INDF;SG	N;NOM;FEM;PL
kort	kartice	kort	kartica	ADJ;INDF;SG	N;NOM;FEM;PL
kort	karte	kort	karta	ADJ;INDF;SG	N;NOM;FEM;PL
kort	karticu	kort	kartica	ADJ;INDF;SG	N;ACC;FEM;SG
kort	kartica	kort	kartica	ADJ;INDF;SG	N;NOM;FEM;SG
udgivet	pušten	udgive	pušten	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
udgivet	puštena	udgive	pustiti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
udgivet	objavljen	udgive	objaviti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
udgivet	objavljeno	udgive	objaviti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP;PASS
udgivet	objavljeni	udgive	objaviti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
helt	junak	helt	junak	ADV	N;NOM;MASC;SG
helt	heroju	helt	heroj	ADV	N;DAT;MASC;SG
helt	heroj	helt	heroj	ADV	N;NOM;MASC;SG
gamle	stara	gammel	star	ADJ;PL	ADJ;NOM;DEF;FEM;SG
gamle	staro	gammel	star	ADJ;PL	ADJ;NOM;NEUT;SG
gamle	stari	gammel	star	ADJ;PL	ADJ;NOM;DEF;MASC;SG
isbn	isbn	isbn	isbn	N;INDF;MASC+FEM;SG	ADP
gange	puta	gang	put	N;INDF;MASC+FEM;PL	ADV
bedste	najbolje	god	dobro	ADJ;DEF;RL	ADV;RL
døde	mrtav	død	mrtav	ADJ;PL	ADJ;NOM;INDF;MASC;SG
amerikanske	američki	amerikansk	američki	ADJ;PL	ADJ;NOM;DEF;MASC;SG
amerikanske	american	amerikansk	american	ADJ;PL	ADP
amerikanske	amerikanac	amerikansk	amerikanac	ADJ;PL	N;NOM;MASC;SG
amerikanske	američka	amerikansk	američki	ADJ;PL	ADJ;NOM;DEF;FEM;SG
tysk	njemački	tysk	njemački	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
tysk	nijemac	tysk	nijemac	ADJ;INDF;SG	N;NOM;MASC;SG
tysk	njemacki	tysk	njemacki	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
meter	metar	meter	metar	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
meter	metar	meter	metar	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
tyskland	njemačka	tyskland	njemački	PROPN	ADJ;NOM;DEF;FEM;SG
tyskland	njemačkoj	tyskland	njemački	PROPN	ADJ;DAT;DEF;FEM;SG
lige	jednaki	lige	jednak	ADV	ADJ;NOM;DEF;MASC;PL
spillet	igra	spille	igra	V;INDF;SG;PST;V.PTCP	N;NOM;FEM;SG
peter	petre	peter	petra		N;NOM;FEM;SG
peter	peter	peter	peter		PROPN;NOM;MASC;SG
peter	petra	peter	petar		N;NOM;MASC;SG
peter	petar	peter	petar		N;NOM;MASC;SG
hver	svaki	hver	svaki	PRO;MASC+FEM;SG	DET;NOM;MASC;SG
hver	svako	hver	svaki	PRO;MASC+FEM;SG	DET;NOM;NEUT;SG
hver	svaka	hver	svaki	PRO;MASC+FEM;SG	DET;NOM;FEM;SG
hver	svaki	hver	svaki	PRO;MASC+FEM;SG	DET;NOM;MASC;SG
hver	svaka	hver	svaki	PRO;MASC+FEM;SG	DET;NOM;FEM;SG
allerede	vec	allerede	vec	ADV	PROPN;NOM;MASC;SG
ingen	nijedan	ingen	nijedan	PRO;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
ingen	nijedna	ingen	nijedan	PRO;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
ingen	nitko	ingen	nitko	PRO;MASC+FEM;SG	PRO;NOM;MASC;3
engelsk	englezi	engelsk	engleg	ADJ;INDF;SG	N;NOM;MASC;PL
engelsk	engleski	engelsk	engleski	ADJ;INDF;SG	ADV
engelsk	english	engelsk	english	ADJ;INDF;SG	ADP
århundrede	stoljeća	århundrede	stoljeće	N;INDF;NEUT;SG	N;NOM;NEUT;PL
århundrede	stoljeća	århundrede	stoljeće	N;INDF;NEUT;SG	N;NOM;NEUT;PL
john	ivan	john	ivan	PROPN	N;NOM;MASC;SG
john	john	john	john	PROPN	PROPN;NOM;MASC;SG
gift	otrov	gift	otrov	ADJ;INDF;SG	N;NOM;MASC;SG
gift	otrove	gift	otroviti	ADJ;INDF;SG	N;ACC;MASC;PL
gift	otrov	gift	otrov	ADJ;INDF;SG	N;NOM;MASC;SG
forhold	veze	forhold	veza	N;INDF;NEUT;SG	N;NOM;FEM;PL
spiller	igrač	spille	igrač	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
spiller	player	spille	player	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
spiller	igranje	spille	igranje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
kampe	odgovara	kamp	odgovarati	N;INDF;MASC+FEM;PL	V;IND;SG;3;PRS;FIN
kampe	tuče	kamp	tuč	N;INDF;MASC+FEM;PL	V;IND;SG;3;PRS;FIN
kampe	bitaka	kamp	bitak	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
går	hoda	gå	hodati	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
går	hodajući	gå	hodavati	V;IND;PRS;FIN;ACT	ADV;PRS;V.CVB
går	hodanje	gå	hodanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
går	šetnje	gå	šetnja	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
går	hoda	gå	hodati	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
syd	južno	syd	južno	N;INDF	ADV
syd	sid	syd	sid	N;INDF	PROPN;NOM;MASC;SG
syd	syd	syd	syd	N;INDF	PROPN;NOM;MASC;SG
skrevet	napisano	skrive	napisati	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
skrevet	zapisano	skrive	zapisati	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP;PASS
skrevet	napisana	skrive	napisati	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
skrevet	pisani	skrive	pisati	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL
skrevet	pisano	skrive	pisano	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
sverige	švedska	sverig	švedski	ADJ;PL	ADJ;NOM;DEF;FEM;SG
sverige	švedskoj	sverig	švedski	ADJ;PL	ADJ;DAT;DEF;FEM;SG
sverige	švedski	sverig	švedski	ADJ;PL	ADJ;NOM;DEF;MASC;SG
frankrig	francuska	frankrig	francuski		ADJ;NOM;DEF;FEM;SG
frankrig	france	frankrig	franca		ADP
ned	ned	ned	ned	ADV	
ned	nede	ned	nedi	ADV	N;NOM;FEM;SG
ned	neda	ned	nedati	ADV	INTJ
gjorde	jeste	gøre	biti	V;IND;PST;FIN;ACT	
godt	dobar	godt	dobar	ADV	ADJ;NOM;INDF;MASC;SG
arbejde	radna	arbejde	radan	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
arbejde	radni	arbejde	radni	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
arbejde	radno	arbejde	radni	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
arbejde	radni	arbejde	radni	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
arbejde	radna	arbejde	radan	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
arbejde	radno	arbejde	radni	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
arbejde	radim	arbejde	raditi	N;INDF;NEUT;SG	V;IND;SG;1;PRS;FIN
land	land	land	land	N;INDF;NEUT;SG	ADP
begge	oboje	begge	oboje	PRO;PL	N;NOM;MASC;SG
norge	norveškoj	norge	norveški	PROPN	N;DAT;FEM;SG
norge	norveška	norge	norveški	PROPN	PROPN;NOM;FEM;SG
europa	europe	europa	europa	PROPN	N;NOM;FEM;SG
europa	evropa	europa	evropa	PROPN	N;NOM;FEM;SG
europa	europa	europa	europa	PROPN	N;NOM;FEM;SG
europa	evropa	europa	evropa	PROPN	N;NOM;FEM;SG
europa	europa	europa	europa	PROPN	N;NOM;FEM;SG
england	engleske	england	engleski	PROPN	ADJ;NOM;DEF;FEM;PL
england	englesku	england	engleski	PROPN	ADJ;ACC;DEF;FEM;SG
england	engleska	england	engleski	PROPN	ADJ;NOM;DEF;FEM;SG
player	igrač	play	igrač	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
player	player	play	player	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
børn	djeco	barn	djeco	N;INDF;NEUT;PL	V;IMP;PL;2;FIN
verden	world	verden	world	N;INDF;MASC+FEM;SG	ADP
lang	lang	lang	lang	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG
lang	duga	lang	dug	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG
lang	long	lang	long	ADJ;INDF;MASC+FEM;SG	ADP
lang	dugo	lang	dugo	ADJ;INDF;MASC+FEM;SG	ADV
plads	space	plads	spaciti	N;INDF;MASC+FEM;SG	ADP
får	ovca	få	ovac	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
får	ovci	få	ovaj	V;IND;PRS;FIN;ACT	N;DAT;MASC;SG
får	ovaca	få	ovac	V;IND;PRS;FIN;ACT	N;GEN;MASC;SG
får	ovce	få	ovac	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
får	dobivanje	få	dobivanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
får	uzimajući	få	uzimati	V;IND;PRS;FIN;ACT	ADV;RL
samtidig	istovremenu	samtidig	istovremen	ADV	ADJ;ACC;DEF;FEM;SG
stort	velika	stor	velik	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
stort	veliki	stor	velik	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
stort	velike	stor	velik	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;PL
sprog	jezike	sprog	jezik	N;INDF;NEUT;SG	N;ACC;MASC;PL
sprog	jezicima	sprog	jezik	N;INDF;NEUT;SG	N;INS;MASC;PL
sprog	jezici	sprog	jezik	N;INDF;NEUT;SG	N;NOM;MASC;PL
set	vidjeli	se	vidjeti	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
